
Stat, San Pietro In Lama,,,,,
Parm,NO2,NOX,CO,O3,PM10,BENZENE



17/01/2011 13.00,"17,7","27,2","0,4","70,3",,"1,6"
17/01/2011 14.00,"21,6","34,4","0,5","67,5",20,"1,6"
17/01/2011 15.00,"25,8","37,6","0,5","59,3",,"1,8"
17/01/2011 16.00,"23,7","32,7","0,5","61,7","19,5","1,6"
17/01/2011 17.00,"32,9","42,3","0,5","50,8",,"1,6"
17/01/2011 18.00,"50,1","65,5","0,6","29,7","32,7","2,2"
17/01/2011 19.00,65,"84,6","0,8","20,7",,"3,2"
17/01/2011 20.00,"76,1","105,5","0,8","10,6","44,4","4,1"
17/01/2011 21.00,"76,4","108,9","0,9","9,6",,5
17/01/2011 22.00,"79,9","120,7","1,1","10,1","69,8","5,8"
17/01/2011 23.00,"54,4",66,"0,9","15,2",,"5,3"
18/01/2011 0.00,"53,1","72,3","1,1","12,9","74,2","4,8"
18/01/2011 1.00,"36,7","46,2","1,3","16,9",,"5,2"
18/01/2011 2.00,,,1,,105,"11,4"
18/01/2011 3.00,"24,8","26,9",,"18,6",,"6,7"
18/01/2011 4.00,"18,6","20,3","0,5","27,9","78,6","3,5"
18/01/2011 5.00,18,"19,9","0,4","31,1",,"2,1"
18/01/2011 6.00,"21,8","24,4","0,6","14,7","43,5","1,9"
18/01/2011 7.00,"25,2","31,9","0,6","9,4",,"3,4"
18/01/2011 8.00,"26,1","33,2","0,7","10,5",41,"3,7"
18/01/2011 9.00,"35,9","68,6","0,8",8,,"3,5"
18/01/2011 10.00,31,"61,7","0,8","12,9","36,1",4
18/01/2011 11.00,"37,2","71,5","0,7","15,2",,"3,5"
18/01/2011 12.00,41,"73,3","0,6","21,6","26,4","3,7"
18/01/2011 13.00,"39,3","61,1","0,6","38,2",,"2,9"
18/01/2011 14.00,"31,5","45,9","0,5","58,6","22,5","2,8"
18/01/2011 15.00,"24,8",37,"0,5","65,1",,"2,1"
18/01/2011 16.00,"26,5","37,9","0,4","70,2","30,3",2
18/01/2011 17.00,"31,7",42,"0,5",55,,"1,8"
18/01/2011 18.00,"46,4","60,6","0,6","39,5","32,7",2
18/01/2011 19.00,"62,2",87,"0,7","23,1",,"2,5"
18/01/2011 20.00,"77,6","115,6","0,9","12,7",44,"4,1"
18/01/2011 21.00,"79,5","178,8","1,1","7,6",,"5,8"
18/01/2011 22.00,"72,5","153,3","1,3","7,6","68,9",6
18/01/2011 23.00,"59,1","108,1","1,2",7,,"6,7"
19/01/2011 0.00,"50,4","76,9",1,"9,1","82,5",6
19/01/2011 1.00,"42,4","48,9",,"11,4",,"4,7"
19/01/2011 2.00,"40,3","48,1",,"8,7",62,"2,9"
19/01/2011 3.00,"39,3","55,8",,"5,2",,"3,1"
19/01/2011 4.00,"32,1","36,7",,"6,5","60,6","4,9"
19/01/2011 5.00,"30,9","42,7",,"4,8",,"4,8"
19/01/2011 6.00,"29,2","44,8",,"3,8","57,6","4,5"
19/01/2011 7.00,"29,8","60,8",,"4,4",,"4,3"
19/01/2011 8.00,34,"75,3",,"3,7","67,9","4,4"
19/01/2011 9.00,"48,3","121,7",,"4,3",,"3,9"
19/01/2011 10.00,"47,6","113,4",,"5,9","68,9","4,7"
19/01/2011 11.00,48,"81,3",,"11,2",,"8,4"
19/01/2011 12.00,"51,2","74,7",,"20,2","71,8","3,8"
19/01/2011 13.00,"36,6",50,,"33,9",,"3,6"
19/01/2011 14.00,28,"41,9",,"58,1","56,2","2,8"
19/01/2011 15.00,23,"32,6",,"65,1",,"1,7"
19/01/2011 16.00,"33,7","47,5",,"59,2","41,5","1,5"
19/01/2011 17.00,"30,7","42,8",,"56,1",,2
19/01/2011 18.00,"46,7","60,8",,"40,7","35,7","2,3"
19/01/2011 19.00,"62,8","78,2",,33,,"2,7"
19/01/2011 20.00,"72,7",99,,"16,6","51,8",4
19/01/2011 21.00,"85,3","122,6",,12,,4
19/01/2011 22.00,"89,2","143,7",,"6,3","68,4","5,5"
19/01/2011 23.00,"51,3","58,9",,"19,2",,"6,1"
20/01/2011 0.00,"32,8","36,6",,"26,2",64,"3,9"
20/01/2011 1.00,"29,8","34,2",,"29,6",,"3,4"
20/01/2011 2.00,,,,,"55,7","3,9"
20/01/2011 3.00,"23,7","26,8",,"42,5",,"3,5"
20/01/2011 4.00,"17,9","19,5",,"47,4","48,8","2,5"
20/01/2011 5.00,"16,1","17,6",,"46,6",,"1,9"
20/01/2011 6.00,"16,5","17,7",,"48,6","37,1","1,8"
20/01/2011 7.00,"19,6","21,3",,"55,9",,"1,6"
20/01/2011 8.00,"43,5","52,3",,"35,6","31,3","1,4"
20/01/2011 9.00,"49,1","63,8",,"34,3",,"1,7"
20/01/2011 10.00,"68,1","93,4",,"21,6","34,7","2,1"
20/01/2011 11.00,"46,4","64,6",,"46,3",,2
20/01/2011 12.00,"15,6","22,7",,"77,6","27,8","1,6"
20/01/2011 13.00,"18,9","25,9",,"75,2",,"1,2"
20/01/2011 14.00,23,"32,6",,"70,8","17,1","1,4"
20/01/2011 15.00,"19,6","27,3",,"70,5",,"1,6"
20/01/2011 16.00,"23,9","31,3",,"67,2",22,"1,1"
20/01/2011 17.00,"60,6","80,1",,"33,9",,"1,5"
20/01/2011 18.00,"29,4","39,4",,"52,9","26,9","2,1"
20/01/2011 19.00,"52,7","65,8",,"32,9",,"1,8"
20/01/2011 20.00,"81,3","112,1",,"10,2","48,8","3,5"
20/01/2011 21.00,"62,2","76,7",,"16,1",,"4,2"
20/01/2011 22.00,"42,9","51,5",,"26,4","57,1","3,5"
20/01/2011 23.00,"32,3","35,6",,"33,9",,"3,4"
21/01/2011 0.00,"29,8","33,2",,"33,8","57,1","3,3"
21/01/2011 1.00,"15,2","17,4",,"47,7",,"2,5"
21/01/2011 2.00,"16,8","20,1",,"43,9","45,9",2
21/01/2011 3.00,"25,3","27,1",,"31,7",,"2,3"
21/01/2011 4.00,"18,6","20,4",,"32,7","39,6","1,9"
21/01/2011 5.00,"11,4",13,,"37,4",,"1,9"
21/01/2011 6.00,"16,9","19,7",,32,"33,7","1,4"
21/01/2011 7.00,"27,6","33,1",,"18,6",,"1,2"
21/01/2011 8.00,"34,5","48,3",,"10,5","28,3","1,5"
21/01/2011 9.00,"63,9",103,,"9,2",,"2,1"
21/01/2011 10.00,"67,3","118,6",,"12,6","36,1","3,2"
21/01/2011 11.00,"63,8","121,8",,"16,3",,"3,1"
21/01/2011 12.00,"45,9","78,9",,"40,4","23,4","2,6"
21/01/2011 13.00,"34,1","47,4",,"49,8",,"1,7"
21/01/2011 14.00,"34,5","51,6",,"41,3","30,3","1,7"
21/01/2011 15.00,"33,1","51,9",,"43,1",,"2,4"
21/01/2011 16.00,"21,8","30,2",,"57,8","24,9","1,6"
21/01/2011 17.00,"35,4","47,4",,"37,7",,"1,7"
21/01/2011 18.00,"42,2","58,5",,"24,8","25,9","2,5"
21/01/2011 19.00,"48,6",66,,"25,7",,3
21/01/2011 20.00,"46,1","61,8",,"26,4","31,7","2,7"
21/01/2011 21.00,"45,6","62,4",,"30,3",,"2,7"
21/01/2011 22.00,"38,4","47,7",,"31,8","22,5","2,7"
21/01/2011 23.00,"30,7","36,9",,"30,3",,"2,5"
22/01/2011 0.00,"30,7",37,,"25,2","25,9",2
22/01/2011 1.00,"26,1","31,6",,"25,2",,"2,1"
22/01/2011 2.00,,,,,"24,4",2
22/01/2011 3.00,"23,7","26,2",,"22,7",,"1,8"
22/01/2011 4.00,"19,5",22,,"26,1","19,5","1,8"
22/01/2011 5.00,"17,4","19,6",,"25,8",,"1,7"
22/01/2011 6.00,20,"22,8",,"23,1","11,7","1,6"
22/01/2011 7.00,"26,7",33,,"15,2",,"1,7"
22/01/2011 8.00,"42,3",77,,"5,1","12,2","1,9"
22/01/2011 9.00,"62,1","194,3",,"4,1",,"2,7"
22/01/2011 10.00,"54,7","103,3",,"25,8","17,1","4,8"
22/01/2011 11.00,"24,7","35,5",,"48,4",,"2,1"
22/01/2011 12.00,"14,7",20,,"71,2","16,6","1,3"
22/01/2011 13.00,"12,3","18,9",,"78,6",,"0,8"
22/01/2011 14.00,"11,4","16,6",,"76,3","16,6","0,9"
22/01/2011 15.00,"12,5","17,2",,"69,6",,"0,8"
22/01/2011 16.00,"8,9","11,6",,"72,3","12,7",1
22/01/2011 17.00,"16,1","23,9",,"64,2",,"0,8"
22/01/2011 18.00,"41,2","56,2",,32,"14,7","1,4"
22/01/2011 19.00,"51,2","70,9",,26,,"2,9"
22/01/2011 20.00,"75,6","144,7",,"13,9","24,9","2,6"
22/01/2011 21.00,"63,1","96,6",,"19,6",,"5,8"
22/01/2011 22.00,"67,3","88,8",,"21,7","40,5","4,8"
22/01/2011 23.00,"21,6","26,8",,"52,3",,"3,1"
23/01/2011 0.00,"21,7","26,3",,"49,8","28,8",2
23/01/2011 1.00,"19,2",24,,"57,5",,"1,7"
23/01/2011 2.00,"11,3","14,1",,"70,8","13,7",1
23/01/2011 3.00,14,"17,2",,"59,7",,"0,8"
23/01/2011 4.00,"11,5","13,7",,"57,3","13,2","0,8"
23/01/2011 5.00,"8,3","10,2",,50,,1
23/01/2011 6.00,"8,5","12,7",,"39,7","5,9","1,3"
23/01/2011 7.00,"10,9","13,6",,"31,3",,"1,8"
23/01/2011 8.00,"21,7","26,4",,"25,9",2,"1,4"
23/01/2011 9.00,"23,3","31,7",,32,,"2,1"
23/01/2011 10.00,"11,8","17,3",,46,"4,9","1,8"
23/01/2011 11.00,"8,7","13,8",,"54,9",,"2,2"
23/01/2011 12.00,"6,3","10,1",,"66,2","5,9","2,2"
23/01/2011 13.00,8,"12,3",,"68,5",,2
23/01/2011 14.00,8,"11,8",,"68,6","8,8","2,1"
23/01/2011 15.00,"7,6","11,3",,"68,6",,"2,3"
23/01/2011 16.00,"9,9","13,7",,64,"5,4","2,3"
23/01/2011 17.00,"16,2","21,4",,"58,3",,"2,3"
23/01/2011 18.00,"26,6","34,6",,"49,9",22,"2,3"
23/01/2011 19.00,"43,5","55,7",,"35,7",,"2,7"
23/01/2011 20.00,"59,3","77,2",,"20,5","26,9","3,7"
23/01/2011 21.00,"67,2","125,1",,"9,8",,"4,4"
23/01/2011 22.00,"81,8","198,7",,"6,1","41,5","4,4"
23/01/2011 23.00,"66,4","130,2",,"6,8",,"5,3"
24/01/2011 0.00,"57,1","104,3",,7,"54,7","5,5"
24/01/2011 1.00,"40,6","58,7",,"6,5",,"5,8"
24/01/2011 2.00,,,,,"52,3","4,5"
24/01/2011 3.00,"35,9","52,1",,"4,9",,"3,8"
24/01/2011 4.00,26,"31,7",,"8,3","48,8","3,9"
24/01/2011 5.00,"19,4","21,8",,"12,1",,"3,3"
24/01/2011 6.00,"21,7","27,1",,"9,2","37,1","2,8"
24/01/2011 7.00,33,"60,4",,"4,8",,"3,1"
24/01/2011 8.00,"59,1","209,4",,"3,5","36,1","3,5"
24/01/2011 9.00,"82,6","333,9",,"4,6",,"6,3"
24/01/2011 10.00,"65,3","180,3",,"6,8",44,"4,8"
24/01/2011 11.00,"42,8","87,7",,"22,8",,"4,5"
24/01/2011 12.00,"27,4","43,8",,"44,1","45,4","3,7"
24/01/2011 13.00,"19,3","29,1",,"57,5",,"2,3"
24/01/2011 14.00,"20,9","31,6",,"63,3","39,6","1,9"
24/01/2011 15.00,"20,7","30,7",,63,,"1,9"
24/01/2011 16.00,"19,9","27,4",,"60,3","19,5","1,9"
24/01/2011 17.00,"24,3","31,3",,"58,2",,"1,8"
24/01/2011 18.00,"34,4","40,7",,"45,1","28,8",2
24/01/2011 19.00,40,"47,9",,40,,3
24/01/2011 20.00,"31,2","38,9",,"51,2","34,7","2,9"
24/01/2011 21.00,"33,3","41,3",,"44,5",,"2,4"
24/01/2011 22.00,"30,3","36,5",,"49,9","23,4","2,7"
24/01/2011 23.00,24,"28,8",,"43,2",,"2,3"
25/01/2011 0.00,,,,,,
25/01/2011 1.00,,,,,,
25/01/2011 2.00,,,,,,
25/01/2011 3.00,,,,,,
25/01/2011 4.00,,,,,,
25/01/2011 5.00,,,,,,
25/01/2011 6.00,,,,,,
25/01/2011 7.00,,,,,,
25/01/2011 8.00,,,,,,
25/01/2011 9.00,,,,,,
25/01/2011 10.00,,,,,,
25/01/2011 11.00,,,,,,
25/01/2011 12.00,,,,,,
25/01/2011 13.00,,,,,,
25/01/2011 14.00,,,,,,
25/01/2011 15.00,,,,,,
25/01/2011 16.00,,,,,,
25/01/2011 17.00,,,,,,
25/01/2011 18.00,,,,,,
25/01/2011 19.00,,,,,,
25/01/2011 20.00,,,,,,
25/01/2011 21.00,,,,,,
25/01/2011 22.00,,,,,,
25/01/2011 23.00,,,,,,
26/01/2011 0.00,,,,,,
26/01/2011 1.00,,,,,,
26/01/2011 2.00,,,,,,
26/01/2011 3.00,,,,,,
26/01/2011 4.00,,,,,,
26/01/2011 5.00,,,,,,
26/01/2011 6.00,,,,,,
26/01/2011 7.00,,,,,,
26/01/2011 8.00,,,,,,
26/01/2011 9.00,,,,,,
26/01/2011 10.00,,,,,,
26/01/2011 11.00,,,,,,
26/01/2011 12.00,,,,,,
26/01/2011 13.00,,,,,,
26/01/2011 14.00,,,,,,
26/01/2011 15.00,,,,,,
26/01/2011 16.00,,,,,,
26/01/2011 17.00,,,,,,
26/01/2011 18.00,,,,,"28,3",
26/01/2011 19.00,"49,7",60,,"46,1",,
26/01/2011 20.00,"44,3","52,7",,"49,5","41,5",
26/01/2011 21.00,"45,4",52,,"47,5",,
26/01/2011 22.00,"36,5","41,4",,"54,3","50,8",
26/01/2011 23.00,"22,1",25,,"62,8",,
27/01/2011 0.00,"13,5","15,6",,"71,9",44,
27/01/2011 1.00,"8,3","10,1",,"75,1",,
27/01/2011 2.00,"5,1","6,8",,"78,6","30,8",
27/01/2011 3.00,"2,1","3,4",,84,,
27/01/2011 4.00,"2,7","3,8",,"80,3","15,6",
27/01/2011 5.00,3,"4,7",,"77,9",,
27/01/2011 6.00,"2,4","3,9",,"76,8","12,2",
27/01/2011 7.00,"6,3","7,8",,"68,6",,
27/01/2011 8.00,"19,2","24,5",,61,"5,9",
27/01/2011 9.00,"35,9","48,7",,51,,
27/01/2011 10.00,"49,2","65,8",,"38,6","6,8",
27/01/2011 11.00,28,"38,6",,"58,3",,
27/01/2011 12.00,"14,2","19,5",,"71,8","9,8",
27/01/2011 13.00,"9,2","14,9",,"80,2",,
27/01/2011 14.00,"9,1","14,4",,"81,3","6,8",
27/01/2011 15.00,"10,8","15,7",,"79,7",,
27/01/2011 16.00,"9,2","13,3",,"78,2","9,8",
27/01/2011 17.00,15,"20,8",,"69,5",,
27/01/2011 18.00,13,"17,7",,"69,3","16,6",
27/01/2011 19.00,"12,2","16,4",,"74,6",,
27/01/2011 20.00,,,,,"10,3",
27/01/2011 21.00,"11,7","15,3",,78,,
27/01/2011 22.00,8,"12,4",,"78,1","17,1",
27/01/2011 23.00,5,"7,1",,"81,1",,
28/01/2011 0.00,"3,1","5,3",,"81,1","9,8",
28/01/2011 1.00,"2,4","4,3",,"78,3",,
28/01/2011 2.00,,,,,"9,3",
28/01/2011 3.00,"4,1","5,5",,"82,3",,
28/01/2011 4.00,"5,4","6,9",,"80,6","5,9",
28/01/2011 5.00,"3,6",5,,"81,1",,
28/01/2011 6.00,"3,7","5,5",,"81,1","8,3",
28/01/2011 7.00,"5,5","7,4",,"78,8",,
28/01/2011 8.00,"10,7","13,5",,"74,2","11,2",
28/01/2011 9.00,"21,8","30,6",,"67,2",,
28/01/2011 10.00,"26,5","35,9",,"62,1","8,8",
28/01/2011 11.00,"22,3",29,,"64,7",,
28/01/2011 12.00,"20,4","27,9",,"66,5","14,2",
28/01/2011 13.00,20,"29,3",,"66,5",,
28/01/2011 14.00,"27,5",40,,60,"7,8",
28/01/2011 15.00,"33,6","47,8",,"54,5",,
28/01/2011 16.00,"22,2","30,8",,"61,9","14,2",
28/01/2011 17.00,"27,1","37,8",,"57,4",,
28/01/2011 18.00,"33,2","42,6",,"52,3","13,7",
28/01/2011 19.00,40,"52,7",,"45,7",,
28/01/2011 20.00,"44,3","62,1",,"42,2","10,3",
28/01/2011 21.00,"43,1","54,1",,"39,6",,
28/01/2011 22.00,"51,1",65,,32,"24,4",
28/01/2011 23.00,"35,7","43,6",,"39,9",,
29/01/2011 0.00,"20,6","24,9",,49,"25,9",
29/01/2011 1.00,11,"13,6",,"57,4",,
29/01/2011 2.00,"8,8","11,1",,"58,7","12,2",
29/01/2011 3.00,"8,5","10,4",,"57,2",,
29/01/2011 4.00,"4,8","6,4",,"65,1","9,3",
29/01/2011 5.00,"5,6","7,3",,"63,1",,
29/01/2011 6.00,"6,3",8,,"62,4","12,2",
29/01/2011 7.00,"9,1","10,9",,"61,9",,
29/01/2011 8.00,16,"18,8",,"60,3","5,9",
29/01/2011 9.00,"30,2","40,5",,"51,1",,
29/01/2011 10.00,27,"36,1",,"57,5","10,3",
29/01/2011 11.00,"17,1","25,3",,"62,6",,
29/01/2011 12.00,12,"18,8",,"67,8","4,4",
29/01/2011 13.00,"18,2","26,3",,"63,2",,
29/01/2011 14.00,"23,6","34,2",,"56,6","6,8",
29/01/2011 15.00,"21,3","28,9",,"54,5",,
29/01/2011 16.00,28,"36,1",,46,"8,8",
29/01/2011 17.00,"31,3","41,3",,"42,6",,
29/01/2011 18.00,"44,6","61,2",,"31,8","24,4",
29/01/2011 19.00,"48,3","63,1",,"30,6",,
29/01/2011 20.00,56,"74,1",,"28,3","29,3",
29/01/2011 21.00,"55,1","74,9",,"28,7",,
29/01/2011 22.00,"53,6","70,3",,"28,5","32,2",
29/01/2011 23.00,"34,2","41,7",,"28,9",,
30/01/2011 0.00,"28,2","34,7",,"31,7","31,3",
30/01/2011 1.00,"24,2","32,4",,"37,3",,
30/01/2011 2.00,,,,,"18,1",
30/01/2011 3.00,"11,5","15,2",,"52,7",,
30/01/2011 4.00,10,"12,7",,"53,6",20,
30/01/2011 5.00,"7,8","9,7",,"56,9",,
30/01/2011 6.00,"5,2","6,8",,"61,2","10,7",
30/01/2011 7.00,"5,1","6,5",,"60,8",,
30/01/2011 8.00,"6,8","8,9",,"62,7","15,1",
30/01/2011 9.00,"7,3","9,1",,"59,8",,
30/01/2011 10.00,"7,9","11,8",,"62,7","12,2",
30/01/2011 11.00,"10,2","16,1",,"57,7",,
30/01/2011 12.00,"9,8","16,1",,"62,9","10,7",
30/01/2011 13.00,"10,5","17,9",,"67,4",,
30/01/2011 14.00,"11,5","16,8",,"75,3","4,9",
30/01/2011 15.00,"11,7","14,6",,72,,
30/01/2011 16.00,"24,8","28,4",,"51,6","22,5",
30/01/2011 17.00,"23,2","27,6",,53,,
30/01/2011 18.00,"32,9","42,6",,"44,9","28,3",
30/01/2011 19.00,"67,1","88,5",,"17,9",,
30/01/2011 20.00,"80,2","135,8",,"10,4","52,7",
30/01/2011 21.00,"90,3","172,8",,"5,6",,
30/01/2011 22.00,"94,8","191,3",,"3,8","65,9",
30/01/2011 23.00,"86,3","149,1",,"5,3",,
31/01/2011 0.00,"85,2","167,1",,"4,3","61,5",
31/01/2011 1.00,"58,4","73,9",,"4,3",,
31/01/2011 2.00,"56,4","82,2",,"3,7","52,3",
31/01/2011 3.00,"50,1","66,2",,"4,3",,
31/01/2011 4.00,"31,2","35,6",,"13,9","43,5",
31/01/2011 5.00,"17,7","19,7",,"26,7",,
31/01/2011 6.00,"22,7","25,2",,"24,2","34,2",
31/01/2011 7.00,"41,1","66,5",,"8,6",,
31/01/2011 8.00,77,"151,2",,"3,5","26,9",
31/01/2011 9.00,"86,7","306,6",,"4,1",,
31/01/2011 10.00,"93,2","263,8",,6,"28,3",
31/01/2011 11.00,"37,2","60,7",,"32,4",,
31/01/2011 12.00,"19,7","29,4",,"52,8","30,8",
31/01/2011 13.00,"25,8","42,1",,52,,
31/01/2011 14.00,"30,6","48,5",,"56,2","25,4",
31/01/2011 15.00,"25,1","40,6",,"58,6",,
31/01/2011 16.00,25,"39,1",,"53,6","29,3","0,1"
31/01/2011 17.00,"29,6","38,8",,"57,9",,"1,8"
31/01/2011 18.00,"42,1","55,7",,"40,8","32,7","1,8"
31/01/2011 19.00,"80,3","132,6",,"9,3",,"2,1"
31/01/2011 20.00,"84,9","132,2",,"7,4","41,5","4,2"
31/01/2011 21.00,"78,6","129,4",,"8,2",,"3,7"
31/01/2011 22.00,"82,1","175,9",,"6,6","47,4","4,3"
31/01/2011 23.00,"65,5","124,7",,"8,7",,"5,1"
01/02/2011 0.00,44,"53,2",,"12,5","56,7","4,9"
01/02/2011 1.00,"28,6","33,2",,"22,4",,"2,8"
01/02/2011 2.00,,,,,"44,4","2,6"
01/02/2011 3.00,"19,6","21,5",,"44,9",,2
01/02/2011 4.00,"14,6","17,1",,"55,1","30,8","1,5"
01/02/2011 5.00,"12,3","14,1",,"40,5",,"1,4"
01/02/2011 6.00,"24,7","27,7",,"16,7","23,9","1,3"
01/02/2011 7.00,"40,2","55,6",,"9,7",,"1,7"
01/02/2011 8.00,"54,7","148,7",,"3,1","26,9","1,9"
01/02/2011 9.00,"94,6","345,6",,"4,1",,3
01/02/2011 10.00,"51,9","106,2",,"25,5","30,8","5,2"
01/02/2011 11.00,"20,1",34,,"57,2",,"2,3"
01/02/2011 12.00,"15,9","26,2",,"66,4","27,8","1,3"
01/02/2011 13.00,"15,1","25,6",,"66,9",,"1,2"
01/02/2011 14.00,"16,7","28,1",,"65,2","17,6","1,5"
01/02/2011 15.00,"16,1","25,7",,"65,4",,"1,5"
01/02/2011 16.00,"18,5","26,1",,"63,6","15,6","1,2"
01/02/2011 17.00,31,"45,2",,"53,1",,"1,4"
01/02/2011 18.00,"43,3","58,9",,"38,6","31,3","1,9"
01/02/2011 19.00,"47,8","64,8",,"37,7",,"2,5"
01/02/2011 20.00,"78,7","103,8",,"18,1","45,4","2,4"
01/02/2011 21.00,"98,2","155,7",,"8,9",,"3,6"
01/02/2011 22.00,"108,9","237,7",,"8,7","75,2",6
01/02/2011 23.00,"96,1","248,5",,"6,4",,7
02/02/2011 0.00,"90,6","255,5",,"4,5","92,3","7,4"
02/02/2011 1.00,"97,1","193,1",,"6,1",,"6,7"
02/02/2011 2.00,"65,1","77,9",,"10,7","89,9","5,5"
02/02/2011 3.00,"32,5","35,5",,"26,1",,"3,6"
02/02/2011 4.00,"18,9","20,7",,"43,7","67,4","2,2"
02/02/2011 5.00,"8,5","10,3",,"55,9",,"1,6"
02/02/2011 6.00,"14,5",17,,"52,2","35,7","1,7"
02/02/2011 7.00,"31,6","36,6",,"40,4",,"1,5"
02/02/2011 8.00,"65,1","103,2",,"12,8",42,"1,7"
02/02/2011 9.00,"97,2","202,9",,"8,1",,"3,1"
02/02/2011 10.00,"58,8","90,6",,"25,9","37,6","3,6"
02/02/2011 11.00,"31,3",47,,"47,4",,"2,3"
02/02/2011 12.00,"23,9",37,,"56,6","35,7","1,6"
02/02/2011 13.00,"27,2","41,9",,"53,6",,"1,9"
02/02/2011 14.00,"30,8","43,1",,"57,8","27,4","1,8"
02/02/2011 15.00,"26,1","39,2",,"71,4",,"1,8"
02/02/2011 16.00,"24,7","34,3",,"71,9",23,"1,7"
02/02/2011 17.00,"34,9","45,6",,"60,4",,"1,5"
02/02/2011 18.00,"58,9","74,8",,"42,3","29,8","2,2"
02/02/2011 19.00,"76,2","104,6",,"31,9",,"2,8"
02/02/2011 20.00,"73,5","93,1",,"42,3","37,1","3,3"
02/02/2011 21.00,57,"70,1",,"51,7",,"3,3"
02/02/2011 22.00,"58,5","67,7",,"49,6","44,9","2,5"
02/02/2011 23.00,"37,6","41,8",,"60,9",,"2,5"
03/02/2011 0.00,"32,5","35,8",,"61,3",44,"2,2"
03/02/2011 1.00,"23,3","26,2",,"62,9",,2
03/02/2011 2.00,,,,,"46,4","1,8"
03/02/2011 3.00,"16,3","18,2",,,,"1,5"
03/02/2011 4.00,"15,8","17,5",,,"34,2","1,7"
03/02/2011 5.00,"22,7",30,,,,"1,8"
03/02/2011 6.00,"16,9","18,7",,,"31,7","1,7"
03/02/2011 7.00,"28,5","31,8",,,,"1,4"
03/02/2011 8.00,"25,3",33,,,"37,6","1,5"
03/02/2011 9.00,"46,7","62,6",,,,"1,3"
03/02/2011 10.00,"70,6","104,9",,,"26,4","1,5"
03/02/2011 11.00,"39,4","52,2",,,,"2,5"
03/02/2011 12.00,"23,1","33,1",,,"25,9","1,6"
03/02/2011 13.00,"18,6","29,4",,,,"1,4"
03/02/2011 14.00,"18,5","28,3",,,"12,7","1,4"
03/02/2011 15.00,"17,7","25,1",,,,"1,3"
03/02/2011 16.00,"32,4",45,,,"12,7","1,1"
03/02/2011 17.00,"29,3","40,6",,,,"1,3"
03/02/2011 18.00,"54,8","71,4",,,22,"1,8"
03/02/2011 19.00,"46,9","56,7",,"56,3",,"2,6"
03/02/2011 20.00,"31,3","42,3",,"73,8",42,"2,4"
03/02/2011 21.00,"25,7",34,,"78,3",,2
03/02/2011 22.00,22,"28,5",,"80,1","40,5","2,2"
03/02/2011 23.00,"16,6","20,9",,82,,"2,2"
04/02/2011 0.00,"19,1","23,1",,"72,8","55,7",2
04/02/2011 1.00,"10,9","13,7",,77,,"1,8"
04/02/2011 2.00,"7,8","9,9",,"80,6","35,2",1
04/02/2011 3.00,3,"4,4",,"87,9",,"0,9"
04/02/2011 4.00,"2,3","4,2",,"90,5","29,8","0,9"
04/02/2011 5.00,"4,1","5,8",,"86,2",,1
04/02/2011 6.00,"4,2","5,8",,"85,4","36,6","1,1"
04/02/2011 7.00,"8,2","9,8",,"80,5",,"1,2"
04/02/2011 8.00,"16,8","20,4",,"73,1","32,2","1,2"
04/02/2011 9.00,"25,9","36,7",,"69,7",,"1,3"
04/02/2011 10.00,"24,3","33,6",,"72,7",41,"1,6"
04/02/2011 11.00,"19,9",30,,"77,7",,"1,5"
04/02/2011 12.00,"12,7","19,4",,"85,3","40,5","1,3"
04/02/2011 13.00,"10,3","18,2",,"89,3",,"1,3"
04/02/2011 14.00,"12,4","20,1",,"89,8","33,7","1,2"
04/02/2011 15.00,"12,8","20,6",,89,,"1,3"
04/02/2011 16.00,"14,4","21,9",,"89,3","37,1","1,1"
04/02/2011 17.00,,,,,,
04/02/2011 18.00,"30,1","41,9",,72,"28,3",
04/02/2011 19.00,"27,9","36,5",,"74,8",,"0,9"
04/02/2011 20.00,33,43,,"68,9","34,7","1,6"
04/02/2011 21.00,"30,8","37,4",,"69,5",,"1,7"
04/02/2011 22.00,"58,9",69,,"46,7","37,1","1,7"
04/02/2011 23.00,"39,9","46,8",,"53,4",,"2,3"
05/02/2011 0.00,"31,7","39,7",,"50,9","28,8","1,9"
05/02/2011 1.00,"18,7","21,5",,"65,3",,"1,6"
05/02/2011 2.00,,,,,"30,3","1,2"
05/02/2011 3.00,"14,9","16,6",,"75,7",,"1,1"
05/02/2011 4.00,"18,1","20,4",,"46,4","28,8",1
05/02/2011 5.00,"18,5","20,5",,"39,4",,"1,1"
05/02/2011 6.00,"22,9","24,8",,"35,4","27,8",1
05/02/2011 7.00,"26,8","31,3",,"32,9",,1
05/02/2011 8.00,"40,1","49,8",,20,"30,3","1,3"
05/02/2011 9.00,"49,4","76,1",,"17,9",,"1,5"
05/02/2011 10.00,"42,3","64,9",,"39,4","31,3","1,8"
05/02/2011 11.00,"23,9","36,1",,"63,6",,"1,7"
05/02/2011 12.00,"14,4","22,7",,"82,4",19,"1,3"
05/02/2011 13.00,"17,2","25,6",,"83,5",,"1,2"
05/02/2011 14.00,"20,7","30,8",,"80,1","15,1","1,4"
05/02/2011 15.00,"16,5","23,3",,"85,7",,"1,3"
05/02/2011 16.00,"14,8","21,5",,"85,4",22,"1,1"
05/02/2011 17.00,"21,3","27,6",,"81,7",,"1,1"
