NetC,Provincia di TARANTO,,,,,,
Stat,Massafra (TA) Via Frappietro,,,,,,
Parm,CO,SO2,NOX,NO,NO2,O3,BENZENE
PtId,1,2,3,4,5,6,7
Unit,mg/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Arch,2,2,2,2,2,2,2
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver
13/01/2013 18.00,,"3,251717",,,,"55,08111","2,153091"
13/01/2013 19.00,,"3,25804",,,,"37,835994","2,882585"
13/01/2013 20.00,,"3,314042",,,,"21,112068","3,492225"
13/01/2013 21.00,,"3,227329",,,,"22,860565","3,258976"
13/01/2013 22.00,,"2,909384",,,,"42,778265","1,924571"
13/01/2013 23.00,,"1,753217",,,,"56,373472","1,495854"
14/01/2013 0.00,,"1,699926",,,,"58,423537","1,333338"
14/01/2013 1.00,,"1,674634",,,,"69,408662","0,831855"
14/01/2013 2.00,,"1,832704",,,,"76,105342","0,664152"
14/01/2013 3.00,,"1,696312",,,,"89,094904","0,437056"
14/01/2013 4.00,,"2,018774",,,,,"0,341254"
14/01/2013 5.00,,"1,9149",,,,"91,294469","0,330779"
14/01/2013 6.00,,"1,906771",,,,"90,665187","0,360476"
14/01/2013 7.00,,"2,243685",,,,"85,264287","0,655609"
14/01/2013 8.00,,"1,927545",,,,"78,42738","0,929436"
14/01/2013 9.00,,"1,894125",,,,"70,247441","1,168024"
14/01/2013 10.00,,"1,900447",,,,"74,561253","0,977388"
14/01/2013 11.00,,"1,707151",,,,"76,893428","1,071613"
14/01/2013 12.00,,"1,98716",,,,"80,583856","0,893892"
14/01/2013 13.00,,"1,836317",,,,"82,361079","0,972811"
14/01/2013 14.00,,"1,832704",,,,"84,150973","1,077155"
14/01/2013 15.00,,"1,494886",,,,"84,224451","1,147125"
14/01/2013 16.00,,"1,761347",,,,"76,478681","1,269267"
14/01/2013 17.00,,"1,524694",,,,"75,842641","1,207993"
14/01/2013 18.00,,"1,630375",,,,"64,601573","1,451259"
14/01/2013 19.00,,"1,888705",,,,"58,47421","1,643014"
14/01/2013 20.00,,"2,022388",,,,"52,280132","1,755698"
14/01/2013 21.00,,"1,949224",,,,"52,503133","1,720967"
14/01/2013 22.00,,"1,60418",,,,"44,878143","1,879772"
14/01/2013 23.00,,"2,116326",,,,"51,895795","1,953606"
15/01/2013 0.00,,"2,436078",,,,"57,550123","1,196551"
15/01/2013 1.00,,"2,330398",,,,"55,308324","1,054222"
15/01/2013 2.00,,"2,396335",,,,"54,75844","1,253859"
15/01/2013 3.00,,"2,329494",,,,"63,671561","0,48577"
15/01/2013 4.00,,"2,535436",,,,"58,157442","0,475702"
15/01/2013 5.00,,"2,376464",,,,"55,242449","0,475753"
15/01/2013 6.00,,"2,502919",,,,"33,240071","0,665525"
15/01/2013 7.00,,"2,467693",,,,"32,404667","0,884281"
15/01/2013 8.00,,"2,43284",,,,"16,870063","2,58557"
15/01/2013 9.00,,,,,,"18,52227","3,4608"
15/01/2013 10.00,,,"30,178681","15,267819","34,317016","32,228964","1,412766"
15/01/2013 11.00,,,"67,185649","47,577727","55,550865","12,988725","1,831007"
15/01/2013 12.00,,,"45,122014","21,774802","52,925268","14,649387","3,022168"
15/01/2013 13.00,,,"47,116954","21,031266","57,883121","15,001618","2,630623"
15/01/2013 14.00,,,"30,559896","12,972092","38,568843","38,526105","2,681981"
15/01/2013 15.00,,,"20,599466","5,365883","31,181374","51,268187","2,583994"
15/01/2013 16.00,,,"14,240258","3,696947","21,57451","64,251011","1,811429"
15/01/2013 17.00,,,"23,245597","7,121098","33,55128","59,66185","2,016762"
15/01/2013 18.00,,,"45,362484","18,863269","57,852644","33,787421","2,983573"
15/01/2013 19.00,,,"19,976442","6,747216","27,869846","51,084908","2,926112"
15/01/2013 20.00,,,"34,230954","16,713865","39,851797","49,389618","1,091902"
15/01/2013 21.00,,,"22,789758","7,069922","32,757627","45,253184","2,068985"
15/01/2013 22.00,,,"22,109755","6,252794","32,710265","42,398997","2,228501"
15/01/2013 23.00,,,"19,275406","4,684521","29,693359","36,924578","2,20211"
16/01/2013 0.00,,,"18,744631","4,652801","28,726442","31,651213","1,453954"
16/01/2013 1.00,,,"14,673028","4,355894","21,391513","29,022542","1,533585"
16/01/2013 2.00,,,"4,545407","1,28321","6,728169","48,120897","0,73346"
16/01/2013 3.00,,,"7,089099","2,797771","9,271349","45,353712","0,550655"
16/01/2013 4.00,,,"7,066375","0,828545","12,249318",,"0,966811"
16/01/2013 5.00,,,"6,897134","1,003645","11,656838","48,864212","1,379967"
16/01/2013 6.00,,,"8,633967","1,612683","14,045571","55,885236","0,813905"
16/01/2013 7.00,,,"13,479865","3,688913","20,131926","61,981339","0,82616"
16/01/2013 8.00,,,"24,45945","7,918346","34,650583","50,636371","1,086715"
16/01/2013 9.00,,,"16,361697","4,069138","25,062553","48,836344","1,137667"
16/01/2013 10.00,,,"19,125831","5,804474","27,68878","52,467642","1,121497"
16/01/2013 11.00,,,"23,213706","8,514273","31,352688","49,442821","1,529059"
16/01/2013 12.00,,,"25,03567","9,776337","32,902344","48,419907","1,576045"
16/01/2013 13.00,,,"26,038571","12,507273","30,63106","58,229261","1,873721"
16/01/2013 14.00,,,"22,946791","10,641678","27,577826","58,947241","1,837668"
16/01/2013 15.00,,,"19,672893","7,120253","26,716681","58,561211","1,730985"
16/01/2013 16.00,,,"14,063553","5,285102","18,799676","67,784338","2,015999"
16/01/2013 17.00,,,"20,616102","6,281131","29,808863","60,731211","1,77853"
16/01/2013 18.00,,,"23,907647","6,107303","36,373504","47,016046","2,518244"
16/01/2013 19.00,,,"22,450608","6,075582","33,634337","43,753882","2,403883"
16/01/2013 20.00,,,"21,325281","5,826045","31,864035","48,957142","1,957166"
16/01/2013 21.00,,,"41,390593","19,962075","48,566997","36,139025","2,417612"
16/01/2013 22.00,,,"63,661129","40,665993","59,412034","10,772272","3,244128"
16/01/2013 23.00,,,"43,869846","26,247018","43,667555","13,340122","2,730085"
17/01/2013 0.00,,,"24,477079","9,284454","32,588259","29,532743","1,479684"
17/01/2013 1.00,,,"17,254366","5,958004","23,872391","34,42093","2,319624"
17/01/2013 2.00,,,"9,506963","2,088917","14,985225","50,116894","0,767886"
17/01/2013 3.00,,,"5,348875","1,087388","8,565957","55,449389","0,716985"
17/01/2013 4.00,,,"7,301073","0,971079","12,479686","56,154702","0,736766"
17/01/2013 5.00,,,"8,625827","1,010412","14,954081","56,849878","1,216434"
17/01/2013 6.00,,,"10,698764","1,773824","17,749046","56,08713","1,09419"
17/01/2013 7.00,,,"11,437446","2,355795","18,269488","61,165383","0,738088"
17/01/2013 8.00,,,"31,550906","13,154802","40,184693","38,968714","1,202653"
17/01/2013 9.00,,,"48,272127","23,376923","56,494418","23,75255","2,265978"
17/01/2013 10.00,,,"39,79654","16,393698","50,992083","34,219059","1,816718"
17/01/2013 11.00,,,"41,970216","19,34077","50,629338","25,061828","3,297724"
17/01/2013 12.00,,,"33,879587","14,188889","43,053648","33,716458","1,939012"
17/01/2013 13.00,,,"40,615619","18,447096","49,408679","28,724369","2,180906"
17/01/2013 14.00,,,"46,704864","21,427998","56,485983","23,152832","3,111867"
17/01/2013 15.00,,,"17,94998","4,96028","26,734195","43,617882","2,791004"
17/01/2013 16.00,,,"38,265239","17,140613","46,916119","27,503809","2,887314"
17/01/2013 17.00,,,"51,153628","25,154547","59,280295","23,765218","2,862397"
17/01/2013 18.00,,,"57,789605","29,872058","64,739152","15,691725","3,6014"
17/01/2013 19.00,,,"53,482634","25,894691","62,600902","17,451201","3,058933"
17/01/2013 20.00,,,"51,83363","21,390352","66,356953","13,610419","3,007879"
17/01/2013 21.00,,,"53,27201","25,933184","62,138853","12,563004","3,341963"
17/01/2013 22.00,,,"18,603193","7,865477","23,526509","46,680705","1,799225"
17/01/2013 23.00,,,"8,108951","3,154734","10,674991","68,890879","1,554434"
18/01/2013 0.00,,,"6,422991","1,481993","10,015681","74,918558","0,77053"
18/01/2013 1.00,,,"3,419061","1,089503","4,870265","78,02952","0,908995"
18/01/2013 2.00,,,"2,569128","0,665713","3,894266","81,173458","0,66227"
18/01/2013 3.00,,,"2,785512","0,662752","4,31283","75,132255","0,653473"
18/01/2013 4.00,,,"2,947291","0,554901","4,787851",,"0,650066"
18/01/2013 5.00,,,"3,237272","0,438592","5,521148","72,413217","0,61137"
18/01/2013 6.00,,,"16,891123","5,502916","23,87564","42,453061","0,783649"
18/01/2013 7.00,,,"18,076825","2,819341","30,261835","38,365626","1,232197"
18/01/2013 8.00,,,"23,315807","7,58845","32,97112","34,96914","1,389985"
18/01/2013 9.00,,,"27,998906","10,96523","36,74793","31,558306","1,889586"
18/01/2013 10.00,,,"19,13195","7,870554","24,530423","46,118995","1,701543"
18/01/2013 11.00,,,"10,379951","3,753201","14,102024","65,082187","1,260978"
18/01/2013 12.00,,,"21,675291","10,506326","25,352622","59,440527","1,407375"
18/01/2013 13.00,,,"16,081892","8,241475","18,126074","67,881469","1,484922"
18/01/2013 14.00,,,"14,694397","6,248565","18,528415","68,959311","1,631522"
18/01/2013 15.00,,,"10,101167","3,170807","14,46219","68,615515","1,650337"
18/01/2013 16.00,,,"10,061479","3,512546","13,861919","61,304755","1,632285"
18/01/2013 17.00,,,"15,351001","6,058664","20,076114","48,499328","2,174702"
18/01/2013 18.00,,,"18,921664","7,135901","25,255282","38,361395","2,762782"
18/01/2013 19.00,,,"16,925724","6,198235","22,874975","33,118416","2,921383"
18/01/2013 20.00,,,"13,252632","4,575401","18,33698","46,454332","2,33732"
18/01/2013 21.00,,,"11,052845","3,529463","15,732805","52,675442","2,14648"
18/01/2013 22.00,,,"9,829354","2,949525","14,347797","55,884897","1,767037"
18/01/2013 23.00,,,"8,77811","2,308425","13,253867","55,266087","2,070663"
19/01/2013 0.00,,,"5,646994","1,357226","8,722349","54,360599","1,700221"
19/01/2013 1.00,,,"6,276136","1,477342","9,741827","48,303339","1,692339"
19/01/2013 2.00,,,"3,42313","0,402641","5,931925","51,12038","1,468955"
19/01/2013 3.00,,,"4,916446","0,885644","8,048105","46,162925","1,450039"
19/01/2013 4.00,,,"3,541836","0,509646","5,994871","47,516113","1,464124"
19/01/2013 5.00,,,"3,926443","0,788366","6,303116","49,463951","1,477345"
19/01/2013 6.00,,,"4,186917","1,001108","6,475083","52,514944","1,438496"
19/01/2013 7.00,,,"10,275493","3,728246","13,940435","48,628563","1,397561"
19/01/2013 8.00,,,"25,468776","11,779818","30,657026","28,984538","1,641896"
19/01/2013 9.00,,,"90,105674","76,191549","55,502183","10,214781","3,469292"
19/01/2013 10.00,,,"39,73652","25,737779","36,540289","19,068782","3,119647"
19/01/2013 11.00,,,"20,886076","10,528746","23,809446","45,624016","2,512346"
19/01/2013 12.00,,,"22,191818","11,539584","24,756251","53,896024","2,287741"
19/01/2013 13.00,,,"25,854733","13,041026","29,460381","53,237993","2,149328"
19/01/2013 14.00,,,"25,879493","11,633897","31,666773","57,97839","2,451224"
19/01/2013 15.00,,,"17,336443","6,569157","23,09172","69,618159","2,184109"
19/01/2013 16.00,,,"25,73875","9,73235","34,315083","59,624685","2,109716"
19/01/2013 17.00,,,"33,934863","12,65488","45,513113","46,886808","2,560603"
19/01/2013 18.00,,,"47,624344","19,677423","60,931195","28,749706","3,071289"
19/01/2013 19.00,,,"46,116102","20,184116","57,275738","20,857826","3,246162"
19/01/2013 20.00,,,"51,104774","23,255526","62,100576","22,517625","3,331183"
19/01/2013 21.00,,,"43,454711","18,528723","54,715682","25,348151","3,182752"
19/01/2013 22.00,,,"24,331919","7,726329","34,701194","44,306296","2,09263"
19/01/2013 23.00,,,"22,094823","6,262945","32,666138","49,37695","2,059476"
20/01/2013 0.00,,,"15,726113","3,920685","24,07422","56,004337","1,480599"
20/01/2013 1.00,,,"16,493973","3,809028","25,714736","50,409998","1,237333"
20/01/2013 2.00,,,"11,095242","2,110488","17,991097","54,509244","1,114479"
20/01/2013 3.00,,,"11,827146","2,769433","18,380464","49,800967","1,038916"
20/01/2013 4.00,,,"6,526772","0,988841","10,970909",,"1,025797"
20/01/2013 5.00,,,"4,949346","0,645834","8,478998","54,679879","1,002762"
20/01/2013 6.00,,,"3,600172","0,860267","5,56852","63,393659","0,680475"
20/01/2013 7.00,,,"7,203733","1,516252","11,45696","56,659837","0,551926"
20/01/2013 8.00,,,"36,908271","25,674345","31,226132","46,423929","0,955217"
20/01/2013 9.00,,,"14,040833","5,41875","18,551127","47,812588","0,949929"
20/01/2013 10.00,,,"19,33747","9,738272","22,057979","42,223298","1,722442"
20/01/2013 11.00,,,"19,747174","10,835386","21,160485","48,729072","1,481718"
20/01/2013 12.00,,,"25,578659","13,641606","28,012596","43,866199","1,777868"
20/01/2013 13.00,,,"32,301136","18,225042","33,840716","39,525378","2,38995"
20/01/2013 14.00,,,"26,631425","12,384621","31,953591","41,392121","2,589943"
20/01/2013 15.00,,,"14,428833","4,906989","20,078714","59,478533","1,86528"
20/01/2013 16.00,,,"12,787303","4,090285","18,190972","65,199592","1,779241"
20/01/2013 17.00,,,"14,6035","4,303026","21,339602","61,522688","1,604724"
20/01/2013 18.00,,,"16,730029","4,850738","24,568051","59,937203","1,548433"
20/01/2013 19.00,,,"11,371656","4,151612","15,388214","74,951495","1,506075"
20/01/2013 20.00,,,"12,90872","4,185871","18,276632","72,511208","1,474396"
20/01/2013 21.00,,,"12,440341","4,45867","16,96189","75,564735","1,066833"
20/01/2013 22.00,,,"10,640425","3,24736","15,376537","76,020875","1,058748"
20/01/2013 23.00,,,"8,273104","2,55627","11,907318","77,999969","1,086309"
21/01/2013 0.00,,,"5,895939","1,550087","8,902753","81,072111","1,056358"
21/01/2013 1.00,,,"3,639175","0,794711","5,743732","84,085935","0,553502"
21/01/2013 2.00,,,"2,847239","0,548981","4,605499","83,886598","0,452311"
21/01/2013 3.00,,,"1,813144","0,304097","3,002628","86,103043","0,345322"
21/01/2013 4.00,,,"1,923371","0,466506","2,96434","87,404697","0,386968"
21/01/2013 5.00,,,"3,54828","0,510493","6,005904","85,245695","0,419106"
21/01/2013 6.00,,,"8,399948","1,313662","14,056597","72,207107","0,796514"
21/01/2013 7.00,,,"11,846136","3,37678","17,484925","66,17267","1,206111"
21/01/2013 8.00,,,"21,521662","13,068522","21,128057","68,737988","0,691967"
21/01/2013 9.00,,"1,299734","18,401059","6,060779","25,908746","58,115227","0,929182"
21/01/2013 10.00,,"1,299734","14,798174","5,752453","19,488193","62,078473","1,383171"
21/01/2013 11.00,,,,,,"71,127613","0,948454"
21/01/2013 12.00,,,"11,919054","5,787557","13,925512","79,218001","0,93864"
21/01/2013 13.00,,"0,272717","9,843067","4,270883","12,280462","79,473959","0,842788"
21/01/2013 14.00,,"1,268763","13,7461","6,136486","16,885957","76,7211","1,177686"
21/01/2013 15.00,,"1,49723","15,329972","5,703391","20,580997","71,729864","1,101411"
21/01/2013 16.00,,"2,0833","17,569439","6,83984","23,122235","65,863531","1,672456"
21/01/2013 17.00,,"2,486956","14,448163","3,999352","21,508316","63,636093","1,452174"
21/01/2013 18.00,,"2,672981","22,970882","5,858189","34,963366","43,255509","2,295572"
21/01/2013 19.00,,,"53,886563","29,373408","58,036292","24,961301","2,648624"
21/01/2013 20.00,,"1,052938","28,418113","10,623914","38,073713","38,847078","2,738069"
21/01/2013 21.00,,"0,747713","25,005498","7,228102","36,754432","45,958497","1,957928"
21/01/2013 22.00,,"0,633027","19,702414","4,523802","30,756968","51,472616","2,009541"
21/01/2013 23.00,,"0,689919","24,834222","6,36572","37,749895","40,080327","1,896247"
22/01/2013 0.00,,"0,707075","13,549733","2,338031","22,338316","54,42394","1,422274"
22/01/2013 1.00,,"0,681791","8,90326","1,761982","14,331746","60,977873","0,852805"
22/01/2013 2.00,,,"6,670916","1,454925","10,531576","50,191209","0,927707"
22/01/2013 3.00,,"0,419911","6,526095","1,374143","10,378431","55,598894","0,723087"
22/01/2013 4.00,,"0,596906","3,028009","0,732539","4,669744",,"0,592352"
22/01/2013 5.00,,"0,722427","5,339038","1,439276","8,007223","57,931929","0,555231"
22/01/2013 6.00,,"0,784737","10,760831","2,738982","16,386926","47,437547","0,826312"
22/01/2013 7.00,,"1,098992","29,94127","11,780235","39,213894","27,305305","1,559976"
22/01/2013 8.00,,"1,969517","55,406337","31,626001","57,501562","9,058411","1,786564"
22/01/2013 9.00,,"2,300028","59,476583","34,598027","60,71575","12,739551","2,370373"
22/01/2013 10.00,,"1,304884","28,996723","15,769425","31,285845","45,939901","2,489667"
22/01/2013 11.00,,"0,857882","17,800753","9,531029","19,435612","60,949144","1,415105"
22/01/2013 12.00,,"0,918386","10,209355","4,673524","12,363527","72,419975","1,085495"
22/01/2013 13.00,,"0,743197","6,808274","2,803268","8,725593","87,188465","0,865975"
22/01/2013 14.00,,"0,603226","4,874051","1,769173","6,611361","93,253305","0,726291"
22/01/2013 15.00,,"0,571621","7,159983","2,125713","10,438128","89,97847","0,84111"
22/01/2013 16.00,,"0,433457","10,964665","2,959757","16,438191","79,223069","1,247452"
22/01/2013 17.00,,"0,483123","15,152936","3,556954","23,53561","65,195383","1,794395"
22/01/2013 18.00,,"0,643864","15,01354","3,210564","23,800365","64,051666","1,903417"
22/01/2013 19.00,,"0,737779","24,839977","9,373694","33,145684","62,47125","1,771665"
22/01/2013 20.00,,"0,710688","26,014824","6,592842","39,660367","50,045095","2,862397"
22/01/2013 21.00,,"1,190199","46,980267","23,13837","54,388617","25,50358","3,162565"
22/01/2013 22.00,,"0,498474","28,313985","10,220847","38,492937","32,899665","2,837684"
22/01/2013 23.00,,"0,280844","12,036741","2,575725","19,078721","61,085144","1,521229"
23/01/2013 0.00,,"0,259171","9,289901","2,044932","14,637399","64,551733","1,210637"
23/01/2013 1.00,,"0,100237","5,630037","1,054821","9,153893","66,510546","0,953844"
23/01/2013 2.00,,"0,126424","5,934263","1,595766","8,905998","52,753166","0,741647"
23/01/2013 3.00,,"0,046958","5,126047","1,605917","7,344009","49,197019","0,615132"
23/01/2013 4.00,,"0,088497","4,829962","1,155057","7,469254","50,963272","0,553045"
23/01/2013 5.00,,"0,144485","6,247986","3,061264","7,257702","49,390455","0,595148"
23/01/2013 6.00,,"0,339541","22,843007","12,091102","25,155342","42,013824","0,593521"
23/01/2013 7.00,,"1,356358","54,361733","33,595227","52,467763","18,253654","1,801158"
23/01/2013 8.00,,"2,076075","73,643237","55,596323","55,603423","7,815877","3,667454"
23/01/2013 9.00,,"3,647355","96,322467","78,579056","63,733934","11,290063","3,034677"
23/01/2013 10.00,,"4,00586","35,375613","18,005533","40,060109","37,644255","2,823395"
23/01/2013 11.00,,"1,902693","25,798099","12,549147","30,106733","54,476307","2,094308"
23/01/2013 12.00,,"0,772094","16,533653","7,643433","19,9074","72,790788","1,216688"
23/01/2013 13.00,,"0,616772","17,810244","8,49524","21,043031","74,386391","1,268606"
23/01/2013 14.00,,"0,758549","17,384602","8,367088","20,425895","75,226859","1,164262"
23/01/2013 15.00,,"0,564396","19,363589","7,3571","25,761447","70,446779","1,179618"
23/01/2013 16.00,,"0,58336","21,787889","8,267275","29,003548","68,006499","1,329524"
23/01/2013 17.00,,"0,6845","27,416225","9,827512","37,3787","60,677984","1,729256"
23/01/2013 18.00,,"1,083641","27,248351","9,271765","37,910178","57,154816","1,985489"
23/01/2013 19.00,,"1,103508","34,423588","13,511345","45,134136","45,227849","2,181109"
23/01/2013 20.00,,"0,791058","22,294264","8,481283","29,644029","66,79352","2,155125"
23/01/2013 21.00,,"0,617675","18,449216","7,178617","24,285765","77,276905","1,347067"
23/01/2013 22.00,,"0,491251","11,782036","3,634775","16,966425","83,732002","1,136091"
23/01/2013 23.00,,"0,550851","7,9275","2,409086","11,471893","89,181905","0,904672"
24/01/2013 0.00,,"0,558978","6,167265","1,495527","9,505617","90,214123","0,71846"
24/01/2013 1.00,,"0,488541","5,24204","0,762989","8,859275","88,429313","0,749173"
24/01/2013 2.00,,,"1,652721","0,464816","2,449085","94,869174","0,399376"
24/01/2013 3.00,,"0,430747","2,211995","0,508801","3,451691","94,174854","0,332356"
24/01/2013 4.00,,"0,309741","1,969157","0,267301","3,357596",,"0,352645"
24/01/2013 5.00,,"0,358505","1,612361","0,325666","2,585362","90,964219","0,389867"
24/01/2013 6.00,,"0,323286","4,258479","0,508801","7,367372","85,2195","0,371917"
24/01/2013 7.00,,"0,574329","23,257127","7,271666","33,342315","51,949859","0,932284"
24/01/2013 8.00,,"0,670051","25,177445","9,133039","34,160632","52,634046","1,196144"
24/01/2013 9.00,,"0,522857",,,,"66,176049","1,18572"
24/01/2013 10.00,,"0,597809","19,591844","6,908356","26,886715","53,269253","1,252893"
24/01/2013 11.00,,"0,474093","14,542452","5,260993","19,752949","61,681489","1,262555"
24/01/2013 12.00,,"0,517438","16,542801","7,522048","20,11116","73,704734","1,306438"
24/01/2013 13.00,,"0,686306","20,982382","9,577554","25,451913","70,118203","1,336897"
24/01/2013 14.00,,"0,61587","19,412076","8,632274","23,897705","73,754574","1,864466"
24/01/2013 15.00,,"0,568912","21,183851","8,622123","27,30332","72,256947","1,181601"
24/01/2013 16.00,,"0,512923","22,642897","8,832749","29,772515","67,859505","1,636302"
24/01/2013 17.00,,"0,614967","24,474708","8,668224","33,529213","64,920848","1,510753"
24/01/2013 18.00,,"0,998756","39,635109","13,770596","54,707881","40,406372","2,578451"
24/01/2013 19.00,,"0,882265","38,260841","14,610999","50,788972","40,866735","2,544076"
24/01/2013 20.00,,"0,626706","29,54038","7,316498","45,295717","45,237982","2,534567"
24/01/2013 21.00,,"0,558075","21,985284","4,418067","35,287184","49,387083","2,339812"
24/01/2013 22.00,,"0,479182","14,52354","3,462895","22,278374","57,839996","2,590604"
