,,lecce,,
,,GUAGNANO,,
Parm,SO2,NO2,NOX,PM10



27/06/2009 1.00,,"11,3","14,3","8,7"
27/06/2009 2.00,"0,8",,,"8,7"
27/06/2009 3.00,"0,9","9,1","12,0","8,7"
27/06/2009 4.00,"0,7","4,3","6,6","8,7"
27/06/2009 5.00,"0,6","5,8","8,1","8,7"
27/06/2009 6.00,"0,7","9,5","14,1","8,7"
27/06/2009 7.00,"0,8","4,1","6,7","8,7"
27/06/2009 8.00,"0,7","8,4","11,5","8,7"
27/06/2009 9.00,"0,9","6,9","10,0","8,7"
27/06/2009 10.00,"0,9","7,1","10,0","8,7"
27/06/2009 11.00,"1,0","6,3","9,0","8,7"
27/06/2009 12.00,"1,0","4,2","6,4","8,7"
27/06/2009 13.00,"1,2","5,0","7,4","8,7"
27/06/2009 14.00,"0,9","5,8","8,1","8,7"
27/06/2009 15.00,"1,0","3,6","5,9","8,7"
27/06/2009 16.00,"1,0","3,2","5,2","8,7"
27/06/2009 17.00,"0,9","4,0","6,3","8,7"
27/06/2009 18.00,"0,9","7,3","10,4","8,7"
27/06/2009 19.00,"0,8","5,3","7,9","8,7"
27/06/2009 20.00,"0,7","6,7","9,0","8,7"
27/06/2009 21.00,"0,7","7,3","10,1","8,7"
27/06/2009 22.00,"0,7","6,6","9,1","8,7"
27/06/2009 23.00,"0,8","8,8","11,3","8,7"
28/06/2009 0.00,"0,5","8,0","11,1","8,7"
28/06/2009 1.00,"0,7","6,4","9,0","10,5"
28/06/2009 2.00,"0,6","5,4","8,1","10,5"
28/06/2009 3.00,"0,7","4,7","7,0","10,5"
28/06/2009 4.00,"0,6","4,3","6,9","10,5"
28/06/2009 5.00,"0,7","3,8","6,7","10,5"
28/06/2009 6.00,"1,0","12,0","23,2","10,5"
28/06/2009 7.00,"0,7","9,0","14,8","10,5"
28/06/2009 8.00,"1,2","20,8","29,1","10,5"
28/06/2009 9.00,"1,2","5,1","8,2","10,5"
28/06/2009 10.00,"1,5","8,4","12,3","10,5"
28/06/2009 11.00,"1,3","4,6","7,3","10,5"
28/06/2009 12.00,"1,1","6,3","9,4","10,5"
28/06/2009 13.00,"0,9","5,5","7,8","10,5"
28/06/2009 14.00,"1,0","5,9","8,4","10,5"
28/06/2009 15.00,"0,9","2,4","4,6","10,5"
28/06/2009 16.00,"0,8","3,4","5,9","10,5"
28/06/2009 17.00,"0,7","2,8","5,0","10,5"
28/06/2009 18.00,"0,8","4,2","6,5","10,5"
28/06/2009 19.00,"0,7","6,0","9,1","10,5"
28/06/2009 20.00,"0,7","10,4","14,0","10,5"
28/06/2009 21.00,"0,7","7,3","10,9","10,5"
28/06/2009 22.00,"0,6","8,2","11,3","10,5"
28/06/2009 23.00,"0,8","9,0","13,3","10,5"
29/06/2009 0.00,"0,7","8,3","11,2","10,5"
29/06/2009 1.00,,"8,2","11,1","14,2"
29/06/2009 2.00,"0,4",,,"14,2"
29/06/2009 3.00,"0,4","8,8","11,9","14,2"
29/06/2009 4.00,"0,5","5,9","8,9","14,2"
29/06/2009 5.00,"0,4","6,4","9,5","14,2"
29/06/2009 6.00,"0,5","12,8","27,5","14,2"
29/06/2009 7.00,"0,7","9,5","17,6","14,2"
29/06/2009 8.00,"0,4","5,2","8,9","14,2"
29/06/2009 9.00,"0,4","8,0","12,1","14,2"
29/06/2009 10.00,"0,6","4,2","6,7","14,2"
29/06/2009 11.00,"0,5","4,7","7,2","14,2"
29/06/2009 12.00,"0,7","4,8","6,9","14,2"
29/06/2009 13.00,"0,7","5,2","8,2","14,2"
29/06/2009 14.00,"0,8","2,8","4,7","14,2"
29/06/2009 15.00,"0,7","2,6","4,6","14,2"
29/06/2009 16.00,"3,1","6,1","9,1","14,2"
29/06/2009 17.00,"0,6","3,4","5,5","14,2"
29/06/2009 18.00,"0,5","6,4","8,8","14,2"
29/06/2009 19.00,"0,6","8,7","10,8","14,2"
29/06/2009 20.00,"0,5","9,3","12,9","14,2"
29/06/2009 21.00,"0,6","9,1","13,0","14,2"
29/06/2009 22.00,"0,5","5,7","8,4","14,2"
29/06/2009 23.00,"0,6","8,3","12,3","14,2"
30/06/2009 0.00,"0,5","5,6","8,7","14,2"
30/06/2009 1.00,"0,4","4,9","7,8","15,1"
30/06/2009 2.00,"0,3","3,8","6,2","15,1"
30/06/2009 3.00,"0,4","4,8","7,8","15,1"
30/06/2009 4.00,"0,4","5,0","8,2","15,1"
30/06/2009 5.00,"0,4","5,5","9,2","15,1"
30/06/2009 6.00,"0,5","8,3","13,5","15,1"
30/06/2009 7.00,"0,6","10,3","17,3","15,1"
30/06/2009 8.00,"0,4","15,7","25,0","15,1"
30/06/2009 9.00,"0,7","15,3","20,1","15,1"
30/06/2009 10.00,"0,6","14,1","20,0","15,1"
30/06/2009 11.00,"0,6","13,2","18,9","15,1"
30/06/2009 12.00,"0,7","9,7","12,7","15,1"
30/06/2009 13.00,"0,5","5,3","7,5","15,1"
30/06/2009 14.00,"0,5","3,8","6,0","15,1"
30/06/2009 15.00,"0,4","1,7","3,8","15,1"
30/06/2009 16.00,"0,8","5,0","8,2","15,1"
30/06/2009 17.00,"0,4","3,1","5,3","15,1"
30/06/2009 18.00,"0,5","7,2","10,1","15,1"
30/06/2009 19.00,"0,4","4,4","6,6","15,1"
30/06/2009 20.00,"0,5","4,7","6,7","15,1"
30/06/2009 21.00,"0,5","6,8","9,2","15,1"
30/06/2009 22.00,"0,6","7,1","10,1","15,1"
30/06/2009 23.00,"0,5","6,9","11,6","15,1"
01/07/2009 0.00,"0,6","4,9","8,5","15,1"
01/07/2009 1.00,,"5,0","8,2","18,2"
01/07/2009 2.00,"0,7",,,"18,2"
01/07/2009 3.00,"0,8","7,0","10,0","18,2"
01/07/2009 4.00,"1,1","6,0","8,9","18,2"
01/07/2009 5.00,"1,3","5,4","7,9","18,2"
01/07/2009 6.00,"0,8","5,0","7,8","18,2"
01/07/2009 7.00,"2,0","7,2","11,8","18,2"
01/07/2009 8.00,"1,4","8,8","12,8","18,2"
01/07/2009 9.00,"1,4","12,7","16,9","18,2"
01/07/2009 10.00,"2,1","19,4","25,4","18,2"
01/07/2009 11.00,"2,3","10,6","14,2","18,2"
01/07/2009 12.00,"2,4","12,3","18,4","18,2"
01/07/2009 13.00,"2,0","5,8","8,4","18,2"
01/07/2009 14.00,"1,6","5,7","8,2","18,2"
01/07/2009 15.00,"1,4","12,2","20,8","18,2"
01/07/2009 16.00,"1,3","8,4","11,0","18,2"
01/07/2009 17.00,"1,3","13,6","17,2","18,2"
01/07/2009 18.00,"1,2","10,2","12,7","18,2"
01/07/2009 19.00,"1,2","7,0","9,5","18,2"
01/07/2009 20.00,"1,0","4,4","6,7","18,2"
01/07/2009 21.00,"1,0","6,9","9,8","18,2"
01/07/2009 22.00,"1,1","10,3","14,4","18,2"
01/07/2009 23.00,"1,1","10,0","13,4","18,2"
02/07/2009 0.00,"1,1","8,4","11,3","18,2"
02/07/2009 1.00,"0,9","6,8","10,1","20,1"
02/07/2009 2.00,"1,0","6,5","9,8","20,1"
02/07/2009 3.00,"0,8","5,6","9,8","20,1"
02/07/2009 4.00,"0,9","5,4","9,5","20,1"
02/07/2009 5.00,"1,3","8,0","21,3","20,1"
02/07/2009 6.00,"0,9","7,9","20,3","20,1"
02/07/2009 7.00,"1,1","13,4","28,7","20,1"
02/07/2009 8.00,"1,2","7,3","11,4","20,1"
02/07/2009 9.00,"2,2","10,6","14,5","20,1"
02/07/2009 10.00,"2,2","4,9","7,4","20,1"
02/07/2009 11.00,"1,8","3,0","5,1","20,1"
02/07/2009 12.00,"1,9","5,7","7,9","20,1"
02/07/2009 13.00,"2,6","7,6","9,8","20,1"
02/07/2009 14.00,"2,9","5,4","7,5","20,1"
02/07/2009 15.00,"1,5","12,5","15,2","20,1"
02/07/2009 16.00,"1,2","3,6","5,6","20,1"
02/07/2009 17.00,"1,3","3,0","5,0","20,1"
02/07/2009 18.00,"1,4","3,2","5,4","20,1"
02/07/2009 19.00,"1,3","4,0","6,2","20,1"
02/07/2009 20.00,"1,4","27,2","32,6","20,1"
02/07/2009 21.00,"1,3","15,5","18,5","20,1"
02/07/2009 22.00,"1,2","12,1","15,3","20,1"
02/07/2009 23.00,"1,4","14,3","18,7","20,1"
03/07/2009 0.00,"1,2","12,4","17,1","20,1"
03/07/2009 1.00,,"16,0","21,5","19,3"
03/07/2009 2.00,"0,4",,,"19,3"
03/07/2009 3.00,"0,3",,,"19,3"
03/07/2009 4.00,"0,5",,,"19,3"
03/07/2009 5.00,"0,4",,,"19,3"
03/07/2009 6.00,"0,4",,,"19,3"
03/07/2009 7.00,"0,3",,,"19,3"
03/07/2009 8.00,"0,4",,,"19,3"
03/07/2009 9.00,"0,4",,,"19,3"
03/07/2009 10.00,"0,6",,,"19,3"
03/07/2009 11.00,"0,7",,,"19,3"
03/07/2009 12.00,"0,7",,,"19,3"
03/07/2009 13.00,"0,6",,,"19,3"
03/07/2009 14.00,"0,4",,,"19,3"
03/07/2009 15.00,"0,6",,,"19,3"
03/07/2009 16.00,"0,6",,,"19,3"
03/07/2009 17.00,"0,7",,,"19,3"
03/07/2009 18.00,"0,6",,,"19,3"
03/07/2009 19.00,"0,7",,,"19,3"
03/07/2009 20.00,"0,6",,,"19,3"
03/07/2009 21.00,"0,9",,,"19,3"
03/07/2009 22.00,"0,5",,,"19,3"
03/07/2009 23.00,"0,5",,,"19,3"
04/07/2009 0.00,"0,4",,,"19,3"
04/07/2009 1.00,"0,4",,,"20,9"
04/07/2009 2.00,"0,4",,,"20,9"
04/07/2009 3.00,"0,3",,,"20,9"
04/07/2009 4.00,"15,9",,,"20,9"
04/07/2009 5.00,"2,8",,,"20,9"
04/07/2009 6.00,"0,4",,,"20,9"
04/07/2009 7.00,"0,4",,,"20,9"
04/07/2009 8.00,"0,3",,,"20,9"
04/07/2009 9.00,"0,4",,,"20,9"
04/07/2009 10.00,"0,6",,,"20,9"
04/07/2009 11.00,"0,8",,,"20,9"
04/07/2009 12.00,"1,0",,,"20,9"
04/07/2009 13.00,"1,3",,,"20,9"
04/07/2009 14.00,"1,0",,,"20,9"
04/07/2009 15.00,"0,9",,,"20,9"
04/07/2009 16.00,"1,2",,,"20,9"
04/07/2009 17.00,"1,3",,,"20,9"
04/07/2009 18.00,"0,9",,,"20,9"
04/07/2009 19.00,"0,7",,,"20,9"
04/07/2009 20.00,"0,5",,,"20,9"
04/07/2009 21.00,"0,6",,,"20,9"
04/07/2009 22.00,"0,6",,,"20,9"
04/07/2009 23.00,"0,4",,,"20,9"
05/07/2009 0.00,"0,4",,,"20,9"
05/07/2009 1.00,,,,"19,3"
05/07/2009 2.00,"0,4",,,"19,3"
05/07/2009 3.00,"0,5",,,"19,3"
05/07/2009 4.00,"0,6",,,"19,3"
05/07/2009 5.00,"0,5",,,"19,3"
05/07/2009 6.00,"0,5",,,"19,3"
05/07/2009 7.00,"0,6",,,"19,3"
05/07/2009 8.00,"0,6",,,"19,3"
05/07/2009 9.00,"0,6",,,"19,3"
05/07/2009 10.00,"0,9",,,"19,3"
05/07/2009 11.00,"1,3",,,"19,3"
05/07/2009 12.00,"1,8",,,"19,3"
05/07/2009 13.00,"2,1",,,"19,3"
05/07/2009 14.00,"1,9",,,"19,3"
05/07/2009 15.00,"2,1",,,"19,3"
05/07/2009 16.00,"0,8",,,"19,3"
05/07/2009 17.00,"0,7",,,"19,3"
05/07/2009 18.00,"0,9",,,"19,3"
05/07/2009 19.00,"0,6",,,"19,3"
05/07/2009 20.00,"0,6",,,"19,3"
05/07/2009 21.00,"0,6",,,"19,3"
05/07/2009 22.00,"0,6",,,"19,3"
05/07/2009 23.00,"0,6",,,"19,3"
06/07/2009 0.00,"0,5",,,"19,3"
06/07/2009 1.00,"0,7",,,"15,7"
06/07/2009 2.00,"0,6",,,"15,7"
06/07/2009 3.00,"0,4",,,"15,7"
06/07/2009 4.00,"0,5",,,"15,7"
06/07/2009 5.00,"0,4",,,"15,7"
06/07/2009 6.00,"0,7",,,"15,7"
06/07/2009 7.00,"1,6",,,"15,7"
06/07/2009 8.00,"1,1",,,"15,7"
06/07/2009 9.00,"1,2",,,"15,7"
06/07/2009 10.00,"1,2",,,"15,7"
06/07/2009 11.00,"0,9",,,"15,7"
06/07/2009 12.00,"1,2",,,"15,7"
06/07/2009 13.00,"1,1",,,"15,7"
06/07/2009 14.00,"0,9",,,"15,7"
06/07/2009 15.00,"0,6",,,"15,7"
06/07/2009 16.00,"0,6",,,"15,7"
06/07/2009 17.00,"0,7","4,9","7,2","15,7"
06/07/2009 18.00,"0,6","4,6","6,7","15,7"
06/07/2009 19.00,"1,0","7,9","10,4","15,7"
06/07/2009 20.00,"0,9","11,9","14,8","15,7"
06/07/2009 21.00,"1,1","13,3","17,1","15,7"
06/07/2009 22.00,"0,8","12,3","18,4","15,7"
06/07/2009 23.00,"0,7","10,6","15,9","15,7"
07/07/2009 0.00,"0,7","11,8","17,2","15,7"
07/07/2009 1.00,,"10,8","15,6","17,5"
07/07/2009 2.00,"0,6",,,"17,5"
07/07/2009 3.00,"0,6","11,7","18,5","17,5"
07/07/2009 4.00,"0,5","8,5","17,8","17,5"
07/07/2009 5.00,"0,8","7,4","19,3","17,5"
07/07/2009 6.00,"0,7","8,5","26,1","17,5"
07/07/2009 7.00,"1,1","20,8","32,2","17,5"
07/07/2009 8.00,"0,5","11,8","17,1","17,5"
07/07/2009 9.00,"0,6","5,5","9,0","17,5"
07/07/2009 10.00,"0,5","4,2","6,8","17,5"
07/07/2009 11.00,"0,5","3,9","6,0","17,5"
07/07/2009 12.00,"0,7","2,9","5,2","17,5"
07/07/2009 13.00,"0,6","2,2","4,5","17,5"
07/07/2009 14.00,"0,9","2,3","4,4","17,5"
07/07/2009 15.00,"0,9","1,6","3,5","17,5"
07/07/2009 16.00,"0,8","1,9","3,7","17,5"
07/07/2009 17.00,"1,0","1,3","3,3","17,5"
07/07/2009 18.00,"0,9","1,7","3,5","17,5"
07/07/2009 19.00,"0,7","2,6","4,7","17,5"
07/07/2009 20.00,"1,0","8,6","10,8","17,5"
07/07/2009 21.00,"0,9","9,1","11,8","17,5"
07/07/2009 22.00,"0,6","14,0","18,1","17,5"
07/07/2009 23.00,"0,7","10,5","14,2","17,5"
08/07/2009 0.00,"0,6","11,2","15,1","17,5"
08/07/2009 1.00,"0,5","6,8","9,6","14,0"
08/07/2009 2.00,"0,5","5,6","8,4","14,0"
08/07/2009 3.00,"0,4","4,9","7,7","14,0"
08/07/2009 4.00,"0,4","4,7","7,6","14,0"
08/07/2009 5.00,"0,8","12,0","24,1","14,0"
08/07/2009 6.00,"2,2","11,5","17,2","14,0"
08/07/2009 7.00,"0,4","6,6","11,1","14,0"
08/07/2009 8.00,"0,4","6,4","10,6","14,0"
08/07/2009 9.00,"0,7","4,8","8,1","14,0"
08/07/2009 10.00,"0,9","2,6","5,0","14,0"
08/07/2009 11.00,"0,6","1,7","3,9","14,0"
08/07/2009 12.00,"0,7","1,9","4,0","14,0"
08/07/2009 13.00,"0,9","1,7","3,6","14,0"
08/07/2009 14.00,"0,9","1,9","3,7","14,0"
08/07/2009 15.00,"0,8","1,2","3,2","14,0"
08/07/2009 16.00,"0,9","1,0","3,4","14,0"
08/07/2009 17.00,"0,9","1,5","3,5","14,0"
08/07/2009 18.00,"0,9","1,8","3,6","14,0"
08/07/2009 19.00,"1,2","3,2","5,0","14,0"
08/07/2009 20.00,"0,9","4,9","7,0","14,0"
08/07/2009 21.00,"0,6","4,9","7,2","14,0"
08/07/2009 22.00,"0,8","5,2","7,5","14,0"
08/07/2009 23.00,"0,9","4,6","6,7","14,0"
09/07/2009 0.00,"0,6","5,8","9,1","14,0"
09/07/2009 1.00,,"2,6","4,9","17,3"
09/07/2009 2.00,"0,9",,,"17,3"
09/07/2009 3.00,"0,7","5,0","8,0","17,3"
09/07/2009 4.00,"0,9","3,9","7,1","17,3"
09/07/2009 5.00,"0,8","4,5","7,3","17,3"
09/07/2009 6.00,"0,6","6,8","9,8","17,3"
09/07/2009 7.00,"0,9","12,4","17,6","17,3"
09/07/2009 8.00,"2,0","13,7","18,5","17,3"
09/07/2009 9.00,"1,8","10,7","19,5","17,3"
09/07/2009 10.00,"2,1","7,0","9,4","17,3"
09/07/2009 11.00,"1,7","6,3","8,7","17,3"
09/07/2009 12.00,"1,7","5,8","8,0","17,3"
09/07/2009 13.00,"2,2","4,2","6,2","17,3"
09/07/2009 14.00,"2,7","4,4","6,3","17,3"
09/07/2009 15.00,"1,2","2,3","4,3","17,3"
09/07/2009 16.00,"0,9","2,0","3,9","17,3"
09/07/2009 17.00,"1,1","1,6","3,7","17,3"
09/07/2009 18.00,"1,2","1,6","3,5","17,3"
09/07/2009 19.00,"1,0","2,7","5,1","17,3"
09/07/2009 20.00,"1,0","3,2","5,4","17,3"
09/07/2009 21.00,"1,6","14,7","18,5","17,3"
09/07/2009 22.00,"1,2","12,4","16,6","17,3"
09/07/2009 23.00,"1,0","14,1","19,4","17,3"
10/07/2009 0.00,"1,0","10,4","13,5","17,3"
10/07/2009 1.00,"1,0","7,7","10,6","15,2"
10/07/2009 2.00,"0,7","5,9","8,9","15,2"
10/07/2009 3.00,"0,6","4,8","7,6","15,2"
10/07/2009 4.00,"0,7","4,7","7,5","15,2"
10/07/2009 5.00,"0,8","6,0","8,9","15,2"
10/07/2009 6.00,"0,8","7,0","10,2","15,2"
10/07/2009 7.00,"0,7","4,8","8,1","15,2"
10/07/2009 8.00,"1,2","5,0","8,0","15,2"
10/07/2009 9.00,"1,5","4,4","7,3","15,2"
10/07/2009 10.00,"1,0","2,4","4,6","15,2"
10/07/2009 11.00,"1,0","2,5","4,6","15,2"
10/07/2009 12.00,"1,2","2,0","4,0","15,2"
10/07/2009 13.00,"1,2","1,4","3,3","15,2"
10/07/2009 14.00,"1,1","1,6","3,5","15,2"
10/07/2009 15.00,"1,2","1,7","3,9","15,2"
10/07/2009 16.00,"1,0","3,4","6,0","15,2"
10/07/2009 17.00,"1,4","9,0","14,4","15,2"
10/07/2009 18.00,"1,4","6,7","9,0","15,2"
10/07/2009 19.00,"1,1","9,5","12,8","15,2"
10/07/2009 20.00,"1,0","11,6","14,5","15,2"
10/07/2009 21.00,"0,9","12,9","16,6","15,2"
10/07/2009 22.00,"0,9","13,2","17,4","15,2"
10/07/2009 23.00,"0,9","13,7","17,6","15,2"
11/07/2009 0.00,"0,7","10,0","13,4","15,2"
11/07/2009 1.00,,"6,5","10,4","9,1"
11/07/2009 2.00,"0,9",,,"9,1"
11/07/2009 3.00,"0,8","8,2","11,0","9,1"
11/07/2009 4.00,"0,7","3,3","5,8","9,1"
11/07/2009 5.00,"0,7","3,6","6,2","9,1"
11/07/2009 6.00,"1,0","5,8","8,4","9,1"
11/07/2009 7.00,"0,7","3,6","6,2","9,1"
11/07/2009 8.00,"0,8","2,3","4,7","9,1"
11/07/2009 9.00,"0,8","2,4","4,6","9,1"
11/07/2009 10.00,"0,7","1,4","3,4","9,1"
11/07/2009 11.00,"1,0","1,3","3,3","9,1"
11/07/2009 12.00,"0,9","1,0","3,1","9,1"
11/07/2009 13.00,"1,1","0,7","2,4","9,1"
11/07/2009 14.00,"1,1","2,4","5,4","9,1"
11/07/2009 15.00,"1,3","6,7","15,1","9,1"
11/07/2009 16.00,"1,0","2,1","4,7","9,1"
11/07/2009 17.00,"1,3","1,6","3,9","9,1"
11/07/2009 18.00,"1,1","0,8","2,9","9,1"
11/07/2009 19.00,"1,1","1,1","3,1","9,1"
11/07/2009 20.00,"1,0","1,8","4,0","9,1"
11/07/2009 21.00,"1,1","1,8","3,9","9,1"
11/07/2009 22.00,"1,1","3,4","6,0","9,1"
11/07/2009 23.00,"0,9","5,7","8,3","9,1"
12/07/2009 0.00,"1,2","4,4","6,8","9,1"
12/07/2009 1.00,"1,1","4,2","6,7","8,2"
12/07/2009 2.00,"0,9","3,2","5,5","8,2"
12/07/2009 3.00,"0,9","2,2","4,5","8,2"
12/07/2009 4.00,"1,2","2,1","4,3","8,2"
12/07/2009 5.00,"1,1","3,4","5,7","8,2"
12/07/2009 6.00,"1,1","4,3","6,9","8,2"
12/07/2009 7.00,"1,2","5,2","7,9","8,2"
12/07/2009 8.00,"1,3","5,8","9,3","8,2"
12/07/2009 9.00,"1,5","2,6","5,4","8,2"
12/07/2009 10.00,"1,5","0,6","2,6","8,2"
12/07/2009 11.00,"1,7","0,7","2,8","8,2"
12/07/2009 12.00,"1,8","1,0","3,1","8,2"
12/07/2009 13.00,"2,0","0,8","2,9","8,2"
12/07/2009 14.00,"2,2","0,3","2,1","8,2"
12/07/2009 15.00,"2,1","1,0","3,3","8,2"
12/07/2009 16.00,"2,1","0,5","2,4","8,2"
12/07/2009 17.00,"1,6","0,5","2,4","8,2"
12/07/2009 18.00,"1,9","0,5","2,2","8,2"
12/07/2009 19.00,"1,5","2,2","4,2","8,2"
12/07/2009 20.00,"1,3","2,8","5,0","8,2"
12/07/2009 21.00,"1,4","8,4","11,0","8,2"
12/07/2009 22.00,"1,5","6,5","9,5","8,2"
12/07/2009 23.00,"1,1","5,6","8,1","8,2"
13/07/2009 0.00,"1,6","6,6","9,5","8,2"
13/07/2009 1.00,,"5,8","8,5","9,7"
13/07/2009 2.00,"0,7",,,"9,7"
13/07/2009 3.00,"0,7","11,2","13,9","9,7"
13/07/2009 4.00,"0,6","7,4","9,8","9,7"
13/07/2009 5.00,"0,9","8,8","11,6","9,7"
13/07/2009 6.00,"0,8","13,0","16,5","9,7"
13/07/2009 7.00,"1,0","7,8","11,3","9,7"
13/07/2009 8.00,"0,9","7,8","11,5","9,7"
13/07/2009 9.00,"0,9","6,2","9,6","9,7"
13/07/2009 10.00,"1,1","3,3","5,4","9,7"
13/07/2009 11.00,"1,7","3,4","5,7","9,7"
13/07/2009 12.00,"1,5","1,7","3,5","9,7"
13/07/2009 13.00,"1,5","1,4","3,4","9,7"
13/07/2009 14.00,"1,4","1,2","3,0","9,7"
13/07/2009 15.00,"1,2","2,7","5,4","9,7"
13/07/2009 16.00,"1,4","4,1","6,8","9,7"
13/07/2009 17.00,"1,5","2,9","5,3","9,7"
13/07/2009 18.00,"1,3","5,1","8,0","9,7"
13/07/2009 19.00,"1,3","4,0","6,0","9,7"
13/07/2009 20.00,"1,1","8,0","10,1","9,7"
13/07/2009 21.00,"0,6","8,3","11,2","9,7"
13/07/2009 22.00,"0,9","5,4","7,5","9,7"
13/07/2009 23.00,"0,6","6,4","8,9","9,7"
14/07/2009 0.00,"0,7","7,5","9,7","9,7"
14/07/2009 1.00,"0,7","6,8","9,3","17,3"
14/07/2009 2.00,"0,5","5,5","8,1","17,3"
14/07/2009 3.00,"0,6","5,8","8,3","17,3"
14/07/2009 4.00,"0,6","6,3","9,2","17,3"
14/07/2009 5.00,"0,9","8,5","12,5","17,3"
14/07/2009 6.00,"4,2","26,1","43,3","17,3"
14/07/2009 7.00,"1,2","17,5","23,7","17,3"
14/07/2009 8.00,"3,4","27,3","33,4","17,3"
14/07/2009 9.00,"5,6","22,4","27,9","17,3"
14/07/2009 10.00,"5,6","19,4","24,4","17,3"
14/07/2009 11.00,"4,8","15,3","18,6","17,3"
14/07/2009 12.00,"5,0","10,5","13,3","17,3"
14/07/2009 13.00,"4,2","9,7","12,3","17,3"
14/07/2009 14.00,"4,4","9,2","11,7","17,3"
14/07/2009 15.00,"4,0","6,8","11,1","17,3"
14/07/2009 16.00,"2,9","5,1","7,7","17,3"
14/07/2009 17.00,"2,2","4,2","6,8","17,3"
14/07/2009 18.00,"4,8","8,9","12,1","17,3"
14/07/2009 19.00,"4,2","29,1","35,8","17,3"
14/07/2009 20.00,"1,5","32,6","36,8","17,3"
14/07/2009 21.00,"1,1","23,4","29,2","17,3"
14/07/2009 22.00,"1,1","27,7","35,6","17,3"
14/07/2009 23.00,"2,1","25,7","36,0","17,3"
15/07/2009 0.00,"1,0","18,6","25,5","17,3"
15/07/2009 1.00,,"12,0","16,7","27,9"
15/07/2009 2.00,"0,5",,,"27,9"
15/07/2009 3.00,"0,5","16,4","21,0","27,9"
15/07/2009 4.00,"0,6","13,1","33,1","27,9"
15/07/2009 5.00,"0,8","14,1","51,0","27,9"
15/07/2009 6.00,"1,0","28,8","86,8","27,9"
15/07/2009 7.00,"1,5","30,6","56,6","27,9"
15/07/2009 8.00,"1,9","22,9","31,2","27,9"
15/07/2009 9.00,"1,9","8,0","11,2","27,9"
15/07/2009 10.00,"2,1","6,3","8,6","27,9"
15/07/2009 11.00,"3,2","5,3","7,5","27,9"
15/07/2009 12.00,"4,6","7,9","10,5","27,9"
15/07/2009 13.00,"4,4","7,0","9,2","27,9"
15/07/2009 14.00,"2,9","7,6","11,4","27,9"
15/07/2009 15.00,"4,5","8,1","10,6","27,9"
15/07/2009 16.00,"6,6","12,9","16,0","27,9"
15/07/2009 17.00,"2,8","9,5","12,9","27,9"
15/07/2009 18.00,"2,9","4,5","7,1","27,9"
15/07/2009 19.00,"3,3","23,8","40,2","27,9"
15/07/2009 20.00,"1,2","12,6","15,4","27,9"
15/07/2009 21.00,"0,9","11,4","15,5","27,9"
15/07/2009 22.00,"0,7","20,7","26,4","27,9"
15/07/2009 23.00,"0,8","19,2","24,4","27,9"
16/07/2009 0.00,"0,5","14,7","22,5","27,9"
16/07/2009 1.00,"0,7","14,6","23,5","23,7"
16/07/2009 2.00,"0,5","13,8","17,8","23,7"
16/07/2009 3.00,"0,5","14,0","17,6","23,7"
16/07/2009 4.00,"0,4","8,7","11,9","23,7"
16/07/2009 5.00,"4,9","18,5","31,4","23,7"
16/07/2009 6.00,"1,8","35,4","77,5","23,7"
16/07/2009 7.00,"0,5","13,3","17,4","23,7"
16/07/2009 8.00,"0,7","8,7","11,7","23,7"
16/07/2009 9.00,"0,9","5,3","7,7","23,7"
16/07/2009 10.00,"0,9","6,0","9,4","23,7"
16/07/2009 11.00,"1,4","2,6","4,4","23,7"
16/07/2009 12.00,"1,4","2,3","4,1","23,7"
16/07/2009 13.00,"2,0","2,7","4,5","23,7"
16/07/2009 14.00,"1,8","5,9","14,0","23,7"
16/07/2009 15.00,"2,2","9,1","17,1","23,7"
16/07/2009 16.00,"1,3","3,2","5,3","23,7"
16/07/2009 17.00,"1,4","8,8","11,7","23,7"
16/07/2009 18.00,"1,2","6,4","8,7","23,7"
16/07/2009 19.00,"1,0","2,1","3,9","23,7"
16/07/2009 20.00,"0,8","8,2","17,0","23,7"
16/07/2009 21.00,"0,8","5,2","7,5","23,7"
16/07/2009 22.00,"0,6","3,9","5,9","23,7"
16/07/2009 23.00,"0,6","3,6","5,7","23,7"
17/07/2009 0.00,"0,5","3,1","5,2","23,7"
17/07/2009 1.00,,"5,5","7,7","28,0"
17/07/2009 2.00,"1,1",,,"28,0"
17/07/2009 3.00,"1,2","10,0","12,4","28,0"
17/07/2009 4.00,"2,0","6,2","8,6","28,0"
17/07/2009 5.00,"1,3","12,5","18,5","28,0"
17/07/2009 6.00,"1,3","15,6","20,1","28,0"
17/07/2009 7.00,"1,6","14,3","20,3","28,0"
17/07/2009 8.00,"1,3","6,6","9,3","28,0"
17/07/2009 9.00,"1,8","6,5","8,7","28,0"
17/07/2009 10.00,"2,0","5,2","7,3","28,0"
17/07/2009 11.00,"2,3","3,1","4,9","28,0"
17/07/2009 12.00,"2,6","2,8","4,9","28,0"
17/07/2009 13.00,,,,"28,0"
17/07/2009 14.00,"3,4",,,"28,0"
17/07/2009 15.00,"3,1","10,2","17,6","28,0"
17/07/2009 16.00,"4,1","6,9","13,7","28,0"
17/07/2009 17.00,"2,9","5,6","12,8","28,0"
17/07/2009 18.00,"4,6","11,4","20,1","28,0"
17/07/2009 19.00,"2,4","7,1","14,5","28,0"
