"NetC","","","","","","",""
"Stat","GROTTAGLIE","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10
15/01/2012 22.00,,"8,074062","16,043577","0,447405","51,110045","9,8"
15/01/2012 23.00,,"7,334275","15,549428","0,432772","49,254238","9,8"
16/01/2012 0.00,,"5,888445","13,967119","0,428418","49,111255","9,8"
16/01/2012 1.00,,"6,013041","13,946369","0,391622","49,300699","13,5"
16/01/2012 2.00,,,,"0,378244","46,425923","13,5"
16/01/2012 3.00,,"9,625019","17,555849",,"51,546211","13,5"
16/01/2012 4.00,,"5,203169","13,137055","0,284617",,"13,5"
16/01/2012 5.00,,"3,732681","11,667584","0,27343","53,393282","13,5"
16/01/2012 6.00,,"4,428339","12,888036","0,265659","52,91909","13,5"
16/01/2012 7.00,,"5,403041","13,388668","0,270369","50,072427","13,5"
16/01/2012 8.00,,"7,974126","16,506595","0,29388","49,96288","13,5"
16/01/2012 9.00,,"10,471226","20,542776","0,338903","43,594282","13,5"
16/01/2012 10.00,,"6,986446","16,716705","0,308601","53,259957","13,5"
16/01/2012 11.00,,"2,054532","10,52884","0,259025","63,565587","13,5"
16/01/2012 12.00,,"1,836489","10,159201","0,264638","65,486196","13,5"
16/01/2012 13.00,,"1,704106","10,310949","0,273195","66,567204","13,5"
16/01/2012 14.00,,"1,508128","10,09176","0,274491","67,08393","13,5"
16/01/2012 15.00,,"2,286849","11,104697","0,281674","64,675423","13,5"
16/01/2012 16.00,,"4,47117","12,952885","0,291133","59,846191","13,5"
16/01/2012 17.00,,"2,842339","10,77786","0,231666","59,480827","13,5"
16/01/2012 18.00,,"15,156549","24,300104","0,372033","45,983314","13,5"
16/01/2012 19.00,,"9,787254","18,703671","0,424512","48,348568","13,5"
16/01/2012 20.00,,"8,72819","17,226418","0,419685","46,478411","13,5"
16/01/2012 21.00,,"11,705498","20,847567","0,455561","36,515801","13,5"
16/01/2012 22.00,,"21,706896","32,01321","0,687227","35,76271","13,5"
16/01/2012 23.00,,"10,577656","19,282118","0,47609","43,226723","13,5"
17/01/2012 0.00,,"7,535446","15,614277","0,426121","46,390493","13,5"
17/01/2012 1.00,,"5,550999","13,549493","0,400411","48,226053","18,4"
17/01/2012 2.00,,"3,509447","11,444505","0,354487","49,610462","18,4"
17/01/2012 3.00,,"3,946829","11,881585","0,325989","49,136251","18,4"
17/01/2012 4.00,,"5,017573","13,107226","0,306991","46,883436","18,4"
17/01/2012 5.00,,"4,29336","12,227876","0,316491","44,645747","18,4"
17/01/2012 6.00,,"3,405616","11,908821","0,266129","49,620557","18,4"
17/01/2012 7.00,,"3,046107","11,102102","0,23465","51,500785","18,4"
17/01/2012 8.00,,"3,605489","11,553451","0,242342","50,920658","18,4"
17/01/2012 9.00,,"5,052617","13,441845","0,261734","49,867021","18,4"
17/01/2012 10.00,,"5,505573","14,399011","0,252941","50,771473","18,4"
17/01/2012 11.00,,"6,011743","15,131803","0,247603","50,704441","18,4"
17/01/2012 12.00,,"5,487404","14,751789","0,251449","55,491881","18,4"
17/01/2012 13.00,,"4,454298","13,327712","0,233629","57,839837","18,4"
17/01/2012 14.00,,"7,682106","16,720596","0,257416","52,720887","18,4"
17/01/2012 15.00,,"5,20836","14,083847","0,220402","54,582402","18,4"
17/01/2012 16.00,,"7,798914","16,203104","0,231705","49,621995","18,4"
17/01/2012 17.00,,"7,593848","15,811418","0,230136","51,806359","18,4"
17/01/2012 18.00,,"4,319319","12,253816","0,252274","59,014535","18,4"
17/01/2012 19.00,,"6,550361","14,48591","0,301732","52,77567","18,4"
17/01/2012 20.00,,"11,56404","20,528512","0,396722","45,707284","18,4"
17/01/2012 21.00,,"14,691911","23,899348","0,449791","38,156788","18,4"
17/01/2012 22.00,,"12,176627","20,796976","0,374545","33,199991","18,4"
17/01/2012 23.00,,"9,105871","17,488406","0,343182","40,704365","18,4"
18/01/2012 0.00,,"8,036425","15,968351","0,335606","33,767889","18,4"
18/01/2012 1.00,,"5,310891","13,244704","0,275511","40,367829","18,4"
18/01/2012 2.00,,,,"0,264717","29,356644","18,4"
18/01/2012 3.00,,"12,723038","20,651722",,"43,350691","18,4"
18/01/2012 4.00,,"5,355021","13,288803","0,081648",,"18,4"
18/01/2012 5.00,,"4,205105","12,139681","0,06862","61,025095","18,4"
18/01/2012 6.00,,"5,042233","13,511882","0,076814","52,332902","18,4"
18/01/2012 7.00,,"4,009127","11,943839","0,099274","57,621527","18,4"
18/01/2012 8.00,,"7,506892","16,326317","0,112383","54,665674","18,4"
18/01/2012 9.00,,"5,667806","14,131836","0,081609","57,329017","18,4"
18/01/2012 10.00,,"5,705446","14,273206","0,042443","54,677166","18,4"
18/01/2012 11.00,,"8,585425","19,311946","0,044233","53,632961","18,4"
18/01/2012 12.00,,"5,950744","15,361367","0,067725","60,381189","18,4"
18/01/2012 13.00,,"5,391362","14,268016","0,090201","62,523521","18,4"
18/01/2012 14.00,,"4,06234","12,771309","0,096596","62,27125","18,4"
18/01/2012 15.00,,"2,921509","11,527511","0,107346","64,461025","18,4"
18/01/2012 16.00,,"2,721638","10,672805","0,098555","67,169653","18,4"
18/01/2012 17.00,,"4,567212","12,501539","0,120095","60,637029","18,4"
18/01/2012 18.00,,"11,490059","20,315802","0,192192","49,880107","18,4"
18/01/2012 19.00,,"12,203889","21,073242","0,20582","47,249082","18,4"
18/01/2012 20.00,,"11,687332","20,620595","0,259574","47,878642","18,4"
18/01/2012 21.00,,"14,515398","23,519321","0,281555","38,030087","18,4"
18/01/2012 22.00,,"11,588694","20,217238","0,318682","31,748989","18,4"
18/01/2012 23.00,,"10,432291","18,895623","0,295503","37,46235","18,4"
19/01/2012 0.00,,"14,137718","22,389673","0,290827","37,340177","18,4"
19/01/2012 1.00,,"11,32263","19,348254","0,226723","39,322247","23,29999"
19/01/2012 2.00,,"9,404382","17,335362","0,169013","41,686641","23,29999"
19/01/2012 3.00,,"4,508808","12,443173","0,107186","51,024939","23,29999"
19/01/2012 4.00,,"3,351105","11,286274","0,091688","53,795373","23,29999"
19/01/2012 5.00,,"3,606787","11,580688","0,098035","57,535998","23,29999"
19/01/2012 6.00,,"5,658723","13,836124","0,122334","58,039779","23,29999"
19/01/2012 7.00,,"4,211595","12,146167","0,096875","60,740507","23,29999"
19/01/2012 8.00,,"7,104552","15,423623","0,109465","58,402707","23,29999"
19/01/2012 9.00,,"25,124196","41,338472","0,162299","37,240284","23,29999"
19/01/2012 10.00,,"22,031364","36,487786","0,130047","43,432266","23,29999"
19/01/2012 11.00,,"10,279143","20,920185","0,105669","59,472068","23,29999"
19/01/2012 12.00,"0,263644","8,878743","19,226345","0,088722","62,739118","23,29999"
19/01/2012 13.00,"1,871087","9,030594","19,402727","0,130327","65,513867","23,29999"
19/01/2012 14.00,"3,408051","10,188286","20,769749","0,17209","67,175398","23,29999"
19/01/2012 15.00,"3,827059","11,747041","22,280727","0,204023","65,633867","23,29999"
19/01/2012 16.00,"2,393041","10,111721","19,155007","0,19471","67,475808","23,29999"
19/01/2012 17.00,"0,55627","30,693374","41,457779","0,233557","39,892877","23,29999"
19/01/2012 18.00,,"51,025827","68,197504","0,375593","19,146567","23,29999"
19/01/2012 19.00,"0,73507","68,900121","108,75779","0,630011","3,708148","23,29999"
19/01/2012 20.00,,"49,442427","61,599783","0,39114","17,695591","23,29999"
19/01/2012 21.00,"0,045152","59,378935","82,092005","0,638563","16,535668","23,29999"
19/01/2012 22.00,"0,758549","78,521249","131,414621","1,07682","10,922204","23,29999"
19/01/2012 23.00,"0,00903","65,119409","88,742861","0,87232","6,138086","23,29999"
20/01/2012 0.00,"0,747713","69,677564","118,5331","1,353979","5,690502","23,29999"
20/01/2012 1.00,,"51,869442","76,669342","1,12322","5,79514","18,5"
20/01/2012 2.00,,,,"0,761975","6,76375","18,5"
20/01/2012 3.00,,"31,719984","41,255452",,"19,985232","18,5"
20/01/2012 4.00,,"20,714034","29,363501","0,523778",,"18,5"
20/01/2012 5.00,,"23,844494","32,70191","0,529702","31,230448","18,5"
20/01/2012 6.00,"0,169771","40,674013","63,702199","0,521013","15,364319","18,5"
20/01/2012 7.00,"0,370244","56,59889","89,556072","1,032234","6,651591","18,5"
20/01/2012 8.00,"2,302737","70,168138","162,473286","1,098102","5,745153","18,5"
20/01/2012 9.00,"2,152833","60,445773","127,011429","0,998155","16,47281","18,5"
20/01/2012 10.00,"0,982501","39,220378","66,289669","0,527173","33,818783","18,5"
20/01/2012 11.00,"0,642961","24,023591","39,622567","0,300549","48,268206","18,5"
20/01/2012 12.00,"0,63393","7,970233","17,952723","0,229351","75,3402","18,5"
20/01/2012 13.00,"0,32148","5,209659","14,082551","0,218056","78,626961","18,5"
20/01/2012 14.00,"0,108364","5,427701","14,148697","0,229429","78,147564","18,5"
20/01/2012 15.00,"0,005419","6,552957","15,059171","0,235669","73,758501","18,5"
20/01/2012 16.00,"0,010836","5,981892","14,546866","0,225006","68,410668","18,5"
20/01/2012 17.00,,"12,900843","21,476596","0,227455","60,758802","18,5"
20/01/2012 18.00,,"23,212426","32,214235","0,276381","45,531927","18,5"
20/01/2012 19.00,"0,135455","19,468079","27,707249","0,208974","45,635625","18,5"
20/01/2012 20.00,,"10,466041","18,455948","0,196576","55,793885","18,5"
20/01/2012 21.00,"0,019867","22,494718","31,851089","0,316028","40,631565","18,5"
20/01/2012 22.00,"0,355795","16,290884","24,507632","0,264338","45,380344","18,5"
20/01/2012 23.00,"0,182413","13,756142","21,926643","0,32511","43,792105","18,5"
21/01/2012 0.00,"0,122813","11,073442","19,323609","0,350304","47,399386","18,5"
21/01/2012 1.00,"0,251043","5,445871","16,422293","0,25715","53,295467","2,9"
21/01/2012 2.00,"0,010836","4,839765","16,972209","0,271643","64,65037","2,9"
21/01/2012 3.00,,"3,164213","11,174733","0,278672","69,668212","2,9"
21/01/2012 4.00,,"2,89685","10,832332","0,292611","68,244603","2,9"
21/01/2012 5.00,"0,063213","3,309574","11,24477","0,31425","62,157758","2,9"
21/01/2012 6.00,,"4,768382","12,702568","0,323847","59,776104","2,9"
21/01/2012 7.00,,"2,76836","10,703932","0,345209","65,885434","2,9"
21/01/2012 8.00,,"3,605489","11,639049","0,342129","66,604853","2,9"
21/01/2012 9.00,"0,079467","4,816405","15,314675","0,312908","63,429808","2,9"
21/01/2012 10.00,,"4,133723","13,020327","0,327045","70,481192","2,9"
21/01/2012 11.00,,"5,098042","13,889301","0,382408","70,393438","2,9"
21/01/2012 12.00,,"4,038978","12,824485","0,355438","73,098534","2,9"
21/01/2012 13.00,"0,169771","2,545128","10,763593","0,370562","76,476649","2,9"
21/01/2012 14.00,"0,121007","2,373809","10,877727","0,398126","78,165699","2,9"
21/01/2012 15.00,,"2,511383","10,535326","0,396861","77,373023","2,9"
21/01/2012 16.00,,"2,844935","10,840114","0,409736","78,219382","2,9"
21/01/2012 17.00,,"2,673616","10,609251","0,413762","75,740556","2,9"
21/01/2012 18.00,,"5,000702","12,934728","0,437337","70,701663","2,9"
21/01/2012 19.00,"0,115588","6,865743","14,858142","0,446618","69,983683","2,9"
21/01/2012 20.00,,"11,265527","19,675092","0,472641","59,063211","2,9"
21/01/2012 21.00,,"13,662693","22,614045","0,493096","60,156133","2,9"
21/01/2012 22.00,,"32,262494","47,246188","0,451159","39,562585","2,9"
21/01/2012 23.00,,"41,269737","51,989209","0,586446","21,658178","2,9"
22/01/2012 0.00,,"39,457886","52,357537","0,676165","17,049359","2,9"
22/01/2012 1.00,,"47,714972","66,992599","0,891339","14,126693","19,5"
22/01/2012 2.00,,,,"0,978529","10,773249","19,5"
22/01/2012 3.00,,"51,603386","67,329838",,"6,340663","19,5"
22/01/2012 4.00,,"37,77066","48,802536","0,582514",,"19,5"
22/01/2012 5.00,,"25,199471","34,308869","0,426908","34,52515","19,5"
22/01/2012 6.00,,"31,015238","47,244868","0,365357","26,702138","19,5"
22/01/2012 7.00,,"29,555121","53,59747","0,389315","35,925023","19,5"
22/01/2012 8.00,,"38,696048","66,218315","0,516354","28,311863","19,5"
22/01/2012 9.00,"0,130037","44,803837","77,897594","0,941291","20,494616","19,5"
22/01/2012 10.00,,"24,009308","41,683453","0,40949","47,957066","19,5"
22/01/2012 11.00,"0,491251","9,55104","19,570046","0,216566","67,270984","19,5"
22/01/2012 12.00,"8,56257","14,955371","27,573678","0,36721","64,639358","19,5"
22/01/2012 13.00,"2,197985","5,055211","13,745337","0,155884","77,798897","19,5"
22/01/2012 14.00,"0,527372","3,713211","11,961998","0,136537","81,04568","19,5"
22/01/2012 15.00,"0,010836","3,299192","11,247365","0,155056","80,249435","19,5"
22/01/2012 16.00,,"3,706724","11,641644","0,125582","81,648608","19,5"
22/01/2012 17.00,,"5,318681","13,252487","0,104619","72,774251","19,5"
22/01/2012 18.00,,"18,704924","27,104168","0,345458","60,66747","19,5"
22/01/2012 19.00,,"27,88476","36,535756","0,444442","52,073371","19,5"
22/01/2012 20.00,,"37,652557","47,452377","0,584997","45,938425","19,5"
22/01/2012 21.00,,"32,23523","40,924734","0,454332","39,455652","19,5"
22/01/2012 22.00,,"64,004545","77,041591","0,784737","16,021857","19,5"
22/01/2012 23.00,,"51,704627","63,969382","0,65557","16,64132","19,5"
23/01/2012 0.00,,"18,158526","26,703393","0,335923","41,08984","19,5"
23/01/2012 1.00,,"9,490039","17,420961","0,20309","55,821039","22,4"
23/01/2012 2.00,,"8,064976","15,996884","0,175705","52,345729","22,4"
23/01/2012 3.00,,"6,773594","14,737524","0,170977","51,004052","22,4"
23/01/2012 4.00,,"5,675594","13,609155","0,166483","49,849205","22,4"
23/01/2012 5.00,,"5,072085","13,00606","0,186264","48,57795","22,4"
23/01/2012 6.00,,"12,785332","22,388372","0,195287","41,579929","22,4"
23/01/2012 7.00,,"38,067882","68,080776","1,348142","15,77249","22,4"
23/01/2012 8.00,"0,798282","59,388019","139,263942","0,852986","3,770654","22,4"
23/01/2012 9.00,"1,936105","68,939048","204,614394","1,388689","6,710569","22,4"
23/01/2012 10.00,"0,019867","31,514922","63,956399","0,516394","34,456143","22,4"
23/01/2012 11.00,,"11,897593","24,178196","0,156554","56,453434","22,4"
23/01/2012 12.00,,"5,798893","14,852953","0,135905","69,159531","22,4"
23/01/2012 13.00,,"5,948148","15,261499","0,159942","68,115364","22,4"
23/01/2012 14.00,,"4,818999","13,533929","0,148554","69,780434","22,4"
23/01/2012 15.00,,"3,837808","12,14098","0,147608","73,075353","22,4"
23/01/2012 16.00,,"4,91504","13,0748","0,156868","70,552235","22,4"
23/01/2012 17.00,,"11,872927","20,188693","0,165695","60,603532","22,4"
23/01/2012 18.00,,"50,916808","64,909686","0,339824","21,988651","22,4"
23/01/2012 19.00,,"26,697217","38,469553","0,350423","41,936377","22,4"
23/01/2012 20.00,,"52,406773","75,352895","0,851529","35,278983","22,4"
23/01/2012 21.00,,"26,320841","37,001386","0,399284","40,395637","22,4"
23/01/2012 22.00,,"54,055069","94,315977","0,900981","22,084929","22,4"
23/01/2012 23.00,"0,500281","65,938375","122,857185","1,36418","13,767513","22,4"
24/01/2012 0.00,,"54,423664","84,216448","1,068292","11,060433","22,4"
24/01/2012 1.00,,"39,094492","50,141032","0,859606","13,779732","24,6"
24/01/2012 2.00,,,,"0,592996","27,998548","24,6"
24/01/2012 3.00,,"9,034489","16,965725",,"49,223294","24,6"
24/01/2012 4.00,,"8,320659","16,25239","0,321854",,"24,6"
24/01/2012 5.00,,"7,741806","15,673939","0,310797","27,177965","24,6"
24/01/2012 6.00,,"10,80219","19,218563","0,257851","21,701531","24,6"
24/01/2012 7.00,,"14,490741","23,922695","0,394768","22,348967","24,6"
24/01/2012 8.00,"0,816343","40,497498","122,736591","0,653673","4,491351","24,6"
24/01/2012 9.00,"1,054744","51,437254","161,753456","0,723344","0,977057","24,6"
24/01/2012 10.00,,"32,42863","66,349324","0,456388","9,90273","24,6"
24/01/2012 11.00,,"31,539586","57,078553","0,506521","20,831751","24,6"
24/01/2012 12.00,"1,00598","31,561649","52,258973","0,701227","31,765048","24,6"
24/01/2012 13.00,"5,190641","31,273512","48,733818","0,64539","43,250821","24,6"
24/01/2012 14.00,"4,435703","25,38767","37,590207","0,443338","49,286517","24,6"
24/01/2012 15.00,"1,869281","24,328594","34,596799","0,38875","37,148797","24,6"
24/01/2012 16.00,"0,30342","22,536247","32,498262","0,421924","56,185962","24,6"
24/01/2012 17.00,,"28,531111","38,273707","0,782072","57,797405","24,6"
24/01/2012 18.00,,"18,136462","26,975757","0,474324","62,605294","24,6"
24/01/2012 19.00,,"10,652928","18,813914","0,387539","63,46905","24,6"
24/01/2012 20.00,,"7,557509","15,507925","0,353466","60,036651","24,6"
24/01/2012 21.00,,"6,283","14,216138","0,322558","56,167887","24,6"
24/01/2012 22.00,,"5,788511","13,721992","0,328927","63,669548","24,6"
24/01/2012 23.00,,"3,499063","11,434129","0,294971","64,255919","24,6"
25/01/2012 0.00,,"2,122022","10,058037","0,30517","60,46101","24,6"
25/01/2012 1.00,,"1,91566","9,851819","0,330842","60,736119","3,4"
25/01/2012 2.00,,"2,051935","9,988","0,346472","58,572962","3,4"
25/01/2012 3.00,,"1,876724","9,81291","0,34655","56,270391","3,4"
25/01/2012 4.00,,"1,974063","9,910182","0,346589","53,89696","3,4"
25/01/2012 5.00,,"1,962383","9,898509","0,338149","52,270436","3,4"
25/01/2012 6.00,,"1,868936","9,805127","0,343932","53,046773","3,4"
25/01/2012 7.00,,"1,868936","9,805127","0,35999","52,741515","3,4"
25/01/2012 8.00,,"2,414041","10,349856","0,342291","53,46961","3,4"
25/01/2012 9.00,,"4,258318","12,356277","0,352372","54,38837","3,4"
25/01/2012 10.00,,"3,845596","12,124118","0,359717","51,981781","3,4"
25/01/2012 11.00,,"4,018213","12,064458","0,354247","51,546889","3,4"
25/01/2012 12.00,,"3,852085","12,098179","0,360069","52,494317","3,4"
25/01/2012 13.00,,"3,077255","11,173437","0,362687","55,395325","3,4"
25/01/2012 14.00,,"3,569147","15,762131","0,388359","56,23119","3,4"
25/01/2012 15.00,,"2,528255","12,102071","0,42505","62,961061","3,4"
25/01/2012 16.00,,"1,884511","9,820691","0,407233","64,691565","3,4"
25/01/2012 17.00,,"1,868936","9,805127","0,422315","65,489766","3,4"
25/01/2012 18.00,,"1,813127","9,749359","0,429934","65,40835","3,4"
25/01/2012 19.00,,"3,428977","11,291461","0,394103","64,156445","3,4"
25/01/2012 20.00,,"2,32968","10,265554","0,422627","63,996651","3,4"
25/01/2012 21.00,,"2,059723","10,230536","0,432356","65,694011","3,4"
25/01/2012 22.00,,"1,931233","9,898509","0,382342","57,466535","3,4"
25/01/2012 23.00,,"2,185617","11,050224","0,39297","60,780567","3,4"
26/01/2012 0.00,,"2,378998","12,054082","0,390273","58,486276","3,4"
26/01/2012 1.00,,"2,879979","10,815473","0,407506","56,568087","12,2"
26/01/2012 2.00,,,,"0,37277","59,867835","12,2"
26/01/2012 3.00,,"6,241467","14,256344",,"61,128774","12,2"
26/01/2012 4.00,,"3,966297","11,901039","0,236728",,"12,2"
26/01/2012 5.00,,"3,361489","11,41597","0,228225","60,018957","12,2"
26/01/2012 6.00,,"3,273235","11,208455","0,22288","56,062853","12,2"
26/01/2012 7.00,,"3,314766","11,358903","0,236806","59,417426","12,2"
26/01/2012 8.00,,"3,270638","11,205861","0,225104","58,524823","12,2"
26/01/2012 9.00,,"3,309574","11,24477","0,231696","57,111065","12,2"
26/01/2012 10.00,,"3,270638","11,205861","0,252759","57,830959","12,2"
26/01/2012 11.00,,"3,358892","11,877694","0,24566","56,92866","12,2"
26/01/2012 12.00,,"3,196659","11,587171","0,245269","59,412955","12,2"
26/01/2012 13.00,,"3,216127","11,439316","0,25194","60,88403","12,2"
26/01/2012 14.00,,"2,978617","11,545667","0,244451","62,773475","12,2"
26/01/2012 15.00,,"3,053894","11,34723","0,248469","65,506425","12,2"
26/01/2012 16.00,,"2,661936","10,75581","0,256543","68,204382","12,2"
26/01/2012 17.00,,"2,150573","10,478258","0,243593","70,657394","12,2"
26/01/2012 18.00,,"2,713851","10,649459","0,244919","70,866587","12,2"
26/01/2012 19.00,,"3,327744","11,262928","0,250379","69,085071","12,2"
26/01/2012 20.00,,"4,061042","11,995717","0,265592","63,316193","12,2"
26/01/2012 21.00,,"11,480975","19,410509","0,273042","53,566668","12,2"
26/01/2012 22.00,,"8,528317","16,561068","0,313374","51,156806","12,2"
26/01/2012 23.00,,"6,541275","14,474237","0,278386","54,627528","12,2"
27/01/2012 0.00,,"2,953958","10,889398","0,268244","64,268385","12,2"
27/01/2012 1.00,,"1,534084","9,470509","0,252175","65,487071","16,200001"
27/01/2012 2.00,,"0,934467","8,871307","0,256191","65,23915","16,200001"
27/01/2012 3.00,"0,018061","0,934467","8,871307","0,261145","67,733859","16,200001"
27/01/2012 4.00,,"0,934467","8,871307","0,245036","64,018995","16,200001"
27/01/2012 5.00,,"0,934467","8,871307","0,255841","63,607303","16,200001"
27/01/2012 6.00,,"6,159701","14,092927","0,254748","52,505785","16,200001"
27/01/2012 7.00,,"22,618004","32,229818","0,256972","30,258125","16,200001"
