Stat,Torchiarolo_Via Fanin,,,,,,  ,
,,,,,,,,
Parm,SO2,NO2,NOX,PM10,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,
,,,,,,
,,,,,,,
18/01/2014 18.00,"2,2","5,5","6,7","22,5","10,7",,,
18/01/2014 19.00,"1,9","6,7","8,0",,"10,9",,,
18/01/2014 20.00,"1,8","6,6","7,9","26,4","15,5",,,
18/01/2014 21.00,"2,1","7,3","8,7",,"17,4",,,
18/01/2014 22.00,"2,4","5,7","6,8","24,7","5,9",,,
18/01/2014 23.00,"2,0","5,2","6,0",,"5,8",,,
19/01/2014 0.00,"2,1","5,0","5,9","23,7","16,5",,,
19/01/2014 1.00,"2,2","3,6","4,2",,"9,1",,,
19/01/2014 2.00,"2,3","2,9","3,0","26,9","7,7",,,
19/01/2014 3.00,"2,0","2,0","2,3",,"5,3",,,
19/01/2014 4.00,"1,8","1,4","1,8","24,4","4,0",,,
19/01/2014 5.00,"1,8","1,5","1,9",,"3,7",,,
19/01/2014 6.00,"1,9","1,3","1,4","24,4","5,2",,,
19/01/2014 7.00,"1,7",,,,"9,7",,,
19/01/2014 8.00,"2,2","1,5","1,5","24,7","8,0",,,
19/01/2014 9.00,"2,3","2,0","2,3",,"7,4",,,
19/01/2014 10.00,"2,5","2,7","3,1","20,3","3,9",,,
19/01/2014 11.00,"2,1","3,2","3,7",,"11,7",,,
19/01/2014 12.00,"2,1","3,5","4,2","19,5","7,8",,,
19/01/2014 13.00,"2,1","4,8","5,8",,"16,3",,,
19/01/2014 14.00,"2,5","8,0","9,8","19,8","14,7",,,
19/01/2014 15.00,"2,5","8,5","10,1",,"25,7",,,
19/01/2014 16.00,"2,8","5,9","7,1","26,9","29,3",,,
19/01/2014 17.00,"2,6","6,3","7,8",,"24,9",,,
19/01/2014 18.00,"1,8","5,7","6,6","38,3","25,1",,,
19/01/2014 19.00,"2,7","6,1","7,3",,"24,8",,,
19/01/2014 20.00,"2,9","6,0","7,0","35,7","21,5",,,
19/01/2014 21.00,"2,2","5,5","6,4",,"22,9",,,
19/01/2014 22.00,"2,4","7,5","8,7","37,6","17,0",,,
19/01/2014 23.00,"2,7","6,3","7,4",,"19,2",,,
20/01/2014 0.00,"2,8","4,4","5,0","35,7","19,9",,,
20/01/2014 1.00,"2,3",,,,"19,9",,,
20/01/2014 2.00,,"2,6","3,1","41,0","19,9",,,
20/01/2014 3.00,"2,1","2,5","3,0",,"22,9",,,
20/01/2014 4.00,"2,5","1,8","2,2","42,2","21,5",,,
20/01/2014 5.00,"2,6","2,1","2,2",,"19,9",,,
20/01/2014 6.00,"2,3","3,0","3,5","50,3","22,9",,,
20/01/2014 7.00,"1,9","4,4","5,3",,"22,9",,,
20/01/2014 8.00,"2,1","7,8","8,7","67,4","21,8",,,
20/01/2014 9.00,"2,4","12,0","13,5",,"17,3",,,
20/01/2014 10.00,"2,2","13,6","16,6","80,8","25,1",,,
20/01/2014 11.00,"2,6","9,8","12,0",,"32,2",,,
20/01/2014 12.00,"2,3","7,0","8,5","97,9","32,4",,,
20/01/2014 13.00,"2,5","5,9","7,1",,"39,6",,,
20/01/2014 14.00,"2,2","5,2","6,3","134,8","41,3",,,
20/01/2014 15.00,"2,3","5,0","5,8",,"49,9",,,
20/01/2014 16.00,"1,9","8,3","9,2","156,5","32,7",,,
20/01/2014 17.00,"3,1","11,8","13,8",,"42,8",,,
20/01/2014 18.00,"1,9","10,3","12,1","138,2","37,8",,,
20/01/2014 19.00,"2,5","7,6","8,4",,"34,1",,,
20/01/2014 20.00,"2,6","8,1","9,2","113,1","58,3",,,
20/01/2014 21.00,"2,7","11,8","13,6",,"67,7",,,
20/01/2014 22.00,"2,7","11,8","13,8","167,8","78,3",,,
20/01/2014 23.00,"1,9","13,8","17,7",,"75,4",,,
21/01/2014 0.00,"2,5","8,6","12,2","205,9","58,4",,,
21/01/2014 1.00,"2,1","4,9","7,2",,"8,1",,,
21/01/2014 2.00,"2,4","4,7","6,2","161,9","6,4",,,
21/01/2014 3.00,"2,6","2,3","2,7",,"4,1",,,
21/01/2014 4.00,"2,6","4,4","5,4","86,7","4,0",,,
21/01/2014 5.00,"2,6","3,5","4,6",,"3,4",,,
21/01/2014 6.00,"2,2","5,0","6,2","46,4","0,4",,,
21/01/2014 7.00,"2,4","6,0","7,1",,"0,3",,,
21/01/2014 8.00,"2,6","9,8","11,5","30,0",,,,
21/01/2014 9.00,"2,5","12,9","14,6",,"8,3",,,
21/01/2014 10.00,"2,5","7,0","8,2","20,8","7,7",,,
21/01/2014 11.00,"2,8","7,4","8,9",,"4,0",,,
21/01/2014 12.00,"2,6","5,9","6,9","11,0","4,9",,,
21/01/2014 13.00,"2,4","6,2","7,4",,"4,3",,,
21/01/2014 14.00,"2,3","8,3","10,1","13,4","3,7",,,
21/01/2014 15.00,"2,5","3,4","4,1",,"5,5",,,
21/01/2014 16.00,"2,6","3,0","3,7","16,1","3,1",,,
21/01/2014 17.00,"2,4","3,2","3,8",,"3,1",,,
21/01/2014 18.00,"2,1","4,3","4,8","11,2","4,5",,,
21/01/2014 19.00,"2,3","6,5","7,2",,"4,6",,,
21/01/2014 20.00,"2,1","4,5","4,9","11,5","7,0",,,
21/01/2014 21.00,"2,3","3,6","3,8",,"5,6",,,
21/01/2014 22.00,"2,2","4,2","4,5",,"3,1",,,
21/01/2014 23.00,"2,2","4,1","4,6",,"8,1",,,
22/01/2014 0.00,"1,9","4,5","5,2","16,6","7,6",,,
22/01/2014 1.00,"2,2",,,,"7,4",,,
22/01/2014 2.00,,"4,5","5,4","14,2","4,1",,,
22/01/2014 3.00,"1,6","4,9","5,6",,"3,4",,,
22/01/2014 4.00,"2,0","4,4","5,4","13,9","2,8",,,
22/01/2014 5.00,"2,4","7,1","9,0",,"0,7",,,
22/01/2014 6.00,"2,3","9,1","11,4","8,8","0,9",,,
22/01/2014 7.00,"2,1","9,9","12,5",,"3,3",,,
22/01/2014 8.00,"2,1","12,2","15,2","4,9","2,5",,,
22/01/2014 9.00,"2,3","15,4","18,6",,"8,4",,,
22/01/2014 10.00,"2,0","18,2","23,3","7,3","5,9",,,
22/01/2014 11.00,"1,8","9,7","12,2",,"9,1",,,
22/01/2014 12.00,"1,5","8,7","10,7","14,7","5,9",,,
22/01/2014 13.00,"2,1","5,8","7,8",,"4,0",,,
22/01/2014 14.00,"1,8","4,1","5,5","8,8","2,8",,,
22/01/2014 15.00,"1,1","4,8","6,1",,"1,0",,,
22/01/2014 16.00,"1,6","7,7","8,9","6,8","3,3",,,
22/01/2014 17.00,"1,7","10,8","12,4",,"3,1",,,
22/01/2014 18.00,"2,0","14,4","17,1","5,6","4,2",,,
22/01/2014 19.00,"1,8","26,8","33,8",,"3,7",,,
22/01/2014 20.00,"1,7","11,4","13,4","7,8","7,5",,,
22/01/2014 21.00,"1,6","21,6","25,6",,"7,9",,,
22/01/2014 22.00,"1,6","26,9","34,3","17,8","10,9",,,
22/01/2014 23.00,"1,4","17,5","23,3",,"12,3",,,
23/01/2014 0.00,"1,3","11,9","16,6","17,6","14,3",,,
23/01/2014 1.00,"1,4","8,3","10,8",,,,,
23/01/2014 2.00,"1,7","8,7","10,6","16,1",,,,
23/01/2014 3.00,"1,6","9,4","12,4",,,,,
23/01/2014 4.00,"1,2","15,9","20,7","11,5",,,,
23/01/2014 5.00,"1,5","10,5","15,1",,,,,
23/01/2014 6.00,"1,6","11,2","16,6","18,1",,,,
23/01/2014 7.00,"1,3","28,9","57,2",,,,,
23/01/2014 8.00,"1,8","17,7","29,3","19,5",,,,
23/01/2014 9.00,"2,2","34,6","144,9",,,,,
23/01/2014 10.00,"2,0","36,6","103,6","14,4",,,,
23/01/2014 11.00,"1,6","25,1","43,5",,,,,
23/01/2014 12.00,"1,9","12,9","19,6","26,6",,,,
23/01/2014 13.00,"1,4","8,3","11,2",,,,,
23/01/2014 14.00,"1,5","8,8","13,7",,,,,
23/01/2014 15.00,"1,9","8,8","14,5",,,,,
23/01/2014 16.00,"1,8","9,5","12,9",,,,,
23/01/2014 17.00,"1,9","14,9","18,2",,,,,
23/01/2014 18.00,"2,3","28,7","37,1","20,8",,,,
23/01/2014 19.00,"2,0","25,6","38,7",,,,,
23/01/2014 20.00,"2,1","32,4","68,0","40,5",,,,
23/01/2014 21.00,"3,3","66,8","135,3",,,,,
23/01/2014 22.00,"3,3","45,5","64,6","55,7",,,,
23/01/2014 23.00,"3,2","41,1","55,3",,,,,
24/01/2014 0.00,"3,0","25,4","32,7","99,6",,,,
24/01/2014 1.00,"2,8",,,,"42,1",,,
24/01/2014 2.00,,"10,1","12,9","90,4","30,9",,,
24/01/2014 3.00,"2,7","7,6","9,7",,"24,7",,,
24/01/2014 4.00,"2,8","5,6","7,8","70,3","15,3",,,
24/01/2014 5.00,"2,4","6,5","10,4",,"9,1",,,
24/01/2014 6.00,"2,5","5,9","9,1","48,6","7,7",,,
24/01/2014 7.00,"2,4","5,0","6,4",,"5,9",,,
24/01/2014 8.00,"2,4","7,4","9,0","41,8","6,7",,,
24/01/2014 9.00,"2,6","10,7","12,2",,"4,4",,,
24/01/2014 10.00,"2,3","15,1","17,6","27,8","4,3",,,
24/01/2014 11.00,"2,9","13,1","15,8",,"9,6",,,
24/01/2014 12.00,"2,9","7,0","9,1","21,2","11,6",,,
24/01/2014 13.00,"4,7","6,2","8,1",,"6,3",,,
24/01/2014 14.00,"4,2","9,8","12,6","12,5","9,7",,,
24/01/2014 15.00,"3,8","10,4","13,3",,"13,3",,,
24/01/2014 16.00,"4,3","11,7","14,5","17,1","19,4",,,
24/01/2014 17.00,"4,4","13,1","16,4",,"14,8",,,
24/01/2014 18.00,"4,6","14,6","17,9","22,2","13,2",,,
24/01/2014 19.00,"4,5","23,8","29,3",,"33,3",,,
24/01/2014 20.00,"3,5","17,7","23,4","17,1","56,2",,,
24/01/2014 21.00,"4,0","38,7","51,1",,"39,7",,,
24/01/2014 22.00,"4,3","53,2","76,9","38,3","46,3",,,
24/01/2014 23.00,"4,5","56,5","93,5",,"102,9",,,
25/01/2014 0.00,"3,5","15,8","24,7","56,9","87,1",,,
25/01/2014 1.00,"3,6","10,3","16,2",,"15,1",,,
25/01/2014 2.00,"3,5","13,2","19,1","55,9","6,6",,,
25/01/2014 3.00,"3,9","12,7","21,1",,"9,7",,,
25/01/2014 4.00,"3,7","12,2","21,7","35,2","12,2",,,
25/01/2014 5.00,"4,0","12,3","20,7",,"7,2",,,
25/01/2014 6.00,"3,7","8,2","13,4","18,6","4,7",,,
25/01/2014 7.00,"3,5","22,0","37,6",,"8,7",,,
25/01/2014 8.00,"3,6","34,6","67,0","15,4","4,1",,,
25/01/2014 9.00,"3,4","27,1","40,7",,"6,6",,,
25/01/2014 10.00,"2,7","35,6","70,1","9,0","6,4",,,
25/01/2014 11.00,"3,5","10,1","19,2",,"7,4",,,
25/01/2014 12.00,"3,9","7,5","14,6","10,7","5,9",,,
25/01/2014 13.00,"3,3","6,6","11,3",,"5,5",,,
25/01/2014 14.00,"3,2","5,4","8,4","9,8","3,7",,,
25/01/2014 15.00,"3,4","5,0","8,3",,"4,0",,,
25/01/2014 16.00,"3,3","5,3","8,4","5,6","6,4",,,
25/01/2014 17.00,"3,3","6,0","9,9",,"4,6",,,
25/01/2014 18.00,"3,6","7,7","14,2","7,6","4,0",,,
25/01/2014 19.00,"3,1","12,1","20,7",,"8,7",,,
25/01/2014 20.00,"3,8","11,0","17,2","9,0","5,3",,,
25/01/2014 21.00,"3,1","10,4","16,0",,"5,2",,,
25/01/2014 22.00,"3,8","3,4","5,1","10,0","5,2",,,
25/01/2014 23.00,"4,3","5,2","7,3",,"8,5",,,
26/01/2014 0.00,"4,6","3,8","5,1","10,7","4,9",,,
26/01/2014 1.00,"5,2",,,,"6,1",,,
26/01/2014 2.00,,"3,3","4,2","9,0","5,5",,,
26/01/2014 3.00,"5,5","3,1","4,2",,"12,0",,,
26/01/2014 4.00,"5,7","3,0","3,9","12,5","10,5",,,
26/01/2014 5.00,"5,5","2,2","2,9",,"7,4",,,
26/01/2014 6.00,"4,7","2,1","3,0","9,3","5,6",,,
26/01/2014 7.00,"4,4","2,0","2,8",,"2,8",,,
26/01/2014 8.00,"4,3","2,0","2,8","10,5","1,5",,,
26/01/2014 9.00,"4,4","3,3","5,0",,"7,2",,,
26/01/2014 10.00,"3,9","3,2","5,5","11,5","12,1",,,
26/01/2014 11.00,"4,0","2,4","4,2",,"9,3",,,
26/01/2014 12.00,"3,9","2,1","3,4","11,2","5,9",,,
26/01/2014 13.00,"3,9","1,9","3,7",,"8,2",,,
26/01/2014 14.00,"3,6","2,4","4,1","13,9","7,4",,,
26/01/2014 15.00,"3,4","2,2","3,7",,"6,3",,,
26/01/2014 16.00,"3,8","2,0","3,1","15,1","3,7",,,
26/01/2014 17.00,"3,5","2,3","3,7",,"6,3",,,
26/01/2014 18.00,"3,0","2,9","4,1","11,7","6,7",,,
26/01/2014 19.00,"3,1","3,4","5,0",,"4,8",,,
26/01/2014 20.00,"3,1","3,1","4,3","11,2","7,3",,,
26/01/2014 21.00,"5,3","5,9","7,0",,"7,6",,,
26/01/2014 22.00,"5,5","6,0","7,6","10,3","3,8",,,
26/01/2014 23.00,"6,1","5,7","6,7",,"4,6",,,
27/01/2014 0.00,"5,1","3,4","4,6","10,5","3,7",,,
27/01/2014 1.00,"5,4","2,1","3,1",,,,,
27/01/2014 2.00,"6,8","3,6","5,0","16,1",,,,
27/01/2014 3.00,"8,0","3,6","4,7",,,,,
27/01/2014 4.00,"6,7","3,9","5,2","12,0",,,,
27/01/2014 5.00,"4,6","4,4","6,3",,,,,
27/01/2014 6.00,"4,2","6,9","10,2","11,0",,,,
27/01/2014 7.00,"3,3","17,3","22,3",,,,,
27/01/2014 8.00,"2,6","29,6","37,6","20,0",,,,
27/01/2014 9.00,"2,8","36,9","54,6",,,,,
27/01/2014 10.00,"3,4","29,2","47,2","17,6",,,,
27/01/2014 11.00,"3,8","13,4","20,8",,,,,
27/01/2014 12.00,"3,8","10,9","16,6","19,3",,,,
27/01/2014 13.00,"3,9","8,5","13,2",,,,,
27/01/2014 14.00,"4,2","5,7","9,1","15,9",,,,
27/01/2014 15.00,"4,2","5,4","9,3",,,,,
27/01/2014 16.00,"4,6","6,7","12,5","14,9",,,,
27/01/2014 17.00,"4,1","8,8","16,1",,,,,
27/01/2014 18.00,"5,3","17,8","25,5","8,3",,,,
27/01/2014 19.00,"4,7","39,5","51,0",,,,,
27/01/2014 20.00,"5,0","62,6","94,1","17,6",,,,
27/01/2014 21.00,"5,2","64,1","97,0",,,,,
27/01/2014 22.00,"5,0","61,1","85,4","68,4",,,,
27/01/2014 23.00,"4,6","46,6","62,6",,,,,
28/01/2014 0.00,"4,5","26,5","33,5","98,2",,,,
28/01/2014 1.00,"4,4",,,,"43,2",,,
28/01/2014 2.00,,"13,0","16,3","86,0","25,9",,,
28/01/2014 3.00,"4,1","7,3","9,6",,"15,1",,,
28/01/2014 4.00,"3,6","9,3","15,8","58,9","15,3",,,
28/01/2014 5.00,"4,0","8,0","13,1",,"9,1",,,
28/01/2014 6.00,"3,7","4,1","6,0","36,6","6,2",,,
28/01/2014 7.00,"3,7","6,3","9,2",,"4,0",,,
28/01/2014 8.00,"3,9","8,1","9,8","21,5","2,4",,,
28/01/2014 9.00,"3,8","14,3","16,7",,"9,9",,,
28/01/2014 10.00,"3,8","18,9","21,9","11,7","11,9",,,
28/01/2014 11.00,"3,8","20,5","24,6",,"7,8",,,
28/01/2014 12.00,"3,9","18,1","23,2","9,3","18,9",,,
28/01/2014 13.00,"4,4","15,1","20,8",,"16,9",,,
28/01/2014 14.00,"4,3","13,3","19,3","13,4","21,0",,,
28/01/2014 15.00,"4,5","7,7","13,7",,"13,5",,,
28/01/2014 16.00,"4,5","8,7","15,9","14,2","12,9",,,
28/01/2014 17.00,"4,8","6,4","10,3",,"12,0",,,
28/01/2014 18.00,"4,7","11,0","17,0","10,5","13,1",,,
28/01/2014 19.00,"4,0","23,7","32,1",,"8,4",,,
28/01/2014 20.00,"3,7","23,2","32,8","9,5","8,3",,,
28/01/2014 21.00,"3,5","25,4","34,4",,"14,2",,,
28/01/2014 22.00,"3,6","24,0","33,8","14,4","12,6",,,
28/01/2014 23.00,"3,9","18,7","26,1",,"22,9",,,
29/01/2014 0.00,"3,5","10,2","15,1","14,7","21,2",,,
29/01/2014 1.00,"3,2","11,1","16,9",,,,,
29/01/2014 2.00,"3,5","16,7","23,5","22,2",,,,
29/01/2014 3.00,"3,5","19,5","27,1",,,,,
29/01/2014 4.00,"3,2","12,2","19,1","21,0",,,,
29/01/2014 5.00,"3,0","12,3","18,8",,,,,
29/01/2014 6.00,"3,0","14,9","22,0","19,8",,,,
29/01/2014 7.00,"3,1","24,3","37,5",,,,,
29/01/2014 8.00,"3,3","29,7","58,4","22,2",,,,
29/01/2014 9.00,"3,6","37,0","109,0",,,,,
29/01/2014 10.00,"3,4","41,3","93,0","17,8",,,,
29/01/2014 11.00,"3,5","18,9","28,4",,,,,
29/01/2014 12.00,"5,7","13,4","18,8","29,8",,,,
29/01/2014 13.00,"5,3","9,8","13,5",,,,,
29/01/2014 14.00,"1,9","5,4","7,5","20,0",,,,
29/01/2014 15.00,"0,7","5,5","7,6",,,,,
29/01/2014 16.00,"0,9","4,5","6,1","12,2",,,,
29/01/2014 17.00,"1,1","5,4","7,2",,,,,
29/01/2014 18.00,"1,6","10,3","13,8","9,3",,,,
29/01/2014 19.00,"2,6","50,9","64,5",,,,,
29/01/2014 20.00,"2,7","70,1","96,9","10,0",,,,
29/01/2014 21.00,"2,6","65,2","86,8",,,,,
29/01/2014 22.00,"2,1","68,1","98,4","73,7",,,,
29/01/2014 23.00,"2,5","52,2","69,8",,,,,
30/01/2014 0.00,"2,3","39,7","51,1","97,2",,,,
30/01/2014 1.00,"2,0",,,,"65,8",,,
30/01/2014 2.00,,"17,6","21,7","101,6","47,0",,,
30/01/2014 3.00,"1,1","10,1","13,0",,"21,9",,,
30/01/2014 4.00,"1,1","5,8","8,4","77,4","20,0",,,
30/01/2014 5.00,"1,0","2,3","3,8",,"7,8",,,
30/01/2014 6.00,"0,9","2,4","3,5","44,4","6,5",,,
30/01/2014 7.00,"0,9","2,9","4,1",,"5,8",,,
30/01/2014 8.00,"1,0","5,3","6,5","27,1","4,9",,,
30/01/2014 9.00,"0,7","9,2","11,3",,"6,1",,,
30/01/2014 10.00,"0,9","10,8","13,2","14,9","7,0",,,
30/01/2014 11.00,"1,1","9,7","12,5",,"5,6",,,
30/01/2014 12.00,"1,0","8,5","11,5","16,6","10,5",,,
30/01/2014 13.00,"1,0","6,5","8,9",,"12,8",,,
30/01/2014 14.00,"0,9","6,7","9,3","15,1","10,5",,,
30/01/2014 15.00,"1,0","9,0","11,9",,"14,5",,,
30/01/2014 16.00,"1,2","9,4","12,4","19,8","15,0",,,
30/01/2014 17.00,"1,2","7,5","9,9",,"17,0",,,
30/01/2014 18.00,"1,2","10,0","12,8","22,5","18,6",,,
30/01/2014 19.00,"1,0","10,6","13,4",,"19,5",,,
30/01/2014 20.00,"1,4","12,0","14,6","23,0","20,8",,,
30/01/2014 21.00,"1,1","11,3","14,0",,"21,4",,,
30/01/2014 22.00,"1,1","10,0","12,6","28,3","20,0",,,
30/01/2014 23.00,"1,0","8,1","10,1",,"20,0",,,
31/01/2014 0.00,"1,0","6,0","7,9","35,4","17,3",,,
31/01/2014 1.00,"1,0","3,7","5,1",,"16,3",,,
31/01/2014 2.00,"1,1","2,1","3,1","30,0","10,9",,,
31/01/2014 3.00,"1,3","2,3","3,5",,"9,8",,,
31/01/2014 4.00,"1,5","2,8","4,0","27,8","8,0",,,
31/01/2014 5.00,"1,3","1,7","2,5",,"12,1",,,
31/01/2014 6.00,"1,3","1,9","2,8","21,5","7,8",,,
31/01/2014 7.00,"0,9","1,8","2,6",,"10,6",,,
31/01/2014 8.00,"1,4","3,6","4,8","20,5","10,7",,,
31/01/2014 9.00,"1,5","5,4","6,7",,"7,8",,,
31/01/2014 10.00,"1,4","8,6","10,8","19,5","9,1",,,
31/01/2014 11.00,"1,8","7,4","9,7",,"10,1",,,
31/01/2014 12.00,"1,7","6,1","8,6","20,8","8,3",,,
31/01/2014 13.00,"1,5","4,9","6,8",,"11,8",,,
31/01/2014 14.00,"1,4","4,8","7,0","16,1","17,2",,,
31/01/2014 15.00,"1,3","5,5","7,5",,"12,5",,,
31/01/2014 16.00,"0,9","5,0","7,3","17,8",,,,
31/01/2014 17.00,"1,2","4,6","6,7",,,,,
31/01/2014 18.00,"1,2","7,6","10,1",,,,,
31/01/2014 19.00,"1,1","8,0","10,1",,"21,1",,,
31/01/2014 20.00,"1,3","9,6","12,1","24,7","20,2",,,
31/01/2014 21.00,"1,2","10,7","13,5",,"22,5",,,
31/01/2014 22.00,"1,2","10,7","13,5","28,8","16,2",,,
31/01/2014 23.00,"0,9","8,5","11,7",,"22,6",,,
01/02/2014 0.00,"0,7","5,6","7,2","28,1","18,0",,,
01/02/2014 1.00,"0,7",,,,"21,0",,,
01/02/2014 2.00,,"3,1","4,3","34,2","12,9",,,
01/02/2014 3.00,"0,8","2,4","3,4",,"12,8",,,
01/02/2014 4.00,"1,2","2,2","3,2","34,9","11,1",,,
01/02/2014 5.00,"0,8","1,6","2,4",,"12,2",,,
01/02/2014 6.00,"0,8","1,4","2,3","26,9","11,1",,,
01/02/2014 7.00,"0,9","1,9","2,9",,"9,6",,,
01/02/2014 8.00,"0,7","3,3","4,6","19,5","10,7",,,
01/02/2014 9.00,"0,5","6,1","7,9",,"10,7",,,
01/02/2014 10.00,"0,3","9,3","11,8","27,1","12,2",,,
01/02/2014 11.00,"0,8","12,8","16,7",,"14,8",,,
01/02/2014 12.00,"1,3","9,7","12,4","24,7","17,9",,,
01/02/2014 13.00,"0,8","7,4","9,8",,"17,8",,,
01/02/2014 14.00,"1,0","6,3","8,9","28,8","23,6",,,
01/02/2014 15.00,"0,8","5,9","8,3",,"20,9",,,
01/02/2014 16.00,"0,9","4,4","6,4","28,6","15,2",,,
01/02/2014 17.00,,"6,6","8,8",,"18,2",,,
01/02/2014 18.00,"1,6","7,5","9,5","25,2","21,6",,,
01/02/2014 19.00,"1,1","8,0","10,4",,"20,2",,,
01/02/2014 20.00,"1,0","9,7","12,1","31,0","18,1",,,
01/02/2014 21.00,"1,2","9,1","11,7",,"21,3",,,
01/02/2014 22.00,"0,9","9,1","12,0","28,6","18,8",,,
01/02/2014 23.00,"1,3","6,1","9,0",,"16,6",,,
02/02/2014 0.00,"1,1","3,7","7,0","23,7","14,2",,,
02/02/2014 1.00,"0,8","4,0","7,4",,"10,0",,,
02/02/2014 2.00,"1,6","6,3","14,0","24,7","10,4",,,
02/02/2014 3.00,"1,5","8,2","17,1",,"8,9",,,
02/02/2014 4.00,"1,5","4,6","12,6","15,1","12,1",,,
02/02/2014 5.00,"1,6","5,4","12,9",,"10,8",,,
02/02/2014 6.00,"1,6","3,1","7,5","19,0","7,8",,,
02/02/2014 7.00,"1,3","2,4","4,7",,"5,6",,,
02/02/2014 8.00,"1,0","1,8","2,7","18,3","6,1",,,
02/02/2014 9.00,"1,5","2,6","4,3",,"8,2",,,
02/02/2014 10.00,"1,5","3,4","5,0","10,5","9,7",,,
02/02/2014 11.00,"1,7","3,5","5,4",,"9,8",,,
02/02/2014 12.00,"1,3","3,8","5,9","13,4","9,8",,,
02/02/2014 13.00,"1,7","3,9","6,1",,"10,8",,,
02/02/2014 14.00,"1,2","3,7","6,0","12,0","10,9",,,
02/02/2014 15.00,"1,1","2,9","4,6",,"16,3",,,
02/02/2014 16.00,"0,9","3,1","4,8","15,4","9,2",,,
02/02/2014 17.00,"1,3","3,7","5,7",,"9,8",,,
02/02/2014 18.00,"1,3","4,2","6,1","16,1","16,2",,,
02/02/2014 19.00,"1,6","5,8","7,8",,"12,4",,,
02/02/2014 20.00,"1,3","8,6","11,3","14,9","17,2",,,
02/02/2014 21.00,"1,5","12,2","15,7",,"25,9",,,
02/02/2014 22.00,"1,1","11,2","15,1","23,4","30,1",,,
02/02/2014 23.00,"1,4","9,5","12,7",,"31,8",,,
03/02/2014 0.00,"1,5","8,4","12,1","28,8","21,3",,,
03/02/2014 1.00,"1,2",,,,"18,2",,,
03/02/2014 2.00,,"5,0","6,7","30,8","6,3",,,
03/02/2014 3.00,"0,9","3,9","5,5",,"4,9",,,
03/02/2014 4.00,"1,2","4,1","6,7","19,5","4,3",,,
03/02/2014 5.00,"1,1","4,4","8,6",,"9,6",,,
03/02/2014 6.00,"0,9","3,9","6,8","13,7","12,1",,,
03/02/2014 7.00,"1,1","8,6","13,5",,"7,3",,,
03/02/2014 8.00,"0,9","5,0","8,7","8,5","12,1",,,
03/02/2014 9.00,"1,0","10,6","18,1",,"13,4",,,
03/02/2014 10.00,"1,1","18,1","28,0","13,7","17,3",,,
03/02/2014 11.00,"1,4","14,3","25,6",,"23,0",,,
03/02/2014 12.00,"1,4","6,4","10,3","17,3","26,2",,,
03/02/2014 13.00,"1,5","10,8","14,9",,"10,2",,,
03/02/2014 14.00,"0,9","6,0","9,1","21,5","17,7",,,
03/02/2014 15.00,"1,2","7,0","10,2",,"9,9",,,
03/02/2014 16.00,"1,6","6,7","9,5","16,1","19,4",,,
03/02/2014 17.00,"1,4","10,8","13,7",,"17,0",,,
03/02/2014 18.00,"1,5","9,2","12,2","22,0","19,5",,,
03/02/2014 19.00,"2,6","14,7","18,7",,"21,6",,,
03/02/2014 20.00,"2,0","21,5","26,6","22,0","27,8",,,
03/02/2014 21.00,"2,1","29,4","37,5",,"38,4",,,
03/02/2014 22.00,"1,5","30,2","40,5","29,8","63,2",,,
03/02/2014 23.00,"1,8","16,9","22,0",,"64,9",,,
04/02/2014 0.00,"1,7","8,9","11,2","56,4","38,5",,,
04/02/2014 1.00,"1,1","3,9","5,4",,"14,5",,,
04/02/2014 2.00,"0,8","3,1","4,4","44,4","9,1",,,
04/02/2014 3.00,"0,9","2,2","3,4",,"7,7",,,
04/02/2014 4.00,"1,0","1,7","2,6","26,6","5,0",,,
04/02/2014 5.00,"1,1","1,8","2,7",,"7,2",,,
04/02/2014 6.00,"0,9","1,2","2,1","14,9","5,9",,,
04/02/2014 7.00,"0,5","1,7","2,7",,"6,1",,,
04/02/2014 8.00,"0,7","2,2","3,0","12,7","8,5",,,
04/02/2014 9.00,"0,7","2,8","4,0",,"6,5",,,
04/02/2014 10.00,"0,6","7,5","10,0","7,8","5,3",,,
04/02/2014 11.00,"1,0","17,9","21,7",,"7,5",,,
04/02/2014 12.00,"1,0","16,0","19,8","7,1","9,7",,,
04/02/2014 13.00,"0,8","19,5","26,9",,"9,5",,,
04/02/2014 14.00,"1,0","10,3","15,5","14,7","14,5",,,
04/02/2014 15.00,"0,8","9,2","13,3",,"12,0",,,
04/02/2014 16.00,"0,9","4,8","7,5","20,8","13,4",,,
04/02/2014 17.00,"1,3","5,6","7,8",,"15,8",,,
04/02/2014 18.00,"1,5","8,8","11,4","16,8","14,7",,,
04/02/2014 19.00,"1,4","19,3","23,2",,"14,4",,,
04/02/2014 20.00,"2,0","29,3","36,2","10,3","37,8",,,
04/02/2014 21.00,"1,5","36,6","45,9",,"56,7",,,
04/02/2014 22.00,"2,0","41,4","53,0","37,9","67,2",,,
04/02/2014 23.00,"2,0","37,4","46,9",,"63,5",,,
05/02/2014 0.00,"1,3","19,7","24,3","61,1","52,2",,,
05/02/2014 1.00,"1,5",,,,"30,9",,,
05/02/2014 2.00,,"7,2","9,2","54,5","18,0",,,
