Stat,MONOPOLI,,,,,
,,,,,,,
Parm,NO2,NOX,CO,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,Aver,,Aver
,,,,,,
,,,,,,,
,,,,,,,
10/12/2014 5.00,"3,4","8,2","1,2",,"2,9","8,3"
10/12/2014 6.00,"4,1","8,4","1,2","7,3","3,0","8,3"
10/12/2014 7.00,"7,2","13,6","1,1",,"3,0","8,3"
10/12/2014 8.00,"8,5","16,0","1,3","12,5","3,1","8,3"
10/12/2014 9.00,"7,7","15,1","1,3",,"2,9","8,3"
10/12/2014 10.00,"5,9","13,5","1,1","33,0","2,9","8,3"
10/12/2014 11.00,"6,3","15,7","1,1",,"2,7","8,3"
10/12/2014 12.00,"4,2","11,1","1,0","18,1","2,8","8,3"
10/12/2014 13.00,"6,0","13,6","1,0",,"2,9","8,3"
10/12/2014 14.00,"6,6","13,9","1,0","11,5","2,8","8,3"
10/12/2014 15.00,"6,3","12,4","1,0",,"2,8","8,3"
10/12/2014 16.00,"8,8","17,6","1,1","6,6","3,0","8,3"
10/12/2014 17.00,"12,0","19,3","1,1",,"3,1","8,3"
10/12/2014 18.00,"25,8","44,8","1,1","4,6","2,7","8,3"
10/12/2014 19.00,"41,2","73,9","1,2",,"2,9","8,3"
10/12/2014 20.00,"31,8","49,9","1,1","18,1","3,3","8,3"
10/12/2014 21.00,"25,3","40,4","1,1",,"2,9","8,3"
10/12/2014 22.00,"17,6","26,3","1,0","20,8","2,8","8,3"
10/12/2014 23.00,"12,4","18,2","1,0",,"2,6","8,3"
11/12/2014 0.00,"9,0","14,2","1,0","25,2","2,5","8,3"
11/12/2014 1.00,"7,1","11,5","0,9",,"2,9","14,6"
11/12/2014 2.00,"6,8","13,0","0,9","16,8","2,4","14,6"
11/12/2014 3.00,"2,3","5,7","0,9",,"2,4","14,6"
11/12/2014 4.00,"2,6","6,8","0,9","11,2","2,3","14,6"
11/12/2014 5.00,"7,2","11,9","1,0",,"2,6","14,6"
11/12/2014 6.00,"10,3","17,1","1,0","7,6","2,3","14,6"
11/12/2014 7.00,"13,5","23,3","1,0",,"2,3","14,6"
11/12/2014 8.00,"24,1","43,5","1,1","7,1","2,2","14,6"
11/12/2014 9.00,"32,8","65,3","1,2",,"2,2","14,6"
11/12/2014 10.00,"30,9","55,8","1,1","25,2","2,0","14,6"
11/12/2014 11.00,"25,6","45,0","1,1",,"2,2","14,6"
11/12/2014 12.00,"27,1","46,5","1,1","17,6","2,3","14,6"
11/12/2014 13.00,"20,4","34,3","1,1",,"2,3","14,6"
11/12/2014 14.00,"19,5","32,6","1,2","10,7","2,5","14,6"
11/12/2014 15.00,"18,5","29,9","1,2",,"2,3","14,6"
11/12/2014 16.00,"31,9","51,5","1,2","7,6","2,4","14,6"
11/12/2014 17.00,"33,3","50,1","1,2",,"2,6","14,6"
11/12/2014 18.00,"37,5","62,2","1,2","5,9","2,3","14,6"
11/12/2014 19.00,"35,9","54,2","1,1",,"2,4","14,6"
11/12/2014 20.00,"44,6","65,5","1,2","4,6","2,5","14,6"
11/12/2014 21.00,"33,0","45,8","1,1",,"2,6","14,6"
11/12/2014 22.00,"21,1","29,1","1,1","13,2","2,2","14,6"
11/12/2014 23.00,"15,8","21,5","1,1",,"2,3","14,6"
12/12/2014 0.00,"10,3","15,6","1,0","23,2","2,0","14,6"
12/12/2014 1.00,"6,5","11,8","1,0",,"1,9","17,0"
12/12/2014 2.00,"5,2","10,0","1,0","15,4","2,1","17,0"
12/12/2014 3.00,"4,8","8,9","0,9",,"1,9","17,0"
12/12/2014 4.00,"5,6","9,8",,"10,0","1,9","17,0"
12/12/2014 5.00,"20,1","27,0","1,0",,"1,9","17,0"
12/12/2014 6.00,"16,6","23,4","1,0","7,1","2,0","17,0"
12/12/2014 7.00,"20,0","30,9","0,9",,"2,0","17,0"
12/12/2014 8.00,"18,9","32,9","1,0","9,8","2,1","17,0"
12/12/2014 9.00,"39,0","70,9","1,1",,"2,5","17,0"
12/12/2014 10.00,"31,9","52,9","0,9","19,0","2,6","17,0"
12/12/2014 11.00,"26,0","45,1","0,7",,"2,4","17,0"
12/12/2014 12.00,"18,3","33,2","0,7","31,7","2,3","17,0"
12/12/2014 13.00,"15,5","28,5","0,7",,"2,1","17,0"
12/12/2014 14.00,"13,2","22,8","0,6","28,3","2,4","17,0"
12/12/2014 15.00,"17,0","26,0","0,5",,"2,2","17,0"
12/12/2014 16.00,"22,5","33,1","0,5","15,1","2,4","17,0"
12/12/2014 17.00,"15,2","22,6","0,4",,"2,4","17,0"
12/12/2014 18.00,"22,4","30,8","0,6","8,5","2,4","17,0"
12/12/2014 19.00,"38,2","62,2","0,8",,"2,4","17,0"
12/12/2014 20.00,"48,5","79,8","1,0","13,9","2,6","17,0"
12/12/2014 21.00,"54,3","95,1","1,1",,"3,1","17,0"
12/12/2014 22.00,"40,5","57,0","1,0","32,2","3,2","17,0"
12/12/2014 23.00,"29,0","39,2","1,1",,"3,2","17,0"
13/12/2014 0.00,"16,9","23,1","1,0","30,8","3,2","17,0"
13/12/2014 1.00,"13,2","18,2","1,0",,"2,9","30,2"
13/12/2014 2.00,"13,8","18,8","0,9","31,3","2,9","30,2"
13/12/2014 3.00,"15,9","23,0","0,8",,"3,0","30,2"
13/12/2014 4.00,"10,3","17,1","0,7","17,8","2,3","30,2"
13/12/2014 5.00,"7,7","12,5","0,7",,"1,9","30,2"
13/12/2014 6.00,"19,6","28,9","0,7","12,0","1,8","30,2"
13/12/2014 7.00,"23,9","34,7","0,6",,"2,0","30,2"
13/12/2014 8.00,"43,2","91,9","0,9","19,3","2,0","30,2"
13/12/2014 9.00,"59,2","136,7","1,4",,"3,5","30,2"
13/12/2014 10.00,"62,4","144,6","1,8","37,1","3,7","30,2"
13/12/2014 11.00,"42,2","73,1","1,6",,"3,7","30,2"
13/12/2014 12.00,"22,9","36,3","1,2","20,3","2,6","30,2"
13/12/2014 13.00,"18,3","29,8","1,1",,"1,8","30,2"
13/12/2014 14.00,"20,9","33,9","0,8","18,3","1,9","30,2"
13/12/2014 15.00,"19,3","32,3","0,6",,"1,9","30,2"
13/12/2014 16.00,"41,4","70,4","0,7","10,3","2,2","30,2"
13/12/2014 17.00,"80,9","157,5","1,0",,"3,1","30,2"
13/12/2014 18.00,"68,8","148,9","1,2","7,3","4,3","30,2"
13/12/2014 19.00,"95,9","329,3","1,8",,"4,3","30,2"
13/12/2014 20.00,"107,0","306,7","2,2","22,0","4,9","30,2"
13/12/2014 21.00,"129,8","450,0","2,9",,"6,0","30,2"
13/12/2014 22.00,"98,7","221,2","2,0","49,3","6,0","30,2"
13/12/2014 23.00,"51,9","79,6","1,7",,"4,8","30,2"
14/12/2014 0.00,"27,9","35,8","1,4","68,9","4,1","30,2"
14/12/2014 1.00,"14,3","19,3","1,1",,"3,1","26,2"
14/12/2014 2.00,"7,4","11,0","0,9","42,7","2,5","26,2"
14/12/2014 3.00,"6,0","10,4","0,8",,"2,4","26,2"
14/12/2014 4.00,"4,2","7,9",,"26,9","2,3","26,2"
14/12/2014 5.00,"7,0","14,5","0,8",,"2,2","26,2"
14/12/2014 6.00,"5,6","9,6","0,8","15,4","2,2","26,2"
14/12/2014 7.00,"8,6","13,1","0,8",,"2,5","26,2"
14/12/2014 8.00,"14,1","20,6","0,9","21,0","2,4","26,2"
14/12/2014 9.00,"22,8","37,2","1,4",,"2,6","26,2"
14/12/2014 10.00,"34,4","59,8","1,6","24,4","2,7","26,2"
14/12/2014 11.00,"19,5","30,0","1,5",,"2,7","26,2"
14/12/2014 12.00,"16,5","27,6","1,4","27,4","2,7","26,2"
14/12/2014 13.00,"12,1","19,3","1,0",,"2,6","26,2"
14/12/2014 14.00,"10,1","17,5","0,5","15,6","2,6","26,2"
14/12/2014 15.00,"6,2","11,3","0,3",,"2,4","26,2"
14/12/2014 16.00,"18,0","24,9","0,3","8,8","2,5","26,2"
14/12/2014 17.00,"56,2","79,4","0,6",,"3,3","26,2"
14/12/2014 18.00,"69,4","113,0","0,7","5,4","3,8","26,2"
14/12/2014 19.00,"59,4","104,4","0,9",,"4,3","26,2"
14/12/2014 20.00,"50,9","82,5","0,9","33,9","4,8","26,2"
14/12/2014 21.00,"34,9","47,4","0,9",,"4,3","26,2"
14/12/2014 22.00,"33,3","45,4","0,9","37,6","4,3","26,2"
14/12/2014 23.00,"59,0","99,5","1,0",,"4,0","26,2"
15/12/2014 0.00,"43,8","60,4","0,9","38,6","3,9","26,2"
15/12/2014 1.00,"47,7","77,4","0,9",,"3,3","23,7"
15/12/2014 2.00,"33,0","48,2","0,8","36,9","3,3","23,7"
15/12/2014 3.00,"14,6","18,8","0,7",,"3,1","23,7"
15/12/2014 4.00,"10,7","15,0","0,7","20,8","2,4","23,7"
15/12/2014 5.00,"25,0","37,2","0,8",,"2,5","23,7"
15/12/2014 6.00,"42,8","72,1","0,9","14,2","2,4","23,7"
15/12/2014 7.00,"64,7","158,8","1,1",,"2,6","23,7"
15/12/2014 8.00,"83,6","295,9","1,4","25,2","4,2","23,7"
15/12/2014 9.00,"107,1","442,1","1,9",,"4,9","23,7"
15/12/2014 10.00,"86,1","263,8","1,4","42,7","6,1","23,7"
15/12/2014 11.00,"49,2","65,4","0,5",,"4,8","23,7"
15/12/2014 12.00,"21,8","25,8","0,3","51,0","2,9","23,7"
15/12/2014 13.00,"27,3","36,8","0,4",,"2,7","23,7"
15/12/2014 14.00,"34,6","49,7","0,6","27,4","3,0","23,7"
15/12/2014 15.00,"29,3","41,0","0,6",,"3,2","23,7"
15/12/2014 16.00,"36,2","60,2","0,5","15,6","2,8","23,7"
15/12/2014 17.00,"83,8","172,3","0,9",,"3,1","23,7"
15/12/2014 18.00,"79,3","176,6","1,1","17,1","4,1","23,7"
15/12/2014 19.00,"74,3","150,0","1,2",,"4,8","23,7"
15/12/2014 20.00,"77,2","165,9","1,3","23,2","4,2","23,7"
15/12/2014 21.00,"82,4","178,3","1,4",,"4,0","23,7"
15/12/2014 22.00,"68,1","112,1","1,2","20,3","4,5","23,7"
15/12/2014 23.00,"95,5","242,2","1,5",,"3,5","23,7"
16/12/2014 0.00,"60,6","84,4","1,0","37,6","4,4","23,7"
16/12/2014 1.00,"52,3","70,4","0,9",,"3,5","6,8"
16/12/2014 2.00,"49,4","80,5","0,9","22,5","3,3","6,8"
16/12/2014 3.00,"28,0","38,4","0,8",,"3,0","6,8"
16/12/2014 4.00,"7,4","10,0",,"13,7","2,5","6,8"
16/12/2014 5.00,"14,8","24,4","0,8",,"2,5","6,8"
16/12/2014 6.00,"8,6","13,4","0,7","10,7","2,4","6,8"
16/12/2014 7.00,"22,5","37,7","0,8",,"2,4","6,8"
16/12/2014 8.00,"25,7","42,3","0,9","8,1","2,5","6,8"
16/12/2014 9.00,"22,8","39,1","0,9",,"2,5","6,8"
16/12/2014 10.00,"21,1","33,9","0,9","6,6","2,5","6,8"
16/12/2014 11.00,"34,3","61,9","1,0",,"2,7","6,8"
16/12/2014 12.00,"17,8","30,3","0,8","11,7","2,6","6,8"
16/12/2014 13.00,"21,9","38,7","0,9",,"2,6","6,8"
16/12/2014 14.00,"11,7","21,8","0,7","8,1","2,9","6,8"
16/12/2014 15.00,"10,8","19,8","0,4",,"2,6","6,8"
16/12/2014 16.00,"14,3","23,7","0,6","17,3","2,6","6,8"
16/12/2014 17.00,"37,5","57,1","0,6",,"2,7","6,8"
16/12/2014 18.00,"52,7","92,4","0,8","10,5","3,3","6,8"
16/12/2014 19.00,"67,2","137,5","1,1",,"3,4","6,8"
16/12/2014 20.00,"60,7","111,7","1,0","7,3","4,0","6,8"
16/12/2014 21.00,"58,6","92,2","0,9",,"3,1","6,8"
16/12/2014 22.00,"53,6","86,1","0,9","8,8","3,5","6,8"
16/12/2014 23.00,"26,6","35,0","0,8",,"2,9","6,8"
17/12/2014 0.00,"18,3","26,8","0,7","12,9","3,1","6,8"
17/12/2014 1.00,"12,0","16,8","0,7",,"2,6","9,4"
17/12/2014 2.00,"6,5","10,2","0,8","16,8","2,7","9,4"
17/12/2014 3.00,"5,5","9,6","0,7",,"2,6","9,4"
17/12/2014 4.00,"2,7","6,3","0,7","16,6","2,3","9,4"
17/12/2014 5.00,"20,8","33,0","0,9",,"2,3","9,4"
17/12/2014 6.00,"17,6","26,7","0,9","16,8","2,1","9,4"
17/12/2014 7.00,"31,3","50,1","1,1",,"2,3","9,4"
17/12/2014 8.00,"66,9","142,0","1,6","10,7","2,6","9,4"
17/12/2014 9.00,"87,7","237,0","2,0",,"3,9","9,4"
17/12/2014 10.00,"50,1","79,4","1,4","53,2","4,7","9,4"
17/12/2014 11.00,"26,8","34,5","1,2",,"3,0","9,4"
17/12/2014 12.00,"24,8","39,4","1,2","37,9","2,5","9,4"
17/12/2014 13.00,"17,8","27,4","1,2",,"2,4","9,4"
17/12/2014 14.00,"11,9","19,4","1,2","22,5","2,2","9,4"
17/12/2014 15.00,"14,8","22,0","1,2",,"2,3","9,4"
17/12/2014 16.00,"36,8","62,4","1,4","14,2","2,6","9,4"
17/12/2014 17.00,"116,1","351,6","2,3",,"5,1","9,4"
17/12/2014 18.00,"80,3","190,7","1,6","26,9","4,8","9,4"
17/12/2014 19.00,"72,9","148,7","1,6",,"4,2","9,4"
17/12/2014 20.00,"56,4","89,7","1,5","20,3","4,3","9,4"
17/12/2014 21.00,"39,6","56,1","1,5",,"3,9","9,4"
17/12/2014 22.00,"30,7","41,1","1,4","25,4","3,5","9,4"
17/12/2014 23.00,"20,2","26,4","1,3",,"2,9","9,4"
18/12/2014 0.00,"21,0","29,4","1,3","19,8","2,7","9,4"
18/12/2014 1.00,"27,8","39,1","1,3",,"2,7","9,6"
18/12/2014 2.00,"14,1","19,3","1,2","19,8","2,8","9,6"
18/12/2014 3.00,"10,5","15,3","1,2",,"2,4","9,6"
18/12/2014 4.00,"11,7","18,0",,"19,5","2,7","9,6"
18/12/2014 5.00,"15,1","22,6","1,1",,"2,4","9,6"
18/12/2014 6.00,"20,1","26,7","1,1","20,3","2,3","9,6"
18/12/2014 7.00,"24,6","36,7","1,3",,"2,1","9,6"
18/12/2014 8.00,"29,1","49,1","1,2","13,2","2,5","9,6"
18/12/2014 9.00,"30,4","56,6","1,2",,"2,4","9,6"
18/12/2014 10.00,"27,7","48,4","1,0","39,8","2,6","9,6"
18/12/2014 11.00,"25,2","45,9","0,8",,"2,8","9,6"
18/12/2014 12.00,"23,2","38,7","0,8","31,7","2,5","9,6"
18/12/2014 13.00,"15,9","26,5","0,8",,"2,6","9,6"
18/12/2014 14.00,"18,1","30,6","0,8","25,4","2,6","9,6"
18/12/2014 15.00,"15,9","23,6","0,9",,"2,2","9,6"
18/12/2014 16.00,"29,6","45,2","0,9","15,1","2,4","9,6"
18/12/2014 17.00,"22,6","35,6","0,5",,"2,7","9,6"
18/12/2014 18.00,"23,3","34,7","0,4","10,0","2,7","9,6"
18/12/2014 19.00,"8,7","13,1","0,5",,"2,4","9,6"
18/12/2014 20.00,"13,7","19,7","0,6","7,6","2,4","9,6"
18/12/2014 21.00,"28,1","40,3","0,6",,"2,8","9,6"
18/12/2014 22.00,"26,3","35,6","0,5","12,9","2,7","9,6"
18/12/2014 23.00,"23,0","30,8","0,4",,"2,4","9,6"
19/12/2014 0.00,"12,7","18,5","0,5","12,7","2,5","9,6"
19/12/2014 1.00,"6,1","10,2","0,6",,"2,4","17,0"
19/12/2014 2.00,"4,5","8,7","0,6","7,6","2,1","17,0"
19/12/2014 3.00,"2,8","6,6","0,7",,"2,1","17,0"
19/12/2014 4.00,"2,6","6,5","0,7","4,9","2,0","17,0"
19/12/2014 5.00,"4,3","8,1","0,7",,"2,4","17,0"
19/12/2014 6.00,"6,3","11,1","0,7","3,7","2,5","17,0"
19/12/2014 7.00,"11,4","18,4","0,8",,"2,2","17,0"
19/12/2014 8.00,"22,2","38,0","1,1","2,9","2,4","17,0"
19/12/2014 9.00,"31,1","60,3","1,5",,"2,3","17,0"
19/12/2014 10.00,"24,5","46,1","1,4","2,7","2,7","17,0"
19/12/2014 11.00,"21,3","37,8","1,3",,"2,7","17,0"
19/12/2014 12.00,"17,9","31,1","1,3","50,5","2,4","17,0"
19/12/2014 13.00,"11,1","21,1","1,3",,"2,0","17,0"
19/12/2014 14.00,"10,9","20,2","1,3","28,8","2,3","17,0"
19/12/2014 15.00,"13,5","22,7","1,3",,"2,3","17,0"
19/12/2014 16.00,"15,1","22,1","1,3","15,4","2,5","17,0"
19/12/2014 17.00,"72,3","169,0","1,6",,"2,8","17,0"
19/12/2014 18.00,"74,1","186,1","1,8","9,0","3,7","17,0"
19/12/2014 19.00,"64,6","151,7","2,0",,"4,4","17,0"
19/12/2014 20.00,"52,8","101,4","2,0","5,6","4,9","17,0"
19/12/2014 21.00,"46,4","77,1","1,9",,"4,6","17,0"
19/12/2014 22.00,"35,0","48,9","1,8","4,2","4,1","17,0"
19/12/2014 23.00,"26,6","34,0","1,8",,"4,1","17,0"
20/12/2014 0.00,"23,6","30,4","1,5","3,2","3,9","17,0"
20/12/2014 1.00,"25,0","34,3","0,9",,"3,4","27,3"
20/12/2014 2.00,"16,6","21,7","0,8","16,6","3,0","27,3"
20/12/2014 3.00,"10,9","15,6","0,7",,"2,8","27,3"
20/12/2014 4.00,"11,8","17,3",,"25,4","2,4","27,3"
20/12/2014 5.00,"25,1","34,3","0,7",,"2,4","27,3"
20/12/2014 6.00,"48,1","103,4","1,2","33,7","2,3","27,3"
20/12/2014 7.00,"39,4","69,9","0,8",,"3,2","27,3"
20/12/2014 8.00,"49,0","99,9","1,0","18,1","2,3","27,3"
20/12/2014 9.00,"56,8","128,6","1,2",,"3,0","27,3"
20/12/2014 10.00,"43,5","92,6","1,6","10,0","3,3","27,3"
20/12/2014 11.00,"22,8","34,8","1,5",,"2,7","27,3"
20/12/2014 12.00,"16,9","23,6","1,4","5,9","2,2","27,3"
20/12/2014 13.00,"10,8","17,2","0,9",,"2,3","27,3"
20/12/2014 14.00,"13,5","21,1","0,8","21,0","2,0","27,3"
20/12/2014 15.00,"11,0","17,3","0,6",,"2,3","27,3"
20/12/2014 16.00,"17,7","25,2","0,6","12,5","2,3","27,3"
20/12/2014 17.00,"43,2","59,2","0,7",,"2,8","27,3"
20/12/2014 18.00,"65,8","149,1","1,1","65,2","3,5","27,3"
20/12/2014 19.00,"61,0","118,6","1,2",,"4,2","27,3"
20/12/2014 20.00,"66,6","138,0","1,6","33,9","5,0","27,3"
20/12/2014 21.00,"57,9","94,5","1,4",,"5,7","27,3"
20/12/2014 22.00,"42,2","55,6","1,2","23,2","4,6","27,3"
20/12/2014 23.00,"31,4","40,4","1,0",,"4,1","27,3"
21/12/2014 0.00,"25,4","33,6","0,9","23,9","3,0","27,3"
21/12/2014 1.00,"28,4","38,5","0,8",,"2,8","12,4"
21/12/2014 2.00,"18,3","22,7","0,8","12,9","2,6","12,4"
21/12/2014 3.00,"12,8","17,4","0,9",,"2,7","12,4"
21/12/2014 4.00,"14,5","19,8","0,9","7,6","3,0","12,4"
21/12/2014 5.00,"13,9","19,2","0,9",,"2,8","12,4"
21/12/2014 6.00,"35,3","54,8","1,1","19,8","3,1","12,4"
21/12/2014 7.00,"13,5","18,0","0,8",,"3,1","12,4"
21/12/2014 8.00,"12,3","19,7","0,7","13,2","2,9","12,4"
21/12/2014 9.00,"14,9","24,2","0,8",,"3,1","12,4"
21/12/2014 10.00,"19,0","33,1","1,3","70,3","2,8","12,4"
21/12/2014 11.00,"18,5","29,7","1,3",,"3,2","12,4"
21/12/2014 12.00,"7,3","13,6","1,1","36,4","3,1","12,4"
21/12/2014 13.00,"5,2","9,3","1,2",,"3,0","12,4"
21/12/2014 14.00,"5,8","10,5","1,2","24,2","2,7","12,4"
21/12/2014 15.00,"3,7","8,1","1,3",,"2,4","12,4"
21/12/2014 16.00,"2,1","6,3","1,4","12,9","2,5","12,4"
21/12/2014 17.00,"2,1","5,8","1,3",,"1,9","12,4"
21/12/2014 18.00,"2,7","6,2","1,2","7,6","1,8","12,4"
21/12/2014 19.00,"3,2","7,2","1,0",,"1,7","12,4"
21/12/2014 20.00,"3,7","7,5","1,0","4,9","1,7","12,4"
21/12/2014 21.00,"2,5","6,4","1,0",,"1,8","12,4"
21/12/2014 22.00,"1,8","5,8","0,8","3,7","1,7","12,4"
21/12/2014 23.00,"1,1","5,0","0,8",,"1,8","12,4"
22/12/2014 0.00,"1,4","5,6","0,8","2,9","1,6","12,4"
22/12/2014 1.00,"0,7","4,7","0,8",,"1,8","17,1"
22/12/2014 2.00,"0,9","5,2","0,8","2,7","1,3","17,1"
22/12/2014 3.00,"0,3","4,2","0,8",,"1,4","17,1"
22/12/2014 4.00,"1,2","5,1",,"4,2","1,5","17,1"
22/12/2014 5.00,"16,9","24,0","1,0",,"1,8","17,1"
22/12/2014 6.00,"24,3","31,6","0,9","40,5","1,9","17,1"
22/12/2014 7.00,"35,7","51,0","0,9",,"2,0","17,1"
22/12/2014 8.00,"50,9","89,7","1,0","31,3","2,4","17,1"
22/12/2014 9.00,"34,9","63,4","1,1",,"2,5","17,1"
22/12/2014 10.00,"32,5","62,4","1,0","17,3","2,1","17,1"
22/12/2014 11.00,"25,9","44,9","0,8",,"1,3","17,1"
22/12/2014 12.00,"22,2","40,9","0,8","19,3","0,9","17,1"
22/12/2014 13.00,"12,8","23,9","0,7",,"1,8","17,1"
22/12/2014 14.00,"7,9","15,2","0,8","28,6","1,2","17,1"
22/12/2014 15.00,"7,3","15,0","0,9",,"1,4","17,1"
22/12/2014 16.00,"38,4","68,9","1,0","15,4","1,8","17,1"
22/12/2014 17.00,"92,8","253,1","1,8",,"2,9","17,1"
22/12/2014 18.00,"87,4","224,1","2,0","8,8","3,8","17,1"
22/12/2014 19.00,"58,7","92,2","1,6",,"3,8","17,1"
22/12/2014 20.00,"47,2","73,7","1,4","5,4","3,6","17,1"
22/12/2014 21.00,"32,2","48,9","1,3",,"3,2","17,1"
22/12/2014 22.00,"21,4","31,0","1,2","3,9","3,2","17,1"
22/12/2014 23.00,"16,3","23,7","1,2",,"2,8","17,1"
23/12/2014 0.00,"28,9","43,6","1,3","29,1","2,3","17,1"
23/12/2014 1.00,"47,2","73,7","1,4",,"3,1","28,0"
23/12/2014 2.00,"35,8","55,4","1,3","22,2","2,4","28,0"
23/12/2014 3.00,"27,7","35,7","1,2",,"2,5","28,0"
23/12/2014 4.00,"23,0","32,8","1,1","12,0","2,4","28,0"
23/12/2014 5.00,"19,0","25,8","1,1",,"2,2","28,0"
23/12/2014 6.00,"37,3","54,6","1,2","19,0","2,1","28,0"
23/12/2014 7.00,"55,8","111,9","1,2",,"2,0","28,0"
23/12/2014 8.00,"60,0","147,6","1,5","22,2","2,4","28,0"
23/12/2014 9.00,"49,9","98,1","1,4",,"2,7","28,0"
23/12/2014 10.00,"36,2","58,8","1,2","12,0","2,5","28,0"
23/12/2014 11.00,"32,4","52,8","0,9",,"2,0","28,0"
23/12/2014 12.00,"23,7","38,0","1,2","7,1","2,4","28,0"
23/12/2014 13.00,"16,7","27,0","1,2",,"2,6","28,0"
23/12/2014 14.00,"21,1","32,6","1,2","4,6","2,4","28,0"
23/12/2014 15.00,"15,4","22,8","1,2",,"2,1","28,0"
23/12/2014 16.00,"33,5","86,1","1,3","16,4","2,8","28,0"
23/12/2014 17.00,"136,7","493,9","2,2",,"3,6","28,0"
23/12/2014 18.00,"97,9","292,3","2,2","23,4","4,4","28,0"
23/12/2014 19.00,"76,5","156,2","2,1",,"4,9","28,0"
23/12/2014 20.00,"64,2","111,1","2,0","12,9","4,7","28,0"
23/12/2014 21.00,"59,8","98,9","2,0",,"3,8","28,0"
23/12/2014 22.00,"54,8","87,3","1,9","45,4","4,1","28,0"
23/12/2014 23.00,"33,5","43,6","1,7",,"3,9","28,0"
24/12/2014 0.00,"21,6","27,7","1,5","35,4","3,2","28,0"
24/12/2014 1.00,"24,6","31,4","1,5",,"2,8","35,6"
24/12/2014 2.00,"20,4","26,0","1,4","24,7","2,4","35,6"
24/12/2014 3.00,"28,5","38,5","1,4",,"2,6","35,6"
24/12/2014 4.00,"24,9","37,1",,"36,4","2,4","35,6"
24/12/2014 5.00,"23,2","36,3","1,5",,"2,3","35,6"
24/12/2014 6.00,"27,6","42,7","1,6","25,4","2,2","35,6"
24/12/2014 7.00,"40,8","74,6","1,5",,"2,3","35,6"
24/12/2014 8.00,"44,6","89,2","1,6","14,7","2,4","35,6"
24/12/2014 9.00,"57,2","132,3","1,8",,"3,0","35,6"
24/12/2014 10.00,"42,2","77,7","1,5","12,5","3,4","35,6"
24/12/2014 11.00,"24,8","39,4","1,3",,"2,6","35,6"
24/12/2014 12.00,"15,6","25,2","1,3","60,3","2,4","35,6"
24/12/2014 13.00,"11,7","18,4","1,4",,"2,4","35,6"
24/12/2014 14.00,"11,7","20,2","1,5","34,2","2,4","35,6"
24/12/2014 15.00,"12,2","19,8","1,5",,"2,8","35,6"
24/12/2014 16.00,"34,5","71,3","1,6","18,1","3,2","35,6"
24/12/2014 17.00,"112,3","390,4","2,3",,"4,1","35,6"
24/12/2014 18.00,"76,5","168,8","2,0","16,6","5,6","35,6"
24/12/2014 19.00,"57,5","95,6","2,0",,"5,2","35,6"
24/12/2014 20.00,"50,3","76,8","2,0","22,2","4,9","35,6"
24/12/2014 21.00,"46,1","69,5","2,0",,"4,9","35,6"
24/12/2014 22.00,"27,2","33,7","1,8","36,6","4,2","35,6"
24/12/2014 23.00,"16,3","20,4","1,6",,"3,5","35,6"
25/12/2014 0.00,"23,3","30,7","1,6","34,2","2,8","35,6"
25/12/2014 1.00,"32,6","46,1","1,8",,"2,7","20,3"
25/12/2014 2.00,"33,7","47,0","1,8","36,6","3,1","20,3"
25/12/2014 3.00,"20,3","25,4","1,6",,"3,1","20,3"
25/12/2014 4.00,"25,6","36,7","1,6","25,2","3,2","20,3"
25/12/2014 5.00,"18,3","25,1","1,6",,"2,9","20,3"
25/12/2014 6.00,"16,4","20,7","1,5","24,7","3,1","20,3"
25/12/2014 7.00,"6,9","10,8","1,4",,"2,7","20,3"
25/12/2014 8.00,"5,9","11,8","1,4","14,2","2,2","20,3"
25/12/2014 9.00,"5,8","11,1","1,4",,"2,4","20,3"
25/12/2014 10.00,"12,7","21,2","1,4","10,0","2,2","20,3"
25/12/2014 11.00,"14,2","23,3","1,5",,"2,6","20,3"
25/12/2014 12.00,"8,6","14,4","1,5","35,9","2,2","20,3"
25/12/2014 13.00,"6,7","12,2","1,2",,"2,1","20,3"
25/12/2014 14.00,"10,0","17,2","0,8","20,0","2,6","20,3"
25/12/2014 15.00,"2,3","6,3","0,7",,"2,4","20,3"
25/12/2014 16.00,"6,0","11,0","0,7","11,7","2,2","20,3"
25/12/2014 17.00,"24,0","32,5","1,1",,"2,5","20,3"
25/12/2014 18.00,"30,6","45,4","1,1","10,0","2,8","20,3"
25/12/2014 19.00,"37,9","55,2","1,2",,"3,0","20,3"
25/12/2014 20.00,"30,3","40,5","1,3","12,5","3,2","20,3"
25/12/2014 21.00,"26,5","36,3","1,3",,"3,3","20,3"
25/12/2014 22.00,"23,9","32,7","1,2","8,1","2,8","20,3"
25/12/2014 23.00,"17,5","24,0","1,1",,"2,9","20,3"
26/12/2014 0.00,"14,9","20,1","1,1","5,9","3,0","20,3"
26/12/2014 1.00,"14,8","20,6","1,1",,"2,6","8,3"
26/12/2014 2.00,"16,1","21,6","1,1","17,1","2,3","8,3"
26/12/2014 3.00,"9,0","13,1","1,1",,"2,4","8,3"
26/12/2014 4.00,"7,4","12,7",,"18,6","2,5","8,3"
26/12/2014 5.00,"6,1","9,9","1,1",,"2,3","8,3"
