STATTE - SS7 PONTE WIND,,,,,
,SO2,NO2,PM10,CO,BENZENE
17/01/2011 5.00,"2,994633","16,891154",,"0,275064","2,278789"
17/01/2011 6.00,"1,6684","20,481057","23,44322","0,264038","0,079205"
17/01/2011 7.00,"4,714492","45,361262",,"0,307726","0,079205"
17/01/2011 8.00,"24,710912","50,657886","20,51281","0,341457","1,80224"
17/01/2011 9.00,"2,023205","49,576113",,"0,474558","2,851484"
17/01/2011 10.00,"3,348535","26,043084","25,88522","0,224992","4,316663"
17/01/2011 11.00,"1,673816","10,151955",,"0,221651","0,137288"
17/01/2011 12.00,"3,130957","20,290277","16,36141","0,213545","0,079205"
17/01/2011 13.00,"8,187617","32,467556",,"0,225411","2,079127"
17/01/2011 14.00,"9,658301","32,018486","23,93162","0,201006","1,955589"
17/01/2011 15.00,"9,510239","31,597979",,"0,209681","0,079205"
17/01/2011 16.00,"9,430792","46,105603","34,18803","0,322764","0,079205"
17/01/2011 17.00,"8,717569","67,1415",,"0,375169","0,17458"
17/01/2011 18.00,"16,636147","55,434042","44,200241","0,347632","2,152281"
17/01/2011 19.00,"2,358149","38,499418",,"0,378445","1,826551"
17/01/2011 20.00,"3,297075","36,102248","60,073261","0,507765","4,613681"
17/01/2011 21.00,"6,409074","37,570149",,"0,523224","0,114407"
17/01/2011 22.00,,"27,806885","62,026852","0,60016","3,743749"
17/01/2011 23.00,"0,817047","23,837343",,"0,382289","2,757098"
18/01/2011 0.00,"2,228144","11,061765","43,223431","0,255553","0,140039"
18/01/2011 1.00,,"6,444583",,"0,120457","3,10758"
18/01/2011 2.00,"1,105044",,"25,64102","0,248054","0,833521"
18/01/2011 3.00,"3,149917","26,594677",,,"0,079205"
18/01/2011 4.00,"2,341899","10,106529","19,78022","0,272256","2,156572"
18/01/2011 5.00,"3,114707","12,492667",,"0,192699","1,942279"
18/01/2011 6.00,"3,817096","5,885201","11,23321","0,100342","0,079205"
18/01/2011 7.00,"4,798455","17,037161",,"0,287703","1,306879"
18/01/2011 8.00,"4,760537","15,709439","22,710621","0,29277","0,079205"
18/01/2011 9.00,"5,225485","30,779031",,"0,372368","0,079205"
18/01/2011 10.00,"8,425057","56,452221","34,67643","0,760226","0,230134"
18/01/2011 11.00,"13,398649","68,727508",,"0,967851","9,33902"
18/01/2011 12.00,"8,652566","44,415758","72,527473","0,490513","0,494481"
18/01/2011 13.00,"6,244762","36,728467",,"0,405037","0,136079"
18/01/2011 14.00,"6,389213","29,753052","58,608051","0,352228","1,47453"
18/01/2011 15.00,"6,639292","32,028216",,"0,341471","5,031157"
18/01/2011 16.00,"6,927289","34,275486","46,88644","0,31466","1,15177"
18/01/2011 17.00,"5,581194","63,356908",,"0,383354","1,493011"
18/01/2011 18.00,"3,530904","54,865585","49,816841","0,395905","4,082679"
18/01/2011 19.00,"2,567603","46,877823",,"0,411145","0,115177"
18/01/2011 20.00,"2,644341","44,055595","53,479851","0,426614","3,780711"
18/01/2011 21.00,"3,363884","38,738228",,"0,436414","0,116057"
18/01/2011 22.00,"4,704563","27,950954","57,142841","0,439312","6,692149"
18/01/2011 23.00,"5,367228","26,41688",,"0,489575","4,150004"
19/01/2011 0.00,"3,680771","29,414303","55,67765","0,536045","1,791239"
19/01/2011 1.00,"5,466536","16,394717",,"0,457907","0,079205"
19/01/2011 2.00,"5,754534","14,908001","47,13063","0,481508","3,742429"
19/01/2011 3.00,"7,621553","34,369596",,"0,443355","6,633405"
19/01/2011 4.00,"7,351612","24,869823","67,15506","0,599112","0,079205"
19/01/2011 5.00,"7,421129","28,795885",,"0,625506","4,016015"
19/01/2011 6.00,"5,926972","36,823208","63,003651","0,628883","0,079205"
19/01/2011 7.00,"8,23998","35,784264",,"0,695681","0,079205"
19/01/2011 8.00,"9,220436","48,842804","66,42247","0,827189","0,079205"
19/01/2011 9.00,"8,944175","50,642952",,"0,642413","3,702826"
19/01/2011 10.00,"9,930048","43,818736","68,62027","0,564275","3,544416"
19/01/2011 11.00,"5,096383","36,995843",,"0,455384","0,196032"
19/01/2011 12.00,"7,939344","32,967237","62,515251","0,647584","7,812237"
19/01/2011 13.00,"13,60269","32,498051",,"0,749697","1,883315"
19/01/2011 14.00,"14,541615","38,972487","53,479851","0,755451","4,449331"
19/01/2011 15.00,"19,470983","30,707637",,"0,304007","3,029585"
19/01/2011 16.00,"23,407251","48,422297","51,037842","0,47665","0,079205"
19/01/2011 17.00,"47,180125","71,92026",,"0,386544","0,079205"
19/01/2011 18.00,"64,199069","46,029679","39,56044","0,359276","2,118729"
19/01/2011 19.00,"73,841124","25,290961",,"0,313638","0,222213"
19/01/2011 20.00,"81,330861","28,209896","39,56044","0,336342","0,284918"
19/01/2011 21.00,"86,652964","26,639455",,"0,335487","0,122767"
19/01/2011 22.00,"94,037076","40,343046","45,17704","0,398448","0,114847"
19/01/2011 23.00,"98,93211","34,561023",,"0,350165","0,079205"
20/01/2011 0.00,,"24,477194","45,66544","0,367489","2,633561"
20/01/2011 1.00,,"27,109941",,"0,372701","0,134099"
20/01/2011 2.00,,,"46,153831","0,427657","1,358913"
20/01/2011 3.00,,"33,692748",,,"1,112828"
20/01/2011 4.00,,"16,257794","39,804642","0,046766","1,916097"
20/01/2011 5.00,,"10,968966",,"0,081404","0,079205"
20/01/2011 6.00,,"9,922232","32,234421","0,047886","0,079205"
20/01/2011 7.00,,"9,3927",,"0,08417","0,116167"
20/01/2011 8.00,,"25,476558","23,68742","0,082239","2,594178"
20/01/2011 9.00,,"42,95111",,"0,071229","0,876094"
20/01/2011 10.00,,"49,275642","38,09523","0,147141","0,079205"
20/01/2011 11.00,,"46,66884",,"0,279268","2,570537"
20/01/2011 12.00,"0,159798","30,653146","31,990231","0,091841","0,104946"
20/01/2011 13.00,"17,029766","20,078063",,"0,09537","0,079205"
20/01/2011 14.00,"19,196526","18,116341","22,954821","0,056117","0,079205"
20/01/2011 15.00,"1,826392","25,688121",,"0,023069","0,137948"
20/01/2011 16.00,"2,680454","32,157373","25,15262","0,05454","0,136739"
20/01/2011 17.00,"7,559259","48,689002",,"0,057802","0,388544"
20/01/2011 18.00,"1,861602","30,745283","26,37361","0,033475","1,134279"
20/01/2011 19.00,,"31,61226",,"0,153578","3,737258"
20/01/2011 20.00,,"21,081328","30,76923","0,19213","0,919216"
20/01/2011 21.00,"3,90196","32,759578",,"0,027268","2,059325"
20/01/2011 22.00,"4,518583","27,211812","33,699631","0,00762","0,079205"
20/01/2011 23.00,"5,612792","24,564171",,"0,034823","0,870373"
21/01/2011 0.00,"6,626652","13,883332","33,211231","0,030708","2,471411"
21/01/2011 1.00,"20,152607","14,54914",,"0,032752","1,082136"
21/01/2011 2.00,"1,406584","13,501114","21,24542","0,000142","0,937478"
21/01/2011 3.00,"6,076839","6,563988",,"0,002365","0,138059"
21/01/2011 4.00,"4,836373","7,815138","19,0476","0,007871","0,079205"
21/01/2011 5.00,"7,09431","26,61156",,"0,095705","0,765646"
21/01/2011 6.00,"6,420811","34,10222","15,38461","0,002349","3,590619"
21/01/2011 7.00,"6,912844","8,538699",,"0,001497","0,079205"
21/01/2011 8.00,"8,033236","13,898903","17,826611","0,00404","1,227675"
21/01/2011 9.00,"4,595321","26,676452",,,"1,879684"
21/01/2011 10.00,"6,079547","34,509763","16,11721","0,001045","1,564295"
21/01/2011 11.00,"1,641315","53,153695",,"0,050968","1,378164"
21/01/2011 12.00,"0,296123","45,54491","27,83882","0,080101","1,234935"
21/01/2011 13.00,"3,242907","23,568688",,"0,05357","0,141909"
21/01/2011 14.00,"4,336214","28,257905","24,664221","0,069212","0,276007"
21/01/2011 15.00,"4,031063","21,42331",,"0,002364","0,079205"
21/01/2011 16.00,"0,480297","19,756198","16,84981","0,000113","0,079205"
21/01/2011 17.00,"0,779128","35,028261",,,"0,664441"
21/01/2011 18.00,"0,807116","31,208619","26,617821","0,027941","1,417987"
21/01/2011 19.00,"0,221189","11,444631",,"0,022853","2,339732"
21/01/2011 20.00,"1,699998","11,943011","24,664221","0,041679","3,952102"
21/01/2011 21.00,"4,102386","6,756073",,"0,046358","0,079205"
21/01/2011 22.00,"4,772273","7,147381","16,84981","0,011043","0,079205"
21/01/2011 23.00,,"5,735296",,"0,067744","0,079205"
22/01/2011 0.00,,"11,716535","20,26862","0,044889","0,079205"
22/01/2011 1.00,,"7,763871",,"0,020976","2,431919"
22/01/2011 2.00,,,"14,40781","0,00943","0,079205"
22/01/2011 3.00,"1,05539","20,855503",,,"0,079205"
22/01/2011 4.00,"3,310618","16,627032","13,18681","0,176995","0,079205"
22/01/2011 5.00,"5,190276","23,128718",,"0,194443","3,052796"
22/01/2011 6.00,,"28,447385","8,547009","0,157785","1,006342"
22/01/2011 7.00,,"24,937948",,"0,179427","2,13853"
22/01/2011 8.00,"1,173658","20,490789","15,14041","0,313411","2,823432"
22/01/2011 9.00,,"18,179285",,"0,236153","4,050667"
22/01/2011 10.00,"1,376791","10,640599","14,65201","0,146729","1,598838"
22/01/2011 11.00,"0,293415","12,584814",,"0,233364","2,467891"
22/01/2011 12.00,"0,521827","10,723662","19,78022","0,179358","0,079205"
22/01/2011 13.00,"6,174343","20,075463",,"0,19768","2,094418"
22/01/2011 14.00,"1,454433","26,12811","22,46641","0,440181","3,469172"
22/01/2011 15.00,"2,837544","8,959213",,"0,087501","0,580506"
22/01/2011 16.00,"0,185077","11,272666","13,43101","0,174708","0,548163"
22/01/2011 17.00,"0,708709","15,636761",,"0,227282","0,662351"
22/01/2011 18.00,,"8,970243","8,302809","0,176859","1,115798"
22/01/2011 19.00,,"25,505773",,"0,176732","0,538593"
22/01/2011 20.00,,"7,598391","5,128205","0,108905","0,079205"
22/01/2011 21.00,"0,286192","4,590574",,"0,126014","1,015032"
22/01/2011 22.00,"0,193203","6,706104","3,907204","0,153203","0,079205"
22/01/2011 23.00,"4,88332","8,186327",,"0,113822","0,079205"
23/01/2011 0.00,"0,227509","20,105329","2,930403","0,175087","0,079205"
23/01/2011 1.00,"3,076789","16,024817",,"0,14254","1,465289"
23/01/2011 2.00,"3,114707","6,33816","2,686203","0,10389","3,12199"
23/01/2011 3.00,,"2,856616",,"0,435461","4,217217"
23/01/2011 4.00,,"3,069467",,"0,202915","5,115752"
23/01/2011 5.00,,"3,164861",,"0,273859","1,111508"
23/01/2011 6.00,,"3,414054",,"0,197295","4,09841"
23/01/2011 7.00,,"19,110518",,"0,265954","3,066877"
23/01/2011 8.00,"0,171534","16,602374",,"0,404341","4,087519"
23/01/2011 9.00,,"6,081829",,"0,2985","1,390595"
23/01/2011 10.00,,"3,153829",,"0,288581","3,876526"
23/01/2011 11.00,"0,113755","3,073362",,"0,194066","3,994563"
23/01/2011 12.00,"1,285607","3,04416",,"0,198343","3,945721"
23/01/2011 13.00,,"3,556819",,"0,223026","0,079205"
23/01/2011 14.00,"1,035528","3,691797",,"0,216462","6,766732"
23/01/2011 15.00,"0,357514","3,273235",,"0,319786","6,579282"
23/01/2011 16.00,"0,275358","7,412797","3,663004","0,327965","2,574157"
23/01/2011 17.00,"0,274456","11,739899",,"0,375989","9,232313"
23/01/2011 18.00,,"24,305228","11,96581","0,308566","5,710778"
23/01/2011 19.00,"0,26633","15,436236",,"0,290469","5,73707"
23/01/2011 20.00,"0,31779","7,25251","18,55921","0,31857","7,159457"
23/01/2011 21.00,,"11,099401",,"0,315928","4,900799"
23/01/2011 22.00,,"33,590206","21,73382","0,402851","7,355928"
23/01/2011 23.00,,"18,617976",,"0,359336","9,543192"
24/01/2011 0.00,"3,750288","21,300674","19,2918","0,295439","8,804167"
24/01/2011 1.00,,"21,141671",,"0,309867","4,42711"
24/01/2011 2.00,,,"19,53602","0,321275","6,937794"
24/01/2011 3.00,,"30,926331",,,"5,41596"
24/01/2011 4.00,,"13,049453","20,51281","0,805662","6,822066"
24/01/2011 5.00,,"26,686835",,"0,899533","3,965522"
24/01/2011 6.00,,"20,758812","21,001221","0,828636","3,974543"
24/01/2011 7.00,,"34,23916",,"0,8728","3,688085"
24/01/2011 8.00,,"29,761484","29,54822","0,82264","4,981214"
24/01/2011 9.00,,"40,163949",,"0,973918","1,513252"
24/01/2011 10.00,,"36,027622","34,920631","0,741346","4,987374"
24/01/2011 11.00,,"16,30906",,"0,39748","2,79241"
24/01/2011 12.00,,"3,608734","20,02442","0,487475","0,079205"
24/01/2011 13.00,,"20,18764",,"0,478221","2,606295"
24/01/2011 14.00,"0,146256","15,305149","15,87301","0,446649","4,881108"
24/01/2011 15.00,"1,584438","12,958599",,"0,429437","3,090088"
24/01/2011 16.00,"2,6633","17,969682","15,87301","0,522762","1,46859"
24/01/2011 17.00,"8,28783","38,168451",,"0,33624","2,702205"
24/01/2011 18.00,,"45,313233","19,53602","0,697991","3,988403"
24/01/2011 19.00,,"41,908267",,"0,405928","3,749468"
24/01/2011 20.00,,"25,838021","14,65201","0,787881","2,580757"
24/01/2011 21.00,,"20,40578",,"0,81592","2,870735"
24/01/2011 22.00,,"19,586833","22,710621","0,803471","2,144251"
24/01/2011 23.00,"3,045191","12,992347",,"0,826306","2,653362"
25/01/2011 0.00,"0,218481","11,179869","12,45421","0,74596","3,311642"
25/01/2011 1.00,,"3,693095",,"0,689648","3,754309"
25/01/2011 2.00,,"7,682754","6,837607","0,711305","2,939929"
25/01/2011 3.00,,"5,027307",,"0,634055","4,354945"
25/01/2011 4.00,,"3,830021","9,76801","0,653942","3,743749"
25/01/2011 5.00,"1,878755","7,153872",,"0,64383","2,386375"
25/01/2011 6.00,"4,382258","10,41347","9,27961","0,648548","3,563558"
25/01/2011 7.00,,"12,771701",,"0,654615","4,386297"
25/01/2011 8.00,,"12,70422","13,91941","0,672416","2,554356"
25/01/2011 9.00,,"29,585638",,"0,709304","3,77345"
25/01/2011 10.00,,"14,612093","11,72161","0,75013","2,681743"
25/01/2011 11.00,"0,195911","5,730105",,"0,447323","3,650572"
25/01/2011 12.00,"2,52517","5,797595","10,98901","0,473361","0,184592"
25/01/2011 13.00,,"5,32452",,"0,571993","1,523263"
25/01/2011 14.00,,"2,545776","18,07081","0,592765","1,110078"
25/01/2011 15.00,,"1,747585",,"0,353514","0,15588"
25/01/2011 16.00,,"2,572382","9,76801","0,358696","1,285978"
25/01/2011 17.00,,"3,802765",,"0,34513","0,079205"
25/01/2011 18.00,"0,280775","8,115594","12,21001","0,395099","2,494952"
25/01/2011 19.00,"2,16585","11,148713",,"0,885902","2,999443"
25/01/2011 20.00,"10,655007","10,164936","26,617821","0,80604","6,643746"
25/01/2011 21.00,,"10,95144",,"0,704774","4,042306"
25/01/2011 22.00,,"16,264926","25,15262","0,69205","2,531914"
25/01/2011 23.00,,"3,09218",,"0,656953","2,139521"
26/01/2011 0.00,"2,127029","21,069646","20,02442","0,729359","0,81713"
26/01/2011 1.00,,"8,201254",,"0,709135","1,954269"
26/01/2011 2.00,,,"17,3382","0,65828","2,074177"
26/01/2011 3.00,"5,394312","22,157268",,,"3,133541"
26/01/2011 4.00,"0,466754","8,027987","13,18681","0,239396","0,079205"
26/01/2011 5.00,,"8,690552",,"0,229797","2,005422"
26/01/2011 6.00,,"9,212945","15,62881","0,213983","2,437749"
26/01/2011 7.00,,"12,098763",,"0,242254","2,439399"
26/01/2011 8.00,,"13,577035","10,98901","0,287592","2,067576"
26/01/2011 9.00,,"28,265688",,"0,415718","2,574157"
26/01/2011 10.00,"0,153479","32,597993","17,582411","0,420767","1,123388"
26/01/2011 11.00,"2,656078","42,708419",,"0,42073","1,358033"
26/01/2011 12.00,"3,083109","24,295497","29,79241","0,208208","0,195152"
26/01/2011 13.00,"2,48364","22,120922",,"0,147421","3,034425"
26/01/2011 14.00,,"21,203334","18,80341","0,073884","3,715697"
26/01/2011 15.00,,"22,976867",,"0,018978","3,128591"
26/01/2011 16.00,,"23,889272","20,26862","0,109557","1,188073"
26/01/2011 17.00,,"45,94207",,"0,104466","0,278977"
26/01/2011 18.00,,"43,975138","24,908421","0,098868","0,079205"
26/01/2011 19.00,,"32,440941",,"0,188721","2,395946"
26/01/2011 20.00,"0,458629","21,012534","34,18803","0,160337","4,310063"
26/01/2011 21.00,,"32,640172",,"0,094114","0,955738"
26/01/2011 22.00,,"27,563545","43,46764","0,310387","1,103587"
26/01/2011 23.00,,"20,858085",,"0,33525","2,554356"
27/01/2011 0.00,,"7,685999","45,17704","0,270692","2,574157"
27/01/2011 1.00,,"11,545222",,"0,227719","0,079205"
27/01/2011 2.00,"0,925385","3,990308","27,59462","0,159017","0,873563"
27/01/2011 3.00,"0,111949","1,654788",,"0,12473","3,186564"
27/01/2011 4.00,,"1,398458","20,51281","0,068567","2,335662"
27/01/2011 5.00,,"1,383533",,"0,29408","0,079205"
27/01/2011 6.00,,"1,050629","13,91941","0,109254","0,517472"
27/01/2011 7.00,,"3,22002",,"0,027933","2,353703"
27/01/2011 8.00,,"15,519298","11,96581","0,109916","0,584356"
27/01/2011 9.00,,"38,323552",,"0,133397","1,910596"
27/01/2011 10.00,"1,644024","43,980988","13,18681","0,570234","5,960164"
27/01/2011 11.00,"0,897397","33,903642",,"0,483109","6,744512"
27/01/2011 12.00,"3,275408","44,199664","23,44322","1,073148","10,20114"
27/01/2011 13.00,"1,479712","36,039956",,"0,291835","13,885039"
27/01/2011 14.00,"0,348486","34,605154","22,22221","0,528047","3,954961"
27/01/2011 15.00,"2,64073","29,638847",,"0,29845","3,527695"
27/01/2011 16.00,,"28,479067","31,01343","0,506806","6,142555"
27/01/2011 17.00,,"42,805396",,"0,950381","1,680462"
27/01/2011 18.00,,"22,230593","26,37361","0,299321","7,900682"
27/01/2011 19.00,,"5,573711",,"0,133622","1,15342"
27/01/2011 20.00,,"5,807977","20,51281","0,230128","2,606059"
27/01/2011 21.00,,"4,71517",,"0,099601","1,200723"
27/01/2011 22.00,,"3,967595","19,2918","0,104434","1,370134"
27/01/2011 23.00,,"5,527638",,"0,193272","0,263466"
28/01/2011 0.00,,"14,211047","16,11721","0,372287","1,425686"
28/01/2011 1.00,,"6,096106",,"0,475293","1,163431"
28/01/2011 2.00,,,"9,27961","0,004232","2,29166"
28/01/2011 3.00,,"19,179941",,,"1,158591"
28/01/2011 4.00,,"9,81386","6,105006","0,141952","0,621318"
28/01/2011 5.00,,"3,936446",,"0,245632","1,400165"
28/01/2011 6.00,,"2,528255","3,907204","0,195357","0,259506"
28/01/2011 7.00,,"2,442595",,"0,40338","0,704813"
28/01/2011 8.00,,"4,433532","2,686203","0,243124","1,592017"
28/01/2011 9.00,,"4,65936",,"0,249363","0,712734"
28/01/2011 10.00,,"7,163604","2,930403","0,34728","0,851452"
28/01/2011 11.00,,"3,047405",,"0,34388","2,430489"
28/01/2011 12.00,,"2,696977","2,930403","0,386588","1,997942"
28/01/2011 13.00,,"2,601584",,"0,317841","3,163353"
28/01/2011 14.00,,"2,384191","1,465201","0,246482","2,393966"
28/01/2011 15.00,,"2,894255",,"0,248451","1,274538"
28/01/2011 16.00,,"5,150605","2,686203","0,317468","2,693845"
28/01/2011 17.00,,"10,090957",,"0,340314","0,271496"
28/01/2011 18.00,,"7,042903","11,47741","0,479778","3,079418"
28/01/2011 19.00,"27,046473","27,277375",,"0,586008","3,034205"
28/01/2011 20.00,"4,741577","22,30975","23,44322","0,387479","7,350099"
28/01/2011 21.00,"1,652149","5,596424",,"0,302624","2,29254"
28/01/2011 22.00,"0,733987","17,231839","21,48962","0,356258","1,771768"
28/01/2011 23.00,"2,039456","7,015648",,"0,417914","2,426088"
29/01/2011 0.00,"5,024159","23,410355","25,39682","0,539236","0,079205"
29/01/2011 1.00,"1,645829","13,053339",,"0,419468","5,267121"
29/01/2011 2.00,"1,303663","2,72034","23,44322","0,389035","1,650871"
29/01/2011 3.00,"0,408072","2,195351",,"0,308698","3,474452"
29/01/2011 4.00,"0,746626","6,506234","13,91941","0,310418","1,742506"
29/01/2011 5.00,"8,930633","5,690521",,"0,461658","2,054705"
29/01/2011 6.00,"4,914015","2,75019","21,001221","0,244969","5,784593"
29/01/2011 7.00,"0,843228","4,755404",,"0,34388","4,283662"
29/01/2011 8.00,,"7,561403","20,51281","0,390694","4,670445"
29/01/2011 9.00,"1,421932","11,619191",,"0,408481","2,45348"
29/01/2011 10.00,,"13,279826","26,37361","0,428818","10,325773"
29/01/2011 11.00,,"6,802797",,"0,438293","5,09155"
29/01/2011 12.00,"0,464046","2,86635","21,24542","0,426477","4,25726"
29/01/2011 13.00,"0,736696","3,793031",,"0,370562","6,869919"
29/01/2011 14.00,"1,275676","2,322543","21,001221","0,390175","3,365656"
29/01/2011 15.00,"0,690653","1,347191",,"0,383582","0,296468"
29/01/2011 16.00,"1,130322","1,413383","19,0476","0,238209","2,987782"
29/01/2011 17.00,"9,816294","0,948744",,"0,345685","6,629554"
29/01/2011 18.00,"3,492986","1,955244","29,54822","0,396726","0,3243"
29/01/2011 19.00,"0,6094","2,953308",,"0,291305","1,852513"
29/01/2011 20.00,"0,46856","2,469203","22,46641","0,367328","4,405219"
29/01/2011 21.00,"0,290706","7,393977",,"0,368965","7,613234"
29/01/2011 22.00,"0,769197","11,832047","24,42001","0,418163","0,087345"
29/01/2011 23.00,"1,29283","20,594629",,"0,462094","4,774072"
30/01/2011 0.00,"1,874241","4,64768","20,757021","0,353002","6,855178"
30/01/2011 1.00,"2,49628","25,276047",,"0,518691","0,373802"
30/01/2011 2.00,"4,416565",,"21,97802","0,444057","4,411929"
30/01/2011 3.00,"1,282899","31,401997",,,"6,625264"
30/01/2011 4.00,"2,410513","9,587381","19,53602","0,27753","3,797652"
30/01/2011 5.00,,"7,4102",,"0,26894","1,838212"
30/01/2011 6.00,"1,287412","7,477042","13,91941","0,284144","2,13875"
30/01/2011 7.00,,"11,769103",,"0,293962","1,519962"
30/01/2011 8.00,"0,200424","9,895627","15,14041","0,306004","0,322649"
30/01/2011 9.00,"1,676525","7,6542",,"0,443636","5,290772"
30/01/2011 10.00,"2,944979","8,706775","12,45421","0,438644","3,566858"
30/01/2011 11.00,"3,11561","16,525801",,"0,479723","0,690512"
30/01/2011 12.00,"0,102018","17,501799","12,45421","0,418698","2,434668"
30/01/2011 13.00,"0,634678","29,620664",,"0,367842","1,98012"
30/01/2011 14.00,"1,745138","11,598429","15,62881","0,407029","1,683212"
