Stat,TA V.Archimede,,,,,
,,,,,,,,,,
Parm,SO2,NOX,NO2,CO,H2S,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3
,,,,,,,
,,,,,,,,
,,,,,,,,,
,,,,,,,,,
27/07/2014 11.00,"0,6","7,6","5,0","0,4",,
27/07/2014 12.00,"1,8","6,6","4,0","0,4",,"26,4"
27/07/2014 13.00,"2,0","6,2","3,6","0,4",,
27/07/2014 14.00,"1,2","5,2","2,6","0,3",,"14,7"
27/07/2014 15.00,"1,7","4,9","2,3","0,3",,
27/07/2014 16.00,"1,1","5,3","2,7","0,3",,"14,2"
27/07/2014 17.00,"1,2","5,4","2,7","0,4",,
27/07/2014 18.00,"1,2","7,4","4,8","0,4",,"25,4"
27/07/2014 19.00,"1,0","7,6","5,0","0,4",,
27/07/2014 20.00,"1,3","7,0","4,4","0,4",,"15,6"
27/07/2014 21.00,"1,7","8,0","5,4","0,4",,
27/07/2014 22.00,"1,9","7,7","5,1","0,4",,"10,7"
27/07/2014 23.00,"0,6","15,2","12,6","0,4",,
28/07/2014 0.00,"1,0","28,4","25,8","0,4",,"7,8"
28/07/2014 1.00,"0,7","14,9","12,3","0,4",,
28/07/2014 2.00,"0,7","8,8","6,2","0,3",,"7,8"
28/07/2014 3.00,"2,5","9,6","7,0","0,3",,
28/07/2014 4.00,"1,7","12,0","9,4","0,3",,"9,3"
28/07/2014 5.00,"0,9","26,9","23,9","0,3",,
28/07/2014 6.00,"0,4","32,1","28,4","0,4",,"15,1"
28/07/2014 7.00,"1,0","35,4","29,2","0,4",,
28/07/2014 8.00,"1,7","10,5","7,6","0,3",,"9,8"
28/07/2014 9.00,"1,8","17,7","14,3","0,4",,
28/07/2014 10.00,"1,3","16,5","13,8","0,4",,"19,5"
28/07/2014 11.00,"1,2","15,1","12,3","0,3",,
28/07/2014 12.00,"1,2","17,7","14,6","0,4",,"19,0"
28/07/2014 13.00,"3,1","10,1","7,5","0,3",,
28/07/2014 14.00,"0,9","11,9","9,3","0,3","0,3","17,1"
28/07/2014 15.00,"2,8","11,3","8,7","0,4","1,2",
28/07/2014 16.00,"2,8","10,2","7,7","0,3","1,6","10,7"
28/07/2014 17.00,"2,7","9,7","7,1","0,3","1,6",
28/07/2014 18.00,"1,0","9,3","6,7","0,4","1,7","6,3"
28/07/2014 19.00,"2,3","12,1","9,6","0,4","1,6",
28/07/2014 20.00,"2,3","9,6","7,0","0,4","1,8","8,3"
28/07/2014 21.00,"2,8","8,0","5,5","0,4","1,8",
28/07/2014 22.00,"3,0","8,0","5,3","0,4","1,8","20,5"
28/07/2014 23.00,"2,7","13,7","11,0","0,4","1,9",
29/07/2014 0.00,"2,1","15,6","13,1","0,4","1,7","27,4"
29/07/2014 1.00,"4,1","11,8","9,2","0,4","1,8",
29/07/2014 2.00,"3,6","11,5","8,9","0,4","1,6","15,1"
29/07/2014 3.00,,"12,3","9,8","0,4","1,5",
29/07/2014 4.00,"5,1","17,4","14,7","0,4","1,5","22,0"
29/07/2014 5.00,"4,1","30,9","27,5","0,4","1,7",
29/07/2014 6.00,"3,9","25,1","21,9","0,4","1,7","18,1"
29/07/2014 7.00,"3,6","26,5","22,5","0,4","1,9",
29/07/2014 8.00,"2,6","14,6","11,4","0,5","1,5","16,6"
29/07/2014 9.00,"3,8","30,7","26,1","0,6","2,2",
29/07/2014 10.00,"3,8","16,0","13,0","0,4","1,8","52,3"
29/07/2014 11.00,"2,6","15,4","12,4","0,4","1,6",
29/07/2014 12.00,"3,0","17,5","14,5","0,4","1,7","28,3"
29/07/2014 13.00,"2,7","14,5","11,5","0,4","1,8",
29/07/2014 14.00,"3,2","12,6","9,8","0,4","1,6","15,6"
29/07/2014 15.00,"2,5","8,2","5,6","0,4","1,7",
29/07/2014 16.00,"2,9","8,4","5,9","0,4","1,5","20,5"
29/07/2014 17.00,"2,7","6,9","4,3","0,4","1,6",
29/07/2014 18.00,"2,5","8,1","5,6","0,4","2,0","12,2"
29/07/2014 19.00,"2,7","8,4","5,8","0,4","1,7",
29/07/2014 20.00,"2,9","8,4","5,7","0,4","1,9","17,1"
29/07/2014 21.00,"3,2","7,0","4,4","0,4","2,0",
29/07/2014 22.00,"2,7","6,6","4,0","0,4","1,8","30,8"
29/07/2014 23.00,"3,1","6,7","4,1","0,4","1,8",
30/07/2014 0.00,"3,4","6,6","4,1","0,4","1,9","38,6"
30/07/2014 1.00,"3,5","5,1","2,5","0,4","2,1",
30/07/2014 2.00,"2,6","5,0","2,4","0,4","1,8","23,9"
30/07/2014 3.00,"2,6","4,4","1,8","0,4","2,1",
30/07/2014 4.00,"1,4","4,1","1,5","0,4","2,2","27,4"
30/07/2014 5.00,"3,4","4,6","2,0","0,4","2,0",
30/07/2014 6.00,"3,1","6,0","3,4","0,4","2,3","27,4"
30/07/2014 7.00,"2,7","8,8","6,1","0,4","2,1",
30/07/2014 8.00,"2,5","10,5","7,5","0,4","2,2","32,7"
30/07/2014 9.00,"3,0","11,8","8,8","0,4","2,1",
30/07/2014 10.00,"2,8","14,4","11,5","0,5","2,0","33,7"
30/07/2014 11.00,"3,3","14,6","11,7","0,4","1,8",
30/07/2014 12.00,"3,3","9,4","6,7","0,4","1,6","19,0"
30/07/2014 13.00,"2,4","9,1","6,5","0,4","1,9",
30/07/2014 14.00,"3,2","6,7","4,1","0,4","1,7","11,7"
30/07/2014 15.00,"3,4","10,2","7,3","0,4","1,8",
30/07/2014 16.00,"2,5","9,8","6,9","0,4","1,7","24,4"
30/07/2014 17.00,"2,9","7,8","5,2","0,4","1,9",
30/07/2014 18.00,"2,7","9,8","7,2","0,4","1,9","20,0"
30/07/2014 19.00,"3,2","8,3","5,8","0,4","1,5",
30/07/2014 20.00,"3,2","8,3","5,7","0,4","1,5","14,7"
30/07/2014 21.00,"3,0","10,6","8,0","0,4","2,2",
30/07/2014 22.00,"2,8","11,6","9,0","0,4","2,0","9,3"
30/07/2014 23.00,"2,6","13,3","10,7","0,5","2,4",
31/07/2014 0.00,"2,9","23,5","20,8","0,7","3,4","26,9"
31/07/2014 1.00,"2,3","11,9","9,3","0,4","1,8",
31/07/2014 2.00,"2,3","9,3","6,6","0,4","1,8","24,9"
31/07/2014 3.00,,"6,9","4,4","0,3","1,6",
31/07/2014 4.00,"5,2","17,5","14,8","0,3","1,9","17,6"
31/07/2014 5.00,"3,3","24,9","21,9","0,3","1,9",
31/07/2014 6.00,"3,2","27,9","22,8","0,3","1,7","15,1"
31/07/2014 7.00,"3,6","40,0","33,9","0,4","1,9",
31/07/2014 8.00,"3,0","41,3","34,3","0,4","1,9","9,8"
31/07/2014 9.00,"3,3","24,0","19,6","0,4","2,0",
31/07/2014 10.00,"3,3","18,3","14,7","0,3","2,5","21,5"
31/07/2014 11.00,"3,0","12,5","9,6","0,3","1,5",
31/07/2014 12.00,"3,1","9,6","6,9","0,3","1,5","24,9"
31/07/2014 13.00,"3,5","8,8","6,2","0,3","1,5",
31/07/2014 14.00,"2,9","7,7","5,1","0,3","1,7","23,4"
31/07/2014 15.00,"3,3","6,9","4,4","0,3","1,7",
31/07/2014 16.00,"2,8","9,0","6,4","0,3","1,7","24,4"
31/07/2014 17.00,"2,3","7,8","5,2","0,3","1,6",
31/07/2014 18.00,"2,5","8,9","6,3","0,3","1,4","13,2"
31/07/2014 19.00,"2,7","12,9","10,4","0,4","1,7",
31/07/2014 20.00,"3,1","19,3","16,7","0,3","1,6","7,8"
31/07/2014 21.00,"3,5","15,9","13,3","0,4","1,6",
31/07/2014 22.00,"2,0","13,0","10,4","0,4","1,7","12,7"
31/07/2014 23.00,"1,8","9,1","6,5","0,4","1,5",
01/08/2014 0.00,"1,7","16,3","13,8","0,6","2,7","10,3"
01/08/2014 1.00,"2,1","33,3","30,7","0,9","4,1",
01/08/2014 2.00,"2,2","23,6","21,1","0,5","1,8","12,7"
01/08/2014 3.00,"3,2","21,9","19,3","0,6","2,1",
01/08/2014 4.00,"3,5","11,4","8,8","0,6","1,6","15,6"
01/08/2014 5.00,"2,9","18,2","15,5","0,5","2,1",
01/08/2014 6.00,"3,5","25,6","22,4","0,6","2,7","15,6"
01/08/2014 7.00,"3,9","63,0","51,4","1,6","7,3",
01/08/2014 8.00,"3,9","46,2","38,7","0,7","3,0","23,0"
01/08/2014 9.00,"3,2","37,2","31,3","0,7","4,0",
01/08/2014 10.00,"2,8","15,0","12,1","0,4","1,4","21,0"
01/08/2014 11.00,"3,5","9,3","6,7","0,3","1,4",
01/08/2014 12.00,"3,2","11,8","9,2","0,4","1,6","25,4"
01/08/2014 13.00,"2,8","25,3","22,0","0,6","2,8",
01/08/2014 14.00,"2,9","21,3","18,3","0,6","2,7","14,2"
01/08/2014 15.00,"2,9","16,8","14,3","0,4","1,4",
01/08/2014 16.00,"2,6","9,7","7,1","0,3","1,4","10,7"
01/08/2014 17.00,"2,3","7,2","4,6","0,3","1,2",
01/08/2014 18.00,"2,9","8,9","6,3","0,4","1,4","9,8"
01/08/2014 19.00,"1,8","8,2","5,6","0,4","1,5",
01/08/2014 20.00,"2,7","9,0","6,4","0,4","1,7","9,8"
01/08/2014 21.00,"2,4","15,4","12,8","0,3","1,6",
01/08/2014 22.00,"2,2","34,2","31,6","0,5","1,6","8,3"
01/08/2014 23.00,"2,5","23,7","21,0","0,4","1,5",
02/08/2014 0.00,"3,5","16,5","13,9","0,3","1,6","16,6"
02/08/2014 1.00,"2,9","10,5","7,9","0,3","1,2",
02/08/2014 2.00,"3,8","13,2","10,6","0,4","1,9","14,7"
02/08/2014 3.00,,"12,3","9,7","0,4","2,4",
02/08/2014 4.00,"5,7","10,2","7,6","0,4","1,9","10,3"
02/08/2014 5.00,"3,9","22,7","18,4","0,3","1,7",
02/08/2014 6.00,"2,5","25,3","21,9","0,4","1,9","14,7"
02/08/2014 7.00,"2,7","60,2","45,2","0,5","1,8",
02/08/2014 8.00,"3,5","43,8","36,3","0,5","2,6","9,3"
02/08/2014 9.00,"4,2","39,1","32,0","0,5","2,0",
02/08/2014 10.00,"3,8","22,5","18,9","0,4","1,5","20,5"
02/08/2014 11.00,"3,5","19,8","16,5","0,4","1,5",
02/08/2014 12.00,"2,8","17,2","13,7","0,4","1,7","17,1"
02/08/2014 13.00,"2,8","14,1","11,0","0,4","1,5",
02/08/2014 14.00,"2,9","10,9","8,2","0,4","1,7","12,7"
02/08/2014 15.00,"3,0","11,7","9,1","0,4","1,7",
02/08/2014 16.00,"3,4","8,2","5,6","0,3","1,4","8,8"
02/08/2014 17.00,"2,2","8,9","6,4","0,4","1,8",
02/08/2014 18.00,"3,2","11,0","8,4","0,4","1,7","9,8"
02/08/2014 19.00,"1,8","12,3","9,7","0,4","1,9",
02/08/2014 20.00,"1,9","15,7","13,0","0,4","1,7","22,0"
02/08/2014 21.00,"2,3","15,1","12,6","0,4","2,0",
02/08/2014 22.00,"2,7","22,9","20,2","0,4","1,8","14,7"
02/08/2014 23.00,"2,1","24,1","21,5","0,5","2,0",
03/08/2014 0.00,"2,3","24,1","21,5","0,5","1,8","27,4"
03/08/2014 1.00,"2,4","23,5","20,8","0,5","1,8",
03/08/2014 2.00,"3,2","29,5","26,9","0,5","1,6","22,5"
03/08/2014 3.00,"3,2","21,8","18,8","0,4","1,7",
03/08/2014 4.00,"2,2","18,5","15,9","0,4","1,7","13,7"
03/08/2014 5.00,"3,0","22,8","20,3","0,4","1,7",
03/08/2014 6.00,"3,5","34,2","31,1","0,4","1,8","20,5"
03/08/2014 7.00,"3,2","25,1","20,9","0,4","2,5",
03/08/2014 8.00,"2,6","18,7","14,9","0,4","2,6","18,6"
03/08/2014 9.00,"2,9","15,2","12,2","0,4","1,8",
03/08/2014 10.00,"2,5","14,7","12,0","0,4","1,8","24,9"
03/08/2014 11.00,"2,3","11,1","8,5","0,4","1,7",
03/08/2014 12.00,"2,1","8,8","6,2","0,4","1,8","22,5"
03/08/2014 13.00,"2,0","9,4","6,8","0,4","1,7",
03/08/2014 14.00,"2,7","7,9","5,3","0,3","1,4","23,0"
03/08/2014 15.00,"3,7","8,0","5,4","0,4","1,6",
03/08/2014 16.00,"2,5","5,8","3,2","0,4","1,6","19,5"
03/08/2014 17.00,"2,2","6,5","3,9","0,4","1,6",
03/08/2014 18.00,"2,7","7,5","5,0","0,4","1,6","17,6"
03/08/2014 19.00,"2,6","8,2","5,7","0,4","1,8",
03/08/2014 20.00,"2,5","16,3","13,6","0,4","1,7","19,0"
03/08/2014 21.00,"2,8","28,7","26,1","0,5","2,0",
03/08/2014 22.00,"2,0","30,0","27,3","0,4","1,8","14,7"
03/08/2014 23.00,"1,6","39,8","36,4","0,5","1,8",
04/08/2014 0.00,"2,5","28,3","25,7","0,5","1,9","23,4"
04/08/2014 1.00,"2,5","38,2","34,6","0,5","2,1",
04/08/2014 2.00,"1,9","19,0","16,5","0,4","1,7","15,1"
04/08/2014 3.00,,"13,1","10,5","0,4","1,7",
04/08/2014 4.00,"4,0","13,9","11,3","0,4","1,9","19,0"
04/08/2014 5.00,"3,7","13,5","10,9","0,4","1,7",
04/08/2014 6.00,"3,0","19,5","16,9","0,5","1,6","18,6"
04/08/2014 7.00,"3,1","24,6","21,5","0,5","1,7",
04/08/2014 8.00,"2,2","24,3","20,9","0,5","2,0","15,6"
04/08/2014 9.00,"3,2","23,0","19,5","0,4","1,9",
04/08/2014 10.00,"2,7","34,7","29,9","0,4","2,2","29,3"
04/08/2014 11.00,"2,8","25,0","21,6","0,4","1,9",
04/08/2014 12.00,"2,3","21,5","18,1","0,4","2,0","27,8"
04/08/2014 13.00,"1,0","14,9","12,1","0,4","2,0",
04/08/2014 14.00,"3,3","20,0","17,3","0,4","1,7","29,8"
04/08/2014 15.00,"2,9","7,6","5,0","0,3","1,7",
04/08/2014 16.00,"2,7","5,7","3,2","0,3","1,7","16,6"
04/08/2014 17.00,"2,6","6,0","3,5","0,3","1,8",
04/08/2014 18.00,"2,2","6,3","3,7","0,3","2,0","16,1"
04/08/2014 19.00,"1,6","6,9","4,3","0,3","1,9",
04/08/2014 20.00,"2,2","8,5","6,0","0,3","1,7","10,7"
04/08/2014 21.00,"2,5","13,0","10,5","0,3","1,7",
04/08/2014 22.00,"2,4","25,1","22,4","0,8","3,8","20,0"
04/08/2014 23.00,"2,9","31,4","28,3","1,0","6,4",
05/08/2014 0.00,"2,8","37,6","34,5","1,0","7,7","13,2"
05/08/2014 1.00,"3,0","28,5","26,0","0,6","2,9",
05/08/2014 2.00,"2,6","23,8","21,2","0,6","3,5","31,3"
05/08/2014 3.00,"3,0","16,3","13,8","0,5","2,7",
05/08/2014 4.00,"2,2","20,8","18,3","0,4","2,8","42,0"
05/08/2014 5.00,"2,8","22,4","19,9","0,4","2,6",
05/08/2014 6.00,"2,7","27,2","24,2","0,4","2,4","28,8"
05/08/2014 7.00,"2,9","36,8","31,9","0,4","2,3",
05/08/2014 8.00,"2,6","36,3","30,0","0,6","3,2","36,6"
05/08/2014 9.00,"2,8","12,0","9,2","0,4","2,1",
05/08/2014 10.00,"2,7","9,2","6,6","0,4","1,9","36,6"
05/08/2014 11.00,"3,2","13,7","10,9","0,5","2,1",
05/08/2014 12.00,"3,5","21,9","18,3","0,7","2,0","35,2"
05/08/2014 13.00,"3,3","19,1","16,3","0,3","2,0",
05/08/2014 14.00,"2,6","20,5","17,9","0,3","2,0","28,8"
05/08/2014 15.00,"2,2","15,8","13,3","0,3","2,1",
05/08/2014 16.00,"2,4","14,1","11,6","0,3","1,9","21,0"
05/08/2014 17.00,"3,0","13,1","10,6","0,4","1,8",
05/08/2014 18.00,"2,1","16,6","14,0","0,4","2,1","17,6"
05/08/2014 19.00,"1,9","19,1","16,6","0,4","2,1",
05/08/2014 20.00,"2,4","13,8","11,2","0,4","2,5","31,3"
05/08/2014 21.00,"2,7","9,1","6,6","0,4","2,0",
05/08/2014 22.00,"3,0","15,1","12,5","0,6","2,5","26,9"
05/08/2014 23.00,"3,1","25,0","22,2","0,7","3,5",
06/08/2014 0.00,"3,6","48,7","44,2","1,1","7,2","25,9"
06/08/2014 1.00,"3,5","25,6","22,7","0,8","3,9",
06/08/2014 2.00,"3,4","39,4","35,5","1,0","8,6","30,3"
06/08/2014 3.00,,"24,7","22,1","0,8","4,4",
06/08/2014 4.00,"4,8","25,0","22,4","0,8","4,2","33,2"
06/08/2014 5.00,"3,6","49,9","45,2","1,5","6,4",
06/08/2014 6.00,"4,1","35,8","32,8","0,9","3,4","30,3"
06/08/2014 7.00,"2,7","25,6","22,0","0,6","2,7",
06/08/2014 8.00,"3,5","25,9","22,0","0,6","2,4","40,5"
06/08/2014 9.00,"2,7","21,9","18,4","0,5","2,4",
06/08/2014 10.00,"2,8","40,8","32,4","0,9","2,9","41,0"
06/08/2014 11.00,"3,5","25,8","21,8","0,7","2,7",
06/08/2014 12.00,"3,5","25,1","21,1","0,6","2,4","34,7"
06/08/2014 13.00,"2,8","35,4","29,3","1,0","2,6",
06/08/2014 14.00,"3,6","16,1","12,7","0,5","2,1","38,1"
06/08/2014 15.00,"3,2","15,0","12,0","0,5","2,5",
06/08/2014 16.00,"2,6","14,1","10,8","0,5","2,3","25,4"
06/08/2014 17.00,"2,8","10,7","7,9","0,4","2,1",
06/08/2014 18.00,"2,8","9,1","6,4","0,4","1,9","23,0"
06/08/2014 19.00,"2,0","11,0","8,4","0,4","2,2",
06/08/2014 20.00,"2,1","20,8","17,9","0,5","3,0","31,3"
06/08/2014 21.00,"2,7","8,3","5,8","0,4","2,1",
06/08/2014 22.00,"2,6","10,7","8,1","0,5","2,1","29,3"
06/08/2014 23.00,"3,0","43,2","40,0","0,9","4,8",
07/08/2014 0.00,"2,1","21,3","18,2","0,5","3,6","20,0"
07/08/2014 1.00,"2,9","10,2","7,7","0,4","2,4",
07/08/2014 2.00,"2,0","13,8","11,2","0,4","2,6","26,9"
07/08/2014 3.00,"2,7","22,7","20,0","0,7","3,9",
07/08/2014 4.00,"2,9","19,7","17,2","0,7","3,7","18,6"
07/08/2014 5.00,"3,0","16,7","14,1","0,4","2,9",
07/08/2014 6.00,"3,1","17,7","15,2","0,4","2,9","19,0"
07/08/2014 7.00,"2,0","21,2","18,0","0,4","2,3",
07/08/2014 8.00,"2,1","30,2","24,9","0,9","3,6","13,7"
07/08/2014 9.00,"3,8","54,2","43,5","1,6","6,3",
07/08/2014 10.00,"2,8","17,0","13,5","0,5","2,3","24,9"
07/08/2014 11.00,"2,8","12,0","9,3","0,4","2,1",
07/08/2014 12.00,"2,6","9,1","6,6","0,3","2,2","34,7"
07/08/2014 13.00,"2,7","10,4","7,7","0,4","1,7",
07/08/2014 14.00,"3,2","10,0","7,1","0,4","2,1","38,1"
07/08/2014 15.00,"3,5","13,8","10,8","0,4","2,0",
07/08/2014 16.00,"2,4","6,7","4,1","0,3","2,3","37,1"
07/08/2014 17.00,"1,7","8,1","5,5","0,3","2,1",
07/08/2014 18.00,"1,7","7,2","4,6","0,3","2,2","31,3"
07/08/2014 19.00,"2,4","7,6","5,0","0,3","1,8",
07/08/2014 20.00,"2,3","7,2","4,7","0,3","2,2","19,5"
07/08/2014 21.00,"2,0","6,6","4,0","0,3","2,2",
07/08/2014 22.00,"2,1","10,0","7,5","0,3","2,2","19,0"
07/08/2014 23.00,"1,3","9,2","6,7","0,3","2,1",
08/08/2014 0.00,"2,4","23,8","21,3","1,1","4,9","24,4"
08/08/2014 1.00,"2,7","28,8","26,2","0,9","4,8",
08/08/2014 2.00,"3,1","30,3","27,7","0,9","5,4","21,5"
08/08/2014 3.00,,"24,4","21,8","0,7","3,4",
08/08/2014 4.00,"4,7","27,3","24,7","1,2","5,7","33,7"
08/08/2014 5.00,"3,3","33,9","31,2","1,3","5,3",
08/08/2014 6.00,"5,1","45,7","42,2","1,8","11,3","34,7"
08/08/2014 7.00,"3,4","45,3","40,1","1,2","6,8",
08/08/2014 8.00,"3,0","33,4","28,9","0,4","2,6","45,9"
08/08/2014 9.00,"2,9","23,4","19,5","0,4","2,8",
08/08/2014 10.00,"2,9","8,4","5,8","0,3","2,5","52,3"
08/08/2014 11.00,"2,4","7,5","5,0","0,3","2,1",
08/08/2014 12.00,"2,3","8,8","6,1","0,3","2,0","27,8"
08/08/2014 13.00,"2,4","10,9","8,3","0,4","2,2",
08/08/2014 14.00,"2,7","10,2","7,7","0,4","2,3","29,8"
08/08/2014 15.00,"2,2","14,9","12,3","0,4","2,3",
08/08/2014 16.00,"2,1","12,0","9,5","0,3","2,3","17,6"
08/08/2014 17.00,"2,7","10,7","8,2","0,3","2,1",
08/08/2014 18.00,"2,2","10,5","8,0","0,3","2,6","13,7"
08/08/2014 19.00,"2,3","10,7","8,1","0,4","2,7",
08/08/2014 20.00,"2,2","18,7","16,1","0,5","2,9","27,4"
08/08/2014 21.00,"1,9","10,8","8,3","0,4","2,2",
08/08/2014 22.00,"1,5","13,5","10,9","0,4","2,3","32,2"
08/08/2014 23.00,"1,3","16,8","14,2","0,4","2,3",
09/08/2014 0.00,"1,4","12,4","9,8","0,4","2,2","27,8"
09/08/2014 1.00,"1,8","11,0","8,5","0,4","2,4",
09/08/2014 2.00,"1,8","11,7","9,1","0,3","2,2","16,1"
09/08/2014 3.00,"2,6","10,8","8,2","0,3","2,1",
09/08/2014 4.00,"1,7","8,5","5,9","0,3","1,9","10,3"
09/08/2014 5.00,"2,1","25,4","22,5","0,3","2,3",
09/08/2014 6.00,"2,2","22,6","19,8","0,4","2,0","11,7"
09/08/2014 7.00,"2,7","53,0","41,1","0,4","2,7",
09/08/2014 8.00,"2,3","44,8","35,5","0,4","3,1","7,8"
09/08/2014 9.00,"2,1","44,2","37,4","0,5","3,2",
09/08/2014 10.00,"2,6","26,8","23,4","0,4","2,5","23,9"
09/08/2014 11.00,"2,8","18,8","16,2","0,4","2,3",
09/08/2014 12.00,"2,1","23,6","20,1","0,4","2,3","23,4"
09/08/2014 13.00,"2,4","17,1","14,2","0,3","2,3",
09/08/2014 14.00,"2,3","9,2","6,6","0,3","2,3","20,5"
09/08/2014 15.00,"2,7","9,4","6,9","0,3","2,2",
09/08/2014 16.00,"2,7","8,8","6,3","0,4","2,0","13,2"
09/08/2014 17.00,"1,8","9,5","7,0","0,4","2,3",
09/08/2014 18.00,"1,3","8,6","6,0","0,4","2,3","13,7"
09/08/2014 19.00,"1,3","8,4","5,8","0,3","2,4",
09/08/2014 20.00,"1,2","22,6","20,1","0,4","3,0","8,3"
09/08/2014 21.00,"2,2","30,3","27,8","0,5","2,6",
09/08/2014 22.00,"1,8","41,6","38,9","0,5","2,7","20,5"
09/08/2014 23.00,"1,0","38,9","36,4","0,4","2,5",
10/08/2014 0.00,"1,9","43,4","40,6","0,6","2,4","24,4"
10/08/2014 1.00,"2,0","37,7","34,7","0,5","2,1",
10/08/2014 2.00,"2,1","33,6","31,1","0,5","2,5","23,4"
10/08/2014 3.00,,"31,4","28,3","0,5","2,2",
10/08/2014 4.00,"2,9","27,4","24,9","0,4","2,1","18,1"
10/08/2014 5.00,"2,5","26,2","23,5","0,5","2,3",
10/08/2014 6.00,"2,5","33,4","30,4","0,4","2,4","27,4"
10/08/2014 7.00,"3,2","25,9","22,3","0,4","2,3",
10/08/2014 8.00,"2,2","11,2","8,6","0,3","2,2","27,8"
10/08/2014 9.00,"2,5","12,3","9,5","0,4","2,3",
10/08/2014 10.00,"3,6","21,5","18,4","0,6","2,9","30,3"
10/08/2014 11.00,"2,3","16,9","14,3","0,5","2,6",
10/08/2014 12.00,"0,3","11,6","9,0","0,5","2,5","35,2"
10/08/2014 13.00,"2,0","10,3","7,7","0,4","2,6",
10/08/2014 14.00,"2,1","7,7","5,1","0,3","2,5","27,4"
10/08/2014 15.00,"2,9","7,1","4,6","0,4","2,1",
10/08/2014 16.00,"1,3","7,0","4,4","0,3","2,2","16,6"
10/08/2014 17.00,"1,2","5,6","3,1","0,3","2,1",
10/08/2014 18.00,"1,2","9,1","6,6","0,4","2,3","15,6"
10/08/2014 19.00,"2,1","11,1","8,5","0,3","2,6",
10/08/2014 20.00,"1,8","25,1","22,6","0,5","3,0","16,6"
10/08/2014 21.00,"1,6","27,3","24,8","0,4","2,6",
10/08/2014 22.00,"1,7","29,9","27,3","0,4","2,3","23,0"
10/08/2014 23.00,"1,0","26,7","24,2","0,4","2,2",
11/08/2014 0.00,"1,1","39,6","36,9","0,5","2,3","14,7"
11/08/2014 1.00,"1,3","15,2","12,6","0,4","2,3",
11/08/2014 2.00,"2,0","24,7","21,9","0,4","2,2","16,6"
11/08/2014 3.00,"2,2","50,3","46,5","0,5","2,6",
11/08/2014 4.00,"2,7","40,2","37,1","0,5","2,8","22,5"
11/08/2014 5.00,"2,1","78,6","45,4","0,4","2,7",
11/08/2014 6.00,"1,7","60,6","50,9","0,4","2,6","18,1"
11/08/2014 7.00,"2,7","76,4","51,6","0,5","2,7",
11/08/2014 8.00,"3,0","32,8","26,7","0,4","2,5","20,0"
11/08/2014 9.00,"2,8","32,8","26,5","0,5","2,5",
11/08/2014 10.00,"2,4","22,2","18,8","0,5","2,5","23,4"
11/08/2014 11.00,"2,7","17,5","14,4","0,4","2,3",
11/08/2014 12.00,"2,0","14,1","11,4","0,4","2,4","40,5"
11/08/2014 13.00,"2,3","13,1","10,4","0,4","2,2",
11/08/2014 14.00,"2,7","12,3","9,7","0,4","2,2","36,1"
11/08/2014 15.00,"3,1","12,7","10,2","0,4","2,1",
11/08/2014 16.00,"3,2","12,3","9,8","0,4","2,0","20,5"
11/08/2014 17.00,"2,1","14,9","12,2","0,4","2,4",
11/08/2014 18.00,"1,8","14,2","11,5","0,4","2,6","17,6"
11/08/2014 19.00,"1,5","9,7","7,2","0,4","2,5",
11/08/2014 20.00,"2,0","17,2","14,7","0,5","2,4","25,9"
11/08/2014 21.00,"1,6","41,2","38,7","0,5","2,4",
11/08/2014 22.00,"1,6","51,8","49,2","0,5","2,5","23,9"
11/08/2014 23.00,"1,9","35,3","32,8","0,5","2,5",
12/08/2014 0.00,"1,8","21,9","19,4","0,5","2,7","16,6"
12/08/2014 1.00,"1,5","27,2","24,4","0,5","3,1",
12/08/2014 2.00,"1,4","38,5","35,3","0,6","3,3","13,2"
12/08/2014 3.00,,"36,2","33,3","0,6","3,0",
12/08/2014 4.00,"5,4","35,9","32,6","0,6","3,2","22,0"
12/08/2014 5.00,"2,1","42,4","36,2","0,4","2,5",
12/08/2014 6.00,"2,4","35,8","31,6","0,4","2,5","22,5"
12/08/2014 7.00,"3,4","40,5","32,6","0,5","3,1",
12/08/2014 8.00,"2,7","33,3","26,0","0,5","3,1","17,6"
12/08/2014 9.00,"2,2","33,4","27,1","0,6","2,8",
12/08/2014 10.00,"2,2","32,4","28,3","0,5","3,1","31,7"
12/08/2014 11.00,"1,9","22,9","19,0","0,4","2,4",
12/08/2014 12.00,"2,3","21,4","17,6","0,4","2,4","31,7"
12/08/2014 13.00,"2,4","19,6","16,5","0,3","2,4",
12/08/2014 14.00,"3,2","14,5","11,9","0,3","2,6","18,1"
12/08/2014 15.00,"2,0","16,1","13,0","0,3","2,4",
12/08/2014 16.00,"2,4","9,0","6,5","0,3","2,3","11,2"
12/08/2014 17.00,"1,9","15,6","12,8","0,3","2,2",
12/08/2014 18.00,"1,1","12,7","10,0","0,3","2,5","11,7"
12/08/2014 19.00,"0,9","15,4","12,8","0,4","2,7",
12/08/2014 20.00,"1,5","19,4","16,9","0,4","2,9","24,4"
12/08/2014 21.00,"2,4","23,7","21,0","0,4","2,6",
12/08/2014 22.00,"2,6","27,3","24,4","0,4","2,6","14,7"
12/08/2014 23.00,"2,6","29,1","26,2","0,4","2,6",
13/08/2014 0.00,"2,4","28,6","25,8","0,4","2,5","21,0"
