Stat,Campi Salentina,,,,,,  ,
Parm,NO2,NOX,CO,O3,PM10,PM2.5,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ug/m3,,
Field,,,Aver,Aver,Aver,Aver,,
18/01/2014 3.00,,,,"79,46","21,88","10,21",,
18/01/2014 4.00,,,"0,30","80,77","21,88","10,21",,
18/01/2014 5.00,,,"0,28",,"21,88","10,21",,
18/01/2014 6.00,,,"0,32","81,59","21,88","10,21",,
18/01/2014 7.00,,,"0,34","78,00","21,88","10,21",,
18/01/2014 8.00,,,"0,36","71,81","21,88","10,21",,
18/01/2014 9.00,,,"0,38","65,71","21,88","10,21",,
18/01/2014 10.00,,,"0,39","75,21","21,88","10,21",,
18/01/2014 11.00,,,"0,33","85,64","21,88","10,21",,
18/01/2014 12.00,,,"0,34","85,96","21,88","10,21",,
18/01/2014 13.00,,,"0,38","84,79","21,88","10,21",,
18/01/2014 14.00,,,"0,44","85,46","21,88","10,21",,
18/01/2014 15.00,,,"0,31","83,15","21,88","10,21",,
18/01/2014 16.00,,,"0,36","80,68","21,88","10,21",,
18/01/2014 17.00,,,,,"21,88","10,21",,
18/01/2014 18.00,,,"0,20",,"21,88","10,21",,
18/01/2014 19.00,,,"0,35",,"21,88","10,21",,
18/01/2014 20.00,,,"0,38","76,32","21,88","10,21",,
18/01/2014 21.00,,,"0,38","76,69","21,88","10,21",,
18/01/2014 22.00,,,"0,42","76,22","21,88","10,21",,
18/01/2014 23.00,,,"0,61","77,91","21,88","10,21",,
19/01/2014 0.00,,,"0,51","79,05","21,88","10,21",,
19/01/2014 1.00,,,"0,43","78,17","27,45","11,18",,
19/01/2014 2.00,,,"0,42","79,19","27,45","11,18",,
19/01/2014 3.00,,,"0,38","79,52","27,45","11,18",,
19/01/2014 4.00,,,"0,39","79,45","27,45","11,18",,
19/01/2014 5.00,,,"0,43","79,75","27,45","11,18",,
19/01/2014 6.00,,,"0,40","79,52","27,45","11,18",,
19/01/2014 7.00,,,"0,39","78,82","27,45","11,18",,
19/01/2014 8.00,,,"0,40","79,60","27,45","11,18",,
19/01/2014 9.00,,,"0,38","80,60","27,45","11,18",,
19/01/2014 10.00,,,"0,42","82,87","27,45","11,18",,
19/01/2014 11.00,,,"0,45","80,73","27,45","11,18",,
19/01/2014 12.00,,,"0,44","81,08","27,45","11,18",,
19/01/2014 13.00,,,"0,49","76,76","27,45","11,18",,
19/01/2014 14.00,,,"0,44","79,30","27,45","11,18",,
19/01/2014 15.00,,,"0,47","79,56","27,45","11,18",,
19/01/2014 16.00,,,"0,47","78,58","27,45","11,18",,
19/01/2014 17.00,,,"0,45","80,57","27,45","11,18",,
19/01/2014 18.00,,,"0,46","81,03","27,45","11,18",,
19/01/2014 19.00,,,"0,45","82,32","27,45","11,18",,
19/01/2014 20.00,,,"0,43","80,23","27,45","11,18",,
19/01/2014 21.00,,,"0,47","79,69","27,45","11,18",,
19/01/2014 22.00,,,"0,49","80,42","27,45","11,18",,
19/01/2014 23.00,,,"0,44","80,03","27,45","11,18",,
20/01/2014 0.00,,,"0,42","81,36","27,45","11,18",,
20/01/2014 1.00,,,"0,41","84,42","125,42","17,63",,
20/01/2014 2.00,,,"0,42","82,53","125,42","17,63",,
20/01/2014 3.00,,,,"79,12","125,42","17,63",,
20/01/2014 4.00,,,"0,37",,"125,42","17,63",,
20/01/2014 5.00,,,"0,46",,"125,42","17,63",,
20/01/2014 6.00,,,"0,49","64,01","125,42","17,63",,
20/01/2014 7.00,,,"0,46","59,94","125,42","17,63",,
20/01/2014 8.00,,,"0,43","61,08","125,42","17,63",,
20/01/2014 9.00,,,"0,49","57,58","125,42","17,63",,
20/01/2014 10.00,,,"0,48","67,65","125,42","17,63",,
20/01/2014 11.00,,,"0,49","67,65","125,42","17,63",,
20/01/2014 12.00,,,"0,50","69,98","125,42","17,63",,
20/01/2014 13.00,,,"0,45","79,19","125,42","17,63",,
20/01/2014 14.00,,,"0,54","74,70","125,42","17,63",,
20/01/2014 15.00,,,"0,61","77,94","125,42","17,63",,
20/01/2014 16.00,,,"0,41","80,94","125,42","17,63",,
20/01/2014 17.00,,,"0,48","78,53","125,42","17,63",,
20/01/2014 18.00,,,"0,45","73,87","125,42","17,63",,
20/01/2014 19.00,,,"0,47","72,25","125,42","17,63",,
20/01/2014 20.00,,,"0,46","70,69","125,42","17,63",,
20/01/2014 21.00,,,"0,50","72,47","125,42","17,63",,
20/01/2014 22.00,,,"0,54","72,08","125,42","17,63",,
20/01/2014 23.00,,,"0,47","71,86","125,42","17,63",,
21/01/2014 0.00,,,"0,44","74,89","125,42","17,63",,
21/01/2014 1.00,,,"0,39","77,86","12,65","7,23",,
21/01/2014 2.00,,,"0,37","79,38","12,65","7,23",,
21/01/2014 3.00,,,"0,37","77,08","12,65","7,23",,
21/01/2014 4.00,,,"0,39","76,81","12,65","7,23",,
21/01/2014 5.00,,,"0,38","75,26","12,65","7,23",,
21/01/2014 6.00,,,"0,39","65,03","12,65","7,23",,
21/01/2014 7.00,,,"0,39","66,87","12,65","7,23",,
21/01/2014 8.00,,,"0,43","72,00","12,65","7,23",,
21/01/2014 9.00,,,"0,49","31,21","12,65","7,23",,
21/01/2014 10.00,,,"0,40","71,08","12,65","7,23",,
21/01/2014 11.00,,,"0,47","71,36","12,65","7,23",,
21/01/2014 12.00,,,,,"12,65","7,23",,
21/01/2014 13.00,,,"0,44","73,58","12,65","7,23",,
21/01/2014 14.00,,,"0,48","77,55","12,65","7,23",,
21/01/2014 15.00,,,"0,39","79,73","12,65","7,23",,
21/01/2014 16.00,,,"0,45","78,84","12,65","7,23",,
21/01/2014 17.00,,,"0,45","77,26","12,65","7,23",,
21/01/2014 18.00,,,"0,50","71,44","12,65","7,23",,
21/01/2014 19.00,,,"0,47","76,29","12,65","7,23",,
21/01/2014 20.00,,,"0,48","75,37","12,65","7,23",,
21/01/2014 21.00,,,"0,49","73,59","12,65","7,23",,
21/01/2014 22.00,,,"0,51","70,19","12,65","7,23",,
21/01/2014 23.00,,,"0,50","64,42","12,65","7,23",,
22/01/2014 0.00,,,"0,42","62,47","12,65","7,23",,
22/01/2014 1.00,,,"0,36","66,31","22,17","6,15",,
22/01/2014 2.00,,,"0,35","63,76","22,17","6,15",,
22/01/2014 3.00,,,,"63,15","22,17","6,15",,
22/01/2014 4.00,,,"0,35","64,40","22,17","6,15",,
22/01/2014 5.00,,,"0,31",,"22,17","6,15",,
22/01/2014 6.00,,,"0,34","45,85","22,17","6,15",,
22/01/2014 7.00,,,"0,39","49,49","22,17","6,15",,
22/01/2014 8.00,,,"0,52","36,25","22,17","6,15",,
22/01/2014 9.00,,,"0,59","32,42","22,17","6,15",,
22/01/2014 10.00,,,"0,41","59,55","22,17","6,15",,
22/01/2014 11.00,,,"0,36","64,36","22,17","6,15",,
22/01/2014 12.00,,,"0,41","66,12","22,17","6,15",,
22/01/2014 13.00,,,"0,37","69,71","22,17","6,15",,
22/01/2014 14.00,,,"0,42","72,08","22,17","6,15",,
22/01/2014 15.00,,,"0,43","72,24","22,17","6,15",,
22/01/2014 16.00,,,"0,47","71,39","22,17","6,15",,
22/01/2014 17.00,,,"0,48","66,60","22,17","6,15",,
22/01/2014 18.00,,,"0,59","63,03","22,17","6,15",,
22/01/2014 19.00,,,"0,66","59,04","22,17","6,15",,
22/01/2014 20.00,,,"0,75","54,47","22,17","6,15",,
22/01/2014 21.00,,,"0,72","50,20","22,17","6,15",,
22/01/2014 22.00,,,"0,67","52,40","22,17","6,15",,
22/01/2014 23.00,,,"0,58","44,15","22,17","6,15",,
23/01/2014 0.00,,,"0,49","56,56","22,17","6,15",,
23/01/2014 1.00,,,"0,42","60,10","41,36","19,93",,
23/01/2014 2.00,,,"0,36","37,36","41,36","19,93",,
23/01/2014 3.00,,,"0,32","32,70","41,36","19,93",,
23/01/2014 4.00,,,"0,35","40,40","41,36","19,93",,
23/01/2014 5.00,,,"0,38","38,50","41,36","19,93",,
23/01/2014 6.00,,,"0,38","30,14","41,36","19,93",,
23/01/2014 7.00,,,"0,43","10,75","41,36","19,93",,
23/01/2014 8.00,,,"0,46","9,78","41,36","19,93",,
23/01/2014 9.00,,,"0,71","12,11","41,36","19,93",,
23/01/2014 10.00,,,"0,69","20,14","41,36","19,93",,
23/01/2014 11.00,,,"0,54","41,37","41,36","19,93",,
23/01/2014 12.00,,,"0,42","55,42","41,36","19,93",,
23/01/2014 13.00,,,"0,44","67,50","41,36","19,93",,
23/01/2014 14.00,,,"0,48","66,85","41,36","19,93",,
23/01/2014 15.00,,,"0,35","71,56","41,36","19,93",,
23/01/2014 16.00,,,"0,36","50,40","41,36","19,93",,
23/01/2014 17.00,,,"0,60","23,06","41,36","19,93",,
23/01/2014 18.00,,,"0,78","10,04","41,36","19,93",,
23/01/2014 19.00,,,"1,05","7,77","41,36","19,93",,
23/01/2014 20.00,,,"0,97","8,33","41,36","19,93",,
23/01/2014 21.00,,,"0,72","14,64","41,36","19,93",,
23/01/2014 22.00,,,"0,77","18,28","41,36","19,93",,
23/01/2014 23.00,,,"0,71","29,09","41,36","19,93",,
24/01/2014 0.00,,,"0,59","48,23","41,36","19,93",,
24/01/2014 1.00,,,"0,51","52,19","39,15","9,38",,
24/01/2014 2.00,,,"0,45","47,35","39,15","9,38",,
24/01/2014 3.00,,,,"63,20","39,15","9,38",,
24/01/2014 4.00,,,"0,35","80,14","39,15","9,38",,
24/01/2014 5.00,,,"0,35",,"39,15","9,38",,
24/01/2014 6.00,,,"0,30","78,26","39,15","9,38",,
24/01/2014 7.00,,,"0,28","79,69","39,15","9,38",,
24/01/2014 8.00,,,"0,34","77,39","39,15","9,38",,
24/01/2014 9.00,,,"0,36","72,22","39,15","9,38",,
24/01/2014 10.00,,,"0,35","78,63","39,15","9,38",,
24/01/2014 11.00,,,"0,34","81,40","39,15","9,38",,
24/01/2014 12.00,,,"0,36","75,74","39,15","9,38",,
24/01/2014 13.00,,,"0,35","72,40","39,15","9,38",,
24/01/2014 14.00,,,"0,46","70,98","39,15","9,38",,
24/01/2014 15.00,,,"0,40","68,98","39,15","9,38",,
24/01/2014 16.00,,,"0,38","71,28","39,15","9,38",,
24/01/2014 17.00,,,"0,38","58,97","39,15","9,38",,
24/01/2014 18.00,,,"0,47","59,74","39,15","9,38",,
24/01/2014 19.00,,,"0,69","57,74","39,15","9,38",,
24/01/2014 20.00,,,"0,67","28,56","39,15","9,38",,
24/01/2014 21.00,,,"0,63","22,65","39,15","9,38",,
24/01/2014 22.00,,,"0,81","30,96","39,15","9,38",,
24/01/2014 23.00,,,"0,48","66,92","39,15","9,38",,
25/01/2014 0.00,,,"0,31","67,75","39,15","9,38",,
25/01/2014 1.00,,,"0,26","63,77","21,78","2,83",,
25/01/2014 2.00,,,"0,23","63,30","21,78","2,83",,
25/01/2014 3.00,,,"0,20","49,65","21,78","2,83",,
25/01/2014 4.00,,,"0,21","57,91","21,78","2,83",,
25/01/2014 5.00,,,"0,16","63,33","21,78","2,83",,
25/01/2014 6.00,,,"0,20","55,04","21,78","2,83",,
25/01/2014 7.00,,,"0,23","32,33","21,78","2,83",,
25/01/2014 8.00,,,"0,37","19,01","21,78","2,83",,
25/01/2014 9.00,,,"0,55","22,98","21,78","2,83",,
25/01/2014 10.00,,,"0,38","39,25","21,78","2,83",,
25/01/2014 11.00,,,"0,29","44,06","21,78","2,83",,
25/01/2014 12.00,,,"0,33","49,19","21,78","2,83",,
25/01/2014 13.00,,,"0,33","63,22","21,78","2,83",,
25/01/2014 14.00,,,"0,33","68,97","21,78","2,83",,
25/01/2014 15.00,,,"0,27","67,28","21,78","2,83",,
25/01/2014 16.00,,,"0,28","67,42","21,78","2,83",,
25/01/2014 17.00,,,"0,40","59,54","21,78","2,83",,
25/01/2014 18.00,,,"0,40","51,06","21,78","2,83",,
25/01/2014 19.00,,,"0,51","52,59","21,78","2,83",,
25/01/2014 20.00,,,"0,46","51,11","21,78","2,83",,
25/01/2014 21.00,,,"0,33","59,21","21,78","2,83",,
25/01/2014 22.00,,,"0,27","58,61","21,78","2,83",,
25/01/2014 23.00,,,"0,32","58,93","21,78","2,83",,
26/01/2014 0.00,,,"0,49","62,84","21,78","2,83",,
26/01/2014 1.00,,,"0,46","64,83","13,19","5,23",,
26/01/2014 2.00,,,"0,43","67,25","13,19","5,23",,
26/01/2014 3.00,,,,"69,16","13,19","5,23",,
26/01/2014 4.00,,,"0,39","73,01","13,19","5,23",,
26/01/2014 5.00,,,"0,37",,"13,19","5,23",,
26/01/2014 6.00,,,"0,34","77,60","13,19","5,23",,
26/01/2014 7.00,,,"0,32","77,27","13,19","5,23",,
26/01/2014 8.00,,,"0,37","75,29","13,19","5,23",,
26/01/2014 9.00,,,"0,37","73,52","13,19","5,23",,
26/01/2014 10.00,,,"0,40","78,23","13,19","5,23",,
26/01/2014 11.00,,,"0,37","81,40","13,19","5,23",,
26/01/2014 12.00,,,"0,37","84,88","13,19","5,23",,
26/01/2014 13.00,,,"0,39","85,26","13,19","5,23",,
26/01/2014 14.00,,,"0,37","86,16","13,19","5,23",,
26/01/2014 15.00,,,"0,39","86,88","13,19","5,23",,
26/01/2014 16.00,,,"0,37","84,89","13,19","5,23",,
26/01/2014 17.00,,,"0,44","77,10","13,19","5,23",,
26/01/2014 18.00,,,"0,40","76,59","13,19","5,23",,
26/01/2014 19.00,,,"0,49","65,36","13,19","5,23",,
26/01/2014 20.00,,,"0,53","64,36","13,19","5,23",,
26/01/2014 21.00,,,"0,51","66,53","13,19","5,23",,
26/01/2014 22.00,,,"0,45","79,08","13,19","5,23",,
26/01/2014 23.00,,,"0,40","82,25","13,19","5,23",,
27/01/2014 0.00,,,"0,29","84,25","13,19","5,23",,
27/01/2014 1.00,,,"0,26","84,10","31,45","11,92",,
27/01/2014 2.00,,,"0,23","84,48","31,45","11,92",,
27/01/2014 3.00,,,"0,19","81,62","31,45","11,92",,
27/01/2014 4.00,,,"0,26","75,34","31,45","11,92",,
27/01/2014 5.00,,,"0,23","69,25","31,45","11,92",,
27/01/2014 6.00,,,"0,26","56,29","31,45","11,92",,
27/01/2014 7.00,,,"0,38","33,38","31,45","11,92",,
27/01/2014 8.00,,,"0,43","28,66","31,45","11,92",,
27/01/2014 9.00,,,"0,46","35,15","31,45","11,92",,
27/01/2014 10.00,,,"0,40","41,49","31,45","11,92",,
27/01/2014 11.00,,,"0,34","58,14","31,45","11,92",,
27/01/2014 12.00,,,"0,34","64,25","31,45","11,92",,
27/01/2014 13.00,,,"0,36","62,78","31,45","11,92",,
27/01/2014 14.00,,,"0,46","65,57","31,45","11,92",,
27/01/2014 15.00,,,"0,36","75,36","31,45","11,92",,
27/01/2014 16.00,,,"0,44","64,41","31,45","11,92",,
27/01/2014 17.00,,,"0,50","43,47","31,45","11,92",,
27/01/2014 18.00,,,"0,78","27,27","31,45","11,92",,
27/01/2014 19.00,,,"0,75","20,93","31,45","11,92",,
27/01/2014 20.00,,,"0,66","19,98","31,45","11,92",,
27/01/2014 21.00,,,"0,70","23,54","31,45","11,92",,
27/01/2014 22.00,,,"0,72","26,64","31,45","11,92",,
27/01/2014 23.00,,,"0,63","31,99","31,45","11,92",,
28/01/2014 0.00,,,"0,78","41,68","31,45","11,92",,
28/01/2014 1.00,,,"0,55","60,13","88,25","19,34",,
28/01/2014 2.00,,,"0,51","69,26","88,25","19,34",,
28/01/2014 3.00,,,,"65,35","88,25","19,34",,
28/01/2014 4.00,,,"0,47","58,55","88,25","19,34",,
28/01/2014 5.00,,,"0,41",,"88,25","19,34",,
28/01/2014 6.00,,,"0,44","68,21","88,25","19,34",,
28/01/2014 7.00,,,"0,43","73,72","88,25","19,34",,
28/01/2014 8.00,,,"0,43","69,33","88,25","19,34",,
28/01/2014 9.00,,,"0,49","70,15","88,25","19,34",,
28/01/2014 10.00,,,"0,53","56,43","88,25","19,34",,
28/01/2014 11.00,,,"0,59","52,26","88,25","19,34",,
28/01/2014 12.00,,,"0,47","65,99","88,25","19,34",,
28/01/2014 13.00,,,"0,49","75,13","88,25","19,34",,
28/01/2014 14.00,,,"0,61","73,37","88,25","19,34",,
28/01/2014 15.00,,,"0,66","68,83","88,25","19,34",,
28/01/2014 16.00,,,"0,61","70,00","88,25","19,34",,
28/01/2014 17.00,,,"0,71","63,41","88,25","19,34",,
28/01/2014 18.00,,,"1,37","30,15","88,25","19,34",,
28/01/2014 19.00,,,"1,25","13,95","88,25","19,34",,
28/01/2014 20.00,,,"1,63","19,13","88,25","19,34",,
28/01/2014 21.00,,,"1,04","24,63","88,25","19,34",,
28/01/2014 22.00,,,"0,91","30,41","88,25","19,34",,
28/01/2014 23.00,,,"0,73","38,95","88,25","19,34",,
29/01/2014 0.00,,,"0,88","32,13","88,25","19,34",,
29/01/2014 1.00,,,"0,82","26,33","41,86","27,40",,
29/01/2014 2.00,,,"0,77","19,43","41,86","27,40",,
29/01/2014 3.00,,,"0,81","17,95","41,86","27,40",,
29/01/2014 4.00,,,"0,66","21,91","41,86","27,40",,
29/01/2014 5.00,,,"0,68","15,53","41,86","27,40",,
29/01/2014 6.00,,,"0,72","9,29","41,86","27,40",,
29/01/2014 7.00,,,"0,85","8,56","41,86","27,40",,
29/01/2014 8.00,,,"0,89","6,34","41,86","27,40",,
29/01/2014 9.00,,,"1,07","11,56","41,86","27,40",,
29/01/2014 10.00,,,"0,64","41,67","41,86","27,40",,
29/01/2014 11.00,,,"0,57","64,59","41,86","27,40",,
29/01/2014 12.00,,,"0,48","74,34","41,86","27,40",,
29/01/2014 13.00,,,"0,46","80,77","41,86","27,40",,
29/01/2014 14.00,,,"0,48","82,30","41,86","27,40",,
29/01/2014 15.00,,,"0,47","85,50","41,86","27,40",,
29/01/2014 16.00,,,"0,47","84,15","41,86","27,40",,
29/01/2014 17.00,,,"0,49","63,68","41,86","27,40",,
29/01/2014 18.00,,,"0,63","30,41","41,86","27,40",,
29/01/2014 19.00,,,"1,04","19,36","41,86","27,40",,
29/01/2014 20.00,,,"1,12","10,69","41,86","27,40",,
29/01/2014 21.00,,,"0,92","10,97","41,86","27,40",,
29/01/2014 22.00,,,"0,77","21,06","41,86","27,40",,
29/01/2014 23.00,,,"0,76","27,83","41,86","27,40",,
30/01/2014 0.00,,,"0,94","29,69","41,86","27,40",,
30/01/2014 1.00,,,"0,82","39,91","25,98","11,62",,
30/01/2014 2.00,,,"0,73","47,12","25,98","11,62",,
30/01/2014 3.00,,,,"62,91","25,98","11,62",,
30/01/2014 4.00,,,"0,59","72,08","25,98","11,62",,
30/01/2014 5.00,,,"0,58",,"25,98","11,62",,
30/01/2014 6.00,,,"0,54","74,26","25,98","11,62",,
30/01/2014 7.00,,,"0,53","77,31","25,98","11,62",,
30/01/2014 8.00,,,"0,56","77,35","25,98","11,62",,
30/01/2014 9.00,,,"0,56","75,87","25,98","11,62",,
30/01/2014 10.00,,,"0,54","77,67","25,98","11,62",,
30/01/2014 11.00,,,"0,55","79,07","25,98","11,62",,
30/01/2014 12.00,,,"0,57","84,12","25,98","11,62",,
30/01/2014 13.00,,,"0,55","79,13","25,98","11,62",,
30/01/2014 14.00,,,"0,71","73,16","25,98","11,62",,
30/01/2014 15.00,,,"0,55","80,02","25,98","11,62",,
30/01/2014 16.00,,,"0,55","82,73","25,98","11,62",,
30/01/2014 17.00,,,"0,56","81,51","25,98","11,62",,
30/01/2014 18.00,,,"0,62","80,10","25,98","11,62",,
30/01/2014 19.00,,,"0,58","78,85","25,98","11,62",,
30/01/2014 20.00,,,"0,64","78,34","25,98","11,62",,
30/01/2014 21.00,,,"0,60","81,98","25,98","11,62",,
30/01/2014 22.00,,,"0,59","83,58","25,98","11,62",,
30/01/2014 23.00,,,"0,47","80,21","25,98","11,62",,
31/01/2014 0.00,,,"0,33","82,52","25,98","11,62",,
31/01/2014 1.00,,,"0,33","76,88","26,57","11,53",,
31/01/2014 2.00,,,"0,30","75,71","26,57","11,53",,
31/01/2014 3.00,,,"0,32","75,89","26,57","11,53",,
31/01/2014 4.00,,,"0,31","73,87","26,57","11,53",,
31/01/2014 5.00,,,"0,31","76,65","26,57","11,53",,
31/01/2014 6.00,,,"0,31","78,60","26,57","11,53",,
31/01/2014 7.00,,,"0,32","75,64","26,57","11,53",,
31/01/2014 8.00,,,"0,32","72,73","26,57","11,53",,
31/01/2014 9.00,,,"0,33","70,84","26,57","11,53",,
31/01/2014 10.00,,,"0,32","74,48","26,57","11,53",,
31/01/2014 11.00,,,"0,31","76,58","26,57","11,53",,
31/01/2014 12.00,,,"0,30","79,02","26,57","11,53",,
31/01/2014 13.00,,,"0,29","81,57","26,57","11,53",,
31/01/2014 14.00,,,"0,34","80,38","26,57","11,53",,
31/01/2014 15.00,,,"0,29","83,64","26,57","11,53",,
31/01/2014 16.00,,,"0,33","80,38","26,57","11,53",,
31/01/2014 17.00,,,"0,31","76,40","26,57","11,53",,
31/01/2014 18.00,,,"0,35","75,37","26,57","11,53",,
31/01/2014 19.00,,,"0,39","70,58","26,57","11,53",,
31/01/2014 20.00,,,"0,40","70,73","26,57","11,53",,
31/01/2014 21.00,,,"0,40","69,09","26,57","11,53",,
31/01/2014 22.00,,,"0,34","68,60","26,57","11,53",,
31/01/2014 23.00,,,"0,32","71,98","26,57","11,53",,
01/02/2014 0.00,,,"0,24","69,64","26,57","11,53",,
01/02/2014 1.00,,,"0,26","68,90","59,10","8,99",,
01/02/2014 2.00,,,"0,27","70,17","59,10","8,99",,
01/02/2014 3.00,,,,"72,02","59,10","8,99",,
01/02/2014 4.00,,,"0,21","72,42","59,10","8,99",,
01/02/2014 5.00,,,"0,21",,"59,10","8,99",,
01/02/2014 6.00,,,"0,24","68,12","59,10","8,99",,
01/02/2014 7.00,,,"0,24","66,93","59,10","8,99",,
01/02/2014 8.00,,,"0,24","62,82","59,10","8,99",,
01/02/2014 9.00,,,"0,29","56,97","59,10","8,99",,
01/02/2014 10.00,,,"0,28","56,64","59,10","8,99",,
01/02/2014 11.00,,,"0,27","58,81","59,10","8,99",,
01/02/2014 12.00,,,"0,28","61,89","59,10","8,99",,
01/02/2014 13.00,,,"0,28","63,47","59,10","8,99",,
01/02/2014 14.00,,,"0,31","62,00","59,10","8,99",,
01/02/2014 15.00,,,"0,30","64,11","59,10","8,99",,
01/02/2014 16.00,,,"0,29","64,33","59,10","8,99",,
01/02/2014 17.00,,,"0,31","66,83","59,10","8,99",,
01/02/2014 18.00,,,"0,34","66,74","59,10","8,99",,
01/02/2014 19.00,,,"0,34","64,42","59,10","8,99",,
01/02/2014 20.00,,,"0,29","63,97","59,10","8,99",,
01/02/2014 21.00,,,"0,29","60,19","59,10","8,99",,
01/02/2014 22.00,,,"0,35","57,84","59,10","8,99",,
01/02/2014 23.00,,,"0,34","58,92","59,10","8,99",,
02/02/2014 0.00,,,"0,48","42,51","59,10","8,99",,
02/02/2014 1.00,,,"0,58","38,28","33,94","3,42",,
02/02/2014 2.00,,,"0,57","27,41","33,94","3,42",,
02/02/2014 3.00,,,"0,49","29,59","33,94","3,42",,
02/02/2014 4.00,,,"0,49","41,84","33,94","3,42",,
02/02/2014 5.00,,,"0,44","46,33","33,94","3,42",,
02/02/2014 6.00,,,"0,39","52,82","33,94","3,42",,
02/02/2014 7.00,,,"0,33","63,03","33,94","3,42",,
02/02/2014 8.00,,,"0,36","64,16","33,94","3,42",,
02/02/2014 9.00,,,"0,39","60,05","33,94","3,42",,
02/02/2014 10.00,,,"0,39","62,54","33,94","3,42",,
02/02/2014 11.00,,,"0,37","67,28","33,94","3,42",,
02/02/2014 12.00,,,"0,39","68,73","33,94","3,42",,
02/02/2014 13.00,,,"0,39","70,78","33,94","3,42",,
02/02/2014 14.00,,,"0,39","69,60","33,94","3,42",,
02/02/2014 15.00,,,"0,36","67,61","33,94","3,42",,
02/02/2014 16.00,,,"0,38","69,55","33,94","3,42",,
02/02/2014 17.00,,,"0,37","71,52","33,94","3,42",,
02/02/2014 18.00,,,"0,41","65,31","33,94","3,42",,
02/02/2014 19.00,,,"0,41","63,06","33,94","3,42",,
02/02/2014 20.00,,,"0,46","59,54","33,94","3,42",,
02/02/2014 21.00,,,"0,42","59,23","33,94","3,42",,
02/02/2014 22.00,,,"0,42","60,66","33,94","3,42",,
02/02/2014 23.00,,,"0,40","54,34","33,94","3,42",,
03/02/2014 0.00,,,"0,32","63,56","33,94","3,42",,
03/02/2014 1.00,,,"0,32","62,00","33,94","3,03",,
03/02/2014 2.00,,,"0,33","61,22","33,94","3,03",,
03/02/2014 3.00,,,,"58,63","33,94","3,03",,
03/02/2014 4.00,,,"0,29","56,44","33,94","3,03",,
03/02/2014 5.00,,,"0,33",,"33,94","3,03",,
03/02/2014 6.00,,,"0,34","47,93","33,94","3,03",,
03/02/2014 7.00,,,"0,37","48,46","33,94","3,03",,
03/02/2014 8.00,,,"0,41","33,32","33,94","3,03",,
03/02/2014 9.00,,,"0,44","23,51","33,94","3,03",,
03/02/2014 10.00,,,"0,43","40,11","33,94","3,03",,
03/02/2014 11.00,,,"0,45","47,66","33,94","3,03",,
03/02/2014 12.00,,,"0,39","43,22","33,94","3,03",,
03/02/2014 13.00,,,"0,36","51,54","33,94","3,03",,
03/02/2014 14.00,,,"0,47","57,30","33,94","3,03",,
03/02/2014 15.00,,,"0,36","63,53","33,94","3,03",,
03/02/2014 16.00,,,"0,32","65,06","33,94","3,03",,
03/02/2014 17.00,,,"0,34","73,83","33,94","3,03",,
03/02/2014 18.00,,,"0,39","63,70","33,94","3,03",,
03/02/2014 19.00,,,"0,51","52,80","33,94","3,03",,
03/02/2014 20.00,,,"0,54","40,94","33,94","3,03",,
03/02/2014 21.00,,,"0,45","45,94","33,94","3,03",,
03/02/2014 22.00,,,"0,44","61,32","33,94","3,03",,
03/02/2014 23.00,,,"0,33","71,98","33,94","3,03",,
04/02/2014 0.00,,,"0,46","71,57","33,94","3,03",,
04/02/2014 1.00,,,"0,47","74,13",,"2,25",,
04/02/2014 2.00,,,"0,45","76,71",,"2,25",,
04/02/2014 3.00,,,"0,43","77,11",,"2,25",,
04/02/2014 4.00,,,"0,44","78,83",,"2,25",,
04/02/2014 5.00,,,"0,45","80,50",,"2,25",,
04/02/2014 6.00,,,"0,42","82,24",,"2,25",,
04/02/2014 7.00,,,"0,47","81,01",,"2,25",,
04/02/2014 8.00,,,"0,46","75,51",,"2,25",,
04/02/2014 9.00,,,"0,53","60,08",,"2,25",,
04/02/2014 10.00,,,"0,53","44,41",,"2,25",,
04/02/2014 11.00,,,"0,73","38,24",,"2,25",,
04/02/2014 12.00,,,"0,58","64,70",,"2,25",,
04/02/2014 13.00,,,"0,54","71,64",,"2,25",,
04/02/2014 14.00,,,"0,48","80,01",,"2,25",,
04/02/2014 15.00,,,"0,48","87,75",,"2,25",,
04/02/2014 16.00,,,"0,48","81,00",,"2,25",,
04/02/2014 17.00,,,"0,51","74,41",,"2,25",,
04/02/2014 18.00,,,"0,53","69,77",,"2,25",,
04/02/2014 19.00,,,"0,66","57,00",,"2,25",,
04/02/2014 20.00,,,"0,67","46,26",,"2,25",,
04/02/2014 21.00,,,"0,69","51,09",,"2,25",,
04/02/2014 22.00,,,"0,60","62,78",,"2,25",,
04/02/2014 23.00,,,"0,56","56,07",,"2,25",,
05/02/2014 0.00,,,"0,53","56,97",,"2,25",,
05/02/2014 1.00,,,"0,54","55,56",,"7,81",,
05/02/2014 2.00,,,"0,56","54,02",,"7,81",,
05/02/2014 3.00,,,,"59,23",,"7,81",,
05/02/2014 4.00,,,"0,40","57,23",,"7,81",,
05/02/2014 5.00,,,"0,43",,,"7,81",,
05/02/2014 6.00,,,"0,38","54,58",,"7,81",,
05/02/2014 7.00,,,"0,42","45,78",,"7,81",,
