Stat,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO2,CO,BENZENE,PM10  orario,IPA TOT ,PM10,PM2.5
Unit,ug/m3 293K,,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3
12/01/2014 23.00,"3,8","31,2","25,3","0,5","1,9",,"5,7","40,3","31,7"
13/01/2014 0.00,"3,9","50,2","38,9","0,5","2,0",,"7,9","40,3","31,7"
13/01/2014 1.00,"3,6","58,7","43,1","0,6","1,9",,"13,5","40,8","32,4"
13/01/2014 2.00,"3,4","43,2","32,2","0,5","2,1",,"6,7","40,8","32,4"
13/01/2014 3.00,"3,3","22,5","17,1","0,4","1,7",,"2,6","40,8","32,4"
13/01/2014 4.00,"3,0","15,6","10,7","0,3","2,5",,"5,0","40,8","32,4"
13/01/2014 5.00,"3,4","20,8","16,2","0,4","1,1",,"3,6","40,8","32,4"
13/01/2014 6.00,"3,4","19,5","14,8","0,3","1,1",,"3,5","40,8","32,4"
13/01/2014 7.00,"4,0","92,8","45,1","0,5","2,4",,"17,4","40,8","32,4"
13/01/2014 8.00,"5,3","209,3","66,7","0,8","1,7",,"53,0","40,8","32,4"
13/01/2014 9.00,"4,7","149,4","64,4","0,8","2,0",,"42,6","40,8","32,4"
13/01/2014 10.00,"4,2","100,3","56,1","0,6","3,2",,"19,3","40,8","32,4"
13/01/2014 11.00,"3,8","91,7","56,0","0,4","1,6",,"12,1","40,8","32,4"
13/01/2014 12.00,"3,6","70,1","47,0","0,3","1,3",,"7,1","40,8","32,4"
13/01/2014 13.00,"3,4","45,2","33,0","0,3","1,1",,"5,7","40,8","32,4"
13/01/2014 14.00,"3,6","32,3","24,9","0,3","1,0",,"3,2","40,8","32,4"
13/01/2014 15.00,"3,2","25,4","19,4","0,2","0,8",,"4,3","40,8","32,4"
13/01/2014 16.00,"3,3","30,8","21,6",,,,,"40,8","32,4"
13/01/2014 17.00,"2,7","52,0","39,7",,,,"12,0","40,8","32,4"
13/01/2014 18.00,"3,2","62,4","53,0","0,4",,,"17,0","40,8","32,4"
13/01/2014 19.00,"2,9","71,1","59,7","0,4",,,"15,7","40,8","32,4"
13/01/2014 20.00,"3,1","65,4","51,6","0,4",,,"12,9","40,8","32,4"
13/01/2014 21.00,"3,2","55,0","43,9","0,4",,,"10,9","40,8","32,4"
13/01/2014 22.00,"3,2","39,6","32,8","0,4",,,"7,9","40,8","32,4"
13/01/2014 23.00,"3,4","26,6","20,6","0,3",,,"5,6","40,8","32,4"
14/01/2014 0.00,"3,1","22,9","17,9","0,3",,,"3,9","40,8","32,4"
14/01/2014 1.00,,"16,8","12,2","0,3",,,"2,7","24,0","17,5"
14/01/2014 2.00,"2,8",,,"0,3",,,"1,9","24,0","17,5"
14/01/2014 3.00,"2,9","15,9","11,8",,,,"1,8","24,0","17,5"
14/01/2014 4.00,"2,8","15,3","11,3","0,4",,,"1,9","24,0","17,5"
14/01/2014 5.00,"2,7","14,4","10,3","0,3",,,"1,8","24,0","17,5"
14/01/2014 6.00,"3,0","20,5","16,0","0,3",,,"2,2","24,0","17,5"
14/01/2014 7.00,"3,2","47,9","35,4","0,4",,,"10,0","24,0","17,5"
14/01/2014 8.00,"3,9","136,2","54,4","0,7",,,"32,9","24,0","17,5"
14/01/2014 9.00,"3,4","99,8","50,0","0,5",,,"24,8","24,0","17,5"
14/01/2014 10.00,"2,9","50,9","34,5","0,4",,,"10,4","24,0","17,5"
14/01/2014 11.00,"3,3","35,5","25,1","0,3",,,"5,6","24,0","17,5"
14/01/2014 12.00,"2,8","30,9","23,1","0,3",,,"3,1","24,0","17,5"
14/01/2014 13.00,"2,9","27,4","20,1","0,2",,,"3,4","24,0","17,5"
14/01/2014 14.00,"3,1","18,0","12,8","0,2","0,1",,"2,7","24,0","17,5"
14/01/2014 15.00,"3,4","15,1","10,3","0,2","0,7",,"2,7","24,0","17,5"
14/01/2014 16.00,"3,3","15,0","10,5","0,2","0,5",,"3,1","24,0","17,5"
14/01/2014 17.00,"3,0","21,3","16,9","0,2","1,8",,"4,0","24,0","17,5"
14/01/2014 18.00,"2,8","26,7","22,3","0,2","0,5",,"3,7","24,0","17,5"
14/01/2014 19.00,"2,8","25,2","20,7","0,2","0,6",,"3,6","24,0","17,5"
14/01/2014 20.00,"3,3","17,6","13,2","0,2","0,5",,"2,3","24,0","17,5"
14/01/2014 21.00,"3,3","17,8","13,5","0,2","0,5",,"2,8","24,0","17,5"
14/01/2014 22.00,"3,0","13,2","9,1","0,2","0,5",,"3,1","24,0","17,5"
14/01/2014 23.00,"2,9","11,2","7,3","0,2","0,5",,"2,8","24,0","17,5"
15/01/2014 0.00,"2,8","9,7","6,0","0,2","6,6",,"1,8","24,0","17,5"
15/01/2014 1.00,"2,8","13,8","9,9","0,2","0,6",,"1,6","26,4","13,8"
15/01/2014 2.00,"3,1","14,7","10,7","0,2","0,5",,"1,3","26,4","13,8"
15/01/2014 3.00,"3,3","21,2","16,6","0,2","0,6",,"1,2","26,4","13,8"
15/01/2014 4.00,"2,8","22,5","18,5","0,2","0,5",,"1,3","26,4","13,8"
15/01/2014 5.00,"2,7","16,8","13,0","0,2","0,5",,"1,6","26,4","13,8"
15/01/2014 6.00,"3,1","15,4","11,3","0,2","0,4",,"2,0","26,4","13,8"
15/01/2014 7.00,"3,1","29,8","25,6","0,2","0,5",,"3,0","26,4","13,8"
15/01/2014 8.00,"3,0","44,2","38,2","0,2","0,5",,"6,6","26,4","13,8"
15/01/2014 9.00,"4,4","128,1","69,2","0,6","1,0",,"39,6","26,4","13,8"
15/01/2014 10.00,"3,4","75,8","50,8","0,4","1,7",,"16,9","26,4","13,8"
15/01/2014 11.00,"3,6","42,3","30,8","0,3","0,9",,"8,9","26,4","13,8"
15/01/2014 12.00,"3,8","60,2","38,4","0,3","0,8",,"13,2","26,4","13,8"
15/01/2014 13.00,"3,8","45,9","30,1","0,2","1,2",,"10,8","26,4","13,8"
15/01/2014 14.00,"3,1","25,7","18,2","0,2","0,8",,"8,5","26,4","13,8"
15/01/2014 15.00,"3,3","46,2","36,8","0,2","0,9",,"4,7","26,4","13,8"
15/01/2014 16.00,"3,2","45,1","36,9","0,2","0,8",,"5,7","26,4","13,8"
15/01/2014 17.00,"3,5","52,7","43,6","0,2","0,6",,"5,4","26,4","13,8"
15/01/2014 18.00,"3,7","72,9","53,2","0,4","0,8",,"14,7","26,4","13,8"
15/01/2014 19.00,"3,8","61,1","45,4","0,4","1,3",,"11,9","26,4","13,8"
15/01/2014 20.00,"3,8","54,5","39,8","0,6","1,5",,"12,3","26,4","13,8"
15/01/2014 21.00,"3,6","58,2","44,8","0,8","1,7",,"8,0","26,4","13,8"
15/01/2014 22.00,"3,7","44,6","31,9","0,4","2,7",,"9,2","26,4","13,8"
15/01/2014 23.00,"3,7","42,6","33,5","0,5","2,4",,"5,1","26,4","13,8"
16/01/2014 0.00,"3,6","27,2","21,0","0,5","1,6",,"3,4","26,4","13,8"
16/01/2014 1.00,,"27,0","22,0","0,4","0,9",,"2,5","31,1","18,3"
16/01/2014 2.00,"3,8",,,"0,7","1,0",,"2,2","31,1","18,3"
16/01/2014 3.00,"3,5","24,3","19,5",,"0,8",,"1,3","31,1","18,3"
16/01/2014 4.00,"3,7","22,3","17,6","0,4","0,8",,"2,5","31,1","18,3"
16/01/2014 5.00,"3,7","27,6","22,3","0,6","0,8",,"1,8","31,1","18,3"
16/01/2014 6.00,"3,7","44,5","35,1","0,6","1,2",,"3,5","31,1","18,3"
16/01/2014 7.00,"4,2","62,6","41,5","0,5","1,0",,"11,9","31,1","18,3"
16/01/2014 8.00,"4,2","100,6","59,0","0,5","1,0",,"15,0","31,1","18,3"
16/01/2014 9.00,"4,0","82,6","50,7","0,5","1,2",,"16,6","31,1","18,3"
16/01/2014 10.00,"4,0","51,6","34,5","0,3","1,4",,"6,0","31,1","18,3"
16/01/2014 11.00,"3,8","49,1","30,4","0,3","1,4",,"5,2","31,1","18,3"
16/01/2014 12.00,"3,9","30,8","20,4","0,3","1,3",,"3,9","31,1","18,3"
16/01/2014 13.00,"3,6","25,4","17,0","0,2","1,0",,"3,4","31,1","18,3"
16/01/2014 14.00,"3,9","25,4","17,8","0,2","1,0",,"2,3","31,1","18,3"
16/01/2014 15.00,"3,7","22,2","15,8","0,2","0,7",,"2,3","31,1","18,3"
16/01/2014 16.00,"3,6","26,3","20,0","0,2","0,7",,"2,7","31,1","18,3"
16/01/2014 17.00,"4,0","27,2","22,0","0,3","0,7",,"3,2","31,1","18,3"
16/01/2014 18.00,"3,5","35,6","31,1","0,2","0,7",,"2,9","31,1","18,3"
16/01/2014 19.00,"3,7","77,4","65,5","0,4","0,8",,"15,9","31,1","18,3"
16/01/2014 20.00,"3,5","63,2","54,4","0,4","2,6",,"14,6","31,1","18,3"
16/01/2014 21.00,"3,6","56,2","47,7","0,5","1,8",,"11,4","31,1","18,3"
16/01/2014 22.00,"4,0","39,9","33,7","0,5","2,3",,"8,8","31,1","18,3"
16/01/2014 23.00,"3,8","35,0","29,5","0,6","2,1",,"5,3","31,1","18,3"
17/01/2014 0.00,"3,6","34,5","28,9","0,6","2,3",,"5,0","31,1","18,3"
17/01/2014 1.00,"3,5","24,4","19,6","0,5","2,1",,"3,0","23,3","12,4"
17/01/2014 2.00,"3,5","17,8","13,3","0,4","2,9",,"2,4","23,3","12,4"
17/01/2014 3.00,"3,6","13,3","8,9","0,4","1,4",,"1,9","23,3","12,4"
17/01/2014 4.00,"3,8","23,2","16,8","0,4","1,1",,"5,2","23,3","12,4"
17/01/2014 5.00,"3,5","18,3","13,0","0,3","1,2",,"2,6","23,3","12,4"
17/01/2014 6.00,"3,4","16,6","12,1","0,3","1,0",,"2,2","23,3","12,4"
17/01/2014 7.00,"3,7","35,0","28,6","0,4","0,9",,"7,6","23,3","12,4"
17/01/2014 8.00,"3,8","61,7","48,0","0,3","1,0",,"10,4","23,3","12,4"
17/01/2014 9.00,"3,9","72,4","49,2","0,4","1,0",,"14,6","23,3","12,4"
17/01/2014 10.00,"3,8","64,1","37,2","0,6","13,8",,"14,5","23,3","12,4"
17/01/2014 11.00,"3,4","17,5","11,7","0,4","20,1",,"3,1","23,3","12,4"
17/01/2014 12.00,"4,1","15,1","10,1","0,3","13,5",,"2,3","23,3","12,4"
17/01/2014 13.00,"3,4","14,9","9,8","0,2","9,9",,"2,3","23,3","12,4"
17/01/2014 14.00,"3,4","12,3","7,7","0,2","7,4",,"2,3","23,3","12,4"
17/01/2014 15.00,"3,5","14,0","9,4","0,2","6,0",,"2,3","23,3","12,4"
17/01/2014 16.00,"3,1","12,4","8,0","0,2","5,2",,"2,0","23,3","12,4"
17/01/2014 17.00,"3,3","12,1","8,1","0,2","4,3",,"2,5","23,3","12,4"
17/01/2014 18.00,"3,1","11,6","7,5","0,2","3,8",,"2,2","23,3","12,4"
17/01/2014 19.00,"3,1","11,5","7,5","0,2","3,5",,"2,4","23,3","12,4"
17/01/2014 20.00,"3,5","11,1","6,9","0,2","3,3",,"2,3","23,3","12,4"
17/01/2014 21.00,"3,7","10,2","6,1","0,2","3,2",,"2,4","23,3","12,4"
17/01/2014 22.00,"3,1","9,4","5,5","0,2","3,1",,"1,7","23,3","12,4"
17/01/2014 23.00,"3,1","8,5","4,6","0,2","2,9",,"1,8","23,3","12,4"
18/01/2014 0.00,"3,2","8,0","4,4","0,2","2,7",,"1,5","23,3","12,4"
18/01/2014 1.00,,"7,4","4,0","0,2","2,6",,"1,3","29,8","7,2"
18/01/2014 2.00,"3,2",,,"0,2","2,4",,"1,2","29,8","7,2"
18/01/2014 3.00,"3,2","9,9","6,0",,"2,4",,"1,2","29,8","7,2"
18/01/2014 4.00,"3,2","8,2","4,5",,"2,3",,"1,2","29,8","7,2"
18/01/2014 5.00,"3,0","14,4","10,4",,"2,4",,"1,3","29,8","7,2"
18/01/2014 6.00,"3,1","28,6","22,4",,"3,2",,"4,8","29,8","7,2"
18/01/2014 7.00,"3,5","63,1","38,0",,"2,9",,"13,3","29,8","7,2"
18/01/2014 8.00,"3,5","68,8","54,2",,"3,2",,"12,7","29,8","7,2"
18/01/2014 9.00,"3,4","30,2","24,5",,"3,7",,"4,6","29,8","7,2"
18/01/2014 10.00,"3,3","17,5","12,8",,"2,4",,"2,5","29,8","7,2"
18/01/2014 11.00,"3,6","19,3","14,4",,"2,3",,"2,7","29,8","7,2"
18/01/2014 12.00,"3,0","19,2","14,3",,"3,3",,"3,4","29,8","7,2"
18/01/2014 13.00,"3,4","18,1","13,6",,"2,6",,"3,3","29,8","7,2"
18/01/2014 14.00,"3,2","12,2","7,7",,"2,5",,"2,4","29,8","7,2"
18/01/2014 15.00,"3,3","10,2","6,1",,"2,9",,"2,0","29,8","7,2"
18/01/2014 16.00,"3,0","8,5","4,3",,"2,5",,"1,7","29,8","7,2"
18/01/2014 17.00,"3,1","8,4","4,7",,"2,0",,"1,9","29,8","7,2"
18/01/2014 18.00,"2,6","10,2","6,2",,"2,2",,"2,6","29,8","7,2"
18/01/2014 19.00,"2,8","13,1","8,8",,"2,8",,"4,0","29,8","7,2"
18/01/2014 20.00,"3,0","13,4","9,0",,"2,9",,"3,7","29,8","7,2"
18/01/2014 21.00,"3,4","11,5","7,3",,"3,0",,"2,4","29,8","7,2"
18/01/2014 22.00,"2,9","11,4","7,7",,"3,3",,"2,6","29,8","7,2"
18/01/2014 23.00,"3,0","8,0","4,5",,"3,1",,"2,0","29,8","7,2"
19/01/2014 0.00,"2,9","7,4","3,9",,"1,9",,"1,8","29,8","7,2"
19/01/2014 1.00,"2,8","7,1","3,4",,"2,5",,"1,5","42,1","14,9"
19/01/2014 2.00,"2,8","6,1","2,6",,"2,1",,"1,4","42,1","14,9"
19/01/2014 3.00,"2,6","6,0","2,4",,"1,5",,"1,4","42,1","14,9"
19/01/2014 4.00,"2,6","5,7","2,1",,"1,7",,"1,3","42,1","14,9"
19/01/2014 5.00,"2,8","5,7","2,2",,"1,1",,"1,3","42,1","14,9"
19/01/2014 6.00,"2,4","5,6","2,3",,,,"1,3","42,1","14,9"
19/01/2014 7.00,"2,6","6,5","2,7",,,,"1,3","42,1","14,9"
19/01/2014 8.00,"2,5","6,2","2,6",,,,"1,4","42,1","14,9"
19/01/2014 9.00,"3,0","8,1","4,1",,,,"1,5","42,1","14,9"
19/01/2014 10.00,"2,9","8,6","4,5",,,,"1,9","42,1","14,9"
19/01/2014 11.00,"2,7","9,5","5,5",,,,"2,5","42,1","14,9"
19/01/2014 12.00,"2,9","11,2","7,1",,,,"3,0","42,1","14,9"
19/01/2014 13.00,"2,6","12,0","7,8",,,,"2,9","42,1","14,9"
19/01/2014 14.00,"2,4","11,3","7,2",,,,"2,8","42,1","14,9"
19/01/2014 15.00,"2,6","8,7","4,8",,,,"1,7","42,1","14,9"
19/01/2014 16.00,"2,5","8,7","4,9",,,,"1,7","42,1","14,9"
19/01/2014 17.00,"2,7","8,9","5,2",,,,"1,9","42,1","14,9"
19/01/2014 18.00,"2,2","8,1","4,3",,,,"1,7","42,1","14,9"
19/01/2014 19.00,"2,4","8,0","4,3",,,,"1,7","42,1","14,9"
19/01/2014 20.00,"2,6","7,9","4,3",,,,"2,0","42,1","14,9"
19/01/2014 21.00,"2,7","8,4","4,8",,,,"2,3","42,1","14,9"
19/01/2014 22.00,"2,5","7,8","4,1",,,,"1,8","42,1","14,9"
19/01/2014 23.00,"2,3","8,5","4,7",,,,"2,2","42,1","14,9"
20/01/2014 0.00,"2,3","7,4","3,6",,,,"1,6","42,1","14,9"
20/01/2014 1.00,,"6,3","2,9",,,,"1,4","54,0","16,0"
20/01/2014 2.00,"2,4",,,,,,"1,4","54,0","16,0"
20/01/2014 3.00,"2,5","13,3","9,4",,,,"1,4","54,0","16,0"
20/01/2014 4.00,"2,7","9,5","5,9",,,,"1,5","54,0","16,0"
20/01/2014 5.00,"2,5","12,8","8,9",,,,"1,8","54,0","16,0"
20/01/2014 6.00,"2,3","20,2","15,5",,,,"4,3","54,0","16,0"
20/01/2014 7.00,"2,7","31,6","25,4",,,,"8,5","54,0","16,0"
20/01/2014 8.00,"2,5","51,1","39,7",,,,"12,4","54,0","16,0"
20/01/2014 9.00,"3,2","76,8","47,1",,,,"25,1","54,0","16,0"
20/01/2014 10.00,"2,6","51,2","35,6",,"4,0",,"13,5","54,0","16,0"
20/01/2014 11.00,"2,6","26,1","19,1","0,3","2,0",,"3,7","54,0","16,0"
20/01/2014 12.00,"2,3","18,4","13,4","0,2","3,2",,"4,0","54,0","16,0"
20/01/2014 13.00,"2,5","22,8","16,6","0,1","3,2",,"4,2","54,0","16,0"
20/01/2014 14.00,"2,6","27,9","22,0","0,2","3,5",,"5,6","54,0","16,0"
20/01/2014 15.00,"2,4","14,1","9,5","0,1","3,6",,"3,4","54,0","16,0"
20/01/2014 16.00,"2,3","17,2","12,6","0,1","3,6",,"3,6","54,0","16,0"
20/01/2014 17.00,"2,4","39,9","28,6","0,2","1,8",,"10,6","54,0","16,0"
20/01/2014 18.00,"2,5","35,4","30,5","0,2","0,6",,"6,1","54,0","16,0"
20/01/2014 19.00,"2,4","24,9","20,5","0,2","0,7",,"7,5","54,0","16,0"
20/01/2014 20.00,"2,3","23,9","19,3","0,1","2,3",,"3,4","54,0","16,0"
20/01/2014 21.00,"2,5","15,9","11,9","0,1","3,7",,"1,9","54,0","16,0"
20/01/2014 22.00,"2,5","12,2","8,3","0,1","1,5",,"1,6","54,0","16,0"
20/01/2014 23.00,"2,6","15,6","11,6","0,1","3,1",,"1,8","54,0","16,0"
21/01/2014 0.00,"2,7","13,1","9,0","0,1","1,6",,"1,3","54,0","16,0"
21/01/2014 1.00,"2,5","11,5","7,9","0,1","3,1",,"1,4","11,5","3,9"
21/01/2014 2.00,"2,6","13,2","8,8","0,1","3,0",,"1,5","11,5","3,9"
21/01/2014 3.00,"2,7","12,4","7,7","0,1","1,2",,"1,2","11,5","3,9"
21/01/2014 4.00,"2,7","10,1","6,2","0,1","2,6",,"1,3","11,5","3,9"
21/01/2014 5.00,"2,5","9,5","5,8","0,1","0,4",,"1,3","11,5","3,9"
21/01/2014 6.00,"2,6","11,5","7,7","0,1","1,3",,"1,5","11,5","3,9"
21/01/2014 7.00,"2,9","11,8","7,5","0,1","0,4",,"1,4","11,5","3,9"
21/01/2014 8.00,"2,7","16,7","12,5","0,1","0,4",,"1,6","11,5","3,9"
21/01/2014 9.00,"2,7","15,6","11,2","0,1","2,6",,"1,9","11,5","3,9"
21/01/2014 10.00,"2,8","18,7","13,8","0,1","0,4",,"1,9","11,5","3,9"
21/01/2014 11.00,"3,0","16,4","12,0","0,1","0,5",,"2,2","11,5","3,9"
21/01/2014 12.00,"2,7","20,8","14,4","0,1","0,2",,"2,1","11,5","3,9"
21/01/2014 13.00,"3,0","16,2","10,8","0,1","1,7",,"3,4","11,5","3,9"
21/01/2014 14.00,"2,8","21,8","17,1","0,1","1,8",,"4,2","11,5","3,9"
21/01/2014 15.00,"3,0","24,6","19,2","0,1","1,9",,"2,8","11,5","3,9"
21/01/2014 16.00,"2,7","19,9","15,1","0,1","3,5",,"1,9","11,5","3,9"
21/01/2014 17.00,"2,6","16,8","12,1","0,1","2,0",,"1,6","11,5","3,9"
21/01/2014 18.00,"3,0","19,4","15,1","0,1","3,4",,"2,3","11,5","3,9"
21/01/2014 19.00,"3,0","18,0","14,1","0,1","0,5",,"2,8","11,5","3,9"
21/01/2014 20.00,"2,8","12,6","8,8","0,1","0,4",,"1,9","11,5","3,9"
21/01/2014 21.00,"3,3","9,6","5,7","0,1","0,5",,"1,8","11,5","3,9"
21/01/2014 22.00,"3,1","9,8","5,8","0,1","0,6",,"2,4","11,5","3,9"
21/01/2014 23.00,"3,0","25,6","19,4","0,2","1,0",,"4,5","11,5","3,9"
22/01/2014 0.00,"3,1","14,9","10,2","0,1","0,8",,"2,2","11,5","3,9"
22/01/2014 1.00,,"31,3","26,3","0,2","0,8",,"2,1","14,5","6,7"
22/01/2014 2.00,"3,3",,,"0,2","0,6",,"1,5","14,5","6,7"
22/01/2014 3.00,"3,1","35,0","29,8",,"0,6",,"2,7","14,5","6,7"
22/01/2014 4.00,"3,1","14,6","10,7","0,2","0,8",,"1,9","14,5","6,7"
22/01/2014 5.00,"3,0","25,1","21,1","0,2","0,9",,"1,4","14,5","6,7"
22/01/2014 6.00,"3,3","49,0","29,8","0,3","0,7",,"7,3","14,5","6,7"
22/01/2014 7.00,"3,5","60,6","44,3","0,3","1,0",,"11,3","14,5","6,7"
22/01/2014 8.00,"3,5","87,6","59,6","0,3","1,1",,"14,4","14,5","6,7"
22/01/2014 9.00,"4,3","93,8","50,6","0,4","1,0",,"18,0","14,5","6,7"
22/01/2014 10.00,"3,3","43,9","28,9","0,3","1,2",,"18,3","14,5","6,7"
22/01/2014 11.00,"3,6","29,3","18,8","0,3","1,0",,"8,2","14,5","6,7"
22/01/2014 12.00,"3,2","27,0","16,2","0,3","0,8",,"9,0","14,5","6,7"
22/01/2014 13.00,"3,5","18,7","12,3","0,3","0,7",,"6,0","14,5","6,7"
22/01/2014 14.00,"3,6","19,4","13,1","0,2","0,6",,"5,4","14,5","6,7"
22/01/2014 15.00,"3,5","16,4","11,6","0,2","0,5",,"5,1","14,5","6,7"
22/01/2014 16.00,"3,3","25,8","20,9","0,2","1,8",,"8,4","14,5","6,7"
22/01/2014 17.00,"3,6","24,5","20,1",,"0,9",,"6,2","14,5","6,7"
22/01/2014 18.00,"3,4","27,4","22,0","0,2","0,8",,"7,1","14,5","6,7"
22/01/2014 19.00,"3,7","18,7","13,0","0,2","0,9",,"8,2","14,5","6,7"
22/01/2014 20.00,"3,5","22,3","15,1","0,2","1,6",,"7,9","14,5","6,7"
22/01/2014 21.00,"3,6","14,8","10,7","0,2","1,2",,"4,5","14,5","6,7"
22/01/2014 22.00,"3,5","16,5","11,6","0,2","1,4",,"5,9","14,5","6,7"
22/01/2014 23.00,"3,6","19,6","14,7","0,2","1,0",,"5,1","14,5","6,7"
23/01/2014 0.00,"3,7","33,7","28,7","0,2","1,1",,"9,7","14,5","6,7"
23/01/2014 1.00,"3,4","13,2","9,0","0,2","1,2",,"5,1","25,0","12,4"
23/01/2014 2.00,"3,8","28,9","23,8","0,3","1,3",,"9,8","25,0","12,4"
23/01/2014 3.00,"3,6","20,5","16,3","0,3","0,9",,"5,0","25,0","12,4"
23/01/2014 4.00,"3,8","19,5","15,0","0,3","0,8",,"5,4","25,0","12,4"
23/01/2014 5.00,"3,7","24,5","20,2","0,3","0,7",,"5,5","25,0","12,4"
23/01/2014 6.00,"3,8","51,4","35,4","0,3","0,7",,"11,2","25,0","12,4"
23/01/2014 7.00,"4,4","78,7","42,1","0,5","1,0",,"32,7","25,0","12,4"
23/01/2014 8.00,"4,6","129,7","53,4","0,5","1,4",,"46,6","25,0","12,4"
23/01/2014 9.00,"4,3","106,6","55,5","0,4","1,2",,"32,7","25,0","12,4"
23/01/2014 10.00,"3,7","55,5","37,0","0,3","1,1",,"17,3","25,0","12,4"
23/01/2014 11.00,"4,0","65,9","46,0","0,4","1,2",,"19,4","25,0","12,4"
23/01/2014 12.00,"3,9","64,5","46,8","0,4","1,2",,"17,0","25,0","12,4"
23/01/2014 13.00,"3,7","48,9","36,7","0,3","1,0",,"12,5","25,0","12,4"
23/01/2014 14.00,"3,7","34,2","27,3","0,3","1,0",,"8,9","25,0","12,4"
23/01/2014 15.00,"3,9","36,2","30,6","0,3","1,0",,"9,3","25,0","12,4"
23/01/2014 16.00,"3,7","26,7","21,8","0,3","0,9",,"8,9","25,0","12,4"
23/01/2014 17.00,"3,6","36,4","30,9","0,3","0,9",,"16,7","25,0","12,4"
23/01/2014 18.00,"3,5","54,3","44,5","0,4","0,9",,"21,7","25,0","12,4"
23/01/2014 19.00,"4,3","77,4","57,4","0,6","1,4",,"32,4","25,0","12,4"
23/01/2014 20.00,"4,3","85,3","63,8","0,6","2,2",,"27,5","25,0","12,4"
23/01/2014 21.00,"3,5","46,8","39,3","0,5","1,8",,"14,6","25,0","12,4"
23/01/2014 22.00,"3,6","47,4","40,6","0,5","1,9",,"14,7","25,0","12,4"
23/01/2014 23.00,"3,5","43,9","37,6","0,4","1,7",,"13,2","25,0","12,4"
24/01/2014 0.00,"3,4","34,2","29,1","0,4","1,5",,"10,4","25,0","12,4"
24/01/2014 1.00,,"26,7","22,2","0,3","1,2",,"7,6","19,6","9,4"
24/01/2014 2.00,"3,3",,,"0,3","1,1",,"5,5","19,6","9,4"
24/01/2014 3.00,"3,5","19,0","14,7",,"1,2",,"6,1","19,6","9,4"
24/01/2014 4.00,"3,2","17,5","13,3","0,3","0,9",,"5,6","19,6","9,4"
24/01/2014 5.00,"3,2","21,1","16,9","0,3","1,0",,"5,6","19,6","9,4"
24/01/2014 6.00,"3,3","20,1","15,8","0,2","0,9",,"5,8","19,6","9,4"
24/01/2014 7.00,"3,2","38,2","29,6","0,3","0,8",,"14,0","19,6","9,4"
24/01/2014 8.00,"3,3","50,2","41,4","0,5","1,1",,"14,1","19,6","9,4"
24/01/2014 9.00,"3,2","31,8","26,0","0,3","0,9",,"10,0","19,6","9,4"
24/01/2014 10.00,"3,2","20,1","15,4","0,2","0,9",,"8,0","19,6","9,4"
24/01/2014 11.00,"3,0","29,8","23,6","0,2","0,8",,"11,1","19,6","9,4"
24/01/2014 12.00,"3,2","21,9","16,9","0,2","0,5",,"7,5","19,6","9,4"
24/01/2014 13.00,"3,0","24,7","19,4","0,2","0,6",,"9,4","19,6","9,4"
24/01/2014 14.00,"2,9","23,6","18,6","0,2","0,5",,"10,7","19,6","9,4"
24/01/2014 15.00,"2,9","27,9","22,4","0,1","0,5",,"6,4","19,6","9,4"
24/01/2014 16.00,"2,7","30,9","25,6","0,1","0,4",,"8,0","19,6","9,4"
24/01/2014 17.00,"3,0","38,3","31,4","0,2","0,5",,"12,8","19,6","9,4"
24/01/2014 18.00,"3,2","30,0","25,0","0,2","0,7",,"8,7","19,6","9,4"
24/01/2014 19.00,"3,0","30,2","22,9","0,2","0,6",,"13,4","19,6","9,4"
24/01/2014 20.00,"3,1","23,4","18,7","0,2","0,5",,"6,2","19,6","9,4"
24/01/2014 21.00,"3,0","50,2","34,8","0,3","0,5",,"15,0","19,6","9,4"
24/01/2014 22.00,"3,2","13,5","9,3","0,2","1,0",,"5,0","19,6","9,4"
24/01/2014 23.00,"3,1","14,0","9,3","0,2","0,6",,"7,2","19,6","9,4"
25/01/2014 0.00,"2,8","32,7","23,8","0,3","1,1",,"37,1","19,6","9,4"
25/01/2014 1.00,"3,1","23,3","18,6","0,2","0,8",,"5,5","22,2","10,2"
25/01/2014 2.00,"3,3","17,4","13,1","0,2","2,3",,"5,1","22,2","10,2"
25/01/2014 3.00,"2,9","11,3","7,0","0,2","0,9",,"5,0","22,2","10,2"
25/01/2014 4.00,"3,0","19,4","15,1","0,3","0,8",,"5,9","22,2","10,2"
25/01/2014 5.00,"3,0","20,1","15,9","0,2","0,9",,"5,2","22,2","10,2"
25/01/2014 6.00,"3,2","29,7","24,7","0,3","1,5",,"9,8","22,2","10,2"
25/01/2014 7.00,"3,7","90,3","50,2","0,4","1,2",,"22,2","22,2","10,2"
25/01/2014 8.00,"8,6","65,6","36,0",,,,,"22,2","10,2"
25/01/2014 9.00,"3,4","67,1","31,6",,,,"26,2","22,2","10,2"
25/01/2014 10.00,"3,2","50,1","24,1","0,4",,,"23,0","22,2","10,2"
25/01/2014 11.00,"3,8","57,3","27,9","0,6",,,"21,8","22,2","10,2"
25/01/2014 12.00,"3,7","55,4","28,7","0,5",,,"20,2","22,2","10,2"
25/01/2014 13.00,"3,3","41,8","24,0","0,4",,,"22,5","22,2","10,2"
