Stat,COSTA Morena Diga,,  ,
Parm,PM10,,,
Unit,ug/m3,,,
Field,Aver,,,
03/02/2014 18.00,"7,6",,,
03/02/2014 19.00,,,,
03/02/2014 20.00,"12,1",,,
03/02/2014 21.00,,,,
03/02/2014 22.00,"24,0",,,
03/02/2014 23.00,,,,
04/02/2014 0.00,"38,2",,,
04/02/2014 1.00,,,,
04/02/2014 2.00,"35,0",,,
04/02/2014 3.00,,,,
04/02/2014 4.00,"30,2",,,
04/02/2014 5.00,,,,
04/02/2014 6.00,"26,7",,,
04/02/2014 7.00,,,,
04/02/2014 8.00,"18,5",,,
04/02/2014 9.00,,,,
04/02/2014 10.00,"27,1",,,
04/02/2014 11.00,,,,
04/02/2014 12.00,"39,5",,,
04/02/2014 13.00,,,,
04/02/2014 14.00,"32,8",,,
04/02/2014 15.00,,,,
04/02/2014 16.00,"19,8",,,
04/02/2014 17.00,,,,
04/02/2014 18.00,"12,0",,,
04/02/2014 19.00,,,,
04/02/2014 20.00,"21,5",,,
04/02/2014 21.00,,,,
04/02/2014 22.00,"31,8",,,
04/02/2014 23.00,,,,
05/02/2014 0.00,"24,3",,,
05/02/2014 1.00,,,,
05/02/2014 2.00,"14,5",,,
05/02/2014 3.00,,,,
05/02/2014 4.00,"21,7",,,
05/02/2014 5.00,,,,
05/02/2014 6.00,"23,5",,,
05/02/2014 7.00,,,,
05/02/2014 8.00,"17,3",,,
05/02/2014 9.00,,,,
05/02/2014 10.00,"21,7",,,
05/02/2014 11.00,,,,
05/02/2014 12.00,"29,3",,,
05/02/2014 13.00,,,,
05/02/2014 14.00,"23,4",,,
05/02/2014 15.00,,,,
05/02/2014 16.00,"13,0",,,
05/02/2014 17.00,,,,
05/02/2014 18.00,"8,9",,,
05/02/2014 19.00,,,,
05/02/2014 20.00,"18,2",,,
05/02/2014 21.00,,,,
05/02/2014 22.00,"30,8",,,
05/02/2014 23.00,,,,
06/02/2014 0.00,"33,3",,,
06/02/2014 1.00,,,,
06/02/2014 2.00,"30,4",,,
06/02/2014 3.00,,,,
06/02/2014 4.00,"44,7",,,
06/02/2014 5.00,,,,
06/02/2014 6.00,"42,9",,,
06/02/2014 7.00,,,,
06/02/2014 8.00,"23,0",,,
06/02/2014 9.00,,,,
06/02/2014 10.00,"25,0",,,
06/02/2014 11.00,,,,
06/02/2014 12.00,"24,1",,,
06/02/2014 13.00,,,,
06/02/2014 14.00,"15,3",,,
06/02/2014 15.00,,,,
06/02/2014 16.00,"10,1",,,
06/02/2014 17.00,,,,
06/02/2014 18.00,"5,5",,,
06/02/2014 19.00,,,,
06/02/2014 20.00,"5,2",,,
06/02/2014 21.00,,,,
06/02/2014 22.00,"10,1",,,
06/02/2014 23.00,,,,
07/02/2014 0.00,"19,2",,,
07/02/2014 1.00,,,,
07/02/2014 2.00,"19,4",,,
07/02/2014 3.00,,,,
07/02/2014 4.00,"12,0",,,
07/02/2014 5.00,,,,
07/02/2014 6.00,"11,4",,,
07/02/2014 7.00,,,,
07/02/2014 8.00,"21,7",,,
07/02/2014 9.00,,,,
07/02/2014 10.00,"22,8",,,
07/02/2014 11.00,,,,
07/02/2014 12.00,"15,3",,,
07/02/2014 13.00,,,,
07/02/2014 14.00,"11,7",,,
07/02/2014 15.00,,,,
07/02/2014 16.00,"10,6",,,
07/02/2014 17.00,,,,
07/02/2014 18.00,"10,3",,,
07/02/2014 19.00,,,,
07/02/2014 20.00,"14,3",,,
07/02/2014 21.00,,,,
07/02/2014 22.00,"20,8",,,
07/02/2014 23.00,,,,
08/02/2014 0.00,"27,6",,,
08/02/2014 1.00,,,,
08/02/2014 2.00,"40,9",,,
08/02/2014 3.00,,,,
08/02/2014 4.00,"40,7",,,
08/02/2014 5.00,,,,
08/02/2014 6.00,"33,0",,,
08/02/2014 7.00,,,,
08/02/2014 8.00,"24,1",,,
08/02/2014 9.00,,,,
08/02/2014 10.00,"28,8",,,
08/02/2014 11.00,,,,
08/02/2014 12.00,"29,5",,,
08/02/2014 13.00,,,,
08/02/2014 14.00,"46,1",,,
08/02/2014 15.00,,,,
08/02/2014 16.00,"51,8",,,
08/02/2014 17.00,,,,
08/02/2014 18.00,"29,2",,,
08/02/2014 19.00,,,,
08/02/2014 20.00,"20,8",,,
08/02/2014 21.00,,,,
08/02/2014 22.00,"31,2",,,
08/02/2014 23.00,,,,
09/02/2014 0.00,"48,0",,,
09/02/2014 1.00,,,,
09/02/2014 2.00,"42,1",,,
09/02/2014 3.00,,,,
09/02/2014 4.00,"23,0",,,
09/02/2014 5.00,,,,
09/02/2014 6.00,"12,0",,,
09/02/2014 7.00,,,,
09/02/2014 8.00,"9,3",,,
09/02/2014 9.00,,,,
09/02/2014 10.00,"10,2",,,
09/02/2014 11.00,,,,
09/02/2014 12.00,"14,6",,,
09/02/2014 13.00,,,,
09/02/2014 14.00,"15,7",,,
09/02/2014 15.00,,,,
09/02/2014 16.00,"11,3",,,
09/02/2014 17.00,,,,
09/02/2014 18.00,"6,7",,,
09/02/2014 19.00,,,,
09/02/2014 20.00,"5,4",,,
09/02/2014 21.00,,,,
09/02/2014 22.00,"16,2",,,
09/02/2014 23.00,,,,
10/02/2014 0.00,"26,7",,,
10/02/2014 1.00,,,,
10/02/2014 2.00,"23,2",,,
10/02/2014 3.00,,,,
10/02/2014 4.00,"18,7",,,
10/02/2014 5.00,,,,
10/02/2014 6.00,"23,2",,,
10/02/2014 7.00,,,,
10/02/2014 8.00,"34,3",,,
10/02/2014 9.00,,,,
10/02/2014 10.00,"46,9",,,
10/02/2014 11.00,,,,
10/02/2014 12.00,"39,1",,,
10/02/2014 13.00,,,,
10/02/2014 14.00,"22,0",,,
10/02/2014 15.00,,,,
10/02/2014 16.00,"13,9",,,
10/02/2014 17.00,,,,
10/02/2014 18.00,"11,3",,,
10/02/2014 19.00,,,,
10/02/2014 20.00,"23,2",,,
10/02/2014 21.00,,,,
10/02/2014 22.00,"37,3",,,
10/02/2014 23.00,,,,
11/02/2014 0.00,"30,3",,,
11/02/2014 1.00,,,,
11/02/2014 2.00,"39,3",,,
11/02/2014 3.00,,,,
11/02/2014 4.00,"58,7",,,
11/02/2014 5.00,,,,
11/02/2014 6.00,"62,0",,,
11/02/2014 7.00,,,,
11/02/2014 8.00,"67,7",,,
11/02/2014 9.00,,,,
11/02/2014 10.00,"55,8",,,
11/02/2014 11.00,,,,
11/02/2014 12.00,"33,3",,,
11/02/2014 13.00,,,,
11/02/2014 14.00,"21,2",,,
11/02/2014 15.00,,,,
11/02/2014 16.00,"13,6",,,
11/02/2014 17.00,,,,
11/02/2014 18.00,"8,7",,,
11/02/2014 19.00,,,,
11/02/2014 20.00,"38,6",,,
11/02/2014 21.00,,,,
11/02/2014 22.00,"70,8",,,
11/02/2014 23.00,,,,
12/02/2014 0.00,"95,3",,,
12/02/2014 1.00,,,,
12/02/2014 2.00,"112,0",,,
12/02/2014 3.00,,,,
12/02/2014 4.00,"83,0",,,
12/02/2014 5.00,,,,
12/02/2014 6.00,"48,2",,,
12/02/2014 7.00,,,,
12/02/2014 8.00,"62,1",,,
12/02/2014 9.00,,,,
12/02/2014 10.00,"97,2",,,
12/02/2014 11.00,,,,
12/02/2014 12.00,"80,3",,,
12/02/2014 13.00,,,,
12/02/2014 14.00,"39,8",,,
12/02/2014 15.00,,,,
12/02/2014 16.00,"19,4",,,
12/02/2014 17.00,,,,
12/02/2014 18.00,"9,3",,,
12/02/2014 19.00,,,,
12/02/2014 20.00,"27,1",,,
12/02/2014 21.00,,,,
12/02/2014 22.00,"36,7",,,
12/02/2014 23.00,,,,
13/02/2014 0.00,"28,6",,,
13/02/2014 1.00,,,,
13/02/2014 2.00,"29,6",,,
13/02/2014 3.00,,,,
13/02/2014 4.00,"27,4",,,
13/02/2014 5.00,,,,
13/02/2014 6.00,"17,6",,,
13/02/2014 7.00,,,,
13/02/2014 8.00,"10,4",,,
13/02/2014 9.00,,,,
13/02/2014 10.00,"9,2",,,
13/02/2014 11.00,,,,
13/02/2014 12.00,"7,1",,,
13/02/2014 13.00,,,,
13/02/2014 14.00,"5,0",,,
13/02/2014 15.00,,,,
13/02/2014 16.00,"6,6",,,
13/02/2014 17.00,,,,
13/02/2014 18.00,"7,8",,,
13/02/2014 19.00,,,,
13/02/2014 20.00,"7,5",,,
13/02/2014 21.00,,,,
13/02/2014 22.00,"9,1",,,
13/02/2014 23.00,,,,
14/02/2014 0.00,"35,9",,,
14/02/2014 1.00,,,,
14/02/2014 2.00,"42,3",,,
14/02/2014 3.00,,,,
14/02/2014 4.00,"25,1",,,
14/02/2014 5.00,,,,
14/02/2014 6.00,"31,6",,,
14/02/2014 7.00,,,,
14/02/2014 8.00,"41,4",,,
14/02/2014 9.00,,,,
14/02/2014 10.00,"36,1",,,
14/02/2014 11.00,,,,
14/02/2014 12.00,"23,6",,,
14/02/2014 13.00,,,,
14/02/2014 14.00,"14,1",,,
14/02/2014 15.00,,,,
14/02/2014 16.00,"9,9",,,
14/02/2014 17.00,,,,
14/02/2014 18.00,"6,8",,,
14/02/2014 19.00,,,,
14/02/2014 20.00,"13,0",,,
14/02/2014 21.00,,,,
14/02/2014 22.00,"29,6",,,
14/02/2014 23.00,,,,
15/02/2014 0.00,"31,0",,,
15/02/2014 1.00,,,,
15/02/2014 2.00,"21,5",,,
15/02/2014 3.00,,,,
15/02/2014 4.00,"41,5",,,
15/02/2014 5.00,,,,
15/02/2014 6.00,"44,8",,,
15/02/2014 7.00,,,,
15/02/2014 8.00,"25,8",,,
15/02/2014 9.00,,,,
15/02/2014 10.00,"20,4",,,
15/02/2014 11.00,,,,
15/02/2014 12.00,"16,3",,,
15/02/2014 13.00,,,,
15/02/2014 14.00,"11,5",,,
15/02/2014 15.00,,,,
15/02/2014 16.00,"10,2",,,
15/02/2014 17.00,,,,
15/02/2014 18.00,"8,2",,,
15/02/2014 19.00,,,,
15/02/2014 20.00,"7,9",,,
15/02/2014 21.00,,,,
15/02/2014 22.00,"8,8",,,
15/02/2014 23.00,,,,
16/02/2014 0.00,"7,1",,,
16/02/2014 1.00,,,,
16/02/2014 2.00,"25,1",,,
16/02/2014 3.00,,,,
16/02/2014 4.00,"66,5",,,
16/02/2014 5.00,,,,
16/02/2014 6.00,"84,7",,,
16/02/2014 7.00,,,,
16/02/2014 8.00,"89,0",,,
16/02/2014 9.00,,,,
16/02/2014 10.00,"72,6",,,
16/02/2014 11.00,,,,
16/02/2014 12.00,"38,8",,,
16/02/2014 13.00,,,,
16/02/2014 14.00,"21,5",,,
16/02/2014 15.00,,,,
16/02/2014 16.00,"14,0",,,
16/02/2014 17.00,,,,
16/02/2014 18.00,"11,1",,,
16/02/2014 19.00,,,,
16/02/2014 20.00,"16,6",,,
16/02/2014 21.00,,,,
16/02/2014 22.00,"16,8",,,
16/02/2014 23.00,,,,
17/02/2014 0.00,"28,1",,,
17/02/2014 1.00,,,,
17/02/2014 2.00,"40,8",,,
17/02/2014 3.00,,,,
17/02/2014 4.00,"45,8",,,
17/02/2014 5.00,,,,
17/02/2014 6.00,"57,8",,,
17/02/2014 7.00,,,,
17/02/2014 8.00,"64,5",,,
17/02/2014 9.00,,,,
17/02/2014 10.00,"51,5",,,
17/02/2014 11.00,,,,
17/02/2014 12.00,"30,1",,,
17/02/2014 13.00,,,,
17/02/2014 14.00,"19,0",,,
17/02/2014 15.00,,,,
17/02/2014 16.00,"12,4",,,
17/02/2014 17.00,,,,
17/02/2014 18.00,"6,9",,,
17/02/2014 19.00,,,,
17/02/2014 20.00,"18,1",,,
17/02/2014 21.00,,,,
17/02/2014 22.00,"40,7",,,
17/02/2014 23.00,,,,
18/02/2014 0.00,"59,6",,,
18/02/2014 1.00,,,,
18/02/2014 2.00,"68,2",,,
18/02/2014 3.00,,,,
18/02/2014 4.00,"53,3",,,
18/02/2014 5.00,,,,
18/02/2014 6.00,"30,8",,,
18/02/2014 7.00,,,,
18/02/2014 8.00,"28,9",,,
18/02/2014 9.00,,,,
18/02/2014 10.00,"30,8",,,
18/02/2014 11.00,,,,
18/02/2014 12.00,"21,3",,,
18/02/2014 13.00,,,,
18/02/2014 14.00,"13,3",,,
18/02/2014 15.00,,,,
18/02/2014 16.00,"11,7",,,
18/02/2014 17.00,,,,
18/02/2014 18.00,"11,9",,,
18/02/2014 19.00,,,,
18/02/2014 20.00,"13,1",,,
18/02/2014 21.00,,,,
18/02/2014 22.00,"27,4",,,
18/02/2014 23.00,,,,
19/02/2014 0.00,"34,6",,,
19/02/2014 1.00,,,,
19/02/2014 2.00,"32,6",,,
19/02/2014 3.00,,,,
19/02/2014 4.00,"26,4",,,
19/02/2014 5.00,,,,
19/02/2014 6.00,"16,1",,,
19/02/2014 7.00,,,,
19/02/2014 8.00,"11,9",,,
19/02/2014 9.00,,,,
19/02/2014 10.00,"11,0",,,
19/02/2014 11.00,,,,
19/02/2014 12.00,"8,5",,,
19/02/2014 13.00,,,,
19/02/2014 14.00,"7,4",,,
19/02/2014 15.00,,,,
19/02/2014 16.00,"16,5",,,
19/02/2014 17.00,,,,
19/02/2014 18.00,"24,2",,,
19/02/2014 19.00,,,,
19/02/2014 20.00,"31,0",,,
19/02/2014 21.00,,,,
19/02/2014 22.00,"27,4",,,
19/02/2014 23.00,,,,
20/02/2014 0.00,"31,1",,,
20/02/2014 1.00,,,,
20/02/2014 2.00,"44,6",,,
20/02/2014 3.00,,,,
20/02/2014 4.00,"40,8",,,
20/02/2014 5.00,,,,
20/02/2014 6.00,"28,5",,,
20/02/2014 7.00,,,,
20/02/2014 8.00,"34,9",,,
20/02/2014 9.00,,,,
20/02/2014 10.00,"37,3",,,
20/02/2014 11.00,,,,
20/02/2014 12.00,"35,6",,,
20/02/2014 13.00,,,,
20/02/2014 14.00,"30,8",,,
20/02/2014 15.00,,,,
20/02/2014 16.00,"20,0",,,
20/02/2014 17.00,,,,
20/02/2014 18.00,"13,9",,,
20/02/2014 19.00,,,,
20/02/2014 20.00,"9,5",,,
20/02/2014 21.00,,,,
20/02/2014 22.00,"31,6",,,
20/02/2014 23.00,,,,
21/02/2014 0.00,"56,4",,,
21/02/2014 1.00,,,,
21/02/2014 2.00,"55,4",,,
21/02/2014 3.00,,,,
21/02/2014 4.00,"50,2",,,
21/02/2014 5.00,,,,
21/02/2014 6.00,"70,6",,,
21/02/2014 7.00,,,,
21/02/2014 8.00,"65,8",,,
21/02/2014 9.00,,,,
21/02/2014 10.00,"34,7",,,
21/02/2014 11.00,,,,
21/02/2014 12.00,"18,8",,,
21/02/2014 13.00,,,,
21/02/2014 14.00,"34,4",,,
21/02/2014 15.00,,,,
21/02/2014 16.00,"50,3",,,
21/02/2014 17.00,,,,
21/02/2014 18.00,"51,9",,,
21/02/2014 19.00,,,,
21/02/2014 20.00,"54,0",,,
21/02/2014 21.00,,,,
21/02/2014 22.00,"41,4",,,
21/02/2014 23.00,,,,
22/02/2014 0.00,"31,2",,,
22/02/2014 1.00,,,,
22/02/2014 2.00,"33,7",,,
22/02/2014 3.00,,,,
22/02/2014 4.00,"35,3",,,
22/02/2014 5.00,,,,
22/02/2014 6.00,"31,2",,,
22/02/2014 7.00,,,,
22/02/2014 8.00,"24,4",,,
22/02/2014 9.00,,,,
22/02/2014 10.00,"18,1",,,
22/02/2014 11.00,,,,
22/02/2014 12.00,"14,2",,,
22/02/2014 13.00,,,,
22/02/2014 14.00,"12,1",,,
22/02/2014 15.00,,,,
22/02/2014 16.00,"10,8",,,
22/02/2014 17.00,,,,
22/02/2014 18.00,"9,7",,,
22/02/2014 19.00,,,,
22/02/2014 20.00,"18,2",,,
22/02/2014 21.00,,,,
22/02/2014 22.00,"35,1",,,
22/02/2014 23.00,,,,
23/02/2014 0.00,"47,3",,,
23/02/2014 1.00,,,,
23/02/2014 2.00,"44,4",,,
23/02/2014 3.00,,,,
23/02/2014 4.00,"29,3",,,
23/02/2014 5.00,,,,
23/02/2014 6.00,"17,0",,,
23/02/2014 7.00,,,,
23/02/2014 8.00,"24,6",,,
23/02/2014 9.00,,,,
23/02/2014 10.00,"26,2",,,
23/02/2014 11.00,,,,
23/02/2014 12.00,"15,4",,,
23/02/2014 13.00,,,,
23/02/2014 14.00,"9,5",,,
23/02/2014 15.00,,,,
23/02/2014 16.00,"7,3",,,
23/02/2014 17.00,,,,
23/02/2014 18.00,"5,8",,,
23/02/2014 19.00,,,,
23/02/2014 20.00,"6,1",,,
23/02/2014 21.00,,,,
23/02/2014 22.00,"6,0",,,
23/02/2014 23.00,,,,
24/02/2014 0.00,"11,2",,,
24/02/2014 1.00,,,,
24/02/2014 2.00,"14,2",,,
24/02/2014 3.00,,,,
24/02/2014 4.00,"16,8",,,
24/02/2014 5.00,,,,
24/02/2014 6.00,"16,7",,,
24/02/2014 7.00,,,,
24/02/2014 8.00,"15,5",,,
24/02/2014 9.00,,,,
24/02/2014 10.00,"19,5",,,
24/02/2014 11.00,,,,
24/02/2014 12.00,"18,3",,,
24/02/2014 13.00,,,,
24/02/2014 14.00,"12,4",,,
24/02/2014 15.00,,,,
24/02/2014 16.00,"8,4",,,
24/02/2014 17.00,,,,
24/02/2014 18.00,"6,8",,,
24/02/2014 19.00,,,,
24/02/2014 20.00,"5,9",,,
24/02/2014 21.00,,,,
24/02/2014 22.00,"12,3",,,
24/02/2014 23.00,,,,
25/02/2014 0.00,"19,8",,,
25/02/2014 1.00,,,,
25/02/2014 2.00,"25,3",,,
25/02/2014 3.00,,,,
25/02/2014 4.00,"31,0",,,
25/02/2014 5.00,,,,
25/02/2014 6.00,"28,0",,,
25/02/2014 7.00,,,,
25/02/2014 8.00,"22,2",,,
25/02/2014 9.00,,,,
25/02/2014 10.00,"31,1",,,
25/02/2014 11.00,,,,
25/02/2014 12.00,"30,1",,,
25/02/2014 13.00,,,,
25/02/2014 14.00,"17,4",,,
25/02/2014 15.00,,,,
25/02/2014 16.00,"12,5",,,
25/02/2014 17.00,,,,
25/02/2014 18.00,"11,5",,,
25/02/2014 19.00,,,,
25/02/2014 20.00,"13,6",,,
25/02/2014 21.00,,,,
25/02/2014 22.00,"38,6",,,
25/02/2014 23.00,,,,
26/02/2014 0.00,"57,5",,,
26/02/2014 1.00,,,,
26/02/2014 2.00,"46,4",,,
26/02/2014 3.00,,,,
26/02/2014 4.00,"49,9",,,
26/02/2014 5.00,,,,
26/02/2014 6.00,"45,7",,,
26/02/2014 7.00,,,,
26/02/2014 8.00,"36,0",,,
26/02/2014 9.00,,,,
26/02/2014 10.00,"51,3",,,
26/02/2014 11.00,,,,
26/02/2014 12.00,"46,9",,,
26/02/2014 13.00,,,,
26/02/2014 14.00,"26,0",,,
26/02/2014 15.00,,,,
26/02/2014 16.00,"16,9",,,
26/02/2014 17.00,,,,
26/02/2014 18.00,"13,7",,,
26/02/2014 19.00,,,,
26/02/2014 20.00,"18,6",,,
26/02/2014 21.00,,,,
26/02/2014 22.00,"28,0",,,
26/02/2014 23.00,,,,
27/02/2014 0.00,"31,6",,,
27/02/2014 1.00,,,,
27/02/2014 2.00,"28,4",,,
27/02/2014 3.00,,,,
27/02/2014 4.00,"25,4",,,
27/02/2014 5.00,,,,
27/02/2014 6.00,"35,4",,,
27/02/2014 7.00,,,,
27/02/2014 8.00,"33,0",,,
27/02/2014 9.00,,,,
27/02/2014 10.00,"43,1",,,
27/02/2014 11.00,,,,
27/02/2014 12.00,"51,9",,,
27/02/2014 13.00,,,,
27/02/2014 14.00,"35,1",,,
27/02/2014 15.00,,,,
27/02/2014 16.00,"22,1",,,
27/02/2014 17.00,,,,
27/02/2014 18.00,"19,5",,,
27/02/2014 19.00,,,,
27/02/2014 20.00,"25,2",,,
27/02/2014 21.00,,,,
27/02/2014 22.00,"40,5",,,
27/02/2014 23.00,,,,
28/02/2014 0.00,"45,1",,,
28/02/2014 1.00,,,,
28/02/2014 2.00,"48,2",,,
28/02/2014 3.00,,,,
28/02/2014 4.00,"40,6",,,
28/02/2014 5.00,,,,
28/02/2014 6.00,"41,7",,,
28/02/2014 7.00,,,,
28/02/2014 8.00,"40,3",,,
28/02/2014 9.00,,,,
28/02/2014 10.00,"40,6",,,
28/02/2014 11.00,,,,
28/02/2014 12.00,"38,0",,,
28/02/2014 13.00,,,,
28/02/2014 14.00,"20,9",,,
28/02/2014 15.00,,,,
28/02/2014 16.00,"11,4",,,
28/02/2014 17.00,,,,
28/02/2014 18.00,"7,8",,,
28/02/2014 19.00,,,,
28/02/2014 20.00,"9,4",,,
28/02/2014 21.00,,,,
28/02/2014 22.00,"27,6",,,
28/02/2014 23.00,,,,
01/03/2014 0.00,"34,0",,,
01/03/2014 1.00,,,,
01/03/2014 2.00,"25,8",,,
01/03/2014 3.00,,,,
01/03/2014 4.00,"35,7",,,
01/03/2014 5.00,,,,
01/03/2014 6.00,"34,2",,,
01/03/2014 7.00,,,,
01/03/2014 8.00,"23,1",,,
01/03/2014 9.00,,,,
01/03/2014 10.00,"35,6",,,
01/03/2014 11.00,,,,
01/03/2014 12.00,"44,6",,,
01/03/2014 13.00,,,,
01/03/2014 14.00,"34,0",,,
01/03/2014 15.00,,,,
01/03/2014 16.00,"27,0",,,
01/03/2014 17.00,,,,
01/03/2014 18.00,"34,6",,,
01/03/2014 19.00,,,,
01/03/2014 20.00,"34,1",,,
01/03/2014 21.00,,,,
01/03/2014 22.00,"25,7",,,
01/03/2014 23.00,,,,
02/03/2014 0.00,"24,5",,,
02/03/2014 1.00,,,,
02/03/2014 2.00,"22,3",,,
02/03/2014 3.00,,,,
02/03/2014 4.00,"17,7",,,
02/03/2014 5.00,,,,
02/03/2014 6.00,"13,0",,,
02/03/2014 7.00,,,,
02/03/2014 8.00,"9,1",,,
02/03/2014 9.00,,,,
02/03/2014 10.00,"7,1",,,
02/03/2014 11.00,,,,
02/03/2014 12.00,"5,7",,,
02/03/2014 13.00,,,,
02/03/2014 14.00,"4,1",,,
02/03/2014 15.00,,,,
02/03/2014 16.00,"5,4",,,
02/03/2014 17.00,,,,
02/03/2014 18.00,"5,8",,,
02/03/2014 19.00,,,,
02/03/2014 20.00,"4,8",,,
02/03/2014 21.00,,,,
02/03/2014 22.00,"14,1",,,
02/03/2014 23.00,,,,
03/03/2014 0.00,"15,8",,,
03/03/2014 1.00,,,,
03/03/2014 2.00,"22,5",,,
03/03/2014 3.00,,,,
03/03/2014 4.00,"33,8",,,
03/03/2014 5.00,,,,
03/03/2014 6.00,"33,1",,,
03/03/2014 7.00,,,,
03/03/2014 8.00,"31,2",,,
03/03/2014 9.00,,,,
03/03/2014 10.00,"32,1",,,
03/03/2014 11.00,,,,
03/03/2014 12.00,"25,9",,,
03/03/2014 13.00,,,,
03/03/2014 14.00,"15,4",,,
03/03/2014 15.00,,,,
03/03/2014 16.00,"11,2",,,
03/03/2014 17.00,,,,
03/03/2014 18.00,"10,1",,,
03/03/2014 19.00,,,,
03/03/2014 20.00,"10,9",,,
03/03/2014 21.00,,,,
03/03/2014 22.00,"25,0",,,
03/03/2014 23.00,,,,
04/03/2014 0.00,"37,8",,,
04/03/2014 1.00,,,,
04/03/2014 2.00,"44,3",,,
04/03/2014 3.00,,,,
04/03/2014 4.00,"37,4",,,
04/03/2014 5.00,,,,
04/03/2014 6.00,"59,0",,,
04/03/2014 7.00,,,,
04/03/2014 8.00,"66,1",,,
04/03/2014 9.00,,,,
04/03/2014 10.00,"36,7",,,
04/03/2014 11.00,,,,
04/03/2014 12.00,"21,4",,,
04/03/2014 13.00,,,,
04/03/2014 14.00,"15,9",,,
04/03/2014 15.00,,,,
04/03/2014 16.00,"11,5",,,
04/03/2014 17.00,,,,
04/03/2014 18.00,"6,7",,,
04/03/2014 19.00,,,,
04/03/2014 20.00,"6,8",,,
04/03/2014 21.00,,,,
04/03/2014 22.00,"9,4",,,
04/03/2014 23.00,,,,
05/03/2014 0.00,"10,9",,,
05/03/2014 1.00,,,,
05/03/2014 2.00,"20,6",,,
05/03/2014 3.00,,,,
05/03/2014 4.00,"31,9",,,
05/03/2014 5.00,,,,
05/03/2014 6.00,"54,1",,,
05/03/2014 7.00,,,,
05/03/2014 8.00,"53,3",,,
05/03/2014 9.00,,,,
05/03/2014 10.00,"30,8",,,
05/03/2014 11.00,,,,
05/03/2014 12.00,"18,6",,,
05/03/2014 13.00,,,,
05/03/2014 14.00,"10,3",,,
05/03/2014 15.00,,,,
05/03/2014 16.00,"8,4",,,
05/03/2014 17.00,,,,
05/03/2014 18.00,"6,7",,,
05/03/2014 19.00,,,,
05/03/2014 20.00,"12,5",,,
05/03/2014 21.00,,,,
05/03/2014 22.00,"39,7",,,
05/03/2014 23.00,,,,
06/03/2014 0.00,"43,3",,,
06/03/2014 1.00,,,,
06/03/2014 2.00,"25,3",,,
06/03/2014 3.00,,,,
06/03/2014 4.00,"18,1",,,
06/03/2014 5.00,,,,
06/03/2014 6.00,"13,5",,,
06/03/2014 7.00,,,,
06/03/2014 8.00,"8,0",,,
06/03/2014 9.00,,,,
06/03/2014 10.00,"4,9",,,
06/03/2014 11.00,,,,
06/03/2014 12.00,"4,0",,,
06/03/2014 13.00,,,,
06/03/2014 14.00,"4,2",,,
06/03/2014 15.00,,,,
06/03/2014 16.00,"3,9",,,
06/03/2014 17.00,,,,
06/03/2014 18.00,"4,2",,,
06/03/2014 19.00,,,,
06/03/2014 20.00,"9,0",,,
06/03/2014 21.00,,,,
06/03/2014 22.00,"11,6",,,
06/03/2014 23.00,,,,
07/03/2014 0.00,"9,5",,,
07/03/2014 1.00,,,,
07/03/2014 2.00,"12,9",,,
07/03/2014 3.00,,,,
07/03/2014 4.00,"26,5",,,
07/03/2014 5.00,,,,
07/03/2014 6.00,"45,3",,,
07/03/2014 7.00,,,,
07/03/2014 8.00,"56,4",,,
07/03/2014 9.00,,,,
07/03/2014 10.00,"44,1",,,
07/03/2014 11.00,,,,
07/03/2014 12.00,"26,5",,,
07/03/2014 13.00,,,,
07/03/2014 14.00,"17,9",,,
07/03/2014 15.00,,,,
07/03/2014 16.00,"12,9",,,
07/03/2014 17.00,,,,
07/03/2014 18.00,"9,3",,,
07/03/2014 19.00,,,,
07/03/2014 20.00,"9,8",,,
07/03/2014 21.00,,,,
07/03/2014 22.00,"15,8",,,
07/03/2014 23.00,,,,
08/03/2014 0.00,"26,0",,,
08/03/2014 1.00,,,,
08/03/2014 2.00,"26,6",,,
08/03/2014 3.00,,,,
08/03/2014 4.00,"25,2",,,
08/03/2014 5.00,,,,
08/03/2014 6.00,"27,7",,,
08/03/2014 7.00,,,,
08/03/2014 8.00,"29,5",,,
08/03/2014 9.00,,,,
08/03/2014 10.00,"25,3",,,
08/03/2014 11.00,,,,
08/03/2014 12.00,"16,6",,,
08/03/2014 13.00,,,,
08/03/2014 14.00,"10,7",,,
08/03/2014 15.00,,,,
08/03/2014 16.00,"6,4",,,
08/03/2014 17.00,,,,
08/03/2014 18.00,"6,6",,,
08/03/2014 19.00,,,,
08/03/2014 20.00,"20,7",,,
08/03/2014 21.00,,,,
08/03/2014 22.00,"35,5",,,
08/03/2014 23.00,,,,
09/03/2014 0.00,"31,4",,,
09/03/2014 1.00,,,,
09/03/2014 2.00,"19,8",,,
09/03/2014 3.00,,,,
09/03/2014 4.00,"31,4",,,
09/03/2014 5.00,,,,
09/03/2014 6.00,"33,2",,,
09/03/2014 7.00,,,,
09/03/2014 8.00,"16,4",,,
09/03/2014 9.00,,,,
09/03/2014 10.00,"10,5",,,
09/03/2014 11.00,,,,
09/03/2014 12.00,"9,6",,,
09/03/2014 13.00,,,,
09/03/2014 14.00,"8,1",,,
09/03/2014 15.00,,,,
09/03/2014 16.00,"7,9",,,
09/03/2014 17.00,,,,
09/03/2014 18.00,"8,0",,,
09/03/2014 19.00,,,,
09/03/2014 20.00,"15,9",,,
09/03/2014 21.00,,,,
