Stat,Mesagne2_Via_Antonucci,,,,,
Parm,NOX,NO,NO2,CO,O3,BENZENE
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver,Aver
14/01/2014 23.00,"18,048699","7,004753","7,308452","0,6","42,9","0,4"
15/01/2014 0.00,"24,243051","10,062195","9,915955","0,6","48,0","0,5"
15/01/2014 1.00,"8,771439","5,513886","1,720094","0,5","76,3","0,3"
15/01/2014 2.00,"10,230536","4,749631","2,994066","0,5","75,8","0,2"
15/01/2014 3.00,"9,501636","4,440884","2,744399","0,5","77,7","0,2"
15/01/2014 4.00,"10,083977","4,629515","3,045296","0,5","74,9","0,2"
15/01/2014 5.00,"14,15583","5,515577","5,704094","0,5","61,9","0,2"
15/01/2014 6.00,"19,753559","7,215802","8,738365","0,5","47,6","0,2"
15/01/2014 7.00,"21,769706","8,485047","9,19997","0,5","50,1","0,4"
15/01/2014 8.00,"44,390883","17,931435","17,648056","0,6","31,2","0,4"
15/01/2014 9.00,"54,129884","22,289002","20,101792","0,8","26,7","0,7"
15/01/2014 10.00,"37,776969","15,708459","14,075607","0,6","39,3","0,6"
15/01/2014 11.00,"41,493438","17,149417","15,4327","0,8","37,5","0,7"
15/01/2014 12.00,"39,871585","15,295665","16,53059","0,8","34,2","1,0"
15/01/2014 13.00,"31,384179","11,844893","13,241462","0,7","49,2","0,7"
15/01/2014 14.00,"35,241391","12,888281","15,576016","0,7","46,6","0,6"
15/01/2014 15.00,"21,337173","7,268246","10,192923","0,7","51,2","0,7"
15/01/2014 16.00,"23,450583","5,710976","14,694073","0,7","39,5",
15/01/2014 17.00,"31,953554","8,343363","19,172521","0,9","27,4",
15/01/2014 18.00,"36,082478","9,699735","21,210064","1,1","27,0",
15/01/2014 19.00,"41,761923","11,103477","24,737187","1,4","24,1",
15/01/2014 20.00,"51,417255","14,84016","28,663136","1,6","18,3",
15/01/2014 21.00,"47,46083","14,679434","24,953129","1,5","17,7",
15/01/2014 22.00,"45,195644","13,865705","23,935658","1,5","18,6",
15/01/2014 23.00,"34,271872","11,778068","16,21283","1,1","25,5",
16/01/2014 0.00,"30,229885","10,513051","14,110435","0,9","28,4",
16/01/2014 1.00,"25,84869","9,26495","11,642942","0,8","31,6",
16/01/2014 2.00,"25,201498","8,621234","11,982748","0,7","31,1",
16/01/2014 3.00,"24,071199","8,18772","11,517134",,"27,8",
16/01/2014 4.00,"22,634141","7,791424","10,687718","0,6",,
16/01/2014 5.00,"22,030407","7,380325","10,714306","0,6","29,6",
16/01/2014 6.00,"21,846875","7,216224","10,782398","0,5","28,5",
16/01/2014 7.00,"24,2359","7,728406","12,386107","0,6","26,5",
16/01/2014 8.00,"30,869929","9,304708","16,60322","0,7","19,2",
16/01/2014 9.00,"39,114145","13,49436","18,423524","0,8","17,5",
16/01/2014 10.00,"33,173353","11,800061","15,080573","0,8","27,1",
16/01/2014 11.00,"28,083378","9,819427","13,034595","0,7","34,3",
16/01/2014 12.00,"26,559438","8,928289","12,86988","0,6","37,9",
16/01/2014 13.00,"25,651563","8,324753","12,887388","0,7","41,8",
16/01/2014 14.00,"25,358435","7,752513","13,471676","0,7","47,2",
16/01/2014 15.00,"23,746294","7,142631","12,794654","0,7","50,6",
16/01/2014 16.00,,,,,,
16/01/2014 17.00,"30,268737","7,152726","19,30162","1,1","31,2","0,5"
16/01/2014 18.00,"64,394131","22,301261","30,299903","1,5","21,9","1,1"
16/01/2014 19.00,"85,639872","35,541022","31,145544","1,8","12,1","2,1"
16/01/2014 20.00,"82,099138","35,951271","26,975757","1,8","11,6","2,3"
16/01/2014 21.00,"92,369216","43,505835","25,662577","2,0","11,6","2,2"
16/01/2014 22.00,"72,408778","33,600141","20,890358","1,7","10,4","1,9"
16/01/2014 23.00,"63,894797","29,338157","19,062933","1,6","10,2","1,9"
17/01/2014 0.00,"55,644742","26,04766","15,943709","1,4","10,4","1,7"
17/01/2014 1.00,"36,817184","15,779513","12,622805","1,2","16,3","1,6"
17/01/2014 2.00,"37,853487","14,520841","15,695986","1,2","21,4","1,2"
17/01/2014 3.00,"24,422013","8,96128","10,68318","1,0","26,3","1,1"
17/01/2014 4.00,"23,064092","8,582747","9,904347","0,9","28,0","0,9"
17/01/2014 5.00,"20,05317","7,856133","8,019194","0,8","29,8","0,8"
17/01/2014 6.00,"18,941017","7,834142","7,295482","0,7","31,8","0,7"
17/01/2014 7.00,"18,946205","8,404689","7,021269","0,6","40,2","0,6"
17/01/2014 8.00,"22,003812","9,447662","8,803676","0,6","43,4","0,5"
17/01/2014 9.00,"26,14505","11,700247","9,591534","0,7","42,6","0,5"
17/01/2014 10.00,"23,34812","9,228155","10,52315","0,6","52,1","0,5"
17/01/2014 11.00,"15,36915","7,333379","5,505115","0,5","80,1","0,4"
17/01/2014 12.00,"15,337373","6,50399","6,449614","0,5","88,7","0,3"
17/01/2014 13.00,"14,732334","6,917204","5,327857","0,5","90,0","0,2"
17/01/2014 14.00,"15,452803","8,078178","5,197489","0,5","90,4","0,2"
17/01/2014 15.00,"11,801172","6,512873","3,547471","0,5","95,0","0,2"
17/01/2014 16.00,"13,295935","6,103465","4,513471","0,5","96,2","0,2"
17/01/2014 17.00,"16,028012","7,246252","6,057451","0,5","92,3","0,2"
17/01/2014 18.00,"13,638984","6,062863","4,715151","0,5","95,1","0,3"
17/01/2014 19.00,"12,037221","5,823479","3,478486","0,5","96,0","0,2"
17/01/2014 20.00,"10,916636","5,451713","2,920786","0,5","97,8","0,2"
17/01/2014 21.00,"11,469795","5,411956","3,537498","0,5","98,7","0,2"
17/01/2014 22.00,"9,873219","4,843946","2,55504","0,5","97,7","0,2"
17/01/2014 23.00,"8,639148","4,639666","1,743782","0,5","98,7","0,2"
18/01/2014 0.00,"13,918482","8,239742","3,097748","0,5","96,8","0,2"
18/01/2014 1.00,"7,945915","4,367715","1,515514","0,5","98,0","0,2"
18/01/2014 2.00,"7,687817","4,313577","1,274925","0,4","97,0","0,1"
18/01/2014 3.00,"7,804544","4,437922","1,424079",,"96,0","0,1"
18/01/2014 4.00,"8,100903","4,446804","1,634836","0,4",,"0,1"
18/01/2014 5.00,"7,355791","4,158358","1,167278","0,4","98,4","0,1"
18/01/2014 6.00,"7,993255","4,389284","1,524594","0,4","98,8","0,1"
18/01/2014 7.00,"9,05418","4,982248","2,06013","0,5","99,0","0,1"
18/01/2014 8.00,"14,958656","7,504246","5,95839","0,5","98,1","0,1"
18/01/2014 9.00,"15,902206","6,222311","7,038682","0,5","91,5","0,2"
18/01/2014 10.00,"18,326899","7,007291","8,630047","0,5","93,5","0,2"
18/01/2014 11.00,"14,59356","8,94986","4,917238","0,5","95,6","0,2"
18/01/2014 12.00,"14,558539","6,835153","5,620586","0,5","95,8","0,2"
18/01/2014 13.00,"13,49048","6,89648","4,556633","0,5","95,8","0,2"
18/01/2014 14.00,"13,715506","6,492571","5,499608","0,5","94,3","0,2"
18/01/2014 15.00,"11,51519","6,012957","3,789261","0,5","93,5","0,2"
18/01/2014 16.00,"10,34013","5,578173","2,778706","0,5","92,5","0,2"
18/01/2014 17.00,"9,52563","4,920076","2,466845","0,5","92,0","0,2"
18/01/2014 18.00,"10,199408","5,446638","2,518725","0,5","91,8","0,2"
18/01/2014 19.00,"9,863493","5,164113","2,49538","0,5","91,9","0,2"
18/01/2014 20.00,"10,493172","5,286766","2,993418","0,5","90,6","0,2"
18/01/2014 21.00,"10,244153","5,310028","2,73467","0,5","90,5","0,2"
18/01/2014 22.00,"10,046365","4,67054","3,160727","0,5","90,7","0,2"
18/01/2014 23.00,"8,567815","4,296237","2,176973","0,5","90,1","0,2"
19/01/2014 0.00,"7,825296","4,119871","1,671801","0,5","90,7","0,2"
19/01/2014 1.00,"7,381731","4,118602","1,235368","0,5","90,9","0,1"
19/01/2014 2.00,"7,506889","4,187542","1,317725","0,5","91,9","0,1"
19/01/2014 3.00,"7,263059","4,077999","1,216562","0,4","91,2","0,1"
19/01/2014 4.00,"7,375245","4,158781","1,200998","0,4","90,3","0,1"
19/01/2014 5.00,"7,139198","4,0061","1,156253","0,4","91,0","0,1"
19/01/2014 6.00,"7,189779","4,002717","1,257417","0,4","90,1","0,1"
19/01/2014 7.00,"7,776012","4,064465","1,707468","0,4","89,4","0,1"
19/01/2014 8.00,"7,443338","4,210803","1,274277","0,4","90,9","0,1"
19/01/2014 9.00,"7,964072","4,299621","1,675042","1,2","87,6","0,1"
19/01/2014 10.00,"8,828507","4,684075","1,977886","0,5","90,2","0,1"
19/01/2014 11.00,"8,825912","4,855788","1,885154","0,5","89,0","0,2"
19/01/2014 12.00,"10,441942","5,118435","3,008981","0,5","88,7","0,2"
19/01/2014 13.00,"11,513892","5,471592","4,024018","0,5","87,2","0,2"
19/01/2014 14.00,"9,847928","4,882434","2,860478","0,5","85,7","0,2"
19/01/2014 15.00,"8,531499","4,532239","2,16873","0,5","87,8","0,2"
19/01/2014 16.00,"9,086604","4,577917","2,554392","0,5","89,7","0,2"
19/01/2014 17.00,"8,390129","4,45484","1,938328","0,5","93,2","0,2"
19/01/2014 18.00,"9,356376","4,655738","2,625725","0,5","94,8","0,2"
19/01/2014 19.00,"9,36675","4,744554","2,49538","0,5","93,0","0,3"
19/01/2014 20.00,"8,989331","4,458224","2,464253","0,5","95,3","0,2"
19/01/2014 21.00,"8,837585","4,510668","2,235336","0,5","91,9","0,1"
19/01/2014 22.00,"8,035407","4,204882","1,829382","0,5","93,0","0,2"
19/01/2014 23.00,"7,842157","4,336839","1,734612","0,5","94,3","0,1"
20/01/2014 0.00,"7,394702","4,133405","1,348853","0,5","93,9","0,1"
20/01/2014 1.00,"7,331797","3,921935","1,451963","0,5","94,3","0,1"
20/01/2014 2.00,"7,749424","4,026401","1,768424","0,5","93,3","0,1"
20/01/2014 3.00,"7,053597","3,803088","1,316429",,"90,3","0,1"
20/01/2014 4.00,"6,87202","3,894443","1,068058","0,5",,"0,1"
20/01/2014 5.00,"7,567847","3,992566","1,55637","0,4","80,7","0,1"
20/01/2014 6.00,"10,701337","4,848176","3,457085","0,5","68,8","0,1"
20/01/2014 7.00,"22,054403","8,92533","8,628124","0,5","50,3","0,1"
20/01/2014 8.00,"32,689558","13,452486","13,072852","0,5","40,3","0,2"
20/01/2014 9.00,"17,328878","8,339978","6,250328","0,6","60,9","0,2"
20/01/2014 10.00,"13,853635","6,682472","5,111239","0,5","72,3","0,2"
20/01/2014 11.00,"11,657858","5,869157","3,914118","0,5","77,2","0,2"
20/01/2014 12.00,"12,210368","5,982926","4,265926","0,5","79,4","0,2"
20/01/2014 13.00,"11,873154","5,87423","3,78976","0,5","82,0","0,2"
20/01/2014 14.00,"12,561199","6,421517","4,183288","0,5","86,6","0,2"
20/01/2014 15.00,"14,191496","7,556269","5,74208","0,5","84,5","0,3"
20/01/2014 16.00,"18,017571","8,570481","7,260135","0,5","84,2","0,2"
20/01/2014 17.00,"26,410932","9,685354","12,471983","0,6","58,8","0,2"
20/01/2014 18.00,"14,932718","6,852071","5,347426","0,5","82,3","0,3"
20/01/2014 19.00,"14,277745","6,218929","5,609416","0,5","82,0","0,2"
20/01/2014 20.00,"15,824388","6,919318","6,07503","0,5","79,4","0,3"
20/01/2014 21.00,"19,234128","7,279241","8,327227","0,6","71,1","0,3"
20/01/2014 22.00,"16,324371","5,946131","7,292888","0,6","71,4","0,4"
20/01/2014 23.00,"13,116304","5,114207","5,367529","0,5","79,3","0,3"
21/01/2014 0.00,"10,948412","4,385901","4,283906","0,5","82,5","0,2"
21/01/2014 1.00,"9,849224","4,302159","3,369541","0,5","84,7","0,2"
21/01/2014 2.00,"9,253265","4,043319","3,117279","0,5","86,6","0,2"
21/01/2014 3.00,"9,991892","4,069118","3,805323","0,5","82,2","0,2"
21/01/2014 4.00,"10,249343","4,262402","3,885088","0,5","77,0","0,1"
21/01/2014 5.00,"8,938749","4,194731","2,630264","0,5","85,0","0,1"
21/01/2014 6.00,"10,630005","4,465836","3,868226","0,5","78,1","0,1"
21/01/2014 7.00,"12,703867","5,373891","4,743685","0,5","82,6","0,2"
21/01/2014 8.00,"19,37095","7,724599","8,759457","0,5","80,5","0,2"
21/01/2014 9.00,"19,981183","7,817646","8,589863","0,6","77,1","0,3"
21/01/2014 10.00,"21,929894","8,8234","9,416904","0,6","76,1","0,3"
21/01/2014 11.00,"21,763875","8,463478","9,301151","0,6","75,5","0,3"
21/01/2014 12.00,"20,345629","8,277806","8,191044","0,6","76,4","0,4"
21/01/2014 13.00,"19,338541","7,880664","7,949157","0,6","76,8","0,4"
21/01/2014 14.00,"20,928617","8,395383","8,514638","0,7","76,1","0,5"
21/01/2014 15.00,"16,394407","6,064555","7,231932","0,6","76,2","0,4"
21/01/2014 16.00,"18,140784","7,194654","7,569143","0,6","74,7","0,4"
21/01/2014 17.00,"18,09993","6,830078","7,873933","0,7","74,7","0,4"
21/01/2014 18.00,"19,656296","7,574878","8,802643","0,7","70,5","0,5"
21/01/2014 19.00,"20,788545","8,068028","8,844718","0,7","71,7","0,5"
21/01/2014 20.00,"19,900114","7,140095","9,228623","0,7","69,8","0,5"
21/01/2014 21.00,"20,90334","6,977262","10,404331","0,7","62,9","0,6"
21/01/2014 22.00,"20,950664","6,457467","11,098859","0,7","44,9","0,6"
21/01/2014 23.00,"19,41829","6,366958","9,702667","0,8","44,9","0,6"
22/01/2014 0.00,"18,274371","5,820094","9,351837","0,7","43,3","0,5"
22/01/2014 1.00,"17,161568","5,519807","8,700754","0,6","45,7","0,4"
22/01/2014 2.00,"19,688073","5,773994","10,834925","0,6","39,2","0,3"
22/01/2014 3.00,"19,222445","5,437333","10,885507",,"40,1","0,3"
22/01/2014 4.00,"17,343794","5,401806","9,061314","0,6",,"0,3"
22/01/2014 5.00,"17,883983","5,50881","9,437435","0,5","41,8","0,2"
22/01/2014 6.00,"19,305464","5,958819","10,169578","0,6","38,4","0,2"
22/01/2014 7.00,"20,546656","7,201844","9,50423","0,6","35,2","0,3"
22/01/2014 8.00,"30,627392","10,835332","14,034561","0,6","34,9","0,3"
22/01/2014 9.00,"52,520325","21,117009","21,075535","0,9","23,7","0,5"
22/01/2014 10.00,"37,145991","14,301331","15,427512","0,8","30,8","0,8"
22/01/2014 11.00,"29,239641","10,135364","13,699294","0,7","35,8","0,6"
22/01/2014 12.00,"23,991431","7,128675","13,06248","0,6","42,9","0,5"
22/01/2014 13.00,"22,933101","6,882101","12,386107","0,6","48,5","0,4"
22/01/2014 14.00,"21,802783","5,821364","12,896467","0,7","46,7","0,5"
22/01/2014 15.00,"21,055728","5,370509","12,821242","0,7","44,0","0,5"
22/01/2014 16.00,"29,864121","8,944784","16,386625","0,9","44,2","0,7"
22/01/2014 17.00,"33,956087","10,211071","18,299664","0,9","34,2","1,0"
22/01/2014 18.00,"53,76284","20,039377","23,036846","1,1","19,1","0,8"
22/01/2014 19.00,"44,644434","14,999177","21,646497","1,1","29,5","1,3"
22/01/2014 20.00,"41,54208","13,529464","20,831353","1,2","29,6","1,2"
22/01/2014 21.00,"40,449392","12,042829","21,984367","1,3","24,4","1,3"
22/01/2014 22.00,"33,131192","10,675883","16,762097","1,1","29,2","1,2"
22/01/2014 23.00,"25,988113","8,821709","12,461982","0,9","37,8","0,9"
23/01/2014 0.00,"22,088762","7,462799","10,646217","0,8","42,1","0,7"
23/01/2014 1.00,"20,181561","6,232039","10,626112","0,7","44,0","0,6"
23/01/2014 2.00,"20,419567","5,871694","11,416619","0,7","36,8","0,5"
23/01/2014 3.00,"21,339755","6,077666","12,021009","0,7","29,2","0,4"
23/01/2014 4.00,"19,258773","6,01211","10,04053","0,7","30,3","0,4"
23/01/2014 5.00,"19,96432","6,665554","9,744169","0,7","24,0","0,3"
23/01/2014 6.00,"24,841601","8,608546","11,642294","0,7","23,1","0,3"
23/01/2014 7.00,"41,911728","16,335675","16,864561","0,8","13,9","0,7"
23/01/2014 8.00,"31,85304","12,011955","13,43536","0,7","18,4","0,7"
23/01/2014 9.00,"39,545378","13,947757","18,15959","1,0","18,6","0,7"
23/01/2014 10.00,"44,228765","14,969574","21,27622","1,1","19,0","1,0"
23/01/2014 11.00,"41,776835","13,077763","21,724965","1,1","25,7","1,2"
23/01/2014 12.00,"33,166851","10,412391","17,201774","0,9","40,7","1,1"
23/01/2014 13.00,"32,964542","10,921612","16,305564","0,8","51,4","0,7"
23/01/2014 14.00,"32,922402","13,150924","14,493308","0,7","60,1","0,6"
23/01/2014 15.00,"23,087437","8,187297","10,709768","0,6","70,5","0,5"
23/01/2014 16.00,"31,155273","11,557293","14,067803","0,7","60,1","0,4"
23/01/2014 17.00,"39,291809","13,366206","18,797702","0,8","37,6","0,5"
23/01/2014 18.00,"55,173934","20,07998","24,514114","1,0","19,8","0,6"
23/01/2014 19.00,"58,825565","22,765656","24,047854","1,0","18,7","0,7"
23/01/2014 20.00,"45,018611","15,937271","20,64394","0,9","22,7","0,7"
23/01/2014 21.00,"42,451925","14,31359","20,505166","1,1","20,4","0,9"
23/01/2014 22.00,"33,871138","11,482856","16,369765","1,0","22,6","1,0"
23/01/2014 23.00,"24,881792","8,315449","12,148761","0,9","35,6","0,8"
24/01/2014 0.00,"18,887192","6,583082","8,793488","0,9","45,6","0,7"
24/01/2014 1.00,"25,497858","9,481074","11,083944","0,8","46,8","0,6"
24/01/2014 2.00,"17,313315","6,357654","7,565252","0,7","50,2","0,5"
24/01/2014 3.00,"12,224634","5,142543","4,44992",,"66,5","0,4"
24/01/2014 4.00,"9,849874","4,655314","2,797573","0,5",,"0,2"
24/01/2014 5.00,"10,94906","4,698878","3,778735","0,5","72,2","0,2"
24/01/2014 6.00,"12,542393","5,054149","4,857818","0,5","75,6","0,2"
24/01/2014 7.00,"11,716867","5,524459","3,67822","0,5","87,9","0,2"
24/01/2014 8.00,"30,140384","10,555345","14,305811","0,6","58,3","0,2"
24/01/2014 9.00,"23,451234","10,615402","9,25386","0,6","76,4","0,3"
24/01/2014 10.00,"20,923436","11,886764","3,287235","1,3","85,7","0,2"
24/01/2014 11.00,,,,"0,7",,"0,3"
24/01/2014 12.00,,,,,,
24/01/2014 13.00,"21,503269","9,128912","9,982467","0,9","79,8","0,3"
24/01/2014 14.00,"26,158032","12,775353","11,021905","0,6","78,5","0,3"
24/01/2014 15.00,"23,613351","12,383296","11,46808","0,6","73,9","0,3"
24/01/2014 16.00,"22,199008","8,995115","10,522545","0,6","77,7","0,4"
24/01/2014 17.00,"42,26191","14,554248","23,685721","0,8","63,2","0,6"
24/01/2014 18.00,"47,130761","10,339643","31,283664","1,1","36,7","1,5"
24/01/2014 19.00,"52,947677","10,11464","37,439099","1,2","31,2","1,9"
24/01/2014 20.00,"50,812851","15,020751","28,051601","1,0","34,6","1,3"
24/01/2014 21.00,"45,795514","10,780772","29,277251","1,0","32,0","1,2"
24/01/2014 22.00,"39,483794","8,93548","25,783204","1,2","31,4","1,9"
24/01/2014 23.00,"29,008117","6,463388","19,104436","1,0","39,0","1,4"
25/01/2014 0.00,"29,982798","6,169021","20,546007","1,0","34,2","1,2"
25/01/2014 1.00,"26,48487","5,124779","18,627149","0,9","30,8","1,0"
25/01/2014 2.00,"25,110715","4,974212","17,483865","0,8","29,8","0,8"
25/01/2014 3.00,"27,216994","5,049496","19,474714","0,8","29,3","0,7"
25/01/2014 4.00,"24,679464","5,323139","16,51762","0,7","31,5","0,6"
25/01/2014 5.00,"22,569936","5,205984","14,587722","0,7","28,4","0,5"
25/01/2014 6.00,"26,532192","6,149989","17,102556","0,7","22,8","0,5"
25/01/2014 7.00,"43,65939","12,34946","24,724224","0,8","22,6","0,5"
25/01/2014 8.00,"66,188505","21,157624","33,791348","0,9","12,9","0,9"
25/01/2014 9.00,"54,23491","15,4107","30,605996","0,9","17,5","1,0"
25/01/2014 10.00,"40,084295","11,246431","22,840369","0,9","23,9","1,1"
25/01/2014 11.00,"34,22455","8,804369","20,724989","0,8","29,1","1,0"
25/01/2014 12.00,"30,953577","6,934545","20,320984","0,8","34,2","0,9"
25/01/2014 13.00,"29,423156","6,372455","19,652396","0,8","42,3","1,0"
25/01/2014 14.00,"26,52441","5,33921","18,337925","0,7","46,9","0,9"
25/01/2014 15.00,"24,82927","4,821953","17,435878","0,8","44,0","0,9"
25/01/2014 16.00,"27,016616","5,02285","19,315195","0,8","42,2","1,1"
25/01/2014 17.00,"31,965235","5,754962","23,141261","0,9","43,7","1,2"
25/01/2014 18.00,"40,892306","5,763843","32,054718","1,2","34,8","1,7"
25/01/2014 19.00,"44,358477","6,317474","34,672015","1,2","30,7","2,2"
25/01/2014 20.00,"29,426405","5,090098","21,621852","0,9","37,4","1,5"
25/01/2014 21.00,"24,862998","4,95518","17,265326","0,8","39,5","1,2"
25/01/2014 22.00,"22,763201","4,89047","15,264742","0,8","38,2","1,1"
25/01/2014 23.00,"19,529836","4,617249","12,450306","0,8","40,3","1,0"
26/01/2014 0.00,"17,252356","4,543658","10,285657","0,7","45,7","0,9"
26/01/2014 1.00,"16,841216","4,473449","9,982165","0,7","46,1","0,8"
26/01/2014 2.00,"16,245904","4,391822","9,512013","0,7","47,6","0,7"
26/01/2014 3.00,"15,337373","4,468798","8,485456",,"50,3","0,7"
26/01/2014 4.00,"14,278393","4,345721","7,615186","0,6",,"0,6"
26/01/2014 5.00,"13,880871","4,307657","7,276028","0,6","57,2","0,5"
26/01/2014 6.00,"13,954798","4,417198","7,181997","0,6","57,5","0,4"
26/01/2014 7.00,"14,276449","4,322882","7,64826","0,6","57,9","0,4"
26/01/2014 8.00,"15,516355","4,619787","8,43293","0,6","56,4","0,4"
26/01/2014 9.00,"16,814628","4,701414","9,606043","0,6","54,3","0,5"
26/01/2014 10.00,"17,515642","4,819838","10,125481","0,6","54,8","0,5"
26/01/2014 11.00,"17,677765","4,942068","10,100189","0,6","57,0","0,6"
26/01/2014 12.00,"18,055832","4,921344","10,510034","0,6","60,2","0,6"
26/01/2014 13.00,"18,09993","4,891316","10,600174","0,6","62,4","0,6"
26/01/2014 14.00,"17,588273","4,760627","10,2889","0,7","62,2","0,7"
26/01/2014 15.00,"15,940467","4,566074","8,939397","0,6","63,8","0,7"
26/01/2014 16.00,"16,677148","4,699724","9,471157","0,7","62,8","0,7"
26/01/2014 17.00,"17,544824","4,615134","10,46853","0,7","56,5","0,8"
26/01/2014 18.00,"20,204906","4,913308","12,671443","0,8","52,6","0,9"
26/01/2014 19.00,"22,596531","4,977172","14,965142","0,8","46,0","1,1"
26/01/2014 20.00,"23,586126","5,247009","15,678478","0,8","47,5","1,1"
26/01/2014 21.00,"21,137426","5,026657","13,430172","0,7","53,4","0,9"
26/01/2014 22.00,"18,894974","4,662504","11,74605","0,7","58,2","0,8"
26/01/2014 23.00,"17,94494","4,562691","10,94906","0,7","59,4","0,7"
27/01/2014 0.00,"16,38079","4,573687","9,368049","0,6","61,3","0,6"
27/01/2014 1.00,"15,046202","4,564382","8,047728","0,6","62,2","0,5"
27/01/2014 2.00,"14,242078","4,485292","7,364871","0,6","62,6","0,5"
27/01/2014 3.00,"14,310817","4,488252","7,42907","0,6","60,6","0,5"
27/01/2014 4.00,"14,082551","4,389284","7,35255","0,6","58,7","0,4"
27/01/2014 5.00,"14,146102","4,418044","7,372004","0,6","57,6","0,4"
27/01/2014 6.00,"15,295869","4,424388","8,512044","0,6","56,1","0,4"
27/01/2014 7.00,"19,383282","4,632475","12,280404","0,6","50,0","0,5"
27/01/2014 8.00,"38,027289","7,984285","25,785137","0,7","25,0","0,8"
27/01/2014 9.00,"38,395635","8,748116","24,982324","0,8","22,2","1,0"
27/01/2014 10.00,"33,946985","7,129522","23,01545","0,8","26,3","1,1"
27/01/2014 11.00,"31,129979","6,643984","20,942881","0,8","32,0","1,2"
27/01/2014 12.00,"27,910227","5,996039","18,716641","0,8","42,5","1,0"
27/01/2014 13.00,"26,298737","5,726201","17,518884","0,7","48,1","0,9"
27/01/2014 14.00,"27,1995","5,916102","18,128463","0,8","49,1","0,9"
27/01/2014 15.00,"26,068531","5,318909","17,913165","0,8","52,9","1,0"
27/01/2014 16.00,"29,36155","5,978698","20,194544","0,8","50,8","1,1"
27/01/2014 17.00,"36,411898","6,001959","27,209212","1,0","41,3","1,4"
27/01/2014 18.00,"92,240825","29,891787","46,408331","1,2","17,0","1,9"
27/01/2014 19.00,"80,407211","27,40361","38,442957","1,1","19,6","1,6"
27/01/2014 20.00,"60,043413","19,308959","30,602094","1,0","26,1","1,4"
27/01/2014 21.00,"50,921816","13,002905","31,31684","1,3","27,3","1,7"
27/01/2014 22.00,"41,633532","10,088418","26,27411","1,2","27,8","2,1"
27/01/2014 23.00,"27,909596","6,596615","17,812649","1,1","38,9","1,5"
28/01/2014 0.00,"20,501917","5,724933","12,397919","1,0","47,1","1,3"
