Stat,TA -S.VITO Colonia Marina,,,,,
Parm,SO2,NOX,NO2,PM10,CO,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,mg/m3 293K,ng/m3
03/12/2014 8.00,"2,6","16,9","11,2","31,5","0,2","8,6"
03/12/2014 9.00,"2,5","28,5","17,7","31,5","0,2","10,7"
03/12/2014 10.00,"3,1","17,0","10,8","31,5","0,2","4,8"
03/12/2014 11.00,"2,5","10,1","5,5","31,5","0,1","2,6"
03/12/2014 12.00,"2,7","10,1","4,9","31,5","0,1","3,6"
03/12/2014 13.00,"2,2","6,8","2,7","31,5","0,1","2,3"
03/12/2014 14.00,"1,9","8,0","3,6","31,5","0,1","2,9"
03/12/2014 15.00,"1,5","7,3","3,1","31,5","0,1","2,5"
03/12/2014 16.00,"1,7","7,8","3,5","31,5","0,1","3,1"
03/12/2014 17.00,"1,6","10,8","6,0","31,5","0,1","5,7"
03/12/2014 18.00,"1,9","15,3","10,4","31,5","0,1","6,4"
03/12/2014 19.00,"2,0","21,7","16,6","31,5","0,2","10,7"
03/12/2014 20.00,"2,1","12,8","8,6","31,5","0,1","3,3"
03/12/2014 21.00,"1,7","10,6","6,2","31,5","0,1","3,5"
03/12/2014 22.00,"1,8","10,2","6,0","31,5","0,1","3,7"
03/12/2014 23.00,"2,5","19,8","13,6","31,5","0,1","6,0"
04/12/2014 0.00,"1,9","20,3","13,8","31,5","0,2","4,5"
04/12/2014 1.00,,"15,7","10,1","34,9","0,2","4,9"
04/12/2014 2.00,,"13,4","8,6","34,9","0,2","3,0"
04/12/2014 3.00,,"9,0","5,1","34,9",,"1,3"
04/12/2014 4.00,,"7,7","3,8","34,9","0,2","1,0"
04/12/2014 5.00,,"10,2","6,0","34,9","0,2","1,1"
04/12/2014 6.00,,"26,3","14,3","34,9","0,2","3,1"
04/12/2014 7.00,,"42,3","20,8","34,9",,"10,8"
04/12/2014 8.00,,"36,5","21,0","34,9",,"11,7"
04/12/2014 9.00,,"68,1","36,2","34,9",,"18,9"
04/12/2014 10.00,,"36,6","23,4","34,9","0,3","11,1"
04/12/2014 11.00,,"11,4","6,7","34,9","0,1","2,7"
04/12/2014 12.00,,"9,4","4,8","34,9","0,2","2,3"
04/12/2014 13.00,,"9,4","4,9","34,9","0,2","2,3"
04/12/2014 14.00,"1,4","9,6","4,8","34,9","0,2","3,0"
04/12/2014 15.00,"2,0","8,5","4,2","34,9","0,2","3,4"
04/12/2014 16.00,"1,5","10,9","6,4","34,9","0,2","3,8"
04/12/2014 17.00,"1,4","19,6","13,6","34,9","0,2","7,7"
04/12/2014 18.00,"1,8","30,4","23,8","34,9","0,2","11,3"
04/12/2014 19.00,"1,4","50,9","34,4","34,9","0,3","20,2"
04/12/2014 20.00,"1,7","24,7","19,6","34,9","0,3","7,3"
04/12/2014 21.00,"1,7","30,8","22,6","34,9","0,3","11,9"
04/12/2014 22.00,"1,8","29,5","22,0","34,9","0,3","8,8"
04/12/2014 23.00,"1,6","12,5","8,1","34,9","0,2","2,7"
05/12/2014 0.00,"1,5","10,0","5,8","34,9","0,1","3,0"
05/12/2014 1.00,"1,5","10,3","6,3","23,1","0,2","2,8"
05/12/2014 2.00,"1,6","12,4","8,4","23,1","0,2","3,2"
05/12/2014 3.00,"1,2","8,2","4,4","23,1","0,1","2,2"
05/12/2014 4.00,"1,3","7,7","3,8","23,1","0,1","1,3"
05/12/2014 5.00,"1,3","7,7","3,2","23,1","0,1","2,0"
05/12/2014 6.00,"1,4","13,0","6,9","23,1","0,1","5,2"
05/12/2014 7.00,"1,5","24,7","14,6","23,1","0,2","11,5"
05/12/2014 8.00,"1,8","92,8","37,9","23,1","0,4","29,9"
05/12/2014 9.00,"1,7","47,5","24,4","23,1","0,3","16,7"
05/12/2014 10.00,"1,9","23,4","13,6","23,1","0,3","4,9"
05/12/2014 11.00,"1,6","19,6","11,8","23,1","0,2","1,8"
05/12/2014 12.00,"0,9","35,6","21,8","23,1","0,3","3,4"
05/12/2014 13.00,"1,3","42,4","27,4","23,1","0,3","4,0"
05/12/2014 14.00,"1,1","16,4","10,5","23,1","0,2","2,8"
05/12/2014 15.00,"1,1","10,6","6,5","23,1","0,2","1,8"
05/12/2014 16.00,"1,4","9,8","5,8","23,1","0,2","2,2"
05/12/2014 17.00,"1,2","21,3","16,1","23,1","0,2","8,2"
05/12/2014 18.00,"1,3","22,2","16,8","23,1","0,2","8,2"
05/12/2014 19.00,"1,2","16,5","11,8","23,1","0,2","3,5"
05/12/2014 20.00,"1,0","12,1","8,0","23,1","0,1","3,9"
05/12/2014 21.00,"1,1","19,4","14,8","23,1","0,2","6,2"
05/12/2014 22.00,"1,0","8,6","4,6","23,1","0,1","1,4"
05/12/2014 23.00,"1,6","21,2","13,3","23,1","0,2","5,5"
06/12/2014 0.00,"1,6","14,7","9,6","23,1","0,2","2,5"
06/12/2014 1.00,,"8,6","4,8","14,1","0,1","1,3"
06/12/2014 2.00,"1,5","9,2","5,4","14,1","0,1","1,1"
06/12/2014 3.00,"1,5","8,9","4,9","14,1",,"1,8"
06/12/2014 4.00,"1,3","12,5","6,8","14,1","0,2","3,8"
06/12/2014 5.00,"1,5","10,8","6,0","14,1","0,2","1,5"
06/12/2014 6.00,"1,6","17,9","11,9","14,1","0,2","1,9"
06/12/2014 7.00,"1,6","38,6","16,7","14,1","0,3","4,9"
06/12/2014 8.00,"2,1","53,5","21,5","14,1","0,5","21,7"
06/12/2014 9.00,"2,2","55,4","22,2","14,1","0,4","13,6"
06/12/2014 10.00,"1,9","65,5","29,3","14,1","0,3","9,0"
06/12/2014 11.00,"1,8","52,2","26,8","14,1","0,3","4,3"
06/12/2014 12.00,"1,4","20,7","12,6","14,1","0,2","1,6"
06/12/2014 13.00,"1,3","7,7","3,4","14,1","0,1","1,0"
06/12/2014 14.00,"1,5","6,9","2,9","14,1","0,2","1,1"
06/12/2014 15.00,"1,7","6,7","2,8","14,1","0,2","1,1"
06/12/2014 16.00,"1,5","11,1","6,8","14,1","0,1","3,4"
06/12/2014 17.00,"1,5","49,8","32,5","14,1","0,3","17,4"
06/12/2014 18.00,"1,8","19,0","12,8","14,1","0,2","4,5"
06/12/2014 19.00,"1,6","5,7","1,9","14,1","0,1","1,1"
06/12/2014 20.00,"1,8","18,1","12,9","14,1","0,1","4,3"
06/12/2014 21.00,"1,7","25,8","19,8","14,1","0,2","7,2"
06/12/2014 22.00,"1,8","40,7","25,8","14,1","0,2","14,7"
06/12/2014 23.00,"2,0","62,3","39,1","14,1","0,4","19,8"
07/12/2014 0.00,"2,3","46,7","32,9","14,1","0,4","9,5"
07/12/2014 1.00,"2,2","45,7","34,9","13,7","0,3","7,5"
07/12/2014 2.00,"2,4","48,1","29,1","13,7","0,3","16,9"
07/12/2014 3.00,"2,3","9,8","5,8","13,7","0,2","0,9"
07/12/2014 4.00,"1,9","6,6","3,0","13,7","0,1","0,7"
07/12/2014 5.00,"2,2","7,3","3,3","13,7","0,1","0,8"
07/12/2014 6.00,"2,4","10,2","6,0","13,7","0,1","1,2"
07/12/2014 7.00,"2,9","29,3","17,7","13,7","0,2","3,0"
07/12/2014 8.00,"2,5","23,5","14,4","13,7","0,2","3,4"
07/12/2014 9.00,"2,8","43,6","21,3","13,7","0,3","16,9"
07/12/2014 10.00,"2,4","20,2","11,4","13,7","0,2","2,5"
07/12/2014 11.00,"1,7","13,6","7,6","13,7","0,2","1,1"
07/12/2014 12.00,"1,9","11,6","6,2","13,7","0,2","0,8"
07/12/2014 13.00,"1,6","11,3","6,3","13,7","0,2","1,3"
07/12/2014 14.00,"2,1","10,1","5,4","13,7","0,2","1,6"
07/12/2014 15.00,"2,3","11,4","6,9","13,7","0,1","2,8"
07/12/2014 16.00,"3,2","26,8","18,5","13,7","0,2","6,1"
07/12/2014 17.00,"2,5","30,6","22,5","13,7","0,2","14,8"
07/12/2014 18.00,"2,5","71,3","41,3","13,7","0,4","32,6"
07/12/2014 19.00,"2,4","49,7","34,3","13,7","0,4","12,7"
07/12/2014 20.00,"2,9","45,0","30,9","13,7","0,3","8,5"
07/12/2014 21.00,"2,0","35,2","25,9","13,7","0,3","7,0"
07/12/2014 22.00,"2,7","33,6","26,6","13,7","0,4","6,1"
07/12/2014 23.00,"2,7","31,7","24,1","13,7","0,4","6,2"
08/12/2014 0.00,"3,1","31,4","22,5","13,7","0,4","7,4"
08/12/2014 1.00,,"52,3","32,8","5,4","0,3","13,8"
08/12/2014 2.00,"1,3","23,6","15,9","5,4","0,3","3,5"
08/12/2014 3.00,"1,1","18,6","12,3","5,4",,"2,2"
08/12/2014 4.00,"0,8","16,3","12,2","5,4","0,2","0,6"
08/12/2014 5.00,"0,7","20,1","15,9","5,4","0,2","0,6"
08/12/2014 6.00,"0,8","15,0","11,0","5,4","0,2","0,7"
08/12/2014 7.00,"0,8","17,2","12,8","5,4","0,2","0,9"
08/12/2014 8.00,"1,0","17,2","12,2","5,4","0,2","0,8"
08/12/2014 9.00,"0,9","7,6","3,5","5,4","0,2","0,8"
08/12/2014 10.00,"0,5","6,4","2,1","5,4","0,2","0,9"
08/12/2014 11.00,"0,6","8,9","3,9","5,4","0,2","0,8"
08/12/2014 12.00,"0,5","8,9","4,2","5,4","0,2","0,9"
08/12/2014 13.00,"0,6","7,9","3,4","5,4","0,2","0,9"
08/12/2014 14.00,"0,5","7,9","3,6","5,4","0,2","0,8"
08/12/2014 15.00,"0,5","8,1","3,9","5,4","0,2","0,9"
08/12/2014 16.00,"0,7","7,4","3,4","5,4","0,2","1,0"
08/12/2014 17.00,"0,9","6,9","3,0","5,4","0,2","0,9"
08/12/2014 18.00,"1,1","7,5","3,6","5,4","0,3","1,0"
08/12/2014 19.00,"0,8","8,3","4,4","5,4","0,3","0,9"
08/12/2014 20.00,"0,8","8,8","4,8","5,4","0,3","1,0"
08/12/2014 21.00,"0,7","8,5","4,5","5,4","0,3","0,9"
08/12/2014 22.00,"0,8","9,1","5,1","5,4","0,3","0,8"
08/12/2014 23.00,"1,0","8,7","4,7","5,4","0,3","0,7"
09/12/2014 0.00,"0,8","7,6","3,5","5,4","0,3","0,8"
09/12/2014 1.00,"0,9","8,1","4,1","7,7","0,3","0,8"
09/12/2014 2.00,"0,9","8,2","4,2","7,7","0,3","0,7"
09/12/2014 3.00,"0,9","7,4","3,4","7,7","0,3","0,7"
09/12/2014 4.00,"1,0","7,2","3,2","7,7","0,2","0,6"
09/12/2014 5.00,"1,2","7,1","3,2","7,7","0,2","0,7"
09/12/2014 6.00,"1,3","7,2","3,2","7,7","0,2","0,6"
09/12/2014 7.00,"1,6","7,6","3,7","7,7","0,2","0,7"
09/12/2014 8.00,"1,4","8,4","4,4","7,7","0,3","0,8"
09/12/2014 9.00,"1,1","12,8","6,5","7,7","0,3","0,9"
09/12/2014 10.00,"1,1","11,9","5,7","7,7","0,3","0,9"
09/12/2014 11.00,"0,9","10,3","4,4","7,7","0,3","0,8"
09/12/2014 12.00,"0,9","8,7","3,6","7,7","0,3","0,8"
09/12/2014 13.00,"0,9","9,2","4,0","7,7","0,2","0,9"
09/12/2014 14.00,"0,8","10,1","5,1","7,7","0,2","0,8"
09/12/2014 15.00,"0,9","10,2","5,5","7,7","0,2","1,0"
09/12/2014 16.00,"0,9","12,0","7,5","7,7","0,2","0,9"
09/12/2014 17.00,"1,2","13,3","9,2","7,7","0,2","0,9"
09/12/2014 18.00,"1,0","19,7","15,2","7,7","0,3","0,9"
09/12/2014 19.00,"0,9","24,5","19,5","7,7","0,2","0,9"
09/12/2014 20.00,"1,1","26,8","21,2","7,7","0,2","1,0"
09/12/2014 21.00,"1,3","19,4","14,8","7,7","0,2","0,8"
09/12/2014 22.00,"1,1","12,4","8,0","7,7","0,2","0,7"
09/12/2014 23.00,"1,1","12,9","8,6","7,7","0,2","0,8"
10/12/2014 0.00,"1,4","16,2","11,7","7,7","0,3","0,8"
10/12/2014 1.00,,"18,0","12,3","13,1","0,3","0,9"
10/12/2014 2.00,"1,3","24,9","18,3","13,1","0,4","1,0"
10/12/2014 3.00,"1,1","16,9","12,1","13,1",,"0,8"
10/12/2014 4.00,"1,2","24,0","17,7","13,1","0,3","0,8"
10/12/2014 5.00,"1,1","24,5","17,8","13,1","0,3","0,7"
10/12/2014 6.00,"1,1","19,5","14,0","13,1","0,3","0,7"
10/12/2014 7.00,"1,0","10,6","6,6","13,1","0,3","0,6"
10/12/2014 8.00,"1,3","12,9","8,2","13,1","0,3","0,8"
10/12/2014 9.00,"1,3","13,5","7,4","13,1","0,3","0,9"
10/12/2014 10.00,"1,2","11,9","6,0","13,1","0,3","0,8"
10/12/2014 11.00,"1,0","13,4","7,0","13,1","0,3","0,9"
10/12/2014 12.00,"1,1","13,1","6,5","13,1","0,3","0,8"
10/12/2014 13.00,"1,0","12,5","6,5","13,1","0,3","0,7"
10/12/2014 14.00,"1,1","12,5","6,6","13,1","0,3","0,7"
10/12/2014 15.00,"1,1","13,1","7,5","13,1","0,3","0,9"
10/12/2014 16.00,"1,1","14,8","9,3","13,1","0,3","0,9"
10/12/2014 17.00,"1,6","20,2","14,9","13,1","0,3","1,1"
10/12/2014 18.00,"1,3","36,3","30,0","13,1","0,5","1,3"
10/12/2014 19.00,"1,3","23,6","18,9","13,1","0,3","0,8"
10/12/2014 20.00,"1,5","18,7","14,3","13,1","0,3","0,8"
10/12/2014 21.00,"1,4","15,4","11,3","13,1","0,2","0,6"
10/12/2014 22.00,"1,6","18,5","13,9","13,1","0,2","0,7"
10/12/2014 23.00,"1,2","15,2","11,1","13,1","0,2","0,6"
11/12/2014 0.00,"1,7","12,0","8,0","13,1","0,2","0,5"
11/12/2014 1.00,"1,5","21,5","17,1","16,0","0,3","0,6"
11/12/2014 2.00,"1,6","24,0","19,1","16,0","0,3","0,6"
11/12/2014 3.00,"1,4","14,1","10,1","16,0","0,2","0,6"
11/12/2014 4.00,"1,4","16,8","12,8","16,0","0,2","0,6"
11/12/2014 5.00,"1,8","29,9","25,2","16,0","0,3","0,6"
11/12/2014 6.00,"1,8","30,5","25,4","16,0","0,3","0,7"
11/12/2014 7.00,"1,6","25,1","20,7","16,0","0,3","0,6"
11/12/2014 8.00,"1,4","26,2","20,8","16,0","0,2","0,9"
11/12/2014 9.00,"1,5","38,1","28,2","16,0","0,3","1,2"
11/12/2014 10.00,"1,7","30,9","20,8","16,0","0,3","1,2"
11/12/2014 11.00,"1,7","27,9","17,5","16,0","0,3","1,1"
11/12/2014 12.00,"1,8","23,0","14,1","16,0","0,3","1,1"
11/12/2014 13.00,"1,9","18,2","11,6","16,0","0,3","1,1"
11/12/2014 14.00,"1,7","13,3","8,7","16,0","0,3","1,3"
11/12/2014 15.00,"1,3","11,5","7,5","16,0","0,3","1,1"
11/12/2014 16.00,"1,7",,,"16,0",,
11/12/2014 17.00,"1,1",,,"16,0","0,2","1,0"
11/12/2014 18.00,"1,0","11,4","9,7","16,0","0,2","0,8"
11/12/2014 19.00,"1,4","30,3","27,9","16,0","0,4","1,2"
11/12/2014 20.00,"1,3","24,7","22,2","16,0","0,3","0,9"
11/12/2014 21.00,"1,3","32,8","29,6","16,0","0,4","1,0"
11/12/2014 22.00,"1,0","26,2","23,3","16,0","0,3","0,8"
11/12/2014 23.00,"1,3","16,4","14,3","16,0","0,2","0,7"
12/12/2014 0.00,"1,4","8,6","6,7","16,0","0,2","0,7"
12/12/2014 1.00,,"7,6","5,9","14,6","0,2","0,7"
12/12/2014 2.00,"2,2",,,"14,6","0,2","0,7"
12/12/2014 3.00,"1,7","8,4","6,7","14,6",,"0,7"
12/12/2014 4.00,"1,8","5,1","3,6","14,6","0,2","0,8"
12/12/2014 5.00,"1,5","4,6","2,8","14,6","0,2","0,8"
12/12/2014 6.00,"1,7","5,6","4,0","14,6","0,2","0,7"
12/12/2014 7.00,"1,4","6,0","4,2","14,6","0,2","0,9"
12/12/2014 8.00,"1,5","6,0","4,3","14,6","0,2","0,8"
12/12/2014 9.00,"1,6","6,6","4,6","14,6","0,2","0,8"
12/12/2014 10.00,"1,6","8,1","5,3","14,6","0,2","0,9"
12/12/2014 11.00,"1,1","7,0","4,6","14,6","0,2","0,9"
12/12/2014 12.00,"1,1","8,2","5,5","14,6","0,2","0,9"
12/12/2014 13.00,"1,3","8,5","5,7","14,6","0,2","0,8"
12/12/2014 14.00,"1,3","8,3","5,7","14,6","0,2","0,9"
12/12/2014 15.00,"1,2","10,0","7,1","14,6","0,2","0,8"
12/12/2014 16.00,"1,1","9,0","6,8","14,6","0,2","0,9"
12/12/2014 17.00,"1,2","8,9","7,1","14,6","0,2","0,9"
12/12/2014 18.00,"1,1","12,6","10,7","14,6","0,2","0,9"
12/12/2014 19.00,"1,3","9,4","7,7","14,6","0,2","0,8"
12/12/2014 20.00,"1,3","12,4","10,6","14,6","0,2","0,9"
12/12/2014 21.00,"1,5","22,0","19,7","14,6","0,3","0,9"
12/12/2014 22.00,"1,5","27,8","25,1","14,6","0,4","1,1"
12/12/2014 23.00,"1,3","33,6","27,6","14,6","0,3","5,9"
13/12/2014 0.00,"1,5","19,2","16,9","14,6","0,3","0,9"
13/12/2014 1.00,"1,5","24,8","20,8","29,2","0,3","2,0"
13/12/2014 2.00,"1,8","36,4","29,4","29,2","0,4","4,8"
13/12/2014 3.00,"1,9","20,9","17,6","29,2","0,4","1,6"
13/12/2014 4.00,"1,7","12,0","9,7","29,2","0,3","1,0"
13/12/2014 5.00,"2,1","10,7","8,2","29,2","0,3","0,9"
13/12/2014 6.00,"1,4","12,3","9,1","29,2","0,2","1,1"
13/12/2014 7.00,"1,8","27,8","19,0","29,2","0,3","3,2"
13/12/2014 8.00,"1,6","53,9","30,3","29,2","0,3","11,5"
13/12/2014 9.00,"2,2","69,3","35,9","29,2","0,5","12,2"
13/12/2014 10.00,"2,1","50,9","27,8","29,2","0,4","6,8"
13/12/2014 11.00,"1,5","29,6","18,0","29,2","0,3","2,1"
13/12/2014 12.00,"1,3","13,6","9,9","29,2","0,2","1,0"
13/12/2014 13.00,"1,1","12,2","8,8","29,2","0,2","1,3"
13/12/2014 14.00,"1,3","12,0","8,6","29,2","0,2","1,8"
13/12/2014 15.00,"1,4","10,5","8,0","29,2","0,2","1,4"
13/12/2014 16.00,"1,3","12,2","10,0","29,2","0,3","2,3"
13/12/2014 17.00,"2,0","97,1","49,1","29,2","0,4","30,8"
13/12/2014 18.00,"1,8","110,7","55,3","29,2","0,5","39,4"
13/12/2014 19.00,"1,8","129,9","58,0","29,2","0,7","41,1"
13/12/2014 20.00,"2,3","85,6","52,6","29,2","0,7","21,5"
13/12/2014 21.00,"2,1","55,5","40,7","29,2","0,6","12,9"
13/12/2014 22.00,"2,2","49,2","35,4","29,2","0,5","10,3"
13/12/2014 23.00,"1,5","40,0","28,1","29,2","0,4","9,8"
14/12/2014 0.00,"1,7","31,1","22,2","29,2","0,4","7,6"
14/12/2014 1.00,,"51,8","31,9","32,1","0,4","21,6"
14/12/2014 2.00,"1,1",,,"32,1","0,5","14,0"
14/12/2014 3.00,"1,3","40,8","26,4","32,1",,"9,4"
14/12/2014 4.00,"1,8","18,2","13,6","32,1","0,3","2,0"
14/12/2014 5.00,"1,8","26,9","17,7","32,1","0,3","4,6"
14/12/2014 6.00,"1,6","25,9","16,4","32,1","0,3","3,2"
14/12/2014 7.00,"1,6","21,7","14,8","32,1","0,3","3,0"
14/12/2014 8.00,"1,9","41,1","21,9","32,1","0,4","16,2"
14/12/2014 9.00,"1,9","68,7","34,6","32,1","0,5","8,8"
14/12/2014 10.00,"1,9","58,6","31,5","32,1","0,5","12,3"
14/12/2014 11.00,"1,3","45,4","26,9","32,1","0,3","1,6"
14/12/2014 12.00,"1,1","14,6","10,5","32,1","0,3","0,8"
14/12/2014 13.00,"1,0","9,9","7,3","32,1","0,3","0,7"
14/12/2014 14.00,"0,9","10,1","7,7","32,1","0,3","0,8"
14/12/2014 15.00,"1,1","5,2","3,4","32,1","0,2","0,8"
14/12/2014 16.00,"1,1","6,1","4,3","32,1","0,3","1,3"
14/12/2014 17.00,"1,4","79,8","44,1","32,1","0,6","26,5"
14/12/2014 18.00,"1,6","99,7","51,8","32,1","0,6","32,4"
14/12/2014 19.00,"1,5","124,7","59,2","32,1","1,2","46,2"
14/12/2014 20.00,"1,9","130,1","63,3","32,1","1,0","30,3"
14/12/2014 21.00,"1,3","57,7","41,4","32,1","0,6","15,4"
14/12/2014 22.00,"1,2","47,2","37,1","32,1","0,7","11,8"
14/12/2014 23.00,"1,6","59,8","41,4","32,1","0,8","14,7"
15/12/2014 0.00,"1,5","46,9","34,7","32,1","0,7","10,0"
15/12/2014 1.00,"1,5","30,2","24,9","31,2","0,5","4,9"
15/12/2014 2.00,"1,2","18,6","15,5","31,2","0,4","2,3"
15/12/2014 3.00,"1,4","12,2","10,2","31,2","0,3","1,0"
15/12/2014 4.00,"1,4","9,0","7,1","31,2","0,3","1,3"
15/12/2014 5.00,"1,7","8,2","5,8","31,2","0,3","1,1"
15/12/2014 6.00,"1,5","9,8","7,4","31,2","0,3","1,5"
15/12/2014 7.00,"1,7","50,5","29,1","31,2","0,4","14,6"
15/12/2014 8.00,"1,9","119,5","47,0","31,2","0,6","32,2"
15/12/2014 9.00,"2,0","128,9","55,1","31,2","0,6","33,6"
15/12/2014 10.00,"1,4","86,2","44,5","31,2","0,5","16,5"
15/12/2014 11.00,"1,3","52,7","36,6","31,2","0,4","3,1"
15/12/2014 12.00,"1,2","19,3","15,3","31,2","0,4","1,1"
15/12/2014 13.00,"1,1","12,7","10,1","31,2","0,4","1,6"
15/12/2014 14.00,"1,1","9,4","7,2","31,2","0,3","1,0"
15/12/2014 15.00,"0,8","11,6","9,0","31,2","0,3","2,7"
15/12/2014 16.00,"0,9","22,5","18,0","31,2","0,4","6,9"
15/12/2014 17.00,"1,4","69,5","45,3","31,2","0,6","29,2"
15/12/2014 18.00,"1,6","147,3","61,4","31,2","0,7","47,1"
15/12/2014 19.00,"1,3","125,6","65,9","31,2","0,6","38,1"
15/12/2014 20.00,"1,3","114,8","62,3","31,2","0,7","36,8"
15/12/2014 21.00,"1,1","95,1","51,7","31,2","0,7","23,7"
15/12/2014 22.00,"1,1","94,9","48,3","31,2","0,7","22,4"
15/12/2014 23.00,"0,8","44,2","31,8","31,2","0,5","13,4"
16/12/2014 0.00,"1,2","36,2","26,6","31,2","0,5","7,1"
16/12/2014 1.00,,"28,6","21,3","13,6","0,6","7,9"
16/12/2014 2.00,"1,1",,,"13,6","0,3","2,3"
16/12/2014 3.00,"1,1","5,4","3,9","13,6",,"0,9"
16/12/2014 4.00,"1,5","8,5","6,8","13,6","0,3","1,0"
16/12/2014 5.00,"1,1","23,6","11,8","13,6","0,3","5,4"
16/12/2014 6.00,"1,1","9,0","6,5","13,6","0,3","1,5"
16/12/2014 7.00,"0,9","15,3","10,9","13,6","0,3","3,9"
16/12/2014 8.00,"0,8","13,4","10,0","13,6","0,3","4,3"
16/12/2014 9.00,"1,1","12,8","9,5","13,6","0,3","3,9"
16/12/2014 10.00,"0,7","8,0","5,3","13,6","0,3","3,6"
16/12/2014 11.00,"0,8","10,6","7,4","13,6","0,3","3,8"
16/12/2014 12.00,"0,7","9,3","6,3","13,6","0,3","3,1"
16/12/2014 13.00,"0,8","4,3","2,4","13,6","0,2","1,7"
16/12/2014 14.00,"0,6","5,5","3,3","13,6","0,2","2,3"
16/12/2014 15.00,"0,7","5,0","3,0","13,6","0,2","2,9"
16/12/2014 16.00,"0,7","7,1","5,2","13,6","0,2","3,5"
16/12/2014 17.00,"0,8","51,6","35,2","13,6","0,4","21,0"
16/12/2014 18.00,"0,8","25,3","21,6","13,6","0,3","8,7"
16/12/2014 19.00,"0,9","18,3","15,2","13,6","0,3","5,8"
16/12/2014 20.00,"0,7","13,4","10,3","13,6","0,3","5,0"
16/12/2014 21.00,"1,0","15,4","11,9","13,6","0,3","6,4"
16/12/2014 22.00,"0,5","14,9","11,5","13,6","0,3","2,9"
16/12/2014 23.00,"0,7","8,1","6,2","13,6","0,2","2,4"
17/12/2014 0.00,"0,6","6,3","4,4","13,6","0,2","1,5"
17/12/2014 1.00,"1,1","6,5","4,7","22,9","0,2","1,7"
17/12/2014 2.00,"0,9","4,6","2,8","22,9","0,2","1,0"
17/12/2014 3.00,"0,8","7,7","5,7","22,9","0,3","1,2"
17/12/2014 4.00,"0,8","7,7","6,0","22,9","0,3","1,1"
17/12/2014 5.00,"0,7","6,6","4,9","22,9","0,3","1,3"
17/12/2014 6.00,"1,5","11,6","7,9","22,9","0,3","2,1"
17/12/2014 7.00,"1,6","26,7","19,6","22,9","0,3","5,2"
17/12/2014 8.00,"1,8","100,2","38,9","22,9","0,5","30,6"
17/12/2014 9.00,"2,3","139,8","58,1","22,9","0,6","40,4"
17/12/2014 10.00,"2,1","85,0","46,4","22,9","0,4","11,3"
17/12/2014 11.00,"1,4","33,4","18,8","22,9","0,3","3,6"
17/12/2014 12.00,"1,5","10,1","6,9","22,9","0,2","1,5"
17/12/2014 13.00,"1,4","15,6","11,7","22,9","0,3","1,5"
17/12/2014 14.00,"1,4","11,3","8,4","22,9","0,3","0,9"
17/12/2014 15.00,"1,5","13,9","10,5","22,9","0,2","1,1"
17/12/2014 16.00,"1,4","8,1","6,3","22,9","0,2","1,0"
17/12/2014 17.00,"1,5","116,1","58,4","22,9","0,5","53,7"
17/12/2014 18.00,"2,0","125,6","60,6","22,9","0,6","47,5"
17/12/2014 19.00,"2,6","105,2","60,9","22,9","0,7","31,5"
17/12/2014 20.00,"2,2","87,2","55,2","22,9","0,6","22,8"
17/12/2014 21.00,"2,1","93,9","53,5","22,9","0,6","27,0"
17/12/2014 22.00,"1,7","57,9","42,9","22,9","0,5","13,3"
17/12/2014 23.00,"2,0","45,7","34,9","22,9","0,5","8,7"
18/12/2014 0.00,"1,5","44,9","33,4","22,9","0,5","6,1"
18/12/2014 1.00,,"25,9","21,9","16,3","0,4","2,6"
18/12/2014 2.00,"0,8",,,"16,3","0,4","2,4"
18/12/2014 3.00,"0,9","18,5","15,7","16,3",,"1,2"
18/12/2014 4.00,"0,7","14,3","11,7","16,3","0,3","0,9"
18/12/2014 5.00,"0,9","14,9","11,6","16,3","0,3","1,9"
18/12/2014 6.00,"1,1","20,8","14,7","16,3","0,3","2,8"
18/12/2014 7.00,"1,2","76,1","34,3","16,3","0,4","22,6"
18/12/2014 8.00,"1,7","148,9","43,5","16,3","0,7","35,2"
18/12/2014 9.00,"1,8","159,8","48,5","16,3","0,7","39,4"
18/12/2014 10.00,"1,5","20,7","13,0","16,3","0,2","1,0"
18/12/2014 11.00,"0,7","12,7","8,7","16,3","0,2","1,0"
18/12/2014 12.00,"0,6","18,9","13,5","16,3","0,3","1,1"
18/12/2014 13.00,"0,6","17,4","12,7","16,3","0,3","1,0"
18/12/2014 14.00,"0,8","16,8","12,8","16,3","0,3","1,3"
18/12/2014 15.00,"0,7","12,4","9,7","16,3","0,3","0,8"
18/12/2014 16.00,"1,1","10,2","8,0","16,3","0,2","1,1"
18/12/2014 17.00,"0,6","16,5","14,6","16,3","0,3","1,1"
18/12/2014 18.00,"0,7","18,1","16,2","16,3","0,2","1,0"
18/12/2014 19.00,"0,9","9,6","7,6","16,3","0,2","0,9"
18/12/2014 20.00,"1,0","10,3","8,5","16,3","0,2","0,8"
18/12/2014 21.00,"0,9","7,5","6,0","16,3","0,2","0,9"
18/12/2014 22.00,"0,9","7,1","5,5","16,3","0,2","0,8"
18/12/2014 23.00,"0,8","7,1","5,4","16,3","0,2","0,9"
19/12/2014 0.00,"0,6","6,3","4,7","16,3","0,2","0,8"
19/12/2014 1.00,"0,7","4,7","3,0","18,9","0,2","0,8"
