"NetC","SIMAGE Brindisi","","","","","","","","","","","","",""
"Stat","Francavilla F.na Via F.Filzi","","","","","","","","","","","","",""
,NOX,NO2,CO,O3,SO2,Benzene
29/10/2011 8.00,"56,3","40,1","0,9","20,8","3,3","0,8"
29/10/2011 9.00,"26,4","20,3","0,5","41,5","3,1","0,9"
29/10/2011 10.00,"16,1","11,8","0,4","53,8","3,4","0,4"
29/10/2011 11.00,"13,3","9,3","0,7",59,"2,7","0,4"
29/10/2011 12.00,12,"8,6","0,5","62,5","3,2","0,4"
29/10/2011 13.00,17,"12,2","0,3",65,"2,4","0,4"
29/10/2011 14.00,"10,5","7,7","0,3",72,"2,3","0,3"
29/10/2011 15.00,"6,6","5,1","0,3",77,2,"0,3"
29/10/2011 16.00,"7,5","6,1","0,3","76,5","1,6","0,3"
29/10/2011 17.00,"9,4","7,7","0,3","76,1","1,5","0,3"
29/10/2011 18.00,"12,9","11,1","0,4","70,8","1,2","0,3"
29/10/2011 19.00,"16,5","14,2","0,4","62,4",2,"0,5"
29/10/2011 20.00,"15,3","12,9","0,4","61,6","1,7","0,6"
29/10/2011 21.00,"14,8","12,7","0,4","60,6","1,3","0,5"
29/10/2011 22.00,"8,8","7,5","0,2","62,7","1,3","0,4"
29/10/2011 23.00,"11,1","9,6","0,4","59,2","1,2","0,3"
30/10/2011 0.00,"9,6","8,5","0,3","58,8","1,1","0,3"
30/10/2011 1.00,"9,3","8,1","0,3","56,1","1,4","0,3"
30/10/2011 2.00,"7,2","6,1","0,3",57,"0,8","0,3"
30/10/2011 3.00,7,"5,8","0,6",57,"0,7","0,3"
30/10/2011 4.00,"6,9","5,7","0,5","56,1","0,7","0,3"
30/10/2011 5.00,"12,1","9,9","0,7","51,3","0,4","0,3"
30/10/2011 6.00,"11,5",10,"0,6","49,9","1,2","0,3"
30/10/2011 7.00,"16,3","13,8","0,5","42,6","2,4","0,5"
30/10/2011 8.00,"22,1","17,9","0,8","38,4","2,5","0,5"
30/10/2011 9.00,"18,3","13,6","0,6","48,1","2,2","0,7"
30/10/2011 10.00,"10,1","7,5","0,5","66,8","2,3","0,5"
30/10/2011 11.00,"9,1",7,"0,5","71,9",2,"0,4"
30/10/2011 12.00,"9,6","7,5","0,6","75,3","1,9","0,3"
30/10/2011 13.00,"8,9","6,6","0,6","80,2","2,3","0,4"
30/10/2011 14.00,"9,3","7,1","0,6","81,8","1,9","0,5"
30/10/2011 15.00,"6,5",5,"0,4","80,8","1,4","0,3"
30/10/2011 16.00,"7,5","6,1","0,4","80,1","1,2","0,3"
30/10/2011 17.00,"9,3","7,6","0,4","79,1","1,2","0,3"
30/10/2011 18.00,"15,3","13,5","0,6","70,2","2,1","0,6"
30/10/2011 19.00,"24,1","21,9","0,7","56,8","2,3","0,8"
30/10/2011 20.00,26,"23,6","0,7","50,7","3,3","1,2"
30/10/2011 21.00,"29,8","26,5","0,7","39,6","3,9","1,3"
30/10/2011 22.00,"29,4","26,5","0,6","38,9","3,8","1,1"
30/10/2011 23.00,"27,9","24,9","0,6","46,2","4,1","0,9"
31/10/2011 0.00,"42,8","37,1","0,6","36,2","4,7","0,8"
31/10/2011 1.00,"26,3","23,7","0,6","44,8",5,"0,9"
31/10/2011 2.00,,,"0,4","49,3","4,7","0,6"
31/10/2011 3.00,"13,1","11,8",,"51,2","4,4","0,5"
31/10/2011 4.00,13,"11,7","0,5","53,1",,"0,4"
31/10/2011 5.00,"17,2","15,6","0,6",,"3,4","0,5"
31/10/2011 6.00,"16,4","14,6","0,7","58,9","2,8","0,5"
31/10/2011 7.00,"39,2","34,6","0,9","41,1",2,"0,5"
31/10/2011 8.00,"51,2",43,"0,9",33,"2,2","1,1"
31/10/2011 9.00,"46,2","34,7","0,9",42,"2,4",1
31/10/2011 10.00,"19,5","14,3","0,7","72,5","2,8","0,7"
31/10/2011 11.00,"14,7","10,6","0,6","79,5","2,2","0,4"
31/10/2011 12.00,"21,3","14,9","0,7","79,5","2,8","0,7"
31/10/2011 13.00,"30,2","20,7","0,6","81,2","3,3","0,5"
31/10/2011 14.00,"13,4","10,3","0,5",88,"2,9","0,4"
31/10/2011 15.00,"13,4","11,1","0,5","89,3","2,5","0,4"
31/10/2011 16.00,"12,8","10,9","0,5","90,4","2,4","0,4"
31/10/2011 17.00,"16,6","14,4","0,5","89,7","1,5","0,4"
31/10/2011 18.00,"21,1","18,7","0,5","82,1",2,"0,6"
31/10/2011 19.00,"26,7","23,6","0,7",76,"2,9","1,1"
31/10/2011 20.00,"32,3","29,1","0,6","63,6","2,9","0,9"
31/10/2011 21.00,50,"43,8","0,7","46,4","3,7",1
31/10/2011 22.00,"69,9","58,7","0,9","32,3","3,4","1,2"
31/10/2011 23.00,42,"38,3","0,6","48,4","3,7","1,3"
01/11/2011 0.00,"44,6","40,4","0,6","40,2","4,3","1,1"
01/11/2011 1.00,"23,6","20,9","0,5","49,5","4,4","0,9"
01/11/2011 2.00,"26,8","24,5","0,5","40,9","4,6","0,8"
01/11/2011 3.00,"12,6","10,9","0,7",57,"4,9","0,6"
01/11/2011 4.00,"9,9","8,6","0,7","63,6","4,5","0,5"
01/11/2011 5.00,"13,8","12,3","0,8","60,9","4,1","0,5"
01/11/2011 6.00,"15,7","14,3","0,7","60,6","2,6","0,5"
01/11/2011 7.00,"18,2","15,2",1,"57,3","0,3","0,9"
01/11/2011 8.00,"30,4","26,3",1,"47,6","0,7","1,1"
01/11/2011 9.00,24,"18,8","0,8",56,"0,9","1,1"
01/11/2011 10.00,"11,1","8,4","0,6","77,4","0,6","0,5"
01/11/2011 11.00,"8,6","6,6","0,7","83,8","0,7","0,4"
01/11/2011 12.00,"9,2","6,8","0,6","84,6","0,6","0,4"
01/11/2011 13.00,"10,7","8,5","0,7","87,3","0,6","0,5"
01/11/2011 14.00,12,"9,9","0,6",93,"0,8","0,4"
01/11/2011 15.00,"7,5","6,1","0,5",96,"0,6","0,4"
01/11/2011 16.00,"8,4","6,9","0,6","97,7","0,4","0,4"
01/11/2011 17.00,"11,1","9,5","0,6","95,8","0,3","0,4"
01/11/2011 18.00,"14,2","12,6","0,5","89,3","1,1","0,5"
01/11/2011 19.00,24,22,"0,7","68,5","2,6","0,9"
01/11/2011 20.00,"28,6",26,"0,7","61,4","2,7",1
01/11/2011 21.00,29,"26,5","0,8","62,1","3,4","1,2"
01/11/2011 22.00,"30,7","28,2","0,7","62,4","3,7","1,1"
01/11/2011 23.00,"26,1","23,7","0,6","63,8","4,2",1
02/11/2011 0.00,"20,4","18,5","0,5","60,1","4,4",1
02/11/2011 1.00,"17,5","15,5","0,4","62,1","4,6","0,7"
02/11/2011 2.00,,,"0,5","74,1","4,2","0,6"
02/11/2011 3.00,"20,6","18,7",,"68,7","4,4","0,5"
02/11/2011 4.00,"14,6","13,5","0,8","65,3",,"0,7"
02/11/2011 5.00,"37,6","30,9","0,7",,4,"0,4"
02/11/2011 6.00,"30,1","25,4","0,7","47,2","4,1","0,4"
02/11/2011 7.00,"31,1","28,4","0,8","40,8","3,6","0,5"
02/11/2011 8.00,"45,2","37,3","0,9","31,4","3,4","0,8"
02/11/2011 9.00,"54,5","36,2","1,1","36,3","3,6","1,3"
02/11/2011 10.00,"16,4","12,5","0,7","64,5","3,4","0,8"
02/11/2011 11.00,"14,2","11,2","0,8",73,4,"0,5"
02/11/2011 12.00,"12,9",10,"0,7","75,6","4,1","0,5"
02/11/2011 13.00,"12,2","9,7","0,7","78,6","3,7","0,4"
02/11/2011 14.00,"12,1","9,3","0,7","82,4","3,7","0,4"
02/11/2011 15.00,10,"8,1","0,8",85,"3,6","0,3"
02/11/2011 16.00,"10,2","8,4","0,7","91,2","3,6","0,4"
02/11/2011 17.00,"15,5","13,7","0,7","89,2","3,6","0,6"
02/11/2011 18.00,"36,8","33,5","0,9","57,4","3,5","1,1"
02/11/2011 19.00,"46,2","42,2",1,"43,3","3,5","1,6"
02/11/2011 20.00,"43,7","38,6",1,"37,7","3,8","1,7"
02/11/2011 21.00,"39,2","34,3","0,9","39,9","4,5","1,5"
02/11/2011 22.00,"39,8","35,1",1,"31,7","4,7","1,4"
02/11/2011 23.00,"29,5","26,3","0,8","42,5","5,3","1,3"
03/11/2011 0.00,23,"20,4","0,7","44,3","5,8","0,9"
03/11/2011 1.00,"15,9","13,6","0,5","48,3",6,"0,7"
03/11/2011 2.00,"11,3","8,9","0,5","56,7",6,"0,6"
03/11/2011 3.00,"8,8","7,2","0,3","52,4","6,1","0,6"
03/11/2011 4.00,"10,4","8,9","0,3","54,4","5,4","0,4"
03/11/2011 5.00,"31,9","28,2","0,3","38,8","5,1","0,5"
03/11/2011 6.00,22,"18,7","0,3","41,7","3,2","0,4"
03/11/2011 7.00,"42,4","37,4","0,5","18,7","1,3","0,9"
03/11/2011 8.00,"85,5","54,7","0,8","12,4","1,8","1,2"
03/11/2011 9.00,"81,1","49,8","0,8","21,5","2,1","1,5"
03/11/2011 10.00,"37,5","25,8","0,4","55,3","2,2","1,1"
03/11/2011 11.00,"23,7","16,4","0,3","74,2","2,7","0,5"
03/11/2011 12.00,"14,3","10,8","0,3","86,7",3,"0,5"
03/11/2011 13.00,27,19,"0,3","82,1",3,"0,4"
03/11/2011 14.00,"24,3","16,7","0,3","85,7","2,6","0,8"
03/11/2011 15.00,"14,9","11,7","0,2","90,6","2,7","0,6"
03/11/2011 16.00,"35,9","26,9","0,4","81,5","2,4","0,4"
03/11/2011 17.00,"25,8","21,4","0,2","72,5",2,"0,8"
03/11/2011 18.00,"44,4","38,6","0,4","50,2","2,2","0,8"
03/11/2011 19.00,"60,3","52,9","0,7","34,7","2,9","1,6"
03/11/2011 20.00,"90,9","70,8","0,9","12,1","4,2","2,9"
03/11/2011 21.00,"79,8","59,1","0,8","21,5","5,5","2,4"
03/11/2011 22.00,"140,4","78,7","1,3","8,5","7,7","2,3"
03/11/2011 23.00,"101,5","65,2","0,9","17,6","9,3","6,1"
04/11/2011 0.00,"54,5","44,6","0,3","34,7","9,6","1,6"
04/11/2011 1.00,"33,3","29,6","0,2",47,"9,6",1
04/11/2011 2.00,,,"0,1","39,9","9,6","0,9"
04/11/2011 3.00,"27,6","25,2",,"43,7","9,2",1
04/11/2011 4.00,"26,8","24,4","0,4","34,1",,1
04/11/2011 5.00,54,"35,3","0,4",,"7,9","1,2"
04/11/2011 6.00,"42,4","32,2","0,3","27,9","5,7","1,3"
04/11/2011 7.00,"39,1","34,6","0,6","28,3","2,8","1,1"
04/11/2011 8.00,"124,7","63,7","1,3","12,5","3,8","4,8"
04/11/2011 9.00,"108,7","56,3","1,3","29,6","4,4","3,9"
04/11/2011 10.00,"61,6","35,7","0,5","43,8","5,2","3,5"
04/11/2011 11.00,"39,8","26,3","0,2","62,6","6,6",1
04/11/2011 12.00,"29,8","19,8","0,1","70,9","5,9","0,5"
04/11/2011 13.00,"36,4","23,1","0,3","72,4","5,5","0,8"
04/11/2011 14.00,"37,5","23,9","0,2","74,4","5,5","0,6"
04/11/2011 15.00,"24,6",18,"0,1",73,"4,4","0,5"
04/11/2011 16.00,"26,2","19,1","0,2",72,"3,8","0,6"
04/11/2011 17.00,"33,9","23,9","0,2","66,8","3,5","0,4"
04/11/2011 18.00,"55,7",38,"0,2","46,4","2,1","0,7"
04/11/2011 19.00,"73,7","50,4","0,4","32,8","1,1","1,5"
04/11/2011 20.00,"61,9","38,4","0,2","41,5","1,3","1,6"
04/11/2011 21.00,"57,1","39,2","0,2","45,2","1,2","1,2"
04/11/2011 22.00,"29,2","20,5","0,1","66,9","1,6","1,1"
04/11/2011 23.00,"20,9","15,9","0,1","64,9","1,2","0,6"
05/11/2011 0.00,"15,5","12,6","0,1","61,2","1,4","0,6"
05/11/2011 1.00,"13,3","10,3","0,1","63,3","1,7","0,4"
05/11/2011 2.00,"6,6","5,4","0,2","73,5","1,4","0,4"
05/11/2011 3.00,"7,3","5,7","0,4","74,8","0,9","0,3"
05/11/2011 4.00,"10,6","7,7","0,5","67,1","0,9","0,3"
05/11/2011 5.00,"6,6",5,"0,4","69,9","0,5","0,3"
05/11/2011 6.00,"7,6","5,9","0,4","69,3","1,1","0,3"
05/11/2011 7.00,"10,8","8,4","0,5","71,8","0,7","0,3"
05/11/2011 8.00,"16,1","11,8","0,6","67,2","0,7","0,4"
05/11/2011 9.00,43,"27,2","0,8","58,5","0,9","0,5"
05/11/2011 10.00,"21,6","14,6","0,4","77,9","1,1","0,8"
05/11/2011 11.00,"18,4",12,"0,4","80,2","1,4","0,7"
05/11/2011 12.00,"19,5","12,6","0,5",79,"1,4","0,5"
05/11/2011 13.00,"27,5","17,4","0,5","77,9","1,7","0,5"
05/11/2011 14.00,"29,4","17,6","0,6","76,3","1,8","0,5"
05/11/2011 15.00,"13,9","8,9","0,3","83,4","1,5","0,8"
05/11/2011 16.00,"10,9",7,"0,6",85,"1,5","0,5"
05/11/2011 17.00,"12,9","9,1","0,4","84,5","2,5","5,9"
05/11/2011 18.00,"16,4","11,3","0,2","80,6","2,2","0,4"
05/11/2011 19.00,"22,5","14,9","0,4","76,6","2,6","0,7"
05/11/2011 20.00,,,,,,
05/11/2011 21.00,,,,,,
05/11/2011 22.00,,,,,,
05/11/2011 23.00,,,,,,
06/11/2011 0.00,,,,,,
06/11/2011 1.00,,,,,,
06/11/2011 2.00,,,,,,
06/11/2011 3.00,,,,,,
06/11/2011 4.00,,,,,,
06/11/2011 5.00,,,,,,
06/11/2011 6.00,,,,,,
06/11/2011 7.00,,,,,,
06/11/2011 8.00,,,,,,
06/11/2011 9.00,,,,,,
06/11/2011 10.00,,,,,,
06/11/2011 11.00,,,,,,
06/11/2011 12.00,,,,,,
06/11/2011 13.00,,,,,,
06/11/2011 14.00,,,,,,
06/11/2011 15.00,,,,,,
06/11/2011 16.00,,,,,,
06/11/2011 17.00,,,,,,
06/11/2011 18.00,,,,,,
06/11/2011 19.00,,,,,,
06/11/2011 20.00,,,,,,
06/11/2011 21.00,,,,,,
06/11/2011 22.00,,,,,,
06/11/2011 23.00,,,,,,
07/11/2011 0.00,,,,,,
07/11/2011 1.00,,,,,,
07/11/2011 2.00,,,,,,
07/11/2011 3.00,,,,,,
07/11/2011 4.00,,,,,,
07/11/2011 5.00,,,,,,
07/11/2011 6.00,,,,,,
07/11/2011 7.00,,,,,,
07/11/2011 8.00,,,,,,
07/11/2011 9.00,,,,,,
07/11/2011 10.00,,,,,,
07/11/2011 11.00,,,,,,
07/11/2011 12.00,,,,,,
07/11/2011 13.00,,,,,,
07/11/2011 14.00,,,,,,
07/11/2011 15.00,,,,,,
07/11/2011 16.00,"20,2","12,6","0,3","70,9","4,2","0,3"
07/11/2011 17.00,"32,9","22,6","0,5","61,5","3,1","0,4"
07/11/2011 18.00,"55,9","36,6","0,7","43,9","3,2","0,7"
07/11/2011 19.00,"79,2","49,5","0,7","30,7","2,9","1,1"
07/11/2011 20.00,"64,2","43,2","0,6","30,5","3,2","1,2"
07/11/2011 21.00,"44,7","33,8","0,6","29,1",4,"0,9"
07/11/2011 22.00,"39,4","30,3","0,6",30,4,1
07/11/2011 23.00,"34,1",28,"0,4","25,8","4,5","0,9"
08/11/2011 0.00,"23,1","19,6","0,5","27,7","4,7","0,8"
08/11/2011 1.00,"15,3",13,"0,4","35,7","5,1","0,6"
08/11/2011 2.00,,,"0,5","42,8",5,"0,4"
08/11/2011 3.00,"13,4","12,1",,"48,1",5,"0,3"
08/11/2011 4.00,"12,3","10,2",1,"51,9",,"0,3"
08/11/2011 5.00,"12,3","10,7",1,,"4,3","0,3"
08/11/2011 6.00,"13,5","11,8",1,"46,8","3,2","0,3"
08/11/2011 7.00,"28,9","23,7","1,1","34,3","3,5","0,3"
08/11/2011 8.00,"51,5",35,"1,3","25,1","4,1","0,6"
08/11/2011 9.00,69,"39,4","1,7","26,7","1,8","1,4"
08/11/2011 10.00,"43,6",25,"1,2","40,3","2,1","3,2"
08/11/2011 11.00,"26,4","16,9",1,"60,8","2,5","0,5"
08/11/2011 12.00,"29,7","21,2","0,9",64,"2,2","0,3"
08/11/2011 13.00,"33,6","23,4","0,9","65,3","2,6","0,5"
08/11/2011 14.00,"36,7","23,5","1,1","57,8","2,5","0,6"
08/11/2011 15.00,"21,2","15,3","1,1","58,6","2,4","0,6"
08/11/2011 16.00,"25,4",17,"0,9","56,4","2,6","0,4"
08/11/2011 17.00,"24,9","17,4",1,"56,1","2,4","0,5"
08/11/2011 18.00,"35,9","26,1","0,9","51,4","1,9","0,7"
08/11/2011 19.00,"41,2","29,9",1,"46,9",3,"0,7"
08/11/2011 20.00,56,"39,1","1,6","36,5","4,3",1
08/11/2011 21.00,"51,1","36,8","0,8","36,7","5,3",1
08/11/2011 22.00,"37,6","32,9","0,9","33,6","4,9","0,8"
08/11/2011 23.00,"19,4","16,5","0,8","43,2",5,"0,7"
09/11/2011 0.00,"15,8","13,9","0,7","36,7",4,"0,4"
09/11/2011 1.00,"12,9",11,"0,6","47,6","0,7","0,4"
09/11/2011 2.00,"10,1","8,9","0,5","48,3",0,"0,3"
09/11/2011 3.00,"11,8","9,5","0,4","48,6",0,"0,3"
09/11/2011 4.00,"9,9","8,5","0,3","46,8",0,"0,3"
09/11/2011 5.00,"15,5",13,"0,5","46,8",0,"0,3"
09/11/2011 6.00,"16,3","14,2","0,3","39,5","0,6","0,3"
09/11/2011 7.00,"27,1","23,7","0,5",29,"1,3","0,3"
09/11/2011 8.00,"38,3","31,4","0,5","20,8","1,5","0,5"
09/11/2011 9.00,"72,3","44,8","0,9","20,9",3,"0,8"
09/11/2011 10.00,"52,3","33,9","0,7","30,3","3,5","1,2"
09/11/2011 11.00,"43,8","29,1","0,7","33,7","4,3",1
09/11/2011 12.00,"46,8","35,4","0,7","38,5","4,8",1
09/11/2011 13.00,"33,5","26,7","0,6","48,2","5,5","0,6"
09/11/2011 14.00,"32,4","26,7","0,6","52,5","6,2","0,5"
09/11/2011 15.00,"29,1","24,5","0,4","51,5","6,6","0,7"
09/11/2011 16.00,"28,7","24,7","0,5","44,4","6,7","0,5"
09/11/2011 17.00,"29,3","25,1","0,6","36,3","7,1","0,6"
09/11/2011 18.00,"35,9","30,3","0,7","27,2","4,6",1
09/11/2011 19.00,"56,8","39,8","0,9",16,"1,8","1,4"
09/11/2011 20.00,"43,7",33,"0,6",20,"2,7","1,5"
09/11/2011 21.00,"44,3","32,6","0,7","21,6","3,9",1
09/11/2011 22.00,"31,8",27,"0,4","29,6","4,1","0,9"
09/11/2011 23.00,34,"28,7","0,5",26,"4,6","0,6"
10/11/2011 0.00,"35,1","29,9","0,6","23,2","5,1","0,8"
10/11/2011 1.00,"31,5","26,9","0,5","21,5","5,7","0,9"
10/11/2011 2.00,,,"0,4","23,8","5,4","0,7"
10/11/2011 3.00,"19,7","18,2",,"33,7","5,3","0,4"
10/11/2011 4.00,"16,7","15,2","0,5",43,,"0,3"
10/11/2011 5.00,"21,7","19,8","0,7",,"4,3","0,3"
10/11/2011 6.00,"19,3","17,6","0,7","34,7","3,2","0,3"
10/11/2011 7.00,"28,6","25,6","0,6","27,7","1,7","0,3"
10/11/2011 8.00,"46,5","36,2","0,7",17,"1,6","0,5"
10/11/2011 9.00,"41,1","30,3","0,8",26,2,"0,7"
10/11/2011 10.00,"22,5","17,1","0,6","46,6","2,3","0,6"
10/11/2011 11.00,"20,7","15,9","0,5","55,4",2,"0,3"
10/11/2011 12.00,"21,7","17,2","0,6","54,1","2,6","0,3"
10/11/2011 13.00,"20,7","17,1","0,6","55,8","3,1","0,3"
10/11/2011 14.00,"19,3","16,5","0,5",56,"3,3","0,5"
10/11/2011 15.00,20,"17,2","0,5","57,6","3,7","0,4"
10/11/2011 16.00,"30,1","26,6","0,5","48,5","3,4","0,5"
10/11/2011 17.00,"27,7","24,2","0,6","46,7","3,5","0,6"
10/11/2011 18.00,"36,1","32,3","0,6","37,2","3,4","0,7"
10/11/2011 19.00,"43,9","38,6","0,8","30,3","3,4","1,3"
10/11/2011 20.00,"29,6",26,"0,5",40,"4,8","1,3"
10/11/2011 21.00,"27,1","24,1","0,4","48,4","5,8","0,8"
10/11/2011 22.00,"20,8","18,4","0,5","56,5","6,4","0,6"
10/11/2011 23.00,"16,4","14,7","0,4","57,1","6,3","0,3"
11/11/2011 0.00,"13,4","11,8","0,4","58,3","6,1","0,3"
11/11/2011 1.00,13,"11,5","0,3","61,7","6,4","0,3"
11/11/2011 2.00,"10,7","9,5","0,4","68,5","5,7","0,2"
11/11/2011 3.00,"9,8","8,9","0,7","69,9","5,9","0,2"
11/11/2011 4.00,"11,1",10,"0,8","68,5","6,1","0,2"
11/11/2011 5.00,"13,1","11,8","0,6","65,9","5,3","0,2"
11/11/2011 6.00,"12,2","11,2","0,7","67,2","3,3","0,2"
11/11/2011 7.00,"14,3","13,2","0,7","64,6","1,3","0,2"
11/11/2011 8.00,"18,2","16,3","0,8","59,8","0,9","0,2"
11/11/2011 9.00,"20,7","17,4","0,8","57,6","1,4","0,3"
11/11/2011 10.00,"20,8","17,4","0,7","56,6","1,4","0,3"
11/11/2011 11.00,"21,3","17,3","0,7","60,3","2,2","0,4"
11/11/2011 12.00,"22,1","18,4","0,8","60,9","1,8","0,4"
11/11/2011 13.00,"15,5",12,"0,6","64,7","2,6","0,4"
11/11/2011 14.00,17,"14,6",,"72,4","1,3","0,5"
11/11/2011 15.00,"17,4","15,1",,"69,6",,
11/11/2011 16.00,,,,,,
11/11/2011 17.00,"39,2","36,7","0,5","78,3",2,
11/11/2011 18.00,"30,2","28,1","0,6","72,7","2,3","0,6"
11/11/2011 19.00,"34,9",32,"0,8","57,1","3,3","0,7"
11/11/2011 20.00,"33,3",30,"0,8","56,7","3,9","0,9"
11/11/2011 21.00,"28,7","25,7","0,8","63,4","4,5","0,8"
11/11/2011 22.00,"33,3","30,4","0,8","53,9","4,1","0,7"
11/11/2011 23.00,"26,9","24,4","0,8","51,2","4,5","0,9"
12/11/2011 0.00,"18,7","16,9","0,7",58,"4,7","0,6"
12/11/2011 1.00,"18,1","16,7","0,7","55,6","5,1","0,5"
12/11/2011 2.00,,,"0,8","53,8","5,4","0,5"
12/11/2011 3.00,"27,9","26,4",,"53,8",5,"0,5"
12/11/2011 4.00,"19,5","18,4",1,"52,8",,"0,5"
12/11/2011 5.00,"31,2",26,1,,"4,5","0,5"
12/11/2011 6.00,"23,4","21,6",1,"42,9","3,1","0,6"
12/11/2011 7.00,"27,3","25,3",1,"37,7","1,6","0,5"
12/11/2011 8.00,"49,3","38,5","1,2","24,6","1,6","0,7"
12/11/2011 9.00,"40,5","31,1","1,2","34,4",2,"0,9"
12/11/2011 10.00,"24,7","20,1","1,1","51,2","2,4","0,8"
12/11/2011 11.00,"21,9","18,2","1,1","67,1","2,6","0,6"
12/11/2011 12.00,"20,6","17,7","1,2","69,7","2,1","0,3"
12/11/2011 13.00,"22,3","19,6","1,1",71,"2,8","0,5"
12/11/2011 14.00,"26,9","23,5","1,1","65,7","2,3","0,5"
12/11/2011 15.00,"20,8","18,8",1,"74,3","2,4","0,5"
12/11/2011 16.00,"21,5","19,3",1,"76,3","2,1","0,5"
12/11/2011 17.00,"23,9","21,6","1,2","68,5","2,4","0,6"
12/11/2011 18.00,"27,9","25,3","1,4","62,2","2,1","0,7"
12/11/2011 19.00,"35,1","30,7","1,4","53,2","2,8","1,3"
12/11/2011 20.00,"34,2","30,1","1,3","55,8","3,3","1,3"
12/11/2011 21.00,"36,8","32,4","1,5","52,8","3,7","1,1"
12/11/2011 22.00,"32,7",29,"1,3","57,9","3,9",1
12/11/2011 23.00,"31,2","27,5","1,3",55,"4,4","0,7"
13/11/2011 0.00,"32,2","28,6","1,2","48,9","4,4","0,8"
13/11/2011 1.00,"26,1","23,3","1,1",49,"4,3","0,7"
13/11/2011 2.00,"21,6","19,7","0,9",51,"4,6","0,5"
13/11/2011 3.00,"19,5","18,2","0,4","52,7","4,3","0,5"
13/11/2011 4.00,"18,8","17,3","0,4","54,8","4,1","0,4"
13/11/2011 5.00,"21,5","19,7","0,4",52,4,"0,4"
13/11/2011 6.00,"22,8",21,"0,3","51,8","2,2","0,4"
13/11/2011 7.00,22,"20,1","0,3","56,3","0,8","0,4"
13/11/2011 8.00,"24,2",22,"0,3","57,2","0,7","0,4"
13/11/2011 9.00,"20,6","18,4","0,5","62,6","0,7","0,5"
13/11/2011 10.00,"19,5","17,2","0,3","69,8","0,7","0,5"
13/11/2011 11.00,19,"16,8","0,3","75,5","0,5","0,4"
13/11/2011 12.00,"19,6","17,1","0,4","79,3","0,6","0,4"
13/11/2011 13.00,"21,2","18,2","0,4","81,3","0,5","0,4"
13/11/2011 14.00,"20,7","17,8","0,5","81,9","0,7","0,4"
13/11/2011 15.00,"18,4","16,4","0,3","84,1","0,3","0,4"
13/11/2011 16.00,"18,7","16,8","0,4",84,"0,3","0,4"
13/11/2011 17.00,"20,5","18,6","0,4","81,8","0,2","0,4"
13/11/2011 18.00,27,"24,3","0,4","71,2","1,3","0,6"
13/11/2011 19.00,"28,8","25,8","0,5","63,9","2,9","0,9"
13/11/2011 20.00,"30,4","26,8","0,6","56,9",3,1
13/11/2011 21.00,"35,9","31,2","0,8","47,4","3,3","1,1"
13/11/2011 22.00,"36,8","31,8","0,7","44,8","4,2",1
13/11/2011 23.00,"39,2","32,5","0,8","40,6","4,9","0,9"
14/11/2011 0.00,"36,5","30,5","0,7","36,9","5,7","0,9"
14/11/2011 1.00,"30,6","27,2","0,7",41,"5,9","0,7"
14/11/2011 2.00,,,"0,5","49,3","6,1","0,6"
14/11/2011 3.00,"30,9","28,4",,55,"4,7","0,4"
14/11/2011 4.00,"25,1","23,1","0,4","49,3",,"0,4"
14/11/2011 5.00,"31,5","29,4","0,3",,"5,3","0,5"
14/11/2011 6.00,"27,4","24,5","0,3",49,"3,6","0,4"
14/11/2011 7.00,"41,6","36,2","0,5","32,8","1,9","0,4"
14/11/2011 8.00,88,"61,6","0,9","12,3","2,5","1,3"
14/11/2011 9.00,"92,9","58,1","0,7",17,"2,3","1,6"
14/11/2011 10.00,"35,1","28,5","0,4","50,9","2,5","0,7"
14/11/2011 11.00,"22,2","19,1","0,2","74,8","2,4","0,4"
14/11/2011 12.00,"23,3","20,2","0,2","78,6","2,5","0,4"
14/11/2011 13.00,"21,9","18,9","0,2","80,4","2,2","0,4"
14/11/2011 14.00,25,"21,1","0,3","81,4","2,4","0,4"
14/11/2011 15.00,"20,6","18,2","0,2",86,"1,6","0,4"
14/11/2011 16.00,"23,8","21,1","0,2","85,4","1,4","0,4"
14/11/2011 17.00,"31,6","28,1","0,3","76,4","1,2","0,5"
14/11/2011 18.00,"42,7","37,4","0,7","56,8","1,1","1,2"
14/11/2011 19.00,"60,1","49,9",1,"37,8","1,6","1,9"
14/11/2011 20.00,"85,6","61,6","1,1","29,8","2,8","2,2"
14/11/2011 21.00,"96,7","65,9","1,2","19,7","4,4","2,7"
14/11/2011 22.00,70,"52,9","0,9","28,2","5,3","2,5"
14/11/2011 23.00,"51,9","41,3","0,7","35,7","6,9","1,4"
15/11/2011 0.00,35,"29,7","0,6","41,6",7,1
15/11/2011 1.00,"25,9","22,7","0,3","48,9","7,5","0,6"
15/11/2011 2.00,"22,9","20,6","0,6","51,9","7,2","0,4"
15/11/2011 3.00,"19,2","17,3","0,8","57,8","6,8","0,4"
15/11/2011 4.00,20,18,"0,8","65,4","5,5","0,3"
15/11/2011 5.00,"21,6","19,5","0,7","60,6","4,8","0,3"
15/11/2011 6.00,"26,5","23,8","0,9",52,"2,8","0,3"
15/11/2011 7.00,"54,1","43,7","1,2","30,5","1,5","0,4"
15/11/2011 8.00,"66,5","50,1","1,2","30,1","0,9","0,7"
15/11/2011 9.00,"111,6","60,5","1,9","24,2","1,6","1,2"
