,Foggia,,,
,manfredonia - viale Michelangelo - Zona 167,,,
Parm,SO2,NO2,CO,PM10



06/03/2010 18.00,"8,79374678","7,59644483","1,10084811","16,20000076"
06/03/2010 19.00,"8,98157855","19,99370752","1,37041164","16,20000076"
06/03/2010 20.00,"8,66009773","31,59927984","1,69452163","16,20000076"
06/03/2010 21.00,"9,01589416","33,70054872","1,2328065","16,20000076"
06/03/2010 22.00,"9,20011253","32,15217288","0,85269146","16,20000076"
06/03/2010 23.00,"9,54868419","14,39080375","0,34895245","16,20000076"
07/03/2010 0.00,"9,51978715","22,84513048","0,39243841","16,20000076"
07/03/2010 1.00,,"13,66269312","1,10531123","15,39999962"
07/03/2010 2.00,"9,23984672",,"1,51508833","15,39999962"
07/03/2010 3.00,"9,32292545","13,46931535",,"15,39999962"
07/03/2010 4.00,"9,18566401","7,6379773","1,466389","15,39999962"
07/03/2010 5.00,"8,90933494","3,86895686","1,52480326","15,39999962"
07/03/2010 6.00,"9,40239281","9,0967855","1,38222124","15,39999962"
07/03/2010 7.00,"9,41503514","9,84306395","0,54469692","15,39999962"
07/03/2010 8.00,"9,17121549","12,82296758","0,19377096","15,39999962"
07/03/2010 9.00,"9,37891333","21,99503616","0,51440342","15,39999962"
07/03/2010 10.00,"8,83348097","22,16245088","1,06589345","15,39999962"
07/03/2010 11.00,"9,33376158","8,61138032","1,23588676","15,39999962"
07/03/2010 12.00,"9,36988339","5,8975315","1,55644117","15,39999962"
07/03/2010 13.00,"9,01047559","5,68987109","1,11842447","15,39999962"
07/03/2010 14.00,"9,18024645","4,97993593","1,46504575","15,39999962"
07/03/2010 15.00,"8,97616099","3,60159616","1,03678476","15,39999962"
07/03/2010 16.00,"8,97616099","4,15059446","1,061668","15,39999962"
07/03/2010 17.00,"8,90391738","6,88391509","0,68107881","15,39999962"
07/03/2010 18.00,"8,96713003","10,75676095","0,94531129","15,39999962"
07/03/2010 19.00,"8,65648636","21,64980544","1,03970775","15,39999962"
07/03/2010 20.00,"8,54089719","22,91132392","1,3096266","15,39999962"
07/03/2010 21.00,"8,68357721","34,93870256","1,52646222","15,39999962"
07/03/2010 22.00,"8,54450958","17,67700978","1,35702346","15,39999962"
07/03/2010 23.00,"8,59869229","11,10978498","1,17340315","15,39999962"
08/03/2010 0.00,"8,5950799","7,25899786","1,30468933","15,39999962"
08/03/2010 1.00,"8,41808427","2,61651082","1,43147395","31,20000076"
08/03/2010 2.00,"8,8280624","1,79625517","1,62682348","31,20000076"
08/03/2010 3.00,"8,70524948","2,64246813","1,73358291","31,20000076"
08/03/2010 4.00,"8,65287398","8,41021115","1,74926381","31,20000076"
08/03/2010 5.00,"8,80097155","3,57823343","1,78173003","31,20000076"
08/03/2010 6.00,"8,52283731","9,60684974","1,79140536","31,20000076"
08/03/2010 7.00,"8,76123838","24,90097024","1,52796391","31,20000076"
08/03/2010 8.00,"8,72872896","17,6536547","1,2036582","31,20000076"
08/03/2010 9.00,"8,56979423","9,16167878","1,27498882","31,20000076"
08/03/2010 10.00,"8,75943117","6,11297757","1,6595658","31,20000076"
08/03/2010 11.00,"8,93462061","6,09740433","1,58495804","31,20000076"
08/03/2010 12.00,"9,04840257","7,79501942","1,30164868","31,20000076"
08/03/2010 13.00,"9,10800284","6,38812775","1,32459685","31,20000076"
08/03/2010 14.00,"8,8659904","5,7132319","1,27293492","31,20000076"
08/03/2010 15.00,"9,10077908","4,98642334","1,0159301","31,20000076"
08/03/2010 16.00,"9,39697423","5,21874473","1,47128666","31,20000076"
08/03/2010 17.00,"9,28860983","4,45948762","1,43463343","31,20000076"
08/03/2010 18.00,"9,59202975","5,18889267","1,45082693","31,20000076"
08/03/2010 19.00,"9,40961656","4,77487202","1,35986606","31,20000076"
08/03/2010 20.00,"9,09897289","9,48484884","1,26823531","31,20000076"
08/03/2010 21.00,"9,37530095","6,12725447","1,18296197","31,20000076"
08/03/2010 22.00,"9,23803951","7,14478646","0,98133193","31,20000076"
08/03/2010 23.00,"9,14051226","7,00072108","0,84021082","31,20000076"
09/03/2010 0.00,"9,23081576","3,88063726","0,86596198","31,20000076"
09/03/2010 1.00,,"5,43938188","1,13477641","35,20000076"
09/03/2010 2.00,"9,53784704",,"1,53574494","35,20000076"
09/03/2010 3.00,"9,19469497","4,93321238",,"35,20000076"
09/03/2010 4.00,"9,29944597","4,99810566","1,78481029","35,20000076"
09/03/2010 5.00,"9,42948365","5,02146648","1,6231514","35,20000076"
09/03/2010 6.00,"9,47282921","14,01571715","1,67386385","35,20000076"
09/03/2010 7.00,"9,58841736","17,15526704","0,78440266","35,20000076"
09/03/2010 8.00,"9,95324272","44,60005768","0,9659283","35,20000076"
09/03/2010 9.00,"9,91350955","29,91463576","0,95281506","35,20000076"
09/03/2010 10.00,"9,46379825","18,24029645","0,97343206","35,20000076"
09/03/2010 11.00,"4,82734814",,,"35,20000076"
09/03/2010 12.00,"3,80538619","9,24733829","1,64139763","35,20000076"
09/03/2010 13.00,"4,08171425","13,74186139","1,6925854","35,20000076"
09/03/2010 14.00,"4,15756922","15,91450332","1,63725139","35,20000076"
09/03/2010 15.00,"4,33456384","10,94754414","1,57184363","35,20000076"
09/03/2010 16.00,"4,40319506","10,26486071","1,63199841","35,20000076"
09/03/2010 17.00,"4,24787272","13,58482883","1,53681092","35,20000076"
09/03/2010 18.00,"3,85595652","10,63086531","1,18533158","35,20000076"
09/03/2010 19.00,"3,59407597","7,22006381","1,1796825","35,20000076"
09/03/2010 20.00,"3,23828055","7,98970117","1,23730806","35,20000076"
09/03/2010 21.00,"3,13352853","7,6379773","1,2670109","35,20000076"
09/03/2010 22.00,"2,76147841","6,76191419","1,4180846","35,20000076"
09/03/2010 23.00,"2,64047168","4,45689303","1,34205437","35,20000076"
10/03/2010 0.00,"2,37136738","3,95591462","1,15484004","35,20000076"
10/03/2010 1.00,"2,19617896","4,53346863","1,53993079","16,60000038"
10/03/2010 2.00,"1,68144983","3,66000011","1,42369291","16,60000038"
10/03/2010 3.00,"1,47736437","2,81638174","1,51876157","16,60000038"
10/03/2010 4.00,"1,37802992","7,36542361","1,54111559","16,60000038"
10/03/2010 5.00,"1,30578732","4,23236114","1,44901069","16,60000038"
10/03/2010 6.00,"1,0402954","4,85014746","1,36646229","16,60000038"
10/03/2010 7.00,"1,2209024","28,54667624","1,22443248","16,60000038"
10/03/2010 8.00,"1,16852588","38,97768784","1,02193451","16,60000038"
10/03/2010 9.00,"1,2732779","49,6730908","1,70798903","16,60000038"
10/03/2010 10.00,"0,96082804","34,99061336","1,28908881","16,60000038"
10/03/2010 11.00,"0,63573585","21,4732896","1,14010745","16,60000038"
10/03/2010 12.00,"0,78744581","26,65568912","1,17237678","16,60000038"
10/03/2010 13.00,"0,53279003","16,75552329","1,0045562","16,60000038"
10/03/2010 14.00,"0,28174663","16,18705892","0,96170168","16,60000038"
10/03/2010 15.00,"0,28355282","9,52248847","1,22079884","16,60000038"
10/03/2010 16.00,"0,24381965","9,90925357","1,2885366","16,60000038"
10/03/2010 17.00,"0,44429272","11,66396671","1,27692388","16,60000038"
10/03/2010 18.00,"0,5382086","12,53614272","0,86983327","16,60000038"
10/03/2010 19.00,"0,55085093","18,8295194","1,09512214","16,60000038"
10/03/2010 20.00,"0,40817193","10,32197598","0,70852854","16,60000038"
10/03/2010 21.00,"0,46054743","9,50561698","0,69411283","16,60000038"
10/03/2010 22.00,"0,63573585","11,2992661","0,50425278","16,60000038"
10/03/2010 23.00,"0,63934824","8,30119082","0,63530246","16,60000038"
11/03/2010 0.00,"0,65740914","13,50824367","1,13094472","16,60000038"
11/03/2010 1.00,,"8,26874418","1,66284411","15,80000019"
11/03/2010 2.00,"0,95360429",,"1,96609944","15,80000019"
11/03/2010 3.00,"1,06377386","3,5120419",,"15,80000019"
11/03/2010 4.00,"1,13240509","5,4030405",,"15,80000019"
11/03/2010 5.00,"1,34010293","5,29142558",,"15,80000019"
11/03/2010 6.00,"1,35635765","22,26239112",,"15,80000019"
11/03/2010 7.00,"1,73201914","25,94444424",,"15,80000019"
11/03/2010 8.00,"2,66033877","42,15877784",,"15,80000019"
11/03/2010 9.00,"1,77536571","24,10924928",,"15,80000019"
11/03/2010 10.00,"2,21965844","25,72769992",,"15,80000019"
11/03/2010 11.00,"2,18534282","23,44603384",,"15,80000019"
11/03/2010 12.00,"2,0282153","23,20464384",,"15,80000019"
11/03/2010 13.00,"2,29190103","20,53751856",,"15,80000019"
11/03/2010 14.00,"2,64047168","19,22797064",,"15,80000019"
11/03/2010 15.00,"2,15644578","12,46346378",,"15,80000019"
11/03/2010 16.00,"2,02640911","17,37071502",,"15,80000019"
11/03/2010 17.00,"1,71757062","21,89897728",,"15,80000019"
11/03/2010 18.00,"1,7410501","12,81518574",,"15,80000019"
11/03/2010 19.00,"1,67603126","14,30774074",,"15,80000019"
11/03/2010 20.00,"1,79523179","20,2364168",,"15,80000019"
11/03/2010 21.00,"1,77355952","8,61916981",,"15,80000019"
11/03/2010 22.00,"1,73743772","8,42838089",,"15,80000019"
11/03/2010 23.00,"1,69228597","8,94493446",,"15,80000019"
12/03/2010 0.00,"2,19256657","5,596424",,"15,80000019"
12/03/2010 1.00,"1,85663825","4,57499918",,19
12/03/2010 2.00,"1,73201914","4,28557401",,19
12/03/2010 3.00,"1,65977654","4,60614758",,19
12/03/2010 4.00,"1,67241989","3,796276",,19
12/03/2010 5.00,"2,05530615","4,50102008",,19
12/03/2010 6.00,"1,89095387","6,28559484",,19
12/03/2010 7.00,"1,95055413","13,58352485",,19
12/03/2010 8.00,"2,67659348","30,3027144",,19
12/03/2010 9.00,"2,90415842","29,55902288",,19
12/03/2010 10.00,"2,29551341","19,80552848",,19
12/03/2010 11.00,"2,1528334","12,98131177",,19
12/03/2010 12.00,"2,07697842","11,59908108",,19
12/03/2010 13.00,"1,95777788","14,01701922",,19
12/03/2010 14.00,"1,80245656","13,20844016",,19
12/03/2010 15.00,"2,14380346","9,54714754",,19
12/03/2010 16.00,"1,92526846","10,52314514",,19
12/03/2010 17.00,"2,18353663","10,50237509","0,89206963",19
12/03/2010 18.00,"2,3515013","23,64851464","0,96655973",19
12/03/2010 19.00,"2,77773312","34,202812","0,89597937",19
12/03/2010 20.00,"2,54294443","29,10086944","0,89558443",19
12/03/2010 21.00,"2,69645956","10,05721178","0,72357684",19
12/03/2010 22.00,"2,57725903","12,42582797","0,64572921",19
12/03/2010 23.00,"2,21062748","11,40699582","0,64545194",19
13/03/2010 0.00,"2,14380346","13,05918753","0,73266035",19
13/03/2010 1.00,,"6,08312551","1,19840405","22,7999897"
13/03/2010 2.00,"1,88553529",,"1,33494438","22,7999897"
13/03/2010 3.00,"1,75008004","5,66910486",,"22,7999897"
13/03/2010 4.00,"1,89456625","4,14929621","1,51512794","22,7999897"
13/03/2010 5.00,"1,93971698","4,21548965","1,60107232","22,7999897"
13/03/2010 6.00,"1,75369243","7,40176499","1,62958919","22,7999897"
13/03/2010 7.00,"1,8837291","14,49333666","1,15472121","22,7999897"
13/03/2010 8.00,"2,34608272","37,57858184","1,19595522","22,7999897"
13/03/2010 9.00,"2,09865171","25,4681268","1,29291933","22,7999897"
13/03/2010 10.00,"1,75008004","27,6420708","1,30571686","22,7999897"
13/03/2010 11.00,"1,17755684","8,23889213","0,96865323","22,7999897"
13/03/2010 12.00,"1,18839298","8,55038178","1,13931874","22,7999897"
13/03/2010 13.00,"1,39789701","6,90467941","0,89929612","22,7999897"
13/03/2010 14.00,"2,19979134","15,24869712","0,66547829","22,7999897"
13/03/2010 15.00,"2,05169377","15,77952568","0,49828914","22,7999897"
13/03/2010 16.00,"1,98486873","25,99895536","0,46045111","22,7999897"
13/03/2010 17.00,"1,86566819","21,64200448","0,55563743","22,7999897"
13/03/2010 18.00,"2,04627519","18,32205548","0,56969898","22,7999897"
13/03/2010 19.00,"1,67783745","17,69647967","0,90447105","22,7999897"
13/03/2010 20.00,"1,60559485","33,90431056","0,93429156","22,7999897"
13/03/2010 21.00,"1,50445522","20,13127592","1,27202622","22,7999897"
13/03/2010 22.00,"1,14504742","17,31101856","0,83286433","22,7999897"
13/03/2010 23.00,"1,73382533","22,31430192","0,94716714","22,7999897"
14/03/2010 0.00,"1,32746061","17,03197363","1,0855237","22,7999897"
14/03/2010 1.00,"1,67422506","11,43295505","1,42472044","16,20000076"
14/03/2010 2.00,"1,30578732","4,5386578","1,53511235","16,20000076"
14/03/2010 3.00,"1,47375199","2,82157282","1,46334835","16,20000076"
14/03/2010 4.00,"1,46652722","2,75408495","1,50944041","16,20000076"
14/03/2010 5.00,"1,50264903","2,73591522","1,56351039","16,20000076"
14/03/2010 6.00,"1,86386302","15,38886584","1,456949","16,20000076"
14/03/2010 7.00,"1,91443233","9,86642477","1,21578235","16,20000076"
14/03/2010 8.00,"1,63087951","10,06240286","1,03903554","16,20000076"
14/03/2010 9.00,"1,15227219","8,9345523","1,02667373","16,20000076"
14/03/2010 10.00,"0,98972508","7,58087159","1,09006604","16,20000076"
14/03/2010 11.00,"1,24799324","9,25253128","0,81287875","16,20000076"
14/03/2010 12.00,"0,93012481","5,22393581","1,09622656","16,20000076"
14/03/2010 13.00,"0,94457333","5,9715106","1,04101022","16,20000076"
14/03/2010 14.00,"1,12156896","5,29142558","1,09156539","16,20000076"
14/03/2010 15.00,"1,05655011","3,35110504","0,81418239","16,20000076"
14/03/2010 16.00,"0,7910582","5,32127573","0,67254751","16,20000076"
14/03/2010 17.00,"1,28230886","4,05065804","0,7458132","16,20000076"
14/03/2010 18.00,"1,50084284","4,99680742","0,96422973","16,20000076"
14/03/2010 19.00,"1,67964364","13,84959112","0,63198454","16,20000076"
14/03/2010 20.00,"1,85844444","18,05599112","0,71540204","16,20000076"
14/03/2010 21.00,"1,94152317","11,9637817","0,74541826","16,20000076"
14/03/2010 22.00,"2,03002048","12,3297863","0,86019523","16,20000076"
14/03/2010 23.00,"2,56281152","9,50172224","0,83934173","16,20000076"
15/03/2010 0.00,"2,28648245","7,11104157","0,95340804","16,20000076"
15/03/2010 1.00,,"5,9377638","1,23620247",30
15/03/2010 2.00,"2,75425466",,"1,47290601",30
15/03/2010 3.00,"2,39484686","2,60093566",,30
15/03/2010 4.00,"2,43638622","2,75927603","1,50205431",30
15/03/2010 5.00,"2,57545385","6,08312551","1,48420185",30
15/03/2010 6.00,"2,56281152","14,61403549","1,54182741",30
15/03/2010 7.00,"3,02697032","34,01721416","0,7358606",30
15/03/2010 8.00,"3,08295923","28,14175288","0,11019619",30
15/03/2010 9.00,"2,98001238","33,16710072","0,79032668",30
15/03/2010 10.00,"2,55197437","19,03199064","1,32953295",30
15/03/2010 11.00,"2,41290776","15,00469533","1,29303816",30
15/03/2010 12.00,"2,25397303","11,1487133","1,34860983",30
15/03/2010 13.00,"2,03002048","9,40438232","1,21759975",30
15/03/2010 14.00,"2,31537949","10,62437598","0,80438707",30
15/03/2010 15.00,"2,30815574","5,98448926","0,50843862",30
15/03/2010 16.00,"2,19256657","10,55299911","0,8981917",30
15/03/2010 17.00,"2,50140506","11,91186516","0,70647464",30
15/03/2010 18.00,"2,25758542","21,32531992","0,84771458",30
15/03/2010 19.00,"2,38581691","46,02772896","0,85221731",30
15/03/2010 20.00,"2,74883608","55,51256824","1,21033248",30
15/03/2010 21.00,"2,53933205","39,15290352","1,53321689",30
15/03/2010 22.00,"2,63685929","31,58111584","0,9791592",30
15/03/2010 23.00,"2,21423986","27,66803576","0,86031406",30
16/03/2010 0.00,"1,95416652","10,19348575","0,93804286",30
16/03/2010 1.00,"1,87289296","9,46181689","1,34217204",34
16/03/2010 2.00,"1,55683072","5,19668025","1,43937265",34
16/03/2010 3.00,"1,89456625","4,04287238","1,47653964",34
16/03/2010 4.00,"2,23952451","3,07725502","1,45928017",34
16/03/2010 5.00,"2,41832532","4,46597886","1,45307887",34
16/03/2010 6.00,"2,30634955","17,36422761","1,4791073",34
16/03/2010 7.00,"2,74883608","21,3357212","0,84325147",34
16/03/2010 8.00,"3,68979804","33,37216272","0,91564923",34
16/03/2010 9.00,"3,35928728","28,49216512","1,22715858",34
16/03/2010 10.00,"2,23771832","20,1689232","1,18181678",34
16/03/2010 11.00,"2,47611939","14,1623752","1,15160134",34
16/03/2010 12.00,"2,1347725","11,29277677","1,22546001",34
16/03/2010 13.00,"2,27022774","11,9469083","1,12561252",34
16/03/2010 14.00,"1,72479539","10,35961178","0,80746733",34
16/03/2010 15.00,"2,044469","7,54063738","0,72725009",34
16/03/2010 16.00,"2,23410695","10,79569883","0,95447285",34
16/03/2010 17.00,"1,74827385","21,76790968","0,85687731",34
16/03/2010 18.00,"1,62365576","41,30736424","0,75331813",34
16/03/2010 19.00,"1,87650535","34,37022672","0,839499",34
16/03/2010 20.00,"1,46472103","26,9347264","0,85758912",34
16/03/2010 21.00,"1,71576545","12,40635807","0,67590504",34
16/03/2010 22.00,"1,29675738","8,73597771","0,50630667",34
16/03/2010 23.00,"1,41776411","8,72559364","0,53640328",34
17/03/2010 0.00,"1,4719458","3,92346798","0,73578138",34
17/03/2010 1.00,,"5,81446657","1,02323814","34,09999084"
17/03/2010 2.00,"1,80245656",,"1,27668622","34,09999084"
17/03/2010 3.00,"1,95958408","3,00197766",,"34,09999084"
17/03/2010 4.00,"2,10587546","2,4425953","1,42278538","34,09999084"
17/03/2010 5.00,"1,5604431","2,32838389","1,38810682","34,09999084"
17/03/2010 6.00,"1,54780078","9,82099947","1,41421331","34,09999084"
17/03/2010 7.00,"2,18173044","23,77051936","1,12095135","34,09999084"
17/03/2010 8.00,"2,1329663","28,1287704","1,00502919","34,09999084"
17/03/2010 9.00,"2,14380346","30,12229808","1,41295045","34,09999084"
17/03/2010 10.00,"1,6688075","22,15595008","0,9641109","34,09999084"
17/03/2010 11.00,"1,34190913","19,95996072","1,29185336","34,09999084"
17/03/2010 12.00,"1,25882938","20,09624808","1,23316182","34,09999084"
17/03/2010 13.00,"1,19200536","11,7392498","1,1467829","34,09999084"
17/03/2010 14.00,"1,29856357","11,7029065","0,95478973","34,09999084"
17/03/2010 15.00,"1,21729001","9,91704114","0,92654897","34,09999084"
17/03/2010 16.00,"1,23173853","10,50108258","0,72231398","34,09999084"
17/03/2010 17.00,"0,92109487","12,89565608","0,75098813","34,09999084"
17/03/2010 18.00,"1,150466","23,04891144","0,96482155","34,09999084"
17/03/2010 19.00,"1,37622372","46,71689024","0,9553035","34,09999084"
17/03/2010 20.00,"1,80065037","57,57230848","0,96000311","34,09999084"
17/03/2010 21.00,"1,41053934","46,98036384","0,89597937","34,09999084"
17/03/2010 22.00,"1,1486598","36,89850256","0,67941985","34,09999084"
17/03/2010 23.00,"1,28772642","22,11054008","0,52313277","34,09999084"
18/03/2010 0.00,"1,2732779","16,29348849","0,72969892","34,09999084"
18/03/2010 1.00,"1,67241989","11,62633282","1,11877863","38,40000153"
18/03/2010 2.00,"1,66338893","6,76191419","1,36879345","38,40000153"
18/03/2010 3.00,"1,66519512","5,05521137","1,48945483","38,40000153"
18/03/2010 4.00,"1,89276006","4,32840281","1,52480326","38,40000153"
18/03/2010 5.00,"1,74466248","5,00329674","1,61608101","38,40000153"
18/03/2010 6.00,"1,41234553","9,86253002","1,50402898","38,40000153"
18/03/2010 7.00,"1,55321935","19,78864552","1,14532082","38,40000153"
18/03/2010 8.00,"2,18534282","22,91652456","1,12415161","38,40000153"
18/03/2010 9.00,"1,76633475","20,3402384","1,10223097","38,40000153"
18/03/2010 10.00,"1,7031221","17,00730692","1,0852476","38,40000153"
18/03/2010 11.00,"1,70492829","17,90803291","1,32909841","38,40000153"
18/03/2010 12.00,"1,4520787","15,08775834","1,31006114","38,40000153"
18/03/2010 13.00,"1,41776411","19,66144016","1,20796287","38,40000153"
18/03/2010 14.00,"1,82954741","26,73484592","0,88523574","38,40000153"
18/03/2010 15.00,"1,54599458","17,68739576","0,71970555","38,40000153"
18/03/2010 16.00,"1,48458812","16,52969888","0,61650169","38,40000153"
18/03/2010 17.00,"1,34190913","20,5115536","0,82219992","38,40000153"
18/03/2010 18.00,"0,91567629","26,22608184","1,03761424","38,40000153"
18/03/2010 19.00,"1,2028415","37,67850296","0,82757173","38,40000153"
18/03/2010 20.00,"1,40512178","59,85655576","1,02651529","38,40000153"
18/03/2010 21.00,"1,71757062","52,91683704","1,26965661","38,40000153"
18/03/2010 22.00,"1,88734148","39,995216","0,60508702","38,40000153"
18/03/2010 23.00,"1,90901477","25,03203784","0,77666007","38,40000153"
19/03/2010 0.00,"1,40512178","14,73213973","1,00127789","38,40000153"
19/03/2010 1.00,,"10,44657146","1,1570116","43,20000076"
19/03/2010 2.00,"1,32204203",,"1,39944227","43,20000076"
19/03/2010 3.00,"1,90540238","5,10063858",,"43,20000076"
19/03/2010 4.00,"1,92346329","4,54385079","1,47985756","43,20000076"
