 Brindisi,,,,
,Casale,,,,
Parm,SO2,NO2,NOX,PM10



27/04/2010 18.00,"1,73701363","2,02159202","1,94174498","27,35042"
27/04/2010 19.00,"1,02920807","9,0154146","9,05975006",
27/04/2010 20.00,"0,74030684","3,17965982","3,18848179","26,37360954"
27/04/2010 21.00,"0,64731745","5,15194327","4,79828254",
27/04/2010 22.00,"0,64009472","5,5126631","5,43299771","35,65322113"
27/04/2010 23.00,"0,52543712","8,5268833","8,53914114",
28/04/2010 0.00,"0,38550097","5,48995619","5,43623855","29,54821968"
28/04/2010 1.00,,"3,50274958","3,21311791",
28/04/2010 2.00,,,,"34,18803024"
28/04/2010 3.00,,"3,91602265","3,72140782",
28/04/2010 4.00,,"3,35028862","3,30712522","32,72283173"
28/04/2010 5.00,,"1,62194386","1,3368551",
28/04/2010 6.00,,,,"32,23442078"
28/04/2010 7.00,,"2,84943066","2,88376826",
28/04/2010 8.00,,"5,26353333","6,49431067","33,21123123"
28/04/2010 9.00,,"2,59575988","3,45105484",
28/04/2010 10.00,,"2,1578354","2,7450259","26,37360954"
28/04/2010 11.00,,"1,00819951","1,01204072",
28/04/2010 12.00,,"2,52698906","2,5356141","25,39682007"
28/04/2010 13.00,,"2,43291675","2,66398386",
28/04/2010 14.00,,"1,42860816","1,47235472","30,03663063"
28/04/2010 15.00,,"3,06677152","3,24812854",
28/04/2010 16.00,,,,"34,4322319"
28/04/2010 17.00,,,,
28/04/2010 18.00,,,,"30,28083038"
28/04/2010 19.00,,"2,9960562","2,82541785",
28/04/2010 20.00,,"1,75169983","1,79133368","35,16482162"
28/04/2010 21.00,,"1,88340222","1,92488879",
28/04/2010 22.00,,,,"31,99023056"
28/04/2010 23.00,,"1,0938399","1,11253162",
29/04/2010 0.00,,"1,11524857","0,7572476","32,72283173"
29/04/2010 1.00,,,,
29/04/2010 2.00,,,,"30,76922989"
29/04/2010 3.00,,"1,56031054","1,5858128",
29/04/2010 4.00,,"1,409144","1,39455544","19,04759979"
29/04/2010 5.00,,,,
29/04/2010 6.00,,"1,1074629","0,88561737","20,51280975"
29/04/2010 7.00,,"5,15908077","5,57886993",
29/04/2010 8.00,,"9,84597019","11,3312921","20,75702095"
29/04/2010 9.00,,"8,08701432","10,24489561",
29/04/2010 10.00,,"13,20392402","27,31538648","26,61782074"
29/04/2010 11.00,,"2,9590743","4,05724297",
29/04/2010 12.00,,"1,65308652","1,79263002","23,44322014"
29/04/2010 13.00,,"1,65503102","2,28276548",
29/04/2010 14.00,,"2,35323798","6,2838033","24,90842056"
29/04/2010 15.00,,"4,30139581","5,01677061",
29/04/2010 16.00,,,,"5,37240601"
29/04/2010 17.00,,,,
29/04/2010 18.00,,,,"14,16361046"
29/04/2010 19.00,,"2,18573148","2,58424008",
29/04/2010 20.00,,"1,89378246","2,48893453","21,24542046"
29/04/2010 21.00,,"2,21557589","2,25359218",
29/04/2010 22.00,,"3,03627894","3,11392335","23,93161964"
29/04/2010 23.00,,"5,03516405","5,49199438",
30/04/2010 0.00,,"7,40579549","7,67102813","20,75702095"
30/04/2010 1.00,,"4,39676637","4,63231138",
30/04/2010 2.00,,,,"15,14041042"
30/04/2010 3.00,,"4,538849","4,85533662",
30/04/2010 4.00,,"4,97742165","5,22099324","14,16361046"
30/04/2010 5.00,,"6,77129255","6,79189435",
30/04/2010 6.00,,"16,89416623","17,67215138","15,62880993"
30/04/2010 7.00,,"31,29831192","38,99632984",
30/04/2010 8.00,,"25,50214128","32,09812064","18,80340958"
30/04/2010 9.00,,"8,52039589","10,29481602",
30/04/2010 10.00,,"3,7927541","5,37853822",
30/04/2010 11.00,,"3,48854916","4,96814845",
30/04/2010 12.00,"0,21216146","23,90160608","45,41024856","21,48962021"
30/04/2010 13.00,"0,03882092","15,05098676","23,9978944",
30/04/2010 14.00,"1,03101324","8,25374837","11,75096271","25,64101982"
30/04/2010 15.00,"7,4039756","29,03991488","40,09265152",
30/04/2010 16.00,"3,68889698","14,85830305","18,68678669","21,0012207"
30/04/2010 17.00,"0,93712075","21,60688104","26,29168256",
30/04/2010 18.00,"0,09750386","15,3844625","17,88545219","28,57142067"
30/04/2010 19.00,,"11,02467804","12,10106138",
30/04/2010 20.00,,"22,22321424","23,03187552","23,93161964"
30/04/2010 21.00,,"27,72614144","28,43830408",
30/04/2010 22.00,,"31,77258352","32,18563288","27,10622025"
30/04/2010 23.00,,"49,90656512","55,015888",
01/05/2010 0.00,,"41,22331272","46,5020388","31,01342964"
01/05/2010 1.00,,"17,4702786","17,7953339",
01/05/2010 2.00,,"12,25345543","12,79412506","34,92063141"
01/05/2010 3.00,,"12,89315327","13,10726668",
01/05/2010 4.00,,"14,05900866","14,10569396","34,18803024"
01/05/2010 5.00,,"17,97632573","18,60380015",
01/05/2010 6.00,,"15,71987702","16,09347226","23,68741989"
01/05/2010 7.00,,"22,20700048","25,9221312",
01/05/2010 8.00,,"19,40104488","24,08605672","18,07081032"
01/05/2010 9.00,,"8,8798213","10,28444342",
01/05/2010 10.00,,"2,70929444","3,13661497","23,93161964"
01/05/2010 11.00,,"1,43055458","1,93331689",
01/05/2010 12.00,,"2,4270775","2,93239234","24,42000961"
01/05/2010 13.00,,"2,25839513","2,78846271",
01/05/2010 14.00,,"3,0836411","3,93665313","21,48962021"
01/05/2010 15.00,,"1,93984446","2,22830598",
01/05/2010 16.00,,"1,71601618","2,01565526","24,66422081"
01/05/2010 17.00,,"19,90254336","22,98130312",
01/05/2010 18.00,,"24,42191864","26,81358208","23,68741989"
01/05/2010 19.00,,"10,73596986","11,52923381",
01/05/2010 20.00,,"18,59720566","19,24175616","28,08300972"
01/05/2010 21.00,,"13,1889913","13,73355375",
01/05/2010 22.00,,"13,634711","14,36826701","30,28083038"
01/05/2010 23.00,,"8,93042429","8,99686246",
02/05/2010 0.00,,"9,46631582","9,7573509","28,57142067"
02/05/2010 1.00,,"4,5686915","5,21386148",
02/05/2010 2.00,,,,"25,64101982"
02/05/2010 3.00,,"1,44353132","1,62860336",
02/05/2010 4.00,,"1,92362687","2,04223588","21,48962021"
02/05/2010 5.00,,"4,10222086","4,61156427",
02/05/2010 6.00,,"7,16250496","8,05159834","26,12940979"
02/05/2010 7.00,,"12,48766396","14,35465166",
02/05/2010 8.00,,"9,88088331","12,53933194","26,12940979"
02/05/2010 9.00,,"2,75600651","4,37362734",
02/05/2010 10.00,,"4,17163984","5,72150322","23,44322014"
02/05/2010 11.00,,"3,42035577","4,80995339",
02/05/2010 12.00,,"3,26919114","4,71529601","26,37360954"
02/05/2010 13.00,,"2,62949521","4,02806776",
02/05/2010 14.00,,,,"22,71062088"
02/05/2010 15.00,,,,
02/05/2010 16.00,,,,"25,64101982"
02/05/2010 17.00,,,,
02/05/2010 18.00,,"1,69395743","2,65166485","31,99023056"
02/05/2010 19.00,,"2,88576248","3,93859954",
02/05/2010 20.00,,"5,4367567","6,28230811","27,35042"
02/05/2010 21.00,,"6,73755722","7,72159862",
02/05/2010 22.00,,"3,97181672","4,88062091","25,88521957"
02/05/2010 23.00,,"2,64960754","2,8578339",
03/05/2010 0.00,,"2,05208268","2,37093927","23,68741989"
03/05/2010 1.00,,"2,1072305","2,76641926",
03/05/2010 2.00,,"2,84488966","3,13661497","22,71062088"
03/05/2010 3.00,,"2,2428238","2,98685183",
03/05/2010 4.00,,"1,22619046","1,77901466","16,11721039"
03/05/2010 5.00,,"2,58473146","3,47374646",
03/05/2010 6.00,,"10,22213898","11,2679571","15,14041042"
03/05/2010 7.00,,"11,10641795","13,17274886",
03/05/2010 8.00,,"17,54554066","22,15015672","16,36141014"
03/05/2010 9.00,,"8,64301627","11,14542275",
03/05/2010 10.00,,"2,80790966","4,66213285","20,51280975"
03/05/2010 11.00,,"2,75600651","4,36973834",
03/05/2010 12.00,,"2,40631701","4,30879525","23,93161964"
03/05/2010 13.00,,"4,22743391","7,02723861",
03/05/2010 14.00,"0,56877251","2,50103749","4,46374564","20,75702095"
03/05/2010 15.00,"0,61481616","1,92492321","3,66111481",
03/05/2010 16.00,"0,62294199","1,8399329","3,88024913","31,01342964"
03/05/2010 17.00,"0,65002572","2,78325634","4,51107338",
03/05/2010 18.00,"0,65002572","4,55636674","6,50792602","23,19902039"
03/05/2010 19.00,"0,65002572","5,21292842","6,79124618",
03/05/2010 20.00,"0,64460918","6,40732806","7,91674498","20,75702095"
03/05/2010 21.00,"0,62655234","6,77972638","8,11448594",
03/05/2010 22.00,"0,64190091","9,94705763","11,26925343","34,18803024"
03/05/2010 23.00,"0,65002572","4,6238374","5,96722007",
04/05/2010 0.00,"0,65002572","4,72504721","5,82782954","27,10622025"
04/05/2010 1.00,,"4,15217568","4,84561028",
04/05/2010 2.00,"1,22602096",,,"29,54821968"
04/05/2010 3.00,"0,65002572","2,71967469","3,61573158",
04/05/2010 4.00,"0,51099267",,,"21,48962021"
04/05/2010 5.00,"0,56154977","1,37800326","1,65388765",
04/05/2010 6.00,"0,69877765","7,20986711","8,62861126","15,87300968"
04/05/2010 7.00,"0,65002572","13,55295962","16,89415667",
04/05/2010 8.00,"0,65002572","34,2450672","47,48880288","19,04759979"
04/05/2010 9.00,"0,70238902","23,47794512","31,72529976",
04/05/2010 10.00,"0,87572955","11,7772508","15,95602431","18,31501007"
04/05/2010 11.00,"0,65544226","8,05651983","11,26147542",
04/05/2010 12.00,"0,65905363","4,891135","7,34686382","21,48962021"
04/05/2010 13.00,"0,63738644","7,87096979","11,07799798",
04/05/2010 14.00,"0,65002572","5,3310059","7,27749264","23,19902039"
04/05/2010 15.00,"0,63648335","2,0358651","3,90294074",
04/05/2010 16.00,"0,65002572","4,22808399","6,49042166","22,46640968"
04/05/2010 17.00,"0,62681066","6,15397085","7,94221474",
04/05/2010 18.00,"0,65002572","9,22626614","10,82774204","28,57142067"
04/05/2010 19.00,"0,65002572","12,71084407","14,29241223",
04/05/2010 20.00,"0,64551227","17,91339225","19,33444992","21,73381996"
04/05/2010 21.00,"0,65002572","13,39855223","15,3180683",
04/05/2010 22.00,"0,65002572","9,02514477","10,41929486","25,15262032"
04/05/2010 23.00,"0,65002572","10,05281035","10,88349787",
05/05/2010 0.00,"0,65002572","19,86751552","21,19386992","26,37360954"
05/05/2010 1.00,"0,65002572","7,06194523","8,4016951",
05/05/2010 2.00,"0,65002572","3,13684058","3,8244933","31,25761986"
05/05/2010 3.00,"0,65002572","2,76638676","3,71816698",
05/05/2010 4.00,"0,65002572",,,"21,24542046"
05/05/2010 5.00,"0,65002572","5,70599881","6,51765046",
05/05/2010 6.00,"0,65002572","14,8089983","16,01113198","24,66422081"
05/05/2010 7.00,"0,65002572","19,3510652","22,10541592",
05/05/2010 8.00,"1,46797543","31,26198392","37,16088632","15,87300968"
05/05/2010 9.00,"1,94285544","27,81177992","33,86157736",
05/05/2010 10.00,"2,52065586","29,37015552","33,79024064","21,0012207"
05/05/2010 11.00,"3,21492006","17,06479694","21,11802088",
05/05/2010 12.00,"2,28411895","10,20072841","13,0378955","24,90842056"
05/05/2010 13.00,"2,50801658","9,75047918","12,78634322",
05/05/2010 14.00,"3,69431352","8,53337263","10,43485472","32,23442078"
05/05/2010 15.00,"3,31964564","10,54457675","12,13153293",
05/05/2010 16.00,"1,97535673","9,40273418","11,61481493","43,71184158"
05/05/2010 17.00,"1,92840998","5,39977671","6,87293638",
05/05/2010 18.00,"1,79479346","7,60951335","9,42800126","40,78144073"
05/05/2010 19.00,"1,8525733","6,56887294","8,23053669",
05/05/2010 20.00,"1,33435892","6,15495362","7,55108837","50,06105042"
05/05/2010 21.00,"1,0156657","3,92575282","5,32342864",
05/05/2010 22.00,"1,21879823","1,50451647","3,01537887","49,81684113"
05/05/2010 23.00,"0,86489545",,,
06/05/2010 0.00,"0,66988773","1,04193675","2,240625","46,39804077"
06/05/2010 1.00,,,,
06/05/2010 2.00,"1,84535159",,,"50,54944992"
06/05/2010 3.00,"0,89739673",,,
06/05/2010 4.00,"0,84142207",,,"47,37483978"
06/05/2010 5.00,"0,67891564","2,08192709","3,5022735",
06/05/2010 6.00,"0,65002572","7,9170337","9,4312421","38,33943176"
06/05/2010 7.00,"0,5597446","19,05783706","26,20868264",
06/05/2010 8.00,"0,59405106","17,04922561","22,32973176","34,4322319"
06/05/2010 9.00,"0,28258057","2,84359332","5,12633777",
06/05/2010 10.00,"0,61842753","2,33559978","4,5000507","26,61782074"
06/05/2010 11.00,"0,4974503",,,
06/05/2010 12.00,"0,64551227",,,"18,07081032"
06/05/2010 13.00,"0,58773142",,,
06/05/2010 14.00,"1,82187821",,,"14,16361046"
06/05/2010 15.00,"1,81465547",,,
06/05/2010 16.00,"1,35873437",,,"29,7924099"
06/05/2010 17.00,"1,60700848",,,
06/05/2010 18.00,"1,00031713",,,"22,22220993"
06/05/2010 19.00,"0,65002572",,,
06/05/2010 20.00,"0,64908703",,,"30,76922989"
06/05/2010 21.00,"0,35119451",,,
06/05/2010 22.00,"0,46585211",,,"25,39682007"
06/05/2010 23.00,"0,61301099",,,
07/05/2010 0.00,"0,50376993",,,"21,48962021"
07/05/2010 1.00,"0,51640921",,,
07/05/2010 2.00,"0,29612294",,,"15,14041042"
07/05/2010 3.00,"0,40536298",,,
07/05/2010 4.00,"0,53897949",,,"8,30280876"
07/05/2010 5.00,"0,42251672",,,
07/05/2010 6.00,"0,19500772",,,"10,25640965"
07/05/2010 7.00,"0,5805097",,,
07/05/2010 8.00,"1,00031713",,,"14,16361046"
07/05/2010 9.00,"0,91906392",,,
07/05/2010 10.00,"1,75687564",,,"13,67521"
07/05/2010 11.00,"0,61752443",,,
07/05/2010 12.00,"0,65002572",,,"19,04759979"
07/05/2010 13.00,"0,64370608",,,
07/05/2010 14.00,"0,94344039",,,"15,62880993"
07/05/2010 15.00,"0,77009986",,,
07/05/2010 16.00,"0,64009472","7,17807438","7,9958406","14,65200996"
07/05/2010 17.00,"0,65002572","12,1042353","12,89331962",
07/05/2010 18.00,"0,65002572","17,69280672","19,04271887","8,05860806"
07/05/2010 19.00,"1,4697806","18,29552839","18,95324874",
07/05/2010 20.00,"2,9413674","20,83196656","21,33585504","11,96580982"
07/05/2010 21.00,"3,25012962","25,75192496","26,29298272",
07/05/2010 22.00,"3,34853555","20,15815864","20,76921472","10,01220989"
07/05/2010 23.00,"3,65639569","20,10689792","20,64667464",
08/05/2010 0.00,"3,15623713","16,01636512","16,69576946","12,94260979"
08/05/2010 1.00,,"13,72488474","14,30473125",
08/05/2010 2.00,"3,35575829",,,"7,08180714"
08/05/2010 3.00,"3,25012962","13,24998218","14,73068278",
08/05/2010 4.00,"3,23387897","11,62739015","12,8725725","5,37240601"
08/05/2010 5.00,"2,84025218","11,42756321","12,57887974",
08/05/2010 6.00,"2,9828966","12,37672972","13,31927115","3,90720391"
08/05/2010 7.00,"2,78156924","9,74334359","11,23359654",
08/05/2010 8.00,"2,1848089","10,25846316","12,47968518","10,50061035"
08/05/2010 9.00,"2,88358756","22,59691464","27,20710992",
08/05/2010 10.00,"3,97328374","18,36883638","22,453572","9,52380943"
08/05/2010 11.00,"3,29617328","10,05216027","13,24665722",
08/05/2010 12.00,"4,86165155","8,75071158","11,6614945","5,61660624"
08/05/2010 13.00,"4,4526772","9,15749532","11,62194669",
08/05/2010 14.00,"5,28777963","9,85882648","11,75355538","3,90720391"
08/05/2010 15.00,"4,18725037","7,99034551","9,47532899",
08/05/2010 16.00,,,,
08/05/2010 17.00,"3,94837436","7,75845433","8,23986342",
08/05/2010 18.00,"3,1580423","7,02172058","7,66649095","1,95360196"
08/05/2010 19.00,"2,12522388","6,50853786","6,95268017",
08/05/2010 20.00,"1,7911821","9,96587362","10,66306722","7,57020807"
08/05/2010 21.00,"1,09240445","10,44142435","11,28611154",
08/05/2010 22.00,"1,3154","6,6642435","7,47263901","10,7448101"
08/05/2010 23.00,"1,06351453","8,1908168","9,29574057",
09/05/2010 0.00,"0,91906392","9,75307376","11,31982392","11,23320961"
09/05/2010 1.00,"0,87211818","12,41759872","13,29593137",
09/05/2010 2.00,"0,69968075","10,37265162","11,46958897","6,59340715"
09/05/2010 3.00,"0,68252701","8,78120416","9,6821443",
09/05/2010 4.00,"0,72044585","8,395831","9,06363906","7,32600689"
09/05/2010 5.00,"0,73669649","7,54787812","8,8367229",
09/05/2010 6.00,"0,65002572","8,66312669","9,25878734","12,21000957"
09/05/2010 7.00,"0,75294612","10,43752961","12,08874237",
09/05/2010 8.00,"1,31991345","7,66855018","9,08438618","14,40781021"
09/05/2010 9.00,"1,94195235","7,62832743","9,99139691",
09/05/2010 10.00,"2,38884554","8,56645979","11,96167085","8,30280876"
09/05/2010 11.00,"2,23446392","8,51909955","11,9940869",
09/05/2010 12.00,"2,18661509","8,11361215","10,89841147","5,61660624"
09/05/2010 13.00,"1,94466062","7,24360244","9,10578146",
09/05/2010 14.00,"1,17546386","5,70729706","6,58248446","3,90720391"
09/05/2010 15.00,"1,30095454","6,70901106","7,45707915",
09/05/2010 16.00,"2,31210577","7,41358115","7,97250082","2,44200301"
09/05/2010 17.00,"4,0698845","9,77837717","11,18756514",
09/05/2010 18.00,"4,89957039","9,47280324","10,71233946","8,54700947"
09/05/2010 19.00,"2,61454835","5,25444942","5,7428985",
09/05/2010 20.00,"2,99553587","10,78073743","11,8663653","8,54700947"
09/05/2010 21.00,"2,72469148","25,42753504","26,1801556",
09/05/2010 22.00,"3,02262062","33,46978944","35,1219104","5,12820482"
09/05/2010 23.00,"1,94827199","37,13147976","38,4186764",
10/05/2010 0.00,"1,94827199","55,19278624","57,1631596","17,82661057"
10/05/2010 1.00,,"31,31194448","32,94934304",
10/05/2010 2.00,"1,95007716",,,"15,14041042"
10/05/2010 3.00,"1,88688078","22,82528392","23,9440716",
10/05/2010 4.00,"1,89952006","17,77196352","18,86183602","8,05860806"
10/05/2010 5.00,"1,93743788","17,36322954","18,1279263",
10/05/2010 6.00,"1,73159708","23,11462688","24,81607744","15,62880993"
10/05/2010 7.00,"3,00907824","53,52867704","82,33647512",
10/05/2010 8.00,"4,07891241","61,33348016","85,91394184","16,11721039"
10/05/2010 9.00,"2,41051272","37,01079432","46,52083376",
10/05/2010 10.00,"0,53897949","17,42422043","20,6006528","15,38461018"
10/05/2010 11.00,"0,63648335","18,53816884","22,1475564",
10/05/2010 12.00,,"24,56854992","30,13497464","24,90842056"
10/05/2010 13.00,,,,
10/05/2010 14.00,"0,59134279","18,12493784","21,42977248","24,66422081"
10/05/2010 15.00,"0,65002572","12,71798348","14,91221571",
10/05/2010 16.00,"0,65002572","9,36250952","10,74929459","30,76922989"
10/05/2010 17.00,"0,66627636","12,69463031","13,8120012",
10/05/2010 18.00,"1,46797543","14,30229918","15,44838449","25,39682007"
10/05/2010 19.00,,,,
10/05/2010 20.00,"0,64075271","13,71239174","13,61635198","18,55920982"
10/05/2010 21.00,"0,33404077","14,22899119","14,20229585",
10/05/2010 22.00,"0,17424261","8,2368807","8,17542902","24,90842056"
10/05/2010 23.00,"0,18868808","5,82277994","5,73317406",
11/05/2010 0.00,"0,26452475","15,07629399","15,05484709","22,95482063"
11/05/2010 1.00,"0,13722788","24,1922492","24,17553832",
11/05/2010 2.00,"0,03701575","25,48267712","25,59083896","21,24542046"
11/05/2010 3.00,"0,09840695","13,17926686","13,15394625",
11/05/2010 4.00,"0,20313355","17,62598997","17,59500027","16,11721039"
11/05/2010 5.00,"0,21848109","24,13127552","24,10097032",
11/05/2010 6.00,"0,40084953","36,25173032","37,44294456","19,78022003"
11/05/2010 7.00,"0,44237873","44,52558528","50,69021744",
11/05/2010 8.00,"0,46314383","44,6832488","55,47232064","19,29179955"
11/05/2010 9.00,"0,58321797","27,40630208","34,6084428",
11/05/2010 10.00,"0,54078568","17,29445682","20,15653344","26,37360954"
11/05/2010 11.00,"0,64460918","14,47357232","15,78551406",
11/05/2010 12.00,"0,59495415","8,75914733","10,0335393","30,76922989"
11/05/2010 13.00,"0,65002572","11,30105573","13,0774433",
11/05/2010 14.00,"0,65002572","10,15791299","11,80282954","33,21123123"
11/05/2010 15.00,"0,65002572","8,8220789","9,3430683",
11/05/2010 16.00,"0,72947376","12,53956902","13,10337767","40,29304123"
11/05/2010 17.00,"0,65183191","14,10052965","15,25647896",
11/05/2010 18.00,"2,56218505","14,15307714","15,07494603","34,18803024"
11/05/2010 19.00,"2,9819935","14,57997894","14,84803178",
11/05/2010 20.00,"2,07286059","18,76784019","19,44142632","40,53723145"
11/05/2010 21.00,"1,95007716","15,57130888","15,78032681",
11/05/2010 22.00,"1,27386979","9,82898207","9,71521042","27,35042"
11/05/2010 23.00,"0,71502829","6,28341134","6,25572558",
12/05/2010 0.00,"0,82517143","4,74645778","4,74317488","26,61782074"
12/05/2010 1.00,,"5,57689292","5,54775213",
12/05/2010 2.00,"1,69187306",,,"22,71062088"
12/05/2010 3.00,"1,89410351","7,9053552","7,74623474",
12/05/2010 4.00,"2,48996076","2,75730476","2,55960205","15,62880993"
12/05/2010 5.00,"2,21731018","4,0645927","3,95804841",
12/05/2010 6.00,"1,79028002","11,17843534","11,61805577","23,19902039"
12/05/2010 7.00,"1,22602096","14,54623979","15,69150676",
12/05/2010 8.00,"1,760487","18,39608812","21,46422672","24,66422081"
12/05/2010 9.00,"1,06170935","13,1760222","15,42828554",
12/05/2010 10.00,"0,87753472","10,19099442","12,25341719","24,17580986"
12/05/2010 11.00,"0,76739159","8,95637586","10,81153402",
12/05/2010 12.00,"0,92628665","7,35389425","8,84580108","28,32722092"
12/05/2010 13.00,"1,07254244","8,38480258","10,14375463",
12/05/2010 14.00,"1,86701877","6,52021636","7,43568578","25,88521957"
12/05/2010 15.00,"2,39787345","5,14805044","6,51181694",
12/05/2010 16.00,"2,14869624","6,67397558","7,57572449","27,10622025"
12/05/2010 17.00,"2,68857883","6,77777997","7,67621538",
12/05/2010 18.00,"2,65607754","9,35277935","10,46273359","25,88521957"
12/05/2010 19.00,"2,26245176","10,56209258","11,54738825",
12/05/2010 20.00,"1,83993403","17,53321017","17,52109191","24,17580986"
12/05/2010 21.00,"1,56638137","19,28554096","19,2761148",
12/05/2010 22.00,"1,40297286","11,32830746","11,30750682","20,26861954"
