,Comune Bari,,NetC,
,Kennedy,,Stat,
Parm,O3,NO2,Parm,PM10



27/02/2010 22.00,"24,09842295","71,92481296",28/02/2010 22.00,"13,19999981"
27/02/2010 23.00,"21,9135189","67,13727968",28/02/2010 23.00,"13,19999981"
28/02/2010 0.00,"27,48836685","52,76821728",01/03/2010 0.00,"13,19999981"
28/02/2010 1.00,"32,137455","45,75809872",01/03/2010 1.00,
28/02/2010 2.00,"42,5052306","35,3053668",01/03/2010 2.00,
28/02/2010 3.00,"47,9904033","29,00743",01/03/2010 3.00,
28/02/2010 4.00,"66,32950065","17,36390066",01/03/2010 4.00,
28/02/2010 5.00,"80,4900306","12,47579235",01/03/2010 5.00,
28/02/2010 6.00,"84,39274935","10,98972859",01/03/2010 6.00,"9,89999962"
28/02/2010 7.00,"88,00776915","12,88948988",01/03/2010 7.00,"9,89999962"
28/02/2010 8.00,"90,7596522","12,4871439",01/03/2010 8.00,"9,89999962"
28/02/2010 9.00,"85,9650288","14,04296698",01/03/2010 9.00,"9,89999962"
28/02/2010 10.00,"93,39139635","11,64677783",01/03/2010 10.00,"9,89999962"
28/02/2010 11.00,"93,0698223","12,04911426",01/03/2010 11.00,"9,89999962"
28/02/2010 12.00,"96,5291523","11,65326716",01/03/2010 12.00,"9,89999962"
28/02/2010 13.00,"96,4563747","12,49363322",01/03/2010 13.00,"9,89999962"
28/02/2010 14.00,"98,289261","13,42323806",01/03/2010 14.00,"9,89999962"
28/02/2010 15.00,"103,7828526","9,33494613",01/03/2010 15.00,"9,89999962"
28/02/2010 16.00,"103,3800222","8,26582265",01/03/2010 16.00,"9,89999962"
28/02/2010 17.00,"98,7546945","9,93845554",01/03/2010 17.00,"9,89999962"
28/02/2010 18.00,"90,4854993","15,7610309",01/03/2010 18.00,"9,89999962"
28/02/2010 19.00,"81,1348545","22,14979344",01/03/2010 19.00,"9,89999962"
28/02/2010 20.00,"90,5142672","18,54010187",01/03/2010 20.00,"9,89999962"
28/02/2010 21.00,"94,01251965","18,90025575",01/03/2010 21.00,"9,89999962"
28/02/2010 22.00,"95,4916725","17,33632388",01/03/2010 22.00,"9,89999962"
28/02/2010 23.00,"97,56322065","13,86289673",01/03/2010 23.00,"9,89999962"
01/03/2010 0.00,"87,92146545","19,66436552",02/03/2010 0.00,"9,89999962"
01/03/2010 1.00,"94,52192295","13,66334511",02/03/2010 1.00,
01/03/2010 2.00,"100,3878813","7,93486692",02/03/2010 2.00,
01/03/2010 3.00,"103,9859436",,02/03/2010 3.00,
01/03/2010 4.00,"100,3963401","4,7810363",02/03/2010 4.00,
01/03/2010 5.00,"91,1404578","6,81707348",02/03/2010 5.00,
01/03/2010 6.00,,"14,09812818",02/03/2010 6.00,"14,39999962"
01/03/2010 7.00,"84,7887768","14,0494563",02/03/2010 7.00,"14,39999962"
01/03/2010 8.00,"81,80503485","19,04464426",02/03/2010 8.00,"14,39999962"
01/03/2010 9.00,"63,45745875","36,8206268",02/03/2010 9.00,"14,39999962"
01/03/2010 10.00,"43,5409947","53,43013256",02/03/2010 10.00,"14,39999962"
01/03/2010 11.00,"52,63609995","39,47800088",02/03/2010 11.00,"14,39999962"
01/03/2010 12.00,"74,3076054","19,66599072",02/03/2010 12.00,"14,39999962"
01/03/2010 13.00,"86,67076005","12,54555167",02/03/2010 13.00,"14,39999962"
01/03/2010 14.00,"86,2933659","20,15108424",02/03/2010 14.00,"14,39999962"
01/03/2010 15.00,"94,8028788","22,59593952",02/03/2010 15.00,"14,39999962"
01/03/2010 16.00,"92,5857954","23,12806824",02/03/2010 16.00,"14,39999962"
01/03/2010 17.00,"73,65939","37,03800208",02/03/2010 17.00,"14,39999962"
01/03/2010 18.00,"29,6969715","76,7318104",02/03/2010 18.00,"14,39999962"
01/03/2010 19.00,"16,1135751","107,68600056",02/03/2010 19.00,"14,39999962"
01/03/2010 20.00,"30,4602585","53,54208016",02/03/2010 20.00,"14,39999962"
01/03/2010 21.00,"40,21032225","46,99594664",02/03/2010 21.00,"14,39999962"
01/03/2010 22.00,"74,6003916","28,43637296",02/03/2010 22.00,"14,39999962"
01/03/2010 23.00,"85,01048115","19,16955904",02/03/2010 23.00,"14,39999962"
02/03/2010 0.00,"94,87056915","11,45858732",03/03/2010 0.00,"14,39999962"
02/03/2010 1.00,"100,35570195","7,61201998",03/03/2010 1.00,
02/03/2010 2.00,"93,6706365","10,34728321",03/03/2010 2.00,
02/03/2010 3.00,"91,131999","8,95856319",03/03/2010 3.00,
02/03/2010 4.00,"79,4898174","12,76781594",03/03/2010 4.00,
02/03/2010 5.00,"80,90469135","9,71943977",03/03/2010 5.00,
02/03/2010 6.00,"45,7614696","35,26966976",03/03/2010 6.00,"14,5"
02/03/2010 7.00,"22,55325555","60,1320176",03/03/2010 7.00,"14,5"
02/03/2010 8.00,"20,44278495","67,87058904",03/03/2010 8.00,"14,5"
02/03/2010 9.00,"49,93159815","53,3035964",03/03/2010 9.00,"14,5"
02/03/2010 10.00,"75,03703725","31,0142652",03/03/2010 10.00,"14,5"
02/03/2010 11.00,"79,94677215","23,642358",03/03/2010 11.00,"14,5"
02/03/2010 12.00,"84,2302965","22,5505104",03/03/2010 12.00,"14,5"
02/03/2010 13.00,"91,9037448","20,66535488",03/03/2010 13.00,"14,5"
02/03/2010 14.00,"91,9291212","28,3519964",03/03/2010 14.00,"14,5"
02/03/2010 15.00,"103,4477325","21,98595416",03/03/2010 15.00,"14,5"
02/03/2010 16.00,"104,3446845","20,88923096",03/03/2010 16.00,"14,5"
02/03/2010 17.00,"99,1066923","26,29",03/03/2010 17.00,"14,5"
02/03/2010 18.00,"95,36137905","31,04348056",03/03/2010 18.00,"14,5"
02/03/2010 19.00,"71,66740245","52,818522",03/03/2010 19.00,"14,5"
02/03/2010 20.00,"37,27735305","90,32865424",03/03/2010 20.00,"14,5"
02/03/2010 21.00,"23,0525043","90,71476352",03/03/2010 21.00,"14,5"
02/03/2010 22.00,"25,0005021","74,14581128",03/03/2010 22.00,"14,5"
02/03/2010 23.00,"34,0803456","59,3224768",03/03/2010 23.00,"14,5"
03/03/2010 0.00,"63,67918305","28,49801584",04/03/2010 0.00,"14,5"
03/03/2010 1.00,"60,15385845","31,16676632",04/03/2010 1.00,
03/03/2010 2.00,"66,3261291","20,92007152",04/03/2010 2.00,
03/03/2010 3.00,"70,24069815",,04/03/2010 3.00,
03/03/2010 4.00,"75,21303615","12,8489268",04/03/2010 4.00,
03/03/2010 5.00,"65,4325287","13,95049501",04/03/2010 5.00,
03/03/2010 6.00,,"25,61349616",04/03/2010 6.00,"22,20000076"
03/03/2010 7.00,"35,57984745","32,08662952",04/03/2010 7.00,"22,20000076"
03/03/2010 8.00,"22,4787822","53,05700576",04/03/2010 8.00,
03/03/2010 9.00,"19,13285798","77,18606336",04/03/2010 9.00,"22,20000076"
03/03/2010 10.00,"19,33934048","94,32609176",04/03/2010 10.00,"22,20000076"
03/03/2010 11.00,"22,7868102","100,13568464",04/03/2010 11.00,"22,20000076"
03/03/2010 12.00,"49,05830685","53,300346",04/03/2010 12.00,"22,20000076"
03/03/2010 13.00,"61,98674475","44,40182152",04/03/2010 13.00,"22,20000076"
03/03/2010 14.00,"59,456586","48,27434808",04/03/2010 14.00,"22,20000076"
03/03/2010 15.00,"78,4828212","33,20767336",04/03/2010 15.00,"22,20000076"
03/03/2010 16.00,"84,22014195","30,33451096",04/03/2010 16.00,"22,20000076"
03/03/2010 17.00,"76,3419069","38,2807256",04/03/2010 17.00,"22,20000076"
03/03/2010 18.00,"70,0883799","41,99912584",04/03/2010 18.00,"22,20000076"
03/03/2010 19.00,"57,4307433","50,52129224",04/03/2010 19.00,"22,20000076"
03/03/2010 20.00,"63,7587237","40,7775108",04/03/2010 20.00,"22,20000076"
03/03/2010 21.00,"67,04031915","35,22586584",04/03/2010 21.00,"22,20000076"
03/03/2010 22.00,"54,95979615","43,49329648",04/03/2010 22.00,"22,20000076"
03/03/2010 23.00,"64,3933731","35,55518872",04/03/2010 23.00,"22,20000076"
04/03/2010 0.00,"92,4723996","19,57513248",05/03/2010 0.00,"22,20000076"
04/03/2010 1.00,"112,2398571","8,8855573",05/03/2010 1.00,
04/03/2010 2.00,"118,21246815","4,73398772",05/03/2010 2.00,
04/03/2010 3.00,"118,88945145","4,01204711",05/03/2010 3.00,
04/03/2010 4.00,"115,06627335","5,54515754",05/03/2010 4.00,
04/03/2010 5.00,"114,64820115","5,51271282",05/03/2010 5.00,
04/03/2010 6.00,"111,4664754","5,80959862",05/03/2010 6.00,"5,30000019"
04/03/2010 7.00,"107,3859822","8,54811033",05/03/2010 7.00,"5,30000019"
04/03/2010 8.00,"97,2285993","14,48459882",05/03/2010 8.00,"5,30000019"
04/03/2010 9.00,"96,93363855","15,76752214",05/03/2010 9.00,"5,30000019"
04/03/2010 10.00,"99,4705803","12,30707174",05/03/2010 10.00,"5,30000019"
04/03/2010 11.00,"98,338338","10,23858792",05/03/2010 11.00,"5,30000019"
04/03/2010 12.00,"98,53466595","10,42353186",05/03/2010 12.00,"5,30000019"
04/03/2010 13.00,"95,9604975","12,78890147",05/03/2010 13.00,"5,30000019"
04/03/2010 14.00,"75,752943","30,57624512",05/03/2010 14.00,"5,30000019"
04/03/2010 15.00,"62,1136866","42,84923928",05/03/2010 15.00,"5,30000019"
04/03/2010 16.00,"59,4294939","38,8793728",05/03/2010 16.00,"5,30000019"
04/03/2010 17.00,"44,11473675","50,0005208",05/03/2010 17.00,"5,30000019"
04/03/2010 18.00,"44,43461505","51,85648008",05/03/2010 18.00,"5,30000019"
04/03/2010 19.00,"29,8916037","63,68007776",05/03/2010 19.00,"5,30000019"
04/03/2010 20.00,"49,45942155","40,9381188",05/03/2010 20.00,"5,30000019"
04/03/2010 21.00,"73,8929646","23,07290704",05/03/2010 21.00,"5,30000019"
04/03/2010 22.00,"74,57838675","16,97778755",05/03/2010 22.00,"5,30000019"
04/03/2010 23.00,"74,6934783","13,62440723",05/03/2010 23.00,"5,30000019"
05/03/2010 0.00,"71,13429855","15,24350986",06/03/2010 0.00,"5,30000019"
05/03/2010 1.00,"77,3979801","11,84145576",06/03/2010 1.00,
05/03/2010 2.00,"79,758903","12,1561939",06/03/2010 2.00,
05/03/2010 3.00,"80,2513887",,06/03/2010 3.00,
05/03/2010 4.00,"79,9603182","12,53906234",06/03/2010 4.00,
05/03/2010 5.00,"82,85264925","9,42255206",06/03/2010 5.00,
05/03/2010 6.00,,"13,20909024",06/03/2010 6.00,"9,30000019"
05/03/2010 7.00,"75,8561643","15,82105623",06/03/2010 7.00,"9,30000019"
05/03/2010 8.00,"65,2632729","25,56158536",06/03/2010 8.00,"9,30000019"
05/03/2010 9.00,"57,27842505","34,61261096",06/03/2010 9.00,"9,30000019"
05/03/2010 10.00,"67,7562249","25,23386856",06/03/2010 10.00,"9,30000019"
05/03/2010 11.00,"75,25197855","18,65528649",06/03/2010 11.00,"9,30000019"
05/03/2010 12.00,"77,11872","18,09395579",06/03/2010 12.00,"9,30000019"
05/03/2010 13.00,"77,72629725","20,30844184",06/03/2010 13.00,"9,30000019"
05/03/2010 14.00,"71,21046765","26,20241128",06/03/2010 14.00,"9,30000019"
05/03/2010 15.00,"76,88855685","20,35062056",06/03/2010 15.00,"9,30000019"
05/03/2010 16.00,"79,36287555","18,07123932",06/03/2010 16.00,"9,30000019"
05/03/2010 17.00,"72,16499535","25,24035024",06/03/2010 17.00,"9,30000019"
05/03/2010 18.00,"52,76473755","39,99066544",06/03/2010 18.00,"9,30000019"
05/03/2010 19.00,"41,7081084","53,26304288",06/03/2010 19.00,"9,30000019"
05/03/2010 20.00,"34,93502355","63,37671984",06/03/2010 20.00,"9,30000019"
05/03/2010 21.00,"59,0233119","43,05850768",06/03/2010 21.00,"9,30000019"
05/03/2010 22.00,"67,8171522","36,86443072",06/03/2010 22.00,"9,30000019"
05/03/2010 23.00,"68,7513708","33,53699624",06/03/2010 23.00,"9,30000019"
06/03/2010 0.00,"75,50247075","25,84547912",07/03/2010 0.00,"9,30000019"
06/03/2010 1.00,"86,12261385","13,85532712",07/03/2010 1.00,
06/03/2010 2.00,"96,63746085","9,82651368",07/03/2010 2.00,
06/03/2010 3.00,"106,09300275","8,25122262",07/03/2010 3.00,
06/03/2010 4.00,"107,7600846","6,70513162",07/03/2010 4.00,
06/03/2010 5.00,"106,08965115","6,85763274",07/03/2010 5.00,
06/03/2010 6.00,"111,92506605","6,87385414",07/03/2010 6.00,"8,80000019"
06/03/2010 7.00,"96,6763833","12,32166794",07/03/2010 7.00,"8,80000019"
06/03/2010 8.00,"78,64866555","28,5239808",07/03/2010 8.00,"8,80000019"
06/03/2010 9.00,"81,82366815","28,6310528",07/03/2010 9.00,"8,80000019"
06/03/2010 10.00,"90,24348585","18,75424778",07/03/2010 10.00,"8,80000019"
06/03/2010 11.00,"93,8534184","14,24414762",07/03/2010 11.00,"8,80000019"
06/03/2010 12.00,"96,99963315","13,68605776",07/03/2010 12.00,"8,80000019"
06/03/2010 13.00,"101,25776115","12,54068946",07/03/2010 13.00,"8,80000019"
06/03/2010 14.00,"101,99391615","15,23214685",07/03/2010 14.00,"8,80000019"
06/03/2010 15.00,"107,95302105","10,99297134",07/03/2010 15.00,"8,80000019"
06/03/2010 16.00,"109,9162008","10,10393532",07/03/2010 16.00,"8,80000019"
06/03/2010 17.00,"104,27025105","17,48233185",07/03/2010 17.00,"8,80000019"
06/03/2010 18.00,"99,74814465","22,341242",07/03/2010 18.00,"8,80000019"
06/03/2010 19.00,"69,92592705","47,48750272",07/03/2010 19.00,"8,80000019"
06/03/2010 20.00,"47,08325685","74,09875696",07/03/2010 20.00,"8,80000019"
06/03/2010 21.00,"16,5079068","109,62629816",07/03/2010 21.00,"8,80000019"
06/03/2010 22.00,"17,14595768","85,06090304",07/03/2010 22.00,"8,80000019"
06/03/2010 23.00,"35,0061054","46,411888",07/03/2010 23.00,"8,80000019"
07/03/2010 0.00,"39,58919895","39,84629032",08/03/2010 0.00,"8,80000019"
07/03/2010 1.00,"37,7444424","39,61428824",08/03/2010 1.00,
07/03/2010 2.00,"46,8818616","31,68591256",08/03/2010 2.00,
07/03/2010 3.00,"57,65244765",,08/03/2010 3.00,
07/03/2010 4.00,"53,31815055","26,57878848",08/03/2010 4.00,
07/03/2010 5.00,"71,5100169","13,93102702",08/03/2010 5.00,
07/03/2010 6.00,,"14,12571642",08/03/2010 6.00,"11,69999981"
07/03/2010 7.00,"59,44303995","19,36261368",08/03/2010 7.00,"11,69999981"
07/03/2010 8.00,"46,6110603","29,328646",08/03/2010 8.00,"11,69999981"
07/03/2010 9.00,"63,5285406","29,73909504",08/03/2010 9.00,"11,69999981"
07/03/2010 10.00,"100,11538425","14,64648404",08/03/2010 10.00,"11,69999981"
07/03/2010 11.00,"96,72208875","19,49727584",08/03/2010 11.00,"11,69999981"
07/03/2010 12.00,"101,99056455","17,0443003",08/03/2010 12.00,"11,69999981"
07/03/2010 13.00,"103,02632865","18,00635369",08/03/2010 13.00,"11,69999981"
07/03/2010 14.00,"103,71683805","13,27074077",08/03/2010 14.00,"11,69999981"
07/03/2010 15.00,"110,05327725","10,0325508",08/03/2010 15.00,"11,69999981"
07/03/2010 16.00,"109,98045975","11,07733643",08/03/2010 16.00,"11,69999981"
07/03/2010 17.00,"104,66629845","16,7019892",08/03/2010 17.00,"11,69999981"
07/03/2010 18.00,"94,83673395","26,68423528",08/03/2010 18.00,"11,69999981"
07/03/2010 19.00,"84,95633685","39,82195056",08/03/2010 19.00,"11,69999981"
07/03/2010 20.00,"73,03996245","52,55407328",08/03/2010 20.00,"11,69999981"
07/03/2010 21.00,"81,13655025","43,63444032",08/03/2010 21.00,"11,69999981"
07/03/2010 22.00,"78,21032415","44,61759072",08/03/2010 22.00,"11,69999981"
07/03/2010 23.00,"93,4201443","30,07168744",08/03/2010 23.00,"11,69999981"
08/03/2010 0.00,"105,12323325","16,3304723",09/03/2010 0.00,"11,69999981"
08/03/2010 1.00,"108,42683355","10,8615615",09/03/2010 1.00,
08/03/2010 2.00,"109,72661595","7,53414805",09/03/2010 2.00,
08/03/2010 3.00,"109,1528739","7,79534446",09/03/2010 3.00,
08/03/2010 4.00,"110,2411464","6,03023959",09/03/2010 4.00,
08/03/2010 5.00,"108,4556613","6,87710072",09/03/2010 5.00,
08/03/2010 6.00,"104,9624961","10,16720531",09/03/2010 6.00,14
08/03/2010 7.00,"90,27225375","25,2079036",09/03/2010 7.00,14
08/03/2010 8.00,"85,9684203","30,23067024",09/03/2010 8.00,14
08/03/2010 9.00,"79,24102095","37,85566888",09/03/2010 9.00,14
08/03/2010 10.00,"87,40360335","31,25599936",09/03/2010 10.00,14
08/03/2010 11.00,"91,7531223","25,59888848",09/03/2010 11.00,14
08/03/2010 12.00,"95,9181636","22,77763688",09/03/2010 12.00,14
08/03/2010 13.00,"97,28735205","22,59593952",09/03/2010 13.00,14
08/03/2010 14.00,"95,93849265","25,43990568",09/03/2010 14.00,14
08/03/2010 15.00,"101,2950078","21,361342",09/03/2010 15.00,14
08/03/2010 16.00,"102,84183105","21,5235752",09/03/2010 16.00,14
08/03/2010 17.00,"109,985547","20,08456576",09/03/2010 17.00,14
08/03/2010 18.00,"105,7223517","24,06741472",09/03/2010 18.00,14
08/03/2010 19.00,"104,41069905","26,34192992",09/03/2010 19.00,14
08/03/2010 20.00,"103,7303442","25,66055048",09/03/2010 20.00,14
08/03/2010 21.00,"103,20911055","24,86074176",09/03/2010 21.00,14
08/03/2010 22.00,"102,59477025","22,1708828",09/03/2010 22.00,14
08/03/2010 23.00,"78,72651045","31,08240888",09/03/2010 23.00,14
09/03/2010 0.00,"84,25230135","23,3097656",10/03/2010 0.00,14
09/03/2010 1.00,"93,46417395","14,5296704",10/03/2010 1.00,
09/03/2010 2.00,"93,97018575","13,41674874",10/03/2010 2.00,
09/03/2010 3.00,"96,1246461",,10/03/2010 3.00,
09/03/2010 4.00,"93,26108295","10,69933212",10/03/2010 4.00,
09/03/2010 5.00,"84,7498743","14,09488351",10/03/2010 5.00,
09/03/2010 6.00,,"24,0641452",10/03/2010 6.00,22
09/03/2010 7.00,"49,2021663","37,93679504",10/03/2010 7.00,22
09/03/2010 8.00,"28,1822478","63,16580712",10/03/2010 8.00,22
09/03/2010 9.00,"39,06622965","61,3309372",10/03/2010 9.00,22
09/03/2010 10.00,"69,82099005","38,3942984",10/03/2010 10.00,22
09/03/2010 11.00,"59,23994895","59,14563592",10/03/2010 11.00,22
09/03/2010 12.00,"89,9896221","29,66934528",10/03/2010 12.00,22
09/03/2010 13.00,"97,44475755","26,32244664",10/03/2010 13.00,22
09/03/2010 14.00,"96,8930004","27,02493456",10/03/2010 14.00,22
09/03/2010 15.00,"76,01187405","35,74501208",10/03/2010 15.00,22
09/03/2010 16.00,"70,82459475","33,74953416",10/03/2010 16.00,22
09/03/2010 17.00,"60,32139855","40,77101",10/03/2010 17.00,22
09/03/2010 18.00,"56,31883005","44,98911144",10/03/2010 18.00,22
09/03/2010 19.00,"64,62186045","35,87479864",10/03/2010 19.00,22
09/03/2010 20.00,"63,44732415","32,4224532",10/03/2010 20.00,22
09/03/2010 21.00,"64,0075002","30,68006672",10/03/2010 21.00,22
09/03/2010 22.00,"76,04742495","24,53300584",10/03/2010 22.00,22
09/03/2010 23.00,"87,01433895","14,65621803",10/03/2010 23.00,22
10/03/2010 0.00,"91,8021993","10,97999269",11/03/2010 0.00,22
10/03/2010 1.00,"100,22032125","7,18210105",11/03/2010 1.00,
10/03/2010 2.00,"101,11731315","5,78851117",11/03/2010 2.00,
10/03/2010 3.00,"102,3223131","3,94715383",11/03/2010 3.00,
10/03/2010 4.00,"102,16999485","4,2927115",11/03/2010 4.00,
10/03/2010 5.00,"102,10052895","4,63016038",11/03/2010 5.00,
10/03/2010 6.00,"100,4064747","6,89170075",11/03/2010 6.00,
10/03/2010 7.00,"102,9129129","7,66880256",11/03/2010 7.00,
10/03/2010 8.00,"98,8816164","10,58739026",11/03/2010 8.00,
10/03/2010 9.00,"83,76316725","23,01288936",11/03/2010 9.00,
10/03/2010 10.00,"77,7483021","28,28872832",11/03/2010 10.00,
10/03/2010 11.00,"80,99438655","25,55508456",11/03/2010 11.00,
10/03/2010 12.00,"83,3079282","21,8529172",11/03/2010 12.00,
10/03/2010 13.00,,"34,41630592",11/03/2010 13.00,
10/03/2010 14.00,"37,41612525","55,5245756",11/03/2010 14.00,
10/03/2010 15.00,"64,61507745","30,38967216",11/03/2010 15.00,
10/03/2010 16.00,"80,7371313","18,26267258",11/03/2010 16.00,
10/03/2010 17.00,"41,96875515","50,36716592",11/03/2010 17.00,
10/03/2010 18.00,"36,3143466","58,95420648",11/03/2010 18.00,
10/03/2010 19.00,"34,6760925","66,89070816",11/03/2010 19.00,
10/03/2010 20.00,"32,37100965","67,48608584",11/03/2010 20.00,
10/03/2010 21.00,"41,21731845","55,08005472",11/03/2010 21.00,
10/03/2010 22.00,"34,80810165","56,59693992",11/03/2010 22.00,
10/03/2010 23.00,"66,5173698","27,68197424",11/03/2010 23.00,
11/03/2010 0.00,"68,28934875","23,89705552",12/03/2010 0.00,
11/03/2010 1.00,"57,3088887","32,14829152",12/03/2010 1.00,
11/03/2010 2.00,"71,76388065","17,08810039",12/03/2010 2.00,
11/03/2010 3.00,"82,76127825",,12/03/2010 3.00,
11/03/2010 4.00,"90,39071685","10,78368574",12/03/2010 4.00,
11/03/2010 5.00,"84,9783417","15,50145778",12/03/2010 5.00,
11/03/2010 6.00,,"19,88338512",12/03/2010 6.00,"6,0999999"
11/03/2010 7.00,"60,37047555","33,4493884",12/03/2010 7.00,"6,0999999"
11/03/2010 8.00,"37,57520655","52,4323936",12/03/2010 8.00,"6,0999999"
11/03/2010 9.00,"49,5677301","53,99633312",12/03/2010 9.00,"6,0999999"
11/03/2010 10.00,"72,8419587","35,37674176",12/03/2010 10.00,"6,0999999"
11/03/2010 11.00,"87,38497005","23,91977008",12/03/2010 11.00,"6,0999999"
11/03/2010 12.00,"97,9270887","19,11115891",12/03/2010 12.00,"6,0999999"
11/03/2010 13.00,"104,0197389","14,89794263",12/03/2010 13.00,"6,0999999"
11/03/2010 14.00,"103,23277125","13,34860697",12/03/2010 14.00,"6,0999999"
11/03/2010 15.00,"105,229866","12,00693171",12/03/2010 15.00,"6,0999999"
11/03/2010 16.00,"98,98992495","18,52063198",12/03/2010 16.00,"6,0999999"
11/03/2010 17.00,"90,36873195","25,46262024",12/03/2010 17.00,"6,0999999"
11/03/2010 18.00,"91,24030755","26,6761284",12/03/2010 18.00,"6,0999999"
11/03/2010 19.00,"90,1131525","29,48277232",12/03/2010 19.00,"6,0999999"
11/03/2010 20.00,"66,9557112","54,5544268",12/03/2010 20.00,"6,0999999"
11/03/2010 21.00,"65,7845664","55,13684112",12/03/2010 21.00,"6,0999999"
11/03/2010 22.00,"87,64898835","31,36144616",12/03/2010 22.00,"6,0999999"
11/03/2010 23.00,"89,83730385","25,81790808",12/03/2010 23.00,"6,0999999"
12/03/2010 0.00,"79,0887027","32,88320696",13/03/2010 0.00,
12/03/2010 1.00,"65,16003165","36,66812568",13/03/2010 1.00,
12/03/2010 2.00,"55,85172075","36,63242864",13/03/2010 2.00,
12/03/2010 3.00,"58,9776264","21,93564944",13/03/2010 3.00,
12/03/2010 4.00,"62,7720366","15,41384612",13/03/2010 4.00,
12/03/2010 5.00,"75,7901697","13,18962034",13/03/2010 5.00,
12/03/2010 6.00,"68,8004478","23,22703336",13/03/2010 6.00,"16,7999897"
12/03/2010 7.00,"65,5713009","30,85851368",13/03/2010 7.00,"16,7999897"
12/03/2010 8.00,"36,03849795","62,05126408",13/03/2010 8.00,"16,7999897"
12/03/2010 9.00,"59,6207346","47,31716264",13/03/2010 9.00,"16,7999897"
12/03/2010 10.00,"90,4973496","25,56806704",13/03/2010 10.00,"16,7999897"
12/03/2010 11.00,"97,224729","23,0956216",13/03/2010 11.00,"16,7999897"
12/03/2010 12.00,"98,70559755","23,29192664",13/03/2010 12.00,"16,7999897"
12/03/2010 13.00,"104,3108892","20,19163776",13/03/2010 13.00,"16,7999897"
12/03/2010 14.00,"103,13629305","26,34030472",13/03/2010 14.00,"16,7999897"
12/03/2010 15.00,"107,16096615","22,36556264",13/03/2010 15.00,"16,7999897"
12/03/2010 16.00,"114,7734273","16,55435412",13/03/2010 16.00,"16,7999897"
12/03/2010 17.00,"115,4283858","18,06789332",13/03/2010 17.00,"16,7999897"
12/03/2010 18.00,"105,5548116","28,71703544",13/03/2010 18.00,"16,7999897"
12/03/2010 19.00,"88,0890255","47,86713032",13/03/2010 19.00,"16,7999897"
12/03/2010 20.00,"39,30654735","94,76250576",13/03/2010 20.00,"16,7999897"
