,TARANTO,,
,TA Carcere,,
,SO2,NO2,PM10



24/01/2010 5.00,"2,777733","14,543951",
24/01/2010 6.00,"3,176874","32,148271","23,93162"
24/01/2010 7.00,"2,826497","17,427821",
24/01/2010 8.00,"3,43153","24,960662","25,88522"
24/01/2010 9.00,"3,626585","25,928879",
24/01/2010 10.00,"8,186908","31,434447","37,118431"
24/01/2010 11.00,"67,019585","39,912156",
24/01/2010 12.00,"144,149378","34,028897","40,04884"
24/01/2010 13.00,"108,085839","25,34744",
24/01/2010 14.00,"46,531542","15,066997","41,514042"
24/01/2010 15.00,"10,016455","7,669128",
24/01/2010 16.00,"5,806509","8,397234","31,25762"
24/01/2010 17.00,"3,724112","9,170764",
24/01/2010 18.00,"3,27982","16,865845","32,234421"
24/01/2010 19.00,"3,574209","14,891776",
24/01/2010 20.00,"3,334002","30,079469","27,83882"
24/01/2010 21.00,"3,848731","39,600653",
24/01/2010 22.00,"2,626023","25,199471","38,09523"
24/01/2010 23.00,"1,96139","16,124757",
25/01/2010 0.00,"2,203404","21,683533","33,699631"
25/01/2010 1.00,"2,360531","15,804181",
25/01/2010 2.00,"1,90179","9,532871","30,28083"
25/01/2010 3.00,"1,858444","11,395307",
25/01/2010 4.00,"2,174507","10,262267","25,39682"
25/01/2010 5.00,"2,076978","15,782117",
25/01/2010 6.00,"2,689236","38,062682","23,93162"
25/01/2010 7.00,"2,653114","37,04385",
25/01/2010 8.00,"4,731899","31,426665","26,37361"
25/01/2010 9.00,"4,513365","42,601348",
25/01/2010 10.00,"9,732904","51,829214","58,119652"
25/01/2010 11.00,"12,992856","54,023921",
25/01/2010 12.00,"4,159375","12,501099","47,863232"
25/01/2010 13.00,"4,354431","12,847634",
25/01/2010 14.00,"5,152712","20,912594","38,58363"
25/01/2010 15.00,"4,105194","14,471273",
25/01/2010 16.00,"3,225638","9,656167","30,76923"
25/01/2010 17.00,"3,664512","13,830122",
25/01/2010 18.00,"3,496549","14,89308","26,37361"
25/01/2010 19.00,"1,85122","28,057376",
25/01/2010 20.00,"1,979451","21,421359","41,514042"
25/01/2010 21.00,"3,518221","14,22727",
25/01/2010 22.00,"2,42555","13,244783","33,211231"
25/01/2010 23.00,"2,109488","12,777549",
26/01/2010 0.00,"1,85122","11,109784","36,630032"
26/01/2010 1.00,,"11,427758",
26/01/2010 2.00,"1,943329",,"44,932831"
26/01/2010 3.00,"1,834966","19,586184",
26/01/2010 4.00,"1,829547","11,473183","41,025631"
26/01/2010 5.00,"1,85122","11,863843",
26/01/2010 6.00,"1,925268","20,287026","36,630032"
26/01/2010 7.00,"1,840383","36,362473",
26/01/2010 8.00,"2,15464","52,779248","36,630032"
26/01/2010 9.00,"1,979451","30,237801",
26/01/2010 10.00,"1,843996","13,828819","29,79241"
26/01/2010 11.00,"1,928881","8,719104",
26/01/2010 12.00,"3,671737","8,598404","22,954821"
26/01/2010 13.00,"3,001686","7,286255",
26/01/2010 14.00,"2,53572","6,648999","21,97802"
26/01/2010 15.00,"1,876505","4,404978",
26/01/2010 16.00,"1,782589","4,486743","12,21001"
26/01/2010 17.00,"1,876505","5,828743",
26/01/2010 18.00,"1,80968","5,571765","11,23321"
26/01/2010 19.00,"1,815099","4,280383",
26/01/2010 20.00,"1,979451","3,861169","10,25641"
26/01/2010 21.00,"3,23828","4,337488",
26/01/2010 22.00,"2,980012","4,493234","5,860806"
26/01/2010 23.00,"2,309961","3,77551",
27/01/2010 0.00,"1,237157","3,399127","5,372406"
27/01/2010 1.00,"0,38108","2,328384",
27/01/2010 2.00,"0,373856","2,642468","10,25641"
27/01/2010 3.00,"1,41957","3,188872",
27/01/2010 4.00,"1,638104","3,279722","16,60561"
27/01/2010 5.00,"2,662145","4,229764",
27/01/2010 6.00,"3,411664","3,499063","15,62881"
27/01/2010 7.00,"2,728969","3,168106",
27/01/2010 8.00,"3,343033","3,53151","14,16361"
27/01/2010 9.00,"3,267177","3,741765",
27/01/2010 10.00,"2,974595","4,447807","11,23321"
27/01/2010 11.00,"2,309961","4,338787",
27/01/2010 12.00,"2,037245","3,865064","18,55921"
27/01/2010 13.00,"1,80968","4,140212",
27/01/2010 14.00,"1,820517","3,758636","15,14041"
27/01/2010 15.00,"1,827741","3,50166",
27/01/2010 16.00,"1,896371","4,17785","17,094"
27/01/2010 17.00,"1,847608","2,642468",
27/01/2010 18.00,"1,878312","3,126575","20,51281"
27/01/2010 19.00,"1,874699","17,181224",
27/01/2010 20.00,"1,424988","17,29284","19,0476"
27/01/2010 21.00,"1,757305","19,812009",
27/01/2010 22.00,"1,798844","17,383694","11,72161"
27/01/2010 23.00,"1,97042","9,345976",
28/01/2010 0.00,"1,869281","13,105907","7,814408"
28/01/2010 1.00,,"13,641932",
28/01/2010 2.00,"4,213558",,"12,21001"
28/01/2010 3.00,"7,53853","24,102766",
28/01/2010 4.00,"7,849173","19,214987","11,72161"
28/01/2010 5.00,"10,740689","34,699892",
28/01/2010 6.00,"9,629957","32,387081","20,51281"
28/01/2010 7.00,"13,202358","33,26704",
28/01/2010 8.00,"18,07332","50,680598","21,97802"
28/01/2010 9.00,"7,403074","52,363922",
28/01/2010 10.00,"7,175509","43,023153","24,42001"
28/01/2010 11.00,"13,59969","40,546807",
28/01/2010 12.00,"18,615147","34,529879","33,699631"
28/01/2010 13.00,"10,377661","15,963816",
28/01/2010 14.00,"6,100899","10,885251","19,0476"
28/01/2010 15.00,"4,59825","6,584105",
28/01/2010 16.00,"4,419449","9,987125","11,23321"
28/01/2010 17.00,"3,85415","19,544635",
28/01/2010 18.00,"3,632004","48,238","20,02442"
28/01/2010 19.00,"3,646452","41,160692",
28/01/2010 20.00,"3,574209","40,308","23,93162"
28/01/2010 21.00,,"55,624936",
28/01/2010 22.00,"3,113662","35,764148","33,211231"
28/01/2010 23.00,"3,455008","32,074298",
29/01/2010 0.00,"3,498355","19,629012","26,37361"
29/01/2010 1.00,"3,510997","13,889821",
29/01/2010 2.00,"3,155202","9,979337","22,46641"
29/01/2010 3.00,"3,240087","5,618488",
29/01/2010 4.00,"2,900546","5,195382","20,02442"
29/01/2010 5.00,"2,871649","9,382318",
29/01/2010 6.00,"3,436948","12,629589","13,18681"
29/01/2010 7.00,"3,641034","20,063801",
29/01/2010 8.00,"2,483344","20,464843","15,14041"
29/01/2010 9.00,"3,603106","57,737123",
29/01/2010 10.00,"4,11603","37,093181","26,86202"
29/01/2010 11.00,"5,533794","27,10734",
29/01/2010 12.00,"3,864986","20,724417","25,88522"
29/01/2010 13.00,"4,056429","16,90867",
29/01/2010 14.00,"4,506141","20,572565","19,0476"
29/01/2010 15.00,"9,39878","31,403299",
29/01/2010 16.00,"6,397095","37,355335","22,46641"
29/01/2010 17.00,"5,421817","28,397425",
29/01/2010 18.00,"4,293024","25,449962","24,42001"
29/01/2010 19.00,"4,063654","39,557825",
29/01/2010 20.00,"4,128672","41,840793","30,28083"
29/01/2010 21.00,"3,650064","47,993989",
29/01/2010 22.00,"3,585046","31,2203","36,141621"
29/01/2010 23.00,"3,628391","17,771761",
30/01/2010 0.00,"3,556149","10,968316","40,04884"
30/01/2010 1.00,,"7,220064",
30/01/2010 2.00,"3,561566",,"26,86202"
30/01/2010 3.00,"2,756061",,
30/01/2010 4.00,"3,301493",,"14,65201"
30/01/2010 5.00,"2,925831",,
30/01/2010 6.00,"2,52669",,"14,16361"
30/01/2010 7.00,"2,040858",,
30/01/2010 8.00,"3,02697",,"12,21001"
30/01/2010 9.00,"3,27982",,
30/01/2010 10.00,"2,542944",,"11,72161"
30/01/2010 11.00,"3,366511",,
30/01/2010 12.00,"3,509191",,"7,814408"
30/01/2010 13.00,"3,222026",,
30/01/2010 14.00,"2,315379",,"15,62881"
30/01/2010 15.00,"2,178119",,
30/01/2010 16.00,"2,929443",,"8,791209"
30/01/2010 17.00,"2,385817",,
30/01/2010 18.00,"2,770509",,"8,302809"
30/01/2010 19.00,"2,355114",,
30/01/2010 20.00,"2,519465",,"5,860806"
30/01/2010 21.00,"3,489324",,
30/01/2010 22.00,"2,913188",,"9,27961"
30/01/2010 23.00,"2,638665",,
31/01/2010 0.00,"3,547118",,"9,76801"
31/01/2010 1.00,"2,992656",,
31/01/2010 2.00,"2,781345",,"6,349206"
31/01/2010 3.00,"2,743418",,
31/01/2010 4.00,"2,83914",,"8,302809"
31/01/2010 5.00,"2,523077",,
31/01/2010 6.00,"3,917362",,"5,372406"
31/01/2010 7.00,"3,402633",,
31/01/2010 8.00,"3,138947",,"7,814408"
31/01/2010 9.00,"3,055867",,
31/01/2010 10.00,"3,175068",,"9,76801"
31/01/2010 11.00,"3,637421",,
31/01/2010 12.00,"1,927075",,"12,21001"
31/01/2010 13.00,"2,495986",,
31/01/2010 14.00,"2,461671",,"13,67521"
31/01/2010 15.00,"2,936667",,
31/01/2010 16.00,"2,237718",,"8,791209"
31/01/2010 17.00,"2,024603",,
31/01/2010 18.00,"2,201598",,"6,837607"
31/01/2010 19.00,"1,999317",,
31/01/2010 20.00,"2,232301",,"4,395605"
31/01/2010 21.00,"1,85122",,
31/01/2010 22.00,"1,860251",,"7,326007"
31/01/2010 23.00,"1,834966",,
01/02/2010 0.00,"1,831353",,"6,837607"
01/02/2010 1.00,,,
01/02/2010 2.00,"2,978207",,"13,18681"
01/02/2010 3.00,"2,385817","11,833989",
01/02/2010 4.00,"2,43458","9,575701","8,302809"
01/02/2010 5.00,"1,887341","10,306402",
01/02/2010 6.00,"1,847608","18,09493","10,25641"
01/02/2010 7.00,"1,862057","24,973645",
01/02/2010 8.00,"3,435142","38,324854","18,07081"
01/02/2010 9.00,"7,87807","36,859553",
01/02/2010 10.00,"4,208139","15,854806","24,908421"
01/02/2010 11.00,"3,760234","9,281085",
01/02/2010 12.00,"6,891957","15,31878","20,02442"
01/02/2010 13.00,"6,875702","12,067607",
01/02/2010 14.00,"3,404439","8,341425","18,55921"
01/02/2010 15.00,"3,393603","7,438104",
01/02/2010 16.00,"1,856638","9,583486","14,16361"
01/02/2010 17.00,"1,811486","12,79831",
01/02/2010 18.00,"1,869281","15,560188","15,14041"
01/02/2010 19.00,"2,479732","16,027423",
01/02/2010 20.00,"1,847608","15,692565","8,302809"
01/02/2010 21.00,"2,790375","15,88465",
01/02/2010 22.00,"3,189516","15,644544","7,814408"
01/02/2010 23.00,"4,630759","16,791866",
02/02/2010 0.00,"7,592711","21,581011","15,14041"
02/02/2010 1.00,"7,043667","20,004089",
02/02/2010 2.00,"12,976594","26,229981","20,02442"
02/02/2010 3.00,"16,583314","19,216287",
02/02/2010 4.00,"30,645362","9,526383","22,46641"
02/02/2010 5.00,"15,983701","34,201509",
02/02/2010 6.00,"21,858838","21,873031","27,35042"
02/02/2010 7.00,"19,68975","25,919798",
02/02/2010 8.00,"19,010669","39,944584","19,53602"
02/02/2010 9.00,"14,26794","28,021048",
02/02/2010 10.00,"11,557025","15,343438","23,44322"
02/02/2010 11.00,"16,160699","14,231167",
02/02/2010 12.00,"2,925831","7,535446","24,908421"
02/02/2010 13.00,"3,072122","6,742446",
02/02/2010 14.00,"8,495745","15,422605","23,93162"
02/02/2010 15.00,"6,655362","12,989103",
02/02/2010 16.00,"2,604351","9,279787","26,37361"
02/02/2010 17.00,"4,858324","15,529033",
02/02/2010 18.00,"3,848731","16,396019","17,094"
02/02/2010 19.00,"3,507385","19,712069",
02/02/2010 20.00,"2,927637","18,798375","15,62881"
02/02/2010 21.00,"3,003492","18,227316",
02/02/2010 22.00,"3,167844","18,000179","17,094"
02/02/2010 23.00,"2,134772","20,373985",
03/02/2010 0.00,"21,922055","52,156282","17,582411"
03/02/2010 1.00,,"51,659198",
03/02/2010 2.00,"13,99341",,"28,327221"
03/02/2010 3.00,"10,695535","38,75574",
03/02/2010 4.00,"5,268302","32,280659","30,76923"
03/02/2010 5.00,"5,035318","34,77777",
03/02/2010 6.00,"3,845119","34,15348","29,79241"
03/02/2010 7.00,"3,066704","39,734343",
03/02/2010 8.00,"3,223832","45,54491","33,211231"
03/02/2010 9.00,"2,756061","41,665577",
03/02/2010 10.00,"3,084765","33,623954","36,141621"
03/02/2010 11.00,"5,743298","21,226679",
03/02/2010 12.00,"2,391234","9,270701","19,0476"
03/02/2010 13.00,"1,876505","10,691865",
03/02/2010 14.00,"1,815099","8,001381","15,62881"
03/02/2010 15.00,"2,743418","7,913128",
03/02/2010 16.00,"2,118519","5,391362","10,74481"
03/02/2010 17.00,"1,838577","8,301191",
03/02/2010 18.00,"2,028215","12,647757","9,27961"
03/02/2010 19.00,"1,755499","8,632146",
03/02/2010 20.00,"1,862057","54,125143","9,76801"
03/02/2010 21.00,"1,887341","55,692983",
03/02/2010 22.00,"1,807874","51,064758","22,954821"
03/02/2010 23.00,"1,965003","34,653165",
04/02/2010 0.00,"2,089621","34,693411","31,746031"
04/02/2010 1.00,"1,939718","35,965312",
04/02/2010 2.00,"1,854832","25,696571","33,699631"
04/02/2010 3.00,"2,188955","22,209179",
04/02/2010 4.00,"1,863863","19,148795","35,164822"
04/02/2010 5.00,"1,834966","11,793759",
04/02/2010 6.00,"1,68145","25,185188","21,48962"
04/02/2010 7.00,"1,780783","41,046491",
04/02/2010 8.00,"2,22327","51,371078","30,28083"
04/02/2010 9.00,"1,439436","47,529355",
04/02/2010 10.00,"1,601982","30,882854","32,722832"
04/02/2010 11.00,"4,771633","22,621904",
04/02/2010 12.00,"3,588658","15,987182","23,93162"
04/02/2010 13.00,"3,391797","11,491351",
04/02/2010 14.00,"1,84219","7,151275","7,814408"
04/02/2010 15.00,"1,782589","4,734638",
04/02/2010 16.00,"1,83316","5,418615","4,884005"
04/02/2010 17.00,"1,840383","7,791127",
04/02/2010 18.00,"0,465966","13,688652","5,860806"
04/02/2010 19.00,"3,314135","95,049644",
04/02/2010 20.00,"1,769947","75,286967","20,02442"
04/02/2010 21.00,"1,939718","61,735861",
04/02/2010 22.00,"1,955972","54,022623","45,909641"
04/02/2010 23.00,"1,80968","32,911429",
05/02/2010 0.00,"1,806069","27,767956","35,653221"
05/02/2010 1.00,,"16,055974",
05/02/2010 2.00,"1,762722",,"31,746031"
05/02/2010 3.00,"1,697704","9,710678",
05/02/2010 4.00,"1,616431","11,050076","28,327221"
05/02/2010 5.00,"1,508068","14,273992",
05/02/2010 6.00,"1,822323","20,536217","28,327221"
05/02/2010 7.00,"1,462916","31,7109",
05/02/2010 8.00,"2,335246","56,675463","27,83882"
05/02/2010 9.00,"1,376224","48,374268",
05/02/2010 10.00,"0,095722","12,029971","34,18803"
05/02/2010 11.00,"0,861495","13,427785",
05/02/2010 12.00,"1,748274","7,863808","17,094"
05/02/2010 13.00,"1,421375","4,664553",
05/02/2010 14.00,"1,820517","5,963723","12,69841"
05/02/2010 15.00,"1,838577","5,885851",
05/02/2010 16.00,"1,853026","5,391362","17,094"
05/02/2010 17.00,"1,816905","6,229785",
05/02/2010 18.00,"1,766335","5,663913","23,93162"
05/02/2010 19.00,"1,634492","4,921532",
05/02/2010 20.00,"1,760917","3,684659","23,93162"
05/02/2010 21.00,"1,607401","4,009127",
05/02/2010 22.00,"1,77356","2,307616","26,86202"
05/02/2010 23.00,"1,838577","2,452977",
06/02/2010 0.00,"1,815099","2,765765","24,908421"
06/02/2010 1.00,"1,811486","2,724233",
06/02/2010 2.00,"1,966809","2,785233","26,86202"
06/02/2010 3.00,"1,899984","2,642468",
06/02/2010 4.00,"1,849414","2,870893","24,908421"
06/02/2010 5.00,"2,183537","4,211595",
06/02/2010 6.00,"5,228568","14,880099","23,93162"
06/02/2010 7.00,"2,369561","7,000721",
06/02/2010 8.00,"2,669369","27,189097","16,11721"
06/02/2010 9.00,"2,738","6,419276",
06/02/2010 10.00,"2,369561","4,84366","10,74481"
06/02/2010 11.00,"1,927075","3,626255",
06/02/2010 12.00,"1,869281","2,729426","13,18681"
06/02/2010 13.00,"1,995706","3,540596",
06/02/2010 14.00,"1,889148","3,672979","10,74481"
06/02/2010 15.00,"1,869281","3,172",
06/02/2010 16.00,"1,806069","2,755383","7,326007"
06/02/2010 17.00,"1,822323","3,161616",
06/02/2010 18.00,"1,860251","3,990958","7,814408"
06/02/2010 19.00,"1,815099","5,218745",
06/02/2010 20.00,"1,919851","5,723616","4,884005"
06/02/2010 21.00,"1,845802","5,554893",
06/02/2010 22.00,"1,83316","3,76902","3,907204"
06/02/2010 23.00,"1,939718","3,410807",
07/02/2010 0.00,"1,880118","3,691148","3,418803"
07/02/2010 1.00,,"3,872851",
07/02/2010 2.00,"1,834966",,"2,930403"
07/02/2010 3.00,"2,158252",,
07/02/2010 4.00,"1,874699",,"2,930403"
07/02/2010 5.00,"2,331634",,
07/02/2010 6.00,"1,869281",,"9,27961"
07/02/2010 7.00,"2,943891",,
07/02/2010 8.00,"1,849414",,"12,21001"
07/02/2010 9.00,"2,647696",,
07/02/2010 10.00,"3,08657",,"11,72161"
07/02/2010 11.00,"2,252167",,
07/02/2010 12.00,"2,817466",,"8,302809"
07/02/2010 13.00,"1,919851",,
07/02/2010 14.00,"2,190761",,"14,65201"
07/02/2010 15.00,"2,616993",,
07/02/2010 16.00,"2,1131",,"20,02442"
07/02/2010 17.00,"1,874699",,
07/02/2010 18.00,"2,441805",,"10,74481"
07/02/2010 19.00,"3,492936",,
07/02/2010 20.00,"3,615749",,"10,25641"
07/02/2010 21.00,"3,763847",,
07/02/2010 22.00,"2,83914",,"6,837607"
07/02/2010 23.00,"3,604912",,
08/02/2010 0.00,"3,906526",,"12,21001"
08/02/2010 1.00,"5,732462",,
08/02/2010 2.00,"5,280944",,"15,62881"
08/02/2010 3.00,"4,966688",,
08/02/2010 4.00,"8,627589",,"21,48962"
08/02/2010 5.00,"9,611896",,
08/02/2010 6.00,"5,55366",,"24,908421"
08/02/2010 7.00,"5,450714",,
08/02/2010 8.00,"5,409175",,"28,81562"
08/02/2010 9.00,"5,947383",,
08/02/2010 10.00,"6,572283",,"24,908421"
08/02/2010 11.00,"6,931691",,
08/02/2010 12.00,"9,545072",,"23,93162"
08/02/2010 13.00,"9,729291",,
08/02/2010 14.00,"8,986996",,"26,86202"
08/02/2010 15.00,"9,104391",,
08/02/2010 16.00,"8,134532",,"20,51281"
08/02/2010 17.00,"7,981016",,
08/02/2010 18.00,"7,309158",,"25,88522"
08/02/2010 19.00,"9,452962",,
08/02/2010 20.00,"7,0238",,"28,81562"
08/02/2010 21.00,"18,037185",,
08/02/2010 22.00,"10,057995",,"39,072041"
08/02/2010 23.00,"8,19052",,
09/02/2010 0.00,"6,599374",,"42,97924"
09/02/2010 1.00,,,
09/02/2010 2.00,"3,58324",,"36,630032"
09/02/2010 3.00,"3,579627","9,981934",
09/02/2010 4.00,"2,363807","10,706777","23,44322"
09/02/2010 5.00,"3,21119","10,228527",
09/02/2010 6.00,"3,408051","7,479639","24,42001"
09/02/2010 7.00,"3,74398","36,75313",
09/02/2010 8.00,"3,724112","47,904452","30,76923"
09/02/2010 9.00,"3,612137","31,427963",
09/02/2010 10.00,"3,395408","32,496104","36,630032"
09/02/2010 11.00,"3,669931","10,832032",
09/02/2010 12.00,"5,421817","7,743107","32,722832"
09/02/2010 13.00,"5,698146","7,772956",
09/02/2010 14.00,"4,945015","6,049382","26,37361"
09/02/2010 15.00,"3,745786","5,746979",
09/02/2010 16.00,"3,559761","5,03185","14,65201"
09/02/2010 17.00,"3,628391","6,127254",
09/02/2010 18.00,"3,628391","6,207723","16,60561"
09/02/2010 19.00,"3,427917",,
09/02/2010 20.00,"2,555587","4,397191","4,395605"
09/02/2010 21.00,"1,85122","4,330999",
09/02/2010 22.00,"1,972226","2,93449","8,791209"
09/02/2010 23.00,"2,376786","3,286212",
10/02/2010 0.00,"1,874699","3,460127","11,72161"
10/02/2010 1.00,"2,06253","3,618467",
10/02/2010 2.00,"3,397214","2,763171","10,74481"
10/02/2010 3.00,"3,207577","3,014956",
10/02/2010 4.00,"3,108244","2,861809","18,55921"
10/02/2010 5.00,"3,622973","2,777446",
10/02/2010 6.00,"4,079909","2,586659","11,23321"
10/02/2010 7.00,"4,265933","3,064276",
10/02/2010 8.00,"3,906526","3,24987","13,18681"
10/02/2010 9.00,"4,442928","4,292063",
10/02/2010 10.00,"1,692286","7,070807","12,21001"
10/02/2010 11.00,"0,325092","4,211595",
10/02/2010 12.00,"2,651309","3,549679","14,65201"
10/02/2010 13.00,"2,996267","3,522424",
10/02/2010 14.00,"3,55073","3,680766","8,791209"
10/02/2010 15.00,"3,296074","3,680766",
10/02/2010 16.00,"3,525446","3,676872","15,62881"
10/02/2010 17.00,"3,561566","5,488702",
10/02/2010 18.00,"2,913188","4,660658","8,791209"
10/02/2010 19.00,"2,609768","4,606148",
10/02/2010 20.00,"3,088377","4,650275","5,860806"
10/02/2010 21.00,"3,633809","4,698298",
10/02/2010 22.00,"3,348451","4,879999","9,27961"
10/02/2010 23.00,"3,438755","5,064297",
11/02/2010 0.00,"2,920412","9,652275","8,791209"
11/02/2010 1.00,,"9,05136",
11/02/2010 2.00,"3,500161",,"13,18681"
11/02/2010 3.00,"3,480294",,
11/02/2010 4.00,"3,359287",,"16,11721"
11/02/2010 5.00,"3,33942",,
11/02/2010 6.00,"3,590463",,"17,094"
11/02/2010 7.00,"7,068951",,
11/02/2010 8.00,"8,889469",,"13,67521"
11/02/2010 9.00,"8,685382",,
11/02/2010 10.00,"12,066339",,"25,39682"
11/02/2010 11.00,"5,150907",,
11/02/2010 12.00,"4,390553",,"19,0476"
11/02/2010 13.00,"3,753009",,
11/02/2010 14.00,"3,644646",,"12,21001"
11/02/2010 15.00,"3,608524",,
11/02/2010 16.00,"1,918045",,"13,18681"
11/02/2010 17.00,"2,252167",,
11/02/2010 18.00,"1,965003",,"15,62881"
11/02/2010 19.00,"1,914432",,
11/02/2010 20.00,"2,750642",,"13,67521"
11/02/2010 21.00,"2,925831",,
11/02/2010 22.00,"2,886097",,"9,27961"
11/02/2010 23.00,"2,412908",,
12/02/2010 0.00,"2,616993",,"17,094"
12/02/2010 1.00,"2,100458",,
12/02/2010 2.00,"1,992093",,"14,65201"
12/02/2010 3.00,"1,918045",,
12/02/2010 4.00,"2,799406",,"13,67521"
12/02/2010 5.00,"3,146171",,
12/02/2010 6.00,"3,263565",,"14,16361"
12/02/2010 7.00,"2,931249",,
12/02/2010 8.00,"2,559199",,"18,55921"
12/02/2010 9.00,"1,972226",,
12/02/2010 10.00,"2,539332",,"19,53602"
12/02/2010 11.00,"2,698266",,
12/02/2010 12.00,"6,54158",,"11,72161"
12/02/2010 13.00,"19,527203",,
12/02/2010 14.00,"4,742735",,"14,16361"
12/02/2010 15.00,"3,334002",,
12/02/2010 16.00,"3,552537",,"11,23321"
12/02/2010 17.00,"2,783152",,
12/02/2010 18.00,"2,738",,"6,837607"
12/02/2010 19.00,"2,707297",,
12/02/2010 20.00,"3,514608",,"4,884005"
12/02/2010 21.00,"3,184099",,
12/02/2010 22.00,"2,360531",,"4,884005"
12/02/2010 23.00,"2,031827",,
13/02/2010 0.00,"2,43458",,"3,907204"
13/02/2010 1.00,,,
13/02/2010 2.00,"2,313573",,"7,814408"
13/02/2010 3.00,"1,955972",,
13/02/2010 4.00,"2,210627",,"5,860806"
13/02/2010 5.00,"3,193129",,
13/02/2010 6.00,"8,958099",,"8,302809"
13/02/2010 7.00,"10,038128",,
13/02/2010 8.00,"9,843072",,"14,65201"
13/02/2010 9.00,"2,573648",,
13/02/2010 10.00,"2,65492",,"14,16361"
13/02/2010 11.00,"3,111856",,
13/02/2010 12.00,"3,375542",,"17,582411"
13/02/2010 13.00,"2,815661",,
13/02/2010 14.00,"3,337614",,"10,74481"
13/02/2010 15.00,"3,632004",,
13/02/2010 16.00,"2,591709",,"10,25641"
13/02/2010 17.00,"1,898178",,
13/02/2010 18.00,"1,894566",,"20,51281"
13/02/2010 19.00,"1,881923",,
13/02/2010 20.00,"1,992093",,"15,62881"
13/02/2010 21.00,"1,894566",,
13/02/2010 22.00,"1,91082",,"37,118431"
13/02/2010 23.00,"1,838577",,
14/02/2010 0.00,"1,907208",,"32,234421"
14/02/2010 1.00,"1,885535",,
14/02/2010 2.00,"1,865669",,"22,954821"
14/02/2010 3.00,"1,665195",,
14/02/2010 4.00,"1,629073",,"22,46641"
14/02/2010 5.00,"1,968615",,
14/02/2010 6.00,"1,918045",,"12,69841"
14/02/2010 7.00,"1,912626",,
14/02/2010 8.00,"2,026409",,"7,814408"
14/02/2010 9.00,"2,076978",,
14/02/2010 10.00,"1,887341",,"4,884005"
14/02/2010 11.00,"1,843996",,
14/02/2010 12.00,"1,90179",,"3,418803"
14/02/2010 13.00,"1,847608",,
