GROTTAGLIE,,,,,
,,,,,,
,SO2,NO2,CO,O3,PM10
26/07/2011 4.00,,"4,835872",,"74,439298","13,1"
26/07/2011 5.00,,"8,608785",,"71,918211","13,1"
26/07/2011 6.00,,"11,609467","0,000061","66,829311","13,1"
26/07/2011 7.00,,"17,226653","0,000084","62,307681","13,1"
26/07/2011 8.00,,"3,527617","0,000161","86,998679","13,1"
26/07/2011 9.00,,"5,200573",,"91,372353","13,1"
26/07/2011 10.00,"1,637705","10,517946","0,209067","88,595895","13,1"
26/07/2011 11.00,"3,762927","17,518675","0,26894","87,311296","13,1"
26/07/2011 12.00,"5,879123","12,135096","0,278158","102,630979","13,1"
26/07/2011 13.00,"4,189055","7,752188","0,262378","114,043218","13,1"
26/07/2011 14.00,"0,644609","7,414744","0,156693","108,635469","13,1"
26/07/2011 15.00,"0,205842","7,172042","0,135954","112,522729","13,1"
26/07/2011 16.00,,"7,573084","0,083072","109,895593","13,1"
26/07/2011 17.00,,"6,93583","0,093929","106,976107","13,1"
26/07/2011 18.00,,"4,114255","0,119434","99,943196","13,1"
26/07/2011 19.00,,"9,03968","0,151459","91,466561","13,1"
26/07/2011 20.00,,"21,972971","0,190046","81,963477","13,1"
26/07/2011 21.00,,"14,367438","0,111154","76,195615","13,1"
26/07/2011 22.00,,"17,767864","0,139273","63,98793","13,1"
26/07/2011 23.00,,"15,99887","0,141423","55,826682","13,1"
27/07/2011 0.00,,"13,405712","0,104552","76,043492","13,1"
27/07/2011 1.00,,"9,261617","0,078581","79,925266","14,7"
27/07/2011 2.00,,,"0,079326","81,768105","14,7"
27/07/2011 3.00,,"6,481575",,"76,102107","14,7"
27/07/2011 4.00,,"7,826168","0,090257",,"14,7"
27/07/2011 5.00,,"14,972247","0,077458","71,761287","14,7"
27/07/2011 6.00,,"19,651076","0,137845","60,73642","14,7"
27/07/2011 7.00,,"19,575783","0,15061","70,588171","14,7"
27/07/2011 8.00,,"13,545891","0,082332","82,964471","14,7"
27/07/2011 9.00,,"5,823552","0,082996","96,438042","14,7"
27/07/2011 10.00,,"7,36802","0,12098","99,44698","14,7"
27/07/2011 11.00,,"4,798235","0,139407","101,285634","14,7"
27/07/2011 12.00,,"3,456234","0,138977","100,335774","14,7"
27/07/2011 13.00,,"2,800809","0,16283","98,923276","14,7"
27/07/2011 14.00,,"1,774193","0,169038","99,203389","14,7"
27/07/2011 15.00,,"1,842979","0,183091","98,514678","14,7"
27/07/2011 16.00,,"2,844935","0,184418","95,95433","14,7"
27/07/2011 17.00,,"3,735277","0,131365","86,961175","14,7"
27/07/2011 18.00,,"3,800171","0,082957","85,269972","14,7"
27/07/2011 19.00,,"3,876744","0,043756","81,677634","14,7"
27/07/2011 20.00,,"7,360232","0,040919","73,373868","14,7"
27/07/2011 21.00,,"8,833317","0,0065","61,986746","14,7"
27/07/2011 22.00,,"7,260296","0,009499","63,114938","14,7"
27/07/2011 23.00,,"5,984489","0,021927","66,114756","14,7"
28/07/2011 0.00,,"7,75868","0,019598","61,113412","14,7"
28/07/2011 1.00,,"6,153211","0,0038","61,920769",16
28/07/2011 2.00,,"4,50102","0,003599","62,930997",16
28/07/2011 3.00,,"6,15451","0,000488","54,1281",16
28/07/2011 4.00,,"3,264149",,"62,441684",16
28/07/2011 5.00,,"8,655509","0,000813","58,265931",16
28/07/2011 6.00,,"6,15451","0,000715","63,949665",16
28/07/2011 7.00,,"15,072185","0,001822","51,660427",16
28/07/2011 8.00,,"13,560162","0,005115","63,489819",16
28/07/2011 9.00,,"5,647042","0,006117","79,88038",16
28/07/2011 10.00,,"3,339425","0,050125","85,686264",16
28/07/2011 11.00,,"2,617809","0,083034","88,44671",16
28/07/2011 12.00,"3,92724","9,98453","0,299972","89,989086",16
28/07/2011 13.00,"4,802968","6,093509","0,269249","94,840209",16
28/07/2011 14.00,,"1,837788","0,196676","90,407494",16
28/07/2011 15.00,,"1,727469","0,208896","87,037005",16
28/07/2011 16.00,,"3,514638","0,198901","84,436642",16
28/07/2011 17.00,"0,036113","17,063119","0,142452","79,889536",16
28/07/2011 18.00,"6,958888","23,314946","0,181998","70,328415",16
28/07/2011 19.00,"3,629311","14,254522","0,173721","73,246806",16
28/07/2011 20.00,"0,709612","13,937841","0,255389","70,503917",16
28/07/2011 21.00,"0,003611","20,721816","0,235597","52,990791",16
28/07/2011 22.00,,"12,687997","0,189923","51,336079",16
28/07/2011 23.00,,"17,82497","0,211081","51,432258",16
29/07/2011 0.00,,"14,502418","0,15998","36,443662",16
29/07/2011 1.00,,"11,246056","0,054822","46,738402","13,4"
29/07/2011 2.00,,,"0,009095","22,317885","13,4"
29/07/2011 3.00,,"7,796317",,"32,64983","13,4"
29/07/2011 4.00,,"5,131787","0,166705",,"13,4"
29/07/2011 5.00,,"18,129971","0,200639","31,662046","13,4"
29/07/2011 6.00,,"34,298851","0,230438","7,858219","13,4"
29/07/2011 7.00,,"25,176107","0,211053","23,069941","13,4"
29/07/2011 8.00,,"4,401085","0,188626","60,728041","13,4"
29/07/2011 9.00,,"3,42768","0,191668","69,015391","13,4"
29/07/2011 10.00,,"1,936426","0,213277","75,764057","13,4"
29/07/2011 11.00,,"4,079212","0,225134","82,309153","13,4"
29/07/2011 12.00,,"2,246617","0,227592","89,496516","13,4"
29/07/2011 13.00,,"4,781361","0,239333","90,176018","13,4"
29/07/2011 14.00,,"8,38685","0,211404","97,064371","13,4"
29/07/2011 15.00,,"6,88651","0,158749","95,960859","13,4"
29/07/2011 16.00,,"10,934565","0,139247","86,852926","13,4"
29/07/2011 17.00,,"16,231183","0,168266","74,05127","13,4"
29/07/2011 18.00,,"4,467275","0,177198","97,048907","13,4"
29/07/2011 19.00,,"4,542553","0,180903","95,616218","13,4"
29/07/2011 20.00,,"5,387467","0,159021","88,831762","13,4"
29/07/2011 21.00,,"8,011763","0,136633","74,224656","13,4"
29/07/2011 22.00,,"11,447226","0,113503","60,204371","13,4"
29/07/2011 23.00,,"7,880681","0,120797","59,35079","13,4"
30/07/2011 0.00,,"4,198616","0,154653","59,938337","13,4"
30/07/2011 1.00,,"6,023425","0,174156","51,653083","12,2"
30/07/2011 2.00,,"5,586042","0,183009","52,578981","12,2"
30/07/2011 3.00,,"5,299213","0,210703","53,536444","12,2"
30/07/2011 4.00,,"12,285651","0,228489","54,642752","12,2"
30/07/2011 5.00,,"6,641211","0,22135","73,910182","12,2"
30/07/2011 6.00,,"25,78611","0,27194","35,453944","12,2"
30/07/2011 7.00,,"18,650415","0,250019","45,832432","12,2"
30/07/2011 8.00,,"11,125358","0,238669","69,755975","12,2"
30/07/2011 9.00,,"2,682702","0,237537","96,707067","12,2"
30/07/2011 10.00,,"2,724233","0,272953","99,719879","12,2"
30/07/2011 11.00,,"3,270638","0,283836","103,895053","12,2"
30/07/2011 12.00,,"3,984466","0,275177","108,673315","12,2"
30/07/2011 13.00,,"2,948765","0,289921","110,622029","12,2"
30/07/2011 14.00,,"3,682064","0,301505","112,234389","12,2"
30/07/2011 15.00,,"2,789128","0,319057","114,109352","12,2"
30/07/2011 16.00,,"2,809894","0,275372","116,486215","12,2"
30/07/2011 17.00,,"2,581468","0,25431","116,646252","12,2"
30/07/2011 18.00,,"3,007169","0,258015","116,790833","12,2"
30/07/2011 19.00,,"4,053255","0,252242","111,361821","12,2"
30/07/2011 20.00,,"7,469254","0,274943","101,933112","12,2"
30/07/2011 21.00,,"23,148832","0,316756","78,997987","12,2"
30/07/2011 22.00,,"21,23318","0,244208","66,157016","12,2"
30/07/2011 23.00,,"22,874975","0,239371","58,968927","12,2"
31/07/2011 0.00,,"22,06641","0,230595","51,29157","12,2"
31/07/2011 1.00,,"9,213593","0,25505","86,063226","17,200001"
31/07/2011 2.00,,,"0,247834","80,116209","17,200001"
31/07/2011 3.00,,"31,703118",,"33,468099","17,200001"
31/07/2011 4.00,,"32,079498","0,180024",,"17,200001"
31/07/2011 5.00,,"31,008739","0,191838","35,582581","17,200001"
31/07/2011 6.00,,"37,27746","0,202449","20,750573","17,200001"
31/07/2011 7.00,,"34,928319","0,225263","20,590675","17,200001"
31/07/2011 8.00,,"13,390139","0,234753","82,862089","17,200001"
31/07/2011 9.00,"2,285924","13,490077","0,238702","91,927526","17,200001"
31/07/2011 10.00,"9,203282","10,390758","0,23572","103,205839","17,200001"
31/07/2011 11.00,"6,841521","9,156488","0,268448","117,277072","17,200001"
31/07/2011 12.00,"1,789377","6,843681","0,198809","121,372528","17,200001"
31/07/2011 13.00,"0,604885","4,122041","0,190636","123,961323","17,200001"
31/07/2011 14.00,,"2,656745","0,209809","110,610438","17,200001"
31/07/2011 15.00,,"2,812489","0,234907","115,985113","17,200001"
31/07/2011 16.00,,"2,639872","0,237618","114,590804","17,200001"
31/07/2011 17.00,"0,278067","10,545207","0,199584","106,404206","17,200001"
31/07/2011 18.00,"1,518533","3,545787","0,150743","101,460115","17,200001"
31/07/2011 19.00,,"2,815085","0,181689","100,65282","17,200001"
31/07/2011 20.00,,"8,498467","0,210389","87,510199","17,200001"
31/07/2011 21.00,,"26,956789","0,219995","61,519514","17,200001"
31/07/2011 22.00,,"22,538827","0,18196","55,589278","17,200001"
31/07/2011 23.00,,"11,696417","0,140828","58,641709","17,200001"
01/08/2011 0.00,,"17,94048","0,1844","46,126137","17,200001"
01/08/2011 1.00,,"8,989063","0,175609","68,741039","16,29999"
01/08/2011 2.00,,"5,94036","0,182076","73,431919","16,29999"
01/08/2011 3.00,,"5,637956","0,195943","83,846857","16,29999"
01/08/2011 4.00,,"14,301251","0,157869","52,101259","16,29999"
01/08/2011 5.00,,"26,266329","0,167708","55,148842","16,29999"
01/08/2011 6.00,,"10,19608","0,149387","66,987553","16,29999"
01/08/2011 7.00,"0,083058","19,549835","0,161743","49,273967","16,29999"
01/08/2011 8.00,,,"0,192496","64,79642","16,29999"
01/08/2011 9.00,"2,587465","7,567891","0,194549","100,147122","16,29999"
01/08/2011 10.00,"2,399679","3,881936","0,233049","113,765251","16,29999"
01/08/2011 11.00,"2,504405","1,932531","0,257991","120,114961","16,29999"
01/08/2011 12.00,"1,98619","3,976681","0,275459","125,216136","16,29999"
01/08/2011 13.00,"2,119806","7,061723","0,278402","121,672656","16,29999"
01/08/2011 14.00,"1,68465","14,38172","0,271392","113,14176","16,29999"
01/08/2011 15.00,"1,641315","10,739885","0,239091","107,784467","16,29999"
01/08/2011 16.00,"2,641633","7,792422","0,23967","117,094751","16,29999"
01/08/2011 17.00,"2,462876","2,402361","0,258572","124,528741","16,29999"
01/08/2011 18.00,"1,773126","3,849489","0,280571","122,282205","16,29999"
01/08/2011 19.00,"1,462558","6,349189","0,253924","112,425568","16,29999"
01/08/2011 20.00,"1,161018","8,994255","0,262368","109,438342","16,29999"
01/08/2011 21.00,"0,864895","15,13059","0,236146","84,577684","16,29999"
01/08/2011 22.00,"0,756557","9,830083","0,198034","84,565058","16,29999"
01/08/2011 23.00,"0,682527","6,74504","0,203961","90,542996","16,29999"
02/08/2011 0.00,"0,624747","9,079914","0,169605","76,544678","16,29999"
02/08/2011 1.00,,"3,117489","0,186532","98,930917","14,2"
02/08/2011 2.00,"1,518533",,"0,203999","99,54182","14,2"
02/08/2011 3.00,"0,852256","2,057128",,"109,688113","14,2"
02/08/2011 4.00,"0,646414","1,502935","0,034475",,"14,2"
02/08/2011 5.00,"0,630164","9,949488","0,009538","80,630834","14,2"
02/08/2011 6.00,"0,60308","24,919134","0,023049","57,548468","14,2"
02/08/2011 7.00,"0,612108","29,21379","0,028167","52,80857","14,2"
02/08/2011 8.00,"0,624747","12,96574","0,04336","86,971746","14,2"
02/08/2011 9.00,"1,103239","2,876084","0,086995","106,041369","14,2"
02/08/2011 10.00,"0,985873","3,121382","0,127223","112,009931","14,2"
02/08/2011 11.00,"0,648221","2,704765","0,159235","114,035174","14,2"
02/08/2011 12.00,"0,5778","2,375106","0,162639","105,216022","14,2"
02/08/2011 13.00,"0,491131","2,619107","0,161895","110,000791","14,2"
02/08/2011 14.00,"0,404461","2,246617","0,162092","106,298788","14,2"
02/08/2011 15.00,"0,63197","2,551616","0,146829","103,841446","14,2"
02/08/2011 16.00,"0,619331","3,440659","0,137516","101,455108","14,2"
02/08/2011 17.00,"0,56155","3,325148","0,162913","96,534282","14,2"
02/08/2011 18.00,"0,514604","2,621702","0,171876","93,647139","14,2"
02/08/2011 19.00,"0,541688","2,815085","0,15583","92,446588","14,2"
02/08/2011 20.00,"0,377376","2,462063","0,164361","88,162503","14,2"
02/08/2011 21.00,"0,460435","4,192127","0,173714","84,121772","14,2"
02/08/2011 22.00,"0,095699","4,449105","0,101708","79,296326","14,2"
02/08/2011 23.00,"0,384599","4,999404","0,073102","73,450511","14,2"
03/08/2011 0.00,"0,34668","4,804722","0,050915","71,808828","14,2"
03/08/2011 1.00,"0,455018","2,942275","0,043892","75,951948","12,3"
03/08/2011 2.00,"0,496547","1,020128","0,047688","78,69954","12,3"
03/08/2011 3.00,"0,507381","1,674256","0,084012","79,028435","12,3"
03/08/2011 4.00,"0,314179","2,002617","0,109653","78,892378","12,3"
03/08/2011 5.00,"0,368348","4,602255","0,108087","77,168656","12,3"
03/08/2011 6.00,"0,500159","4,096083","0,106873","75,868493","12,3"
03/08/2011 7.00,"0,200424","3,932552","0,09169","80,905034","12,3"
03/08/2011 8.00,"0,390015","3,43417","0,05532","84,405082","12,3"
03/08/2011 9.00,"0,53266","3,165511","0,036746","87,306943","12,3"
03/08/2011 10.00,"0,648221","3,644425","0,05612","92,288781","12,3"
03/08/2011 11.00,"0,924481","3,048701","0,078576","96,671732","12,3"
03/08/2011 12.00,"0,754752","2,469851","0,079715","96,507646","12,3"
03/08/2011 13.00,"0,637386","2,102554","0,125697","96,621245","12,3"
03/08/2011 14.00,"0,767392","2,297234","0,11294","100,145128","12,3"
03/08/2011 15.00,"0,621136","2,132404","0,096386","100,835179","12,3"
03/08/2011 16.00,"0,550717","1,842979","0,126637","100,323963","12,3"
03/08/2011 17.00,"0,675304","3,059085","0,155595","102,375104","12,3"
03/08/2011 18.00,"0,44599","3,004574","0,203808","101,607284","12,3"
03/08/2011 19.00,"0,305151","3,052596","0,190463","92,038424","12,3"
03/08/2011 20.00,"0,290706","7,730126","0,208621","82,950666","12,3"
03/08/2011 21.00,"0,355709","8,118189","0,200403","73,388092","12,3"
03/08/2011 22.00,"0,162506","20,641358","0,216213","55,706226","12,3"
03/08/2011 23.00,"0,292512","19,558918","0,206861","52,586265","12,3"
04/08/2011 0.00,"0,153479","29,982129","0,265443","34,475915","12,3"
04/08/2011 1.00,,"20,288326","0,217896","51,332407","24,29999"
04/08/2011 2.00,"0,944343",,"0,189837","65,044364","24,29999"
04/08/2011 3.00,"0,612108","10,109126",,"63,244911","24,29999"
04/08/2011 4.00,"0,429739","19,235752","0,2133",,"24,29999"
04/08/2011 5.00,"1,115878","59,320545","0,240391","13,505885","24,29999"
04/08/2011 6.00,"1,054487","73,876161","0,313839","7,338721","24,29999"
04/08/2011 7.00,"1,953688","82,571915","0,396668","2,006603","24,29999"
04/08/2011 8.00,"1,551034","54,077133","0,266197","28,531731","24,29999"
04/08/2011 9.00,,"48,385949","0,346612","47,266338","24,29999"
04/08/2011 10.00,,"54,271812","0,463305","68,731603","24,29999"
04/08/2011 11.00,,"26,285793","0,288695","123,445869","24,29999"
04/08/2011 12.00,,"20,673786","0,257983","136,46881","24,29999"
04/08/2011 13.00,"4,497818","8,974786","0,214702","145,935684","24,29999"
04/08/2011 14.00,"4,129469","8,695745","0,188506","168,907895","24,29999"
04/08/2011 15.00,"4,739772","6,986446","0,123581","155,926331","24,29999"
04/08/2011 16.00,"3,277213","6,16619","0,143004","144,923725","24,29999"
04/08/2011 17.00,"2,529684","8,577637","0,143004","144,607516","24,29999"
04/08/2011 18.00,"1,137545","10,432291","0,136387","140,66855","24,29999"
04/08/2011 19.00,"3,161654","27,635568","0,126267","104,112388","24,29999"
04/08/2011 20.00,"12,243958","23,231889","0,105926","76,292472","24,29999"
04/08/2011 21.00,"2,959423","16,457009","0,061943","53,072686","24,29999"
04/08/2011 22.00,"2,298563","16,320737","0,075862","71,016974","24,29999"
04/08/2011 23.00,"0,890174","16,623136","0,083421","53,330759","24,29999"
05/08/2011 0.00,"0,633775","19,997607","0,107117","45,661181","24,29999"
05/08/2011 1.00,"0,884757","11,680842","0,115953","76,286863","19,29999"
05/08/2011 2.00,"0,801699","9,871616","0,076516","78,309975","19,29999"
05/08/2011 3.00,"0,664471","9,992318","0,059536","58,374138","19,29999"
05/08/2011 4.00,"0,483908","20,477826","0,070599","49,687771","19,29999"
05/08/2011 5.00,"0,485714","24,235154","0,10412","52,78728","19,29999"
05/08/2011 6.00,"0,453213","23,68096","0,095323","46,974608","19,29999"
05/08/2011 7.00,"0,720446","59,206322","0,166203","16,942192","19,29999"
05/08/2011 8.00,"0,444184","22,267591","0,092888","67,770191","19,29999"
05/08/2011 9.00,"1,03643","6,569829","0,114163","98,595735","19,29999"
05/08/2011 10.00,"0,664471","6,926743","0,152424","111,328959","19,29999"
05/08/2011 11.00,"0,758364","7,064318","0,150595","121,344241","19,29999"
05/08/2011 12.00,"0,87573","9,060446","0,115486","116,21324","19,29999"
05/08/2011 13.00,"0,736696","6,229785","0,091905","115,104516","19,29999"
05/08/2011 14.00,"0,911842","4,118148","0,062573","107,48819","19,29999"
05/08/2011 15.00,"0,622942","4,03119","0,031466","105,546493","19,29999"
05/08/2011 16.00,"0,538077","2,511383","0,051473","105,24074","19,29999"
05/08/2011 17.00,"0,364737","4,070128","0,066396","101,816522","19,29999"
05/08/2011 18.00,"0,308762","2,881277","0,081","99,364309","19,29999"
05/08/2011 19.00,"0,402655","4,872212","0,07766","100,129367","19,29999"
05/08/2011 20.00,"0,489325","7,168147","0,068723","93,696096","19,29999"
05/08/2011 21.00,"0,117366","6,913765","0,044653","89,485085","19,29999"
05/08/2011 22.00,"0,043335","21,399314","0,037662","51,716485","19,29999"
05/08/2011 23.00,"0,10292","17,542029","0,043276","66,618041","19,29999"
06/08/2011 0.00,"0,016251","13,190272","0,028492","48,687078","19,29999"
06/08/2011 1.00,,"15,657523","0,031995","35,405405","23,1"
06/08/2011 2.00,"0,263622",,"0,054018","36,72795","23,1"
06/08/2011 3.00,"0,092087","6,890404",,"80,725065","23,1"
06/08/2011 4.00,"0,075837","5,753468","0,204952",,"23,1"
06/08/2011 5.00,"0,21487","13,802861","0,178481","88,617379","23,1"
06/08/2011 6.00,"0,312374","17,108548","0,188344","70,692828","23,1"
06/08/2011 7.00,"0,034306","47,272383","0,266434","29,260805","23,1"
06/08/2011 8.00,"0,382793","38,806373","0,267019","57,139413","23,1"
06/08/2011 9.00,"0,67711","11,179869","0,258247","108,619388","23,1"
06/08/2011 10.00,"0,348486","5,253786","0,275751","123,006335","23,1"
06/08/2011 11.00,"0,63197","5,438084","0,279572","134,010768","23,1"
06/08/2011 12.00,"1,747848","5,807977","0,192866","136,204793","23,1"
06/08/2011 13.00,"2,394262","4,944893","0,179182","136,922522","23,1"
06/08/2011 14.00,"4,528514","6,026022","0,283238","141,81777","23,1"
06/08/2011 15.00,"2,805945","2,290744","0,213374","139,962039","23,1"
06/08/2011 16.00,"2,03133","2,354341","0,210878","139,127034","23,1"
06/08/2011 17.00,"1,895909","2,490617","0,220508","135,80901","23,1"
06/08/2011 18.00,"0,832394","3,889723","0,224367","132,456634","23,1"
06/08/2011 19.00,"0,574189","10,259675","0,25739","116,543589","23,1"
06/08/2011 20.00,"0,498353","11,292776","0,266044","109,899962","23,1"
06/08/2011 21.00,"0,310568","21,077428","0,257974","92,700887","23,1"
06/08/2011 22.00,"0,155284","17,674415","0,244133","100,432852","23,1"
06/08/2011 23.00,"0,198619","10,74897","0,199181","91,917153","23,1"
07/08/2011 0.00,"0,296123","6,176572","0,186356","111,214089","23,1"
07/08/2011 1.00,"0,510993","14,864526","0,184055","85,533707","22,5"
07/08/2011 2.00,"0,133617","19,995006","0,186434","80,809631","22,5"
07/08/2011 3.00,"0,059586","8,346616","0,10191","91,708775","22,5"
07/08/2011 4.00,,"9,147401","0,062594","75,972595","22,5"
07/08/2011 5.00,,"13,705527","0,021221","66,176407","22,5"
07/08/2011 6.00,"0,032501","11,262934","0,022391","56,508654","22,5"
07/08/2011 7.00,,"11,229181","0,030138","67,38743","22,5"
07/08/2011 8.00,"0,005417","6,473785","0,027968","73,042575","22,5"
07/08/2011 9.00,,"3,510745","0,027543","89,890829","22,5"
07/08/2011 10.00,,"4,070128","0,082846","98,093614","22,5"
07/08/2011 11.00,"0,005417","2,76836","0,119884","104,800483","22,5"
07/08/2011 12.00,"0,106532","1,242064","0,161053","106,234587","22,5"
07/08/2011 13.00,"0,059586","0,65802","0,188305","105,788326","22,5"
07/08/2011 14.00,"0,045141","0,098638","0,202301","110,482943","22,5"
07/08/2011 15.00,"0,041529","0,019468","0,213022","112,70852","22,5"
07/08/2011 16.00,"0,353903","0,114213","0,23002","110,479487","22,5"
07/08/2011 17.00,"0,111949","0,691765","0,215283","103,543829","22,5"
07/08/2011 18.00,,"1,288787","0,206589","102,658353","22,5"
07/08/2011 19.00,,"3,142148","0,180312","87,187445","22,5"
