,Comune Lecce,,,,,,
,Via Garilliano,,,,,,
Parm,NOX,NO2,CO,Benzene,SO2,PM10,PM2.5



08/07/2010 8.00,"13,32771263","7,56136154","0,1546689","0,20823787","2,59066919","16,46043968","5,55406284"
08/07/2010 9.00,"12,02684519","6,61586798","0,14431205","0,20911656","2,74005937","16,46043968","5,55406284"
08/07/2010 10.00,"11,99831242","6,45504202","0,13403558","0,20439158","2,43726898","16,46043968","5,55406284"
08/07/2010 11.00,"12,63123604","6,85969961","0,1438309","0,16955729","2,4117616","16,46043968","5,55406284"
08/07/2010 12.00,"12,53525938","6,77799029","0,14098015","0,19274286","1,61015101","16,46043968","5,55406284"
08/07/2010 13.00,"11,35631062","5,70149987","0,12388028","0,13274494","2,42014371","16,46043968","5,55406284"
08/07/2010 14.00,"11,33037051","5,70279812","0,13556173","0,19329305","2,4707893","16,46043968","5,55406284"
08/07/2010 15.00,"11,64294236","6,00628988","0,13544057","0,15252458","2,48208715","16,46043968","5,55406284"
08/07/2010 16.00,"12,12022918","6,3473945","0,13138637","0,12933799","2,76010037","16,46043968","5,55406284"
08/07/2010 17.00,"11,64034778","6,3214544","0,13134676","0,22087511","2,54038464","16,46043968","5,55406284"
08/07/2010 18.00,"12,21360935","6,81819582","0,13700633","0,12725009","2,13812046","16,46043968","5,55406284"
08/07/2010 19.00,"16,41061952","11,14231002","0,14286745","0,20109446","2,6183621","16,46043968","5,55406284"
08/07/2010 20.00,"18,35219242","12,88674042","0,14262629","0,2292257","3,1445101","16,46043968","5,55406284"
08/07/2010 21.00,"13,07609917","7,59119257","0,13841132","0,22779783","2,16107618","16,46043968","5,55406284"
08/07/2010 22.00,"10,57034286","5,04004347","0,13684556","0,22746832","2,2357728","16,46043968","5,55406284"
08/07/2010 23.00,"11,54048019","6,51081314","0,13588211","0,17153536","2,30172322","16,46043968","5,55406284"
09/07/2010 0.00,"10,61833215","5,33834798","0,13664518","0,15043667","1,88160357","16,46043968","5,55406284"
09/07/2010 1.00,"10,03469415","4,53552021","0,13688634","0,13439248","1,9912799","17,09971046","11,42218971"
09/07/2010 2.00,,,"0,14262629","0,12527203","1,91075587","17,09971046","11,42218971"
09/07/2010 3.00,"16,24460821","10,79471989","0,1459978","0,13087671",,"17,09971046","11,42218971"
09/07/2010 4.00,"18,57138028","13,24470506",,"0,18659001","2,64675979","17,09971046","11,42218971"
09/07/2010 5.00,"16,33409937","11,19548465","0,15943491","0,21032577","2,08728775","17,09971046","11,42218971"
09/07/2010 6.00,"20,12385736","14,14740042","0,16672898","0,19065597","2,60855822","17,09971046","11,42218971"
09/07/2010 7.00,"18,98252146","12,67663074","0,1733788","0,20483092","3,3505482","17,09971046","11,42218971"
09/07/2010 8.00,"19,1498272","12,52358853","0,1830914","0,20658931","3,64907634","17,09971046","11,42218971"
09/07/2010 9.00,"15,37044754","9,5989092","0,17990746","0,20439158","3,16089295","17,09971046","11,42218971"
09/07/2010 10.00,"14,51055231","8,76884499","0,17539425","0,20713849","3,24338996","17,09971046","11,42218971"
09/07/2010 11.00,"14,51573957","8,8661199","0,16870365","0,21131429","3,14168487","17,09971046","11,42218971"
09/07/2010 12.00,"13,63768798","8,01011559","0,15854835","0,2137317","2,85997384","17,09971046","11,42218971"
09/07/2010 13.00,"12,25511314","6,90379606","0,15850757","0,15593051","2,88460151","17,09971046","11,42218971"
09/07/2010 14.00,"12,31347694","6,5419405","0,14500639","0,17208454","2,66271855","17,09971046","11,42218971"
09/07/2010 15.00,"11,86991206","6,12820474","0,15270471","0,13142589","3,24605552","17,09971046","11,42218971"
09/07/2010 16.00,"12,84653298","7,15151861","0,1602807","0,18669984","2,7774148","17,09971046","11,42218971"
09/07/2010 17.00,"12,876364","7,23711885","0,16950983","0,20823787","3,06788627","17,09971046","11,42218971"
09/07/2010 18.00,"12,9541824","7,61842901","0,17398343","0,21043561","2,57014409","17,09971046","11,42218971"
09/07/2010 19.00,"14,82701317","9,36675225","0,18833157","0,21197331","2,93579119","17,09971046","11,42218971"
09/07/2010 20.00,"15,96705464","10,50290089","0,19671375","0,20812803","2,48736945","17,09971046","11,42218971"
09/07/2010 21.00,"16,92811379","11,6701788","0,20550018","0,2271378","2,7355683","17,09971046","11,42218971"
09/07/2010 22.00,"15,47420605","10,046365","0,19026547","0,26713742","2,83810122","17,09971046","11,42218971"
09/07/2010 23.00,"13,03589172","7,96731547","0,16822018","0,20494076","2,46191292","17,09971046","11,42218971"
10/07/2010 0.00,"11,8776939","7,00625632","0,1702764","0,20900672","3,00588385","17,09971046","11,42218971"
10/07/2010 1.00,"19,31582704","13,75571383","0,17692622","0,26504952","3,59277217","17,59692955","11,94017029"
10/07/2010 2.00,"15,19535423","10,08268153","0,17200876","0,21197331","3,61014253","17,59692955","11,94017029"
10/07/2010 3.00,"14,85684419","9,66635309","0,17458807","0,20900672","2,80850754","17,59692955","11,94017029"
10/07/2010 4.00,"14,60133981","9,60020745","0,17575656","0,20988541","2,50982481","17,59692955","11,94017029"
10/07/2010 5.00,"18,58564762","13,12667922","0,18385797","0,20559977","2,75266102","17,59692955","11,94017029"
10/07/2010 6.00,"21,7684068","16,07340582","0,19764109","0,20098463","3,30631073","17,59692955","11,94017029"
10/07/2010 7.00,"19,35733656","12,98141884","0,2091676","0,2381275","4,92158946","17,59692955","11,94017029"
10/07/2010 8.00,"13,64936074","7,92062443","0,20074465","0,22142429","4,48055012","17,59692955","11,94017029"
10/07/2010 9.00,"14,02418731","8,2176326","0,20743408","0,20735816","5,05380658","17,59692955","11,94017029"
10/07/2010 10.00,"12,39129534","6,84154134","0,19087011","0,20658931","3,90830354","17,59692955","11,94017029"
10/07/2010 11.00,"12,84653298","7,34865919","0,19433598","0,20768767","4,09933784","17,59692955","11,94017029"
10/07/2010 12.00,"11,88547574","6,35647268","0,17994823","0,20977557","3,93912169","17,59692955","11,94017029"
10/07/2010 13.00,"11,90233575","6,2501215","0,17567618","0,20691882","4,18937081","17,59692955","11,94017029"
10/07/2010 14.00,"10,67021045","5,1476929","0,16290079","0,20658931","3,23315792","17,59692955","11,94017029"
10/07/2010 15.00,"10,86475645","5,51473571","0,16822018","0,1874687","3,80969217","17,59692955","11,94017029"
10/07/2010 16.00,"11,42245626","5,82082206","0,17793278","0,19142483","4,03975384","17,59692955","11,94017029"
10/07/2010 17.00,"12,47819382","6,94270526","0,18148021","0,21109462","3,08540816","17,59692955","11,94017029"
10/07/2010 18.00,"19,6465648","14,03586007","0,17922244","0,19109532","5,60087223","17,59692955","11,94017029"
10/07/2010 19.00,"17,57141193","12,15524746","0,19264324","0,20889689","4,71955529","17,59692955","11,94017029"
10/07/2010 20.00,"19,82164664","14,5715107","0,19860804","0,2062598","3,38277489","17,59692955","11,94017029"
10/07/2010 21.00,"17,7776326","12,36794982","0,20183276","0,20461125","2,85562311","17,59692955","11,94017029"
10/07/2010 22.00,"15,98650924","10,81158182","0,19788224","0,20812803","2,76512944","17,59692955","11,94017029"
10/07/2010 23.00,"16,18105524","10,54829559","0,19590757","0,20845754","2,88447947","17,59692955","11,94017029"
11/07/2010 0.00,"16,80360435","11,69092974","0,19760031","0,22911586","2,44380727","17,59692955","11,94017029"
11/07/2010 1.00,"21,51290624","16,26535914","0,20751446","0,33427875","3,08442777","20,45272064","14,2192297"
11/07/2010 2.00,,,"0,21380197","0,35713582","2,8079248","20,45272064","14,2192297"
11/07/2010 3.00,"19,84371112","14,58058887","0,2096103","0,26384031",,"20,45272064","14,2192297"
11/07/2010 4.00,"22,65035504","17,40021336",,"0,22439088","2,03074357","20,45272064","14,2192297"
11/07/2010 5.00,"30,62415984","25,07440776","0,22506169","0,3719708","1,91466624","20,45272064","14,2192297"
11/07/2010 6.00,"25,41938992","19,5298372","0,22856368","0,3555971","2,55431551","20,45272064","14,2192297"
11/07/2010 7.00,"24,4803876","17,74391066","0,21757657","0,2831806","4,38345103","20,45272064","14,2192297"
11/07/2010 8.00,"26,18721088","19,305464","0,21238416","0,28274126","7,50043704","20,45272064","14,2192297"
11/07/2010 9.00,"26,90574048","19,71790152","0,21987045","0,22999557","12,01218363","20,45272064","14,2192297"
11/07/2010 10.00,"22,33648112","16,14992788","0,21902466","0,26439051","7,92014582","20,45272064","14,2192297"
11/07/2010 11.00,"27,0302308","19,86445632","0,22349244","0,28438981","11,48249952","20,45272064","14,2192297"
11/07/2010 12.00,"18,21601022","11,9814524","0,19918355","0,22603944","5,63403355","20,45272064","14,2192297"
11/07/2010 13.00,"24,8578164","17,66998318","0,19564195","0,20559977","8,34657799","20,45272064","14,2192297"
11/07/2010 14.00,"12,71164902","7,22544609","0,190248","0,20911656","3,23856023","20,45272064","14,2192297"
11/07/2010 15.00,"12,61826694","7,12946942","0,18292364","0,20658931","3,80611843","20,45272064","14,2192297"
11/07/2010 16.00,"12,7466673","7,59897441","0,17865741","0,20812803","3,14997647","20,45272064","14,2192297"
11/07/2010 17.00,"15,63373377","9,95687575","0,18634408","0,20724833","3,41878585","20,45272064","14,2192297"
11/07/2010 18.00,"22,09396304","16,11231693","0,19640619","0,207468","4,95345105","20,45272064","14,2192297"
11/07/2010 19.00,"22,26774472","17,33536214","0,20578444","0,20307253","4,56856537","20,45272064","14,2192297"
11/07/2010 20.00,"17,66349958","12,3705444","0,22035393","0,2041719","2,60685474","20,45272064","14,2192297"
11/07/2010 21.00,"16,9968521","12,1046655","0,25073946","0,32812488","2,52682193","20,45272064","14,2192297"
11/07/2010 22.00,"13,53522773","8,21503802","0,21725386","0,28241175","1,82119377","20,45272064","14,2192297"
11/07/2010 23.00,"15,13828868","10,36282777","0,21322995","0,22746832","2,02769053","20,45272064","14,2192297"
12/07/2010 0.00,"14,22521882","9,24613182","0,20972796","0,26922533","1,88778591","20,45272064","14,2192297"
12/07/2010 1.00,"12,65976882","7,91673351","0,20115589","0,21076511","1,00009848","36,27499008","15,29683018"
12/07/2010 2.00,"11,13712085","5,95051875","0,20022972","0,21021593","2,08206342","36,27499008","15,29683018"
12/07/2010 3.00,"13,65584625","8,80645786","0,19652735","0,21043561","2,06801051","36,27499008","15,29683018"
12/07/2010 4.00,"16,18754074","10,96202945","0,20115589","0,22779783","1,82974572","36,27499008","15,29683018"
12/07/2010 5.00,"21,9123804","16,41451044","0,2267125","0,28537935","1,71916629","36,27499008","15,29683018"
12/07/2010 6.00,"28,17546144","21,33262376","0,26885171","0,35186064","2,44923398","36,27499008","15,29683018"
12/07/2010 7.00,"22,55697296","15,85292162","0,38564879","0,82031322","2,96302848","36,27499008","15,29683018"
12/07/2010 8.00,"16,65315481","10,75840527","0,26510857","0,92503574","4,19039595","36,27499008","15,29683018"
12/07/2010 9.00,"15,86978355","9,91277738","0,32374884","0,36054176","3,7688525","36,27499008","15,29683018"
12/07/2010 10.00,"13,48464577","7,80259858","0,29730567","0,6429535","3,55746803","36,27499008","15,29683018"
12/07/2010 11.00,"14,25764251","8,57948816","0,2271552","0,31131285","3,23611637","36,27499008","15,29683018"
12/07/2010 12.00,"14,81274774","9,06974408","0,23130027","0,26504952","3,05711319","36,27499008","15,29683018"
12/07/2010 13.00,"13,16558842","7,69235649","0,22872445","0,28427998","3,14875404","36,27499008","15,29683018"
12/07/2010 14.00,"11,55215295","6,29421796","0,20715215","0,2321933","2,49810998","36,27499008","15,29683018"
12/07/2010 15.00,"15,06825212","8,99192568","0,1915761","0,20966574","5,21737475","36,27499008","15,29683018"
12/07/2010 16.00,"13,93988341","8,51723153","0,18328596","0,20922639","3,7138684","36,27499008","15,29683018"
12/07/2010 17.00,"13,80370121","8,27988541","0,19032838","0,20614997","2,66489392","36,27499008","15,29683018"
12/07/2010 18.00,"14,26023518","9,2292718","0,20401247","0,20505059","2,60074664","36,27499008","15,29683018"
12/07/2010 19.00,"16,73616046","11,10080623","0,2174158","0,20153482","2,30749774","36,27499008","15,29683018"
12/07/2010 20.00,"30,4905684","24,68271544","0,24969329","0,2041719","2,84939501","36,27499008","15,29683018"
12/07/2010 21.00,"48,13590016","42,07124648","0,30929935","0,34416907","3,54830283","36,27499008","15,29683018"
12/07/2010 22.00,"45,45116536","39,40595672","0,34234224","0,42438698","3,21228908","36,27499008","15,29683018"
12/07/2010 23.00,"47,69623576","42,0647648","0,3870165","0,56185691","2,74675835","36,27499008","15,29683018"
13/07/2010 0.00,"38,47993688","33,35428552","0,36681307","0,6238339","2,31360584","36,27499008","15,29683018"
13/07/2010 1.00,"23,90065008","18,5493311","0,32563964","0,60581165","2,17675832","22,27296066","13,09632015"
13/07/2010 2.00,,,"0,28583508","0,49702316","2,2812266","22,27296066","13,09632015"
13/07/2010 3.00,"16,56366365","11,35631062","0,25488569","0,46515546",,"22,27296066","13,09632015"
13/07/2010 4.00,"18,27567036","13,36402725",,"0,46438661","1,50312092","22,27296066","13,09632015"
13/07/2010 5.00,"31,54501728","25,72288168","0,26745138","0,38273981","1,63098222","22,27296066","13,09632015"
13/07/2010 6.00,"47,13334296","39,84562112","0,35359498","0,4795511","3,78890062","22,27296066","13,09632015"
13/07/2010 7.00,"52,16821256","42,483684","0,51085949","0,71789725","14,30691192","22,27296066","13,09632015"
13/07/2010 8.00,"31,36991632","23,90971296","0,48238689","0,70471083","11,54234997","22,27296066","13,09632015"
13/07/2010 9.00,,,,"0,25345877","8,1595405","22,27296066","13,09632015"
13/07/2010 10.00,"23,76575848","18,39888346","0,37240274",,"5,50086554","22,27296066","13,09632015"
13/07/2010 11.00,"20,4040036","15,15255411","0,30824735",,"4,48054503","22,27296066","13,09632015"
13/07/2010 12.00,"28,13397104","21,00968696","0,2774797",,"10,9232919","22,27296066","13,09632015"
13/07/2010 13.00,"23,69442176","16,9384883","0,2507779",,"8,23898651","22,27296066","13,09632015"
13/07/2010 14.00,"13,55597866","8,48869875","0,22226569",,"2,33502895","22,27296066","13,09632015"
13/07/2010 15.00,"13,95415075","8,9569074","0,22001025",,"2,04155326","22,27296066","13,09632015"
13/07/2010 16.00,"14,43662483","9,34989032","0,23241401",,"2,20862602","22,27296066","13,09632015"
13/07/2010 17.00,"13,43406381","8,8207252","0,24030805",,"2,05979214","22,27296066","13,09632015"
13/07/2010 18.00,"17,15508349","11,95032504","0,25045636",,"1,89344653","22,27296066","13,09632015"
13/07/2010 19.00,"24,72162464","19,30286368","0,27945321",,"2,37551979","22,27296066","13,09632015"
13/07/2010 20.00,"27,37913256","22,40393648","0,27103609",,"3,02685439","22,27296066","13,09632015"
13/07/2010 21.00,"39,19844736","34,33609752","0,31054357",,"2,97851841","22,27296066","13,09632015"
13/07/2010 22.00,"27,0094856","21,96685328","0,29415202",,"2,71787555","22,27296066","13,09632015"
13/07/2010 23.00,"26,76176688","21,3702328","0,28251367",,"2,59402936","22,27296066","13,09632015"
14/07/2010 0.00,"21,91756192","16,66093665","0,26265857",,"2,27428862","22,27296066","13,09632015"
14/07/2010 1.00,"26,44141128","21,42212448","0,26124892",,"1,94415415","20,75118065","14,80150986"
14/07/2010 2.00,"61,54791096","55,91905944","0,3148529",,"2,25732608","20,75118065","14,80150986"
14/07/2010 3.00,"49,05545744","43,61853248","0,33007596",,"1,71068655","20,75118065","14,80150986"
14/07/2010 4.00,"47,15668848","41,58749136","0,32471929",,"2,0876976","20,75118065","14,80150986"
14/07/2010 5.00,"37,59408816","31,82516352","0,32717627",,"2,16120433","20,75118065","14,80150986"
14/07/2010 6.00,"32,56573848","25,8331276","0,30055602",,"2,61920011","20,75118065","14,80150986"
14/07/2010 7.00,"37,9196444","28,68","0,26555826",,"6,11170727","20,75118065","14,80150986"
14/07/2010 8.00,"21,82287968","15,4534532","0,23233362",,"3,26524427","20,75118065","14,80150986"
14/07/2010 9.00,"17,9656931","12,11374368","0,21698941",,"2,71076163","20,75118065","14,80150986"
14/07/2010 10.00,"15,5507262","9,38361226","0,19858474",,"2,44829427","20,75118065","14,80150986"
14/07/2010 11.00,"14,86203336","8,60153543","0,18702677",,"2,52544796","20,75118065","14,80150986"
14/07/2010 12.00,"16,64018571","10,49252446","0,19238344",,"3,59757038","20,75118065","14,80150986"
14/07/2010 13.00,"13,4405474","7,84410237","0,20422334",,"2,5901973","20,75118065","14,80150986"
14/07/2010 14.00,"12,16432564","6,53415866","0,20059902",,"2,60223756","20,75118065","14,80150986"
14/07/2010 15.00,"11,83359744","6,65348085","0,20623646",,"2,62302911","20,75118065","14,80150986"
14/07/2010 16.00,"13,23173406","7,45241578","0,2141305",,"2,26188631","20,75118065","14,80150986"
14/07/2010 17.00,"26,24168376","20,51034904","0,34247971",,"3,89523814","20,75118065","14,80150986"
14/07/2010 18.00,"16,70892402","11,47952181","0,28621837",,"2,48404386","20,75118065","14,80150986"
14/07/2010 19.00,"21,04599584","15,44567136","0,26354514",,"2,66789813","20,75118065","14,80150986"
14/07/2010 20.00,"24,06925024","18,7763027","0,29383048",,"2,51851711","20,75118065","14,80150986"
14/07/2010 21.00,"26,29225616","21,04859616","0,29242083",,"2,57542334","20,75118065","14,80150986"
14/07/2010 22.00,"32,21553656","26,55425752","0,28416447",,"3,21161888","20,75118065","14,80150986"
14/07/2010 23.00,"38,25812576","32,82642056","0,32339002",,"2,35654969","20,75118065","14,80150986"
15/07/2010 0.00,"23,94862216","18,98770872","0,29556167",,"1,95783382","20,75118065","14,80150986"
15/07/2010 1.00,"22,59328184","17,53898823","0,27655353",,"2,61482294","25,21150017","18,06118011"
15/07/2010 2.00,,,"0,2848891",,"2,63981063","25,21150017","18,06118011"
15/07/2010 3.00,,,"0,303133",,,"25,21150017","18,06118011"
