TARANTO - TALSANO,,,,
,,,,,,,
,SO2,NO2,PM10,O3
18/09/2011 0.00,"2,610937","14,425196","29,9","46,654331"
18/09/2011 1.00,"2,600104","17,288303","32,700001","36,421098"
18/09/2011 2.00,"2,478224","15,957979","32,700001","48,05925"
18/09/2011 3.00,"2,199254","15,812623","32,700001","40,573533"
18/09/2011 4.00,"2,600104","10,334956","32,700001","48,507247"
18/09/2011 5.00,"2,600104","8,22202","32,700001","48,84169"
18/09/2011 6.00,"2,600104","7,30053","32,700001","55,86347"
18/09/2011 7.00,"2,600104","7,127913","32,700001","60,764407"
18/09/2011 8.00,"3,22485","8,783997","32,700001","60,931271"
18/09/2011 9.00,"4,680186","17,221464","32,700001","74,242989"
18/09/2011 10.00,"6,382892","10,592577","32,700001","115,801073"
18/09/2011 11.00,"5,925166","9,879403","32,700001","123,023732"
18/09/2011 12.00,"5,001588","7,760626","32,700001","120,609936"
18/09/2011 13.00,"5,155969","6,929988","32,700001","114,027138"
18/09/2011 14.00,"5,51258","2,360829","32,700001","116,884737"
18/09/2011 15.00,"6,377476","1,983149","32,700001","119,663395"
18/09/2011 16.00,"4,157457","2,952009","32,700001","119,528388"
18/09/2011 17.00,"4,635949","4,445861","32,700001","118,306931"
18/09/2011 18.00,"3,988631","10,752866","32,700001","123,648242"
18/09/2011 19.00,"2,802334","9,077965","32,700001","131,603486"
18/09/2011 20.00,"2,64705","9,010478","32,700001","119,885"
18/09/2011 21.00,"2,594686","5,469234","32,700001","115,013861"
18/09/2011 22.00,"2,600104","2,755383","32,700001","118,414998"
18/09/2011 23.00,"2,600104","2,386788","32,700001","114,454366"
19/09/2011 0.00,"2,600104","4,655468","32,700001","98,969197"
19/09/2011 1.00,,"5,221989","25,4","68,606017"
19/09/2011 2.00,"3,48125",,"25,4","77,502901"
19/09/2011 3.00,"2,688579","4,060392","25,4",
19/09/2011 4.00,"2,600104","4,064287","25,4","51,202354"
19/09/2011 5.00,"2,578436","3,790435","25,4","54,914011"
19/09/2011 6.00,"2,600104","7,43486","25,4","81,280367"
19/09/2011 7.00,"2,600104","12,375853","25,4","88,13264"
19/09/2011 8.00,"2,600104","13,648422","25,4","84,169512"
19/09/2011 9.00,"2,299466","10,667208","25,4","88,47929"
19/09/2011 10.00,"2,532393","7,181776","25,4","94,628536"
19/09/2011 11.00,"2,353635","8,062381","25,4","71,000574"
19/09/2011 12.00,"2,201962","7,258349","25,4","69,638327"
19/09/2011 13.00,"2,583853","5,500382","25,4","82,757249"
19/09/2011 14.00,"2,546837","4,058445","25,4","86,220889"
19/09/2011 15.00,"2,319328","3,469861","25,4","85,051761"
19/09/2011 16.00,"1,920285","3,730734","25,4","86,686321"
19/09/2011 17.00,"2,245298","4,170064","25,4","86,222282"
19/09/2011 18.00,"2,333774","3,783297","25,4","84,163264"
19/09/2011 19.00,"1,950077","3,963702","25,4","82,419633"
19/09/2011 20.00,"2,053901","2,950063","25,4","77,208199"
19/09/2011 21.00,"1,243175","3,244681","25,4","71,392391"
19/09/2011 22.00,"1,004832","3,066871","25,4","69,847405"
19/09/2011 23.00,"1,435474","3,021445","25,4","68,582417"
20/09/2011 0.00,"1,042749","2,422479","25,4","68,877652"
20/09/2011 1.00,"1,075251","4,105819","11,4","58,053942"
20/09/2011 2.00,"0,796282","5,164233","11,4","48,888394"
20/09/2011 3.00,"0,679819","2,811191","11,4","72,066202"
20/09/2011 4.00,"1,551937","6,956594","11,4","51,729632"
20/09/2011 5.00,"1,514019","3,824179","11,4","44,772447"
20/09/2011 6.00,"0,679819","7,553616","11,4","44,252133"
20/09/2011 7.00,"1,262134","15,159794","11,4","42,607855"
20/09/2011 8.00,"1,254008","21,13129","11,4","26,128076"
20/09/2011 9.00,"1,091501","17,128666","11,4","27,056868"
20/09/2011 10.00,"1,384013","13,517337","11,4","45,906865"
20/09/2011 11.00,"4,172805","11,499794","11,4","72,156513"
20/09/2011 12.00,"3,073178","2,987701","11,4","84,964912"
20/09/2011 13.00,"2,402387","3,277128","11,4","87,91522"
20/09/2011 14.00,"2,22363","3,205743","11,4","91,328145"
20/09/2011 15.00,"2,077374","5,070786","11,4","90,458407"
20/09/2011 16.00,"1,506796","5,487404","11,4","83,894421"
20/09/2011 17.00,"2,215505","5,047424","11,4","87,092027"
20/09/2011 18.00,"1,784862","6,418628","11,4","76,394039"
20/09/2011 19.00,"0,92719","7,966988","11,4","76,052952"
20/09/2011 20.00,"3,506528","16,424572","11,4","67,542497"
20/09/2011 21.00,"3,643756","7,340764","11,4","79,531196"
20/09/2011 22.00,"2,096333","4,09933","11,4","79,852131"
20/09/2011 23.00,"0,755655","4,594467","11,4","73,157545"
21/09/2011 0.00,"0,685235","3,84819","11,4","74,132183"
21/09/2011 1.00,,"4,300499","12,7","73,686203"
21/09/2011 2.00,"2,585658",,"12,7","65,179904"
21/09/2011 3.00,"1,673816","3,06168","12,7",
21/09/2011 4.00,"1,566381","3,229106","12,7","56,681161"
21/09/2011 5.00,"1,199839","3,317362","12,7","49,495413"
21/09/2011 6.00,"1,780349","4,451702","12,7","43,330284"
21/09/2011 7.00,"2,204671","18,989809","12,7","27,036619"
21/09/2011 8.00,"2,18842","15,651684","12,7","50,276612"
21/09/2011 9.00,"1,745138","3,825478","12,7","85,712641"
21/09/2011 10.00,"3,519168","2,384191","12,7","93,571622"
21/09/2011 11.00,"2,514336","2,177181","12,7","94,183294"
21/09/2011 12.00,"2,652467","2,12267","12,7","97,784802"
21/09/2011 13.00,"3,371107","2,083086","12,7","101,321981"
21/09/2011 14.00,"3,3693","2,905288","12,7","105,041738"
21/09/2011 15.00,"2,13696","2,436754","12,7","110,106704"
21/09/2011 16.00,"1,067126","2,844287","12,7","113,46265"
21/09/2011 17.00,"0,801699","4,654169","12,7","104,265424"
21/09/2011 18.00,"1,657566","6,299872","12,7","91,280626"
21/09/2011 19.00,"2,106264","9,312881","12,7","84,509381"
21/09/2011 20.00,"1,050875","9,725604","12,7","81,752009"
21/09/2011 21.00,"7,836423","35,361157","12,7","47,153918"
21/09/2011 22.00,"9,857822","24,292265","12,7","60,369857"
21/09/2011 23.00,"9,106682","30,451315","12,7","46,410782"
22/09/2011 0.00,"7,356125","17,832761","12,7","60,398925"
22/09/2011 1.00,"6,511092","16,37719","27,29999","62,852515"
22/09/2011 2.00,"3,697925","6,678201","27,29999","68,228142"
22/09/2011 3.00,"1,339775","6,368658","27,29999","68,024733"
22/09/2011 4.00,"1,681039","11,63217","27,29999","60,991221"
22/09/2011 5.00,"2,161335","15,09619","27,29999","53,03121"
22/09/2011 6.00,"2,491766","18,575793","27,29999","46,154763"
22/09/2011 7.00,"1,87695","17,656248","27,29999","50,04619"
22/09/2011 8.00,"1,405681","11,503689","27,29999","61,117842"
22/09/2011 9.00,"3,768344","13,736674","27,29999","59,871667"
22/09/2011 10.00,"4,590808","8,67952","27,29999","79,563411"
22/09/2011 11.00,"2,543226","4,351115","27,29999","93,570229"
22/09/2011 12.00,"2,025914","4,360201","27,29999","101,809102"
22/09/2011 13.00,"0,782739","3,814446","27,29999","104,82594"
22/09/2011 14.00,"0,650026","3,831319","27,29999","108,522935"
22/09/2011 15.00,"0,650026","4,024052","27,29999","109,482589"
22/09/2011 16.00,"0,618427","4,010424","27,29999","104,108317"
22/09/2011 17.00,"0,649123","5,096096","27,29999","100,398255"
22/09/2011 18.00,"0,649123","7,319998","27,29999","94,769365"
22/09/2011 19.00,"0,482103","9,28368","27,29999","83,593235"
22/09/2011 20.00,"0,538979","8,255764","27,29999","76,554198"
22/09/2011 21.00,"0,305151","7,86835","27,29999","75,753623"
22/09/2011 22.00,"0,553425","8,944934","27,29999","74,589799"
22/09/2011 23.00,"0,556133","14,999508","27,29999","69,284036"
23/09/2011 0.00,"0,647317","15,25713","27,29999","67,242133"
23/09/2011 1.00,,"8,344669","33,900002","69,915776"
23/09/2011 2.00,"1,12942",,"33,900002","46,394861"
23/09/2011 3.00,"0,650026","24,200106","33,900002",
23/09/2011 4.00,"0,650026","25,276047","33,900002","34,425101"
23/09/2011 5.00,"0,671693","24,7569","33,900002","30,383531"
23/09/2011 6.00,"0,585023","15,73605","33,900002","46,212838"
23/09/2011 7.00,"0,325013","25,402582","33,900002","41,247723"
23/09/2011 8.00,"1,671108","27,770557","33,900002","52,142438"
23/09/2011 9.00,"10,320058","24,647879","33,900002","57,128363"
23/09/2011 10.00,"13,317309","25,762823","33,900002","60,793554"
23/09/2011 11.00,,"13,131866","33,900002","87,924436"
23/09/2011 12.00,,"18,305833","33,900002","85,411037"
23/09/2011 13.00,"12,91294","17,95281","33,900002","88,133834"
23/09/2011 14.00,"7,382307","8,749604","33,900002","106,916799"
23/09/2011 15.00,"5,262501","7,454977","33,900002","110,518049"
23/09/2011 16.00,"4,576363","6,668467","33,900002","117,065444"
23/09/2011 17.00,"2,407804","4,642489","33,900002","109,342201"
23/09/2011 18.00,"1,072542","6,178521","33,900002","104,543483"
23/09/2011 19.00,"0,650026","10,449164","33,900002","89,49975"
23/09/2011 20.00,"0,650026","14,027395","33,900002","73,78344"
23/09/2011 21.00,"0,376473","14,836626","33,900002","72,210219"
23/09/2011 22.00,"0,253691","14,595217","33,900002","57,261467"
23/09/2011 23.00,"0,065003","15,996266","33,900002","40,941271"
24/09/2011 0.00,,"15,06829","33,900002","35,198884"
24/09/2011 1.00,,"17,593947","34,700001","18,189491"
24/09/2011 2.00,"0,012639","11,934579","34,700001","33,52789"
24/09/2011 3.00,,"8,600997","34,700001","43,901891"
24/09/2011 4.00,,"8,541296","34,700001","33,001647"
24/09/2011 5.00,,"8,068221","34,700001","30,711489"
24/09/2011 6.00,,"5,982541","34,700001","57,768319"
24/09/2011 7.00,,"5,061053","34,700001","62,720267"
24/09/2011 8.00,,"8,096127","34,700001","66,067077"
24/09/2011 9.00,"1,184492","15,213655","34,700001","74,534358"
24/09/2011 10.00,"3,506528","13,938493","34,700001","82,805384"
24/09/2011 11.00,"5,440355","14,791197","34,700001","86,157784"
24/09/2011 12.00,"9,899352","13,871654","34,700001","99,878599"
24/09/2011 13.00,"3,533613","6,12401","34,700001","109,51271"
24/09/2011 14.00,"2,258839","4,717766","34,700001","110,710872"
24/09/2011 15.00,"0,640998","3,303733","34,700001","106,683802"
24/09/2011 16.00,"0,470366","3,814446","34,700001","101,100977"
24/09/2011 17.00,"0,357514","4,795638","34,700001","95,566607"
24/09/2011 18.00,"0,014445","5,31284","34,700001","85,18915"
24/09/2011 19.00,"0,013542","9,735988","34,700001","69,178184"
24/09/2011 20.00,,"10,900174","34,700001","67,010757"
24/09/2011 21.00,,"9,304446","34,700001","66,09968"
24/09/2011 22.00,,"17,711413","34,700001","46,845872"
24/09/2011 23.00,,"17,620555","34,700001","16,860326"
25/09/2011 0.00,,"13,808058","34,700001","33,466882"
25/09/2011 1.00,,"11,776885","33,599991","38,814042"
25/09/2011 2.00,"0,46856",,"33,599991","22,239362"
25/09/2011 3.00,,"12,472548","33,599991",
25/09/2011 4.00,,"10,725616","33,599991","24,441343"
25/09/2011 5.00,,"7,126615","33,599991","36,973794"
25/09/2011 6.00,,"12,0423","33,599991","24,75416"
25/09/2011 7.00,,"9,55104","33,599991","24,29481"
25/09/2011 8.00,,"10,837231","33,599991","35,635968"
25/09/2011 9.00,"0,020765","5,469234","33,599991","75,725708"
25/09/2011 10.00,"0,567869","3,646371","33,599991","95,400504"
25/09/2011 11.00,"0,534466","5,254434","33,599991","98,077495"
25/09/2011 12.00,"0,912744","4,31737","33,599991","102,392798"
25/09/2011 13.00,"0,880243","3,890371","33,599991","106,14872"
25/09/2011 14.00,"0,650026","3,735925","33,599991","109,375656"
25/09/2011 15.00,"0,645512","3,939691","33,599991","112,287099"
25/09/2011 16.00,"0,623844","4,123989","33,599991","113,124759"
25/09/2011 17.00,"0,593149","5,67819","33,599991","105,419514"
25/09/2011 18.00,"0,191396","6,31285","33,599991","103,057294"
25/09/2011 19.00,"0,019862","9,024754","33,599991","98,497303"
25/09/2011 20.00,,"12,097461","33,599991","81,730564"
25/09/2011 21.00,,"6,86185","33,599991","91,864764"
25/09/2011 22.00,,"5,32517","33,599991","85,919185"
25/09/2011 23.00,,"4,319319","33,599991","84,216749"
26/09/2011 0.00,,"2,635329","33,599991","90,086681"
26/09/2011 1.00,,"2,270628","23,200001","94,589472"
26/09/2011 2.00,,"1,515266","23,200001","96,067708"
26/09/2011 3.00,,"1,857904","23,200001","90,836343"
26/09/2011 4.00,,"1,987692","23,200001","79,283914"
26/09/2011 5.00,,"5,292722","23,200001","64,034216"
26/09/2011 6.00,,"12,335623","23,200001","51,803665"
26/09/2011 7.00,,"9,003988","23,200001","59,767226"
26/09/2011 8.00,,"9,729499","23,200001","58,137712"
26/09/2011 9.00,,"10,295366","23,200001","57,124969"
26/09/2011 10.00,,"8,78854","23,200001","68,804182"
26/09/2011 11.00,,"4,164223","23,200001","97,076342"
26/09/2011 12.00,,"5,003947","23,200001","104,181178"
26/09/2011 13.00,"0,097504","8,610732","23,200001","92,835932"
26/09/2011 14.00,,"2,97667","23,200001","103,510572"
26/09/2011 15.00,,"5,16683","23,200001","87,830852"
26/09/2011 16.00,,"4,384862","23,200001","80,959775"
26/09/2011 17.00,,"6,508828","23,200001","70,871914"
26/09/2011 18.00,,"7,724935","23,200001","59,446231"
26/09/2011 19.00,,"15,518656","23,200001","36,557399"
26/09/2011 20.00,,"15,420662","23,200001","35,886777"
26/09/2011 21.00,,"8,273935","23,200001","43,030456"
26/09/2011 22.00,,"8,015008","23,200001","37,704384"
26/09/2011 23.00,,"9,565965","23,200001","31,447365"
27/09/2011 0.00,,"7,261594","23,200001","40,138782"
27/09/2011 1.00,,"6,163596","37,099991","55,833486"
27/09/2011 2.00,,,"37,099991","55,97186"
27/09/2011 3.00,,"11,122114","37,099991",
27/09/2011 4.00,,"19,066382","37,099991","56,530439"
27/09/2011 5.00,,"7,531551","37,099991","64,591732"
27/09/2011 6.00,,"6,588649","37,099991","62,288507"
27/09/2011 7.00,,"17,834703","37,099991","48,488236"
27/09/2011 8.00,,"12,366772","37,099991","60,162358"
27/09/2011 9.00,"0,598565",,"37,099991","56,231468"
27/09/2011 10.00,"0,901911","15,2779","37,099991","63,513677"
27/09/2011 11.00,"0,650026","10,30445","37,099991","75,0046"
27/09/2011 12.00,"0,650026","6,763212","37,099991","87,781956"
27/09/2011 13.00,"0,658152","5,885851","37,099991","94,885734"
27/09/2011 14.00,"0,709612","6,103891","37,099991","99,568456"
27/09/2011 15.00,"2,429471","10,380374","37,099991","106,811084"
27/09/2011 16.00,"3,463193","5,320627","37,099991","111,042956"
27/09/2011 17.00,"2,600104","4,558776","37,099991","107,417163"
27/09/2011 18.00,"1,963619","8,295349","37,099991","92,707135"
27/09/2011 19.00,"1,094211","11,600373","37,099991","80,31114"
27/09/2011 20.00,"0,650026","12,260342","37,099991","72,584244"
27/09/2011 21.00,"0,650026","12,802207","37,099991","65,337468"
27/09/2011 22.00,"0,650026","11,094201","37,099991","73,603053"
27/09/2011 23.00,"0,650026","6,69118","37,099991","82,152624"
28/09/2011 0.00,"0,647317","6,085722","37,099991","79,707748"
28/09/2011 1.00,"0,650026","6,786573","34,099991","79,645769"
28/09/2011 2.00,"0,650026","3,854682","34,099991","80,593772"
28/09/2011 3.00,"0,650026","3,157723","34,099991","88,820529"
28/09/2011 4.00,"0,674402","3,112298","34,099991","88,038036"
28/09/2011 5.00,"0,685235","4,279733","34,099991","77,552315"
28/09/2011 6.00,"0,696069","6,688585","34,099991","67,938965"
28/09/2011 7.00,"0,650026","13,343419","34,099991","55,083945"
28/09/2011 8.00,"0,723154","16,365515","34,099991","58,681131"
28/09/2011 9.00,"0,186883","6,816425","34,099991","74,830917"
28/09/2011 10.00,,"5,29467","34,099991","88,89409"
28/09/2011 11.00,,"4,203159","34,099991","99,571865"
28/09/2011 12.00,,"3,989011","34,099991","106,190021"
28/09/2011 13.00,,"2,980563","34,099991","107,212255"
28/09/2011 14.00,,"1,958488","34,099991","106,336436"
28/09/2011 15.00,,"2,584064","34,099991","109,672748"
28/09/2011 16.00,,"2,835852","34,099991","108,790841"
28/09/2011 17.00,,"2,920213","34,099991","103,208495"
28/09/2011 18.00,,"5,911158","34,099991","95,346798"
28/09/2011 19.00,,"12,643222","34,099991","81,967389"
28/09/2011 20.00,,"9,501074","34,099991","85,089866"
28/09/2011 21.00,,"6,842382","34,099991","86,276231"
28/09/2011 22.00,,"5,012383","34,099991","91,410458"
28/09/2011 23.00,,"3,974084","34,099991","102,782896"
29/09/2011 0.00,,"3,286212","34,099991","105,009775"
29/09/2011 1.00,,"3,527617","37,700001","110,355881"
29/09/2011 2.00,,,"37,700001","96,076171"
29/09/2011 3.00,,"4,419255","37,700001",
29/09/2011 4.00,,"4,407575","37,700001","78,844159"
29/09/2011 5.00,,"5,066892","37,700001","79,298838"
29/09/2011 6.00,,"6,759966","37,700001","80,982895"
29/09/2011 7.00,,"12,001417","37,700001","77,257993"
29/09/2011 8.00,,"13,473202","37,700001","83,060528"
29/09/2011 9.00,"0,585926","7,745701","37,700001","103,080292"
29/09/2011 10.00,"0,67711","5,038988","37,700001","113,281745"
29/09/2011 11.00,"0,67711","3,701532","37,700001","116,944166"
29/09/2011 12.00,"1,094211","3,345266","37,700001","116,759509"
29/09/2011 13.00,"0,650026","3,172","37,700001","118,830201"
29/09/2011 14.00,"1,015666","2,47634","37,700001","121,644369"
29/09/2011 15.00,"2,410513","2,372511","37,700001","123,292338"
29/09/2011 16.00,"0,663568","2,589903","37,700001","121,302825"
29/09/2011 17.00,"0,374668","5,033797","37,700001","118,546953"
29/09/2011 18.00,"0,159798","8,03318","37,700001","115,450351"
29/09/2011 19.00,,"10,006593","37,700001","113,525435"
29/09/2011 20.00,,"9,006585","37,700001","111,836469"
29/09/2011 21.00,,"6,102593","37,700001","116,299305"
29/09/2011 22.00,,"4,088946","37,700001","118,224222"
29/09/2011 23.00,,"3,598999","37,700001","118,621945"
30/09/2011 0.00,,"4,601606","37,700001","114,172335"
30/09/2011 1.00,,"11,872927","23,6","98,05385"
30/09/2011 2.00,,"11,698369","23,6","93,332102"
30/09/2011 3.00,,"10,329106","23,6","94,542052"
30/09/2011 4.00,,"10,478368","23,6","90,10216"
30/09/2011 5.00,,"11,677597","23,6","82,94807"
30/09/2011 6.00,,"9,517295","23,6","77,528015"
30/09/2011 7.00,,"16,882711","23,6","62,814452"
30/09/2011 8.00,,"12,504996","23,6","64,757424"
30/09/2011 9.00,,"4,922828","23,6","80,06382"
30/09/2011 10.00,,"3,61533","23,6","89,248739"
30/09/2011 11.00,,"3,109702","23,6","91,48007"
30/09/2011 12.00,,"2,064914","23,6","92,635172"
30/09/2011 13.00,,"2,665829","23,6","100,306406"
30/09/2011 14.00,,"3,475052","23,6","109,095855"
30/09/2011 15.00,,"3,054542","23,6","108,690514"
30/09/2011 16.00,,"3,380957","23,6","107,5472"
30/09/2011 17.00,,"3,78719","23,6","100,296688"
30/09/2011 18.00,,"5,662617","23,6","90,025113"
30/09/2011 19.00,,"7,607477","23,6","80,3991"
30/09/2011 20.00,,"8,244733","23,6","74,275843"
30/09/2011 21.00,,"9,433583","23,6","76,692927"
30/09/2011 22.00,,"4,480904","23,6","81,597216"
30/09/2011 23.00,,"3,631446","23,6","78,79973"
01/10/2011 0.00,,"3,281669","23,6","82,219892"
01/10/2011 1.00,,"5,995521","24,9","84,611999"
01/10/2011 2.00,,,"24,9","76,756785"
01/10/2011 3.00,,"22,263041","24,9",
01/10/2011 4.00,,"19,853538","24,9","58,986084"
01/10/2011 5.00,,"13,031928","24,9","63,808977"
01/10/2011 6.00,,"22,30975","24,9","57,466794"
01/10/2011 7.00,,"13,205845","24,9","64,26853"
01/10/2011 8.00,,"8,94688","24,9","75,678707"
01/10/2011 9.00,,"5,183051","24,9","84,505728"
01/10/2011 10.00,,"4,679479","24,9","92,300988"
01/10/2011 11.00,,"4,065585","24,9","99,903675"
01/10/2011 12.00,,"3,737224","24,9","104,57349"
01/10/2011 13.00,,"2,558755","24,9","103,816925"
01/10/2011 14.00,,"2,350446","24,9","105,378617"
01/10/2011 15.00,,"1,746937","24,9","104,91699"
01/10/2011 16.00,,"1,960437","24,9","101,707055"
01/10/2011 17.00,,"2,429617","24,9","101,703646"
01/10/2011 18.00,,"3,58083","24,9","100,482045"
01/10/2011 19.00,,"5,19668","24,9","91,605853"
01/10/2011 20.00,,"7,904041","24,9","83,672672"
01/10/2011 21.00,,"14,056597","24,9","73,082575"
01/10/2011 22.00,,"15,190291","24,9","76,157373"
01/10/2011 23.00,,"16,875582","24,9","71,488829"
02/10/2011 0.00,,"10,78985","24,9","78,151255"
02/10/2011 1.00,,"12,0767","23,79999","74,672212"
02/10/2011 2.00,,"22,721844","23,79999","59,018184"
02/10/2011 3.00,,"17,35255","23,79999","62,4112"
02/10/2011 4.00,,"14,52967","23,79999","61,065334"
02/10/2011 5.00,,"17,090379","23,79999","56,702687"
02/10/2011 6.00,,"17,569289","23,79999","56,867934"
02/10/2011 7.00,,"10,746377","23,79999","65,802184"
02/10/2011 8.00,,"4,615882","23,79999","82,029771"
02/10/2011 9.00,,"3,647021","23,79999","86,760453"
02/10/2011 10.00,,"3,046107","23,79999","89,837306"
02/10/2011 11.00,,"3,834564","23,79999","94,467638"
02/10/2011 12.00,,"2,894904","23,79999","97,687885"
02/10/2011 13.00,,"2,263489","23,79999","101,094554"
02/10/2011 14.00,,"2,638573","23,79999","102,395333"
02/10/2011 15.00,,"1,853361","23,79999","102,33929"
02/10/2011 16.00,,"1,691776","23,79999","100,921784"
02/10/2011 17.00,,"1,955244","23,79999","100,07576"
02/10/2011 18.00,,"3,849489","23,79999","101,454408"
02/10/2011 19.00,,"5,283638","23,79999","95,893386"
02/10/2011 20.00,,"6,19669","23,79999","87,027446"
02/10/2011 21.00,,"5,401744","23,79999","91,919962"
02/10/2011 22.00,,"5,113615","23,79999","91,934307"
02/10/2011 23.00,,"4,874807","23,79999","88,770042"
03/10/2011 0.00,,"5,407583","23,79999","86,993991"
03/10/2011 1.00,,"4,828733",26,"88,463445"
03/10/2011 2.00,,,26,"91,86191"
03/10/2011 3.00,,"3,512692",26,
03/10/2011 4.00,,"2,985106",26,"91,53886"
03/10/2011 5.00,,"4,898171",26,"86,50432"
03/10/2011 6.00,,"10,938462",26,"75,69389"
03/10/2011 7.00,,"19,699086",26,"63,575701"
03/10/2011 8.00,,"18,823029",26,"71,846553"
03/10/2011 9.00,,"8,604242",26,"87,229599"
03/10/2011 10.00,,"4,913744",26,"96,799852"
03/10/2011 11.00,,"3,553574",26,"102,560378"
03/10/2011 12.00,,"3,552276",26,"105,541706"
03/10/2011 13.00,,"3,581478",26,"103,714163"
03/10/2011 14.00,,"2,482829",26,"103,491866"
03/10/2011 15.00,,"2,107745",26,"106,021742"
03/10/2011 16.00,,"2,558107",26,"103,353891"
03/10/2011 17.00,,"2,693733",26,"100,566375"
03/10/2011 18.00,,"5,735298",26,"88,539457"
03/10/2011 19.00,,"7,196051",26,"83,638677"
03/10/2011 20.00,,"9,7587",26,"79,544004"
03/10/2011 21.00,,"15,075429",26,"68,936328"
03/10/2011 22.00,,"17,170198",26,"70,545074"
03/10/2011 23.00,,"13,362237",26,"60,880057"
04/10/2011 0.00,,"17,325288",26,"35,979707"
04/10/2011 1.00,,"11,184406","30,200001","50,670206"
04/10/2011 2.00,,"11,159099","30,200001","41,646184"
04/10/2011 3.00,,"8,844998","30,200001","48,487357"
04/10/2011 4.00,,"6,225893","30,200001","50,746835"
04/10/2011 5.00,,"7,292743","30,200001","41,213526"
04/10/2011 6.00,,"9,377127","30,200001","53,653589"
04/10/2011 7.00,,"35,784264","30,200001","32,699506"
04/10/2011 8.00,,"22,94767","30,200001","45,562509"
04/10/2011 9.00,,"23,234489","30,200001","65,13358"
04/10/2011 10.00,"6,216775","23,23774","30,200001","72,151726"
04/10/2011 11.00,"7,616136","18,024847","30,200001","87,826705"
04/10/2011 12.00,"8,092822","15,780175","30,200001","95,371577"
04/10/2011 13.00,"7,170147","10,91834","30,200001","105,184279"
04/10/2011 14.00,"6,27636","7,602286","30,200001","113,391029"
04/10/2011 15.00,"5,670573","6,277807","30,200001","120,295546"
04/10/2011 16.00,"3,900155","5,558138","30,200001","121,624955"
04/10/2011 17.00,"3,891127","5,874819","30,200001","115,580785"
04/10/2011 18.00,"1,991607","6,669765","30,200001","91,340999"
04/10/2011 19.00,"0,650026","12,478385","30,200001","76,486063"
04/10/2011 20.00,"0,643706","13,241538","30,200001","75,846469"
04/10/2011 21.00,"0,500159","11,096806","30,200001","76,51741"
04/10/2011 22.00,"0,233829","9,74637","30,200001","69,87551"
04/10/2011 23.00,,"15,973552","30,200001","44,095186"
05/10/2011 0.00,"0,122782","14,520586","30,200001","40,181673"
05/10/2011 1.00,,"13,522526","25,5","33,58018"
05/10/2011 2.00,"0,511896",,"25,5","34,230908"
05/10/2011 3.00,"0,081253","7,508839","25,5",
05/10/2011 4.00,"0,043335","5,537372","25,5","52,006636"
05/10/2011 5.00,,"3,923468","25,5","57,571093"
05/10/2011 6.00,,"5,274552","25,5","55,000894"
05/10/2011 7.00,"0,08667","10,878762","25,5","58,86914"
05/10/2011 8.00,"0,611205","25,327307","25,5","45,981339"
05/10/2011 9.00,"0,627455","17,929454","25,5","66,060935"
05/10/2011 10.00,"0,36564","8,3252","25,5","85,591721"
05/10/2011 11.00,"0,433351","7,821626","25,5","95,510526"
05/10/2011 12.00,"0,650026","8,327796","25,5","96,482692"
05/10/2011 13.00,"1,2513","8,724297","25,5","99,272415"
05/10/2011 14.00,"0,828783","5,528286","25,5","105,798721"
05/10/2011 15.00,"3,855917","8,393339","25,5","109,595427"
05/10/2011 16.00,"4,638657","8,162318","25,5","107,19017"
05/10/2011 17.00,"2,112585","6,781382","25,5","106,365942"
05/10/2011 18.00,"0,71232","13,1416","25,5","96,432258"
05/10/2011 19.00,"0,614816","19,283132","25,5","75,807907"
05/10/2011 20.00,"0,454115","18,076112","25,5","68,368651"
05/10/2011 21.00,"0,023473","17,431065","25,5","65,889825"
05/10/2011 22.00,"0,07403","19,757498","25,5","44,55988"
05/10/2011 23.00,"0,010834","25,775729","25,5","14,18944"
06/10/2011 0.00,,"16,114371","25,5","30,122446"
06/10/2011 1.00,,"15,066997",29,"28,432401"
06/10/2011 2.00,,"9,976743",29,"41,254085"
06/10/2011 3.00,,"8,022796",29,"45,198679"
06/10/2011 4.00,,"6,456266",29,"47,255524"
06/10/2011 5.00,,"5,554893",29,"52,121848"
06/10/2011 6.00,,"4,857287",29,"54,566622"
06/10/2011 7.00,,"7,796317",29,"52,630454"
06/10/2011 8.00,,"19,039781",29,"36,270478"
06/10/2011 9.00,"0,077642","27,244909",29,"35,758479"
06/10/2011 10.00,"0,622637","26,281892",29,"61,566417"
06/10/2011 11.00,"0,63197","6,244062",29,"94,562204"
06/10/2011 12.00,"0,650026","6,831998",29,"98,101171"
06/10/2011 13.00,"0,650026","5,752818",29,"101,040886"
06/10/2011 14.00,"0,39453","5,482861",29,"105,380846"
06/10/2011 15.00,"0,313277","6,528946",29,"114,431063"
06/10/2011 16.00,"0,07403","5,900128",29,"111,389811"
06/10/2011 17.00,"0,125491","8,462775",29,"102,004847"
06/10/2011 18.00,,"12,236337",29,"95,971369"
06/10/2011 19.00,,"15,22274",29,"93,132567"
06/10/2011 20.00,,"13,998841",29,"59,855647"
06/10/2011 21.00,,"13,449847",29,"33,603479"
06/10/2011 22.00,,"13,519281",29,"35,425793"
06/10/2011 23.00,,"13,693839",29,"29,105953"
07/10/2011 0.00,,"10,547802",29,"33,709156"
07/10/2011 1.00,,"8,538051","24,6","34,650637"
07/10/2011 2.00,"0,34668",,"24,6","35,367837"
