,SIMAGE Brindisi,,,,
,SISRI.,,,,
Parm,SO2,NO2,PM10,CO,NOX



22/07/2010 22.00,"0,0009031","8,47705276","40,04883957","0,20709273","9,40271506"
22/07/2010 23.00,"0,17161875","31,78682792",,"0,20134579","33,05113792"
23/07/2010 0.00,"0,30981685","22,07226184","35,65322113","0,29696316","23,04938944"
23/07/2010 1.00,,"28,97563344",,"0,29589136","31,39402664"
23/07/2010 2.00,"0,63318115",,"26,86202049","0,31326967",
23/07/2010 3.00,"0,25020132","16,30126842",,,"17,295474"
23/07/2010 4.00,"0,23665285","19,10531966","15,87300968",,"20,19997408"
23/07/2010 5.00,"0,45433763","41,72463912",,,"51,33855752"
23/07/2010 6.00,"0,76595965","66,22391728","18,31501007",,"103,7021574"
23/07/2010 7.00,"0,48504798","36,54547088",,,"44,42478464"
23/07/2010 8.00,"0,28633127","31,96917536","29,54821968",,"40,41683112"
23/07/2010 9.00,"0,49949955","16,41872258",,,"20,20127424"
23/07/2010 10.00,"0,92222272","12,67436694","28,57142067",,"15,54563263"
23/07/2010 11.00,"0,57718004","11,10848291",,,"13,67649967"
23/07/2010 12.00,"0,69550596","11,64385821","26,37360954",,"13,61231574"
23/07/2010 13.00,"1,05409813","13,0526982",,,"15,46134976"
23/07/2010 14.00,"0,74879778","3,73527746","25,88521957",,"4,64009131"
23/07/2010 15.00,"0,61150379","3,94747696",,,"4,58692815"
23/07/2010 16.00,"0,48504798","7,40111682",,,"8,31417139"
23/07/2010 17.00,"0,64848802","7,86099489",,,"9,13883038"
23/07/2010 18.00,"1,37565725","11,8534593","7,32600689",,"13,70826755"
23/07/2010 19.00,"0,89331856","18,78604434",,,"19,70207016"
23/07/2010 20.00,"2,51917714","42,73503552","15,87300968",,"43,85426296"
23/07/2010 21.00,"1,59695442","87,53367352",,,"94,45763736"
23/07/2010 22.00,"0,85718862","70,5004112","21,48962021",,"76,6376444"
23/07/2010 23.00,"0,71266784","43,80447448",,,"45,64754688"
24/07/2010 0.00,"0,58801923","38,63375728","37,85102081",,"40,01810264"
24/07/2010 1.00,"0,54466249","44,36514936",,,"45,6974692"
24/07/2010 2.00,"0,34504369","35,78621568","45,1770401",,"36,84190736"
24/07/2010 3.00,"0,53924289","28,9736832",,,"29,88018152"
24/07/2010 4.00,"0,59524502","25,99572408","31,74603081",,"26,9049948"
24/07/2010 5.00,"0,63589145","30,88610384",,,"31,97363032"
24/07/2010 6.00,"0,72260393","37,55391704","36,8742218",,"42,53945704"
24/07/2010 7.00,"0,65395643","24,02424176",,,"27,68558792"
24/07/2010 8.00,"0,73254002","20,5641336","40,04883957",,"23,32622792"
24/07/2010 9.00,"1,97361156","7,22136014",,,"8,21821767"
24/07/2010 10.00,"1,82096189","5,93062822","52,01464081","0,42388758","6,84181667"
24/07/2010 11.00,"1,29346128","6,6301793",,"0,39193862","7,55692188"
24/07/2010 12.00,"1,79747733","8,09028575","33,69963074","0,40434937","9,02538759"
24/07/2010 13.00,"1,00080631","8,19216858",,"0,39403329","9,11550589"
24/07/2010 14.00,"1,03693625","10,57635419","26,37360954","0,36834854","11,77819342"
24/07/2010 15.00,"0,65215023","12,25450321",,"0,38113208","13,53192188"
24/07/2010 16.00,"1,23926535","4,88713701","34,4322319","0,36310254","5,69362626"
24/07/2010 17.00,"1,15074669","3,22651147",,"0,34712806","3,91201701"
24/07/2010 18.00,"0,67382759","3,39847866","28,08300972","0,37112939","4,19857801"
24/07/2010 19.00,"0,64473732","10,68931133",,"0,38479251","11,27757063"
24/07/2010 20.00,"0,62143887","17,59135409","27,59461975","0,38248348","18,3976311"
24/07/2010 21.00,"0,5347264","10,70549641",,"0,38254173","11,58758422"
24/07/2010 22.00,"0,61421308","2,3303303","32,72283173","0,34258689","2,95313754"
24/07/2010 23.00,"0,5338233","3,58212818",,"0,35114032","4,08965902"
25/07/2010 0.00,"0,42633657","2,36731794","50,54944992","0,34066697","2,88830544"
25/07/2010 1.00,,"2,15576662",,"0,33391463","2,94600769"
25/07/2010 2.00,"1,65205345",,"26,12940979","0,321307",
25/07/2010 3.00,"0,72892661","7,18956167",,,"8,00815962"
25/07/2010 4.00,"0,6756348","10,47706594","14,40781021","0,16225305","11,28740787"
25/07/2010 5.00,"0,63318115","12,98455643",,"0,14357926","14,41170574"
25/07/2010 6.00,"0,60518111","11,56598245","8,05860806","0,14244455","12,60157136"
25/07/2010 7.00,"0,59705121","8,52182798",,"0,13615355","9,45069287"
25/07/2010 8.00,"0,50582224","10,97545551","11,72161007","0,13549649","12,21905664"
25/07/2010 9.00,"0,5383398","7,03511605",,"0,12906569","7,96018371"
25/07/2010 10.00,"0,63047186","5,86443478","9,03540897","0,11873447","6,78930168"
25/07/2010 11.00,"0,50853254","5,52698781",,"0,13467983","6,39382169"
25/07/2010 12.00,"0,64492343","4,77162735","15,14041042","0,12614038","5,7007561"
25/07/2010 13.00,"0,69369977","5,11361532",,"0,11011347","6,04242668"
25/07/2010 14.00,"0,72531321","4,60874407","18,80340958","0,11341741","5,53089402"
25/07/2010 15.00,"0,66027911","4,08115826",,"0,10949602","5,01417602"
25/07/2010 16.00,"0,64582754","5,60161699","17,58241081","0,10011894","6,50338885"
25/07/2010 17.00,"0,58982542","5,78786109",,"0,08873223","6,71798599"
25/07/2010 18.00,"0,62234298","7,93324363","9,76801014","0,09050419","9,02020225"
25/07/2010 19.00,"1,06313112","10,52119108",,"0,08323692","11,46440171"
25/07/2010 20.00,"0,58801923","8,00787282","14,89620972","0,08120633","8,79912151"
25/07/2010 21.00,"0,74191472","5,40339995",,"0,07619683","6,19645931"
25/07/2010 22.00,"0,58079243","5,31413823","18,55920982","0,08098731","6,22201319"
25/07/2010 23.00,"0,66027911","5,6392528",,"0,06995825","6,54552933"
26/07/2010 0.00,"0,81925249","6,46599969","17,33819962","0,13177315","7,37149994"
26/07/2010 1.00,"0,99448362","5,64444579",,"0,13428256","6,5734082"
26/07/2010 2.00,"0,62234298","5,81771123","11,96580982","0,07286376","6,47810265"
26/07/2010 3.00,"0,8093164","7,27197843",,"0,07499455","7,9562947"
26/07/2010 4.00,"0,76957305","9,98647734","6,59340715","0,07618867","10,90359682"
26/07/2010 5.00,"0,68647398","12,76522326",,"0,13368492","13,68168693"
26/07/2010 6.00,"0,62505227","15,24480046","4,63980484","0,09687441","17,13079535"
26/07/2010 7.00,"0,79396071","9,64189096",,"0,07431768","11,55452001"
26/07/2010 8.00,"0,99900012","10,02606147","12,69841003","0,07991201","12,80125682"
26/07/2010 9.00,"0,79396071","8,36154119",,"0,07835907","10,86599351"
26/07/2010 10.00,"0,42182007","7,96309378","16,84980965","0,09022459","9,97194805"
26/07/2010 11.00,"0,58350273","7,97802076",,"0,08560537","10,58721244"
26/07/2010 12.00,"1,21668388","8,47899918","24,66422081","0,088194","11,24786006"
26/07/2010 13.00,"1,06313112","7,42966872",,"0,07839868","9,30092782"
26/07/2010 14.00,"1,24558804","7,04095721","31,25761986","0,0524984","8,85617368"
26/07/2010 15.00,"1,14171369","7,30702157",,"0,05090468","8,59554514"
26/07/2010 16.00,"0,63047186","6,56463786","18,07081032","0,04927251","8,07364179"
26/07/2010 17.00,"1,14532709","7,99489225",,"0,05198114","9,56739179"
26/07/2010 18.00,"1,22120038","9,24214721","13,18680954","0,05144291","10,3097277"
26/07/2010 19.00,"0,36130145","11,89434933",,"0,04835799","13,05410352"
26/07/2010 20.00,"0,67653789","9,49004183","16,11721039","0,04941231","10,26758722"
26/07/2010 21.00,"0,61511618","11,24605705",,"0,0399362","12,09522596"
26/07/2010 22.00,"0,43085205","10,8826585","12,45421028","0,03842287","11,73799744"
26/07/2010 23.00,"0,37665714","15,75227394",,"0,06255235","16,59009131"
27/07/2010 0.00,"0,37033445","18,41095966","7,57020807","0,0681059","19,32991848"
27/07/2010 1.00,,"15,00663792",,"0,05715723","15,92620094"
27/07/2010 2.00,"1,13087451",,"13,91940975","0,03655188",
27/07/2010 3.00,"1,91941664",,,,
27/07/2010 4.00,"2,06303332",,"8,05860806","0,13131764",
27/07/2010 5.00,"1,68998958",,,"0,14923184",
27/07/2010 6.00,"1,71799064",,"4,88400507","0,18747064",
27/07/2010 7.00,"2,14121621",,,"0,20067591",
27/07/2010 8.00,"1,91490015",,"14,40781021","0,16907878",
27/07/2010 9.00,"1,86251143",,,"0,169278",
27/07/2010 10.00,"2,09284159",,"22,46640968","0,1754956",
27/07/2010 11.00,"1,89683518",,,"0,16270157",
27/07/2010 12.00,"2,12897153",,"29,30401993","0,14998909",
27/07/2010 13.00,"1,95012699",,,"0,14857362",
27/07/2010 14.00,"2,4180131",,"19,53602028","0,18480162",
27/07/2010 15.00,"3,44411016",,,"0,16427665",
27/07/2010 16.00,"2,48485339",,"18,31501007","0,1422966",
27/07/2010 17.00,"1,79386393",,,"0,1738413",
27/07/2010 18.00,"1,6746339",,"19,53602028","0,19966586",
27/07/2010 19.00,"1,57888945",,,"0,1950443",
27/07/2010 20.00,"1,74870099",,"22,95482063","0,20086231",
27/07/2010 21.00,"1,80470311",,,"0,19249295",
27/07/2010 22.00,"1,77941236",,"13,67521","0,32301373",
27/07/2010 23.00,"2,1479396",,,"0,29898211",
28/07/2010 0.00,"1,93928781",,"19,29179955","0,23320388",
28/07/2010 1.00,"1,69631227",,,"0,20349288",
28/07/2010 2.00,"1,77218555",,"22,22220993","0,21803907",
28/07/2010 3.00,"1,20132922",,,"0,20289407",
28/07/2010 4.00,"1,33139741",,"11,96580982","0,20954972",
28/07/2010 5.00,"0,92312683",,,"0,20498641",
28/07/2010 6.00,"1,15797247",,"9,76801014","0,21680301",
28/07/2010 7.00,"1,39462532",,,"0,15493102",
28/07/2010 8.00,"4,07909852",,"14,65200996","0,15875688",
28/07/2010 9.00,"4,61498938",,,"0,15139991",
28/07/2010 10.00,"1,91490015",,"26,61782074","0,16389803",
28/07/2010 11.00,"1,95735278","44,76424112",,"0,15891649","49,07006512"
28/07/2010 12.00,"0,9375784","33,02500088","16,11721039","0,13586114","36,31809584"
28/07/2010 13.00,"1,86341452","24,72640464",,"0,1518228","27,23305576"
28/07/2010 14.00,"1,52740382","21,10987576","20,26861954","0,14430972","23,91361344"
28/07/2010 15.00,"1,59876061","17,27986061",,"0,1633796","19,795414"
28/07/2010 16.00,"2,57969576","22,07029248","16,36141014","0,14351169","26,0945936"
28/07/2010 17.00,"2,6799567","14,90086034",,"0,1647543","17,11264474"
28/07/2010 18.00,"2,93738483","13,96898787","17,33819962","0,14783617","16,24647623"
28/07/2010 19.00,"2,00161262","12,489423",,"0,14921204","14,78319778"
28/07/2010 20.00,"1,43075526","13,7671801","11,47741032","0,14544559","16,12199738"
28/07/2010 21.00,"0,74247509","24,22477232",,"0,14693912","26,32927248"
28/07/2010 22.00,,,,,
28/07/2010 23.00,"1,07710267","55,5654924",,"0,22542051","58,34693616"
29/07/2010 0.00,"1,47411201","36,46889528","11,47741032","0,25510238","38,69029512"
29/07/2010 1.00,,"33,41694176",,"0,21590596","36,01659256"
29/07/2010 2.00,"2,60408342",,"24,42000961","0,19948761",
29/07/2010 3.00,"1,8200588","76,85544032",,,"80,22486232"
29/07/2010 4.00,"1,93206202","65,63987776","13,43101025","0,23549194","68,98025648"
29/07/2010 5.00,"1,77850824","87,21503872",,"0,26788243","97,57737128"
29/07/2010 6.00,"2,91570646","104,348834","14,65200996","0,32008725","188,1515263"
29/07/2010 7.00,"3,23726457","112,030294",,"0,33560388","212,3082888"
29/07/2010 8.00,"1,94741771","40,04647672","24,42000961","0,192345","45,50944312"
29/07/2010 9.00,"1,38649644","24,1430152",,"0,13848006","28,15368376"
29/07/2010 10.00,"1,93477131","24,89316928","32,96702957","0,12282479","29,58907952"
29/07/2010 11.00,"2,00522602","20,04431816",,"0,12842378","24,27278264"
29/07/2010 12.00,"1,94290121","18,35775252","20,75702095","0,12680326","22,22600576"
29/07/2010 13.00,"1,98535384","24,51354168",,"0,13338085","30,1181108"
29/07/2010 14.00,"1,91580324","11,61335225","18,31501007","0,14925631","14,83311818"
29/07/2010 15.00,"1,99980643","8,11883956",,"0,14215796","10,71233946"
29/07/2010 16.00,"3,09455099","7,16555269","11,72161007","0,11768597","9,1654263"
29/07/2010 17.00,"2,29517069","5,2719576",,"0,11394632","6,90729694"
29/07/2010 18.00,"2,36743057","7,21422265","9,52380943","0,1193659","9,37937527"
29/07/2010 19.00,"3,27881512","13,96120794",,"0,11792596","15,84191806"
29/07/2010 20.00,"2,93557762","14,490092","6,34920597","0,12862299","16,4208774"
29/07/2010 21.00,"2,24097476","43,50790416",,"0,16149347","46,62781016"
29/07/2010 22.00,"1,53462961","45,39435984","8,30280876","0,30169306","48,07940056"
29/07/2010 23.00,"1,54637189","14,26686026",,"0,19028528","16,07920682"
30/07/2010 0.00,"1,67282771","18,73153514","19,78022003","0,19538332","21,09855672"
30/07/2010 1.00,"2,03232297","21,34545328",,"0,20018195","23,23416512"
30/07/2010 2.00,"1,76947627","18,69843459","23,44322014","0,19436394","20,86062744"
30/07/2010 3.00,"1,82909077","15,93332314",,"0,20490137","18,31010739"
30/07/2010 4.00,"1,85257534","20,83797024","12,94260979","0,21441825","23,04548896"
30/07/2010 5.00,"1,4081738","29,45000064",,"0,21259852","32,3723588"
30/07/2010 6.00,"1,36843045","31,0340544","11,47741032","0,20779989","36,0360376"
30/07/2010 7.00,"1,71076486","18,68027059",,"0,198283","23,59203416"
30/07/2010 8.00,"1,51024195","22,0398152","19,78022003","0,20250147","28,60296552"
30/07/2010 9.00,"1,91399705","8,57309443",,"0,16327359","11,33603194"
30/07/2010 10.00,,"6,20642466","28,57142067","0,13408102","8,36733455"
30/07/2010 11.00,,"4,8228919",,"0,14837673","7,16144189"
30/07/2010 12.00,"2,39787345","4,90530866","19,29179955","0,12368339","7,34816016"
30/07/2010 13.00,"1,95910609","5,74568046",,"0,13514117","8,24868922"
30/07/2010 14.00,"2,19383782","5,19343558","14,16361046","0,14293851","7,1841335"
30/07/2010 15.00,"1,84805986","4,45235012",,"0,13923964","6,25378107"
30/07/2010 16.00,"1,70812371","4,16227678","18,07081032","0,1457182","5,26702464"
30/07/2010 17.00,"1,78486246","3,8799891",,"0,16163327","5,81097334"
30/07/2010 18.00,"1,53478318","4,10516916","15,38461018","0,15917395","5,85505833"
30/07/2010 19.00,"1,41380594","6,14542421",,"0,15217696","7,39873065"
30/07/2010 20.00,"1,1393512","9,75740253","17,09399986","0,15003686","11,57785979"
30/07/2010 21.00,,,,,
30/07/2010 22.00,"0,8651558","18,34742581","28,81562042","0,19691879","20,49178352"
30/07/2010 23.00,"0,69516628","18,09946809",,"0,20370142","19,50108072"
31/07/2010 0.00,"0,81794971","13,11304666","36,38582993","0,21449747","15,26036797"
31/07/2010 1.00,,"12,0208874",,"0,2127791","14,18090057"
31/07/2010 2.00,"2,24258873",,"34,67642975","0,19032489",
31/07/2010 3.00,"1,54200591",,,,
31/07/2010 4.00,"1,15831012",,"18,55920982","0,21451961",
31/07/2010 5.00,"0,77732259",,,"0,18745433",
31/07/2010 6.00,"0,81162905",,"28,81562042","0,1569488",
31/07/2010 7.00,"0,75114095",,,"0,14378547",
31/07/2010 8.00,"0,66627636",,"28,81562042","0,14292686",
31/07/2010 9.00,"1,00934606",,,"0,14924699",
31/07/2010 10.00,"0,64460918",,"20,51280975","0,13050447",
31/07/2010 11.00,"0,74752958",,,"0,13702497",
31/07/2010 12.00,"0,69336111",,"15,62880993","0,15636863",
31/07/2010 13.00,"0,68072183",,,"0,16417064",
31/07/2010 14.00,"0,76287713",,"13,18680954","0,1777126",
31/07/2010 15.00,"0,7240562",,,"0,17715223",
31/07/2010 16.00,"1,2314375",,"19,53602028","0,156809",
31/07/2010 17.00,"0,66447119",,,"0,13726496",
31/07/2010 18.00,"0,75023785",,"10,98900986","0,13292417",
31/07/2010 19.00,"0,64551227",,,"0,13018409",
31/07/2010 20.00,"0,64551227",,"10,25640965","0,13374433",
31/07/2010 21.00,"0,64912262",,,"0,13796513",
31/07/2010 22.00,"0,72586239",,"11,47741032","0,16507002",
31/07/2010 23.00,"0,63106681",,,"0,17265184",
01/08/2010 0.00,"0,67530427",,"15,62880993","0,15556828",
01/08/2010 1.00,"0,65183191",,,"0,15308799",
01/08/2010 2.00,"0,62384407",,"9,27960968","0,14064463",
01/08/2010 3.00,"0,60849653",,,"0,1385651",
01/08/2010 4.00,"0,65273399",,"6,10500622","0,11950221",
01/08/2010 5.00,"0,57238387",,,"0,10867936",
01/08/2010 6.00,"0,43696219",,"3,90720391","0,1181811",
01/08/2010 7.00,"0,46314383",,,"0,11462086",
01/08/2010 8.00,"0,50286684",,"2,93040299","0,11884165",
01/08/2010 9.00,"0,5705787",,,"0,13024351",
01/08/2010 10.00,"0,57689834",,"2,93040299","0,14370625",
01/08/2010 11.00,"0,65002572",,,"0,14924699",
01/08/2010 12.00,"0,65815155",,"4,39560509","0,15866951",
01/08/2010 13.00,"0,66627636",,,"0,15858912",
01/08/2010 14.00,"0,83239416",,"4,63980484","0,15882911",
01/08/2010 15.00,"0,64912262",,,"0,16028886",
01/08/2010 16.00,"0,69065284",,"15,87300968","0,16100883",
01/08/2010 17.00,"0,65002572",,,"0,1634495",
01/08/2010 18.00,"0,63828954",,"18,80340958","0,17091133",
01/08/2010 19.00,"0,71683448",,,"0,16308952",
01/08/2010 20.00,"0,55252186",,"15,38461018","0,17581248",
01/08/2010 21.00,"0,09479559",,,"0,1881743",
01/08/2010 22.00,"0,63558127",,"17,58241081","0,18243318",
01/08/2010 23.00,"0,59946862",,,"0,16917082",
02/08/2010 0.00,"0,71593139",,"18,07081032","0,20723836",
02/08/2010 1.00,,,,"0,19299507",
02/08/2010 2.00,"1,93924408",,"20,02441978","0,17707301",
02/08/2010 3.00,"1,00212332",,,,
02/08/2010 4.00,"0,91725874",,"15,62880993","0,13543242",
02/08/2010 5.00,"1,12400264",,,"0,1355128",
02/08/2010 6.00,"0,7980877",,"12,94260979","0,15962364",
02/08/2010 7.00,"0,72044585",,,"0,18345605",
02/08/2010 8.00,"0,59495415",,"14,16361046","0,17168023",
02/08/2010 9.00,"0,46856038",,,"0,18275705",
02/08/2010 10.00,"0,60939962",,"16,84980965","0,17865858",
02/08/2010 11.00,"0,65002572",,,"0,17953815",
02/08/2010 12.00,"0,3520976",,"18,07081032","0,18361682",
02/08/2010 13.00,"0,6319699",,,"0,1881743",
02/08/2010 14.00,"0,64912262",,"22,22220993","0,18257647",
02/08/2010 15.00,"0,65002572",,,"0,18713512",
02/08/2010 16.00,"0,70690348",,"18,80340958","0,18505559",
02/08/2010 17.00,"0,65634536",,,"0,19069419",
02/08/2010 18.00,"0,63648335",,"15,87300968","0,18553557",
02/08/2010 19.00,"0,8378107",,,"0,18389642",
02/08/2010 20.00,"0,54168776",,"21,48962021","0,20362919",
02/08/2010 21.00,"0,6319699",,,"0,18633593",
02/08/2010 22.00,"0,68794355",,"18,07081032","0,19385251",
02/08/2010 23.00,"0,90281327",,,"0,23455877",
03/08/2010 0.00,"0,72044585",,"20,02441978","0,26060934",
03/08/2010 1.00,"0,71863966",,,"0,31381139",
03/08/2010 2.00,"0,73669649",,"17,58241081","0,20044524",
03/08/2010 3.00,"1,09330754",,,"0,21322646",
03/08/2010 4.00,"0,9533714",,"2,19780207","0,21692417",
03/08/2010 5.00,"0,9533714",,,"0,27260534",
03/08/2010 6.00,"3,05692708",,"0,97680098","0,41543667",
03/08/2010 7.00,"2,75629069",,,"0,43427006",
03/08/2010 8.00,"1,10504372",,"34,18803024","0,25423213",
03/08/2010 9.00,"0,65815155",,,"0,20293019",
03/08/2010 10.00,"0,69155492",,"47,86323166","0,20582871",
03/08/2010 11.00,"1,56909065",,,"0,17222079",
03/08/2010 12.00,"7,01215398",,"31,99023056","0,15044694",
03/08/2010 13.00,"3,36522859",,,"0,13703196",
03/08/2010 14.00,"2,06563785",,"17,33819962","0,14596984",
03/08/2010 15.00,"1,94736889",,,"0,13567241",
03/08/2010 16.00,"2,39245589",,"12,69841003","0,12775623",
03/08/2010 17.00,"1,40658422",,,"0,13899149",
03/08/2010 18.00,"0,90461947",,"9,52380943","0,14718843",
03/08/2010 19.00,"1,20796514",,,"0,13747233",
03/08/2010 20.00,"1,117683",,"13,43101025","0,1567857",
03/08/2010 21.00,"1,4092925",,,"0,14756939",
03/08/2010 22.00,"1,21338168",,"20,26861954","0,18277569",
03/08/2010 23.00,"0,85406135",,,"0,22931977",
04/08/2010 0.00,"1,03913907",,"17,82661057","0,29623737",
04/08/2010 1.00,,,,"0,1695809",
04/08/2010 2.00,"2,17758616",,"22,46640968","0,18103751",
04/08/2010 3.00,"1,61693949",,,,
04/08/2010 4.00,"1,3668602",,"11,96580982","0,13972078",
04/08/2010 5.00,"1,09150135",,,"0,1477255",
04/08/2010 6.00,"1,21970132",,"11,47741032","0,20964175",
04/08/2010 7.00,"1,34248373",,,"0,1923916",
04/08/2010 8.00,"0,97864995",,"13,91940975","0,20111628",
04/08/2010 9.00,"1,37588811",,,"0,18066471",
04/08/2010 10.00,"0,67891564",,"15,14041042","0,19083166",
04/08/2010 11.00,"1,00031713",,,"0,19503382",
04/08/2010 12.00,"0,81433834",,"14,89620972","0,18444746",
04/08/2010 13.00,"0,87302128",,,"0,19031091",
04/08/2010 14.00,"1,13483674",,"17,33819962","0,17870401",
04/08/2010 15.00,"0,7971846",,,"0,16595658",
04/08/2010 16.00,"1,48964261",,"20,26861954","0,18350614",
04/08/2010 17.00,"1,6467325",,,"0,16729633",
04/08/2010 18.00,"1,64492631","6,87223277","31,25761986","0,15462929","8,71807948"
04/08/2010 19.00,"1,84715676","14,29541216",,"0,14654535","16,25360799"
04/08/2010 20.00,"1,91757587","4,3907015","33,94382095","0,13998058","5,3201878"
04/08/2010 21.00,"1,63228703","0,57690394",,"0,14274279","0,67620748"
04/08/2010 22.00,"1,14476774",,"27,10622025","0,13805949","0,05186682"
04/08/2010 23.00,"1,60700848",,,"0,14618537",
