NetC,SIMAGE Brindisi,
28/10/2006 16.00,"0,400767","8,475105"
28/10/2006 17.00,"0,472111","9,869019"
28/10/2006 18.00,"0,425665","10,063701"
28/10/2006 19.00,"0,428059","11,198035"
28/10/2006 20.00,"0,423271","10,965721"
28/10/2006 21.00,"0,453916","10,601009"
28/10/2006 22.00,"0,479293","8,918977"
28/10/2006 23.00,"0,454395","9,275892"
29/10/2006 0.00,"0,353365","8,442659"
29/10/2006 1.00,,"8,94753"
29/10/2006 2.00,"0,571587",
29/10/2006 3.00,"0,670104","9,904062"
29/10/2006 4.00,"0,733392","9,480956"
29/10/2006 5.00,"0,715999","9,28368"
29/10/2006 6.00,"0,804392","10,471226"
29/10/2006 7.00,"0,715491","11,277203"
29/10/2006 8.00,"0,841368","10,682781"
29/10/2006 9.00,"0,712413","11,156504"
29/10/2006 10.00,"0,753546","10,97869"
29/10/2006 11.00,"0,658425","10,900826"
29/10/2006 12.00,"0,82369","9,820999"
29/10/2006 13.00,"0,516203","8,573745"
29/10/2006 14.00,"0,718665","8,624361"
29/10/2006 15.00,"0,763004","9,081212"
29/10/2006 16.00,"0,813692","12,332378"
29/10/2006 17.00,"0,666581","18,327243"
29/10/2006 18.00,"0,768972","17,431716"
29/10/2006 19.00,"0,754372","17,705572"
29/10/2006 20.00,"0,711968","17,706865"
29/10/2006 21.00,"0,780271","19,580983"
29/10/2006 22.00,"0,762528","24,349357"
29/10/2006 23.00,"0,741581","21,186451"
30/10/2006 0.00,"0,712762","13,617266"
30/10/2006 1.00,"0,896181","26,937326"
30/10/2006 2.00,"0,797759","47,721453"
30/10/2006 3.00,"0,845367","47,884966"
30/10/2006 4.00,"0,7306","21,590093"
30/10/2006 5.00,"0,722188","12,042951"
30/10/2006 6.00,"0,743898","12,257097"
30/10/2006 7.00,"0,781127","10,76325"
30/10/2006 8.00,"0,749579","10,013084"
30/10/2006 9.00,"0,720823","9,717168"
30/10/2006 10.00,"0,639603","9,805424"
30/10/2006 11.00,"0,694417","8,9047"
30/10/2006 12.00,"0,798298","6,401104"
30/10/2006 13.00,"0,660552","6,503637"
30/10/2006 14.00,"0,58368","6,216808"
30/10/2006 15.00,"0,657632","6,661978"
30/10/2006 16.00,"0,738851","8,292105"
30/10/2006 17.00,"0,916938","8,039021"
30/10/2006 18.00,"0,789412","7,317404"
30/10/2006 19.00,"0,68023","10,973503"
30/10/2006 20.00,"0,790998","7,945572"
30/10/2006 21.00,"0,735741","5,662617"
30/10/2006 22.00,"1,044815","5,462745"
30/10/2006 23.00,"0,862189","5,837827"
31/10/2006 0.00,"0,908623","5,510764"
31/10/2006 1.00,,"6,937126"
31/10/2006 2.00,"0,345075",
31/10/2006 3.00,"0,420331","7,920913"
31/10/2006 4.00,"0,330391","7,658743"
31/10/2006 5.00,"0,323112","8,955318"
31/10/2006 6.00,"0,374443","8,22202"
31/10/2006 7.00,"0,418495","7,682106"
31/10/2006 8.00,"0,525208","6,961787"
31/10/2006 9.00,"0,361594","8,36868"
31/10/2006 10.00,"0,671859","17,055337"
31/10/2006 11.00,"0,613059","8,615275"
31/10/2006 12.00,"0,409318","7,843041"
31/10/2006 13.00,"0,486409","9,204509"
31/10/2006 14.00,"0,504765","9,628914"
31/10/2006 15.00,"0,34324","13,025439"
31/10/2006 16.00,"0,530588","17,35255"
31/10/2006 17.00,"0,440585","23,806866"
31/10/2006 18.00,"0,403938","25,989873"
31/10/2006 19.00,"0,385456","14,397292"
31/10/2006 20.00,"0,315707","18,454433"
31/10/2006 21.00,"0,266148","24,898368"
31/10/2006 22.00,"0,30482","33,202148"
31/10/2006 23.00,"0,49008","37,581181"
01/11/2006 0.00,"0,400141","28,81015"
01/11/2006 1.00,"0,394634","31,917265"
01/11/2006 2.00,"0,242287","17,105953"
01/11/2006 3.00,"0,258806","19,12543"
01/11/2006 4.00,"0,093611","19,139712"
01/11/2006 5.00,"0,503182","23,037209"
01/11/2006 6.00,"0,390962","16,088424"
01/11/2006 7.00,"0,398368","28,867261"
01/11/2006 8.00,"0,323049","19,882084"
01/11/2006 9.00,"0,301023","10,95144"
01/11/2006 10.00,"0,201906","12,177931"
01/11/2006 11.00,"0,359759","12,83725"
01/11/2006 12.00,"0,312036","12,093566"
01/11/2006 13.00,"0,31039","9,517295"
01/11/2006 14.00,"0,097282","7,274573"
01/11/2006 15.00,"0,156018","10,133785"
01/11/2006 16.00,"0,280832","10,6088"
01/11/2006 17.00,"0,211083","12,167545"
01/11/2006 18.00,"0,223931","19,283781"
01/11/2006 19.00,"0,284504","13,396629"
01/11/2006 20.00,"0,288174","12,774945"
01/11/2006 21.00,"0,431344","12,062417"
01/11/2006 22.00,"0,346911","10,210349"
01/11/2006 23.00,"0,278997","9,814508"
02/11/2006 0.00,"0,346911","8,516637"
02/11/2006 1.00,,"7,553616"
02/11/2006 2.00,"0,120463",
02/11/2006 3.00,"0,218906","7,527659"
02/11/2006 4.00,"0,190409","6,674956"
02/11/2006 5.00,"0,183933","7,554912"
02/11/2006 6.00,"0,12953","10,111721"
02/11/2006 7.00,"0,230563","15,445969"
02/11/2006 8.00,"0,106214","25,187788"
02/11/2006 9.00,"0,119168","17,100753"
02/11/2006 10.00,"0,174865","10,283038"
02/11/2006 11.00,"0,128235","10,697053"
02/11/2006 12.00,"0,14896","9,475765"
02/11/2006 13.00,"0,079014","7,000721"
02/11/2006 14.00,"0,205953","7,011105"
02/11/2006 15.00,"0,084194","7,469254"
02/11/2006 16.00,"0,19559","8,778806"
02/11/2006 17.00,"0,176161","8,891722"
02/11/2006 18.00,"0,112691","8,926764"
02/11/2006 19.00,"0,164503","7,579573"
02/11/2006 20.00,"0,249993","6,863149"
02/11/2006 21.00,"0,243517","6,402402"
02/11/2006 22.00,"0,163208","5,601617"
02/11/2006 23.00,"0,186523","4,769681"
03/11/2006 0.00,"0,090671","4,61783"
03/11/2006 1.00,"0,165798","4,301149"
03/11/2006 2.00,"0,08808","4,664553"
03/11/2006 3.00,"0,14896","4,116852"
03/11/2006 4.00,"0,102328","4,323212"
03/11/2006 5.00,"0,075128","5,400448"
03/11/2006 6.00,"0,081604","7,251212"
03/11/2006 7.00,"0,17357","7,970233"
03/11/2006 8.00,"0,049222","7,744402"
03/11/2006 9.00,"0,101034","7,081191"
03/11/2006 10.00,"0,190409","7,040957"
03/11/2006 11.00,"0,261651","6,338807"
03/11/2006 12.00,"0,252583","6,07534"
03/11/2006 13.00,"0,329007","5,624978"
03/11/2006 14.00,"0,357503","6,150617"
03/11/2006 15.00,"0,313463","6,763212"
03/11/2006 16.00,"0,154141","8,315465"
03/11/2006 17.00,"0,141188","10,227227"
03/11/2006 18.00,"0,154141","9,159084"
03/11/2006 19.00,"0,080308","7,976722"
03/11/2006 20.00,"0,164503","7,401765"
03/11/2006 21.00,"0,136006","7,628891"
03/11/2006 22.00,"0,155436","11,169483"
03/11/2006 23.00,"0,120463","22,618004"
04/11/2006 0.00,"0,160617","12,316805"
04/11/2006 1.00,,"13,187678"
04/11/2006 2.00,"0,598684",
04/11/2006 3.00,"0,74871","12,327182"
04/11/2006 4.00,"0,624215","13,726288"
04/11/2006 5.00,"0,52306","11,654885"
04/11/2006 6.00,"0,533588","14,093593"
04/11/2006 7.00,"0,735447","8,883936"
04/11/2006 8.00,"0,773017","9,680829"
04/11/2006 9.00,"0,80959","7,997488"
04/11/2006 10.00,"0,721892","8,084444"
04/11/2006 11.00,"1,09335","7,414744"
04/11/2006 12.00,"0,913448","7,669128"
04/11/2006 13.00,"0,991391","5,715828"
04/11/2006 14.00,"1,04815","6,016936"
04/11/2006 15.00,"0,977482","5,902722"
04/11/2006 16.00,"0,91934","7,269382"
04/11/2006 17.00,"0,735607","6,933233"
04/11/2006 18.00,"0,766964","6,656787"
04/11/2006 19.00,"0,932604","6,848872"
04/11/2006 20.00,"0,509732","8,023446"
04/11/2006 21.00,"0,707631","7,255107"
04/11/2006 22.00,,
04/11/2006 23.00,"0,532944",
05/11/2006 0.00,"0,550361","26,884115"
05/11/2006 1.00,"0,535456","19,976843"
05/11/2006 2.00,"0,613816","20,079364"
05/11/2006 3.00,"0,579657","11,562738"
05/11/2006 4.00,"0,716838","15,948244"
05/11/2006 5.00,"0,660144","13,395336"
05/11/2006 6.00,"0,667226","18,167606"
05/11/2006 7.00,"0,765484","17,769168"
05/11/2006 8.00,"0,893102","19,557618"
05/11/2006 9.00,"0,98653","16,751627"
05/11/2006 10.00,"1,041035","15,908014"
05/11/2006 11.00,"1,077124","19,583583"
05/11/2006 12.00,"0,933795","25,693952"
05/11/2006 13.00,"1,008776","23,024226"
05/11/2006 14.00,"0,82588","8,608785"
05/11/2006 15.00,"0,748807","9,431638"
05/11/2006 16.00,"1,021106","29,516193"
05/11/2006 17.00,"1,645772","65,237516"
05/11/2006 18.00,"2,404914","74,723674"
05/11/2006 19.00,"2,082327","61,561965"
05/11/2006 20.00,"1,535668","59,393219"
05/11/2006 21.00,"1,395848","52,218574"
05/11/2006 22.00,"1,306991","51,184163"
05/11/2006 23.00,"0,98946","45,755173"
06/11/2006 0.00,"0,729169","33,747258"
06/11/2006 1.00,,"34,899772"
06/11/2006 2.00,"0,17538",
06/11/2006 3.00,"0,445631","11,826209"
06/11/2006 4.00,"0,321835","11,164296"
06/11/2006 5.00,"0,206521","19,115052"
06/11/2006 6.00,"0,454406","39,980932"
06/11/2006 7.00,"0,370428","51,390523"
06/11/2006 8.00,"0,375345","47,700687"
06/11/2006 9.00,"0,468771","31,668053"
06/11/2006 10.00,"0,27864","19,568"
06/11/2006 11.00,"0,443414","17,557612"
06/11/2006 12.00,"0,413043","16,289591"
06/11/2006 13.00,"0,172101","12,525756"
06/11/2006 14.00,"0,322894","27,856214"
06/11/2006 15.00,"0,595846","22,789318"
06/11/2006 16.00,"0,424806","18,520632"
06/11/2006 17.00,"0,367728","24,65826"
06/11/2006 18.00,"0,495285","32,279379"
06/11/2006 19.00,"1,054205","72,173352"
06/11/2006 20.00,"2,851965","77,133827"
06/11/2006 21.00,"2,259397","78,377199"
06/11/2006 22.00,"0,960393","37,974421"
06/11/2006 23.00,"0,78347","24,544037"
07/11/2006 0.00,"0,442547","24,410369"
07/11/2006 1.00,"0,440907","14,954081"
07/11/2006 2.00,"0,456237","13,937841"
07/11/2006 3.00,"0,404847","17,055337"
07/11/2006 4.00,"0,291753","9,871616"
07/11/2006 5.00,"0,40157","12,029971"
07/11/2006 6.00,"0,413622","22,16245"
07/11/2006 7.00,"0,432712","34,137919"
07/11/2006 8.00,"0,499913","29,228073"
07/11/2006 9.00,"0,40157","23,886023"
07/11/2006 10.00,"0,308143","17,170849"
07/11/2006 11.00,"0,350759","15,883359"
07/11/2006 12.00,"0,280279","15,99238"
07/11/2006 13.00,"0,288474","16,495946"
07/11/2006 14.00,"0,249138","17,565394"
07/11/2006 15.00,"0,354037","12,968332"
07/11/2006 16.00,"0,231107","15,839223"
07/11/2006 17.00,"0,334368","31,361769"
07/11/2006 18.00,"0,442064","52,190026"
07/11/2006 19.00,"1,097013","80,600435"
07/11/2006 20.00,"1,030294","61,421795"
07/11/2006 21.00,"0,998091","61,315372"
07/11/2006 22.00,"0,877958","60,404247"
07/11/2006 23.00,"0,773733","41,851176"
08/11/2006 0.00,"0,651286","25,09565"
08/11/2006 1.00,,"17,518675"
08/11/2006 2.00,"0,473601",
08/11/2006 3.00,"0,44192","14,080614"
08/11/2006 4.00,"0,3312","14,865819"
08/11/2006 5.00,"0,49792","23,87564"
08/11/2006 6.00,"0,79872","36,368953"
08/11/2006 7.00,"0,741441","49,101074"
08/11/2006 8.00,"0,70112","40,501396"
08/11/2006 9.00,"0,78464","22,967135"
08/11/2006 10.00,"0,63104","15,13708"
08/11/2006 11.00,"0,51232","18,057293"
08/11/2006 12.00,"0,5728","13,347316"
08/11/2006 13.00,"0,416","12,515382"
08/11/2006 14.00,"0,1984","12,656841"
08/11/2006 15.00,"0,2592","10,925481"
08/11/2006 16.00,"0,38016","17,696479"
08/11/2006 17.00,"0,1952","29,513593"
08/11/2006 18.00,"0,328","32,568796"
08/11/2006 19.00,"1,04704","55,868199"
08/11/2006 20.00,"1,160321","63,141467"
08/11/2006 21.00,"1,041281","53,397053"
08/11/2006 22.00,"0,77728","43,260662"
08/11/2006 23.00,"0,657921","33,217728"
09/11/2006 0.00,"0,53664","23,111204"
09/11/2006 1.00,"0,576","22,906123"
09/11/2006 2.00,"0,5104","18,481693"
09/11/2006 3.00,"0,49504","18,379162"
09/11/2006 4.00,"0,37472","29,548641"
09/11/2006 5.00,"0,37632","25,68877"
09/11/2006 6.00,"0,3696","30,742683"
09/11/2006 7.00,"0,6784","47,907034"
09/11/2006 8.00,"0,96672","55,119326"
09/11/2006 9.00,"0,8048","39,914757"
09/11/2006 10.00,"0,536001","33,796567"
09/11/2006 11.00,"0,561601","28,829613"
09/11/2006 12.00,"0,4752","25,356522"
09/11/2006 13.00,"0,4368","18,64782"
09/11/2006 14.00,"0,54816","19,200704"
09/11/2006 15.00,"0,40192","19,61863"
09/11/2006 16.00,"0,5344","27,704363"
09/11/2006 17.00,"0,3472","54,972657"
09/11/2006 18.00,"2,202242","76,153925"
09/11/2006 19.00,"1,607681","82,413562"
09/11/2006 20.00,"1,028481","69,526993"
09/11/2006 21.00,"0,85024","55,286742"
09/11/2006 22.00,"0,724801","37,518871"
09/11/2006 23.00,"0,853121","40,847909"
10/11/2006 0.00,"0,66016","34,559725"
10/11/2006 1.00,,"19,12933"
10/11/2006 2.00,"0,174142",
10/11/2006 3.00,"0,167125","23,862657"
10/11/2006 4.00,"0,206036","20,906114"
10/11/2006 5.00,"0,161384","25,644642"
10/11/2006 6.00,"0,260893","34,675228"
10/11/2006 7.00,"0,3974","49,160788"
10/11/2006 8.00,"0,399314","57,171245"
10/11/2006 9.00,"0,261532","47,670823"
10/11/2006 10.00,"0,206036","30,258584"
10/11/2006 11.00,"0,169676","20,25588"
10/11/2006 12.00,"0,190726","17,442102"
10/11/2006 13.00,"0,140334","17,100753"
10/11/2006 14.00,"0,052944","15,636761"
10/11/2006 15.00,"0,076546","14,423252"
10/11/2006 16.00,"0,105888","9,174659"
10/11/2006 17.00,"0,106526","8,006575"
10/11/2006 18.00,"0,169676","7,884574"
10/11/2006 19.00,"0,132041","7,753487"
10/11/2006 20.00,"0,113543","9,24085"
10/11/2006 21.00,"0,100786","6,950107"
10/11/2006 22.00,"0,095045","6,467296"
10/11/2006 23.00,"0,207311","6,957892"
11/11/2006 0.00,"0,143523","7,883275"
11/11/2006 1.00,"0,178607","6,562041"
11/11/2006 2.00,"0,164573","5,187594"
11/11/2006 3.00,"0,227086","5,614593"
11/11/2006 4.00,"0,159471","5,011084"
11/11/2006 5.00,"0,210501","5,030552"
11/11/2006 6.00,"0,226448","5,493893"
11/11/2006 7.00,"0,21369","6,023425"
11/11/2006 8.00,"0,165212","6,31934"
11/11/2006 9.00,"0,193915","6,320638"
11/11/2006 10.00,"0,091854","11,793759"
11/11/2006 11.00,"0,007655","9,756105"
11/11/2006 12.00,"0,011482","7,085084"
11/11/2006 13.00,"0,009568","8,203849"
11/11/2006 14.00,"0,007016","5,874169"
11/11/2006 15.00,,"5,05651"
11/11/2006 16.00,"0,028067","10,338841"
11/11/2006 17.00,"0,061874","20,73998"
11/11/2006 18.00,"0,110354","38,577927"
11/11/2006 19.00,"0,151178","41,063372"
11/11/2006 20.00,"0,137782","35,212559"
11/11/2006 21.00,"0,251325","38,629854"
11/11/2006 22.00,"0,184348","27,244909"
11/11/2006 23.00,"0,17478","25,29421"
12/11/2006 0.00,"0,143523","34,658365"
12/11/2006 1.00,,"23,983363"
12/11/2006 2.00,"0,272401",
12/11/2006 3.00,"0,508239","15,163039"
12/11/2006 4.00,"0,427798","14,569908"
12/11/2006 5.00,"0,239493","15,687378"
12/11/2006 6.00,"0,256333","20,528437"
12/11/2006 7.00,"0,297996","21,081328"
12/11/2006 8.00,"0,380264","23,244872"
12/11/2006 9.00,"0,553944","18,854186"
12/11/2006 10.00,"0,702893","15,443376"
12/11/2006 11.00,"0,391234","11,540675"
12/11/2006 12.00,"0,409516","11,305757"
12/11/2006 13.00,"0,52652","10,69446"
12/11/2006 14.00,"0,601862","9,523786"
12/11/2006 15.00,"0,544803","10,115616"
12/11/2006 16.00,"0,606961","10,214246"
12/11/2006 17.00,"0,528445","10,325861"
12/11/2006 18.00,"0,510163","12,027377"
12/11/2006 19.00,"0,546824","13,419993"
12/11/2006 20.00,"0,420485","15,818462"
12/11/2006 21.00,"0,493613","14,994309"
12/11/2006 22.00,"0,815376","16,954098"
12/11/2006 23.00,"0,671718","20,409032"
13/11/2006 0.00,"0,354766","14,501118"
13/11/2006 1.00,"0,603305","11,2824"
13/11/2006 2.00,"0,462919","9,822298"
13/11/2006 3.00,"0,692983","13,844392"
13/11/2006 4.00,"0,418657","14,159782"
13/11/2006 5.00,"0,497269","10,859293"
13/11/2006 6.00,"0,398547","9,93521"
13/11/2006 7.00,"0,600322","8,296"
13/11/2006 8.00,"0,325419","8,270042"
13/11/2006 9.00,"0,332732","7,918316"
13/11/2006 10.00,"0,299824","6,712594"
13/11/2006 11.00,"0,336388","9,35636"
13/11/2006 12.00,"0,255947","8,676275"
13/11/2006 13.00,"0,303481","6,931935"
13/11/2006 14.00,"0,281542","6,664574"
13/11/2006 15.00,"0,431454","9,021508"
13/11/2006 16.00,"0,455221","10,658127"
13/11/2006 17.00,"0,566741","22,338967"
13/11/2006 18.00,"0,652666","46,716888"
13/11/2006 19.00,"0,781218","40,324881"
13/11/2006 20.00,"0,61793","47,359339"
13/11/2006 21.00,"0,722138","35,66161"
13/11/2006 22.00,"0,590508","29,244938"
13/11/2006 23.00,"0,566837","20,907414"
14/11/2006 0.00,"0,435111","16,675054"
14/11/2006 1.00,,"13,822329"
14/11/2006 2.00,"0,328952",
14/11/2006 3.00,"0,256994","9,273295"
14/11/2006 4.00,"0,296645","8,173999"
14/11/2006 5.00,"0,312798","14,142905"
14/11/2006 6.00,"0,408253","38,587008"
14/11/2006 7.00,"0,45863","51,117987"
14/11/2006 8.00,"0,57905","66,48867"
14/11/2006 9.00,"0,654967","35,207358"
14/11/2006 10.00,"0,546742","13,588714"
14/11/2006 11.00,"0,783176","12,506287"
14/11/2006 12.00,"0,720221","13,164314"
14/11/2006 13.00,"0,460099","10,050722"
14/11/2006 14.00,"0,451734","9,66136"
14/11/2006 15.00,"0,433218","9,03319"
14/11/2006 16.00,"0,474337","14,869716"
14/11/2006 17.00,"0,884059","31,500637"
14/11/2006 18.00,"1,081608","48,228919"
14/11/2006 19.00,"1,217607","62,566505"
14/11/2006 20.00,"1,152545","62,461366"
14/11/2006 21.00,"1,187342","69,664581"
14/11/2006 22.00,"1,200879","72,21618"
14/11/2006 23.00,"0,959656","53,262065"
15/11/2006 0.00,"0,829787","38,715512"
15/11/2006 1.00,"0,75221","36,531187"
15/11/2006 2.00,"0,766767","34,096389"
15/11/2006 3.00,"0,667609","33,500669"
15/11/2006 4.00,"0,670419","43,927758"
15/11/2006 5.00,"0,597694","49,368451"
15/11/2006 6.00,"0,966807","65,280359"
15/11/2006 7.00,"1,663085","80,921015"
15/11/2006 8.00,"1,294609","79,864545"
15/11/2006 9.00,"0,714156","26,842586"
15/11/2006 10.00,"0,592139","14,576399"
15/11/2006 11.00,"0,717029","19,213687"
15/11/2006 12.00,"0,599162",
15/11/2006 13.00,"0,509327",
15/11/2006 14.00,"0,397399","16,277905"
15/11/2006 15.00,"0,417065","19,985926"
15/11/2006 16.00,"0,626235","27,230646"
15/11/2006 17.00,"0,619977","46,347013"
15/11/2006 18.00,"1,218693","63,093438"
15/11/2006 19.00,"2,599309","72,743128"
15/11/2006 20.00,"3,21801","78,96642"
15/11/2006 21.00,"2,499129","77,462189"
15/11/2006 22.00,"1,420585","55,203681"
15/11/2006 23.00,"1,246978","48,908998"
16/11/2006 0.00,"0,973511","33,404629"
16/11/2006 1.00,,"22,281855"
16/11/2006 2.00,"0,361994",
16/11/2006 3.00,"0,447801","19,608247"
16/11/2006 4.00,"0,403053","24,215689"
16/11/2006 5.00,"0,476991","28,175479"
16/11/2006 6.00,"0,453736","28,751738"
16/11/2006 7.00,"0,341304","40,150967"
16/11/2006 8.00,"0,385571","44,903779"
16/11/2006 9.00,"0,407063","29,642078"
16/11/2006 10.00,"0,419092","22,968435"
16/11/2006 11.00,"0,358305","18,066377"
16/11/2006 12.00,"0,201286","12,087075"
16/11/2006 13.00,"0,287895","13,163012"
16/11/2006 14.00,"0,296717","12,556912"
16/11/2006 15.00,"0,322218","13,785996"
16/11/2006 16.00,"0,388618","29,041176"
16/11/2006 17.00,"0,433687","32,777739"
16/11/2006 18.00,"0,515163","34,448102"
16/11/2006 19.00,"0,599367","36,845272"
16/11/2006 20.00,"0,573224","36,959495"
16/11/2006 21.00,"0,43866","31,727767"
16/11/2006 22.00,"0,469614","31,006157"
16/11/2006 23.00,"0,447641","38,387146"
17/11/2006 0.00,"0,457424","35,655129"
17/11/2006 1.00,"0,365683","28,536313"
17/11/2006 2.00,"0,477152","22,878877"
17/11/2006 3.00,"0,423583","19,629012"
17/11/2006 4.00,"0,365843","16,014444"
17/11/2006 5.00,"0,259827","15,905421"
17/11/2006 6.00,"0,356702","17,872992"
17/11/2006 7.00,"0,424866","33,51883"
17/11/2006 8.00,"0,343069","29,128133"
17/11/2006 9.00,"0,380279","17,976825"
17/11/2006 10.00,"0,345955","18,450547"
17/11/2006 11.00,"0,297679","16,476478"
17/11/2006 12.00,"0,317888","15,536825"
17/11/2006 13.00,"0,273781","12,98001"
17/11/2006 14.00,"0,242987","11,872927"
17/11/2006 15.00,"0,303293","13,102011"
17/11/2006 16.00,"0,295594","18,759435"
17/11/2006 17.00,"0,515485","32,030167"
17/11/2006 18.00,"0,500729","49,85645"
17/11/2006 19.00,"0,596801","43,011472"
17/11/2006 20.00,"0,449566","33,042515"
17/11/2006 21.00,"0,502172","29,190427"
17/11/2006 22.00,"0,469775","23,269537"
17/11/2006 23.00,"0,351729","20,993071"
18/11/2006 0.00,"0,41412","21,056665"
18/11/2006 1.00,,"13,582222"
18/11/2006 2.00,"0,337878",
18/11/2006 3.00,"0,32735","14,212989"
18/11/2006 4.00,"0,42498","11,323932"
18/11/2006 5.00,"0,501553","10,262267"
18/11/2006 6.00,"0,163675","14,293458"
18/11/2006 7.00,"0,322564","17,612123"
18/11/2006 8.00,"0,298635","16,55046"
18/11/2006 9.00,"0,241205","21,875613"
18/11/2006 10.00,"0,201961","19,671823"
18/11/2006 11.00,"0,311078","16,881419"
18/11/2006 12.00,"0,35415","12,79182"
18/11/2006 13.00,"0,345536","12,376506"
18/11/2006 14.00,"0,335964","11,099401"
18/11/2006 15.00,"0,34745","11,482267"
18/11/2006 16.00,"0,426894","23,998946"
18/11/2006 17.00,"0,462309","29,120333"
18/11/2006 18.00,"0,588655","28,015847"
18/11/2006 19.00,"0,528354","29,395489"
18/11/2006 20.00,"0,615455","24,436316"
18/11/2006 21.00,"0,661399","24,2689"
18/11/2006 22.00,"0,465181","23,651114"
18/11/2006 23.00,"0,41158","20,271443"
19/11/2006 0.00,"0,523568","23,701725"
19/11/2006 1.00,"0,395308","21,343484"
19/11/2006 2.00,"0,405837","18,010565"
19/11/2006 3.00,"0,510168","15,922286"
19/11/2006 4.00,"0,288106","12,192201"
19/11/2006 5.00,"0,35415","9,978041"
19/11/2006 6.00,"0,366593","11,857353"
19/11/2006 7.00,"0,266091","12,320693"
19/11/2006 8.00,"0,305335","12,57508"
19/11/2006 9.00,"0,428809","14,113062"
19/11/2006 10.00,"0,364679","16,052079"
19/11/2006 11.00,"0,33405","17,23963"
19/11/2006 12.00,"0,255562","14,244148"
19/11/2006 13.00,"0,220147","11,056566"
19/11/2006 14.00,"0,197175","11,618551"
19/11/2006 15.00,"0,315864","12,109137"
19/11/2006 16.00,"0,286192","15,31229"
19/11/2006 17.00,"0,312992","24,031392"
19/11/2006 18.00,"0,433595","43,223033"
19/11/2006 19.00,"0,657571","61,809856"
19/11/2006 20.00,"0,547497","46,487162"
19/11/2006 21.00,"0,48241","36,266433"
19/11/2006 22.00,"0,463267","37,0763"
19/11/2006 23.00,"0,454652","29,025593"
20/11/2006 0.00,"0,483367","38,693448"
20/11/2006 1.00,,"36,074335"
20/11/2006 2.00,"0,289896",
20/11/2006 3.00,"0,450513","13,163012"
20/11/2006 4.00,"0,482809","24,030092"
20/11/2006 5.00,"0,460479","24,501208"
20/11/2006 6.00,"0,545101","34,769988"
20/11/2006 7.00,"0,6693","46,387223"
20/11/2006 8.00,"0,792159","60,386082"
20/11/2006 9.00,"0,608542","42,183422"
20/11/2006 10.00,"0,417354","23,392841"
20/11/2006 11.00,"0,37998","15,037142"
20/11/2006 12.00,"0,284625","12,059825"
20/11/2006 13.00,"0,23508","13,854778"
20/11/2006 14.00,"0,409496","12,431015"
20/11/2006 15.00,"0,381609","12,351849"
20/11/2006 16.00,"0,409017","14,891776"
20/11/2006 17.00,"0,552959","21,117657"
20/11/2006 18.00,"0,611704","28,149534"
20/11/2006 19.00,"0,668821","25,276047"
20/11/2006 20.00,"0,547784","23,623849"
20/11/2006 21.00,"0,600779","23,87824"
20/11/2006 22.00,"0,5589","21,883413"
20/11/2006 23.00,"0,572892","18,908697"
21/11/2006 0.00,"0,555163","16,128652"
21/11/2006 1.00,"0,461725","13,047501"
21/11/2006 2.00,"0,444667","10,201267"
21/11/2006 3.00,"0,380363","8,994255"
21/11/2006 4.00,"0,517692","9,387508"
21/11/2006 5.00,"0,466229","10,048126"
21/11/2006 6.00,"0,507725","13,621162"
21/11/2006 7.00,"0,452525","27,244909"
21/11/2006 8.00,"0,501209","24,084603"
21/11/2006 9.00,"0,305517","19,308427"
21/11/2006 10.00,"0,315196","18,163711"
21/11/2006 11.00,"0,413521","15,900222"
21/11/2006 12.00,"0,440642","13,967697"
21/11/2006 13.00,"0,319413","16,529698"
21/11/2006 14.00,"0,098038","10,459552"
21/11/2006 15.00,"0,332734","11,427758"
21/11/2006 16.00,"0,439588","16,04559"
21/11/2006 17.00,"0,612759","19,514789"
21/11/2006 18.00,"0,623492","18,287015"
21/11/2006 19.00,"0,485396","17,987211"
21/11/2006 20.00,"0,596563","17,590062"
21/11/2006 21.00,"0,477346","15,41223"
21/11/2006 22.00,"0,42598","16,227288"
21/11/2006 23.00,"0,498525","10,916399"
22/11/2006 0.00,"0,48415","10,153253"
22/11/2006 1.00,,"8,986467"
22/11/2006 2.00,"0,617708",
22/11/2006 3.00,"0,432357","7,759978"
22/11/2006 4.00,"0,549607","6,765807"
22/11/2006 5.00,"0,610064","8,394638"
22/11/2006 6.00,"0,648537","11,875522"
22/11/2006 7.00,"0,896934","10,947543"
22/11/2006 8.00,"0,937617","16,934628"
22/11/2006 9.00,"0,767934","16,184465"
22/11/2006 10.00,"0,846521","11,366757"
22/11/2006 11.00,"0,881962","8,960509"
22/11/2006 12.00,"0,534951","7,213574"
22/11/2006 13.00,"0,749361","9,626318"
22/11/2006 14.00,"0,87217","9,658764"
22/11/2006 15.00,"0,954674","9,209701"
22/11/2006 16.00,"0,78777","10,08836"
22/11/2006 17.00,"0,76048","16,720479"
22/11/2006 18.00,"1,034715","18,394736"
22/11/2006 19.00,"0,800974","15,730201"
22/11/2006 20.00,"0,881204","16,144224"
22/11/2006 21.00,"0,939133","14,782755"
22/11/2006 22.00,"0,923909","12,384286"
22/11/2006 23.00,"0,918665","13,8418"
23/11/2006 0.00,"0,973057","10,136382"
23/11/2006 1.00,"0,91279","14,155886"
23/11/2006 2.00,"0,870401","12,782737"
23/11/2006 3.00,"0,879497","9,105871"
23/11/2006 4.00,"1,030545","12,42712"
23/11/2006 5.00,"0,795288","34,83876"
