,Provincia di TARANTO,,,,,,,
03/12/2006 23.00,"343,088516","173,039571","77,825605","5,502599","23,821597",,,
04/12/2006 0.00,"278,185488","144,585534","56,535296","4,519429","17,921711",,,
04/12/2006 1.00,"139,940958","61,265871","46,03551","3,182709","6,121957",,,
04/12/2006 2.00,,,,"2,171513","2,025757",,,
04/12/2006 3.00,"79,411154","32,585245","29,469464",,"1,605981",,,
04/12/2006 4.00,"60,075841","24,221116","22,954152","1,277148",,,,
04/12/2006 5.00,"30,198757","5,109156","22,380495","1,112443","3,035927",,,
04/12/2006 6.00,"38,245181","9,106816","24,298748","1,109969","3,671007",,,
04/12/2006 7.00,"94,889233","39,612861","34,175547","1,465525","4,891064",,,
04/12/2006 8.00,"177,820371","75,492005","62,113558","2,449716","6,193725",,,
04/12/2006 9.00,"327,657145","155,289534","89,618054","3,629955","8,345412",,,
04/12/2006 10.00,"227,857624","96,54442","79,884026","2,408725","5,908005",,,
04/12/2006 11.00,"144,923941","59,381243","53,913601","1,694232","11,37456",,,
04/12/2006 12.00,"60,610206","19,372481","30,928282","0,711112","33,123005",,,
04/12/2006 13.00,"38,175143","9,206631","24,07552","0,590119","47,709529",,,
04/12/2006 14.00,"56,906053","15,753788","32,773859","0,768187","45,794825",,,
04/12/2006 15.00,"55,738776","14,826692","33,02823","0,578077","47,308712",,,
04/12/2006 16.00,"32,382854","6,318775","22,710143","0,480673","51,828745",,,
04/12/2006 17.00,"40,195823","8,655114","26,943808","0,694617","45,010772",,,
04/12/2006 18.00,"72,778423","19,013831","43,655203","1,163496","32,628745",,,
04/12/2006 19.00,"113,472285","39,328647","53,207556","1,383544","21,095749",,,
04/12/2006 20.00,"118,719862","39,257604","58,567769","1,417525","21,206789",,,
04/12/2006 21.00,"113,070227","38,812663","53,596915","1,198218","21,527726",,,
04/12/2006 22.00,"67,367445","16,948176","41,409903","1,091328","26,015259",,,
04/12/2006 23.00,"16,448235","0,323129","16,298676","0,562077","38,875289",,,
05/12/2006 0.00,"8,86093",0,"10,427103","0,524055","44,597768",,,
05/12/2006 1.00,"6,025744",0,"8,405019","0,45857","44,314755","0,562051",0,"0,000598"
05/12/2006 2.00,"3,431795",0,"5,765148","0,363227","48,289093","0,236352",0,"0,06041"
05/12/2006 3.00,"2,002529",0,"5,303106","0,328751","47,037891","0,042693",0,0
05/12/2006 4.00,"1,34626",0,"4,737234","0,312669","49,68384","0,076583",0,0
05/12/2006 5.00,"6,27995",0,"9,336893","0,402073","34,770956",0,0,0
05/12/2006 6.00,"14,645438","0,055828","15,914504","0,516549","17,538497","0,350347","0,097582","0,637589"
05/12/2006 7.00,"50,338159","11,054044","33,412408","0,921675","8,51603","0,828333","1,094168","2,820703"
05/12/2006 8.00,"171,838763","75,055519","56,797468","1,665529","9,611511","1,773741","3,319875","6,764664"
05/12/2006 9.00,"390,412615","201,906262","80,891155","4,059988","11,893186","6,207655","13,814124","28,605971"
05/12/2006 10.00,"281,13722","126,632595","87,035288","3,490982","11,466642","11,066292","27,081164","59,149237"
05/12/2006 11.00,"109,685111","34,205957","57,277685","1,463134","18,933238","5,978345","12,961837","32,21499"
05/12/2006 12.00,"99,343044","31,441609","51,1699","1,048275","28,319962","2,340634","4,455568","11,395851"
05/12/2006 13.00,"93,457392","30,037423","47,434617","1,032605","36,84817","2,150936","4,430653","10,879083"
05/12/2006 14.00,"127,469254","41,646381","63,658014","1,580827","36,764221","2,914569","8,451253","19,170124"
05/12/2006 15.00,"79,940319","21,37893","47,193206","0,893055","44,326947","2,965184","7,307256","17,149691"
05/12/2006 16.00,"91,172093","23,78801","54,736447","1,000769","39,625469","1,027714","1,357848","4,054014"
05/12/2006 17.00,"157,719865","49,893766","81,275329","1,741492","21,728123","2,444946","4,986042","12,400688"
05/12/2006 18.00,"177,000719","61,296321","83,074182","2,574586","13,686035","6,363902","13,574316","31,392582"
05/12/2006 19.00,"204,213634","81,37769","79,494667","2,466377","12,166717","5,995949","11,366256","25,476632"
05/12/2006 20.00,"226,666826","94,353589","82,054048","2,653928","12,968356","9,867371","12,236198","25,715891"
05/12/2006 21.00,"199,17093","80,692521","75,499812","2,249381","9,695464","8,693093","13,990604","30,305205"
05/12/2006 22.00,"116,577257","36,650577","60,42371","1,799142","13,593956","6,366543","7,059147","13,428843"
05/12/2006 23.00,"69,878381","15,877277","45,565694","1,589322","13,875616","5,465148","3,36659","5,725741"
06/12/2006 0.00,"75,242687","20,896778","43,232118","2,045995","13,450423","5,480992","2,654447","4,321968"
06/12/2006 1.00,"50,732453","11,862708","32,566196","1,371914","8,016363","5,060224","3,072805","5,692844"
06/12/2006 2.00,,,,"1,400451","7,366388","2,75172","1,297637","2,606579"
06/12/2006 3.00,"22,917538","0,243615","23,642014",,"12,55806","3,63771","2,761373","4,300436"
06/12/2006 4.00,"18,637525",0,"20,965805","1,179291",,"1,807192","1,581041","2,905636"
06/12/2006 5.00,"15,470314",0,"17,591353","1,167582","8,342705","2,264491","2,480045","4,846514"
06/12/2006 6.00,"14,513147","0,499073","14,972247","0,807165","8,697484","1,625416","2,69701","5,211961"
06/12/2006 7.00,"48,524992","16,339142","23,943134","0,969357","9,168715","1,071287","1,50526","3,640716"
06/12/2006 8.00,"64,406311","13,030913","44,457095","1,16453","13,718095","1,554281","3,515813","7,15863"
06/12/2006 9.00,"237,700984","112,714919","64,923143","2,265873","11,166757","3,197532","6,004779","11,433235"
06/12/2006 10.00,"212,667165","94,02537","68,548411","2,661031","9,319022","7,473041",,"33,455475"
06/12/2006 11.00,"104,507604","28,746605","60,473041","1,370837","14,240159",,,
06/12/2006 12.00,"74,197091","40,210136","13,878286","0,722318","37,913558",,,
06/12/2006 13.00,"33,609786","10,436548","19,231852","0,838415","48,230703",,,
06/12/2006 14.00,"43,256687","12,143544","24,654359","1,050032","55,170707",,,
06/12/2006 15.00,,,,,,,,
06/12/2006 16.00,"29,348301","7,828288","17,357411","0,714997","73,667368",,,
06/12/2006 17.00,"46,31755","12,10464","27,777057","0,849975","66,42069",,,
06/12/2006 18.00,"77,706929","24,598371","40,018579","1,202212","53,75701",,,
06/12/2006 19.00,"68,843413","21,182688","36,389736","1,243657","57,09221",,,
06/12/2006 20.00,"64,732004","16,415271","39,590271","1,177329","54,21606",,,
06/12/2006 21.00,"53,520951","13,336241","33,095726","1,15172","52,308103",,,
06/12/2006 22.00,"37,879435","9,705705","23,013864","0,912828","56,497741",,,
06/12/2006 23.00,"17,454685","3,965517","11,395307","0,684925","62,312308",,,
07/12/2006 0.00,"13,965823","2,982597","9,399191","0,59436","62,040133",,,
07/12/2006 1.00,"3,766414","0,898331","2,985106","0,46211","69,288724",,,
07/12/2006 2.00,"0,977919","0,062596","1,440638","0,410405","69,896697",,,
07/12/2006 3.00,"0,259395","0,015226","0,464639","0,363144","72,84868",,,
07/12/2006 4.00,0,0,"0,005191","0,369365","77,332163",,,
07/12/2006 5.00,0,0,0,"0,343755","79,892808",,,
07/12/2006 6.00,"0,176388",0,"0,189489","0,368558","79,153443",,,
07/12/2006 7.00,"5,078953","1,016756","3,753447","0,417677","76,285432",,,
07/12/2006 8.00,"21,270368","4,880767","13,801569","0,590321","71,434986",,,
07/12/2006 9.00,"83,947967","28,903938","39,657767","1,006543","60,516748",,,
07/12/2006 10.00,"51,69478","17,064907","25,547302","0,964614","64,906807",,,
07/12/2006 11.00,"48,060661","14,725187","25,500573","0,759816","65,830289",,,
07/12/2006 12.00,"34,390569","11,165695","17,282465","0,680237","75,307757",,,
07/12/2006 13.00,"33,838039","10,984681","17,007306","0,69373","77,856195",,,
07/12/2006 14.00,"44,346143","14,928198","21,471988","0,751413","78,062039",,,
07/12/2006 15.00,"30,107956","9,328439","15,815869","0,587089","80,309861",,,
07/12/2006 16.00,"28,455607","8,81414","14,956673","0,569235","78,955734",,,
07/12/2006 17.00,,,,,"72,963352",,,
07/12/2006 18.00,"53,772551","16,318079","28,772368","0,878546","66,843634",,,
07/12/2006 19.00,"60,52979","19,502755","30,647945","0,972208","65,086898",,,
07/12/2006 20.00,"69,123542","23,571467","33,004887","0,985457","63,744978",,,
07/12/2006 21.00,"57,357398","17,239163","30,946447","1,081838","59,95344",,,
07/12/2006 22.00,"69,107977","21,543035","36,101599","1,013894","52,795602",,,
07/12/2006 23.00,"33,365969","8,266005","20,706233","0,902326","54,62228",,,
08/12/2006 0.00,"8,89984","2,583339","4,957871","0,463403","78,196102",,,
08/12/2006 1.00,"10,189032","2,579954","6,39851","0,496525","77,129036",,,
08/12/2006 2.00,,,,"0,458152","73,4973",,,
08/12/2006 3.00,"1,047956","0,159026","1,391318",,"82,446649",,,
08/12/2006 4.00,"1,478551","0,62934","0,755362","0,292095",,,,
08/12/2006 5.00,"0,500632","0,208088","1,040893","0,231729","75,260375",,,
08/12/2006 6.00,0,0,"0,044127","0,228483","77,169675",,,
08/12/2006 7.00,"7,745533","3,386931","2,678807","0,248361","79,468951",,,
08/12/2006 8.00,"10,977592","3,058726","6,468594","0,338993","76,323332",,,
08/12/2006 9.00,"9,903699","1,886327","7,086383","0,359683","77,514971",,,
08/12/2006 10.00,"10,134559","1,847417","7,332977","0,418751","79,554255",,,
08/12/2006 11.00,"19,104436","4,916294","11,574414","0,493641","80,725583",,,
08/12/2006 12.00,"32,7408","10,879789","16,070246","0,516683","76,271886",,,
08/12/2006 13.00,"38,242581","13,375147","17,747095","0,588572","76,235333",,,
08/12/2006 14.00,"37,207575","11,73752","19,22407","0,582974","77,074874",,,
08/12/2006 15.00,"2,243766","0,458471","1,874127","0,261181","91,850974",,,
08/12/2006 16.00,"1,795012","0,282527","1,505532","0,247956","91,650579",,,
08/12/2006 17.00,"13,812779","3,302341","8,864468","0,290797","83,540785",,,
08/12/2006 18.00,"39,212731","11,874557","21,020317","0,561553","72,059238",,,
08/12/2006 19.00,"42,34881","13,784549","21,227979","0,705248","72,466817",,,
08/12/2006 20.00,"36,42161","11,365328","19,008636","0,561796","70,584594",,,
08/12/2006 21.00,"37,39436","11,729063","19,42395","0,553034","71,680069",,,
08/12/2006 22.00,"31,589106","8,876736","17,991097","0,465974","73,865632",,,
08/12/2006 23.00,"22,191226","5,75372","13,378461","0,419562","74,548102",,,
09/12/2006 0.00,"16,580524","4,154997","10,232423","0,358384","73,715313",,,
09/12/2006 1.00,"8,191692","2,055505","5,131787","0,237327","76,378856",,,
09/12/2006 2.00,"5,151584","1,08781","3,532808","0,209172","75,586721",,,
09/12/2006 3.00,"0,443565","0,162411","0,212851","0,168847","80,091848",,,
09/12/2006 4.00,0,0,0,"0,164709","82,137921",,,
09/12/2006 5.00,0,0,0,"0,185237","83,603068",,,
09/12/2006 6.00,"0,324245","0,10489","0,456851","0,154973","83,173808",,,
09/12/2006 7.00,"2,010311","0,186095","1,920851","0,19327","82,640301",,,
09/12/2006 8.00,"14,733631","3,390314","9,541956","0,291689","72,690256",,,
09/12/2006 9.00,"49,002285","14,520479","26,756909","0,483662","60,080722",,,
09/12/2006 10.00,"12,847831","3,315875","7,769063","0,323009","75,319949",,,
09/12/2006 11.00,"14,609122","4,3597","7,929999","0,316112","75,948257",,,
09/12/2006 12.00,"17,086344","5,354463","8,882636","0,318059","77,852139",,,
09/12/2006 13.00,"16,17068","4,391844","9,443316","0,300046","78,446596",,,
09/12/2006 14.00,"16,269249","4,232817","9,785956","0,313191","79,826431",,,
09/12/2006 15.00,"11,068383","2,904776","6,663276","0,226455","79,513639",,,
09/12/2006 16.00,"4,114002","1,042133","2,569787","0,21615","82,244892",,,
09/12/2006 17.00,"9,379721","2,302504","5,881956","0,255097","80,431741",,,
09/12/2006 18.00,"13,501506","3,914764","7,512083","0,291284","77,727558",,,
09/12/2006 19.00,"14,022889","4,670986","6,899488","0,324307","77,621942",,,
09/12/2006 20.00,"15,086408","4,143154","8,73987","0,321305","75,791165",,,
09/12/2006 21.00,"19,003273","4,813096","11,631529","0,376478","73,936035",,,
09/12/2006 22.00,"28,087278","5,708044","19,348655","0,460618","66,243317",,,
09/12/2006 23.00,"25,405126","4,214208","18,9645","0,420049","66,0578",,,
10/12/2006 0.00,"4,941474",0,"5,539318","0,384997","71,406554",,,
10/12/2006 1.00,"4,337083","0,241923","4,67753","0,380536","67,631279",,,
10/12/2006 2.00,,,,"0,372098","63,067914",,,
10/12/2006 3.00,"16,266656","2,629016","12,83855",,"57,391463",,,
10/12/2006 4.00,"0,767809",0,"1,697617","0,261973",,,,
10/12/2006 5.00,"0,415032",0,"0,833234","0,232775","70,692927",,,
10/12/2006 6.00,"0,1712",0,"1,007148","0,231799","67,556805",,,
10/12/2006 7.00,"29,692919","5,731728","21,212396","0,548103","44,000605",,,
10/12/2006 8.00,"76,622655","20,534735","45,168533","1,13614","24,666538",,,
10/12/2006 9.00,"117,928714","42,265566","53,160825","1,842515","24,458021",,,
10/12/2006 10.00,"116,380094","35,799611","61,532097","2,026572","28,862942",,,
10/12/2006 11.00,"84,554949","20,732671","52,802613","1,303685","40,270014",,,
10/12/2006 12.00,"71,491821","17,553832","44,607856","0,934516","54,126685",,,
10/12/2006 13.00,"103,968075","29,871635","58,206957","1,182744","51,100228",,,
10/12/2006 14.00,"89,231852","23,838773","52,716956","0,973067","60,111864",,,
10/12/2006 15.00,"24,36754","3,44276","19,179941","0,500361","77,551538",,,
10/12/2006 16.00,"38,068797","6,765403","27,714745","0,559734","70,542623",,,
10/12/2006 17.00,"61,123789","13,793017","40,002996","0,786733","55,410386",,,
10/12/2006 18.00,"140,773621","41,176064","77,693203","1,749065","31,491295",,,
10/12/2006 19.00,"163,15939","49,931003","86,661494","2,195664","32,844045",,,
10/12/2006 20.00,"177,394973","60,891996","84,089107","2,294646","28,998362",,,
10/12/2006 21.00,"181,195108","62,33677","85,67513","2,297573","27,038953",,,
10/12/2006 22.00,"129,004856","34,875908","75,582865","2,133362","29,479077",,,
10/12/2006 23.00,"135,170673","40,166068","73,636067","2,634048","32,468963",,,
11/12/2006 0.00,"107,978305","27,115728","66,448438","2,244301","22,221007",,,
11/12/2006 1.00,"105,944646","28,376109","62,479549","1,496444","18,326593","5,83178","15,092035","8,55721"
11/12/2006 2.00,"86,440735","24,990865","48,156241","1,306776","19,512799","3,89959","13,537989","6,096571"
11/12/2006 3.00,"63,258633","17,565679","36,350792","1,354681","19,355723","4,155747","13,111327","4,70536"
11/12/2006 4.00,"59,121256","17,325443","32,579179","1,157774","18,719287","3,692287","12,959762","4,473292"
11/12/2006 5.00,"39,59402","8,287997","26,90488","1,045535","18,680016","3,217821","13,730039","5,391993"
11/12/2006 6.00,"23,067974","1,492144","20,900913","0,744521","25,137779","1,878493","13,157","4,772946"
11/12/2006 7.00,"60,49866","16,093832","35,847209","0,908407","21,353024","1,535628","11,415052","2,54258"
11/12/2006 8.00,"173,31209","76,535822","56,000584","1,635117","19,634668","3,201977","15,288235","10,434084"
11/12/2006 9.00,"177,369051","83,299536","49,682536","1,810958","20,885855","4,500373","19,992958","19,322654"
11/12/2006 10.00,"67,139174","20,143937","36,278095","1,172332","30,454033","3,396957","17,73298","16,236985"
11/12/2006 11.00,"59,684169","14,456197","37,544833","0,728337","35,013348","1,676031","13,337629","7,322106"
11/12/2006 12.00,"68,73187","16,817915","42,975124","0,781935","41,186757","1,491175","13,571203","6,87053"
11/12/2006 13.00,"86,609373","25,961942","46,834994","0,770955","42,635663","1,938351","13,928313","8,79825"
11/12/2006 14.00,"105,270226","34,458038","52,472963","1,070423","39,240893","2,055867","13,356322","8,719897"
11/12/2006 15.00,"59,902061","12,52927","40,719441","0,679292","40,532734","2,054987","13,371892","8,72528"
11/12/2006 16.00,"51,334234","8,941023","37,67202","0,832279","41,133949","2,055867","13,390574","8,715112"
11/12/2006 17.00,"78,943613","18,253224","50,991718","1,22984","29,228804","1,642737","10,710362","6,971329"
11/12/2006 18.00,"86,300682","23,488566","50,321084","0,905643","29,224497","0,011884",0,0
11/12/2006 19.00,"110,888732","33,732259","59,2089","1,179815","29,311159",,,
11/12/2006 20.00,"79,769099","21,055807","47,517674","1,043094","33,154147",,,
11/12/2006 21.00,"48,584666","8,276156","35,919883","0,956393","34,865738",,,
11/12/2006 22.00,"37,716016","5,269874","29,656361","0,771361","37,727006",,,
11/12/2006 23.00,"20,450693","1,282365","18,678968","0,603897","38,919977",,,
12/12/2006 0.00,"14,212248","0,157335","14,390803","0,531104","40,10347",,,
12/12/2006 1.00,"4,399338",0,"5,983191","0,276126","47,51725",,,
12/12/2006 2.00,,,,"0,175191","51,609392",,,
12/12/2006 3.00,"0,041504",0,"1,326425",,"54,748227",,,
12/12/2006 4.00,"1,595279",0,"3,390043","0,302609",,,,
12/12/2006 5.00,"0,858597",0,"2,67102","0,303837","56,782108",,,
12/12/2006 6.00,"0,638111",0,"2,310212","0,284755","55,905985",,,
12/12/2006 7.00,"7,104827","0,113349","7,896254","0,329144","52,718414",,,
12/12/2006 8.00,"16,022824","1,835574","13,243481","0,478686","52,501737",,,
12/12/2006 9.00,"45,959564","11,285813","28,675162","0,703165","47,3209",,,
12/12/2006 10.00,"72,892569","25,198952","34,279388","1,142706","45,216616",,,
12/12/2006 11.00,"43,728797","11,823805","25,617376","0,645837","52,746842",,,
12/12/2006 12.00,"51,767436","15,288543","28,345514","0,671062","52,362266",,,
12/12/2006 13.00,"50,716888","14,534022","28,451936","0,634863","58,030601",,,
12/12/2006 14.00,"55,577939","15,713185","31,50714","0,862945","60,319043",,,
12/12/2006 15.00,"42,496665","11,138631","25,435679","0,636583","64,492448",,,
12/12/2006 16.00,"35,731648","8,391196","22,881478","0,647885","64,501923",,,
12/12/2006 17.00,"53,487203","13,47159","32,854315","0,812989","56,256707",,,
12/12/2006 18.00,"91,003514","22,712047","56,218611","1,405185","43,06898",,,
12/12/2006 19.00,"97,348312","22,165612","63,406221","1,817125","39,37767",,,
12/12/2006 20.00,"102,575109","27,748456","60,070699","1,885755","32,520416",,,
12/12/2006 21.00,"88,930943","20,998283","56,774103","1,838173","34,376901",,,
12/12/2006 22.00,"95,345761","24,478261","57,853946","1,912943","29,813539",,,
12/12/2006 23.00,"47,212462","6,235878","37,67722","1,244421","30,944226",,,
13/12/2006 0.00,"26,811058","1,366953","24,786747","0,982678","33,435801",,,
13/12/2006 1.00,"16,461203","0,450011","15,948244","0,75001","33,668719",,,
13/12/2006 2.00,"9,869977",0,"11,190243","0,566889","36,523183",,,
13/12/2006 3.00,"7,864855","0,013534","9,233063","0,438392","38,244268",,,
13/12/2006 4.00,"6,095781","0,334972","7,719743","0,3877","38,64373",,,
13/12/2006 5.00,"4,66911",0,"6,961787","0,334876","39,043188",,,
13/12/2006 6.00,"5,691125",0,"7,491317","0,331272","39,816389",,,
13/12/2006 7.00,"34,974208","4,278496","28,490883","0,470579","27,619878",,,
13/12/2006 8.00,"76,692689","20,512751","45,272356","0,932558","21,986756",,,
13/12/2006 9.00,"119,874156","42,967656","54,030402","1,303305","23,669936",,,
13/12/2006 10.00,"138,361244","53,801762","55,907126","2,21678","26,491904",,,
13/12/2006 11.00,"99,817755","35,065376","46,084837","1,268744","32,566459",,,
13/12/2006 12.00,"89,550908","29,352259","44,576711","0,990541","37,534709",,,
13/12/2006 13.00,"93,140918","29,210151","48,387251","1,186274","39,368195",,,
13/12/2006 14.00,"103,529694","32,717202","53,402236","1,362762","41,346536",,,
13/12/2006 15.00,"106,315574","34,546003","53,384071","1,19905","41,374983",,,
13/12/2006 16.00,"77,486419","19,480758","47,650058","0,916998","44,060194",,,
13/12/2006 17.00,"122,229474","39,318495","61,986371","1,454814","38,886123","0,351667","2,019123","0,479089"
13/12/2006 18.00,"143,738496","49,409929","68,026664","1,716638","29,545432","3,167206","12,861134","11,56691"
13/12/2006 19.00,"162,767718","58,728212","72,771676","2,088612","28,06945","5,292615","18,84687","22,046464"
13/12/2006 20.00,"160,308632","60,59593","67,445203","1,875108","27,713323","6,477457","13,28261","12,246368"
13/12/2006 21.00,"150,316758","51,572014","71,292112","2,065763","30,005837","6,141194","13,058381","12,423407"
13/12/2006 22.00,"136,265312","44,804919","67,613921","2,024487","27,051143","7,911854","13,271188","12,691966"
13/12/2006 23.00,"74,054645","17,802533","46,790864","1,35883","27,931317","5,969542","10,468296","7,729421"
14/12/2006 0.00,"49,336902","9,140652","35,346227","1,106752","30,705903","3,811123","7,65606","2,923579"
14/12/2006 1.00,"32,499583","5,892446","23,48108","0,75435","32,749263","2,419859","6,414481","1,188452"
14/12/2006 2.00,,,,"0,560337","38,241555","1,230175","5,876739","0,7608"
14/12/2006 3.00,"6,798741",0,"8,882636",,"41,936937","0,672525","4,991233","0,001794"
14/12/2006 4.00,"4,080282",0,"6,320638","0,392745",,"0,400082","4,838631","0,000598"
14/12/2006 5.00,"3,024545",0,"5,399148","0,425283","44,501626","0,236352","4,726515",0
14/12/2006 6.00,"10,310949","0,683476","10,741187","0,387581","41,276133","2,021977","4,752467",0
14/12/2006 7.00,"36,006591","5,447511","27,875679","0,559119","34,068177","0,323058","5,005766","0,156705"
14/12/2006 8.00,"97,454639","30,162611","51,242574","1,000794","26,689588","1,580082","8,268545","5,344743"
14/12/2006 9.00,"197,171172","83,265705","69,550376","2,017978","24,648943","1,824797","10,644776","8,402298"
14/12/2006 10.00,"192,265939","78,308805","72,247324","3,08901","23,200054","7,149102","25,600828","38,256539"
14/12/2006 11.00,"129,113824","46,659112","57,612535","1,563765","26,30232","4,334443","18,769019","25,642322"
14/12/2006 12.00,"105,516644","33,90144","53,57355","1,222081","34,566485","2,427781","13,835928","15,377497"
14/12/2006 13.00,"112,328355","35,363136","58,147244","1,243554","39,075684","2,06423","11,391172","10,440664"
14/12/2006 14.00,"121,785908","38,432004","62,902657","1,493609","40,337723","2,769765","14,229366","15,194468"
14/12/2006 15.00,"86,549681","23,035183","51,26594","0,937439","43,859795","2,551459","12,623411","12,462888"
14/12/2006 16.00,"77,182928","19,007061","48,073166","0,887445","42,446098","1,428236","7,722499","4,542074"
14/12/2006 17.00,"101,755436","27,929483","58,972694","1,307235","35,972066","2,099441","9,136405","7,65705"
14/12/2006 18.00,"116,265984","33,510644","64,929934","1,575813","29,844681","4,110415","10,990465","9,627834"
14/12/2006 19.00,"151,481445","52,285934","71,362205","2,084446","27,18792","6,352899","11,89777","11,207452"
14/12/2006 20.00,"165,553591","61,700659","70,998789","2,541856","30,333516","8,721261","13,985407","14,884049"
14/12/2006 21.00,"166,853183","64,407498","68,146047","2,270738","25,117469","10,033302","16,897312","21,362817"
14/12/2006 22.00,"136,057821","47,587888","63,136267","2,142226","26,628662","7,858158","14,291656","14,919338"
14/12/2006 23.00,"99,955226","29,025746","55,4892","2,299751","28,087047","7,057994","10,554456","9,569219"
15/12/2006 0.00,"58,433894","11,932071","40,166531","1,658755","22,593396","6,740217","9,745775","6,05889"
15/12/2006 1.00,"31,376396","3,951984","25,334459","0,956699","22,238623","3,381552","7,261578","3,14189"
15/12/2006 2.00,"16,264061","0,338355","16,135142","0,63198","25,052471","1,591085","5,772929","1,340372"
15/12/2006 3.00,"11,504165",0,"12,591954","0,4997","28,168302","0,75395","4,88846","0,54847"
15/12/2006 4.00,"7,18524",0,"9,490041","0,409463","31,846066","0,242954","4,732743","0,324178"
15/12/2006 5.00,"6,217696",0,"8,58153","0,369714","32,760096","0,117515","4,284279","0,011962"
15/12/2006 6.00,"9,659867","0,103199","11,286287","0,344635","31,642954","0,120157","4,446224","0,053232"
15/12/2006 7.00,"34,400952","8,687258","21,505716","0,482324","27,971956","0,120597","4,398471","0,169864"
15/12/2006 8.00,"67,061335","19,797134","36,732369","0,808602","22,414663","0,670325","5,879854","2,472601"
15/12/2006 9.00,"123,998532","49,347333","48,369086","1,419354","22,544657","1,386863","7,718347","5,127627"
15/12/2006 10.00,"121,339745","45,161888","52,130316","1,928644","24,29553","4,494211","18,340283","25,697931"
15/12/2006 11.00,"86,290317","27,511614","44,138021","1,036446","28,543382","2,501723","11,997426","14,812879"
15/12/2006 12.00,"86,334408","27,941316","43,522837","0,958913","32,71405","1,631138","9,962742","10,039934"
15/12/2006 13.00,"82,197034","24,745555","44,285974","0,964404","34,959182","1,581843","10,396669","7,405841"
15/12/2006 14.00,"118,120663","39,396321","57,755306","1,443204","34,337639","1,830078","12,27461","7,963284"
15/12/2006 15.00,"97,92935","29,071422","53,391853","1,079964","36,360691","2,499083","12,440706","10,110511"
15/12/2006 16.00,"75,579867","19,641484","45,495597","0,90359","35,954448","1,8983","8,690017","6,221578"
15/12/2006 17.00,"117,926118","37,30191","60,774143","1,439434","27,510192","2,333153","8,736733","6,203036"
15/12/2006 18.00,"179,579072","70,895453","70,9261","2,066415","23,621179","4,628893","15,912144","20,962067"
15/12/2006 19.00,"165,68851","61,423216","71,559463","2,278359","26,108685","4,800985","14,940472","19,019405"
15/12/2006 20.00,"161,556307","58,594557","71,764525","2,121327","27,228538","7,484923","13,365657","16,315933"
15/12/2006 21.00,"172,948966","65,833668","72,057849","2,623815","30,135833","8,090549","11,923725","12,268498"
15/12/2006 22.00,"140,343016","49,62479","64,299182","2,377038","29,002433","8,882351","12,842452","14,521"
15/12/2006 23.00,"123,549765","41,015351","60,704047","2,567836","27,223112","9,399508","11,924761","10,957432"
16/12/2006 0.00,"81,398104","19,687149","51,247775","2,005192","24,072089","7,719075","9,585907","7,210259"
16/12/2006 1.00,"60,413061","13,348087","39,974452","1,48738","18,807297","5,246841","7,860568","4,911708"
16/12/2006 2.00,,,,"0,800651","19,936636","2,624961","7,46401","5,712582"
16/12/2006 3.00,"20,404003","0,451703","20,508972",,"21,902807","1,550153","5,11892","1,142397"
16/12/2006 4.00,"14,865922",0,"16,446636","0,609655",,"0,713897","5,115806","0,854106"
16/12/2006 5.00,"14,523521","0,111658","15,304499","0,588582","26,338887","0,479306","5,00369","0,752426"
16/12/2006 6.00,"17,348332","0,064288","18,266244","0,58809","25,110705","0,555009","4,866659","0,750632"
16/12/2006 7.00,"58,895603","17,86174","31,610962","0,816044","20,736907","0,636875","5,037947","1,02696"
16/12/2006 8.00,"136,7089","60,259268","44,345684","1,793052","21,699695","2,091518","8,916325","6,604968"
16/12/2006 9.00,"257,978319","122,827766","69,698307","2,708151","23,724082","4,756091","16,572381","22,425663"
16/12/2006 10.00,"296,560947","135,920381","88,218954","3,930333","24,046373","9,701441","30,019011","48,994461"
16/12/2006 11.00,"137,17841","48,883784","62,269308","1,584859","24,118133","6,993734","22,802064","33,040387"
16/12/2006 12.00,"141,372799","52,791781","60,470459","1,460797","25,407262","3,808482","13,672944","16,955911"
16/12/2006 13.00,"110,089765","34,322689","57,503513","1,03785","35,186673","2,575666","12,234123","14,51621"
16/12/2006 14.00,"145,598361","48,474379","71,323242","1,419715","37,16232","2,613957","11,919575","13,803863"
16/12/2006 15.00,"111,358206","30,206617","65,088265","0,971841","39,41286","3,016241","12,978445","16,135905"
16/12/2006 16.00,"84,072456","17,26792","57,635901","1,119028","36,752029","1,706841","7,612459","6,99733"
16/12/2006 17.00,"92,946374","22,805098","58,02006","1,252766","33,559012","3,045289","11,597755","14,988119"
16/12/2006 18.00,"108,061307","25,489938","69,02601","2,327434","35,670081","4,859963","10,042675","10,815083"
16/12/2006 19.00,"188,367369","68,405158","83,541416","3,544777","36,557037","12,590917","14,336293","16,263904"
16/12/2006 20.00,"373,144573","185,469042","88,831537","4,888972","34,175147","18,244867","22,740832","32,354948"
16/12/2006 21.00,"555,737709","300,144157","95,601259","6,631597","43,552406","28,080122","33,732343","54,203424"
16/12/2006 22.00,"523,74917","282,559852","90,570691","5,608177","33,819023","32,399606","40,865185","70,842359"
16/12/2006 23.00,"189,983434","77,814794","70,721037","2,648539","16,093658","22,538835","23,59208","35,456759"
17/12/2006 0.00,"99,293753","29,264296","54,46131","1,224232","16,386144","7,367848","10,572111","13,061595"
