NetC,SIMAGE Brindisi,,
12/05/2006 13.00,"0,159749","1,135638",
12/05/2006 14.00,"0,169947","7,501701","27,35042"
12/05/2006 15.00,"0,151252","6,924147",
12/05/2006 16.00,"0,130858","6,986446","28,81562"
12/05/2006 17.00,"0,147853","4,886489",
12/05/2006 18.00,"0,142755","5,706744","6,837607"
12/05/2006 19.00,"0,152952","3,70932",
12/05/2006 20.00,"0,12746","4,71517","36,630032"
12/05/2006 21.00,"0,113864","2,851425",
12/05/2006 22.00,"0,120662","2,770956","32,722832"
12/05/2006 23.00,"0,129159","2,52436",
13/05/2006 0.00,"0,12746","1,456214","29,30402"
13/05/2006 1.00,"0,134257","8,08185",
13/05/2006 2.00,"0,147853","10,21685","27,35042"
13/05/2006 3.00,"0,146154","7,775551",
13/05/2006 4.00,"0,120662","6,532191","27,35042"
13/05/2006 5.00,"0,129159","8,084444",
13/05/2006 6.00,"0,110466","6,81253","27,83882"
13/05/2006 7.00,"0,156351","1,835191",
13/05/2006 8.00,"0,142755","2,610021","36,141621"
13/05/2006 9.00,"0,130858","2,574978",
13/05/2006 10.00,"0,164848","5,728807","34,18803"
13/05/2006 11.00,"0,152952","1,548362",
13/05/2006 12.00,"0,163148","4,637298","32,234421"
13/05/2006 13.00,"0,168247","6,600977",
13/05/2006 14.00,"0,194346","6,824213","27,35042"
13/05/2006 15.00,"0,206485","7,194105",
13/05/2006 16.00,"0,206971","7,968934","30,28083"
13/05/2006 17.00,"2,858252","3,188872",
13/05/2006 18.00,"7,434537","2,428318","31,746031"
13/05/2006 19.00,"3,572511","6,373849",
13/05/2006 20.00,"1,224463","13,285013","37,118431"
13/05/2006 21.00,"0,158414","20,617994",
13/05/2006 22.00,"0,173103","19,141013","32,234421"
13/05/2006 23.00,"0,159749","4,922828",
14/05/2006 0.00,"0,152952","2,602234","32,234421"
14/05/2006 1.00,,"6,320638",
14/05/2006 2.00,"0,375978",,"35,164822"
14/05/2006 3.00,"0,132648","6,92804",
14/05/2006 4.00,"0,143403","5,016275","30,76923"
14/05/2006 5.00,"0,12727","1,946808",
14/05/2006 6.00,"0,145196","5,374488","33,211231"
14/05/2006 7.00,"0,154159","1,135638",
14/05/2006 8.00,"0,154159","8,944936","31,746031"
14/05/2006 9.00,"0,148781","7,897552",
14/05/2006 10.00,"0,193807","7,841745","25,39682"
14/05/2006 11.00,"0,184632","7,348552",
14/05/2006 12.00,"0,21","6,514021","0,976801"
14/05/2006 13.00,"0,229627","5,207062",
14/05/2006 14.00,"0,193594","4,074021","1,465201"
14/05/2006 15.00,"0,242418","4,206404",
14/05/2006 16.00,"0,320014","4,068829","6,837607"
14/05/2006 17.00,"0,155951","4,381617",
14/05/2006 18.00,"0,170383","7,069509","2,930403"
14/05/2006 19.00,"0,164944","7,403061",
14/05/2006 20.00,"0,172206","8,576339","28,327221"
14/05/2006 21.00,"0,145196","7,900147",
14/05/2006 22.00,"0,164914","7,156467","26,37361"
14/05/2006 23.00,"0,170292","5,635362",
15/05/2006 0.00,"0,145196","6,737255","3,418803"
15/05/2006 1.00,"0,181046","5,632765",
15/05/2006 2.00,"0,136233","7,922211","1,953602"
15/05/2006 3.00,"0,145196","9,79504",
15/05/2006 4.00,"0,166707","7,057829","24,908421"
15/05/2006 5.00,"0,139818","7,395275",
15/05/2006 6.00,"0,146988","3,103212","27,35042"
15/05/2006 7.00,"0,168499","2,325787",
15/05/2006 8.00,"0,12727","3,53151","28,327221"
15/05/2006 9.00,"0,368383","4,652871",
15/05/2006 10.00,"0,220665","6,049382","32,234421"
15/05/2006 11.00,"0,179254","5,095446",
15/05/2006 12.00,"0,154159","6,507532","27,83882"
15/05/2006 13.00,"0,173876","7,236935",
15/05/2006 14.00,"0,19718","6,033807","29,79241"
15/05/2006 15.00,"0,154159","6,024723",
15/05/2006 16.00,"0,19004","6,73336","37,118431"
15/05/2006 17.00,"0,166737","5,871574",
15/05/2006 18.00,"0,168499","2,194701","26,86202"
15/05/2006 19.00,"0,157744","9,227872",
15/05/2006 20.00,"0,177461","2,61132","27,83882"
15/05/2006 21.00,"0,11293","5,121403",
15/05/2006 22.00,"0,102175","6,064958","32,234421"
15/05/2006 23.00,"0,059154","4,917637",
16/05/2006 0.00,"0,050191","6,443935","24,908421"
16/05/2006 1.00,,"7,120127",
16/05/2006 2.00,"0,125599",,"3,907204"
16/05/2006 3.00,"0,10576","5,465339",
16/05/2006 4.00,"0,100382","6,603574","5,372406"
16/05/2006 5.00,"0,050191","7,111041",
16/05/2006 6.00,"0,044813","7,687297","5,860806"
16/05/2006 7.00,"0,082457","0,141469",
16/05/2006 8.00,"0,077079","1,187553","27,35042"
16/05/2006 9.00,"0,091419","2,48802",
16/05/2006 10.00,"0,141611","3,952022","28,327221"
16/05/2006 11.00,"0,09859","0,051915",
16/05/2006 12.00,"0,179254","1,970169","30,28083"
16/05/2006 13.00,"0,172084","4,079212",
16/05/2006 14.00,"0,09859","7,251212","5,860806"
16/05/2006 15.00,"0,118308","7,796317",
16/05/2006 16.00,"0,21872","5,497788","23,93162"
16/05/2006 17.00,"0,168499","6,12466",
16/05/2006 18.00,"0,139818","3,225213","33,211231"
16/05/2006 19.00,"0,163122","3,149936",
16/05/2006 20.00,"0,175669","1,709297","29,79241"
16/05/2006 21.00,"0,179254","30,993174",
16/05/2006 22.00,"0,157834","56,726074","32,234421"
16/05/2006 23.00,"0,181046","43,450141",
17/05/2006 0.00,"0,150574","29,899072","35,653221"
17/05/2006 1.00,"0,132679","12,123418",
17/05/2006 2.00,"0,130855","6,572423","37,606831"
17/05/2006 3.00,"0,116516","4,362147",
17/05/2006 4.00,"0,168499","2,244021","36,630032"
17/05/2006 5.00,"0,12727","23,723789",
17/05/2006 6.00,"0,482042","52,929819","31,25762"
17/05/2006 7.00,"0,152366","46,267836",
17/05/2006 8.00,"0,182839","18,48559","37,118431"
17/05/2006 9.00,"0,202587","2,521765",
17/05/2006 10.00,"0,179315","0,504871","37,606831"
17/05/2006 11.00,"0,21869","2,375106",
17/05/2006 12.00,"0,339884","2,390681","38,09523"
17/05/2006 13.00,"0,234823","2,603532",
17/05/2006 14.00,"2,30302","2,778744","38,09523"
17/05/2006 15.00,"3,706001","4,772275",
17/05/2006 16.00,"4,4297","4,273894","37,118431"
17/05/2006 17.00,"4,258345","4,372532",
17/05/2006 18.00,"3,226572","0,412724","33,699631"
17/05/2006 19.00,"5,472411","2,921509",
17/05/2006 20.00,"2,400789","67,391995","52,25885"
17/05/2006 21.00,"1,960796","57,737123",
17/05/2006 22.00,"3,171094","87,824409","68,864471"
17/05/2006 23.00,"1,857132","62,109656",
18/05/2006 0.00,"0,887094","60,035652","64,468849"
18/05/2006 1.00,,"58,842906",
18/05/2006 2.00,"1,256059",,"63,003651"
18/05/2006 3.00,"0,122308","3,278424",
18/05/2006 4.00,"0,111061","4,681425","57,142841"
18/05/2006 5.00,"0,111061","9,14221",
18/05/2006 6.00,"0,119496","2,899446","38,09523"
18/05/2006 7.00,"0,116685","8,504956",
18/05/2006 8.00,"0,119496","2,280362","35,164822"
18/05/2006 9.00,"0,441436","4,480256",
18/05/2006 10.00,"2,76517","1,293978","41,514042"
18/05/2006 11.00,"2,956876","1,601575",
18/05/2006 12.00,"1,81124","3,508149","33,211231"
18/05/2006 13.00,"1,598063","4,921532",
18/05/2006 14.00,"1,710019","21,675751","32,234421"
18/05/2006 15.00,"1,374662","7,304425",
18/05/2006 16.00,"1,52202","3,980574","38,09523"
18/05/2006 17.00,"1,508601","4,020808",
18/05/2006 18.00,"1,553587","3,948127","35,164822"
18/05/2006 19.00,"1,555121","4,468573",
18/05/2006 20.00,"1,439586","21,547265","32,722832"
18/05/2006 21.00,"1,430001","19,734134",
18/05/2006 22.00,"1,337087","62,941605","35,653221"
18/05/2006 23.00,"1,425273","55,341251",
19/05/2006 0.00,"0,74906","44,985534","34,67643"
19/05/2006 1.00,"0,154643","3,000681",
19/05/2006 2.00,"0,132277","5,249893","31,25762"
19/05/2006 3.00,"0,114385","4,009127",
19/05/2006 4.00,"0,328585","6,381638","32,234421"
19/05/2006 5.00,"0,515945","23,821129",
19/05/2006 6.00,"0,926324","32,705064","37,118431"
19/05/2006 7.00,"0,273629","28,71929",
19/05/2006 8.00,"1,037642","26,302657","60,561661"
19/05/2006 9.00,"1,587327","1,688531",
19/05/2006 10.00,"1,667078","3,365382","32,234421"
19/05/2006 11.00,"1,892524","1,617149",
19/05/2006 12.00,"2,581132","3,981872","31,746031"
19/05/2006 13.00,"2,252931","3,662595",
19/05/2006 14.00,"1,706952","3,89751","32,234421"
19/05/2006 15.00,"1,541318","7,761276",
19/05/2006 16.00,"1,47256","6,119467","28,327221"
19/05/2006 17.00,"0,783056","7,419934",
19/05/2006 18.00,"0,425076","5,883255","33,699631"
19/05/2006 19.00,"0,411912","1,236873",
19/05/2006 20.00,"0,260848","3,839105","34,18803"
19/05/2006 21.00,"0,143524","8,259658",
19/05/2006 22.00,"0,147613","8,580231","37,606831"
19/05/2006 23.00,"0,137773","5,349829",
20/05/2006 0.00,"0,139178","5,421212","27,83882"
20/05/2006 1.00,,"5,130489",
20/05/2006 2.00,,,"34,18803"
20/05/2006 3.00,,"6,754127",
20/05/2006 4.00,,"8,421893","37,118431"
20/05/2006 5.00,,"7,183722",
20/05/2006 6.00,,"14,61144","37,606831"
20/05/2006 7.00,,"9,645785",
20/05/2006 8.00,,"2,086979","37,118431"
20/05/2006 9.00,,"5,425107",
20/05/2006 10.00,,"5,043531","35,653221"
20/05/2006 11.00,,"5,347233",
20/05/2006 12.00,,"6,878724","35,164822"
20/05/2006 13.00,,"6,643808",
20/05/2006 14.00,,"5,423808","36,630032"
20/05/2006 15.00,,"5,395255",
20/05/2006 16.00,,"4,299851","55,67765"
20/05/2006 17.00,,"5,03185",
20/05/2006 18.00,,"6,584105","63,980461"
20/05/2006 19.00,,"8,890425",
20/05/2006 20.00,,"5,866381","63,003651"
20/05/2006 21.00,,"5,454957",
20/05/2006 22.00,,"2,580169","62,026852"
20/05/2006 23.00,,"2,678807",
21/05/2006 0.00,,"2,203786","56,654442"
21/05/2006 1.00,,"4,702191",
21/05/2006 2.00,,"8,494572","34,18803"
21/05/2006 3.00,,"4,040276",
21/05/2006 4.00,,"4,892978","33,211231"
21/05/2006 5.00,,"6,625638",
21/05/2006 6.00,,"2,549021","36,141621"
21/05/2006 7.00,,"5,278445",
21/05/2006 8.00,,"3,876744","33,211231"
21/05/2006 9.00,,"6,472489",
21/05/2006 10.00,,"4,369935","27,83882"
21/05/2006 11.00,,"3,391341",
21/05/2006 12.00,,"6,989042","27,83882"
21/05/2006 13.00,,"3,815744",
21/05/2006 14.00,,"4,933212","25,39682"
21/05/2006 15.00,,"4,520488",
21/05/2006 16.00,,"4,821595","32,234421"
21/05/2006 17.00,,"5,785915",
21/05/2006 18.00,,"7,260296","36,141621"
21/05/2006 19.00,,"6,15451",
21/05/2006 20.00,,"6,829402","33,699631"
21/05/2006 21.00,,"8,6607",
21/05/2006 22.00,,"9,70419","38,09523"
21/05/2006 23.00,,"4,719062",
22/05/2006 0.00,,"11,252548","38,58363"
22/05/2006 1.00,,"12,229848",
22/05/2006 2.00,,,"37,606831"
22/05/2006 3.00,,"6,72168",
22/05/2006 4.00,,"13,713309","32,234421"
22/05/2006 5.00,,"35,673313",
22/05/2006 6.00,,"44,587072","32,722832"
22/05/2006 7.00,,"31,773196",
22/05/2006 8.00,,"0,926681","52,25885"
22/05/2006 9.00,,"2,545128",
22/05/2006 10.00,,"6,529595","56,16605"
22/05/2006 11.00,,"6,515318",
22/05/2006 12.00,,"4,650275","38,09523"
22/05/2006 13.00,,"9,013722",
22/05/2006 14.00,,"7,322594","90,842491"
22/05/2006 15.00,,"5,89234",
22/05/2006 16.00,,"5,377083","65,445663"
22/05/2006 17.00,,"5,113615",
22/05/2006 18.00,,"4,101276","64,95726"
22/05/2006 19.00,,"4,463382",
22/05/2006 20.00,,"4,210298","64,468849"
22/05/2006 21.00,,"5,673",
22/05/2006 22.00,,"6,951403","60,561661"
22/05/2006 23.00,,"3,872851",
23/05/2006 0.00,,"3,985765","37,606831"
23/05/2006 1.00,,"4,443914",
23/05/2006 2.00,,"3,900105","32,234421"
23/05/2006 3.00,,"5,582147",
23/05/2006 4.00,,"4,206404","32,722832"
23/05/2006 5.00,,"22,320784",
23/05/2006 6.00,,"43,280125","35,164822"
23/05/2006 7.00,,"42,677924",
23/05/2006 8.00,,"9,678232","36,141621"
23/05/2006 9.00,,"0,244",
23/05/2006 10.00,,"1,65349","35,164822"
23/05/2006 11.00,"2,205516","2,615213",
23/05/2006 12.00,"1,575187","0,944851","66,42247"
23/05/2006 13.00,"2,268268","3,571744",
23/05/2006 14.00,"2,795843","5,532829","63,492062"
23/05/2006 15.00,"2,237594","5,518552",
23/05/2006 16.00,"1,562789","5,284934","37,118431"
23/05/2006 17.00,"1,52547","4,826787",
23/05/2006 18.00,"1,526492","3,318658","57,142841"
23/05/2006 19.00,"1,277403","3,695041",
23/05/2006 20.00,"0,370376","2,591852","57,631241"
23/05/2006 21.00,"0,518629","19,374621",
23/05/2006 22.00,"0,312353","11,178567","63,980461"
23/05/2006 23.00,"0,155026","7,470553",
24/05/2006 0.00,"0,15771","3,954616","56,654442"
24/05/2006 1.00,,"6,563339",
24/05/2006 2.00,"0,423205",,"32,234421"
24/05/2006 3.00,"0,225109","3,648318",
24/05/2006 4.00,"0,203499","14,507607","32,722832"
24/05/2006 5.00,"1,102377","44,366449",
24/05/2006 6.00,"0,117057","28,254674","37,118431"
24/05/2006 7.00,"0,464655","11,828802",
24/05/2006 8.00,"0,507846","15,682179","64,468849"
24/05/2006 9.00,"0,291742","8,978679",
24/05/2006 10.00,"0,367409","4,928021","86,93528"
24/05/2006 11.00,"0,558331","8,634743",
24/05/2006 12.00,"0,401594","3,649616","63,980461"
24/05/2006 13.00,"0,53666","1,017532",
24/05/2006 14.00,"0,587085","3,575637","66,910851"
24/05/2006 15.00,"0,246719","1,833893",
24/05/2006 16.00,"0,349369","3,545787","63,492062"
24/05/2006 17.00,"0,524084","0,538618",
24/05/2006 18.00,"0,407028","7,41734","65,934052"
24/05/2006 19.00,"0,399794","2,010405",
24/05/2006 20.00,"0,32956","1,278403","62,026852"
24/05/2006 21.00,"0,059428","5,184998",
24/05/2006 22.00,"0,122459","6,099999","32,722832"
24/05/2006 23.00,"0,001801","6,438742",
25/05/2006 0.00,"0,005402","4,663255","35,164822"
25/05/2006 1.00,"0,1423","2,807298",
25/05/2006 2.00,,"5,19668","35,164822"
25/05/2006 3.00,,"4,716468",
25/05/2006 4.00,,"4,258318","31,746031"
25/05/2006 5.00,,"3,852085",
25/05/2006 6.00,"0,012606","5,939062","35,164822"
25/05/2006 7.00,"0,001801","5,671701",
25/05/2006 8.00,,"1,832595","61,53846"
25/05/2006 9.00,"0,039619","7,900147",
25/05/2006 10.00,"0,075636","7,082489","87,912071"
25/05/2006 11.00,"0,046823","1,907872",
25/05/2006 12.00,"0,003602","6,097404","67,88765"
25/05/2006 13.00,"0,003602","7,569191",
25/05/2006 14.00,"0,001801","5,980595","65,934052"
25/05/2006 15.00,"0,037849","4,921532",
25/05/2006 16.00,,"6,268723","56,16605"
25/05/2006 17.00,,"7,1357",
25/05/2006 18.00,,"7,541935","34,18803"
25/05/2006 19.00,,"3,749552",
25/05/2006 20.00,,"1,922149","33,211231"
25/05/2006 21.00,,"6,023425",
25/05/2006 22.00,,"7,606829","36,630032"
25/05/2006 23.00,,"5,645744",
26/05/2006 0.00,,"3,931253","27,35042"
26/05/2006 1.00,,"2,791723",
26/05/2006 2.00,"1,062966",,"1,465201"
26/05/2006 3.00,"0,219203","6,085722",
26/05/2006 4.00,"0,193249","7,595148","5,860806"
26/05/2006 5.00,"0,179807","9,275892",
26/05/2006 6.00,"0,198291","3,172","2,930403"
26/05/2006 7.00,"0,176445","2,698275",
26/05/2006 8.00,"0,183167","2,994192","27,83882"
26/05/2006 9.00,"0,24665","7,449787",
26/05/2006 10.00,"0,215095","7,294041","35,164822"
26/05/2006 11.00,"0,220323","6,966978",
26/05/2006 12.00,"0,210054","7,60553","34,18803"
26/05/2006 13.00,"0,16991","6,598382",
26/05/2006 14.00,"0,217523","6,704806","32,234421"
26/05/2006 15.00,"0,195117","6,822914",
26/05/2006 16.00,"0,151239","7,506892","35,653221"
26/05/2006 17.00,"0,176445","8,132468",
26/05/2006 18.00,"0,147878","8,411509","33,699631"
26/05/2006 19.00,"0,139475","9,50951",
26/05/2006 20.00,"0,345795","4,066233","35,164822"
26/05/2006 21.00,"0,263081","4,646382",
26/05/2006 22.00,"0,209307","9,098083","30,76923"
26/05/2006 23.00,"0,144517","9,726254",
27/05/2006 0.00,"0,171404","8,288212","23,93162"
27/05/2006 1.00,"0,176445","7,139595",
27/05/2006 2.00,"0,199038","6,979956","3,907204"
27/05/2006 3.00,"0,344301","6,097404",
27/05/2006 4.00,"0,15796","5,774232","5,860806"
27/05/2006 5.00,"0,126033","8,937149",
27/05/2006 6.00,"0,092424","3,400425","23,93162"
27/05/2006 7.00,"0,231899","1,461403",
27/05/2006 8.00,"0,321335","2,877382","34,18803"
27/05/2006 9.00,"1,250428","2,264787",
27/05/2006 10.00,"1,941831","3,497765","31,25762"
27/05/2006 11.00,"1,728044","4,198618",
27/05/2006 12.00,"1,552159","5,204468","29,79241"
27/05/2006 13.00,"0,513652","4,175255",
27/05/2006 14.00,"0,967929","6,717787","34,67643"
27/05/2006 15.00,"0,924611","7,617213",
27/05/2006 16.00,"1,740927","7,901445","27,83882"
27/05/2006 17.00,"1,872747","1,182362",
27/05/2006 18.00,"1,932496","4,436126","30,76923"
27/05/2006 19.00,"1,895153","5,160341",
27/05/2006 20.00,"1,850342","26,336404","34,67643"
27/05/2006 21.00,"1,764639","84,265622",
27/05/2006 22.00,"2,125746","68,184996","37,118431"
27/05/2006 23.00,"0,615784","50,360015",
28/05/2006 0.00,"0,321896","41,866737","33,699631"
28/05/2006 1.00,,"41,086738",
28/05/2006 2.00,"1,302955",,"37,118431"
28/05/2006 3.00,"0,597207","9,040978",
28/05/2006 4.00,"0,298511","5,425107","37,118431"
28/05/2006 5.00,"1,188471","40,908921",
28/05/2006 6.00,"1,606015","45,969334","55,67765"
28/05/2006 7.00,"1,611678","45,250288",
28/05/2006 8.00,"1,290884","0,58534","63,980461"
28/05/2006 9.00,"3,814248","5,656126",
28/05/2006 10.00,"2,740911","5,309595","35,653221"
28/05/2006 11.00,"4,648035","6,364765",
28/05/2006 12.00,"4,220928","7,640573","35,164822"
28/05/2006 13.00,"4,724171","5,296616",
28/05/2006 14.00,"2,711199","2,780042","35,164822"
28/05/2006 15.00,"1,936001","4,336192",
28/05/2006 16.00,"1,84603","4,118148","36,141621"
28/05/2006 17.00,"1,964691","5,077276",
28/05/2006 18.00,"1,968406","5,697659","27,35042"
28/05/2006 19.00,"1,918267","8,51404",
28/05/2006 20.00,"1,70267","9,914446","29,79241"
28/05/2006 21.00,"1,732011","15,099434",
28/05/2006 22.00,"1,756709","24,728354","34,18803"
28/05/2006 23.00,"1,322174","10,157146",
29/05/2006 0.00,"1,148825","32,633688","31,746031"
29/05/2006 1.00,"0,649109","31,84199",
29/05/2006 2.00,"0,499623","12,110439","33,699631"
29/05/2006 3.00,"0,31708","13,248669",
29/05/2006 4.00,"0,663872","7,857318","34,67643"
29/05/2006 5.00,"1,944265","57,169946",
29/05/2006 6.00,"2,380656","29,152779","56,16605"
29/05/2006 7.00,"1,699329","14,730849",
29/05/2006 8.00,"0,752637","1,657383","33,211231"
29/05/2006 9.00,"1,296734","0,948744",
29/05/2006 10.00,"1,611771","4,144107","37,606831"
29/05/2006 11.00,"1,451606","2,794319",
29/05/2006 12.00,"1,508616","1,153808","60,073261"
29/05/2006 13.00,"1,976019","2,420533",
29/05/2006 14.00,"1,967013","7,19151","37,118431"
29/05/2006 15.00,"1,947979","8,148041",
29/05/2006 16.00,"1,914553","6,333617","37,118431"
29/05/2006 17.00,"1,940551","6,498446",
29/05/2006 18.00,"1,853179","7,665233","32,234421"
29/05/2006 19.00,"1,720405","6,973467",
29/05/2006 20.00,"1,549933","6,438742","55,189251"
29/05/2006 21.00,"1,926159","5,392658",
29/05/2006 22.00,"1,917431","5,194084","38,58363"
29/05/2006 23.00,"1,746403","5,239509",
30/05/2006 0.00,"1,448914","5,957234","31,746031"
30/05/2006 1.00,,"6,246659",
30/05/2006 2.00,"0,563494",,"37,118431"
30/05/2006 3.00,"0,498248","4,763192",
30/05/2006 4.00,"0,500985","5,066892","29,79241"
30/05/2006 5.00,"0,391481","4,724254",
30/05/2006 6.00,"0,420225","1,436744","31,25762"
30/05/2006 7.00,"0,487298","1,714488",
30/05/2006 8.00,"0,546156","1,69502","35,164822"
30/05/2006 9.00,"0,49551","0,738489",
30/05/2006 10.00,"0,554825","0,95134","37,606831"
30/05/2006 11.00,"0,532469","5,403042",
30/05/2006 12.00,"0,532469","6,31934","36,630032"
30/05/2006 13.00,"0,510568","6,048084",
30/05/2006 14.00,"0,565776","6,786573","65,445663"
30/05/2006 15.00,"0,506461","6,882615",
30/05/2006 16.00,"0,530186","6,844977","65,934052"
30/05/2006 17.00,"0,502354","6,089617",
30/05/2006 18.00,"0,48456","7,112339","63,492062"
30/05/2006 19.00,"0,48091","5,77553",
30/05/2006 20.00,"0,526993","5,705446","59,096451"
30/05/2006 21.00,"0,503723","8,713915",
30/05/2006 22.00,"0,485016","9,125339","35,653221"
30/05/2006 23.00,"0,474065","4,589276",
31/05/2006 0.00,"0,467221","3,412105","35,653221"
31/05/2006 1.00,"0,472696","3,61068",
31/05/2006 2.00,"0,439845","3,121382","32,722832"
31/05/2006 3.00,"0,322128","3,708022",
31/05/2006 4.00,"0,210798","3,418595","24,908421"
31/05/2006 5.00,"0,241368","4,488041",
31/05/2006 6.00,"0,239999","7,493913","28,81562"
31/05/2006 7.00,"0,420225","2,186915",
31/05/2006 8.00,"0,406538","8,994255","34,18803"
31/05/2006 9.00,"0,35726","0,773532",
31/05/2006 10.00,"0,17247","6,189553","35,653221"
31/05/2006 11.00,"0,368211","3,675573",
31/05/2006 12.00,"0,495966","6,192147","26,37361"
31/05/2006 13.00,"0,249124","3,448447",
31/05/2006 14.00,"0,064334","4,916339","25,88522"
31/05/2006 15.00,"0,350417","6,493255",
31/05/2006 16.00,"0,468134","6,385531","30,28083"
31/05/2006 17.00,"0,448971","5,404338",
31/05/2006 18.00,"0,421594","6,203828","26,37361"
31/05/2006 19.00,"0,316652","5,835235",
31/05/2006 20.00,"0,108137","2,271276","17,094"
31/05/2006 21.00,"0,313458","4,180446",
31/05/2006 22.00,"0,386461","8,106511","24,42001"
31/05/2006 23.00,"0,324409","5,963723",
01/06/2006 0.00,"0,31939","7,728828","6,837607"
01/06/2006 1.00,,"11,308359",
01/06/2006 2.00,"0,664355",,"0,976801"
01/06/2006 3.00,"0,412985","17,85223",
01/06/2006 4.00,"0,392104","34,938702","1,465201"
01/06/2006 5.00,"1,193654","33,813452",
01/06/2006 6.00,"0,762106","23,97558","25,39682"
01/06/2006 7.00,"0,353822","2,513978",
01/06/2006 8.00,"0,385816","3,174595","27,83882"
01/06/2006 9.00,"4,672346","5,87287",
01/06/2006 10.00,,,"26,86202"
01/06/2006 11.00,"3,476555","1,375745",
01/06/2006 12.00,"2,610163","4,5127","6,837607"
01/06/2006 13.00,"3,084572","1,801446",
01/06/2006 14.00,"5,152554","1,717085","31,746031"
01/06/2006 15.00,"2,72556","4,116852",
01/06/2006 16.00,"0,816508","1,663872","25,39682"
