"NetC","SIMAGE Brindisi","","",""
"Stat","S. Pancrazio S.","","",""
"Parm","SO2","NOX","NO2","PM10"
"PtId","1","2","4","6"
"Unit","ug/m3 293K","ug/m3 293K","ug/m3 293K","ug/m3"
"Field","Aver","Aver","Aver","Aver"
"2013-01-12 10:00:00","0.6215009","","","27.20000076"
"2013-01-12 11:00:00","0.5992581","","","27.20000076"
"2013-01-12 12:00:00","0.16906608","","","27.20000076"
"2013-01-12 13:00:00","0.39247657","","","27.20000076"
"2013-01-12 14:00:00","0.2946849","","","27.20000076"
"2013-01-12 15:00:00","0.60498991","","","27.20000076"
"2013-01-12 16:00:00","0.42538161","","","27.20000076"
"2013-01-12 17:00:00","0.54277392","","","27.20000076"
"2013-01-12 18:00:00","0.71436419","","","27.20000076"
"2013-01-12 19:00:00","0.66090965","","","27.20000076"
"2013-01-12 20:00:00","1.02977657","","","27.20000076"
"2013-01-12 21:00:00","1.22438257","","","27.20000076"
"2013-01-12 22:00:00","1.1273028","","","27.20000076"
"2013-01-12 23:00:00","1.01522534","","","27.20000076"
"2013-01-13 00:00:00","0.74447654","","","27.20000076"
"2013-01-13 01:00:00","0.85699946","","","23.70000076"
"2013-01-13 02:00:00","0.63438935","","","23.70000076"
"2013-01-13 03:00:00","0.38404259","","","23.70000076"
"2013-01-13 04:00:00","0.30424674","","","23.70000076"
"2013-01-13 05:00:00","0.43942841","","","23.70000076"
"2013-01-13 06:00:00","0.219373","","","23.70000076"
"2013-01-13 07:00:00","0.42942011","","","23.70000076"
"2013-01-13 08:00:00","0.37278745","","","23.70000076"
"2013-01-13 09:00:00","0.33225085","","","23.70000076"
"2013-01-13 10:00:00","0.36566032","","","23.70000076"
"2013-01-13 11:00:00","0.55233677","","","23.70000076"
"2013-01-13 12:00:00","0.69479203","","","23.70000076"
"2013-01-13 13:00:00","0.69874307","","","23.70000076"
"2013-01-13 14:00:00","0.64612044","","","23.70000076"
"2013-01-13 15:00:00","0.35903761","","","23.70000076"
"2013-01-13 16:00:00","0.67795559","","","23.70000076"
"2013-01-13 17:00:00","0.36432398","","","23.70000076"
"2013-01-13 18:00:00","0.39449633","","","23.70000076"
"2013-01-13 19:00:00","0.59438768","","","23.70000076"
"2013-01-13 20:00:00","0.51984769","","","23.70000076"
"2013-01-13 21:00:00","0.65203023","","","23.70000076"
"2013-01-13 22:00:00","0.73141013","","","23.70000076"
"2013-01-13 23:00:00","0.52076807","","","23.70000076"
"2013-01-14 00:00:00","0.56062227","","","23.70000076"
"2013-01-14 01:00:00","","","","21.89999962"
"2013-01-14 02:00:00","0.56375768","","","21.89999962"
"2013-01-14 03:00:00","0.96586626","","","21.89999962"
"2013-01-14 04:00:00","0.78784753","","","21.89999962"
"2013-01-14 05:00:00","0.45220498","","","21.89999962"
"2013-01-14 06:00:00","0.53620511","","","21.89999962"
"2013-01-14 07:00:00","0.47224293","","","21.89999962"
"2013-01-14 08:00:00","0.59703595","","","21.89999962"
"2013-01-14 09:00:00","0.63603892","","","21.89999962"
"2013-01-14 10:00:00","0.56304171","","","21.89999962"
"2013-01-14 11:00:00","0.86674842","","","21.89999962"
"2013-01-14 12:00:00","0.69177052","","","21.89999962"
"2013-01-14 13:00:00","0.56241626","","","21.89999962"
"2013-01-14 14:00:00","0.42957266","","","21.89999962"
"2013-01-14 15:00:00","0.82210924","","","21.89999962"
"2013-01-14 16:00:00","0.65223058","","","21.89999962"
"2013-01-14 17:00:00","0.89895274","","","21.89999962"
"2013-01-14 18:00:00","0.70688924","","","21.89999962"
"2013-01-14 19:00:00","0.59462058","","","21.89999962"
"2013-01-14 20:00:00","0.37911828","","","21.89999962"
"2013-01-14 21:00:00","0.43315047","","","21.89999962"
"2013-01-14 22:00:00","0.624857","","","21.89999962"
"2013-01-14 23:00:00","0.36552099","","","21.89999962"
"2013-01-15 00:00:00","0.10153321","","","21.89999962"
"2013-01-15 01:00:00","0.1864283","","","22.5"
"2013-01-15 02:00:00","0.14939323","","","22.5"
"2013-01-15 03:00:00","0.21210247","","","22.5"
"2013-01-15 04:00:00","0.20870264","","","22.5"
"2013-01-15 05:00:00","","","","22.5"
"2013-01-15 06:00:00","","","","22.5"
"2013-01-15 07:00:00","","","","22.5"
"2013-01-15 08:00:00","","","","22.5"
"2013-01-15 09:00:00","","","","22.5"
"2013-01-15 10:00:00","","","","22.5"
"2013-01-15 11:00:00","","","","22.5"
"2013-01-15 12:00:00","","","","22.5"
"2013-01-15 13:00:00","","","","22.5"
"2013-01-15 14:00:00","","","","22.5"
"2013-01-15 15:00:00","","","","22.5"
"2013-01-15 16:00:00","","","","22.5"
"2013-01-15 17:00:00","","","","22.5"
"2013-01-15 18:00:00","","","","22.5"
"2013-01-15 19:00:00","0.33161726","","","22.5"
"2013-01-15 20:00:00","0.47134899","18.1991483","13.83531039","22.5"
"2013-01-15 21:00:00","0.47913107","14.82312225","10.80088609","22.5"
"2013-01-15 22:00:00","0.66717031","15.52608434","10.75935554","22.5"
"2013-01-15 23:00:00","0.40148312","16.50140893","10.894337","22.5"
"2013-01-16 00:00:00","0.76458874","17.9656931","12.20258667","22.5"
"2013-01-16 01:00:00","","17.5766011","11.80933416","20.2999897"
"2013-01-16 02:00:00","0.61405036","","","20.2999897"
"2013-01-16 03:00:00","0.68722148","24.96819616","12.85037036","20.2999897"
"2013-01-16 04:00:00","0.60401867","17.41966605","9.22138098","20.2999897"
"2013-01-16 05:00:00","0.53544948","16.16160255","8.06627677","20.2999897"
"2013-01-16 06:00:00","0.22399832","15.77510322","7.4874245","20.2999897"
"2013-01-16 07:00:00","0.21856957","16.27962649","7.83265905","20.2999897"
"2013-01-16 08:00:00","0.2106624","18.18099003","9.81970122","20.2999897"
"2013-01-16 09:00:00","0.21904248","21.05507784","12.90084334","20.2999897"
"2013-01-16 10:00:00","0.32667464","22.04597184","14.75160962","20.2999897"
