"NetC","SIMAGE Brindisi","","","","","","","","","","",""
"Stat","valzani_sanpietrovernotico","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3
16/01/2012 3.00,"0,183346",,,"0,196358","52,775571"
16/01/2012 4.00,,"12,451094","14,723904","0,179415","52,440949"
16/01/2012 5.00,"0,239726","10,995378","13,892221","0,17343",
16/01/2012 6.00,"0,086507","9,856228","12,283971","0,173799","56,523776"
16/01/2012 7.00,"0,201281","14,964769","17,993092","0,179218","53,559187"
16/01/2012 8.00,"0,362415","36,702924","56,193028","0,322725","41,076792"
16/01/2012 9.00,"1,237637","47,462092","61,103713","0,419217","28,905095"
16/01/2012 10.00,"0,978125","26,063466","30,847731","0,26241","45,228766"
16/01/2012 11.00,"0,464751","16,283525","20,677017","0,189364","54,582661"
16/01/2012 12.00,"0,320577","13,048963","17,476734","0,18434","58,701359"
16/01/2012 13.00,"0,195625","12,286249","16,52751","0,206875","60,68002"
16/01/2012 14.00,"1,267603","17,030657","24,16181","0,245984","55,990293"
16/01/2012 15.00,"1,230288","16,969147","21,971556","0,247536","55,172503"
16/01/2012 16.00,"1,639062","15,78325","19,999348","0,248471","55,026548"
16/01/2012 17.00,"0,682427","20,47599","25,432047","0,307873","51,443929"
16/01/2012 18.00,"0,772321","30,073865","36,589274","0,392767","41,76309"
16/01/2012 19.00,"0,746313","36,504419","42,603182","0,489333","37,984144"
16/01/2012 20.00,"0,409345","26,142201","29,744486","0,433353","44,985494"
16/01/2012 21.00,"0,638325","34,185124","40,057852","0,567896","40,166833"
16/01/2012 22.00,"0,542208","38,789317","43,404063","0,656975","33,659719"
16/01/2012 23.00,"0,507154","38,207819","42,651003","0,962608","32,290531"
17/01/2012 0.00,"0,252731","36,293678","39,746597","1,439282","30,031014"
17/01/2012 1.00,,"28,126896","31,783155","0,855106","33,048531"
17/01/2012 2.00,,"20,355419","23,299325","0,463917","40,182195"
17/01/2012 3.00,,"16,202333","19,013648","0,348362","44,934243"
17/01/2012 4.00,,"12,653665","15,719333","0,289329","39,975612"
17/01/2012 5.00,,"11,047046","13,229141","0,244753","41,625656"
17/01/2012 6.00,,"11,492372","14,536654","0,236748","41,273956"
17/01/2012 7.00,,"19,126883","24,371767","0,255588","36,642265"
17/01/2012 8.00,"0,197321","43,574728","63,829788","0,463891","23,170509"
17/01/2012 9.00,"0,829427","65,33256","101,745225","1,10604","10,647135"
17/01/2012 10.00,"0,686383","63,363451","80,097885","1,096238","12,408144"
17/01/2012 11.00,"0,407646","34,250746","39,043765","0,417197","31,443733"
17/01/2012 12.00,"0,305877","22,901896","26,917077","0,332576","41,742603"
17/01/2012 13.00,"0,31888","15,822616","19,367068","0,249333","46,769544"
17/01/2012 14.00,"0,371462","15,57494","20,055273","0,23537","47,996191"
17/01/2012 15.00,"0,373723","21,388951","27,680673","0,290191","48,442631"
17/01/2012 16.00,"0,252166","33,916125","41,032206","0,653009","36,838592"
17/01/2012 17.00,"0,764972","49,828132","61,194479","1,246026","24,105207"
17/01/2012 18.00,"0,580655","57,449558","68,796397","1,372712","16,860598"
17/01/2012 19.00,"0,48567","60,845669","73,569264","1,518632","17,987369"
17/01/2012 20.00,"0,460227","58,740404","69,102777","1,390271","19,245596"
17/01/2012 21.00,"0,641152","61,389425","75,916763","1,987006","17,131192"
17/01/2012 22.00,"0,864482","72,703801","84,664887","2,366178","12,556672"
17/01/2012 23.00,"0,498674","54,045223","58,748894","1,639753","16,541345"
18/01/2012 0.00,"0,211457","35,608876","38,475538","0,98327","25,535023"
18/01/2012 1.00,"0,180925","22,545978","25,084292","0,559103","36,487753"
18/01/2012 2.00,"0,154353",,,"0,485269","41,023843"
18/01/2012 3.00,"0,033926",,,,"37,164676"
18/01/2012 4.00,,"16,91912","19,676717","0,262288","39,621379"
18/01/2012 5.00,"0,073013","13,644372","15,900098","0,2118",
18/01/2012 6.00,"0,013752","12,719274","15,213512","0,179784","42,961568"
18/01/2012 7.00,"0,122123","14,539945","17,503484","0,17173","43,603479"
18/01/2012 8.00,"0,507232","38,849161","65,564485","0,319769","32,186392"
18/01/2012 9.00,"0,691165","52,347577","68,056284","0,438869","20,520032"
18/01/2012 10.00,"2,859071","32,180757","38,704155","0,304081","30,505626"
18/01/2012 11.00,"6,070026","25,216277","31,968773","0,249776","27,146643"
18/01/2012 12.00,"4,900888","24,396985","30,367034","0,286152","32,401494"
18/01/2012 13.00,"5,303417","21,195227","25,538239","0,264455","41,011914"
18/01/2012 14.00,"5,060316","21,17062","26,048915","0,28992","45,528354"
18/01/2012 15.00,"5,606441","20,159419","23,83109","0,32105","48,215558"
18/01/2012 16.00,"5,172994","19,272998","23,06132","0,312907","47,678007"
18/01/2012 17.00,"5,097065","24,095999","28,937126","0,367719","43,197994"
18/01/2012 18.00,"5,577609","57,278969","73,62439","1,130817","25,681835"
18/01/2012 19.00,"6,790841","88,856124","143,104134","2,500056","12,439727"
18/01/2012 20.00,"7,363535","96,605463","151,19155","3,050096","11,002239"
18/01/2012 21.00,"7,335268","93,797366","139,384244","2,876913","8,413226"
18/01/2012 22.00,"5,540297","75,990051","88,191019","1,952577","8,496881"
18/01/2012 23.00,"4,954596","49,587852","54,178679","1,270974","14,577178"
19/01/2012 0.00,"5,063143","35,090553","38,615785","0,84134","19,753498"
19/01/2012 1.00,"4,276746","24,462586","27,846043","0,535214","25,788547"
19/01/2012 2.00,"4,076614","20,089708","23,129101","0,369148","30,10441"
19/01/2012 3.00,"3,991812","19,233495","22,37929","0,291668","29,617849"
19/01/2012 4.00,"3,933017","16,898617","19,212234","0,260169","31,48898"
19/01/2012 5.00,"4,078877","15,705338","18,401639","0,230936","31,648601"
19/01/2012 6.00,"3,819381","15,219828","17,934727","0,219114","33,926054"
19/01/2012 7.00,"3,964677","20,835197","25,039704","0,230247","31,856041"
19/01/2012 8.00,"4,483099","43,723979","65,228071","0,738445","20,04542"
19/01/2012 9.00,"5,264972","61,660853","92,09735","1,302547","11,763665"
19/01/2012 10.00,"4,703019","50,706506","65,493168","0,791468","17,467517"
19/01/2012 11.00,"4,437305","33,6742","39,859273","0,421015","31,671662"
19/01/2012 12.00,"4,192509","24,059097","28,804986","0,324473","41,314934"
19/01/2012 13.00,"4,553766","22,589438","28,969534","0,266302","44,990601"
19/01/2012 14.00,"4,48027","22,539401","28,328344","0,25118","48,007283"
19/01/2012 15.00,"4,891843","19,123593","23,11126","0,218893","51,303081"
19/01/2012 16.00,"4,848876","15,974339","19,578631","0,201653","54,282194"
19/01/2012 17.00,"4,999259","23,63427","28,158118","0,336812","49,243324"
19/01/2012 18.00,"5,062013","27,091088","31,921776","0,276522","52,612539"
19/01/2012 19.00,"5,110632","28,805139","33,213888","0,292777","49,40891"
19/01/2012 20.00,"4,653267","33,480629","37,486614","0,472586","45,290231"
19/01/2012 21.00,"4,586555","46,733831","53,845514","0,838803","32,496257"
19/01/2012 22.00,"4,590514","55,945443","60,425202","1,212778","29,676763"
19/01/2012 23.00,"4,782167","45,743948","48,720033","1,001815","42,220604"
20/01/2012 0.00,"4,66005","36,146054","39,081068","0,847225","48,336775"
20/01/2012 1.00,"5,578174","26,462059","29,162474","0,573462","47,403773"
20/01/2012 2.00,"5,245749",,,"0,339052","55,140943"
20/01/2012 3.00,"5,17508","20,988272","24,128923","0,27337","55,606158"
20/01/2012 4.00,,"16,129341","18,992573","0,268174","63,176003"
20/01/2012 5.00,"0,27775","14,422669","17,125739","0,247806",
20/01/2012 6.00,"0,277364","13,780512","16,363766","0,27044","62,07229"
20/01/2012 7.00,"0,24458","16,163788","18,878277","0,281078","59,421813"
20/01/2012 8.00,"0,447815","24,827548","30,187879","0,352279","49,732417"
20/01/2012 9.00,"0,832963","46,865872","61,008858","0,79962","28,891431"
20/01/2012 10.00,"0,715873","46,012947","55,738258","0,702659","26,129992"
20/01/2012 11.00,"0,644316","35,983667","43,948771","0,546051","33,410466"
20/01/2012 12.00,"0,436814","18,831645","23,455784","0,335384","56,94121"
20/01/2012 13.00,"0,520895","18,279703","23,604118","0,25416","59,986917"
20/01/2012 14.00,"0,770325","22,354052","30,431888","0,291521","57,559221"
20/01/2012 15.00,"0,606697","18,861988","23,324468","0,217021","59,875936"
20/01/2012 16.00,"0,359616","15,743065","19,641058","0,216209","60,388111"
20/01/2012 17.00,"0,361722","17,86062","23,329326","0,247929","55,502874"
20/01/2012 18.00,"0,385249","19,38768","24,500654","0,322601","51,676127"
20/01/2012 19.00,"0,268974","22,579591","28,924965","0,458129","46,230893"
20/01/2012 20.00,"0,15859","22,770677","27,834685","0,686405","43,331182"
20/01/2012 21.00,"0,192611","20,032292","25,54147","0,672022","48,212149"
20/01/2012 22.00,"0,110007","16,702608","20,296836","0,727042","49,835719"
20/01/2012 23.00,"0,05206","13,349128","16,72692","0,711993","51,857093"
21/01/2012 0.00,"0,054102","11,94508","15,074897","0,545558","51,640275"
21/01/2012 1.00,,"10,908445","13,618235","0,383975","52,798592"
21/01/2012 2.00,,"9,801281","12,694139","0,191457","58,528932"
21/01/2012 3.00,,"9,363333","12,108881",,"59,69411"
21/01/2012 4.00,,"9,501116","12,2402","0,159737","56,994117"
21/01/2012 5.00,,"10,0711","12,967316","0,156239","55,93992"
21/01/2012 6.00,,"10,862517","13,482051","0,159491","54,736317"
21/01/2012 7.00,,"11,805659","15,007618","0,16013","52,098648"
21/01/2012 8.00,,"32,973815","42,591023","0,181829","40,56206"
21/01/2012 9.00,,"36,673403","44,293297","0,231798","34,344325"
21/01/2012 10.00,,"24,084526","28,842271","0,196358","47,144284"
21/01/2012 11.00,,"18,46669","23,734631","0,195521","56,110654"
21/01/2012 12.00,,"20,070015","24,918924","0,219459","53,412376"
21/01/2012 13.00,,"20,64656","26,262925","0,244038","52,316323"
21/01/2012 14.00,,"22,761651","29,808519","0,279182","51,498571"
21/01/2012 15.00,"0,003174","15,436339","19,463529","0,242955","58,95231"
21/01/2012 16.00,"0,00053","15,286258","18,250866","0,282212","61,007838"
21/01/2012 17.00,,"19,010432","22,701901","0,332895","56,432445"
21/01/2012 18.00,,"40,074448","45,805897","0,908722","43,54714"
21/01/2012 19.00,"0,137109","72,851425","90,592033","2,27045","23,376233"
21/01/2012 20.00,"0,350921","76,346654","87,418893","2,252929","15,919096"
21/01/2012 21.00,"0,134878","74,282559","84,388434","2,166693","16,725726"
21/01/2012 22.00,"0,072992","58,368083","64,271575","1,658469","22,308349"
21/01/2012 23.00,,"50,67123","55,426985","1,415244","24,604575"
22/01/2012 0.00,"0,001587","35,97793","39,029195","0,776445","27,721981"
22/01/2012 1.00,"0,027504","27,790651","30,208146","0,710516","41,578692"
22/01/2012 2.00,"0,020629",,,"0,567575","33,004144"
22/01/2012 3.00,,,,"0,477167","37,455748"
22/01/2012 4.00,,"26,697675","29,214097","0,422615","51,315889"
22/01/2012 5.00,"0,594524","20,697419","23,915391","0,378532",
22/01/2012 6.00,"0,500285","18,630714","21,215246","0,371438","48,725141"
22/01/2012 7.00,"0,352772","16,142465","19,270607","0,264479","46,486992"
22/01/2012 8.00,"0,605914","20,208615","24,571169","0,310386","43,17154"
22/01/2012 9.00,"0,648626","25,705081","30,253537","0,382693","38,249618"
22/01/2012 10.00,"0,615745","21,155859","26,063504","0,317257","39,256034"
22/01/2012 11.00,"0,545561","18,854609","23,241774","0,272828","40,607288"
22/01/2012 12.00,"0,328881","14,4973","18,335168","0,238177","51,43539"
22/01/2012 13.00,"0,480103","13,680458","17,808273","0,212293","53,997089"
22/01/2012 14.00,"0,585946","12,939067","17,308127","0,199929","56,088447"
22/01/2012 15.00,"0,422527","11,220912","14,080281","0,195054","60,158488"
22/01/2012 16.00,"0,497063","9,334631","12,483381","0,195496","63,155535"
22/01/2012 17.00,"0,505657","12,772582","16,105992","0,208894","58,524663"
22/01/2012 18.00,"0,253394","14,133165","17,564279","0,213918","57,351802"
22/01/2012 19.00,"0,414717","15,920211","18,87017","0,218968","57,403872"
22/01/2012 20.00,"0,651063","21,071387","25,542293","0,295658","56,546839"
22/01/2012 21.00,"0,76722","27,731608","33,129587","0,360282","44,873634"
22/01/2012 22.00,"0,724183","28,463159","33,948305","0,337181","36,710534"
22/01/2012 23.00,"0,825244","26,080692","30,87203","0,319498","39,877458"
23/01/2012 0.00,"0,664852","20,748258","24,580901","0,262731","43,679449"
23/01/2012 1.00,"0,655575","15,953837","18,945558","0,242241","47,402038"
23/01/2012 2.00,"0,898849","13,629609","16,484548","0,210224","46,235162"
23/01/2012 3.00,"0,825782","11,485812","14,898185","0,194634","49,040152"
23/01/2012 4.00,"0,46556","10,285152","12,723322","0,194733","50,073024"
23/01/2012 5.00,"0,606074","11,001938","14,009759","0,216258","45,868124"
23/01/2012 6.00,"0,6235","17,323441","21,214442","0,291102","38,93847"
23/01/2012 7.00,"0,478114","16,400802","21,932647","0,214829","46,478453"
23/01/2012 8.00,"0,943156","36,068941","49,05318","0,252214","30,753165"
23/01/2012 9.00,"1,84874","62,500679","104,46967","0,745119","11,705618"
23/01/2012 10.00,"1,044504","43,381175","50,556069","0,37432","23,586227"
23/01/2012 11.00,"0,898905","30,474085","38,152927","0,460568","35,869741"
23/01/2012 12.00,"0,87736","21,021369","27,492608","0,4054","43,601782"
23/01/2012 13.00,"0,742701","21,574127","29,714487","0,319942","46,184809"
23/01/2012 14.00,"0,921416","25,326179","36,704376","0,32334","45,301323"
23/01/2012 15.00,"0,781187","20,402168","26,793046","0,228966","48,89761"
23/01/2012 16.00,"0,902611","21,023816","27,011109","0,225863","49,333796"
23/01/2012 17.00,"0,829005","21,674182","27,527465","0,290092","48,424675"
23/01/2012 18.00,"0,701853","28,784644","36,336354","0,279995","41,821983"
23/01/2012 19.00,"0,901535","42,326477","54,05547","0,383777","32,790739"
23/01/2012 20.00,"2,426843","71,508896","121,767265","1,510481","16,311722"
23/01/2012 21.00,"2,654105","77,615517","128,744996","1,940903","6,065785"
23/01/2012 22.00,"2,158209","69,867003","108,686472","1,546906","4,155396"
23/01/2012 23.00,"1,881513","64,651868","86,204222","1,530725","6,332114"
24/01/2012 0.00,"1,716734","57,562727","76,993277","1,792693","7,456324"
24/01/2012 1.00,"0,857481","42,795608","51,2994","1,108602","15,941253"
24/01/2012 2.00,"0,613936",,,"0,783341","18,581484"
24/01/2012 3.00,"0,635822",,,,"27,840624"
24/01/2012 4.00,,"26,896066","29,781177","0,497164","29,615296"
24/01/2012 5.00,"0,314653","22,052262","24,745447","0,477684",
24/01/2012 6.00,"0,510453","18,618413","22,087462","0,415818","32,947804"
24/01/2012 7.00,"0,358365","17,909827","21,189319","0,390205","33,418145"
24/01/2012 8.00,"0,763756","43,555035","58,920744","1,895144","25,094547"
24/01/2012 9.00,"0,866573","49,807655","62,433912","2,127239","17,814085"
24/01/2012 10.00,"1,023898","45,388832","56,312203","1,605618","17,220823"
24/01/2012 11.00,"0,903124","37,442677","44,203318","0,652049","24,349354"
24/01/2012 12.00,"0,53621","27,018089","33,203352","0,422763","38,43996"
24/01/2012 13.00,"0,572228","27,697977","34,778361","0,399612","42,308545"
24/01/2012 14.00,"0,679749","29,603934","36,544687","0,434264","44,099436"
24/01/2012 15.00,"0,602368","27,940724","34,766202","0,398973","51,166483"
24/01/2012 16.00,"0,497521","28,771508","33,092302","0,492238","54,947169"
24/01/2012 17.00,"0,673122","31,613238","36,074525","0,694607","53,663327"
24/01/2012 18.00,"0,731585","45,342907","51,172135","1,152489","40,333294"
24/01/2012 19.00,"0,774872","46,650982","51,869231","1,18719","36,339226"
24/01/2012 20.00,"0,694605","46,989712","52,931157","1,069443","32,119779"
24/01/2012 21.00,"0,77006","45,011577","51,954334","1,018809","29,685302"
24/01/2012 22.00,"0,707111","38,737615","43,098468","0,819889","32,037865"
24/01/2012 23.00,"0,479991","21,884139","25,39719","0,36932","47,75204"
25/01/2012 0.00,"0,061338","15,653921","18,791471","0,238098","51,082374"
25/01/2012 1.00,"0,369801","12,712714","15,964137","0,195669","49,95524"
25/01/2012 2.00,"0,439164","10,728018","13,814402","0,172519","52,73204"
25/01/2012 3.00,"0,593606","9,574926","12,385297","0,160081","53,711983"
25/01/2012 4.00,"0,356333","9,058249","12,051326","0,160698","54,078165"
25/01/2012 5.00,"0,229362","9,100894","12,00269","0,161633","54,068808"
25/01/2012 6.00,"0,2517","8,912268","11,437696","0,160968","52,45633"
25/01/2012 7.00,"0,314543","11,275859","14,693913","0,161092","47,066579"
25/01/2012 8.00,"0,556197","32,87705","46,334413","0,197196","34,451874"
25/01/2012 9.00,"0,974627","44,165212","61,205835","0,682859","24,260577"
25/01/2012 10.00,"0,582061","33,793128","41,206486","0,365823","30,138565"
25/01/2012 11.00,"0,72421","21,487188","28,736079","0,233374","41,622223"
25/01/2012 12.00,"0,6386","16,92486","22,331471","0,202934","46,285516"
25/01/2012 13.00,"0,736393","16,791181","21,663514","0,220469","48,37859"
25/01/2012 14.00,"1,135053","18,73733","23,909713","0,255687","50,720922"
25/01/2012 15.00,"0,735645","14,572752","18,582404","0,233202","56,02355"
25/01/2012 16.00,"0,85877","15,231309","19,965294","0,294303","56,301833"
25/01/2012 17.00,"1,080008","17,32836","21,618945","0,301274","53,439686"
25/01/2012 18.00,"1,09818","19,066199","23,715166","0,331542","50,969319"
25/01/2012 19.00,"1,15429","20,620326","25,072934","0,33393","50,616782"
25/01/2012 20.00,"1,015882","17,681833","21,435737","0,276473","54,283054"
25/01/2012 21.00,"0,848618","18,489654","22,211493","0,280586","53,495146"
25/01/2012 22.00,"0,672589","16,456571","19,923957","0,261254","53,504564"
25/01/2012 23.00,"0,551173","13,135077","15,755811","0,221307","55,820419"
26/01/2012 0.00,"0,570732","10,998659","13,734152","0,219484","57,512281"
26/01/2012 1.00,"1,7138","9,306746","11,589278","0,197368","58,39407"
26/01/2012 2.00,"1,729833",,,"0,193748","57,860548"
26/01/2012 3.00,"1,610661",,,"0,179956","56,898539"
26/01/2012 4.00,,"14,886071","17,347393","0,16715","58,298469"
26/01/2012 5.00,"0,865171","10,733759","13,167534","0,168135",
26/01/2012 6.00,"0,770897","9,27066","12,450146","0,167249","59,032568"
26/01/2012 7.00,"0,871635","10,201501","13,050809","0,167297","59,901552"
26/01/2012 8.00,"0,665847","18,400261","25,676037","0,188724","53,066662"
26/01/2012 9.00,"0,837156","21,646286","27,164319","0,221627","47,738395"
26/01/2012 10.00,"0,975606","17,640007","22,063161","0,213426","50,47765"
26/01/2012 11.00,"0,903955","14,547328","19,123881","0,199314","54,493046"
26/01/2012 12.00,"1,148531","15,678275","19,496759","0,222908","55,869935"
26/01/2012 13.00,"1,169003","14,826168","19,225217","0,23894","56,976202"
26/01/2012 14.00,"1,154458","18,553623","24,712217","0,337082","56,689381"
26/01/2012 15.00,"0,868403","18,708627","23,468748","0,319128","58,493061"
26/01/2012 16.00,"0,934662","16,893696","20,495435","0,352648","60,44445"
26/01/2012 17.00,"1,053178","17,221744","20,998003","0,350209","60,581029"
26/01/2012 18.00,"1,031093","20,076574","23,955121","0,323981","58,741458"
26/01/2012 19.00,"0,954596","25,358989","29,130848","0,398259","53,422608"
26/01/2012 20.00,"0,868941","28,433618","32,844239","0,523196","48,65005"
26/01/2012 21.00,"0,755273","25,502504","28,908751","0,494529","50,407646"
26/01/2012 22.00,"0,673928","29,407114","33,405201","0,517089","44,17708"
26/01/2012 23.00,"0,801872","20,259474","23,409571","0,322084","47,453289"
27/01/2012 0.00,"0,568879","14,572752","16,88661","0,260391","54,122575"
27/01/2012 1.00,"0,140336","12,242784","14,548813","0,224484","55,121312"
27/01/2012 2.00,"0,104242","9,421563","11,895689","0,201112","58,855872"
27/01/2012 3.00,"0,123905","8,73102","12,393404",,"61,700122"
27/01/2012 4.00,"0,077575","8,161035","11,368794","0,17045","60,8004"
