"NetC","SIMAGE Brindisi","","","",""
"Stat","Via Dei Mille","","","",""
Parm,SO2,NOX,NO2,PM10
23/01/2011 1.00,"0,9","116,7","74,3",
23/01/2011 2.00,"0,4","36,5","28,1","22,5"
23/01/2011 3.00,"0,4","32,8","23,7",
23/01/2011 4.00,"0,4","24,6","20,2","12,9"
23/01/2011 5.00,"0,4","14,7","13,2",
23/01/2011 6.00,"0,2","13,7","12,5","11,7"
23/01/2011 7.00,"0,5","13,1",12,
23/01/2011 8.00,"0,5","15,1","13,5","8,3"
23/01/2011 9.00,"0,5","18,9","15,1",
23/01/2011 10.00,"0,5","20,1",15,"7,8"
23/01/2011 11.00,"0,5","23,9","16,8",
23/01/2011 12.00,"0,8","21,4","14,1","4,9"
23/01/2011 13.00,"0,9","27,5","17,1",
23/01/2011 14.00,"0,6","21,2","14,7","3,2"
23/01/2011 15.00,"1,8","13,7","10,9",
23/01/2011 16.00,"1,7","16,6","12,6","1,7"
23/01/2011 17.00,"0,5","22,5","16,8",
23/01/2011 18.00,"0,5","37,8","27,2","9,8"
23/01/2011 19.00,"0,5","43,2","33,4",
23/01/2011 20.00,"0,5","59,2","42,5","15,4"
23/01/2011 21.00,"0,5","56,3",39,
23/01/2011 22.00,"0,5","67,6",43,"17,1"
23/01/2011 23.00,"0,5","67,1","42,8",
24/01/2011 0.00,"0,4","55,3","36,2","18,3"
24/01/2011 1.00,,"32,2","21,8",
24/01/2011 2.00,"0,4",,,"23,7"
24/01/2011 3.00,"0,5","21,8","18,3",
24/01/2011 4.00,"0,3","15,9","13,9","12,9"
24/01/2011 5.00,"0,4","14,9","13,1",
24/01/2011 6.00,"0,1","19,3","17,5","13,4"
24/01/2011 7.00,"0,4","40,4","32,3",
24/01/2011 8.00,"0,7","109,7",60,"15,1"
24/01/2011 9.00,"0,9","111,5","58,8",
24/01/2011 10.00,"0,5","93,2","52,4","19,8"
24/01/2011 11.00,,"39,7","26,2",
24/01/2011 12.00,,,,"21,2"
24/01/2011 13.00,,,,
24/01/2011 14.00,,,,"19,8"
24/01/2011 15.00,,,,
24/01/2011 16.00,"0,3","30,2","20,5","20,8"
24/01/2011 17.00,"0,4","38,9","27,1",
24/01/2011 18.00,"0,3","22,6","16,3","17,3"
24/01/2011 19.00,"0,5","38,1","27,2",
24/01/2011 20.00,"0,5","27,2","18,8","13,2"
24/01/2011 21.00,"0,5","24,1","16,2",
24/01/2011 22.00,"0,5","18,7","15,1","17,1"
24/01/2011 23.00,"0,5","15,2","13,5",
25/01/2011 0.00,"0,5","16,6","14,5",10
25/01/2011 1.00,"0,5","9,7","9,3",
25/01/2011 2.00,"0,5","2,2","2,2","7,8"
25/01/2011 3.00,"0,5","1,2","1,3",
25/01/2011 4.00,"0,5","1,4","1,4","6,6"
25/01/2011 5.00,"1,9","1,8","1,6",
25/01/2011 6.00,"1,8",2,"1,9","11,2"
25/01/2011 7.00,2,"4,5","4,3",
25/01/2011 8.00,"2,5","15,5","12,3","7,6"
25/01/2011 9.00,"3,3","23,9","15,8",
25/01/2011 10.00,"5,2","20,9","13,9",10
25/01/2011 11.00,"3,9","13,7",10,
25/01/2011 12.00,"4,4","22,4","13,7","10,3"
25/01/2011 13.00,"4,9","20,2","14,3",
25/01/2011 14.00,"5,2","27,4","16,6","9,8"
25/01/2011 15.00,"5,2","19,9","13,2",
25/01/2011 16.00,"3,5","23,5","16,3",9
25/01/2011 17.00,"3,2","28,4","21,1",
25/01/2011 18.00,"2,4","47,2","32,3","13,4"
25/01/2011 19.00,2,"69,2",47,
25/01/2011 20.00,"2,1","124,6","79,2","14,7"
25/01/2011 21.00,"1,8",117,"76,4",
25/01/2011 22.00,"0,5","54,5","43,7","20,3"
25/01/2011 23.00,"0,4","55,4","43,5",
26/01/2011 0.00,"0,4","53,1",41,"24,7"
26/01/2011 1.00,,"45,7","34,4",
26/01/2011 2.00,"0,4",,,"28,6"
26/01/2011 3.00,"0,4","22,1","21,6",
26/01/2011 4.00,"0,4",25,25,"28,3"
26/01/2011 5.00,"1,3","37,6","37,5",
26/01/2011 6.00,"0,4","49,9","48,9","22,5"
26/01/2011 7.00,"1,6","102,2","77,8",
26/01/2011 8.00,"3,8","260,9","94,8","27,4"
26/01/2011 9.00,"5,1","310,8",123,
26/01/2011 10.00,"2,5","108,5",68,"29,1"
26/01/2011 11.00,"3,1","87,8","53,7",
26/01/2011 12.00,"3,1","59,3","39,8","26,9"
26/01/2011 13.00,"3,1","58,6","39,9",
26/01/2011 14.00,"2,5","61,9","41,2","24,2"
26/01/2011 15.00,2,"56,2","40,4",
26/01/2011 16.00,"1,7","61,9","48,4","21,5"
26/01/2011 17.00,2,"103,6","74,6",
26/01/2011 18.00,2,"155,9","103,9","14,9"
26/01/2011 19.00,2,"141,6","99,5",
26/01/2011 20.00,"1,7","132,7","93,4","23,9"
26/01/2011 21.00,"1,8","121,3","86,4",
26/01/2011 22.00,"0,5","66,4","55,8","35,4"
26/01/2011 23.00,"1,3","45,5","37,1",
27/01/2011 0.00,"0,4","30,6","28,4","36,4"
27/01/2011 1.00,"0,4",25,"21,9",
27/01/2011 2.00,"0,6","16,3","14,7",21
27/01/2011 3.00,"0,4","10,1","9,3",
27/01/2011 4.00,"0,4","5,9","5,9","15,4"
27/01/2011 5.00,"0,4","7,6","7,6",
27/01/2011 6.00,"0,6","11,9","11,9","8,8"
27/01/2011 7.00,"0,4","33,2","31,8",
27/01/2011 8.00,"0,5","75,7","58,5","6,1"
27/01/2011 9.00,"1,1","94,9","64,2",
27/01/2011 10.00,"0,8","80,5","59,8","5,9"
27/01/2011 11.00,"0,9","72,9","52,8",
27/01/2011 12.00,"1,3","91,5","61,9","9,3"
27/01/2011 13.00,"1,4","98,5","64,4",
27/01/2011 14.00,"1,7","110,9","69,8","6,3"
27/01/2011 15.00,"0,4","77,9","58,7",
27/01/2011 16.00,"0,4","78,8","62,1","13,4"
27/01/2011 17.00,"0,6","67,4",50,
27/01/2011 18.00,"1,4","57,5","43,8",12
27/01/2011 19.00,"1,5","65,2","45,3",
27/01/2011 20.00,"1,2","47,6",35,"16,6"
27/01/2011 21.00,"0,5","46,1",35,
27/01/2011 22.00,"0,4","27,5","24,7","20,8"
27/01/2011 23.00,"0,4","21,7","20,1",
28/01/2011 0.00,"0,4","13,1","11,9",11
28/01/2011 1.00,,"6,4","6,1",
28/01/2011 2.00,"0,4","9,1",9,19
28/01/2011 3.00,"0,8",8,"7,9",
28/01/2011 4.00,"0,4","6,3","6,3","10,3"
28/01/2011 5.00,"0,5",4,4,
28/01/2011 6.00,"0,4","3,3","3,1","10,7"
28/01/2011 7.00,"0,5","6,2","6,2",
28/01/2011 8.00,"0,4","14,2","13,6","15,6"
28/01/2011 9.00,"0,4","29,7","25,7",
28/01/2011 10.00,"0,4",31,"28,5","12,9"
28/01/2011 11.00,"0,4",36,"28,8",
28/01/2011 12.00,"1,2","55,7","40,8","14,7"
28/01/2011 13.00,"1,3","64,5","43,6",
28/01/2011 14.00,1,"53,4","38,7","15,4"
28/01/2011 15.00,"0,5","36,2",28,
28/01/2011 16.00,"0,5","29,6","24,6",12
28/01/2011 17.00,"0,5","31,3","26,4",
28/01/2011 18.00,"0,5","31,7","26,3","12,5"
28/01/2011 19.00,"1,1","65,5","44,4",
28/01/2011 20.00,"1,2","59,9","45,4","13,4"
28/01/2011 21.00,"0,8","42,3","33,2",
28/01/2011 22.00,"1,4","28,1","23,1",9
28/01/2011 23.00,"1,1","22,1","19,8",
29/01/2011 0.00,"0,7","28,6","23,7","10,5"
29/01/2011 1.00,"0,6","29,7","24,5",
29/01/2011 2.00,"0,7","33,2",28,"8,3"
29/01/2011 3.00,"0,4","10,3",9,
29/01/2011 4.00,"0,5","10,7","10,1","5,6"
29/01/2011 5.00,"0,7","8,5","7,9",
29/01/2011 6.00,"0,4","7,2","6,8","7,6"
29/01/2011 7.00,1,"21,3","18,2",
29/01/2011 8.00,1,"48,1","38,8","5,4"
29/01/2011 9.00,"1,9",100,"64,5",
29/01/2011 10.00,2,"49,3","34,4","9,8"
29/01/2011 11.00,"2,1","39,4","27,9",
29/01/2011 12.00,"3,1",40,"28,9","13,9"
29/01/2011 13.00,"5,5",44,"33,7",
29/01/2011 14.00,"3,3","34,6","27,6","7,6"
29/01/2011 15.00,"3,1",25,"24,4",
29/01/2011 16.00,"2,5","36,7","34,1","8,5"
29/01/2011 17.00,"1,8","63,8","52,1",
29/01/2011 18.00,"1,1","60,5","50,2","9,5"
29/01/2011 19.00,"0,7","43,7","39,7",
29/01/2011 20.00,"1,3","81,3","65,2","14,2"
29/01/2011 21.00,"0,5","51,8",47,
29/01/2011 22.00,"0,4","42,4",39,"13,9"
29/01/2011 23.00,"0,5","44,3","37,3",
30/01/2011 0.00,"1,7","60,2","46,9",10
30/01/2011 1.00,,"60,9","51,1",
30/01/2011 2.00,"0,9",,,"9,5"
30/01/2011 3.00,"0,5","20,4","17,8",
30/01/2011 4.00,"0,5","8,9","8,7","9,5"
30/01/2011 5.00,"0,5","15,3","12,9",
30/01/2011 6.00,"0,5","9,2","9,2","5,6"
30/01/2011 7.00,"0,5","21,1","20,9",
30/01/2011 8.00,"0,5","32,2","28,5","6,1"
30/01/2011 9.00,"0,5","31,9","28,9",
30/01/2011 10.00,"0,5","32,5","27,1","8,5"
30/01/2011 11.00,"0,5","32,9","25,5",
30/01/2011 12.00,"0,5","36,3","28,3",12
30/01/2011 13.00,"0,5","52,8","38,6",
30/01/2011 14.00,"0,6","30,4","25,8","9,3"
30/01/2011 15.00,"0,5","13,2","13,2",
30/01/2011 16.00,"0,5",31,"28,7",12
30/01/2011 17.00,"0,5","44,2","39,6",
30/01/2011 18.00,"0,5","35,3","33,5","15,9"
30/01/2011 19.00,"0,5","59,5","48,1",
30/01/2011 20.00,"0,5","48,3","42,2","20,5"
30/01/2011 21.00,"0,5","85,2","65,4",
30/01/2011 22.00,"0,5","88,4","64,9","22,5"
30/01/2011 23.00,"0,6","89,4","65,6",
31/01/2011 0.00,"0,9","97,6","63,3","26,1"
31/01/2011 1.00,"0,4","62,4",51,
31/01/2011 2.00,"0,6","77,5","55,3","25,6"
31/01/2011 3.00,"0,5","56,9","44,2",
31/01/2011 4.00,"0,5","25,2",20,"19,8"
31/01/2011 5.00,"0,5","15,8","15,4",
31/01/2011 6.00,"0,5",25,"23,3","11,2"
31/01/2011 7.00,"0,5","41,4","31,8",
31/01/2011 8.00,"0,6","52,3","35,3","11,2"
31/01/2011 9.00,"0,5","42,3","32,2",
31/01/2011 10.00,"0,5","22,5","20,3","18,3"
31/01/2011 11.00,"0,5","23,1","19,9",
31/01/2011 12.00,"0,5","21,4","18,4","19,3"
31/01/2011 13.00,"0,5","21,9",19,
31/01/2011 14.00,"0,5","29,4","22,3","17,6"
31/01/2011 15.00,"0,5","16,2","15,1",
31/01/2011 16.00,"0,5","16,1","14,9","17,3"
31/01/2011 17.00,"0,5","28,4","23,1",
31/01/2011 18.00,"0,5","66,8","46,2","20,3"
31/01/2011 19.00,"0,5","46,8","34,6",
31/01/2011 20.00,"0,5","40,5","33,2",21
31/01/2011 21.00,"0,6","56,3","44,1",
31/01/2011 22.00,"0,4","40,8",35,"24,4"
31/01/2011 23.00,"0,5","24,9","23,1",
01/02/2011 0.00,"0,4","26,2","21,6","27,6"
01/02/2011 1.00,,"51,1",33,
01/02/2011 2.00,"0,5",,,"21,2"
01/02/2011 3.00,"0,5","13,7","13,3",
01/02/2011 4.00,"0,4","6,6","6,2","16,1"
01/02/2011 5.00,"0,4","2,4","2,4",
01/02/2011 6.00,"0,4","8,4","8,3","14,7"
01/02/2011 7.00,"0,5","73,8","49,7",
01/02/2011 8.00,"1,3",129,"66,4","15,1"
01/02/2011 9.00,"0,5","51,1","34,7",
01/02/2011 10.00,"0,5","30,1","23,2","18,6"
01/02/2011 11.00,"0,5","26,6","21,7",
01/02/2011 12.00,"0,5","37,3","28,1","16,1"
01/02/2011 13.00,"0,9","37,5","27,5",
01/02/2011 14.00,"1,2",33,"22,2","18,1"
01/02/2011 15.00,"1,3","35,6","25,8",
01/02/2011 16.00,"0,8","45,4","33,1","10,3"
01/02/2011 17.00,"1,1","81,3","57,1",
01/02/2011 18.00,"1,8","148,7","90,8","12,9"
01/02/2011 19.00,"3,7","279,2","116,3",
01/02/2011 20.00,"4,9","312,6",112,"19,5"
01/02/2011 21.00,"4,9","336,7","107,2",
01/02/2011 22.00,"2,5",185,"79,5","38,8"
01/02/2011 23.00,"1,1","142,8","81,7",
02/02/2011 0.00,"0,9","102,2","64,2","50,1"
02/02/2011 1.00,"0,5","42,9","36,8",
02/02/2011 2.00,"0,5","37,7","30,7","39,1"
02/02/2011 3.00,"0,5","11,5","11,5",
02/02/2011 4.00,"0,4","4,9","4,9","23,7"
02/02/2011 5.00,"0,5","6,3","6,3",
02/02/2011 6.00,"0,5",17,"16,9",21
02/02/2011 7.00,"0,4","50,9","38,4",
02/02/2011 8.00,"1,8","186,9","85,1","20,3"
02/02/2011 9.00,"3,8","232,8","97,6",
02/02/2011 10.00,"3,6","63,3","45,6","23,7"
02/02/2011 11.00,"4,3","52,6","39,1",
02/02/2011 12.00,"8,3","51,1","39,6","25,2"
02/02/2011 13.00,"11,2","53,3","42,2",
02/02/2011 14.00,"4,8","57,7","40,5","20,5"
02/02/2011 15.00,2,"43,1",33,
02/02/2011 16.00,"1,9","49,6","37,5","18,1"
02/02/2011 17.00,"1,9",73,"50,8",
02/02/2011 18.00,2,"97,5","65,9","18,1"
02/02/2011 19.00,"1,9","64,4","48,6",
02/02/2011 20.00,2,72,53,"27,8"
02/02/2011 21.00,2,"48,6","36,8",
02/02/2011 22.00,2,"24,9","20,4","26,9"
02/02/2011 23.00,"2,1","29,2","25,3",
03/02/2011 0.00,"2,2","26,4","22,6","31,3"
03/02/2011 1.00,,15,"13,6",
03/02/2011 2.00,2,,,"32,2"
03/02/2011 3.00,"2,1","12,9","12,4",
03/02/2011 4.00,2,"4,5","4,1","29,1"
03/02/2011 5.00,"2,2","2,8","2,8",
03/02/2011 6.00,"2,5","11,1","9,9","23,4"
03/02/2011 7.00,"1,9","22,2","18,4",
03/02/2011 8.00,"2,8",30,"25,9","24,7"
03/02/2011 9.00,"2,3","102,4","63,6",
03/02/2011 10.00,"4,5","46,6","35,5",21
03/02/2011 11.00,"4,3","22,1","20,2",
03/02/2011 12.00,"6,5","40,8","30,2","25,9"
03/02/2011 13.00,"5,7","44,9","31,7",
03/02/2011 14.00,"5,2","51,4","36,3",20
03/02/2011 15.00,3,"31,5","24,8",
03/02/2011 16.00,"2,9","32,8","23,3","15,9"
03/02/2011 17.00,"1,9","37,1","27,7",
03/02/2011 18.00,2,"35,9","25,7","20,5"
03/02/2011 19.00,"1,9","23,1","18,5",
03/02/2011 20.00,2,31,25,32
03/02/2011 21.00,2,"29,1","22,5",
03/02/2011 22.00,2,25,"18,8","35,4"
03/02/2011 23.00,"2,2","29,1","23,1",
04/02/2011 0.00,2,"25,1","19,9","37,9"
04/02/2011 1.00,2,"15,3","13,2",
04/02/2011 2.00,2,8,"7,8","39,6"
04/02/2011 3.00,"1,9","6,7","6,5",
04/02/2011 4.00,"1,9","6,1","5,2","34,4"
04/02/2011 5.00,"1,8","4,6","4,6",
04/02/2011 6.00,"1,9",3,"2,9","30,5"
04/02/2011 7.00,"1,5","4,9","4,6",
04/02/2011 8.00,2,"21,1","16,5",33
04/02/2011 9.00,2,"30,5","22,2",
04/02/2011 10.00,2,"24,2","18,3","34,4"
04/02/2011 11.00,2,"27,2","21,1",
04/02/2011 12.00,2,"35,8","24,7","35,7"
04/02/2011 13.00,2,"39,9","29,2",
04/02/2011 14.00,2,"41,4","28,7",32
04/02/2011 15.00,"1,8","26,1","20,2",
04/02/2011 16.00,"1,3","21,8","17,8","32,2"
04/02/2011 17.00,"0,5","20,5","17,1",
04/02/2011 18.00,"0,4","16,4","14,3","27,1"
04/02/2011 19.00,"0,4","25,5","18,9",
04/02/2011 20.00,"0,5","23,3","16,9","23,9"
04/02/2011 21.00,"0,5","29,4","21,4",
04/02/2011 22.00,"0,5",20,"18,9",23
04/02/2011 23.00,"0,4","9,5","9,4",
05/02/2011 0.00,"0,5","23,4",19,"24,4"
05/02/2011 1.00,,"23,4","22,4",
05/02/2011 2.00,"0,4",,,"16,6"
05/02/2011 3.00,"0,3","14,2","14,3",
05/02/2011 4.00,"0,2","10,9","10,9","15,1"
05/02/2011 5.00,"0,2","8,4","8,4",
05/02/2011 6.00,"0,2","8,1","8,1",19
05/02/2011 7.00,"0,3","9,3","9,3",
05/02/2011 8.00,"0,1",15,"14,2","21,2"
05/02/2011 9.00,"0,2","23,8","19,8",
05/02/2011 10.00,"0,2","17,7","16,4",20
05/02/2011 11.00,"0,4","17,3","15,8",
05/02/2011 12.00,"0,4","15,4","14,1",22
05/02/2011 13.00,"0,5","15,1","13,4",
05/02/2011 14.00,"0,5","20,2","15,9","23,7"
05/02/2011 15.00,"0,5","10,5","10,4",
05/02/2011 16.00,"0,3","10,4","10,2","23,9"
05/02/2011 17.00,"0,1",12,"11,8",
05/02/2011 18.00,"0,1","14,7","14,4","24,9"
05/02/2011 19.00,"0,2","34,8","31,1",
05/02/2011 20.00,"0,2","68,4","57,1","27,1"
05/02/2011 21.00,"0,2","73,8","63,2",
05/02/2011 22.00,"0,2","61,4","53,7","28,1"
05/02/2011 23.00,"0,4","71,7","54,6",
06/02/2011 0.00,"0,2","35,7","34,1","25,6"
06/02/2011 1.00,"0,2","39,9","35,7",
06/02/2011 2.00,"0,1","31,2",31,"24,9"
06/02/2011 3.00,0,"21,7","20,9",
06/02/2011 4.00,"0,1","11,3","11,3","13,2"
06/02/2011 5.00,"0,1","14,5","14,2",
06/02/2011 6.00,"0,1","7,4","7,5","14,4"
06/02/2011 7.00,0,"7,5","7,5",
06/02/2011 8.00,"0,1","7,3","7,3","17,1"
06/02/2011 9.00,"0,2","10,6","10,6",
06/02/2011 10.00,"0,4","14,8","13,9","14,9"
06/02/2011 11.00,"0,5","9,9","9,5",
06/02/2011 12.00,"0,5","7,8","7,9","8,1"
06/02/2011 13.00,"0,5","13,9","11,6",
06/02/2011 14.00,"0,5","5,3","5,2","12,5"
06/02/2011 15.00,"0,5","3,7","3,7",
06/02/2011 16.00,"0,4","5,9","5,9","16,1"
06/02/2011 17.00,"0,5","7,6","7,5",
06/02/2011 18.00,"0,4",16,16,"16,4"
06/02/2011 19.00,"0,4","13,1",13,
06/02/2011 20.00,"0,5","14,3","14,2","16,8"
06/02/2011 21.00,"0,5","14,8","14,6",
06/02/2011 22.00,"0,4","11,1","11,1",19
06/02/2011 23.00,"0,3","11,4","11,3",
07/02/2011 0.00,"0,2","9,4","9,3","12,9"
07/02/2011 1.00,,"10,4","10,4",
07/02/2011 2.00,"0,3",,,"15,9"
07/02/2011 3.00,"0,3","6,5","6,5",
07/02/2011 4.00,0,"5,9","5,8","12,5"
07/02/2011 5.00,"0,2","4,4","4,4",
07/02/2011 6.00,"0,2","4,8","4,8","16,8"
07/02/2011 7.00,"0,3","6,4","6,3",
07/02/2011 8.00,"0,1","14,9",14,"20,5"
07/02/2011 9.00,"0,3","19,2","18,4",
07/02/2011 10.00,"0,5","17,6","16,9","25,4"
07/02/2011 11.00,"0,5","16,8","15,6",
07/02/2011 12.00,"0,5","17,6","16,6",31
07/02/2011 13.00,"0,5","20,4","18,1",
07/02/2011 14.00,"0,6","29,8","22,8","27,6"
07/02/2011 15.00,"0,5","19,4","18,2",
07/02/2011 16.00,"0,5",17,"16,9","30,5"
07/02/2011 17.00,"0,5","23,5","21,6",
07/02/2011 18.00,"0,5","20,2","19,5","30,5"
07/02/2011 19.00,"0,4","17,7","16,3",
07/02/2011 20.00,"0,5","22,7","19,8","33,9"
07/02/2011 21.00,"0,3","25,6","24,8",
07/02/2011 22.00,"0,5","25,4","25,2","36,1"
07/02/2011 23.00,"0,3","25,7","25,7",
08/02/2011 0.00,"0,5","21,1","20,8","33,9"
08/02/2011 1.00,"0,4","15,9","15,7",
08/02/2011 2.00,"0,3","9,8","9,8","36,6"
08/02/2011 3.00,"0,1",7,7,
08/02/2011 4.00,"0,2","7,7","7,7","26,6"
08/02/2011 5.00,"0,4","10,3","10,3",
08/02/2011 6.00,"0,2","13,2","13,1","28,8"
08/02/2011 7.00,"0,3","43,8","38,8",
08/02/2011 8.00,"1,5","172,7","85,6","35,9"
08/02/2011 9.00,"2,5","220,4","90,9",
08/02/2011 10.00,"0,5","61,9","46,1","24,9"
08/02/2011 11.00,"0,5","32,8","25,4",
08/02/2011 12.00,"0,7","33,1","27,1",32
08/02/2011 13.00,"1,9","41,8","33,4",
08/02/2011 14.00,"1,9",42,"33,5","30,8"
08/02/2011 15.00,"1,5","25,4","23,3",
08/02/2011 16.00,"0,6","27,2","24,8","23,4"
08/02/2011 17.00,"1,1",111,"82,6",
08/02/2011 18.00,"0,7","103,3","86,9","21,7"
08/02/2011 19.00,"1,7","205,4","126,9",
08/02/2011 20.00,"2,3","246,8","130,9","37,9"
08/02/2011 21.00,"1,1","162,8",95,
08/02/2011 22.00,"0,5","83,9",67,53
08/02/2011 23.00,"0,5","32,2","31,3",
09/02/2011 0.00,"0,5","20,4","19,5","36,9"
09/02/2011 1.00,,"10,5","9,9",
09/02/2011 2.00,"0,5",,,"28,6"
09/02/2011 3.00,"0,4","12,1","11,9",
09/02/2011 4.00,"0,5","15,9","15,9","24,9"
09/02/2011 5.00,"0,4",11,11,
09/02/2011 6.00,"0,5","7,4","7,4","27,6"
09/02/2011 7.00,"0,4","21,3",21,
09/02/2011 8.00,"0,4","30,9","29,3",32
09/02/2011 9.00,"0,3","28,8","26,2",
09/02/2011 10.00,"0,4","31,2","25,4","31,7"
09/02/2011 11.00,"0,5",26,"22,9",
09/02/2011 12.00,"0,5","34,2","28,2",20
09/02/2011 13.00,"0,5","26,6","22,6",
09/02/2011 14.00,"0,5","22,2","19,6","31,3"
09/02/2011 15.00,"0,5","20,1","19,3",
09/02/2011 16.00,"0,5","16,2",16,"29,1"
09/02/2011 17.00,"0,5","26,6","24,7",
09/02/2011 18.00,"0,5","25,6","23,5","30,5"
09/02/2011 19.00,"0,4","15,8","15,5",
09/02/2011 20.00,"0,5","33,1","27,6","38,6"
09/02/2011 21.00,"0,5","29,4","28,2",
09/02/2011 22.00,"0,4","20,2","19,7","35,7"
09/02/2011 23.00,"0,4","19,6","18,6",
10/02/2011 0.00,"0,2","15,6","15,3","38,3"
10/02/2011 1.00,"0,3","13,2","13,1",
10/02/2011 2.00,"0,1","11,7","11,6","36,9"
10/02/2011 3.00,"0,2","10,2","10,1",
10/02/2011 4.00,"0,3","10,7","10,7","37,4"
10/02/2011 5.00,"0,3","8,5","8,5",
10/02/2011 6.00,"0,3","5,2","4,8","48,4"
10/02/2011 7.00,"0,2","19,7","18,7",
10/02/2011 8.00,"0,3","32,4","29,9","46,4"
10/02/2011 9.00,"0,5",44,"36,4",
10/02/2011 10.00,"0,5","30,7","28,6","43,5"
10/02/2011 11.00,"0,5",29,"26,6",
10/02/2011 12.00,"0,5","29,5","27,8","45,2"
10/02/2011 13.00,"0,5","28,3","26,7",
10/02/2011 14.00,"0,5","29,8",27,"47,1"
10/02/2011 15.00,"0,5","25,1","23,4",
10/02/2011 16.00,"0,5","27,1","25,3","42,7"
10/02/2011 17.00,"0,5","35,6",32,
10/02/2011 18.00,"0,5","37,3","35,8","31,7"
10/02/2011 19.00,"0,5","24,7","23,7",
10/02/2011 20.00,"0,5","63,1","58,5","33,9"
10/02/2011 21.00,"0,5",81,"71,4",
10/02/2011 22.00,"0,5","86,3","74,4","26,6"
10/02/2011 23.00,"0,5","52,9","50,2",
11/02/2011 0.00,"0,4","44,1",42,"43,2"
11/02/2011 1.00,,"32,7","31,2",
11/02/2011 2.00,"0,4",,,"36,6"
11/02/2011 3.00,"0,3",19,19,
11/02/2011 4.00,"0,2","21,6","21,5","33,5"
11/02/2011 5.00,"0,3","20,2","19,3",
11/02/2011 6.00,"0,3","26,2","26,2",31
11/02/2011 7.00,"0,5","58,7","48,1",
11/02/2011 8.00,"0,7","119,1","69,7","32,5"
11/02/2011 9.00,"1,6","174,9","87,8",
11/02/2011 10.00,"2,2","188,2",102,"29,5"
11/02/2011 11.00,"1,7","68,1","52,2",
11/02/2011 12.00,"2,7","55,8","44,7","33,9"
11/02/2011 13.00,"2,6",59,"48,3",
11/02/2011 14.00,"3,3","70,1","52,7","23,7"
11/02/2011 15.00,2,"55,8",47,
11/02/2011 16.00,1,"45,5","40,5","24,9"
11/02/2011 17.00,"0,5","54,7","51,1",
11/02/2011 18.00,"0,5","92,5",82,"28,1"
11/02/2011 19.00,"0,6","112,2","93,1",
11/02/2011 20.00,"0,7","106,9","91,2","37,1"
11/02/2011 21.00,"0,9","144,4","104,3",
11/02/2011 22.00,"1,1","159,7",107,"38,6"
11/02/2011 23.00,"2,3","227,4","112,2",
12/02/2011 0.00,"1,7","156,6","84,9","56,7"
12/02/2011 1.00,"1,9","156,4","85,5",
12/02/2011 2.00,"0,6","95,6","62,1","57,1"
12/02/2011 3.00,"0,6","62,7","47,2",
12/02/2011 4.00,"0,4","42,5","37,3","55,2"
12/02/2011 5.00,"0,5","48,8",38,
12/02/2011 6.00,"0,5","32,3","32,1",52
12/02/2011 7.00,"0,4","34,2","33,1",
12/02/2011 8.00,"0,5","60,5","54,3","48,8"
12/02/2011 9.00,"0,5","84,3","62,1",
12/02/2011 10.00,"0,5","34,5","30,5","52,3"
12/02/2011 11.00,"0,5","28,5","26,4",
12/02/2011 12.00,"0,5","23,3","22,1","36,6"
12/02/2011 13.00,"0,5",30,"26,3",
12/02/2011 14.00,"0,6","34,8","29,3","36,4"
12/02/2011 15.00,"0,5","15,5","15,4",
12/02/2011 16.00,"0,5","25,8",24,"30,5"
12/02/2011 17.00,"0,5","23,5","22,2",
12/02/2011 18.00,"0,5","55,8","51,4","37,9"
12/02/2011 19.00,"0,5",54,"49,8",
12/02/2011 20.00,"0,5","77,4","63,5","33,5"
12/02/2011 21.00,"0,5","88,2","70,1",
12/02/2011 22.00,"0,5","70,3","61,6","37,6"
12/02/2011 23.00,"0,5","77,7","65,3",
13/02/2011 0.00,"0,6","84,6","64,7",43
13/02/2011 1.00,,"114,6",69,
13/02/2011 2.00,"0,8",,,"37,6"
13/02/2011 3.00,"0,6","68,7","48,2",
13/02/2011 4.00,"0,5","41,2","33,4","44,9"
13/02/2011 5.00,"0,4",33,"26,8",
13/02/2011 6.00,"0,5","21,3","21,1","47,6"
13/02/2011 7.00,"0,4","40,6","36,9",
13/02/2011 8.00,"0,5","44,6","39,7","38,3"
13/02/2011 9.00,"0,5","53,6","40,7",
13/02/2011 10.00,"0,5","39,6",36,"29,3"
13/02/2011 11.00,"0,5","24,8","23,2",
13/02/2011 12.00,"0,5","30,2","24,7","34,9"
13/02/2011 13.00,"0,5","35,2","28,1",
13/02/2011 14.00,"0,5","29,9","25,2","22,5"
13/02/2011 15.00,"0,5","16,8","16,8",
13/02/2011 16.00,"0,6","29,9","29,5","22,5"
13/02/2011 17.00,"1,1",39,"36,3",
13/02/2011 18.00,"0,6","64,6","56,8","15,9"
13/02/2011 19.00,"0,8","82,6","72,1",
13/02/2011 20.00,"0,7","100,4",79,"27,4"
13/02/2011 21.00,"0,6","82,4","71,7",
13/02/2011 22.00,"0,5","43,2","42,7","29,1"
13/02/2011 23.00,"0,5",43,"41,7",
14/02/2011 0.00,"0,5","42,7",41,30
14/02/2011 1.00,"0,5","30,9","30,9",
14/02/2011 2.00,"0,5","22,6","21,6","35,2"
14/02/2011 3.00,"0,5","24,9","24,2",
14/02/2011 4.00,"0,5","17,5","16,4","33,2"
