,Provincia di TARANTO
19/10/2014 21.00.00,13
19/10/2014 22.00.00,7
19/10/2014 23.00.00,18
20/10/2014 00.00.00,11
20/10/2014 01.00.00,10
20/10/2014 02.00.00,4
20/10/2014 03.00.00,3
20/10/2014 04.00.00,3
20/10/2014 05.00.00,6
20/10/2014 06.00.00,16
20/10/2014 07.00.00,57
20/10/2014 08.00.00,87
20/10/2014 09.00.00,31
20/10/2014 10.00.00,12
20/10/2014 11.00.00,13
20/10/2014 12.00.00,11
20/10/2014 13.00.00,12
20/10/2014 14.00.00,8
20/10/2014 15.00.00,9
20/10/2014 16.00.00,12
20/10/2014 17.00.00,14
20/10/2014 18.00.00,26
20/10/2014 19.00.00,21
20/10/2014 20.00.00,25
20/10/2014 21.00.00,15
20/10/2014 22.00.00,9
20/10/2014 23.00.00,7
21/10/2014 00.00.00,11
21/10/2014 01.00.00,10
21/10/2014 02.00.00,5
21/10/2014 03.00.00,2
21/10/2014 04.00.00,5
21/10/2014 05.00.00,5
21/10/2014 06.00.00,27
21/10/2014 07.00.00,50
21/10/2014 08.00.00,103
21/10/2014 09.00.00,48
21/10/2014 10.00.00,23
21/10/2014 11.00.00,12
21/10/2014 12.00.00,12
21/10/2014 13.00.00,12
21/10/2014 14.00.00,
21/10/2014 15.00.00,7
21/10/2014 16.00.00,11
21/10/2014 17.00.00,18
21/10/2014 18.00.00,23
21/10/2014 19.00.00,35
21/10/2014 20.00.00,29
21/10/2014 21.00.00,14
21/10/2014 22.00.00,14
21/10/2014 23.00.00,10
22/10/2014 00.00.00,12
22/10/2014 01.00.00,12
22/10/2014 02.00.00,8
22/10/2014 03.00.00,4
22/10/2014 04.00.00,8
22/10/2014 05.00.00,5
22/10/2014 06.00.00,7
22/10/2014 07.00.00,23
22/10/2014 08.00.00,23
22/10/2014 09.00.00,18
22/10/2014 10.00.00,12
22/10/2014 11.00.00,18
22/10/2014 12.00.00,16
22/10/2014 13.00.00,17
22/10/2014 14.00.00,15
22/10/2014 15.00.00,6
22/10/2014 16.00.00,7
22/10/2014 17.00.00,7
22/10/2014 18.00.00,15
22/10/2014 19.00.00,11
22/10/2014 20.00.00,8
22/10/2014 21.00.00,6
22/10/2014 22.00.00,3
22/10/2014 23.00.00,3
23/10/2014 00.00.00,2
23/10/2014 01.00.00,2
23/10/2014 02.00.00,2
23/10/2014 03.00.00,3
23/10/2014 04.00.00,1
23/10/2014 05.00.00,2
23/10/2014 06.00.00,4
23/10/2014 07.00.00,9
23/10/2014 08.00.00,14
23/10/2014 09.00.00,8
23/10/2014 10.00.00,8
23/10/2014 11.00.00,9
23/10/2014 12.00.00,9
23/10/2014 13.00.00,8
23/10/2014 14.00.00,6
23/10/2014 15.00.00,7
23/10/2014 16.00.00,13
23/10/2014 17.00.00,14
23/10/2014 18.00.00,13
23/10/2014 19.00.00,14
23/10/2014 20.00.00,11
23/10/2014 21.00.00,6
23/10/2014 22.00.00,4
23/10/2014 23.00.00,4
24/10/2014 00.00.00,5
24/10/2014 01.00.00,3
24/10/2014 02.00.00,2
24/10/2014 03.00.00,1
24/10/2014 04.00.00,1
24/10/2014 05.00.00,2
24/10/2014 06.00.00,3
24/10/2014 07.00.00,9
24/10/2014 08.00.00,19
24/10/2014 09.00.00,17
24/10/2014 10.00.00,12
24/10/2014 11.00.00,9
24/10/2014 12.00.00,12
24/10/2014 13.00.00,10
24/10/2014 14.00.00,5
24/10/2014 15.00.00,6
24/10/2014 16.00.00,10
24/10/2014 17.00.00,12
24/10/2014 18.00.00,9
24/10/2014 19.00.00,11
24/10/2014 20.00.00,13
24/10/2014 21.00.00,9
24/10/2014 22.00.00,5
24/10/2014 23.00.00,5
25/10/2014 00.00.00,5
25/10/2014 01.00.00,2
25/10/2014 02.00.00,2
25/10/2014 03.00.00,2
25/10/2014 04.00.00,2
25/10/2014 05.00.00,2
25/10/2014 06.00.00,5
25/10/2014 07.00.00,12
25/10/2014 08.00.00,14
25/10/2014 09.00.00,14
25/10/2014 10.00.00,8
25/10/2014 11.00.00,10
25/10/2014 12.00.00,7
25/10/2014 13.00.00,9
25/10/2014 14.00.00,3
25/10/2014 15.00.00,3
25/10/2014 16.00.00,5
25/10/2014 17.00.00,6
25/10/2014 18.00.00,9
25/10/2014 19.00.00,8
25/10/2014 20.00.00,11
25/10/2014 21.00.00,7
25/10/2014 22.00.00,5
25/10/2014 23.00.00,6
26/10/2014 00.00.00,8
26/10/2014 01.00.00,8
26/10/2014 02.00.00,5
26/10/2014 03.00.00,4
26/10/2014 04.00.00,2
26/10/2014 05.00.00,2
26/10/2014 06.00.00,2
26/10/2014 07.00.00,3
26/10/2014 08.00.00,4
26/10/2014 09.00.00,6
26/10/2014 10.00.00,7
26/10/2014 11.00.00,7
26/10/2014 12.00.00,10
26/10/2014 13.00.00,9
26/10/2014 14.00.00,8
26/10/2014 15.00.00,3
26/10/2014 16.00.00,3
26/10/2014 17.00.00,8
26/10/2014 18.00.00,12
26/10/2014 19.00.00,17
26/10/2014 20.00.00,7
26/10/2014 21.00.00,9
26/10/2014 22.00.00,6
26/10/2014 23.00.00,5
27/10/2014 00.00.00,9
27/10/2014 01.00.00,6
27/10/2014 02.00.00,3
27/10/2014 03.00.00,3
27/10/2014 04.00.00,2
27/10/2014 05.00.00,3
27/10/2014 06.00.00,4
27/10/2014 07.00.00,10
27/10/2014 08.00.00,24
27/10/2014 09.00.00,19
27/10/2014 10.00.00,14
27/10/2014 11.00.00,14
27/10/2014 12.00.00,14
27/10/2014 13.00.00,15
27/10/2014 14.00.00,13
27/10/2014 15.00.00,10
27/10/2014 16.00.00,15
27/10/2014 17.00.00,18
27/10/2014 18.00.00,30
27/10/2014 19.00.00,30
27/10/2014 20.00.00,28
27/10/2014 21.00.00,18
27/10/2014 22.00.00,24
27/10/2014 23.00.00,17
28/10/2014 00.00.00,21
28/10/2014 01.00.00,16
28/10/2014 02.00.00,5
28/10/2014 03.00.00,4
28/10/2014 04.00.00,2
28/10/2014 05.00.00,3
28/10/2014 06.00.00,5
28/10/2014 07.00.00,9
28/10/2014 08.00.00,17
28/10/2014 09.00.00,22
28/10/2014 10.00.00,21
28/10/2014 11.00.00,16
28/10/2014 12.00.00,13
28/10/2014 13.00.00,14
28/10/2014 14.00.00,16
28/10/2014 15.00.00,18
28/10/2014 16.00.00,16
28/10/2014 17.00.00,23
28/10/2014 18.00.00,18
28/10/2014 19.00.00,19
28/10/2014 20.00.00,14
28/10/2014 21.00.00,17
28/10/2014 22.00.00,9
28/10/2014 23.00.00,10
29/10/2014 00.00.00,6
29/10/2014 01.00.00,8
29/10/2014 02.00.00,4
29/10/2014 03.00.00,33
29/10/2014 04.00.00,2
29/10/2014 05.00.00,3
29/10/2014 06.00.00,7
29/10/2014 07.00.00,18
29/10/2014 08.00.00,20
29/10/2014 09.00.00,21
29/10/2014 10.00.00,16
29/10/2014 11.00.00,14
29/10/2014 12.00.00,11
29/10/2014 13.00.00,13
29/10/2014 14.00.00,13
29/10/2014 15.00.00,8
29/10/2014 16.00.00,14
29/10/2014 17.00.00,19
29/10/2014 18.00.00,23
29/10/2014 19.00.00,30
29/10/2014 20.00.00,35
29/10/2014 21.00.00,20
29/10/2014 22.00.00,9
29/10/2014 23.00.00,10
30/10/2014 00.00.00,12
30/10/2014 01.00.00,13
30/10/2014 02.00.00,5
30/10/2014 03.00.00,3
30/10/2014 04.00.00,4
30/10/2014 05.00.00,3
30/10/2014 06.00.00,7
30/10/2014 07.00.00,36
30/10/2014 08.00.00,38
30/10/2014 09.00.00,31
30/10/2014 10.00.00,25
30/10/2014 11.00.00,13
30/10/2014 12.00.00,14
30/10/2014 13.00.00,10
30/10/2014 14.00.00,11
30/10/2014 15.00.00,8
30/10/2014 16.00.00,9
30/10/2014 17.00.00,11
30/10/2014 18.00.00,18
30/10/2014 19.00.00,23
30/10/2014 20.00.00,16
30/10/2014 21.00.00,14
30/10/2014 22.00.00,8
30/10/2014 23.00.00,6
31/10/2014 00.00.00,6
31/10/2014 01.00.00,2
31/10/2014 02.00.00,3
31/10/2014 03.00.00,1
31/10/2014 04.00.00,1
31/10/2014 05.00.00,1
31/10/2014 06.00.00,1
31/10/2014 07.00.00,5
31/10/2014 08.00.00,13
31/10/2014 09.00.00,18
31/10/2014 10.00.00,17
31/10/2014 11.00.00,17
31/10/2014 12.00.00,13
31/10/2014 13.00.00,11
31/10/2014 14.00.00,12
31/10/2014 15.00.00,8
31/10/2014 16.00.00,9
31/10/2014 17.00.00,13
31/10/2014 18.00.00,13
31/10/2014 19.00.00,18
31/10/2014 20.00.00,18
31/10/2014 21.00.00,14
31/10/2014 22.00.00,9
31/10/2014 23.00.00,6
01/11/2014 00.00.00,13
01/11/2014 01.00.00,3
01/11/2014 02.00.00,2
01/11/2014 03.00.00,2
01/11/2014 04.00.00,1
01/11/2014 05.00.00,2
01/11/2014 06.00.00,2
01/11/2014 07.00.00,5
01/11/2014 08.00.00,10
01/11/2014 09.00.00,10
01/11/2014 10.00.00,7
01/11/2014 11.00.00,10
01/11/2014 12.00.00,11
01/11/2014 13.00.00,7
01/11/2014 14.00.00,8
01/11/2014 15.00.00,4
01/11/2014 16.00.00,4
01/11/2014 17.00.00,8
01/11/2014 18.00.00,8
01/11/2014 19.00.00,11
01/11/2014 20.00.00,13
01/11/2014 21.00.00,14
01/11/2014 22.00.00,11
01/11/2014 23.00.00,24
02/11/2014 00.00.00,51
02/11/2014 01.00.00,41
02/11/2014 02.00.00,9
02/11/2014 03.00.00,6
02/11/2014 04.00.00,4
02/11/2014 05.00.00,3
02/11/2014 06.00.00,3
02/11/2014 07.00.00,8
02/11/2014 08.00.00,9
02/11/2014 09.00.00,10
02/11/2014 10.00.00,8
02/11/2014 11.00.00,9
02/11/2014 12.00.00,9
02/11/2014 13.00.00,7
02/11/2014 14.00.00,7
02/11/2014 15.00.00,3
02/11/2014 16.00.00,7
02/11/2014 17.00.00,7
02/11/2014 18.00.00,12
02/11/2014 19.00.00,16
02/11/2014 20.00.00,19
02/11/2014 21.00.00,23
02/11/2014 22.00.00,20
02/11/2014 23.00.00,11
03/11/2014 00.00.00,12
03/11/2014 01.00.00,11
03/11/2014 02.00.00,6
03/11/2014 03.00.00,4
03/11/2014 04.00.00,2
03/11/2014 05.00.00,5
03/11/2014 06.00.00,7
03/11/2014 07.00.00,29
03/11/2014 08.00.00,36
03/11/2014 09.00.00,46
03/11/2014 10.00.00,20
03/11/2014 11.00.00,20
03/11/2014 12.00.00,17
03/11/2014 13.00.00,13
03/11/2014 14.00.00,10
03/11/2014 15.00.00,7
03/11/2014 16.00.00,11
03/11/2014 17.00.00,15
03/11/2014 18.00.00,46
03/11/2014 19.00.00,47
03/11/2014 20.00.00,46
03/11/2014 21.00.00,26
03/11/2014 22.00.00,11
03/11/2014 23.00.00,11
04/11/2014 00.00.00,7
04/11/2014 01.00.00,5
04/11/2014 02.00.00,4
04/11/2014 03.00.00,4
04/11/2014 04.00.00,6
04/11/2014 05.00.00,8
04/11/2014 06.00.00,12
04/11/2014 07.00.00,18
04/11/2014 08.00.00,39
04/11/2014 09.00.00,32
04/11/2014 10.00.00,16
04/11/2014 11.00.00,17
04/11/2014 12.00.00,18
04/11/2014 13.00.00,15
04/11/2014 14.00.00,14
04/11/2014 15.00.00,7
04/11/2014 16.00.00,9
04/11/2014 17.00.00,26
04/11/2014 18.00.00,30
04/11/2014 19.00.00,39
04/11/2014 20.00.00,26
04/11/2014 21.00.00,17
04/11/2014 22.00.00,8
04/11/2014 23.00.00,6
05/11/2014 00.00.00,5
05/11/2014 01.00.00,2
05/11/2014 02.00.00,3
05/11/2014 03.00.00,1
05/11/2014 04.00.00,1
05/11/2014 05.00.00,1
05/11/2014 06.00.00,2
05/11/2014 07.00.00,4
05/11/2014 08.00.00,20
05/11/2014 09.00.00,15
05/11/2014 10.00.00,
05/11/2014 11.00.00,
05/11/2014 12.00.00,8
05/11/2014 13.00.00,8
05/11/2014 14.00.00,10
05/11/2014 15.00.00,5
05/11/2014 16.00.00,6
05/11/2014 17.00.00,9
05/11/2014 18.00.00,11
05/11/2014 19.00.00,7
05/11/2014 20.00.00,10
05/11/2014 21.00.00,8
05/11/2014 22.00.00,4
05/11/2014 23.00.00,3
06/11/2014 00.00.00,2
06/11/2014 01.00.00,2
06/11/2014 02.00.00,1
06/11/2014 03.00.00,1
06/11/2014 04.00.00,1
06/11/2014 05.00.00,1
06/11/2014 06.00.00,1
06/11/2014 07.00.00,3
06/11/2014 08.00.00,9
06/11/2014 09.00.00,13
06/11/2014 10.00.00,8
06/11/2014 11.00.00,9
06/11/2014 12.00.00,9
06/11/2014 13.00.00,11
06/11/2014 14.00.00,10
06/11/2014 15.00.00,6
06/11/2014 16.00.00,9
06/11/2014 17.00.00,11
06/11/2014 18.00.00,12
06/11/2014 19.00.00,9
06/11/2014 20.00.00,8
06/11/2014 21.00.00,7
06/11/2014 22.00.00,4
06/11/2014 23.00.00,2
07/11/2014 00.00.00,2
07/11/2014 01.00.00,2
07/11/2014 02.00.00,1
07/11/2014 03.00.00,2
07/11/2014 04.00.00,1
07/11/2014 05.00.00,1
07/11/2014 06.00.00,2
07/11/2014 07.00.00,4
07/11/2014 08.00.00,9
07/11/2014 09.00.00,9
07/11/2014 10.00.00,6
07/11/2014 11.00.00,12
07/11/2014 12.00.00,12
07/11/2014 13.00.00,10
07/11/2014 14.00.00,21
07/11/2014 15.00.00,11
07/11/2014 16.00.00,20
07/11/2014 17.00.00,20
07/11/2014 18.00.00,27
07/11/2014 19.00.00,20
07/11/2014 20.00.00,16
07/11/2014 21.00.00,27
07/11/2014 22.00.00,10
07/11/2014 23.00.00,7
08/11/2014 00.00.00,5
08/11/2014 01.00.00,4
08/11/2014 02.00.00,4
08/11/2014 03.00.00,2
08/11/2014 04.00.00,2
08/11/2014 05.00.00,2
08/11/2014 06.00.00,2
08/11/2014 07.00.00,4
08/11/2014 08.00.00,11
08/11/2014 09.00.00,13
08/11/2014 10.00.00,15
08/11/2014 11.00.00,17
08/11/2014 12.00.00,15
08/11/2014 13.00.00,16
08/11/2014 14.00.00,12
08/11/2014 15.00.00,7
08/11/2014 16.00.00,10
08/11/2014 17.00.00,20
08/11/2014 18.00.00,28
08/11/2014 19.00.00,26
08/11/2014 20.00.00,25
08/11/2014 21.00.00,17
08/11/2014 22.00.00,18
08/11/2014 23.00.00,18
09/11/2014 00.00.00,14
09/11/2014 01.00.00,14
09/11/2014 02.00.00,9
09/11/2014 03.00.00,8
09/11/2014 04.00.00,11
09/11/2014 05.00.00,10
09/11/2014 06.00.00,18
09/11/2014 07.00.00,16
09/11/2014 08.00.00,15
09/11/2014 09.00.00,13
09/11/2014 10.00.00,10
09/11/2014 11.00.00,12
09/11/2014 12.00.00,9
09/11/2014 13.00.00,11
09/11/2014 14.00.00,6
09/11/2014 15.00.00,4
09/11/2014 16.00.00,3
09/11/2014 17.00.00,11
09/11/2014 18.00.00,27
09/11/2014 19.00.00,62
09/11/2014 20.00.00,58
09/11/2014 21.00.00,47
09/11/2014 22.00.00,18
09/11/2014 23.00.00,23
10/11/2014 00.00.00,39
10/11/2014 01.00.00,27
10/11/2014 02.00.00,15
10/11/2014 03.00.00,5
10/11/2014 04.00.00,4
10/11/2014 05.00.00,5
10/11/2014 06.00.00,6
10/11/2014 07.00.00,39
10/11/2014 08.00.00,88
10/11/2014 09.00.00,78
10/11/2014 10.00.00,26
10/11/2014 11.00.00,11
10/11/2014 12.00.00,9
10/11/2014 13.00.00,11
10/11/2014 14.00.00,13
10/11/2014 15.00.00,7
10/11/2014 16.00.00,7
10/11/2014 17.00.00,16
10/11/2014 18.00.00,30
10/11/2014 19.00.00,30
10/11/2014 20.00.00,51
10/11/2014 21.00.00,49
10/11/2014 22.00.00,31
10/11/2014 23.00.00,12
11/11/2014 00.00.00,14
11/11/2014 01.00.00,12
11/11/2014 02.00.00,6
11/11/2014 03.00.00,7
11/11/2014 04.00.00,2
11/11/2014 05.00.00,1
11/11/2014 06.00.00,4
11/11/2014 07.00.00,15
11/11/2014 08.00.00,30
11/11/2014 09.00.00,21
11/11/2014 10.00.00,13
11/11/2014 11.00.00,11
11/11/2014 12.00.00,13
11/11/2014 13.00.00,13
11/11/2014 14.00.00,12
11/11/2014 15.00.00,8
11/11/2014 16.00.00,10
11/11/2014 17.00.00,11
11/11/2014 18.00.00,21
11/11/2014 19.00.00,21
11/11/2014 20.00.00,14
11/11/2014 21.00.00,16
11/11/2014 22.00.00,7
11/11/2014 23.00.00,4
12/11/2014 00.00.00,5
12/11/2014 01.00.00,2
12/11/2014 02.00.00,2
12/11/2014 03.00.00,1
12/11/2014 04.00.00,1
12/11/2014 05.00.00,2
12/11/2014 06.00.00,2
12/11/2014 07.00.00,3
12/11/2014 08.00.00,8
12/11/2014 09.00.00,19
12/11/2014 10.00.00,9
12/11/2014 11.00.00,11
12/11/2014 12.00.00,10
12/11/2014 13.00.00,12
12/11/2014 14.00.00,16
12/11/2014 15.00.00,11
12/11/2014 16.00.00,16
12/11/2014 17.00.00,19
12/11/2014 18.00.00,49
12/11/2014 19.00.00,40
12/11/2014 20.00.00,74
12/11/2014 21.00.00,70
12/11/2014 22.00.00,104
12/11/2014 23.00.00,32
13/11/2014 00.00.00,22
13/11/2014 01.00.00,23
13/11/2014 02.00.00,8
13/11/2014 03.00.00,5
13/11/2014 04.00.00,3
13/11/2014 05.00.00,3
13/11/2014 06.00.00,9
13/11/2014 07.00.00,13
13/11/2014 08.00.00,56
13/11/2014 09.00.00,54
13/11/2014 10.00.00,25
13/11/2014 11.00.00,23
13/11/2014 12.00.00,16
13/11/2014 13.00.00,14
13/11/2014 14.00.00,16
13/11/2014 15.00.00,9
13/11/2014 16.00.00,14
13/11/2014 17.00.00,18
13/11/2014 18.00.00,28
13/11/2014 19.00.00,35
13/11/2014 20.00.00,49
13/11/2014 21.00.00,29
13/11/2014 22.00.00,13
13/11/2014 23.00.00,7
14/11/2014 00.00.00,7
14/11/2014 01.00.00,4
14/11/2014 02.00.00,4
14/11/2014 03.00.00,2
14/11/2014 04.00.00,3
14/11/2014 05.00.00,2
14/11/2014 06.00.00,2
14/11/2014 07.00.00,5
14/11/2014 08.00.00,33
14/11/2014 09.00.00,26
14/11/2014 10.00.00,17
14/11/2014 11.00.00,12
14/11/2014 12.00.00,11
14/11/2014 13.00.00,12
14/11/2014 14.00.00,15
14/11/2014 15.00.00,9
14/11/2014 16.00.00,11
14/11/2014 17.00.00,23
14/11/2014 18.00.00,33
14/11/2014 19.00.00,24
14/11/2014 20.00.00,45
14/11/2014 21.00.00,63
14/11/2014 22.00.00,27
14/11/2014 23.00.00,58
15/11/2014 00.00.00,72
15/11/2014 01.00.00,60
15/11/2014 02.00.00,15
15/11/2014 03.00.00,14
15/11/2014 04.00.00,8
15/11/2014 05.00.00,11
15/11/2014 06.00.00,15
15/11/2014 07.00.00,15
15/11/2014 08.00.00,44
15/11/2014 09.00.00,29
15/11/2014 10.00.00,25
15/11/2014 11.00.00,19
15/11/2014 12.00.00,15
15/11/2014 13.00.00,12
15/11/2014 14.00.00,20
15/11/2014 15.00.00,8
15/11/2014 16.00.00,5
15/11/2014 17.00.00,16
15/11/2014 18.00.00,20
15/11/2014 19.00.00,17
15/11/2014 20.00.00,10
15/11/2014 21.00.00,14
15/11/2014 22.00.00,9
15/11/2014 23.00.00,5
16/11/2014 00.00.00,7
16/11/2014 01.00.00,4
16/11/2014 02.00.00,7
16/11/2014 03.00.00,7
16/11/2014 04.00.00,6
16/11/2014 05.00.00,14
16/11/2014 06.00.00,10
16/11/2014 07.00.00,23
16/11/2014 08.00.00,26
16/11/2014 09.00.00,25
16/11/2014 10.00.00,14
16/11/2014 11.00.00,11
16/11/2014 12.00.00,8
16/11/2014 13.00.00,11
16/11/2014 14.00.00,10
16/11/2014 15.00.00,4
16/11/2014 16.00.00,8
16/11/2014 17.00.00,25
16/11/2014 18.00.00,64
16/11/2014 19.00.00,59
16/11/2014 20.00.00,11
16/11/2014 21.00.00,7
16/11/2014 22.00.00,7
16/11/2014 23.00.00,4
17/11/2014 00.00.00,4
17/11/2014 01.00.00,3
17/11/2014 02.00.00,2
17/11/2014 03.00.00,1
17/11/2014 04.00.00,2
17/11/2014 05.00.00,1
17/11/2014 06.00.00,2
17/11/2014 07.00.00,29
17/11/2014 08.00.00,47
17/11/2014 09.00.00,52
17/11/2014 10.00.00,43
17/11/2014 11.00.00,37
17/11/2014 12.00.00,21
17/11/2014 13.00.00,18
17/11/2014 14.00.00,17
17/11/2014 15.00.00,18
17/11/2014 16.00.00,15
17/11/2014 17.00.00,23
17/11/2014 18.00.00,29
17/11/2014 19.00.00,40
17/11/2014 20.00.00,18
17/11/2014 21.00.00,20
17/11/2014 22.00.00,6
17/11/2014 23.00.00,4
18/11/2014 00.00.00,3
18/11/2014 01.00.00,3
18/11/2014 02.00.00,1
18/11/2014 03.00.00,1
18/11/2014 04.00.00,1
18/11/2014 05.00.00,2
18/11/2014 06.00.00,2
18/11/2014 07.00.00,14
18/11/2014 08.00.00,35
18/11/2014 09.00.00,20
18/11/2014 10.00.00,17
18/11/2014 11.00.00,10
18/11/2014 12.00.00,10
18/11/2014 13.00.00,14
18/11/2014 14.00.00,14
18/11/2014 15.00.00,9
18/11/2014 16.00.00,12
18/11/2014 17.00.00,22
18/11/2014 18.00.00,37
18/11/2014 19.00.00,67
18/11/2014 20.00.00,58
18/11/2014 21.00.00,68
18/11/2014 22.00.00,20
18/11/2014 23.00.00,20
19/11/2014 00.00.00,21
19/11/2014 01.00.00,18
19/11/2014 02.00.00,13
19/11/2014 03.00.00,13
19/11/2014 04.00.00,9
19/11/2014 05.00.00,5
19/11/2014 06.00.00,3
19/11/2014 07.00.00,49
19/11/2014 08.00.00,90
19/11/2014 09.00.00,66
19/11/2014 10.00.00,43
19/11/2014 11.00.00,13
19/11/2014 12.00.00,12
19/11/2014 13.00.00,12
19/11/2014 14.00.00,15
19/11/2014 15.00.00,9
19/11/2014 16.00.00,13
19/11/2014 17.00.00,28
19/11/2014 18.00.00,24
19/11/2014 19.00.00,24
19/11/2014 20.00.00,36
19/11/2014 21.00.00,67
19/11/2014 22.00.00,41
19/11/2014 23.00.00,8
20/11/2014 00.00.00,6
20/11/2014 01.00.00,12
20/11/2014 02.00.00,6
20/11/2014 03.00.00,3
20/11/2014 04.00.00,2
20/11/2014 05.00.00,2
20/11/2014 06.00.00,2
20/11/2014 07.00.00,9
20/11/2014 08.00.00,27
20/11/2014 09.00.00,34
20/11/2014 10.00.00,19
20/11/2014 11.00.00,8
20/11/2014 12.00.00,8
20/11/2014 13.00.00,9
20/11/2014 14.00.00,12
20/11/2014 15.00.00,7
20/11/2014 16.00.00,9
20/11/2014 17.00.00,14
20/11/2014 18.00.00,21
20/11/2014 19.00.00,14
20/11/2014 20.00.00,18
20/11/2014 21.00.00,13
20/11/2014 22.00.00,10
20/11/2014 23.00.00,7
21/11/2014 00.00.00,8
21/11/2014 01.00.00,6
21/11/2014 02.00.00,4
21/11/2014 03.00.00,2
21/11/2014 04.00.00,2
21/11/2014 05.00.00,3
21/11/2014 06.00.00,6
21/11/2014 07.00.00,31
21/11/2014 08.00.00,48
21/11/2014 09.00.00,30
21/11/2014 10.00.00,19
21/11/2014 11.00.00,15
21/11/2014 12.00.00,11
21/11/2014 13.00.00,12
21/11/2014 14.00.00,13
21/11/2014 15.00.00,9
21/11/2014 16.00.00,10
21/11/2014 17.00.00,15
21/11/2014 18.00.00,22
21/11/2014 19.00.00,24
21/11/2014 20.00.00,19
21/11/2014 21.00.00,97
21/11/2014 22.00.00,80
21/11/2014 23.00.00,29
22/11/2014 00.00.00,23
22/11/2014 01.00.00,27
22/11/2014 02.00.00,17
22/11/2014 03.00.00,27
22/11/2014 04.00.00,21
22/11/2014 05.00.00,17
22/11/2014 06.00.00,14
22/11/2014 07.00.00,16
22/11/2014 08.00.00,40
22/11/2014 09.00.00,39
22/11/2014 10.00.00,21
22/11/2014 11.00.00,15
22/11/2014 12.00.00,13
22/11/2014 13.00.00,11
22/11/2014 14.00.00,11
22/11/2014 15.00.00,14
22/11/2014 16.00.00,9
22/11/2014 17.00.00,15
22/11/2014 18.00.00,14
22/11/2014 19.00.00,20
22/11/2014 20.00.00,32
22/11/2014 21.00.00,46
22/11/2014 22.00.00,26
22/11/2014 23.00.00,27
23/11/2014 00.00.00,16
23/11/2014 01.00.00,33
23/11/2014 02.00.00,8
23/11/2014 03.00.00,4
23/11/2014 04.00.00,3
23/11/2014 05.00.00,4
23/11/2014 06.00.00,2
23/11/2014 07.00.00,3
23/11/2014 08.00.00,6
23/11/2014 09.00.00,10
23/11/2014 10.00.00,11
23/11/2014 11.00.00,7
23/11/2014 12.00.00,11
23/11/2014 13.00.00,11
23/11/2014 14.00.00,14
23/11/2014 15.00.00,5
23/11/2014 16.00.00,6
23/11/2014 17.00.00,7
23/11/2014 18.00.00,15
23/11/2014 19.00.00,15
23/11/2014 20.00.00,14
23/11/2014 21.00.00,8
23/11/2014 22.00.00,8
23/11/2014 23.00.00,11
24/11/2014 00.00.00,6
24/11/2014 01.00.00,9
24/11/2014 02.00.00,11
24/11/2014 03.00.00,5
24/11/2014 04.00.00,2
24/11/2014 05.00.00,6
24/11/2014 06.00.00,12
24/11/2014 07.00.00,31
24/11/2014 08.00.00,76
24/11/2014 09.00.00,46
24/11/2014 10.00.00,27
24/11/2014 11.00.00,19
24/11/2014 12.00.00,10
24/11/2014 13.00.00,14
24/11/2014 14.00.00,15
24/11/2014 15.00.00,13
24/11/2014 16.00.00,17
24/11/2014 17.00.00,28
24/11/2014 18.00.00,26
24/11/2014 19.00.00,37
24/11/2014 20.00.00,61
24/11/2014 21.00.00,25
24/11/2014 22.00.00,20
24/11/2014 23.00.00,9
25/11/2014 00.00.00,33
25/11/2014 01.00.00,8
25/11/2014 02.00.00,4
25/11/2014 03.00.00,2
25/11/2014 04.00.00,2
25/11/2014 05.00.00,1
25/11/2014 06.00.00,2
25/11/2014 07.00.00,14
25/11/2014 08.00.00,41
25/11/2014 09.00.00,45
25/11/2014 10.00.00,28
25/11/2014 11.00.00,18
25/11/2014 12.00.00,21
25/11/2014 13.00.00,25
25/11/2014 14.00.00,19
25/11/2014 15.00.00,15
25/11/2014 16.00.00,24
25/11/2014 17.00.00,37
25/11/2014 18.00.00,52
25/11/2014 19.00.00,44
25/11/2014 20.00.00,48
25/11/2014 21.00.00,29
25/11/2014 22.00.00,19
25/11/2014 23.00.00,14
26/11/2014 00.00.00,23
26/11/2014 01.00.00,21
26/11/2014 02.00.00,8
26/11/2014 03.00.00,5
26/11/2014 04.00.00,2
26/11/2014 05.00.00,2
26/11/2014 06.00.00,5
26/11/2014 07.00.00,11
26/11/2014 08.00.00,27
26/11/2014 09.00.00,44
26/11/2014 10.00.00,43
26/11/2014 11.00.00,16
26/11/2014 12.00.00,16
26/11/2014 13.00.00,15
26/11/2014 14.00.00,16
26/11/2014 15.00.00,12
26/11/2014 16.00.00,16
26/11/2014 17.00.00,59
26/11/2014 18.00.00,49
26/11/2014 19.00.00,47
26/11/2014 20.00.00,35
26/11/2014 21.00.00,48
26/11/2014 22.00.00,32
26/11/2014 23.00.00,22
27/11/2014 00.00.00,28
27/11/2014 01.00.00,11
27/11/2014 02.00.00,7
27/11/2014 03.00.00,3
27/11/2014 04.00.00,3
27/11/2014 05.00.00,5
27/11/2014 06.00.00,12
27/11/2014 07.00.00,20
27/11/2014 08.00.00,24
27/11/2014 09.00.00,40
27/11/2014 10.00.00,29
27/11/2014 11.00.00,35
27/11/2014 12.00.00,22
27/11/2014 13.00.00,16
27/11/2014 14.00.00,20
27/11/2014 15.00.00,28
27/11/2014 16.00.00,15
