TARANTO -  V. Machiavelli,,,,,,
,SO2,NO2,CO,PM10,BENZENE,PM2.5
14/01/2011 18.00,"3,924587","84,961288","0,617957","47,5","1,504143","31,6"
14/01/2011 19.00,"6,109929","107,485812","1,442332","47,5","3,511701","31,6"
14/01/2011 20.00,"5,662024","98,444883","1,198808","47,5","5,517733","31,6"
14/01/2011 21.00,"5,439024","77,700635",,"47,5","3,898161","31,6"
14/01/2011 22.00,"5,295392","86,936648","1,099764","47,5","4,638537","31,6"
14/01/2011 23.00,"5,01184","86,601802","1,034974","47,5","3,977995","31,6"
15/01/2011 0.00,"3,897496","70,859924","0,695495","47,5","3,785782","31,6"
15/01/2011 1.00,"4,450152","58,462631","0,932958","51,5","3,504582","31,79999"
15/01/2011 2.00,"4,170211","53,029739","0,609434","51,5","2,712339","31,79999"
15/01/2011 3.00,"3,837895","44,237963","0,523684","51,5","1,911451","31,79999"
15/01/2011 4.00,"3,693409","40,956932","0,528103","51,5","1,752291","31,79999"
15/01/2011 5.00,"3,700355","29,967941","0,491379","51,5","1,703475","31,79999"
15/01/2011 6.00,"3,785519","31,787477","0,609043","51,5","1,855008","31,79999"
15/01/2011 7.00,"5,067828","39,97055","0,65006","51,5","1,989252","31,79999"
15/01/2011 8.00,"4,457376","37,697986","0,514731","51,5","1,903315","31,79999"
15/01/2011 9.00,"4,209946","46,204224","0,567869","51,5","1,780767","31,79999"
15/01/2011 10.00,"4,652432","60,212167","0,853309","51,5","2,013151","31,79999"
15/01/2011 11.00,"5,690921","49,499537","0,713442","51,5","3,745102","31,79999"
15/01/2011 12.00,"4,31831","52,280865","0,768224","51,5","3,162361","31,79999"
15/01/2011 13.00,"3,917363","42,424833","0,643765","51,5","3,349489","31,79999"
15/01/2011 14.00,"3,976962","46,771401","0,81194","51,5","3,373389","31,79999"
15/01/2011 15.00,"3,783713","44,699997","0,878568","51,5","4,691929","31,79999"
15/01/2011 16.00,"4,569352","45,769454","0,788831","51,5","4,537345","31,79999"
15/01/2011 17.00,"6,037687","46,533892","0,731664","51,5","4,421407","31,79999"
15/01/2011 18.00,"6,687871","49,5164","0,674421","51,5","4,166649","31,79999"
15/01/2011 19.00,"6,649944","55,949954","1,751388","51,5","4,96296","31,79999"
15/01/2011 20.00,"6,012402","51,124471","1,200724","51,5","4,752441","31,79999"
15/01/2011 21.00,"4,982943","40,147065","0,901599","51,5","3,522888","31,79999"
15/01/2011 22.00,"4,61631","33,678482","0,675398","51,5","3,510684","31,79999"
15/01/2011 23.00,"4,509753","39,328099","0,960056","51,5","3,789342","31,79999"
16/01/2011 0.00,"4,222588","37,875781","0,717196","51,5","2,524194","31,79999"
16/01/2011 1.00,,"42,227553","0,660461","50,599991","4,654809","23,6"
16/01/2011 2.00,"3,96432",,"0,49256","50,599991","5,542141","23,6"
16/01/2011 3.00,"3,85415","24,938597",,"50,599991","5,927076","23,6"
16/01/2011 4.00,"3,668125","18,185775","0,413745","50,599991","4,319199","23,6"
16/01/2011 5.00,"3,985993","19,914531","0,455915","50,599991","3,51526","23,6"
16/01/2011 6.00,"3,74398","37,063317","0,759752","50,599991","6,38676","23,6"
16/01/2011 7.00,"4,48808","51,653997","1,265745","50,599991","7,223242","23,6"
16/01/2011 8.00,"5,643963","53,77731","1,202276","50,599991","5,894532","23,6"
16/01/2011 9.00,"5,085889","41,0984","0,74041","50,599991","6,137086","23,6"
16/01/2011 10.00,"5,028095","45,99398","0,940528","50,599991","5,825884","23,6"
16/01/2011 11.00,"5,783031","33,373481","0,883754","50,599991","4,742271","23,6"
16/01/2011 12.00,,,,"50,599991","4,980249","23,6"
16/01/2011 13.00,"6,496428","40,104236","1,012064","50,599991","3,588993","23,6"
16/01/2011 14.00,"6,61021","38,831018","0,864686","50,599991","3,874261","23,6"
16/01/2011 15.00,"7,189958","26,939906","0,704115","50,599991","3,74256","23,6"
16/01/2011 16.00,"5,965443","13,066969","0,47831","50,599991","2,464699","23,6"
16/01/2011 17.00,"5,136459","16,525801","0,537121","50,599991","2,760646","23,6"
16/01/2011 18.00,"4,493498","14,370031","0,447692","50,599991","2,684371","23,6"
16/01/2011 19.00,"4,323727","43,090645","0,673103","50,599991","4,071051","23,6"
16/01/2011 20.00,"4,383328","65,323188","1,141116","50,599991","6,247939","23,6"
16/01/2011 21.00,"5,5952","61,247876","1,430742","50,599991","7,368165","23,6"
16/01/2011 22.00,"5,647576","50,83505","1,195384","50,599991","8,101423","23,6"
16/01/2011 23.00,"5,102144","17,359039","0,448194","50,599991","3,732898","23,6"
17/01/2011 0.00,"4,424867","14,569908","0,439313","50,599991","3,038287","23,6"
17/01/2011 1.00,"4,399582","35,198274","0,602117","47,200001","4,873972","26,1"
17/01/2011 2.00,"3,991411","24,925616","0,546126","47,200001","4,656334","26,1"
17/01/2011 3.00,"3,919168","17,752292","0,441583","47,200001","7,446982","26,1"
17/01/2011 4.00,"4,032951","12,340161","0,405492","47,200001","2,537923","26,1"
17/01/2011 5.00,"3,568791","31,473374","0,585125","47,200001","0,644778","26,1"
17/01/2011 6.00,"3,888465","29,451301","0,557364","47,200001","5,1867","26,1"
17/01/2011 7.00,"4,513366","41,92385","0,563582","47,200001","2,58318","26,1"
17/01/2011 8.00,"4,249679","48,812959","0,616044","47,200001","3,079476","26,1"
17/01/2011 9.00,"4,569352","60,134311","0,602978","47,200001","2,288758","26,1"
17/01/2011 10.00,"5,230374","70,906633","0,655674","47,200001","3,421188","26,1"
17/01/2011 11.00,"4,482662","48,871348","0,581441","47,200001","3,280842","26,1"
17/01/2011 12.00,"4,229812","45,110122","0,534937","47,200001","2,058408","26,1"
17/01/2011 13.00,"4,419449","35,281353","0,525726","47,200001","1,528551","26,1"
17/01/2011 14.00,"4,657851","28,484382","0,47557","47,200001","1,646014","26,1"
17/01/2011 15.00,"4,170211","38,065282","0,512453","47,200001","1,740087","26,1"
17/01/2011 16.00,"4,444734","58,985677","0,737669","47,200001","2,225704","26,1"
17/01/2011 17.00,"4,901669","57,766987","0,670638","47,200001","2,727594","26,1"
17/01/2011 18.00,"5,031707","86,721207","0,901648","47,200001","2,907603","26,1"
17/01/2011 19.00,"4,047399","64,374438","0,698828","47,200001","3,426273","26,1"
17/01/2011 20.00,"4,274964","76,895017","1,061124","47,200001","2,969131","26,1"
17/01/2011 21.00,"4,410419","67,628224","0,894209","47,200001","3,662217","26,1"
17/01/2011 22.00,"3,911944","55,757875","0,859831","47,200001","3,485767","26,1"
17/01/2011 23.00,"4,363462","51,211427","0,913942","47,200001","3,974944","26,1"
18/01/2011 0.00,"3,904719","45,454071","0,792049","47,200001","3,556449","26,1"
18/01/2011 1.00,,"40,36511","0,706511","44,700001","3,066255","34,5"
18/01/2011 2.00,"3,798162",,"0,628468","44,700001","2,620809","34,5"
18/01/2011 3.00,"3,671737","40,126303",,"44,700001","2,189601","34,5"
18/01/2011 4.00,"3,693409","30,010675","0,585126","44,700001","2,078748","34,5"
18/01/2011 5.00,"3,940841","27,618705","0,589393","44,700001","2,367068","34,5"
18/01/2011 6.00,"3,689798","25,791311","0,519599","44,700001","2,122479","34,5"
18/01/2011 7.00,"4,278576","32,256013","0,58728","44,700001","1,456852","34,5"
18/01/2011 8.00,"4,004054","43,186685","0,505938","44,700001","2,124004","34,5"
18/01/2011 9.00,"3,637421","44,285974","0,582544","44,700001","1,660761","34,5"
18/01/2011 10.00,"4,157569","38,972487","0,633736","44,700001","2,04061","34,5"
18/01/2011 11.00,"4,296637","49,796737","0,799754","44,700001","2,513515","34,5"
18/01/2011 12.00,"5,098531","72,737928","0,904191","44,700001","3,232026","34,5"
18/01/2011 13.00,"4,390553","79,137735","0,702677","44,700001","3,032694","34,5"
18/01/2011 14.00,"3,754816","53,542402","0,552598","44,700001","2,259265","34,5"
18/01/2011 15.00,"3,359287","37,762878","0,517999","44,700001","0,86445","34,5"
18/01/2011 16.00,"3,205771","37,045152","0,502176","44,700001","1,485328","34,5"
18/01/2011 17.00,"3,480294","33,261858","0,547784","44,700001","1,526008","34,5"
18/01/2011 18.00,"3,397214","40,402738","0,623684","44,700001","1,641946","34,5"
18/01/2011 19.00,"3,296074","31,50842","0,592525","44,700001","2,284182","34,5"
18/01/2011 20.00,"3,27079","36,139227","0,656682","44,700001","2,32893","34,5"
18/01/2011 21.00,"3,361093","46,173077","0,670147","44,700001","2,578603","34,5"
18/01/2011 22.00,"3,444172","46,62735","0,651555","44,700001","2,319268","34,5"
18/01/2011 23.00,"3,314135","37,23465","0,60008","44,700001","2,287741","34,5"
19/01/2011 0.00,"3,435142","30,123598","0,602232","44,700001","2,083324","34,5"
19/01/2011 1.00,"2,83011","26,651789","0,602781","47,299992","2,497243","39,700001"
19/01/2011 2.00,"3,344839","18,839905","0,577572","47,299992","2,061967","39,700001"
19/01/2011 3.00,"3,073928","16,889201","0,632374","47,299992","2,177905","39,700001"
19/01/2011 4.00,"3,045031","18,832124","0,675296","47,299992","2,250113","39,700001"
19/01/2011 5.00,"3,214802","27,553812","0,79874","47,299992","2,229773","39,700001"
19/01/2011 6.00,"2,869843","25,896433","0,746127","47,299992","2,29842","39,700001"
19/01/2011 7.00,"3,117274","28,292302","0,737984","47,299992","2,441817","39,700001"
19/01/2011 8.00,"3,203966","36,955593","0,751415","47,299992","2,084341","39,700001"
19/01/2011 9.00,"3,324972","43,650021","0,690032","47,299992","1,14565","39,700001"
19/01/2011 10.00,"3,231057","41,202241","0,74907","47,299992","2,495209","39,700001"
19/01/2011 11.00,"3,595882","42,156176","0,786445","47,299992","2,791156","39,700001"
19/01/2011 12.00,"3,590464","43,993952","0,799362","47,299992","2,45758","39,700001"
19/01/2011 13.00,"3,310523","39,507214","0,804451","47,299992","2,407747","39,700001"
19/01/2011 14.00,"3,506614","35,509759","0,753346","47,299992","2,068578","39,700001"
19/01/2011 15.00,"3,393603","31,577214","0,651515","47,299992","2,158582","39,700001"
19/01/2011 16.00,"3,445978","35,782313","0,580782","47,299992","2,041119","39,700001"
19/01/2011 17.00,"3,366511","38,544197","0,50817","47,299992","1,844838","39,700001"
19/01/2011 18.00,"3,613943","28,650516","0,500066","47,299992","1,621606","39,700001"
19/01/2011 19.00,"3,404439","38,690848","0,608222","47,299992","1,641946","39,700001"
19/01/2011 20.00,"3,120886","35,895238","0,589549","47,299992","1,775173","39,700001"
19/01/2011 21.00,"3,324972","35,16973","0,549035","47,299992","1,878907","39,700001"
19/01/2011 22.00,"3,173263","54,65599","0,630573","47,299992","1,939419","39,700001"
19/01/2011 23.00,"3,340448","39,844186","0,57217","47,299992",,"39,700001"
20/01/2011 0.00,"3,220219","28,118388","0,535852","47,299992","1,857042","39,700001"
20/01/2011 1.00,,"24,16896","0,535978","33,299992","1,778733","27,9"
20/01/2011 2.00,"3,034195",,"0,501202","33,299992","2,561314","27,9"
20/01/2011 3.00,"2,859007","18,532309",,"33,299992","1,59313","27,9"
20/01/2011 4.00,"2,896934","13,003376","0,423632","33,299992","1,634319","27,9"
20/01/2011 5.00,"3,128111","11,66657","0,390572","33,299992","1,571773","27,9"
20/01/2011 6.00,"3,182292","11,718478","0,367045","33,299992","1,264639","27,9"
20/01/2011 7.00,"3,146171","16,623136","0,383417","33,299992","1,118191","27,9"
20/01/2011 8.00,"3,249116","35,665508","0,455687","33,299992","1,261588","27,9"
20/01/2011 9.00,"4,343595","66,557465","0,65818","33,299992","2,020779","27,9"
20/01/2011 10.00,"3,451397","55,193302","0,50443","33,299992","1,692796","27,9"
20/01/2011 11.00,"3,559761","59,019425","0,614939","33,299992","1,666354","27,9"
20/01/2011 12.00,"3,01649","55,741643","0,520232","33,299992","2,365542","27,9"
20/01/2011 13.00,"3,411664","35,690176","0,427807","33,299992","1,652116","27,9"
20/01/2011 14.00,"2,990849","36,063971","0,406601","33,299992","1,506177","27,9"
20/01/2011 15.00,"3,160619","20,867165","0,285206","33,299992","1,214501","27,9"
20/01/2011 16.00,"3,20216","36,109381","0,36316","33,299992","0,881637","27,9"
20/01/2011 17.00,"3,200353","23,691343","0,422658","33,299992","1,350576","27,9"
20/01/2011 18.00,"3,319554","26,528501","0,415947","33,299992","1,363797","27,9"
20/01/2011 19.00,"3,285238","40,109418","0,504195","33,299992","1,563129","27,9"
20/01/2011 20.00,"3,032389","56,109588","0,635565","33,299992","1,829074","27,9"
20/01/2011 21.00,"3,447784","59,494441","0,609801","33,299992","2,261808","27,9"
20/01/2011 22.00,"3,480294","58,456147","0,578501","33,299992","2,037559","27,9"
20/01/2011 23.00,"2,989043","42,27688","0,472502","33,299992","1,768054","27,9"
21/01/2011 0.00,"2,965564","34,309252","0,415555","33,299992","1,6033","27,9"
21/01/2011 1.00,"2,945698","21,984635","0,382368","22,1","1,21023","16,200001"
21/01/2011 2.00,"2,893321","15,940464","0,36607","22,1","1,376509","16,200001"
21/01/2011 3.00,"3,173263","14,436233","0,336458","22,1","0,551214","16,200001"
21/01/2011 4.00,"3,285238","20,872366","0,344311","22,1","1,010796","16,200001"
21/01/2011 5.00,"3,191322","19,484943","0,259324","22,1","1,160041","16,200001"
21/01/2011 6.00,"3,160619","26,045684","0,222131","22,1","0,636133","16,200001"
21/01/2011 7.00,"3,382767","30,32346","0,311793","22,1",,"16,200001"
21/01/2011 8.00,"5,056991","55,14527","0,744746","22,1","1,371933","16,200001"
21/01/2011 9.00,"3,559761","47,421634","0,415157","22,1","1,545331","16,200001"
21/01/2011 10.00,"10,885164","45,368392","0,783941","22,1",,"16,200001"
21/01/2011 11.00,"3,70244","37,090581","0,392266","22,1","4,302927","16,200001"
21/01/2011 12.00,"3,308717","41,816126","0,436487","22,1",,"16,200001"
21/01/2011 13.00,"3,297881","36,320942","0,418971","22,1","0,899028","16,200001"
21/01/2011 14.00,"3,052256","25,497991","0,337911","22,1",,"16,200001"
21/01/2011 15.00,"3,111856","21,082629","0,247895","22,1",,"16,200001"
21/01/2011 16.00,"3,349781","20,647094","0,275404","22,1","0,610912","16,200001"
21/01/2011 17.00,"2,837333","24,95548","0,252009","22,1","0,785276","16,200001"
21/01/2011 18.00,"3,147977","31,294277","0,295534","22,1","0,764377","16,200001"
21/01/2011 19.00,"3,440561","41,866737","0,554544","22,1","0,515619","16,200001"
21/01/2011 20.00,"3,646452","40,045824","0,5461","22,1","2,541991","16,200001"
21/01/2011 21.00,"3,43153","25,619996","0,430557","22,1","2,161633","16,200001"
21/01/2011 22.00,"3,821641","21,623839","0,39144","22,1","1,747206","16,200001"
21/01/2011 23.00,"3,39902","19,436913","0,38826","22,1","1,53567","16,200001"
22/01/2011 0.00,"3,33942","15,142269","0,395486","22,1","0,746478","16,200001"
22/01/2011 1.00,,"30,458446","0,79969","15,2","2,531821","7,4"
22/01/2011 2.00,"3,49113",,"0,433424","15,2","2,567925","7,4"
22/01/2011 3.00,"3,597688","17,887271",,"15,2","2,613181","7,4"
22/01/2011 4.00,"3,753009","11,466693","0,382293","15,2","1,461937","7,4"
22/01/2011 5.00,"3,315942","12,111741","0,405422","15,2","1,356169","7,4"
22/01/2011 6.00,"3,859568","10,650333","0,404054","15,2","1,457869","7,4"
22/01/2011 7.00,"4,195497","27,326686","0,532788","15,2","1,492956","7,4"
22/01/2011 8.00,"4,114224","46,23667","0,655002","15,2","2,465716","7,4"
22/01/2011 9.00,"3,655482","41,412485","0,613193","15,2","1,170059","7,4"
22/01/2011 10.00,"3,536282","30,632362","0,524506","15,2","2,358931","7,4"
22/01/2011 11.00,"3,706053","25,97559","0,51884","15,2","1,988235","7,4"
22/01/2011 12.00,"4,170211","28,490883","0,559237","15,2","2,209941","7,4"
22/01/2011 13.00,"3,404439","30,014575","0,563965","15,2","2,453004","7,4"
22/01/2011 14.00,"3,33039","18,262359","0,378777","15,2","2,887771","7,4"
22/01/2011 15.00,,,,"15,2","1,155312","7,4"
22/01/2011 16.00,"3,075734","20,73868","0,334433","15,2","1,516347","7,4"
22/01/2011 17.00,"3,406245","14,383012","0,321618","15,2","1,530076","7,4"
22/01/2011 18.00,"3,278014","12,528361","0,299739","15,2","1,253452","7,4"
22/01/2011 19.00,"3,397214","11,76001","0,286222","15,2","0,791684","7,4"
22/01/2011 20.00,"3,014328","9,195423","0,289347","15,2","0,777039","7,4"
22/01/2011 21.00,"3,166038","10,193485","0,289034","15,2","0,687492","7,4"
22/01/2011 22.00,"3,288851","16,032609","0,296965","15,2","0,735342","7,4"
22/01/2011 23.00,"3,26176","10,970909","0,28893","15,2","0,633947","7,4"
23/01/2011 0.00,"3,173263","4,816405","0,284191","15,2","0,698272","7,4"
23/01/2011 1.00,"3,37193","19,357738","0,329675","22,29999","0,811057",9
23/01/2011 2.00,"3,501966","14,964464","0,374636","22,29999","1,025238",9
23/01/2011 3.00,"3,315942","19,000844","0,623195","22,29999","1,53211",9
23/01/2011 4.00,"3,612137","18,385651","0,532631","22,29999","4,286655",9
23/01/2011 5.00,"3,267177","16,457009","0,348303","22,29999","2,192143",9
23/01/2011 6.00,"3,64284","14,464782","0,366632","22,29999","1,388713",9
23/01/2011 7.00,"4,161181","23,853577","0,382645","22,29999","1,710594",9
23/01/2011 8.00,"4,865548","20,510254","0,363084","22,29999","1,546348",9
23/01/2011 9.00,"4,287607","19,351255","0,415197","22,29999","1,431427",9
23/01/2011 10.00,"4,527813","17,016399","0,456835","22,29999","0,859365",9
23/01/2011 11.00,"5,177998","22,566093","0,532736","22,29999","1,925181",9
23/01/2011 12.00,"5,183416","19,970343","0,603471","22,29999","2,283165",9
23/01/2011 13.00,"5,407368","15,562783","0,490346","22,29999","2,423002",9
23/01/2011 14.00,"4,619923","16,079328","0,542946","22,29999","2,8476",9
23/01/2011 15.00,"4,359849","13,965102","0,512485","22,29999","2,697592",9
23/01/2011 16.00,"4,193691","9,817106","0,401911","22,29999","2,075697",9
23/01/2011 17.00,"4,47905","10,687969","0,422693","22,29999","1,628725",9
23/01/2011 18.00,"4,233424","17,530352","0,453399","22,29999",,9
23/01/2011 19.00,"4,442928","30,516858","0,535367","22,29999","1,687203",9
23/01/2011 20.00,"4,383328","39,225578","0,665627","22,29999","2,119936",9
23/01/2011 21.00,"4,01489","32,816687","0,570724","22,29999","2,809971",9
23/01/2011 22.00,"4,051011","38,79339","0,62371","22,29999","2,569959",9
23/01/2011 23.00,"4,247873","29,01391","0,542594","22,29999","2,902009",9
24/01/2011 0.00,"4,2262","26,743926","0,496649","22,29999","2,779461",9
24/01/2011 1.00,,"26,672552","0,491374","28,9","2,304522","16,29999"
24/01/2011 2.00,"3,668125",,"0,51337","28,9","2,379271","16,29999"
24/01/2011 3.00,"3,716889","36,05097",,"28,9","2,489107","16,29999"
24/01/2011 4.00,"3,881241","22,411641","0,427769","28,9","2,26791","16,29999"
24/01/2011 5.00,"3,915557","28,328631","0,505766","28,9","0,937165","16,29999"
24/01/2011 6.00,"3,805386","30,014575","0,463016","28,9","3,08151","16,29999"
24/01/2011 7.00,"4,325534","42,690907","0,556899","28,9","2,070612","16,29999"
24/01/2011 8.00,"5,087695","49,206217","0,571855","28,9","2,675218","16,29999"
24/01/2011 9.00,"5,235792","59,489259","0,733703","28,9","2,069086","16,29999"
24/01/2011 10.00,"5,183416","57,608633","0,812439","28,9",,"16,29999"
24/01/2011 11.00,"4,707735","51,672162","1,198946","28,9",,"16,29999"
24/01/2011 12.00,"3,397214","3,399127",,"28,9",,"16,29999"
24/01/2011 13.00,,"38,564962","0,677315","28,9",,"16,29999"
24/01/2011 14.00,"3,742173","33,841996","0,46447","28,9",,"16,29999"
24/01/2011 15.00,"3,485134",,"0,601293","28,9",,"16,29999"
24/01/2011 16.00,"3,890271","58,489895","0,604614","28,9",,"16,29999"
24/01/2011 17.00,"4,993779","50,601422","0,616113","28,9","1,685677","16,29999"
24/01/2011 18.00,"4,367073","42,261297","0,605573","28,9","3,209652","16,29999"
24/01/2011 19.00,"4,011278","49,800639","0,610764","28,9","2,609622","16,29999"
24/01/2011 20.00,"3,720501","33,691446","0,547159","28,9","1,547874","16,29999"
24/01/2011 21.00,"3,483906","24,402588","0,504676","28,9","1,465751","16,29999"
