,TA - v.Alto Adige,,,,,,,
Parm,SO2,NOX,NO2,PM10,PM2.5,BENZENE,CO,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K,mg/m3 293K,ng/m3 293K
03/08/2014 1.00,"2,9","41,8","34,8","17,0","11,9","0,6","0,4","16,3703804"
03/08/2014 2.00,"2,9","26,1","22,2","17,0","11,9","0,7","0,4","8,06416607"
03/08/2014 3.00,"2,8","22,7","19,6","17,0","11,9","0,6","0,4","5,08841181"
03/08/2014 4.00,"3,0","21,0","18,3","17,0","11,9","0,5","0,3","4,80704117"
03/08/2014 5.00,"2,6","26,8","22,9","17,0","11,9","0,6","0,4","7,45938778"
03/08/2014 6.00,"2,8","81,5","61,4","17,0","11,9","0,7","0,4","23,05344963"
03/08/2014 7.00,"2,5","37,5","29,5","17,0","11,9","0,8","0,4","15,94322968"
03/08/2014 8.00,"2,5","22,9","18,2","17,0","11,9","0,6","0,4","7,71092701"
03/08/2014 9.00,"2,2","20,1","16,0","17,0","11,9","0,6","0,4","15,55202961"
03/08/2014 10.00,"2,6","21,3","16,7","17,0","11,9","0,7","0,4","8,1021347"
03/08/2014 11.00,"2,6","15,4","12,0","17,0","11,9","0,6","0,4","7,63363504"
03/08/2014 12.00,"3,0","14,6","9,9","17,0","11,9","0,4",,"9,578825"
03/08/2014 13.00,"2,9","10,5","8,3","17,0","11,9","0,3","0,3","4,58872414"
03/08/2014 14.00,"3,2","8,3","6,2","17,0","11,9","0,2","0,3","3,20017409"
03/08/2014 15.00,"2,8","6,5","4,9","17,0","11,9","0,2","0,2","2,68557"
03/08/2014 16.00,"3,2","6,0","4,2","17,0","11,9","0,1","0,2","2,36419606"
03/08/2014 17.00,"3,3","8,7","6,5","17,0","11,9","0,1","0,2","4,57380819"
03/08/2014 18.00,"3,4","10,1","8,0","17,0","11,9","0,2","0,2","6,44916296"
03/08/2014 19.00,"3,4","17,9","13,9","17,0","11,9","0,3","0,3","13,83193016"
03/08/2014 20.00,"3,3","21,0","18,0","17,0","11,9","0,5","0,3","11,74164963"
03/08/2014 21.00,"3,2","41,1","34,3","17,0","11,9","0,4","0,3","16,99209976"
03/08/2014 22.00,"3,4","32,4","27,8","17,0","11,9","0,5","0,3","15,46185017"
03/08/2014 23.00,"3,3","44,2","33,5","17,0","11,9","0,6","0,3","11,56400967"
04/08/2014 0.00,"2,8","27,8","24,7","17,0","11,9","0,4","0,3","8,94285774"
04/08/2014 1.00,,"30,6","27,2","17,9","11,0","0,6","0,3","6,51764202"
04/08/2014 2.00,"2,9",,,"17,9","11,0","0,6","0,3","3,83410597"
04/08/2014 3.00,"2,8","31,8","29,6","17,9","11,0","0,4",,"2,40540695"
04/08/2014 4.00,"3,0","47,7","45,4","17,9","11,0","0,4","0,2","2,32148194"
04/08/2014 5.00,"3,2","44,6","42,4","17,9","11,0","0,6","0,3","3,1147449"
04/08/2014 6.00,"2,8","26,0","23,6","17,9","11,0","0,3","0,3","5,93388081"
04/08/2014 7.00,"2,2","29,7","26,2","17,9","11,0","0,4","0,3","11,17076969"
04/08/2014 8.00,"2,3","33,7","28,0","17,9","11,0","0,4","0,4","16,63817978"
04/08/2014 9.00,"1,5","40,4","31,3","17,9","11,0","0,6","0,4","17,05175972"
04/08/2014 10.00,"1,4","41,3","32,5","17,9","11,0","0,7","0,4","17,63417053"
04/08/2014 11.00,"2,0","41,5","33,1","17,9","11,0","0,7","0,4","17,03141975"
04/08/2014 12.00,"2,5","32,2","25,1","17,9","11,0","0,5","0,3","22,58292007"
04/08/2014 13.00,"2,4","26,8","20,4","17,9","11,0","0,5","0,2","14,63807964"
04/08/2014 14.00,"2,5","22,0","17,1","17,9","11,0","0,3","0,2","12,14505959"
04/08/2014 15.00,"2,6","21,3","16,8","17,9","11,0","0,2","0,3","10,92193985"
04/08/2014 16.00,"2,5","24,3","19,0","17,9","11,0","0,2","0,3","14,81503963"
04/08/2014 17.00,"2,8","42,8","30,5","17,9","11,0","0,4","0,3","26,56007957"
04/08/2014 18.00,"2,8","47,7","35,0","17,9","11,0","0,6","0,4","22,85412025"
04/08/2014 19.00,"3,0","49,9","39,0","17,9","11,0","0,9","0,4","25,46511078"
04/08/2014 20.00,"3,1","43,5","34,9","17,9","11,0","0,9","0,4","18,9589901"
04/08/2014 21.00,"3,3","26,4","23,4","17,9","11,0","0,5","0,3","12,41423035"
04/08/2014 22.00,"3,4","36,9","34,3","17,9","11,0","0,8","0,5","5,5948801"
04/08/2014 23.00,"3,3","33,6","29,3","17,9","11,0","0,7","0,3","6,75562096"
05/08/2014 0.00,"3,3","29,6","27,3","17,9","11,0","0,6","0,4","3,02050304"
05/08/2014 1.00,"3,6","36,9","31,8","20,6","11,6","0,6","0,3","3,42459202"
05/08/2014 2.00,"3,3","32,5","28,4","20,6","11,6","0,4","0,3","2,98253489"
05/08/2014 3.00,"3,3","28,7","26,6","20,6","11,6","0,6","0,3","2,14316702"
05/08/2014 4.00,"3,0","16,9","14,9","20,6","11,6","0,4","0,2","1,90925598"
05/08/2014 5.00,"3,6","21,0","18,9","20,6","11,6","0,5","0,2","2,60827708"
05/08/2014 6.00,"3,4","27,2","24,0","20,6","11,6","0,9","0,3","8,04450417"
05/08/2014 7.00,"3,1","35,3","28,9","20,6","11,6","0,4","0,3","18,37862015"
05/08/2014 8.00,"2,7","51,6","38,7","20,6","11,6","0,9","0,4","19,62750053"
05/08/2014 9.00,"2,5","34,3","25,3","20,6","11,6","0,7","0,4","13,33428001"
05/08/2014 10.00,"2,3","37,4","27,0","20,6","11,6","0,7","0,4","16,50123024"
05/08/2014 11.00,"2,6","28,4","21,9","20,6","11,6","0,5","0,4","14,40349007"
05/08/2014 12.00,"2,8","28,2","22,1","20,6","11,6","0,5","0,3","13,24477959"
05/08/2014 13.00,"2,7","22,7","17,7","20,6","11,6","0,5","0,3","12,17286015"
05/08/2014 14.00,"2,7","16,5","13,1","20,6","11,6","0,4","0,3","8,16925716"
05/08/2014 15.00,"3,1","14,5","11,7","20,6","11,6","0,3","0,3","9,25134945"
05/08/2014 16.00,"3,3","19,7","15,1","20,6","11,6","0,3","0,4","10,00053978"
05/08/2014 17.00,"3,2","28,8","24,3","20,6","11,6","0,4","0,4","17,13381004"
05/08/2014 18.00,"3,2","35,0","28,8","20,6","11,6","0,5","0,4","19,09527016"
05/08/2014 19.00,"3,5","51,5","43,7","20,6","11,6","0,9","0,5","29,37515068"
05/08/2014 20.00,"3,8","39,2","33,6","20,6","11,6","0,8","0,4","15,08014011"
05/08/2014 21.00,"4,1","22,0","18,5","20,6","11,6","0,5","0,3","7,72109699"
05/08/2014 22.00,"3,9","18,5","16,5","20,6","11,6","0,3","0,3","3,79274797"
05/08/2014 23.00,"3,6","25,1","22,0","20,6","11,6","0,4","0,3","4,92230082"
06/08/2014 0.00,"3,4","19,6","17,4","20,6","11,6","0,5","0,3","2,856426"
06/08/2014 1.00,,"20,7","18,1","16,7","9,2","0,4","0,3","4,75415611"
06/08/2014 2.00,"3,5",,,"16,7","9,2","0,4","0,3","2,51132298"
06/08/2014 3.00,"3,3",,,"16,7","9,2","0,5",,"1,85351205"
06/08/2014 4.00,"3,2",,,"16,7","9,2","0,3","0,3","2,98728108"
06/08/2014 5.00,"3,2",,,"16,7","9,2","0,7","0,5","2,52284908"
06/08/2014 6.00,"3,3",,,"16,7","9,2","1,0","0,5","7,14140511"
06/08/2014 7.00,"2,8",,,"16,7","9,2","0,5","0,3","12,20201015"
06/08/2014 8.00,"2,4",,,"16,7","9,2","0,6","0,3","20,13871956"
06/08/2014 9.00,"2,0",,,"16,7","9,2","0,7","0,5","13,05900955"
06/08/2014 10.00,"1,6",,,"16,7","9,2","0,7","0,5","14,73571014"
06/08/2014 11.00,"2,0",,,"16,7","9,2","0,6","0,3","12,55795956"
06/08/2014 12.00,"2,3",,,"16,7","9,2","0,6","0,4","12,53151989"
06/08/2014 13.00,"2,4",,,"16,7","9,2","0,5","0,3","13,90312004"
06/08/2014 14.00,"2,5",,,"16,7","9,2","0,4","0,3","10,11647987"
06/08/2014 15.00,"2,8",,,"16,7","9,2","0,2","0,3","6,62951183"
06/08/2014 16.00,"3,2",,,"16,7","9,2","0,3","0,3","7,39362097"
06/08/2014 17.00,"3,4",,,"16,7","9,2","0,3","0,3","10,06155968"
06/08/2014 18.00,"3,1",,,"16,7","9,2","0,3","0,3","8,53944683"
06/08/2014 19.00,"3,6",,,"16,7","9,2","0,4","0,3","12,54778957"
06/08/2014 20.00,"3,7",,,"16,7","9,2","0,5","0,5","16,98666954"
06/08/2014 21.00,"3,1",,,"16,7","9,2","0,4","0,3","9,38627148"
06/08/2014 22.00,"3,5",,,"16,7","9,2","0,3","0,4","5,06874895"
06/08/2014 23.00,"3,1",,,"16,7","9,2","0,4","0,4","4,54601002"
07/08/2014 0.00,"3,9",,,"16,7","9,2","0,4","0,2","4,46125889"
07/08/2014 1.00,,,,"14,3","8,4","0,4","0,2","3,77715397"
07/08/2014 2.00,,,,"14,3","8,4","0,3","0,2","2,18655896"
07/08/2014 3.00,,,,"14,3","8,4","0,3","0,2","2,18249106"
07/08/2014 4.00,,,,"14,3","8,4","0,3","0,2","2,02587295"
07/08/2014 5.00,,,,"14,3","8,4","0,3","0,2","2,16147304"
07/08/2014 6.00,,,,"14,3","8,4","0,4","0,2","5,43690491"
07/08/2014 7.00,,,,"14,3","8,4","0,6","0,3","13,62378979"
07/08/2014 8.00,,,,"14,3","8,4","0,7","0,3","12,27523994"
07/08/2014 9.00,,,,"14,3","8,4","0,7","0,4","11,70300007"
07/08/2014 10.00,,,,"14,3","8,4","0,4","0,3","11,70705986"
07/08/2014 11.00,,,,"14,3","8,4","0,5","0,3","12,13624954"
07/08/2014 12.00,,"45,3","28,0","14,3","8,4","0,5","0,3","8,99370861"
07/08/2014 13.00,,"67,9","65,2","14,3","8,4","0,5","0,3","9,26016331"
07/08/2014 14.00,,"50,3","47,6","14,3","8,4","0,3","0,3","5,33791685"
07/08/2014 15.00,,"43,9","40,7","14,3","8,4","0,3","0,3","7,64244795"
07/08/2014 16.00,,"37,3","33,4","14,3","8,4","0,2","0,3","11,87454033"
07/08/2014 17.00,,"38,9","34,0","14,3","8,4","0,4","0,3","13,69904041"
07/08/2014 18.00,,"33,9","30,6","14,3","8,4","0,4","0,3","11,17619991"
07/08/2014 19.00,,"51,9","44,3","14,3","8,4","0,5","0,4","23,56941032"
07/08/2014 20.00,,"54,9","45,4","14,3","8,4","0,7","0,4","24,22706985"
07/08/2014 21.00,,"42,2","34,3","14,3","8,4","0,6","0,3","15,96290016"
07/08/2014 22.00,,"23,6","21,1","14,3","8,4","0,4","0,3","8,80047703"
07/08/2014 23.00,,"21,0","19,1","14,3","8,4","0,3","0,2","4,63211584"
08/08/2014 0.00,,"33,3","31,0","14,3","8,4","0,5","0,3","4,57041693"
08/08/2014 1.00,,"31,8","28,8","19,2","11,5","0,5","0,3","3,03202891"
08/08/2014 2.00,,"31,3","29,1","19,2","11,5","0,4","0,3","3,06186104"
08/08/2014 3.00,,"20,6","18,6","19,2","11,5","0,4",,"3,39719605"
08/08/2014 4.00,,"17,9","16,2","19,2","11,5","0,6","0,2","2,32012606"
08/08/2014 5.00,,"44,8","42,1","19,2","11,5","1,0","0,6","3,47951102"
08/08/2014 6.00,,"44,9","41,6","19,2","11,5","1,1","0,6","8,46961212"
08/08/2014 7.00,,"56,5","48,7","19,2","11,5","1,0","0,4","16,65785027"
08/08/2014 8.00,,"35,2","28,5","19,2","11,5","0,9","0,3","10,50564957"
08/08/2014 9.00,,"30,5","24,3","19,2","11,5","0,5","0,3","9,82019424"
08/08/2014 10.00,,"37,2","28,7","19,2","11,5","0,5","0,4","15,89577007"
08/08/2014 11.00,,"39,9","30,6","19,2","11,5","0,7","0,4","16,38529015"
08/08/2014 12.00,,"30,0","23,8","19,2","11,5","0,5","0,3","12,39457035"
08/08/2014 13.00,,"27,6","22,1","19,2","11,5","0,6","0,3","13,17358971"
08/08/2014 14.00,,"16,7","13,8","19,2","11,5","0,4","0,3","6,30203676"
08/08/2014 15.00,,"16,3","13,4","19,2","11,5","0,3","0,3","5,54945421"
08/08/2014 16.00,,"22,4","18,5","19,2","11,5","0,3","0,3","9,0513382"
08/08/2014 17.00,,"24,0","20,0","19,2","11,5","0,4","0,3","9,11507034"
08/08/2014 18.00,,"31,8","26,6","19,2","11,5","0,5","0,4","17,06328964"
08/08/2014 19.00,,"38,5","32,1","19,2","11,5","0,5","0,4","20,42280006"
08/08/2014 20.00,,"50,4","42,3","19,2","11,5","0,8","0,5","31,3583107"
08/08/2014 21.00,,"44,1","38,8","19,2","11,5","0,8","0,4","16,75885963"
08/08/2014 22.00,,"33,0","30,0","19,2","11,5","0,5","0,3","10,26428032"
08/08/2014 23.00,,"35,0","32,3","19,2","11,5","0,5","0,3","8,9435358"
09/08/2014 0.00,,"31,1","28,3","19,2","11,5","0,4","0,3","7,66753483"
09/08/2014 1.00,,"34,2","29,3","18,2","11,1","0,4","0,3","5,55216599"
09/08/2014 2.00,,"25,2","22,9","18,2","11,1","0,5","0,3","4,28904581"
09/08/2014 3.00,,"20,7","18,5","18,2","11,1","0,5","0,3","2,47064304"
09/08/2014 4.00,,"20,6","18,4","18,2","11,1","0,3","0,3","3,92902708"
09/08/2014 5.00,,"22,7","20,7","18,2","11,1","0,3","0,3","4,7073741"
09/08/2014 6.00,,"46,3","39,6","18,2","11,1","0,6","0,3","21,75642967"
09/08/2014 7.00,,"97,8","66,7","18,2","11,1","1,0","0,4","39,98521042"
09/08/2014 8.00,,"67,5","51,2","18,2","11,1","1,2","0,5","21,54557037"
09/08/2014 9.00,,"41,1","33,1","18,2","11,1","1,1","0,4","11,85554981"
09/08/2014 10.00,,"28,8","22,8","18,2","11,1","0,7","0,3","10,98974037"
09/08/2014 11.00,,"27,9","22,2","18,2","11,1","0,4","0,3","12,08810997"
09/08/2014 12.00,,"22,5","18,0","18,2","11,1","0,5","0,3","9,2737236"
09/08/2014 13.00,,"20,9","16,6","18,2","11,1","0,5","0,3","9,72052765"
09/08/2014 14.00,,"15,4","12,6","18,2","11,1","0,3","0,3","5,50199413"
09/08/2014 15.00,,"19,2","16,0","18,2","11,1","0,3","0,4","3,97648692"
09/08/2014 16.00,,"12,1","10,1","18,2","11,1","0,2","0,3","4,83958483"
09/08/2014 17.00,,"14,4","11,9","18,2","11,1","0,2","0,2","5,01993322"
09/08/2014 18.00,,"20,5","17,3","18,2","11,1","0,3","0,3","11,93826962"
09/08/2014 19.00,,"22,1","19,3","18,2","11,1","0,5","0,3","9,9429121"
09/08/2014 20.00,,"69,5","59,7","18,2","11,1","0,6","0,4","30,11618996"
09/08/2014 21.00,,"57,7","52,4","18,2","11,1","0,9","0,3","11,94165993"
09/08/2014 22.00,,"78,8","71,0","18,2","11,1","0,7","0,4","21,42827988"
09/08/2014 23.00,,"47,1","42,3","18,2","11,1","0,8","0,4","11,64943981"
10/08/2014 0.00,,"36,1","33,2","18,2","11,1","0,7","0,3","6,87562799"
10/08/2014 1.00,,"40,6","34,5","21,7","16,0","0,7","0,4","14,19126987"
10/08/2014 2.00,,"29,6","25,6","21,7","16,0","0,8","0,4","7,83364487"
10/08/2014 3.00,,"20,2","18,0","21,7","16,0","0,6",,"2,83965802"
10/08/2014 4.00,,"25,4","23,3","21,7","16,0","0,5","0,3","2,99812889"
10/08/2014 5.00,,"31,0","28,0","21,7","16,0","0,7","0,3","8,12857628"
10/08/2014 6.00,,"20,7","17,7","21,7","16,0","0,6","0,3","8,73403358"
10/08/2014 7.00,,"31,8","27,1","21,7","16,0","0,6","0,3","7,62549782"
10/08/2014 8.00,,"25,6","21,6","21,7","16,0","0,6","0,4","9,85612774"
10/08/2014 9.00,,"25,6","20,8","21,7","16,0","0,6","0,4","9,42424011"
10/08/2014 10.00,,"25,8","20,6","21,7","16,0","0,7","0,5","8,20383453"
10/08/2014 11.00,,"19,8","16,1","21,7","16,0","0,6","0,4","6,27288294"
10/08/2014 12.00,,"18,2","15,2","21,7","16,0","0,5","0,4","5,40300512"
10/08/2014 13.00,,"14,0","11,5","21,7","16,0","0,4","0,3","6,42882299"
10/08/2014 14.00,,"8,2","6,6","21,7","16,0","0,3","0,3","3,56968498"
10/08/2014 15.00,,"7,0","5,5","21,7","16,0","0,2","0,3","2,64760089"
10/08/2014 16.00,,"8,8","6,8","21,7","16,0","0,2","0,2","2,73777604"
10/08/2014 17.00,,"11,3","9,2","21,7","16,0","0,2","0,3","5,50741816"
10/08/2014 18.00,,"16,3","13,5","21,7","16,0","0,3","0,4","7,32514286"
10/08/2014 19.00,,"20,0","17,1","21,7","16,0","0,3","0,4","9,51102448"
10/08/2014 20.00,,"24,5","22,0","21,7","16,0","0,5","0,3","7,60583591"
10/08/2014 21.00,,"45,0","40,6","21,7","16,0","0,5","0,4","12,50168991"
10/08/2014 22.00,,"48,2","44,2","21,7","16,0","0,7","0,4","10,79041004"
10/08/2014 23.00,,"55,0","49,6","21,7","16,0","0,8","0,5","17,80908966"
11/08/2014 0.00,,"57,4","51,6","21,7","16,0","0,9","0,5","16,16357994"
11/08/2014 1.00,,"75,1","60,9","23,6","16,5","0,9","0,5","17,52635956"
11/08/2014 2.00,,"69,3","60,7","23,6","16,5","1,0","0,5","29,32563972"
11/08/2014 3.00,,"48,1","44,1","23,6","16,5","1,2","0,5","10,30021954"
11/08/2014 4.00,,"33,0","30,3","23,6","16,5","0,8","0,4","4,81517601"
11/08/2014 5.00,,"41,4","38,1","23,6","16,5","0,7","0,4","9,07235622"
11/08/2014 6.00,,"81,5","67,8","23,6","16,5","0,9","0,4","18,82068062"
11/08/2014 7.00,,"58,7","49,3","23,6","16,5","0,9","0,4","22,98361969"
11/08/2014 8.00,,"34,7","27,6","23,6","16,5","0,8","0,4","21,25945091"
11/08/2014 9.00,,"42,8","33,0","23,6","16,5","0,9","0,5","15,35404968"
11/08/2014 10.00,,"42,9","32,9","23,6","16,5","0,8","0,5","18,85252953"
11/08/2014 11.00,,"48,9","37,8","23,6","16,5","0,9","0,5","24,28334999"
11/08/2014 12.00,,,,"23,6","16,5","0,7","0,4","16,49172974"
11/08/2014 13.00,"4,1","21,9","19,4","23,6","16,5","0,7","0,4","10,9049902"
11/08/2014 14.00,"3,8","17,0","15,5","23,6","16,5","0,5","0,3","6,99292183"
11/08/2014 15.00,"3,5","11,4","11,4","23,6","16,5","0,3","0,3","5,81523085"
11/08/2014 16.00,"4,0","15,2","14,9","23,6","16,5","0,3","0,3","9,02218437"
11/08/2014 17.00,"4,1","18,1","17,3","23,6","16,5","0,3","0,3","8,88861847"
11/08/2014 18.00,"4,1","24,1","22,4","23,6","16,5","0,4","0,4","14,48348999"
11/08/2014 19.00,"4,1","39,1","33,3","23,6","16,5","0,5","0,4","23,39311981"
11/08/2014 20.00,"4,0","53,4","49,8","23,6","16,5","0,7","0,5","22,63919067"
11/08/2014 21.00,"4,2","37,0","35,9","23,6","16,5","0,6","0,4","12,18235016"
11/08/2014 22.00,"4,1","29,4","29,0","23,6","16,5","0,6","0,4","7,98009396"
11/08/2014 23.00,"4,2","44,2","43,6","23,6","16,5","0,5","0,4","10,01478004"
12/08/2014 0.00,"2,3","37,8","37,0","23,6","16,5","0,7","0,4","5,65251017"
12/08/2014 1.00,,"48,6","47,3","20,2","12,8","0,8","0,5","10,26564026"
12/08/2014 2.00,"2,7",,,"20,2","12,8","0,8","0,5","2,43199611"
12/08/2014 3.00,"2,9","31,3","30,6","20,2","12,8","0,7",,"5,9713912"
12/08/2014 4.00,"3,2","12,4","12,3","20,2","12,8","0,8","0,4","3,77512002"
12/08/2014 5.00,"3,3","35,1","33,7","20,2","12,8","0,7","0,5","5,62132215"
12/08/2014 6.00,"3,4","61,8","47,8","20,2","12,8","0,7","0,5","20,96791077"
12/08/2014 7.00,"3,4","80,6","62,6","20,2","12,8","0,9","0,5","29,34259987"
12/08/2014 8.00,"3,1","70,9","53,9","20,2","12,8","0,8","0,6","35,0574913"
12/08/2014 9.00,"3,0","60,5","48,6","20,2","12,8","1,2","0,5","20,74823952"
12/08/2014 10.00,"3,4","37,4","28,1","20,2","12,8","0,9","0,3","18,91559982"
12/08/2014 11.00,"3,5","25,3","20,9","20,2","12,8","0,5","0,2","12,84883022"
12/08/2014 12.00,"3,4","29,1","24,6","20,2","12,8","0,7","0,3","13,02375031"
12/08/2014 13.00,"3,8","27,1","22,6","20,2","12,8","0,6","0,3","12,90849018"
12/08/2014 14.00,"3,7","10,7","10,1","20,2","12,8","0,5","0,2","6,21118498"
12/08/2014 15.00,"3,8","8,5","8,2","20,2","12,8","0,2","0,2","4,16158199"
12/08/2014 16.00,"4,0","10,8","10,3","20,2","12,8","0,2","0,2","8,60317898"
12/08/2014 17.00,"4,1","17,0","15,3","20,2","12,8","0,2","0,2","7,07224798"
12/08/2014 18.00,"4,1","21,0","18,8","20,2","12,8","0,2","0,3","11,43655014"
12/08/2014 19.00,"3,8","34,5","29,2","20,2","12,8","0,4","0,4","16,55953979"
12/08/2014 20.00,"4,1","34,2","32,7","20,2","12,8","0,5","0,4","16,95346069"
12/08/2014 21.00,"4,1","28,2","27,6","20,2","12,8","0,5","0,4","12,89492989"
12/08/2014 22.00,"4,3","18,7","18,3","20,2","12,8","0,4","0,3","9,10490036"
12/08/2014 23.00,"4,1","15,8","15,7","20,2","12,8","0,3","0,4","11,52536964"
13/08/2014 0.00,"3,9","48,6","37,1","20,2","12,8","0,6","0,4","18,19215965"
13/08/2014 1.00,"3,7","23,8","22,6","24,1","13,4","0,6","0,4","6,53052378"
13/08/2014 2.00,"4,0","18,3","18,0","24,1","13,4","0,6","0,4","5,12502384"
13/08/2014 3.00,"4,0","19,8","19,5","24,1","13,4","0,4","0,4","4,7229681"
13/08/2014 4.00,"3,5","29,5","28,9","24,1","13,4","0,5","0,3","3,76901793"
13/08/2014 5.00,"3,7","40,7","39,7","24,1","13,4","0,4","0,3","4,41786718"
13/08/2014 6.00,"3,6","33,7","30,5","24,1","13,4","0,4","0,4","14,5282402"
13/08/2014 7.00,"3,0","35,8","31,3","24,1","13,4","0,5","0,4","18,06199074"
13/08/2014 8.00,"3,0","61,4","47,0","24,1","13,4","0,8","0,6","32,73871994"
13/08/2014 9.00,"3,2","44,2","34,7","24,1","13,4","0,9","0,6","21,08860016"
13/08/2014 10.00,"3,3","38,4","30,7","24,1","13,4","1,0","0,6","18,12570953"
13/08/2014 11.00,"3,9","38,8","31,5","24,1","13,4","0,9","0,5","19,24714088"
13/08/2014 12.00,"3,5","28,3","23,8","24,1","13,4","0,7","0,4","12,12471962"
13/08/2014 13.00,"3,4","17,4","15,2","24,1","13,4","0,4","0,3","10,1097002"
13/08/2014 14.00,"3,6","7,5","7,2","24,1","13,4","0,3","0,3","5,583354"
13/08/2014 15.00,"4,1","5,7","5,5","24,1","13,4","0,2","0,3","5,65725613"
13/08/2014 16.00,"4,1","6,2","6,2","24,1","13,4","0,3","0,3","5,79556799"
13/08/2014 17.00,"4,0","12,0","11,3","24,1","13,4","0,3","0,3","12,24201965"
13/08/2014 18.00,"4,1","16,6","15,3","24,1","13,4","0,3","0,4","15,56151962"
13/08/2014 19.00,"4,2","14,0","13,3","24,1","13,4","0,3","0,4","15,18929005"
13/08/2014 20.00,"4,1","25,7","21,6","24,1","13,4","0,4","0,4","23,36260986"
13/08/2014 21.00,"4,0","22,3","19,4","24,1","13,4","0,5","0,4","22,35849953"
13/08/2014 22.00,"4,2","13,4","12,6","24,1","13,4","0,4","0,4","11,17957973"
13/08/2014 23.00,"4,2","8,7","8,5","24,1","13,4","0,3","0,3","8,91777229"
14/08/2014 0.00,"4,0","8,9","8,8","24,1","13,4","0,3","0,4","8,80115509"
14/08/2014 1.00,,"13,0","11,6","27,5","14,6","0,3","0,3","10,83786964"
14/08/2014 2.00,"3,9",,,"27,5","14,6","0,3","0,3","7,66685677"
14/08/2014 3.00,"3,7","10,0","9,2","27,5","14,6","0,2",,"5,91400909"
14/08/2014 4.00,"3,9","6,8","6,8","27,5","14,6","0,2","0,3","4,2009058"
14/08/2014 5.00,"3,3","16,3","15,8","27,5","14,6","0,4","0,3","5,13654995"
14/08/2014 6.00,"3,2","12,2","11,5","27,5","14,6","0,3","0,4","11,25891018"
14/08/2014 7.00,"3,2","17,3","14,4","27,5","14,6","0,5","0,4","15,44557953"
14/08/2014 8.00,"3,2","21,6","16,0","27,5","14,6","0,4","0,4","18,96372986"
14/08/2014 9.00,"3,2","17,8","14,4","27,5","14,6","0,6","0,4","13,86515045"
14/08/2014 10.00,"3,4","33,0","25,2","27,5","14,6","0,5","0,4","19,09527016"
14/08/2014 11.00,"3,4","19,0","14,6","27,5","14,6","0,6","0,4","11,64062977"
14/08/2014 12.00,"3,6","20,0","15,4","27,5","14,6","0,4","0,4","11,75249958"
14/08/2014 13.00,"3,6","18,7","14,9","27,5","14,6","0,4","0,4","9,08998489"
14/08/2014 14.00,"3,8","13,4","10,5","27,5","14,6","0,4","0,3","5,88438702"
14/08/2014 15.00,"3,8","25,4","17,3","27,5","14,6","0,2","0,3","4,24836588"
14/08/2014 16.00,"3,7","5,6","5,5","27,5","14,6","0,2","0,3","5,50402689"
14/08/2014 17.00,"4,1","14,3","12,6","27,5","14,6","0,3","0,3","11,09416008"
14/08/2014 18.00,"4,2","15,3","14,1","27,5","14,6","0,4","0,4","14,13160992"
14/08/2014 19.00,"4,3","18,5","16,5","27,5","14,6","0,5","0,4","14,7269001"
14/08/2014 20.00,"4,3","14,7","13,6","27,5","14,6","0,4","0,4","12,04403973"
14/08/2014 21.00,"4,0","10,1","9,5","27,5","14,6","0,5","0,3","8,82149601"
14/08/2014 22.00,"4,1","6,0","5,9","27,5","14,6","0,4","0,3","3,68494606"
14/08/2014 23.00,"4,1","16,2","16,2","27,5","14,6","0,3","0,2","3,31068802"
15/08/2014 0.00,"4,3","15,2","15,1","27,5","14,6","0,4","0,2","3,79274797"
15/08/2014 1.00,"4,1","14,7","14,6","17,0","6,3","0,3","0,1","3,38391209"
15/08/2014 2.00,"4,3","9,0","9,0","17,0","6,3","0,4","0,1","3,86868501"
15/08/2014 3.00,"3,8",,,"17,0","6,3","0,3","0,1","1,52618504"
15/08/2014 4.00,"3,7",,,"17,0","6,3","0,3","0,1","1,63941097"
15/08/2014 5.00,"3,6",,,"17,0","6,3","0,2","0,1","1,80145395"
15/08/2014 6.00,"3,5","17,1","17,1","17,0","6,3","0,3","0,1","2,46047306"
15/08/2014 7.00,"3,4","24,0","22,7","17,0","6,3","0,3","0,2","3,80562997"
15/08/2014 8.00,"3,1","21,8","19,6","17,0","6,3","0,4","0,2","4,20768595"
15/08/2014 9.00,"2,9","8,7","8,3","17,0","6,3","0,3","0,2","4,57109499"
15/08/2014 10.00,"3,0","5,7","5,5","17,0","6,3","0,2","0,2","4,16700602"
15/08/2014 11.00,"2,8","5,5","5,4","17,0","6,3","0,2","0,2","4,02394676"
15/08/2014 12.00,"3,1","7,0","6,6","17,0","6,3","0,2","0,2","6,05185413"
15/08/2014 13.00,"3,5","4,6","4,5","17,0","6,3","0,2","0,2","5,29994917"
15/08/2014 14.00,"3,6","1,4","1,4","17,0","6,3","0,2","0,2","3,5839231"
15/08/2014 15.00,"3,5",,,"17,0","6,3","0,1","0,2","2,17096496"
15/08/2014 16.00,"3,9",,,"17,0","6,3","0,1","0,2","2,08214688"
15/08/2014 17.00,"4,2",,,"17,0","6,3","0,1","0,2","3,02389312"
15/08/2014 18.00,"4,1","3,9","3,9","17,0","6,3","0,2","0,3","5,08434296"
15/08/2014 19.00,"4,3","8,3","8,2","17,0","6,3","0,2","0,3","11,99454021"
