,,,Provincia di Lecce,,,
17/01/2009 10.00,"2,6","13,1","25,4","0,1","38,1","12,6"
17/01/2009 11.00,"3,7","14,7","27,6","0,1","43,2","12,6"
17/01/2009 12.00,"3,7","16,8","30,5","0,1","44,4","12,6"
17/01/2009 13.00,"3,9","20,0","36,7","0,1","43,3","12,6"
17/01/2009 14.00,"4,3","20,6","34,4","0,1","42,1","12,6"
17/01/2009 15.00,"3,3","17,4","27,7","0,1","46,3","12,6"
17/01/2009 16.00,"2,6","19,4","29,7","0,1","44,1","12,6"
17/01/2009 17.00,"2,5","40,0","57,5","0,1","19,7","12,6"
17/01/2009 18.00,"3,1","55,8","111,5","0,3","4,1","12,6"
17/01/2009 19.00,"2,7","56,0","133,3","0,5","4,2","12,6"
17/01/2009 20.00,"3,0","59,1","150,0","0,6","5,3","12,6"
17/01/2009 21.00,"2,6","42,1","82,1","0,4","5,2","12,6"
17/01/2009 22.00,"2,5","36,9","76,7","0,3","4,1","12,6"
17/01/2009 23.00,"2,4","30,9","62,8","0,3","6,2",
18/01/2009 0.00,"2,6","34,7","93,6","0,4","3,9",
18/01/2009 1.00,,"36,3","126,2","0,6","2,6",
18/01/2009 2.00,"0,0","27,6","76,5","0,4","2,7",
18/01/2009 3.00,"0,4","21,8","108,4",,"2,7",
18/01/2009 4.00,"0,3","18,3","112,1","0,2","2,2",
18/01/2009 5.00,"0,1","18,0","53,2","0,1",,"21,8"
18/01/2009 6.00,"0,4","15,7","53,5","0,1","4,1","21,8"
18/01/2009 7.00,"0,0","19,0","68,8","0,1","4,2","21,8"
18/01/2009 8.00,"0,5","26,5","82,0","0,2","5,4","21,8"
18/01/2009 9.00,"1,3","26,2","53,9","0,1","17,0","21,8"
18/01/2009 10.00,"1,9","20,8","39,4","0,1","27,6","21,8"
18/01/2009 11.00,"1,9","13,1","25,2","0,0","46,6","21,8"
18/01/2009 12.00,"1,6","12,8","20,3","0,0","54,0","21,8"
18/01/2009 13.00,"1,4","11,7","18,5","0,0","57,1","21,8"
18/01/2009 14.00,"1,1","10,1","15,6","0,0","59,5","21,8"
18/01/2009 15.00,"1,2","10,6","15,7","0,0","61,6","21,8"
18/01/2009 16.00,"1,0","13,3","18,7","0,0","55,5","21,8"
18/01/2009 17.00,"0,7","20,9","27,4","0,0","46,0","21,8"
18/01/2009 18.00,"0,8","37,1","47,6","0,1","28,4","21,8"
18/01/2009 19.00,"1,0","32,4","45,5","0,1","26,6","21,8"
18/01/2009 20.00,"1,2","46,9","77,3","0,2","11,1","21,8"
18/01/2009 21.00,"1,3","35,8","51,6","0,1","20,2","21,8"
18/01/2009 22.00,"1,0","34,0","51,9","0,1","19,5","21,8"
18/01/2009 23.00,"1,3","40,8","76,7","0,2","5,2",
19/01/2009 0.00,"1,3","30,4","52,3","0,1","11,0",
19/01/2009 1.00,"1,2","16,0","31,8",,"30,0",
19/01/2009 2.00,"1,1","12,9","23,7",,"28,7",
19/01/2009 3.00,"1,0","7,5","15,7",,"44,1",
19/01/2009 4.00,"0,8","7,1","15,2",,"43,5",
19/01/2009 5.00,"0,6","7,7","14,2",,"46,1","42,7"
19/01/2009 6.00,"0,7","12,3","19,5",,"39,3","42,7"
19/01/2009 7.00,"0,8","25,7","43,6",,"25,8","42,8"
19/01/2009 8.00,"1,2","36,5","64,7",,"25,0","42,8"
19/01/2009 9.00,"2,0","20,2","36,6",,"42,4","42,8"
19/01/2009 10.00,"3,2","14,9","26,1",,"50,1","42,7"
19/01/2009 11.00,"3,3","16,7","27,7",,"51,7","42,7"
19/01/2009 12.00,"3,6","14,8","23,2",,"55,0","42,7"
19/01/2009 13.00,"3,8","18,2","27,9",,"55,6","42,7"
19/01/2009 14.00,"3,3","19,4","28,0",,"52,5","42,7"
19/01/2009 15.00,"3,3","13,7","18,9",,"58,2","42,7"
19/01/2009 16.00,"3,2","18,7","25,1",,"55,0","42,7"
19/01/2009 17.00,"2,6","37,4","46,0",,"33,4","42,7"
19/01/2009 18.00,"2,5","47,4","61,1",,"19,2","42,7"
19/01/2009 19.00,"2,6","45,7","61,1",,"14,9","42,7"
19/01/2009 20.00,"3,0","55,6","109,1",,"7,6","42,7"
19/01/2009 21.00,"3,5","53,0","113,6",,"5,8","42,7"
19/01/2009 22.00,"3,5","47,0","76,7",,"8,8","42,8"
19/01/2009 23.00,"3,3","30,0","46,6",,"15,8",
20/01/2009 0.00,"3,1","13,8","25,7",,"36,5",
20/01/2009 1.00,,"8,4","16,4",,"51,1",
20/01/2009 2.00,"0,0","7,5","14,5",,"51,2",
20/01/2009 3.00,"0,0","7,3","13,1",,"47,7",
20/01/2009 4.00,,"7,4","15,3","0,2","38,5",
20/01/2009 5.00,,"6,4","12,6","0,2",,"31,1"
20/01/2009 6.00,,"11,6","17,4","0,2","43,2","31,1"
20/01/2009 7.00,"0,1","24,3","37,2","0,2","30,3","31,1"
20/01/2009 8.00,"0,2","36,9","62,7","0,4","21,9","31,1"
20/01/2009 9.00,"0,1","18,2","29,8","0,3","46,0","31,1"
20/01/2009 10.00,"0,4","14,3","23,5","0,2","53,1","31,1"
20/01/2009 11.00,"0,4","16,5","25,0","0,2","50,2","31,1"
20/01/2009 12.00,"0,5","19,0","26,6","0,3","44,5","31,1"
20/01/2009 13.00,"0,5","18,3","27,7","0,3","44,5","31,1"
20/01/2009 14.00,"0,3","17,8","25,3","0,3","44,6","31,1"
20/01/2009 15.00,"0,2","15,6","22,8","0,3","46,3","31,1"
20/01/2009 16.00,"0,2","15,7","22,3","0,3","46,0","31,1"
20/01/2009 17.00,"0,2","14,5","20,5","0,3","50,7","31,1"
20/01/2009 18.00,"0,2","14,8","21,0","0,2","50,7","31,1"
20/01/2009 19.00,"0,0","15,8","23,9","0,3","49,7","31,1"
20/01/2009 20.00,,"14,6","22,6","0,2","52,2","31,1"
20/01/2009 21.00,,"12,9","20,9","0,2","54,3","31,1"
20/01/2009 22.00,,"12,5","20,1","0,3","50,6","31,1"
20/01/2009 23.00,,"10,3","17,6","0,3","49,7",
21/01/2009 0.00,,"8,8","16,7","0,2","52,5",
21/01/2009 1.00,,"7,9","16,2","0,2","55,4",
21/01/2009 2.00,,"9,1","17,8","0,2","55,7",
21/01/2009 3.00,,"8,4","15,6","0,1","56,0",
21/01/2009 4.00,,"9,3","17,7","0,2","56,0",
21/01/2009 5.00,,"7,3","18,7","0,1","55,9","7,6"
21/01/2009 6.00,,"8,4","17,4","0,2","55,7","7,6"
21/01/2009 7.00,,"14,6","29,2","0,2","48,4","7,6"
21/01/2009 8.00,,"15,7","34,7","0,2","46,7","7,6"
21/01/2009 9.00,,"13,4","27,2","0,2","50,9","7,6"
21/01/2009 10.00,,"12,3","21,6","0,2","52,5","7,6"
21/01/2009 11.00,,"12,6","22,8","0,2","52,4","7,6"
21/01/2009 12.00,,"12,2","21,7","0,2","52,4","7,6"
21/01/2009 13.00,,"17,4","30,8","0,2","50,4","7,6"
21/01/2009 14.00,,"15,2","28,2","0,2","49,2","7,6"
21/01/2009 15.00,,"11,4","20,6","0,2","52,1","7,6"
21/01/2009 16.00,,"12,0","18,0","0,2","49,6","7,6"
21/01/2009 17.00,,"12,6","18,8","0,2","49,5","7,6"
21/01/2009 18.00,,"14,8","21,3","0,2","48,3","7,6"
21/01/2009 19.00,,"18,2","25,9","0,3","43,3","7,6"
21/01/2009 20.00,,"15,8","24,3","0,2","47,1","7,6"
21/01/2009 21.00,,"13,0","20,4","0,2","48,7","7,6"
21/01/2009 22.00,,"9,8","15,5","0,2","50,6","7,6"
21/01/2009 23.00,,"7,7","13,7","0,2","52,4",
22/01/2009 0.00,,"7,4","13,0","0,2","52,7",
22/01/2009 1.00,,"6,4","13,7","0,2","53,2",
22/01/2009 2.00,,"7,1","14,7","0,1","53,3",
22/01/2009 3.00,,"7,0","14,5",,"53,0",
22/01/2009 4.00,"0,2","6,6","11,2","0,2","51,7",
22/01/2009 5.00,"1,5","6,2","10,7","0,2",,"5,2"
22/01/2009 6.00,"1,7","6,9","11,5","0,2","50,3","5,2"
22/01/2009 7.00,"1,9","9,4","15,4","0,2","46,8","5,2"
22/01/2009 8.00,"2,2","17,1","25,5","0,3","40,3","5,2"
22/01/2009 9.00,"3,0","14,7","22,6","0,3","43,5","5,2"
22/01/2009 10.00,"1,4","13,5","22,3","0,3","44,2","5,2"
22/01/2009 11.00,"0,1","12,2","22,8","0,3","47,4","5,2"
22/01/2009 12.00,,"13,4","24,1","0,3","46,1","5,2"
22/01/2009 13.00,,"15,6","26,7","0,3","46,0","5,2"
22/01/2009 14.00,"1,5","14,1","20,5","0,2","52,3","5,2"
22/01/2009 15.00,"2,0","10,8","16,3","0,2","56,3","5,2"
22/01/2009 16.00,"2,0","12,2","16,7","0,3","55,4","5,2"
22/01/2009 17.00,"2,0","13,7","19,1","0,2","54,2","5,2"
22/01/2009 18.00,"2,0","17,9","23,8","0,3","50,3","5,2"
22/01/2009 19.00,"2,1","23,8","29,6","0,4","42,5","5,2"
22/01/2009 20.00,"2,1","35,9","44,6","0,6","27,0","5,2"
22/01/2009 21.00,"2,1","35,5","47,2","0,6","26,5","5,2"
22/01/2009 22.00,"1,6","16,4","25,9","0,3","45,5","5,2"
22/01/2009 23.00,"1,5","8,1","14,5","0,2","54,5",
23/01/2009 0.00,"1,1","8,2","13,5","0,2","50,7",
23/01/2009 1.00,"1,0","7,7","13,5","0,2","46,5",
23/01/2009 2.00,"0,1","7,6","16,5","0,2","43,3",
23/01/2009 3.00,,"5,9","14,6","0,2","44,3",
23/01/2009 4.00,,"5,3","14,2","0,2","51,4",
23/01/2009 5.00,,"6,6","15,2","0,2","56,6","6,6"
23/01/2009 6.00,,"9,1","17,2","0,2","49,9","6,6"
23/01/2009 7.00,,"11,1","20,0","0,2","41,9","6,6"
23/01/2009 8.00,,"21,7","38,3","0,3","29,6","6,6"
23/01/2009 9.00,,"15,3","29,9","0,2","34,6","6,6"
23/01/2009 10.00,,"17,2","27,4","0,3","31,8","6,6"
23/01/2009 11.00,,"17,8","29,4","0,3","28,3","6,6"
23/01/2009 12.00,,"20,5","35,2","0,3","26,5","6,6"
23/01/2009 13.00,,"21,9","40,3","0,5","24,8","6,6"
23/01/2009 14.00,,"21,4","38,4","0,4","24,2","6,6"
23/01/2009 15.00,,"18,2","30,7","0,3","25,8","6,6"
23/01/2009 16.00,,"18,6","31,5","0,3","22,6","6,6"
23/01/2009 17.00,,"22,2","36,2","0,4","21,5","6,6"
23/01/2009 18.00,,"25,1","43,7","0,4","15,5","6,6"
23/01/2009 19.00,,"22,6","41,2","0,3","20,8","6,6"
23/01/2009 20.00,,"27,6","42,6","0,4","19,4","6,6"
23/01/2009 21.00,,"25,8","42,7","0,4","14,8","6,6"
23/01/2009 22.00,,"23,6","38,7","0,5","13,4","6,6"
23/01/2009 23.00,,"17,4","30,5","0,4","20,8",
24/01/2009 0.00,,"16,8","31,0","0,3","30,8",
24/01/2009 1.00,,"9,9","20,2","0,3","39,0",
24/01/2009 2.00,,"7,0","14,4","0,2","39,4",
24/01/2009 3.00,,"6,6","13,0",,"37,7",
24/01/2009 4.00,,"6,9","14,0","0,1","40,1",
24/01/2009 5.00,,"6,9","11,6","0,1",,"9,7"
24/01/2009 6.00,,"6,4","11,9","0,1","45,7","9,7"
24/01/2009 7.00,,"10,0","16,2","0,1","40,7","9,7"
24/01/2009 8.00,,"18,1","30,6","0,1","30,2","9,7"
24/01/2009 9.00,,"12,8","24,0","0,2","33,6","9,7"
24/01/2009 10.00,,"12,1","24,0","0,1","37,6","9,7"
24/01/2009 11.00,"0,0","12,2","22,4","0,1","37,6","9,7"
24/01/2009 12.00,"0,0","12,9","22,7","0,1","39,0","9,7"
24/01/2009 13.00,"0,0","22,9","39,3","0,3","30,2","9,7"
24/01/2009 14.00,"0,0","22,4","36,0","0,2","26,1","9,7"
24/01/2009 15.00,,"14,1","23,1","0,1","30,3","9,7"
24/01/2009 16.00,,"15,4","27,5","0,2","23,9","9,7"
24/01/2009 17.00,,"12,4","24,6","0,1","31,3","9,7"
24/01/2009 18.00,,"21,5","35,9","0,2","21,8","9,7"
24/01/2009 19.00,,"21,8","36,8","0,2","21,8","9,7"
24/01/2009 20.00,,"31,0","51,1","0,3","13,0","9,7"
24/01/2009 21.00,,"32,2","51,8","0,3","9,7","9,7"
24/01/2009 22.00,,"15,6","30,6","0,2","22,9","9,7"
24/01/2009 23.00,,"9,2","23,3","0,1","30,8",
25/01/2009 0.00,,"6,4","15,3","0,1","43,1",
25/01/2009 1.00,,"7,0","14,4","0,1","53,6",
25/01/2009 2.00,,"6,0","11,5","0,1","58,5",
25/01/2009 3.00,,"6,0","10,4","0,1","58,5",
25/01/2009 4.00,,"5,7","9,9","0,1","58,8",
25/01/2009 5.00,,"5,5","10,5","0,1","58,2","10,7"
25/01/2009 6.00,,"7,8","13,1","0,1","51,3","10,7"
25/01/2009 7.00,,"13,7","18,8","0,1","36,3","10,7"
25/01/2009 8.00,,"9,9","17,3","0,1","43,4","10,7"
25/01/2009 9.00,,"9,4","15,3","0,1","50,1","10,7"
25/01/2009 10.00,,"8,2","15,8","0,1","51,1","10,7"
25/01/2009 11.00,,"8,3","13,6","0,1","54,6","10,7"
25/01/2009 12.00,,"8,0","14,3","0,1","54,6","10,7"
25/01/2009 13.00,,"8,6","13,4","0,1","55,4","10,7"
25/01/2009 14.00,,"7,9","12,3","0,1","51,2","10,7"
25/01/2009 15.00,,"8,4","13,3","0,1","47,4","10,7"
25/01/2009 16.00,,"9,5","14,6","0,1","43,9","10,7"
25/01/2009 17.00,,"18,2","25,5","0,2","31,3","10,7"
25/01/2009 18.00,,"21,5","29,8","0,2","22,9","10,7"
25/01/2009 19.00,,"29,5","42,1","0,3","17,1","10,7"
25/01/2009 20.00,,"24,8","37,5","0,2","18,6","10,7"
25/01/2009 21.00,,"16,8","26,4","0,1","29,7","10,7"
25/01/2009 22.00,,"12,7","21,8","0,1","32,5","10,7"
25/01/2009 23.00,,"11,2","20,2","0,1","30,8",
26/01/2009 0.00,,"9,3","16,9","0,1","31,9",
26/01/2009 1.00,,"12,4","20,3","0,1","28,9",
26/01/2009 2.00,"0,0","8,3","16,0","0,1","28,4",
26/01/2009 3.00,,"7,0","14,6",,"26,2",
26/01/2009 4.00,,"5,7","16,4","0,1","25,9",
26/01/2009 5.00,,"6,7","14,5","0,1",,"7,8"
26/01/2009 6.00,,"14,3","26,7","0,2","14,6","7,8"
26/01/2009 7.00,"0,1","23,0","49,5","0,2","4,1","7,8"
26/01/2009 8.00,"0,2","31,5","91,8","0,4","3,5","7,8"
26/01/2009 9.00,"0,8","29,0","79,0","0,4","11,9","7,8"
26/01/2009 10.00,"2,1","12,9","28,8","0,1","36,9","7,8"
26/01/2009 11.00,"3,3","12,6","25,0","0,1","44,4","7,8"
26/01/2009 12.00,"3,1","11,7","21,4","0,1","48,9","7,8"
26/01/2009 13.00,"1,6","13,5","22,0","0,1","50,5","7,8"
26/01/2009 14.00,"0,8","12,7","19,8","0,1","53,8","7,8"
26/01/2009 15.00,"0,8","10,1","14,8","0,1","58,3","7,8"
26/01/2009 16.00,"0,6","14,0","18,4","0,1","53,2","7,8"
26/01/2009 17.00,"0,3","20,5","25,8","0,2","43,9","7,8"
26/01/2009 18.00,"0,3","27,0","33,1","0,2","37,0","7,8"
26/01/2009 19.00,"0,2","28,0","35,3","0,2","34,8","7,8"
26/01/2009 20.00,"0,2","23,3","32,0","0,2","39,0","7,8"
26/01/2009 21.00,"0,1","16,6","22,0","0,2","45,7","7,8"
26/01/2009 22.00,"0,0","10,3","15,2","0,1","51,8","7,8"
26/01/2009 23.00,,"7,9","11,5","0,1","55,8",
27/01/2009 0.00,"0,0","6,6","10,7","0,1","56,4",
27/01/2009 1.00,"0,0","6,1","9,5","0,1","56,4",
27/01/2009 2.00,"0,0","5,6","8,6","0,1","58,2",
27/01/2009 3.00,"0,0","6,7","9,5","0,1","60,4",
27/01/2009 4.00,,"6,3","10,4","0,1","60,3",
27/01/2009 5.00,,"7,6","11,4","0,1","54,4","14,7"
27/01/2009 6.00,,"9,7","14,5","0,1","44,9","14,7"
27/01/2009 7.00,,"14,6","21,5","0,1","39,3","14,7"
27/01/2009 8.00,,"34,3","56,5","0,2","20,7","14,7"
27/01/2009 9.00,"0,0","22,0","37,6","0,1","29,1","14,7"
27/01/2009 10.00,"0,0","18,1","29,8","0,2","37,7","14,7"
27/01/2009 11.00,"0,0","14,1","24,3","0,2","47,6","14,7"
27/01/2009 12.00,"0,0","11,6","19,7","0,1","54,5","14,7"
27/01/2009 13.00,"0,1","14,4","23,7","0,1","54,3","14,7"
27/01/2009 14.00,"0,0","13,3","21,6","0,1","55,7","14,7"
27/01/2009 15.00,"0,0","9,9","14,2","0,1","58,4","14,7"
27/01/2009 16.00,"0,0","16,3","21,3","0,1","51,8","14,7"
27/01/2009 17.00,"0,0","32,7","43,1","0,2","31,5","14,7"
27/01/2009 18.00,"0,0","61,2","122,5","0,8","4,9","14,7"
27/01/2009 19.00,"0,1","58,7","127,4","1,1","4,5","14,7"
27/01/2009 20.00,"0,3","63,4","178,9","1,1","3,8","14,7"
27/01/2009 21.00,"0,2","58,7","205,4","1,2","3,6","14,7"
27/01/2009 22.00,"0,0","51,6","124,0","1,0","3,4","14,7"
27/01/2009 23.00,"0,0","28,3","58,2","0,5","4,0",
28/01/2009 0.00,"0,0","28,4","56,7","0,5","2,5",
28/01/2009 1.00,,"17,6","36,6","0,4","6,0",
28/01/2009 2.00,"0,0","11,2","26,1","0,3","6,0",
28/01/2009 3.00,"0,0","13,0","24,9",,"6,9",
28/01/2009 4.00,"0,0","8,9","19,8","0,2","10,1",
28/01/2009 5.00,"0,0","9,7","21,4","0,1",,"23,4"
28/01/2009 6.00,"0,0","10,8","21,1","0,1","22,0","23,4"
28/01/2009 7.00,"0,0","34,9","73,4","0,2","4,7","23,4"
28/01/2009 8.00,"0,0","41,4","117,3","0,3","4,0","23,4"
28/01/2009 9.00,"0,0","29,7","64,1","0,2","14,7","23,4"
28/01/2009 10.00,"0,1","16,4","35,7","0,1","37,5","23,4"
28/01/2009 11.00,"0,2","18,4","32,3","0,1","42,1","23,4"
28/01/2009 12.00,"0,0","17,2","30,1","0,1","44,2","23,4"
28/01/2009 13.00,"0,1","15,3","26,2","0,1","50,0","23,4"
28/01/2009 14.00,"0,1","10,6","16,3","0,0","55,7","23,4"
28/01/2009 15.00,"0,0","13,1","20,0","0,1","50,9","23,4"
28/01/2009 16.00,,"19,9","27,2","0,1","40,2","23,4"
28/01/2009 17.00,,"28,0","37,8","0,1","34,2","23,4"
28/01/2009 18.00,,"32,9","45,5","0,1","28,7","23,4"
28/01/2009 19.00,,"50,8","80,8","0,2","14,0","23,4"
28/01/2009 20.00,,"60,1","125,2","0,5","6,0","23,4"
28/01/2009 21.00,,"44,8","73,6","0,3","7,5","23,4"
28/01/2009 22.00,,"38,9","60,4","0,2","8,2","23,4"
28/01/2009 23.00,,"33,9","50,6","0,2","8,2",
29/01/2009 0.00,,"25,4","38,8","0,1","13,4",
29/01/2009 1.00,,"12,8","24,0","0,1","24,9",
29/01/2009 2.00,,"9,8","20,1","0,1","27,1",
29/01/2009 3.00,,"9,5","19,7","0,1","24,0",
29/01/2009 4.00,,"8,9","17,7","0,1","20,5",
29/01/2009 5.00,,"7,4","17,0","0,1","22,7","29,7"
29/01/2009 6.00,,"9,0","19,2","0,1","22,1","29,7"
29/01/2009 7.00,,"13,7","25,8","0,1","19,0","29,7"
29/01/2009 8.00,,"25,5","62,1","0,2","12,1","29,7"
29/01/2009 9.00,,"25,5","51,7","0,1","25,1","29,7"
29/01/2009 10.00,"0,0","22,6","46,7","0,1","33,1","29,7"
29/01/2009 11.00,"0,0","17,7","34,8","0,1","43,4","29,7"
29/01/2009 12.00,"0,0","16,2","30,5","0,1","43,2","29,7"
29/01/2009 13.00,"0,0","18,8","33,7","0,1","38,1","29,7"
29/01/2009 14.00,"0,0","18,2","34,9","0,1","33,6","29,7"
29/01/2009 15.00,,"24,2","42,3","0,1","25,6","29,7"
29/01/2009 16.00,,"22,6","38,2","0,1","27,2","29,7"
29/01/2009 17.00,,"30,7","48,5","0,1","21,0","29,7"
29/01/2009 18.00,,"29,8","48,5","0,1","19,7","29,7"
29/01/2009 19.00,,"25,4","44,6","0,2","18,6","29,7"
29/01/2009 20.00,,"18,8","33,5","0,1","20,7","29,7"
29/01/2009 21.00,,"17,5","33,8","0,1","17,0","29,7"
29/01/2009 22.00,,"17,9","32,4","0,1","14,6","29,7"
29/01/2009 23.00,,"14,7","27,6","0,1","14,1",
30/01/2009 0.00,,"10,8","23,1","0,1","17,1",
30/01/2009 1.00,,"8,8","19,2","0,1","19,7",
30/01/2009 2.00,"0,0","7,8","17,4","0,1","21,2",
30/01/2009 3.00,"0,1","6,3","13,2",,"26,7",
30/01/2009 4.00,"0,1","6,9","14,6","0,1","26,3",
30/01/2009 5.00,"0,0","6,9","13,3","0,1",,"17,4"
30/01/2009 6.00,"0,1","7,7","15,9","0,1","22,4","17,4"
30/01/2009 7.00,"0,1","10,9","21,8","0,1","23,0","17,4"
30/01/2009 8.00,"0,3","22,9","50,0","0,2","12,0","17,4"
30/01/2009 9.00,"0,5","15,3","36,4","0,2","18,7","17,4"
30/01/2009 10.00,"2,6","13,1","30,3","0,2","25,8","17,4"
30/01/2009 11.00,"3,4","15,2","33,4","0,2","33,1","17,4"
30/01/2009 12.00,"3,3","17,9","35,9","0,2","31,4","17,4"
30/01/2009 13.00,"3,4","21,3","42,9","0,2","26,8","17,4"
30/01/2009 14.00,"3,1","22,4","41,5","0,2","23,9","17,4"
30/01/2009 15.00,"2,6","17,7","32,8","0,2","28,9","17,4"
30/01/2009 16.00,"2,3","18,5","33,5","0,2","30,5","17,4"
30/01/2009 17.00,"2,2","21,9","37,3","0,2","27,5","17,4"
30/01/2009 18.00,"2,0","27,4","47,4","0,3","19,4","17,4"
30/01/2009 19.00,"1,0","27,1","45,8","0,3","19,2","17,4"
30/01/2009 20.00,"1,2","28,4","48,6","0,3","15,5","17,4"
30/01/2009 21.00,"0,5","21,1","36,1","0,2","20,7","17,4"
30/01/2009 22.00,"0,5","14,0","25,6","0,1","34,6","17,4"
30/01/2009 23.00,"0,5","15,1","24,8","0,2","28,7",
31/01/2009 0.00,"0,4","15,3","26,5","0,2","18,5",
31/01/2009 1.00,"0,0","11,2","22,1","0,2","19,2",
31/01/2009 2.00,"0,3","8,7","18,4","0,1","20,5",
31/01/2009 3.00,"0,1","7,4","16,5","0,1","23,2",
31/01/2009 4.00,"0,0","10,5","18,4","0,1","26,6",
31/01/2009 5.00,"0,2","6,0","14,8","0,1","28,4","13,8"
31/01/2009 6.00,"0,1","6,8","16,9","0,1","28,7","13,8"
31/01/2009 7.00,"0,0","12,4","23,7","0,1","24,6","13,8"
31/01/2009 8.00,"0,1","17,4","38,1","0,2","21,4","13,8"
31/01/2009 9.00,"0,9","11,7","25,3","0,2","29,0","13,8"
31/01/2009 10.00,"3,1","12,6","27,4","0,2","34,1","13,8"
31/01/2009 11.00,"3,3","12,5","25,6","0,2","36,0","13,8"
31/01/2009 12.00,"3,4","15,5","29,7","0,2","38,5","13,8"
31/01/2009 13.00,"3,4","15,2","29,5","0,2","39,5","13,8"
31/01/2009 14.00,"3,3","16,2","28,1","0,2","39,4","13,8"
31/01/2009 15.00,"2,6","15,8","24,5","0,2","40,4","13,8"
31/01/2009 16.00,"2,0","18,1","28,6","0,2","33,2","13,8"
31/01/2009 17.00,"1,5","21,4","35,1","0,2","25,1","13,8"
31/01/2009 18.00,"1,5","24,9","40,9","0,3","19,5","13,8"
31/01/2009 19.00,"1,6","34,7","62,6","0,4","9,8","13,8"
31/01/2009 20.00,"1,6","35,8","62,9","0,4","7,1","13,8"
31/01/2009 21.00,"0,8","34,7","67,5","0,5","6,4","13,8"
31/01/2009 22.00,"1,6","34,2","79,0","0,7","5,2","13,8"
31/01/2009 23.00,"1,7","34,4","78,4","0,6","4,0",
01/02/2009 0.00,"2,1","31,0","70,1","0,7","3,5",
01/02/2009 1.00,,"30,8","95,3","0,7","2,6",
01/02/2009 2.00,"0,0","22,9","57,9","0,5","2,6",
01/02/2009 3.00,,"21,1","47,9",,"2,7",
01/02/2009 4.00,,"18,8","40,0",,"2,8",
01/02/2009 5.00,,"13,7","25,8",,,"26,8"
01/02/2009 6.00,,"11,4","22,9",,"19,4","26,8"
01/02/2009 7.00,,"16,7","28,0",,"18,6","26,8"
01/02/2009 8.00,,"19,2","33,8",,"15,5","26,8"
01/02/2009 9.00,,"11,8","22,6",,"33,1","26,8"
01/02/2009 10.00,"0,1","9,0","17,2",,"47,9","26,8"
01/02/2009 11.00,"0,0","10,1","15,9",,"52,0","26,8"
01/02/2009 12.00,"0,0","11,3","16,7",,"52,7","26,8"
01/02/2009 13.00,,"10,1","15,4",,"54,9","26,8"
01/02/2009 14.00,,"8,8","14,0",,"56,8","26,8"
01/02/2009 15.00,,"9,1","13,4",,"53,0","26,8"
01/02/2009 16.00,,"9,6","14,8",,"52,3","26,8"
01/02/2009 17.00,,"10,6","17,0",,"51,3","26,8"
01/02/2009 18.00,,"18,1","23,4",,"45,5","26,8"
01/02/2009 19.00,,"15,3","22,2",,"47,1","26,8"
01/02/2009 20.00,,"14,3","20,6",,"57,8","26,8"
01/02/2009 21.00,,"13,4","17,8",,"59,9","26,8"
01/02/2009 22.00,,"11,1","16,1",,"60,0","26,8"
01/02/2009 23.00,,"10,2","15,3",,"61,0",
02/02/2009 0.00,,"8,7","13,3",,"55,7",
02/02/2009 1.00,,"7,6","11,5",,"56,8",
02/02/2009 2.00,,"6,8","10,9",,"54,0",
02/02/2009 3.00,,"5,9","10,5",,"52,1",
02/02/2009 4.00,,"7,5","11,9",,"51,5",
02/02/2009 5.00,,"7,4","11,7",,"50,5","22,0"
02/02/2009 6.00,,"7,9","13,2",,"49,2","22,0"
02/02/2009 7.00,"0,0","12,6","20,3",,"47,8","22,0"
02/02/2009 8.00,"0,2","23,0","37,6",,"37,6","22,0"
02/02/2009 9.00,"0,3","20,2","33,9",,"40,5","22,0"
02/02/2009 10.00,"0,2","16,8","27,2",,"49,6","22,0"
02/02/2009 11.00,,,,,"57,0","22,0"
02/02/2009 12.00,"0,0","15,3","22,5",,"57,0","22,0"
02/02/2009 13.00,,"18,4","26,2",,"53,8","22,0"
02/02/2009 14.00,,"17,9","25,2",,"52,8","22,0"
02/02/2009 15.00,,"13,4","18,5",,"55,6","22,0"
02/02/2009 16.00,,"15,4","20,9",,"53,1","22,0"
02/02/2009 17.00,,"16,0","22,8",,"53,9","22,0"
02/02/2009 18.00,,"18,3","25,6",,"53,6","22,0"
02/02/2009 19.00,"0,0","18,3","24,4",,"56,3","22,0"
02/02/2009 20.00,"0,1","17,2","22,6",,"57,2","22,0"
02/02/2009 21.00,"0,0","13,2","18,3",,"60,1","22,0"
02/02/2009 22.00,"0,0","10,5","15,6",,"60,5","22,0"
02/02/2009 23.00,,"9,4","13,9",,"60,5",
03/02/2009 0.00,"0,0","9,5","14,2",,"58,6",
03/02/2009 1.00,,"9,0","13,4",,"56,3",
03/02/2009 2.00,"0,0",,,,"56,1",
03/02/2009 3.00,"0,0","9,2","13,8",,"52,2",
03/02/2009 4.00,"0,0","8,7","13,9",,"51,0",
03/02/2009 5.00,"0,0","7,7","11,8",,,"3,9"
03/02/2009 6.00,"0,0","8,7","14,1",,"47,3","3,9"
03/02/2009 7.00,"0,0","12,9","20,2",,"44,6","3,9"
03/02/2009 8.00,"0,1","18,1","29,5",,"40,4","3,9"
03/02/2009 9.00,"0,2","14,2","23,5",,"43,4","3,9"
03/02/2009 10.00,"0,3","13,7","21,8",,"44,8","3,9"
