,TARANTO,,,,
,Talsano,,,,
Parm,SO2,NOX,NO2,PM10,O3
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3 293K
,,,,,
,,,,,
05/03/2009 13.00,"0,184039",,,"26,45652",
05/03/2009 14.00,"0,353644",,,"26,45652",
05/03/2009 15.00,"0,405969",,,"26,45652",
05/03/2009 16.00,"0,169605",,,"26,45652",
05/03/2009 17.00,"0,147953",,,"26,45652",
05/03/2009 18.00,"0,198474",,,"26,45652",
05/03/2009 19.00,"0,205691",,,"26,45652",
05/03/2009 20.00,"0,075781",,,"26,45652",
05/03/2009 21.00,"0,057738",,,"26,45652",
05/03/2009 22.00,"0,066759",,,"26,45652",
05/03/2009 23.00,"0,099237",,,"26,45652",
06/03/2009 0.00,"0,009022",,,"26,45652",
06/03/2009 1.00,"0,073977",,,"7,570615",
06/03/2009 2.00,"0,082998",,,"7,570615",
06/03/2009 3.00,"0,180431",,,"7,570615",
06/03/2009 4.00,"0,133519",,,"7,570615",
06/03/2009 5.00,"0,310341",,,"7,570615",
06/03/2009 6.00,"0,171409",,,"7,570615",
06/03/2009 7.00,"0,599029",,,"7,570615",
06/03/2009 8.00,"0,400556",,,"7,570615",
06/03/2009 9.00,"0,606247",,,"7,570615",
06/03/2009 10.00,"1,277449",,,"7,570615",
06/03/2009 11.00,"1,140321",,,"7,570615",
06/03/2009 12.00,"1,7177",,,"7,570615",
06/03/2009 13.00,"2,138102",,,"7,570615",
06/03/2009 14.00,"1,392924",,,"7,570615",
06/03/2009 15.00,"2,074951",,,"7,570615",
06/03/2009 16.00,"1,401946",,,"7,570615",
06/03/2009 17.00,"0,88411",,,"7,570615",
06/03/2009 18.00,"0,828177",,,"7,570615",
06/03/2009 19.00,"0,822763","17,877499","13,277232","7,570615",
06/03/2009 20.00,"0,463706","18,913781","14,049456","7,570615",
06/03/2009 21.00,"0,357253","16,149928","12,027377","7,570615",
06/03/2009 22.00,"0,312145","12,568981","9,361551","7,570615",
06/03/2009 23.00,"0,561139","9,879055","7,853425","7,570615",
07/03/2009 0.00,"0,292298","6,514704","6,648999","7,570615",
07/03/2009 1.00,,,,"4,177045",
07/03/2009 2.00,"0,290493",,,"4,177045",
07/03/2009 3.00,"0,232756",,,"4,177045",
07/03/2009 4.00,"0,303123",,,"4,177045",
07/03/2009 5.00,"0,396947",,,"4,177045",
07/03/2009 6.00,"0,185844",,,"4,177045",
07/03/2009 7.00,"0,366275",,,"4,177045",
07/03/2009 8.00,"0,433033","25,525754","26,525883","4,177045",
07/03/2009 9.00,"0,193061","17,414479","18,154629","4,177045",
07/03/2009 10.00,"0,088411","4,497907","6,293382","4,177045",
07/03/2009 11.00,"0,079389","4,112706","6,015638","4,177045",
07/03/2009 12.00,"0,03789","5,19568","6,617851","4,177045",
07/03/2009 13.00,"0,229146","8,277292","8,000083","4,177045",
07/03/2009 14.00,"3,819716","22,259961","20,028754","4,177045",
07/03/2009 15.00,"7,612367","17,693328","22,142987","4,177045",
07/03/2009 16.00,"0,104649",0,"3,604191","4,177045",
07/03/2009 17.00,"0,252602",0,"4,429637","4,177045",
07/03/2009 18.00,"0,064955","0,893615","6,656787","4,177045",
07/03/2009 19.00,"0,034282","6,748159","12,090971","4,177045",
07/03/2009 20.00,,"8,369376","12,205181","4,177045",
07/03/2009 21.00,,"10,452318","12,797017","4,177045",
07/03/2009 22.00,"0,961696","24,423313","24,058637","4,177045",
07/03/2009 23.00,"3,644698","54,384715","52,195208","4,177045",
08/03/2009 0.00,"2,933802","68,48023","59,478877","4,177045",
08/03/2009 1.00,"1,984736","26,368773","24,791928","15,41066",
08/03/2009 2.00,"5,234292","43,141238","37,67202","15,41066",
08/03/2009 3.00,"4,153512","72,105287","50,122506","15,41066",
08/03/2009 4.00,"5,905493","86,860954","59,739751","15,41066",
08/03/2009 5.00,"16,439031","57,960481","51,66438","15,41066",
08/03/2009 6.00,"11,060393","41,191898","37,352735","15,41066",
08/03/2009 7.00,"6,868992","17,996821","18,152036","15,41066",
08/03/2009 8.00,"6,011947","22,869545","17,75099","15,41066",
08/03/2009 9.00,"8,794187","23,703503","15,630272","15,41066",
08/03/2009 10.00,"5,53922","19,673792","13,153929","15,41066",
08/03/2009 11.00,"0,694658","9,750655","7,061723","15,41066",
08/03/2009 12.00,"3,751151","14,018999","10,741187","15,41066",
08/03/2009 13.00,"1,519226","12,274567","9,632806","15,41066",
08/03/2009 14.00,"1,816936","10,690961","8,411509","15,41066",
08/03/2009 15.00,"1,012216","7,538016","6,490659","15,41066",
08/03/2009 16.00,"1,65094","9,815504","8,507551","15,41066",
08/03/2009 17.00,"7,765732","19,178354","17,566696","15,41066",
08/03/2009 18.00,"10,075245","26,61001","25,770547","15,41066",
08/03/2009 19.00,"4,969059","19,293781","18,649122","15,41066",
08/03/2009 20.00,"2,580157","22,984973","21,805536","15,41066",
08/03/2009 21.00,,"21,188668","20,407731","15,41066",
08/03/2009 22.00,,"31,30506","28,551876","15,41066",
08/03/2009 23.00,,"83,947967","77,373936","15,41066",
09/03/2009 0.00,,"52,978803","46,636431","15,41066",
09/03/2009 1.00,,"40,872843","36,5909","24,96689",
09/03/2009 2.00,,,,"24,96689",
09/03/2009 3.00,,"35,950838","33,944538","24,96689",
09/03/2009 4.00,,"32,181807","29,744621","24,96689",
09/03/2009 5.00,,"31,643579","29,520093","24,96689",
09/03/2009 6.00,,"19,24709","26,280592","24,96689",
09/03/2009 7.00,,"18,305499","25,839321","24,96689",
09/03/2009 8.00,"0,229146","30,819986","29,882189","24,96689",
09/03/2009 9.00,"0,117279","9,032131","18,193566","24,96689",
09/03/2009 10.00,"1,336991","9,408254","17,237038","24,96689",
09/03/2009 11.00,"0,97613","9,102168","15,420011","24,96689",
09/03/2009 12.00,"0,449272","9,155344","12,868394","24,96689",
09/03/2009 13.00,"0,082998","13,511882","11,874229","24,96689",
09/03/2009 14.00,"0,027064","14,173338","10,825543","24,96689",
09/03/2009 15.00,"0,018043","14,183715","10,72301","24,96689",
09/03/2009 16.00,"0,227342","13,051457","10,65552","24,96689",
09/03/2009 17.00,,"9,135889","7,512083","24,96689",
09/03/2009 18.00,,"12,532666","11,442039","24,96689",
09/03/2009 19.00,,"17,085046","15,187696","24,96689",
09/03/2009 20.00,,"11,553451","9,962466","24,96689",
09/03/2009 21.00,,"10,11251","8,507551","24,96689",
09/03/2009 22.00,"0,010826","11,937353","10,768439","24,96689",
09/03/2009 23.00,"2,825543","23,043347","20,275345","24,96689",
10/03/2009 0.00,"0,831785","10,199408","8,822933","24,96689",
10/03/2009 1.00,,"6,631432","5,828743","22,25939",
10/03/2009 2.00,,"6,290327","6,443935","22,25939",
10/03/2009 3.00,,"6,545831","5,962425","22,25939",
10/03/2009 4.00,,"5,256639","6,028616","22,25939",
10/03/2009 5.00,"0,261624","6,128204","6,991637","22,25939",
10/03/2009 6.00,"6,665105","66,674864","65,041556","22,25939",
10/03/2009 7.00,"4,880648","25,878518","25,327956","22,25939",
10/03/2009 8.00,"17,563101","50,522343","44,056244","22,25939",
10/03/2009 9.00,"14,905365","54,057899","43,829118","22,25939",
10/03/2009 10.00,"7,702582","31,266152","24,319511","22,25939",
10/03/2009 11.00,"3,837758","18,484483","14,645182","22,25939",
10/03/2009 12.00,"1,640114","16,567554","12,133804","22,25939",
10/03/2009 13.00,"3,686197","17,467653","13,391439","22,25939",
10/03/2009 14.00,"0,783069","13,100741","9,962466","22,25939",
10/03/2009 15.00,"0,126301","12,725914","9,358957","22,25939",
10/03/2009 16.00,"0,615269","11,954215","10,229819","22,25939",
10/03/2009 17.00,"0,497988","10,938683","11,93523","22,25939",
10/03/2009 18.00,,"12,680521","14,427137","22,25939",
10/03/2009 19.00,,"17,642746","19,185121","22,25939",
10/03/2009 20.00,,"20,885177","22,698479","22,25939",
10/03/2009 21.00,,"34,538424","35,36441","22,25939",
10/03/2009 22.00,,"50,707807","50,932391","22,25939",
10/03/2009 23.00,,"34,281623","34,782971","22,25939",
11/03/2009 0.00,,"22,406517","21,801636","22,25939",
11/03/2009 1.00,,"22,684083","22,463552","22,706141",
11/03/2009 2.00,,,,"22,706141",
11/03/2009 3.00,,"9,958172","11,187651","22,706141",
11/03/2009 4.00,,"6,531564","8,237595","22,706141",
11/03/2009 5.00,,"5,451184","6,904679","22,706141",
11/03/2009 6.00,,"6,512109","7,050041","22,706141",
11/03/2009 7.00,,"16,376899","15,798993","22,706141",
11/03/2009 8.00,,"30,622859","27,363032","22,706141",
11/03/2009 9.00,,"17,312017","15,41223","22,706141",
11/03/2009 10.00,"0,135323","17,20826","15,237009","22,706141",
11/03/2009 11.00,"0,364469","15,07733","13,419993","22,706141",
11/03/2009 12.00,"0,131715","15,181088","13,244783","22,706141",
11/03/2009 13.00,,"20,096611","18,56735","22,706141",
11/03/2009 14.00,,"19,527236","16,933337","22,706141",
11/03/2009 15.00,,"10,723387","9,024106","22,706141",
11/03/2009 16.00,,"9,703964","8,489381","22,706141",
11/03/2009 17.00,,"16,574038","15,172123","22,706141",
11/03/2009 18.00,,"29,209164","27,305921","22,706141",
11/03/2009 19.00,,"46,451142","44,933625","22,706141",
11/03/2009 20.00,,"59,593388","57,764387","22,706141",
11/03/2009 21.00,,"34,578634","33,835515","22,706141",
11/03/2009 22.00,,"45,503055","44,723362","22,706141",
11/03/2009 23.00,"0,021652","41,800182","41,360572","22,706141",
12/03/2009 0.00,"0,005412","24,320849","23,667978","22,706141",
12/03/2009 1.00,"0,380709","31,17927","30,342941","13,81169",
12/03/2009 2.00,"0,090215","47,479645","46,741555","13,81169",
12/03/2009 3.00,"1,053715","17,851559","16,654293","13,81169",
12/03/2009 4.00,"2,719089","33,851022","32,123625","13,81169",
12/03/2009 5.00,"0,048716","6,596413","5,336851","13,81169",
12/03/2009 6.00,,"5,242371","4,404978","13,81169",
12/03/2009 7.00,,"12,589734","11,401799","13,81169",
12/03/2009 8.00,"4,214859","38,163462","32,326087","13,81169",
12/03/2009 9.00,"9,229024","69,176735","50,73641","13,81169",
12/03/2009 10.00,"6,143662","23,170438","18,022252","13,81169",
12/03/2009 11.00,"2,226514","10,278523","8,103914","13,81169",
12/03/2009 12.00,"1,364055","7,456306","6,116872","13,81169",
12/03/2009 13.00,"0,064955","6,408351","5,649636","13,81169",
12/03/2009 14.00,,"7,094451","6,234978","13,81169",
12/03/2009 15.00,,"6,383709","5,487404","13,81169",
12/03/2009 16.00,,"7,377192","6,343999","13,81169",
12/03/2009 17.00,,"9,541841","8,280425","13,81169",
12/03/2009 18.00,"8,673299","25,822763","24,496028","13,81169",
12/03/2009 19.00,"13,534093","40,64847","39,508516","13,81169",
12/03/2009 20.00,"14,216124","28,237715","27,431808","13,81169",
12/03/2009 21.00,"9,052201","26,768247","25,338339","13,81169",
12/03/2009 22.00,"1,129495","18,003305","16,959295","13,81169",
12/03/2009 23.00,"8,283568","22,12637","20,813974","13,81169",
13/03/2009 0.00,"5,952405","31,316723","30,362406","13,81169",
13/03/2009 1.00,,"16,492329","15,730201","16,00746",
13/03/2009 2.00,"0,097433",,,"16,00746",
13/03/2009 3.00,"0,887719","12,808921","12,138991","16,00746",
13/03/2009 4.00,"0,422208","8,550954","7,61202","16,00746",
13/03/2009 5.00,"0,949065","11,967185","10,665906","16,00746",
13/03/2009 6.00,,"10,362827","9,159084","16,00746",
13/03/2009 7.00,"0,018043","15,867186","14,319417","16,00746",
13/03/2009 8.00,"0,066759","19,300263","16,251945","16,00746",
13/03/2009 9.00,"2,637896","16,808792","13,850881","16,00746",
13/03/2009 10.00,"0,119085","10,856975","8,865764","16,00746",
13/03/2009 11.00,"0,010826","8,697512","6,885211","16,00746",
13/03/2009 12.00,"0,230952","24,262496","16,959295","16,00746",
13/03/2009 13.00,"0,082998","16,498815","12,941083","16,00746",
13/03/2009 14.00,,"14,270611","11,155202","16,00746",
13/03/2009 15.00,,"12,690896","9,593871","16,00746",
13/03/2009 16.00,"0,014434","16,480657","13,426483","16,00746",
13/03/2009 17.00,,"17,051325","14,797037","16,00746",
13/03/2009 18.00,,"28,336298","24,910051","16,00746",
13/03/2009 19.00,,"47,910225","45,085476","16,00746",
13/03/2009 20.00,,"19,174472","17,587458","16,00746",
13/03/2009 21.00,,"23,253456","21,992436","16,00746",
13/03/2009 22.00,,"20,920185","19,019011","16,00746",
13/03/2009 23.00,,"26,093828","23,963898","16,00746",
14/03/2009 0.00,,"24,095195","22,080693","16,00746",
14/03/2009 1.00,,"25,358435","23,453834","23,96459",
14/03/2009 2.00,,"31,412726","29,684927","23,96459",
14/03/2009 3.00,,"27,229977","25,610895","23,96459",
14/03/2009 4.00,,"21,678925","20,834719","23,96459",
14/03/2009 5.00,,"17,871013","17,217569","23,96459",
14/03/2009 6.00,,"24,728106","23,998946","23,96459",
14/03/2009 7.00,"0,043303","51,415953","45,890158","23,96459",
14/03/2009 8.00,"0,826372","45,327955","40,091253","23,96459",
14/03/2009 9.00,"3,936996","43,722295","35,866691","23,96459",
14/03/2009 10.00,"5,030405","26,303937","21,705596","23,96459",
14/03/2009 11.00,"7,359764","21,629632","17,312309","23,96459",
14/03/2009 12.00,"0,039695","6,645699","5,192787","23,96459",
14/03/2009 13.00,"0,02526","8,028273","6,97736","23,96459",
14/03/2009 14.00,"0,783069","11,55734","9,793744","23,96459",
14/03/2009 15.00,"0,014434","11,54048","10,272652","23,96459",
14/03/2009 16.00,"0,063151","11,798579","10,704845","23,96459",
14/03/2009 17.00,"0,005412","12,349791","11,660083","23,96459",
14/03/2009 18.00,,"11,440612","12,075398","23,96459",
14/03/2009 19.00,,"16,188838","16,945014","23,96459",
14/03/2009 20.00,,"46,151531","45,833048","23,96459",
14/03/2009 21.00,,"79,23865","77,538751","23,96459",
14/03/2009 22.00,,"71,625412","71,076664","23,96459",
14/03/2009 23.00,,"33,469692","33,861481","23,96459",
15/03/2009 0.00,,"41,753491","42,553319","23,96459",
15/03/2009 1.00,,"28,307752","29,087887","21,87681",
15/03/2009 2.00,,,,"21,87681",
15/03/2009 3.00,,"23,38963","24,502528","21,87681",
15/03/2009 4.00,,"21,957771","22,795819","21,87681",
15/03/2009 5.00,,"21,371532","22,109239","21,87681",
15/03/2009 6.00,,"19,601174","19,95996","21,87681",
15/03/2009 7.00,,"16,120098","15,570564","21,87681",
15/03/2009 8.00,,"19,433855","15,693867","21,87681",
15/03/2009 9.00,,"25,08477","20,087166","21,87681",
15/03/2009 10.00,"0,059542","17,523425","15,569273","21,87681",
15/03/2009 11.00,"0,057738","13,365323","12,124722","21,87681",
15/03/2009 12.00,"0,072172","13,602669","12,629589","21,87681",
15/03/2009 13.00,,"12,950292","12,120825","21,87681",
15/03/2009 14.00,,"8,585972","8,620468","21,87681",
15/03/2009 15.00,,"7,586005","7,543233","21,87681",
15/03/2009 16.00,,"10,214972","9,231765","21,87681",
15/03/2009 17.00,,"10,058037","9,260319","21,87681",
15/03/2009 18.00,,"15,994291","15,085163","21,87681",
15/03/2009 19.00,,"26,764367","26,013238","21,87681",
15/03/2009 20.00,,"26,621693","25,735481","21,87681",
15/03/2009 21.00,,"22,4169","21,638104","21,87681",
15/03/2009 22.00,,"27,528267","26,441544","21,87681",
15/03/2009 23.00,,"27,599605","26,706298","21,87681",
16/03/2009 0.00,,"23,914913","23,164395","21,87681",
16/03/2009 1.00,,"22,297571","21,545965","25,65662",
16/03/2009 2.00,,"18,199148","17,287652","25,65662",
16/03/2009 3.00,,"13,183748","13,029333","25,65662",
16/03/2009 4.00,,"10,960733","10,220735","25,65662",
16/03/2009 5.00,,"10,313542","9,678232","25,65662",
16/03/2009 6.00,,"12,319962","11,548466","25,65662",
16/03/2009 7.00,,"18,274373","16,649105","25,65662",
16/03/2009 8.00,,"30,761632","26,135223","25,65662",
16/03/2009 9.00,,"29,775938","24,242936","25,65662",
16/03/2009 10.00,,"11,213642","9,933914","25,65662",
16/03/2009 11.00,"0,42762","11,567717","10,577656","25,65662",
16/03/2009 12.00,"0,023456","9,58075","8,809957","25,65662",
16/03/2009 13.00,"0,055934","15,821793","14,283073","25,65662",
16/03/2009 14.00,"0,068564","16,38079","15,333052","25,65662",
16/03/2009 15.00,"0,23456","16,201806","15,221435","25,65662",
16/03/2009 16.00,"0,046912","14,99173","14,296052","25,65662",
16/03/2009 17.00,,"13,923023","13,177293","25,65662",
16/03/2009 18.00,,"21,852725","21,109876","25,65662",
16/03/2009 19.00,,"35,186918","34,692109","25,65662",
16/03/2009 20.00,,"41,207441","40,448167","25,65662",
16/03/2009 21.00,,"25,370118","24,651779","25,65662",
16/03/2009 22.00,,"19,186135","18,436266","25,65662",
16/03/2009 23.00,"0,036086","17,367788","16,603676","25,65662",
17/03/2009 0.00,"2,773218","51,738911","50,997265","25,65662",
17/03/2009 1.00,,"63,449298","62,209595","16,7505",
17/03/2009 2.00,"5,488699",,,"16,7505",
17/03/2009 3.00,"4,555872","59,18873","57,844843","16,7505",
17/03/2009 4.00,"1,161973","21,708751","20,978788","16,7505",
17/03/2009 5.00,"1,199864","31,397162","30,490892","16,7505",
17/03/2009 6.00,"0,997781","58,915066","57,224456","16,7505",
17/03/2009 7.00,"0,548509","27,638513","25,340939","16,7505",
17/03/2009 8.00,"0,534074","23,507656","18,989156","16,7505",
17/03/2009 9.00,"0,691049","28,533425","19,696506","16,7505",
17/03/2009 10.00,"0,783069","18,811319","12,517975","16,7505",
17/03/2009 11.00,"0,2093","12,583248","9,963764","16,7505",
17/03/2009 12.00,"0,064955","9,814208","7,84953","16,7505",
17/03/2009 13.00,"0,007218","7,510779","6,276509","16,7505",
17/03/2009 14.00,"0,036086","7,954346","6,109084","16,7505",
17/03/2009 15.00,"0,122693","7,221555","6,016936","16,7505",
17/03/2009 16.00,,"6,972536","5,724914","16,7505",
17/03/2009 17.00,,"8,238383","7,309616","16,7505",
17/03/2009 18.00,,"10,973702","10,228527","16,7505",
17/03/2009 19.00,,"15,867186","15,122799","16,7505",
17/03/2009 20.00,"0,018043","19,483145","18,392141","16,7505",
17/03/2009 21.00,"5,557262","66,183305","64,34589","16,7505",
17/03/2009 22.00,"5,970448","69,091114","67,224583","16,7505",
17/03/2009 23.00,"6,894253","58,899502","57,285468","16,7505",
18/03/2009 0.00,"8,009314","38,041552","36,655792","16,7505",
18/03/2009 1.00,"10,782529","36,769231","35,579851","15,90815",
18/03/2009 2.00,"7,677321","21,135495","20,006689","15,90815",
18/03/2009 3.00,"10,952134","23,051129","22,026182","15,90815",
18/03/2009 4.00,"2,329359","10,838818","10,519248","15,90815",
18/03/2009 5.00,"2,589179","24,36366","23,826329","15,90815",
18/03/2009 6.00,"5,995708","38,728954","37,744713","15,90815",
18/03/2009 7.00,"5,928949","80,518775","66,200547","15,90815",
18/03/2009 8.00,"13,988783","112,098801","75,469966","15,90815",
18/03/2009 9.00,"20,46985","99,011028","65,184323","15,90815",
18/03/2009 10.00,"17,552281","33,827678","26,241664","15,90815",
18/03/2009 11.00,"9,573647","19,67251","16,046892","15,90815",
18/03/2009 12.00,"4,536025","14,482019","12,852821","15,90815",
18/03/2009 13.00,"1,192646","11,819329","10,89174","15,90815",
18/03/2009 14.00,"1,333383","11,209752","9,898871","15,90815",
18/03/2009 15.00,"0,786677","7,641774","7,08768","15,90815",
18/03/2009 16.00,"0,642333","6,483576","5,748275","15,90815",
18/03/2009 17.00,"0,005412","7,340875","6,563339","15,90815",
18/03/2009 18.00,,"9,314872","8,554276","15,90815",
18/03/2009 19.00,,"13,92432","12,845042","15,90815",
18/03/2009 20.00,,"18,187476","16,863243","15,90815",
18/03/2009 21.00,,"20,516831","18,932053","15,90815",
18/03/2009 22.00,"0,009022","20,581684","19,091689","15,90815",
18/03/2009 23.00,"2,44303","27,591823","26,354587","15,90815",
19/03/2009 0.00,"1,661766","37,993563","37,095763","15,90815",
19/03/2009 1.00,,"18,235463","17,504394","21,12385",
19/03/2009 2.00,"2,163362",,,"21,12385",
19/03/2009 3.00,"0,344623","32,27001","31,095695","21,12385",
19/03/2009 4.00,"1,106039","36,96766","36,143129","21,12385",
19/03/2009 5.00,"2,820131","64,344191","63,52044","21,12385",
19/03/2009 6.00,"2,056909","60,156261","58,844208","21,12385",
19/03/2009 7.00,"5,375028","68,699442","62,709279","21,12385",
19/03/2009 8.00,"3,125058","36,706976","29,617433","21,12385",
19/03/2009 9.00,"2,332968","25,8072","20,860685","21,12385",
19/03/2009 10.00,"5,526588","16,065625","12,894353","21,12385",
19/03/2009 11.00,"12,882735","22,342982","18,157222","21,12385",
19/03/2009 12.00,"7,148659","21,665961","18,045606","21,12385",
19/03/2009 13.00,"2,951844","18,188772","15,475824","21,12385",
19/03/2009 14.00,"1,208884","14,491098","12,357036","21,12385",
19/03/2009 15.00,"0,229146","12,855613","11,686041","21,12385",
19/03/2009 16.00,"0,503402","17,494892","15,292822","21,12385",
19/03/2009 17.00,"0,227342","15,701176","13,801569","21,12385",
