NetC,Foggia,,,
,Stat,Manfredonia - Zona 167 - Viale Michelangelo,,,
Parm,SO2,NO2,CO,PM10



13/04/2009 6.00,"1,51529135","2,19340434","0,1316252","20,60247993"
13/04/2009 7.00,"1,81871127","4,16616961","0,19718324","20,60247993"
13/04/2009 8.00,"1,7934256","5,99357317","0,24925408","20,60247993"
13/04/2009 9.00,"1,94694175","6,0169359","0,23173015","20,60247993"
13/04/2009 10.00,"1,75369243","5,75476628","0,0952737","20,60247993"
13/04/2009 11.00,"1,80787412","7,22395664","0,12285974","20,60247993"
13/04/2009 12.00,"1,6326857","6,78008393","0,12157125","20,60247993"
13/04/2009 13.00,"1,32023584","3,90659458","0,17401023","20,60247993"
13/04/2009 14.00,"1,23535092","2,26608519","0,13559435","20,60247993"
13/04/2009 15.00,"1,15407736","2,95136129","0,16886442","20,60247993"
13/04/2009 16.00,"1,27147272","5,25897894","0,23617812","20,60247993"
13/04/2009 17.00,"1,38886707","6,57761651","0,31908302","20,60247993"
13/04/2009 18.00,"1,34190913","6,42446722","0,27087998","20,60247993"
13/04/2009 19.00,"1,34371532","6,89040442","0,22786119","20,60247993"
13/04/2009 20.00,"1,6706137","6,77748934","0,22921492","20,60247993"
13/04/2009 21.00,"1,83496598","6,06365944","0,13902761","20,60247993"
13/04/2009 22.00,"2,12393636","6,62304181","0,20805386","20,60247993"
13/04/2009 23.00,"1,71757062","6,55295745","0,26670112","20,60247993"
14/04/2009 0.00,"2,02640911","3,08374434","0,14901865","20,60247993"
14/04/2009 1.00,,"1,64959521","0,15950248","29,91127014"
14/04/2009 2.00,"2,01557196",,"0,13304184","29,91127014"
14/04/2009 3.00,"2,12032398","1,27451052",,"29,91127014"
14/04/2009 4.00,"2,45083474","1,1602972","0,15738451","29,91127014"
14/04/2009 5.00,"2,53752585","1,27061578","0,14858527","29,91127014"
14/04/2009 6.00,"2,7109091","2,21287232","0,11223028","29,91127014"
14/04/2009 7.00,"2,94389159","5,36280819","0,13703662","29,91127014"
14/04/2009 8.00,"3,07392827","7,39527566","0,20898469","29,91127014"
14/04/2009 9.00,"2,98723715","6,24016954","0,09326175","29,91127014"
14/04/2009 10.00,"3,11908001","3,83391372","0,06455848","29,91127014"
14/04/2009 11.00,"3,32677786","5,95982828","0,14235368","29,91127014"
14/04/2009 12.00,"3,11546763","7,1006575","0,12762925","29,91127014"
14/04/2009 13.00,"2,87706656","6,58799867","0,15440444","29,91127014"
14/04/2009 14.00,"2,66756252","4,96046794","0,25001017","29,91127014"
14/04/2009 15.00,"2,84816952","4,78914892","0,25240308","29,91127014"
14/04/2009 16.00,"2,61879941","5,77033952","0,31226194","29,91127014"
14/04/2009 17.00,"2,40207061","4,76968094","0,35371148","29,91127014"
14/04/2009 18.00,"2,89332127","6,83459505","0,30863413","29,91127014"
14/04/2009 19.00,"3,07573446","13,33823246","0,45826091","29,91127014"
14/04/2009 20.00,"3,43333607","16,5569487","0,34965961","29,91127014"
14/04/2009 21.00,"3,30691076","14,59716018","0,24464534","29,91127014"
14/04/2009 22.00,"3,34845114","12,63477898","0,22253131","29,91127014"
14/04/2009 23.00,"3,35928728","7,03836071","0,27478739","29,91127014"
15/04/2009 0.00,"3,57962745","2,6814041","0,13118949","29,91127014"
15/04/2009 1.00,"3,44959078","2,5022975","0,15402698","46,25735092"
15/04/2009 2.00,"3,04864361","2,39068067","0,15240647","46,25735092"
15/04/2009 3.00,"3,29246326","2,65544678","0,10574705","46,25735092"
15/04/2009 4.00,"3,20577113","1,71448849","0,12014179","46,25735092"
15/04/2009 5.00,"3,25453526","2,73072414","0,12990682","46,25735092"
15/04/2009 6.00,"3,12811097","7,62629689","0,1082553","46,25735092"
15/04/2009 7.00,"3,05767355","13,59131625","0,15476093","46,25735092"
15/04/2009 8.00,"3,16603796","7,48482992","0,21782355","46,25735092"
15/04/2009 9.00,"3,37554199","10,27265211","0,41553803","46,25735092"
15/04/2009 10.00,"3,45681453","7,99748874","0,13479866","46,25735092"
15/04/2009 11.00,"3,08837678","6,0740416","0,18671572","46,25735092"
15/04/2009 12.00,"3,26898378","3,75734003","0,16417763","46,25735092"
15/04/2009 13.00,"2,85900667","3,36797844","0,17292911","46,25735092"
15/04/2009 14.00,"2,60796226","3,82482981","0,11890806","46,25735092"
15/04/2009 15.00,"2,22688219","3,72489339","0,11902339","46,25735092"
15/04/2009 16.00,"1,99028731","2,61261607","0,16182316","46,25735092"
15/04/2009 17.00,"1,88734148","2,8008085","0,1408287","46,25735092"
15/04/2009 18.00,"1,5080676","6,21810506","0,17494456","46,25735092"
15/04/2009 19.00,"1,30036976","8,00527632","0,20898469","46,25735092"
15/04/2009 20.00,"1,28592124","18,62316489","0,37038379","46,25735092"
15/04/2009 21.00,"1,24799324","23,89382424","0,42395166","46,25735092"
15/04/2009 22.00,"1,44666114","13,09163608","0,37200547","46,25735092"
15/04/2009 23.00,"1,35635765","10,98388934","0,2825824","46,25735092"
16/04/2009 0.00,"1,58572776","6,1337438","0,17915254","46,25735092"
16/04/2009 1.00,,"4,55942403","0,20805852","44,90517044"
16/04/2009 2.00,"1,64532803",,"0,16375357","44,90517044"
16/04/2009 3.00,"2,16005817","3,16291453",,"44,90517044"
16/04/2009 4.00,"2,36053124","2,66063786","0,16281225","44,90517044"
16/04/2009 5.00,"2,83733339","13,12796982","0,25296344","44,90517044"
16/04/2009 6.00,"3,08476542","28,65569848","0,27597452","44,90517044"
16/04/2009 7.00,"4,03475732","38,56884488","1,37855965","44,90517044"
16/04/2009 8.00,"3,52002718","26,44542648","0,39762965","44,90517044"
16/04/2009 9.00,"3,73494979","10,8372313","0,11146371","44,90517044"
16/04/2009 10.00,"3,51280343","7,72882789","0,06454799","44,90517044"
16/04/2009 11.00,"3,27259616","3,47440418","0,11635321","44,90517044"
16/04/2009 12.00,"3,26717759","4,67104277","0,09134998","44,90517044"
16/04/2009 13.00,"3,06670451","8,90340199","0,18049462","44,90517044"
16/04/2009 14.00,"2,9420854","7,79631766","0,18775373","44,90517044"
16/04/2009 15.00,"3,05586736","6,97476568","0,16269691","44,90517044"
16/04/2009 16.00,"2,83552719","8,95142378","0,1787576","44,90517044"
16/04/2009 17.00,"2,19979134","8,8722536","0,27639858","44,90517044"
16/04/2009 18.00,"2,18534282","11,0254199","0,34068212","44,90517044"
16/04/2009 19.00,"2,08600938","17,50179983","0,37759165","44,90517044"
16/04/2009 20.00,"1,85844444","21,02031768","0,41477262","44,90517044"
16/04/2009 21.00,"2,32621664","21,4395428","0,48006039","44,90517044"
16/04/2009 22.00,"2,05711234","18,62316489","0,28516288","44,90517044"
16/04/2009 23.00,"2,05530615","11,48356951","0,15307751","44,90517044"
17/04/2009 0.00,"2,36956118","6,4465317","0,1626573","44,90517044"
17/04/2009 1.00,"2,40748918","3,88453201","0,16891219","59,36642075"
17/04/2009 2.00,"2,18714901","5,26287178","0,21107237","59,36642075"
17/04/2009 3.00,"2,71813285","3,49127567","0,17200177","59,36642075"
17/04/2009 4.00,"2,76689698","3,62106414","0,16674995","59,36642075"
17/04/2009 5.00,"2,70368433","5,57565777","0,2127325","59,36642075"
17/04/2009 6.00,"3,15700801","13,01116765","0,22068595","59,36642075"
17/04/2009 7.00,"2,90776979","16,80744174","0,21902699","59,36642075"
17/04/2009 8.00,"3,27440236","16,95799453","0,31245883","59,36642075"
17/04/2009 9.00,"3,16242557","19,6757228","0,19736731","59,36642075"
17/04/2009 10.00,"3,16603796","15,8509102","0,19115204","59,36642075"
17/04/2009 11.00,"2,59351475","15,62117958","0,18512782","59,36642075"
17/04/2009 12.00,"2,41110157","8,62695547","0,18030239","59,36642075"
17/04/2009 13.00,"1,87469915","7,02927489","0,16358464","59,36642075"
17/04/2009 14.00,"1,7410501","5,25897894","0,11626584","59,36642075"
17/04/2009 15.00,"1,68325602","6,53867863","0,19983828","59,36642075"
17/04/2009 16.00,"1,49181289","6,49974266","0,19420084","59,36642075"
17/04/2009 17.00,"1,82051746","11,33042214","0,21481785","59,36642075"
17/04/2009 18.00,"1,95958408","10,26226804","0,33921538","59,36642075"
17/04/2009 19.00,"2,16186334","12,75288513","1,21238871","59,36642075"
17/04/2009 20.00,"2,21243367","14,92422498","0,45975094","59,36642075"
17/04/2009 21.00,"2,51765876","28,76732104","0,46994469","59,36642075"
17/04/2009 22.00,"2,47250803","17,96254403","0,55499901","59,36642075"
17/04/2009 23.00,"2,4941803","6,03770213","0,24975853","59,36642075"
18/04/2009 0.00,"2,6729811","8,46602052","0,23095659","59,36642075"
18/04/2009 1.00,,"4,40627666","0,19512818","58,36032104"
18/04/2009 2.00,"2,73619375",,"0,18150001","58,36032104"
18/04/2009 3.00,"3,01794038","4,08959592",,"58,36032104"
18/04/2009 4.00,"3,17145653","4,92412656","0,19106","58,36032104"
18/04/2009 5.00,"3,50557866","5,53542546","0,13816434","58,36032104"
18/04/2009 6.00,"3,68618566","16,69323033","0,26083884","58,36032104"
18/04/2009 7.00,"3,80899858","14,12533976","0,7012368","58,36032104"
18/04/2009 8.00,"3,65367623","15,67699468","0,41480291","58,36032104"
18/04/2009 9.00,"3,984187","15,67309802","0,23377123","58,36032104"
18/04/2009 10.00,"3,71869508","16,39990467","0,27024855","58,36032104"
18/04/2009 11.00,"3,53628189","12,82037299","0,26327835","58,36032104"
18/04/2009 12.00,"3,57601506","12,3596307","0,28631856","58,36032104"
18/04/2009 13.00,"3,16784415","7,23304246","0,18656776","58,36032104"
18/04/2009 14.00,"3,19674119","6,02472347","0,17642294","58,36032104"
18/04/2009 15.00,"2,9619525","7,18242418","0,19698403","58,36032104"
18/04/2009 16.00,"2,81385492","7,63018972","0,25084897","58,36032104"
18/04/2009 17.00,"3,02697032","11,54067522","0,2279241","58,36032104"
18/04/2009 18.00,"2,4923741","8,99685099","0,21913417","58,36032104"
18/04/2009 19.00,"2,43096764","8,94104162","0,3439779","58,36032104"
18/04/2009 20.00,"2,18534282","9,47446668","0,35466561","58,36032104"
18/04/2009 21.00,"1,86025064","9,0059349","0,20074115","58,36032104"
18/04/2009 22.00,"1,38706088","9,05655128","0,29023063","58,36032104"
18/04/2009 23.00,"1,36719378","12,67630953","0,32097614","58,36032104"
19/04/2009 0.00,"1,04390779","13,70422367","0,53863892","58,36032104"
19/04/2009 1.00,"0,93734958","11,87941661","0,37476186","24,41526985"
19/04/2009 2.00,"0,83620994","6,56333961","0,39695045","24,41526985"
19/04/2009 3.00,"0,60683882","6,31414865","0,31024999","24,41526985"
19/04/2009 4.00,"0,65560295","2,65285029","0,26966838","24,41526985"
19/04/2009 5.00,"0,79286439","9,94948778","0,31319278","24,41526985"
19/04/2009 6.00,"0,67727522","5,02146648","0,20290922","24,41526985"
19/04/2009 7.00,"0,48944447","9,87810518","0,23264817","24,41526985"
19/04/2009 8.00,"0,70256089","4,45819128","0,27505068","24,41526985"
19/04/2009 9.00,"0,6104512","5,88714934","0,30018206","24,41526985"
19/04/2009 10.00,"0,46235363","5,83133997","0,30467313","24,41526985"
19/04/2009 11.00,"0,56349326","7,25770153","0,41135568","24,41526985"
19/04/2009 12.00,"0,32689838","5,64055296","0,29832272","24,41526985"
19/04/2009 13.00,"0,47860834","6,08442376","0,29181736","24,41526985"
19/04/2009 14.00,"0,4117833","4,62172273","0,2388052","24,41526985"
19/04/2009 15.00,"0,32328599","4,11295674","0,33789777","24,41526985"
19/04/2009 16.00,"0,24020726","5,35372237","0,33321214","24,41526985"
19/04/2009 17.00,"0,22937113","6,32582906","0,34870198","24,41526985"
19/04/2009 18.00,"0,13726144","8,62436089","0,3491272","24,41526985"
19/04/2009 19.00,"0,28716521","11,06695236","0,34955359","24,41526985"
19/04/2009 20.00,"0,30161372","10,35052787","0,40988428","24,41526985"
19/04/2009 21.00,"0,50750537","9,7651901","0,35702707","24,41526985"
19/04/2009 22.00,"0,47499595","7,6665311","0,30084028","24,41526985"
19/04/2009 23.00,"0,47860834","6,30765932","0,33979555","24,41526985"
20/04/2009 0.00,"0,60142126","4,5529347","0,38452107","24,41526985"
20/04/2009 1.00,,"3,3329353","0,33832416","32,68727112"
20/04/2009 2.00,"0,52737247",,"0,29739421","32,68727112"
20/04/2009 3.00,"0,61225739","3,22521322",,"32,68727112"
20/04/2009 4.00,"0,52376009","2,84233905","0,17570064","32,68727112"
20/04/2009 5.00,"0,55085093","4,54514904","0,20760766","32,68727112"
20/04/2009 6.00,"0,43345659","7,33038047","0,14098364","32,68727112"
20/04/2009 7.00,"0,82537279","10,69057325","0,72168605","32,68727112"
20/04/2009 8.00,"0,83079137","16,0014649","0,28839575","32,68727112"
20/04/2009 9.00,"0,58516655","16,09750658","0,17316094","32,68727112"
20/04/2009 10.00,"0,61586978","14,10008224","0,14211602","32,68727112"
20/04/2009 11.00,"0,55265712","12,56859127","0,11536646","32,68727112"
20/04/2009 12.00,"0,63573585","10,80219007","0,02862056","32,68727112"
20/04/2009 13.00,,,,"32,68727112"
20/04/2009 14.00,,,,"32,68727112"
20/04/2009 15.00,"0,65199056","7,1460847","0,1838603","32,68727112"
20/04/2009 16.00,"0,56710564","7,40565974","0,22500461","32,68727112"
20/04/2009 17.00,"0,78202724","5,57825426","0,22277247","32,68727112"
20/04/2009 18.00,"0,61948114","8,66329686","0,22873843","32,68727112"
20/04/2009 19.00,"0,80189433","11,31354874","0,29228336","32,68727112"
20/04/2009 20.00,"0,97888894","11,83529147","0,29232064","32,68727112"
20/04/2009 21.00,"1,04932535","8,31287123","0,16981273","32,68727112"
20/04/2009 22.00,"1,12156896","5,33944546","0,11241784","32,68727112"
20/04/2009 23.00,"1,48639432","10,28563268","0,08808565","32,68727112"
21/04/2009 0.00,"1,09989567","4,72814847","0,14233038","32,68727112"
21/04/2009 1.00,"1,3997032","2,79172267","0,10915468","30,50181961"
21/04/2009 2.00,"1,28411505","2,01819057","0,10250369","30,50181961"
21/04/2009 3.00,"1,38886707","1,20702074","0,11438786","30,50181961"
21/04/2009 4.00,"1,03848921","1,3965095","0,08335808","30,50181961"
21/04/2009 5.00,"1,10531425","2,33097847","0,08424465","30,50181961"
21/04/2009 6.00,"1,09989567","4,64897829","0,08395922","30,50181961"
21/04/2009 7.00,"0,89581021","5,22653039","0,03393179","30,50181961"
21/04/2009 8.00,"0,64296062","5,45365878","0,04874127","30,50181961"
21/04/2009 9.00,"0,45512886","5,18759442","0,10067115","30,50181961"
21/04/2009 10.00,"0,54904474","6,87612751","0,14764278","30,50181961"
21/04/2009 11.00,"0,42081426","7,02538206","0,14329384","30,50181961"
21/04/2009 12.00,"0,26549192","6,72557472","0,18093499","30,50181961"
21/04/2009 13.00,"0,27994044","6,66716886","0,1387515","30,50181961"
21/04/2009 14.00,"0,17338223","5,73918922","0,11043967","30,50181961"
21/04/2009 15.00,"0,13003667","4,66325519","0,15264529","30,50181961"
21/04/2009 16.00,"0,16977086","6,56982894","0,14475591","30,50181961"
21/04/2009 17.00,"0,16615848","5,8547027","0,1505681","30,50181961"
21/04/2009 18.00,"0,20769784","5,18499793","0,15584089","30,50181961"
21/04/2009 19.00,"0,22756494","6,19474425","0,18709318","30,50181961"
21/04/2009 20.00,"0,22034017","5,86897769","0,11777568","30,50181961"
21/04/2009 21.00,"0,22034017","3,57823343","0,09847745","30,50181961"
21/04/2009 22.00,"0,32689838","2,60872324","0,07278221","30,50181961"
21/04/2009 23.00,"0,3214798","2,34136063","0,0812273","30,50181961"
22/04/2009 0.00,"0,35218303","1,68723293","0,04964298","30,50181961"
22/04/2009 1.00,,"1,47957443","0,09136396","22,12100983"
22/04/2009 2.00,"0,45151749",,"0,07476038","22,12100983"
22/04/2009 3.00,"0,43887415","1,85336087",,"22,12100983"
22/04/2009 4.00,"0,54182099","1,84557521","0,14196224","22,12100983"
22/04/2009 5.00,"0,47138357","5,24989312","0,19934315","22,12100983"
22/04/2009 6.00,"0,60683882","14,61663007","0,16231363","22,12100983"
22/04/2009 7.00,"0,82176143","36,22750528","0,30555271","22,12100983"
22/04/2009 8.00,"1,03668302","32,03926928","0,49270646","22,12100983"
22/04/2009 9.00,"0,9517981","22,3882772","0,28597372","22,12100983"
22/04/2009 10.00,"0,74048787",,"0,16990593","22,12100983"
22/04/2009 11.00,"0,75674258",,"0,13354628","22,12100983"
22/04/2009 12.00,"0,98069513","7,3394663","0,42619545","22,12100983"
22/04/2009 13.00,"1,10350805",,"0,20901498","22,12100983"
22/04/2009 14.00,"1,07461102",,"0,08912017","22,12100983"
22/04/2009 15.00,"0,97347138",,"0,21652108","22,12100983"
22/04/2009 16.00,"1,05474392","13,14225054","0,22557546","22,12100983"
22/04/2009 17.00,"1,01681694","14,43882554","0,22193949","22,12100983"
22/04/2009 18.00,"1,13782367",,"0,20553396","22,12100983"
22/04/2009 19.00,"1,18478059",,"0,30207052","22,12100983"
22/04/2009 20.00,"1,38706088","19,47586144","0,31986939","22,12100983"
22/04/2009 21.00,"1,42137547","13,15392904","0,25490899","22,12100983"
22/04/2009 22.00,"1,50264903","20,64264032","0,17690059","22,12100983"
22/04/2009 23.00,"1,67783745","21,97685304","0,33360474","22,12100983"
23/04/2009 0.00,"1,61643099","11,06046112","0,28167603","22,12100983"
23/04/2009 1.00,"1,52973987","6,10389174","0,11799703","21,25369072"
23/04/2009 2.00,"1,53335226","5,90272258","0,11427019","21,25369072"
23/04/2009 3.00,"1,49723045","6,56074311","0,08800177","21,25369072"
23/04/2009 4.00,"1,85844444","8,83721238","0,21973415","21,25369072"
23/04/2009 5.00,"2,04085763","7,92999897","0,12551361","21,25369072"
23/04/2009 6.00,"2,02460292","26,06644896","0,12931733","21,25369072"
23/04/2009 7.00,"2,4418048","33,7342764","0,32219007","21,25369072"
23/04/2009 8.00,"2,07878461","14,41676298","0,21474212","21,25369072"
23/04/2009 9.00,"2,30273717","13,26684602","0,09104708","21,25369072"
23/04/2009 10.00,"1,759111","10,42320682","0,19465985","21,25369072"
23/04/2009 11.00,"1,48639432","9,44331638","0,12217122","21,25369072"
23/04/2009 12.00,"1,25160563","7,51597831","0,16451897","21,25369072"
23/04/2009 13.00,"0,94276815","9,6457857","0,16318039","21,25369072"
23/04/2009 14.00,"0,8976164","7,61850931","0,15237851","21,25369072"
23/04/2009 15.00,"0,83620994","6,73206214","0,14848158","21,25369072"
23/04/2009 16.00,"0,75493639","8,85148737","0,14915146","21,25369072"
23/04/2009 17.00,"0,58877791","7,69248842","0,14352451","21,25369072"
23/04/2009 18.00,"0,47138357","14,71916107","0,1470696","21,25369072"
23/04/2009 19.00,"0,70256089","14,04296698","0,19147707","21,25369072"
23/04/2009 20.00,"0,46415982","9,55753161","0,17984105","21,25369072"
23/04/2009 21.00,"0,63392966","14,27269951","0,1715579","21,25369072"
23/04/2009 22.00,"0,4117833","17,76786419","0,22360195","21,25369072"
23/04/2009 23.00,"0,45512886","9,65876436","0,16749904","21,25369072"
24/04/2009 0.00,"0,60142126","8,22202064","0,12913093","21,25369072"
24/04/2009 1.00,,"6,10908474","0,16548709","16,80911064"
24/04/2009 2.00,"0,68811237",,"0,149353","16,80911064"
24/04/2009 3.00,"0,89581021","6,65159562",,"16,80911064"
24/04/2009 4.00,"0,74410025","7,26029611","0,22182299","16,80911064"
24/04/2009 5.00,"0,70256089","6,12465989","0,18195203","16,80911064"
24/04/2009 6.00,"1,03487683","23,67966112","0,28327208","16,80911064"
24/04/2009 7.00,"1,09628329","27,41752552","0,27180732","16,80911064"
24/04/2009 8.00,"1,02404069","42,93229656","0,36776254","16,80911064"
24/04/2009 9.00,"1,07641721","29,4850476","0,29720548","16,80911064"
24/04/2009 10.00,"0,76396735","12,28435718","0,1822992","16,80911064"
24/04/2009 11.00,"0,7531302","8,88263576","0,21402681","16,80911064"
24/04/2009 12.00,"0,67908141","9,56791377","0,23973254","16,80911064"
24/04/2009 13.00,"0,49666924","6,27650902","0,22097371","16,80911064"
24/04/2009 14.00,"0,55265712","4,4387233","0,21001222","16,80911064"
24/04/2009 15.00,"0,52195389","5,93387097","0,24000398","16,80911064"
24/04/2009 16.00,"0,51653532","6,64899912","0,23328659","16,80911064"
24/04/2009 17.00,"0,60864501","6,30506282","0,20916294","16,80911064"
24/04/2009 18.00,"0,67547004","8,11948773","0,22857766","16,80911064"
24/04/2009 19.00,"0,60322643","9,41476448","0,29793943","16,80911064"
24/04/2009 20.00,"0,65199056","13,80805866","0,24173983","16,80911064"
24/04/2009 21.00,"0,70797845","17,33177714","0,29064304","16,80911064"
24/04/2009 22.00,"0,68811237","19,3447556","0,29608592","16,80911064"
24/04/2009 23.00,"0,73145793","10,32457056","0,27350589","16,80911064"
