, Brindisi,,,,,
,Via Taranto,,,,,
Parm,SO2,NOX,NO2,CO,O3,BENZENE
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,
,,,,,,,,
20/06/2007 0.00,"1,2750485","44,23847936","20,52583624","0,45123344","45,88737405","1,0396791"
20/06/2007 1.00,"1,19614353","34,33221616","11,74443706","0,38874544","49,2069942","0,971235"
20/06/2007 2.00,"1,05374523","30,15724944","9,59776582","0,34166803","39,7010187","0,7262397"
20/06/2007 3.00,"0,80111429","28,60736312","9,27070102","0,3373149","46,7290047","1,04786595"
20/06/2007 4.00,"1,09445472","29,2753012","9,87940342","0,32834349","37,0255641","0,2395035"
20/06/2007 5.00,"0,76610203","48,81682072","25,1099136","0,385148","16,32961166","0,49360095"
20/06/2007 6.00,"0,88420828","82,53945304","38,94004056","0,57310256","9,95592581","1,64545515"
20/06/2007 7.00,"0,60695069","77,53833024","37,61232864","0,59535413","18,7813689","1,3775265"
20/06/2007 8.00,"0,9885779","73,78358288","39,6954144","0,59148922","28,0919541","1,4056974"
20/06/2007 9.00,"0,42116309","44,03098912","24,2805836","0,49009514","52,88084655",
20/06/2007 10.00,"1,32162099","26,96279456","16,5660307","0,42049986","72,44034525","0,6188445"
20/06/2007 11.00,"1,11707077","59,26395048","25,30329328","0,44745846","65,68782885","0,96630255"
20/06/2007 12.00,"1,18156891","57,57397192","28,7867852","0,54267966","76,3654878","1,2073824"
20/06/2007 13.00,"0,89124388","33,692786","26,33382304","0,45061206","86,0275122","0,8785863"
20/06/2007 14.00,"1,0448536","41,20948896","35,58103896","0,36063168","73,74766875","1,0364247"
20/06/2007 15.00,,,,"0,3171961",,"2,123496"
20/06/2007 16.00,,,,"0,29053533","91,9058595","0,9479457"
20/06/2007 17.00,,,,"0,31626403","88,3430289","0,65642265"
20/06/2007 18.00,"0,5047249",,,"0,37666482","84,1640625","0,97748955"
20/06/2007 19.00,"0,59919708",,,"0,35334803","70,70082495","0,9504882"
20/06/2007 20.00,"0,44472088",,,"0,4255643","59,7042852","0,4313097"
20/06/2007 21.00,"0,47603634",,,"0,42867235","46,5780231","0,7681401"
20/06/2007 22.00,"0,3611784",,,"0,47197478","29,5430373","1,03657725"
20/06/2007 23.00,"0,78099396",,,"0,45461013","27,01307805","0,65154105"
21/06/2007 0.00,"0,57597287",,,"0,46193699","29,6812509","0,90701145"
21/06/2007 1.00,,,,"0,36032099","33,3389637","1,39527315"
21/06/2007 2.00,,,,"0,30227373","47,83094295","0,28643805"
21/06/2007 3.00,,,,,"54,2414166","0,15422805"
21/06/2007 4.00,,,,"0,28071362",,"0,51628005"
21/06/2007 5.00,,,,"0,36603368","44,5317915","0,11141235"
21/06/2007 6.00,,,,"0,55040598","22,414623","0,8280414"
21/06/2007 7.00,,,,"0,60079818","28,25991315","1,2168405"
21/06/2007 8.00,,,,"0,50219094","36,0538794","1,20967065"
21/06/2007 9.00,,,,"0,38807501","54,0624651","0,83846565"
21/06/2007 10.00,,,,"0,32088464","83,18792895","0,3907314"
21/06/2007 11.00,,,,"0,3273285","85,2369336","0,49065165"
21/06/2007 12.00,,,,"0,36052306","84,59185035","0,45332775"
21/06/2007 13.00,,,,"0,30630917","93,2308587","0,8005824"
21/06/2007 14.00,,,,"0,29319954","93,6470157","1,0325601"
21/06/2007 15.00,,,,"0,31377502","87,43783755","0,2641149"
21/06/2007 16.00,,,,"0,3069761","85,7272647","1,3818996"
21/06/2007 17.00,,,,"0,34510312","83,7001851","0,5812155"
21/06/2007 18.00,,,,"0,37114485","86,75602635","0,2668608"
21/06/2007 19.00,,,,"0,39718424","80,66836365","0,43278435"
21/06/2007 20.00,,,,"0,48646032","72,74793435","1,115649"
21/06/2007 21.00,,,,"0,50116894","57,28504845","0,94992885"
21/06/2007 22.00,,,,"0,42860227","51,6333531","0,5873175"
21/06/2007 23.00,,,,"0,40065086","44,3890692","0,98979525"
22/06/2007 0.00,,,,"0,41127149","39,50113965","0,47661705"
22/06/2007 1.00,,,,"0,36332275",,"0,2944215"
22/06/2007 2.00,,,,"0,35852344",,"0,23599485"
22/06/2007 3.00,,,,"0,34270405",,0
22/06/2007 4.00,,,,"0,36381214",,"0,5469426"
22/06/2007 5.00,,,,"0,38345323",,"0,1319049"
22/06/2007 6.00,,,,"0,41335987",,"0,1773648"
22/06/2007 7.00,,,,"0,43384542",,"0,5210091"
22/06/2007 8.00,,,,"0,4209145",,"0,5841648"
22/06/2007 9.00,,,,"0,42566942",,"0,5934195"
22/06/2007 10.00,,,,"0,40958256",,"0,69720435"
22/06/2007 11.00,,,,"0,41216034",,
22/06/2007 12.00,,,,"0,38545285",,"0,94738635"
22/06/2007 13.00,,,,"0,38403139",,"0,57018105"
22/06/2007 14.00,,,,"0,37016723",,"0,49878765"
22/06/2007 15.00,,,,"0,32977195",,"0,77185215"
22/06/2007 16.00,,,,"0,33959366",,"0,2009592"
22/06/2007 17.00,,,,"0,34834782",,"0,4574466"
22/06/2007 18.00,,,,"0,46121984",,"0,76829265"
22/06/2007 19.00,,,,"0,5472956",,"0,88677315"
22/06/2007 20.00,,,,"0,50485632",,"0,64401525"
22/06/2007 21.00,,,,"0,44691067",,"1,241757"
22/06/2007 22.00,,,,"0,36985538",,"0,26640315"
22/06/2007 23.00,,,,"0,38220931",,"0,35630595"
23/06/2007 0.00,,,,"0,35181445",,"0,6024708"
23/06/2007 1.00,,,,"0,34177082",,0
23/06/2007 2.00,,,,"0,33546128",,"0,44020845"
23/06/2007 3.00,,,,,,"0,45942975"
23/06/2007 4.00,,,,"0,32188562",,"0,1285488"
23/06/2007 5.00,,,,"0,35504864",,"0,36474705"
23/06/2007 6.00,,,,"0,38460955",,0
23/06/2007 7.00,,,,"0,4125703",,"1,594656"
23/06/2007 8.00,,,,"0,44093168",,"0,6980688"
23/06/2007 9.00,,,,"0,52090347",,"0,48485475"
23/06/2007 10.00,,,,"0,47782763",,"1,106496"
23/06/2007 11.00,,,,"0,47098198",,"0,54963765"
23/06/2007 12.00,,,,"0,39381106",,"0,96630255"
23/06/2007 13.00,,,,"0,38812173",,"0,84405915"
23/06/2007 14.00,,,,"0,34989075",,"0,348831"
23/06/2007 15.00,,,,"0,37042886",,"0,716985"
23/06/2007 16.00,,,,"0,38145362",,"0,40074885"
23/06/2007 17.00,,,,"0,39305536",,"0,2986929"
23/06/2007 18.00,,,,"0,46391325",,"0,7339689"
23/06/2007 19.00,,,,"0,58442632",,"1,05244245"
23/06/2007 20.00,,,,"0,62834662",,"1,0541205"
23/06/2007 21.00,,,,"0,59527237",,"1,5628239"
23/06/2007 22.00,,,,"0,58513763",,"1,6805925"
23/06/2007 23.00,,,,"0,59918517",,"1,0975464"
24/06/2007 0.00,,,,"0,57682498",,"1,21892535"
24/06/2007 1.00,,,,"0,46831427",,"1,3653225"
24/06/2007 2.00,,,,"0,39616691",,"0,3771036"
24/06/2007 3.00,,,,"0,39189904",,"0,65174445"
24/06/2007 4.00,,,,"0,3728291",,"0,63770985"
24/06/2007 5.00,,,,"0,41212646",,"0,49014315"
24/06/2007 6.00,,,,"0,42697291",,"0,6024708"
24/06/2007 7.00,,,,"0,40181302",,"1,04095035"
24/06/2007 8.00,,,,"0,40212371",,"0,6093864"
24/06/2007 9.00,,,,"0,39852277",,"0,4604976"
24/06/2007 10.00,,,,"0,40136802",,"0,7711911"
24/06/2007 11.00,,,,"0,37518613",,"0,4054779"
24/06/2007 12.00,,,,"0,39363352",,"0,86277195"
24/06/2007 13.00,,,,"0,37558442",,"0,5343318"
24/06/2007 14.00,,,,"0,35535933",,0
24/06/2007 15.00,,,,"0,34300072",,"0,4957875"
24/06/2007 16.00,,,,"0,3559807",,"0,31481235"
24/06/2007 17.00,,,,"0,33926779",,"0,33077925"
24/06/2007 18.00,,,,"0,36856123",,"0,6015555"
24/06/2007 19.00,,,,"0,38456517",,"0,41376645"
24/06/2007 20.00,,,,"0,53041566",,"0,1475667"
24/06/2007 21.00,,,,"0,6053195",,"0,822753"
24/06/2007 22.00,,,,"0,52410379",,"1,298709"
24/06/2007 23.00,,,,"0,4331528",,"0,4683285"
25/06/2007 0.00,,,,"0,43728635",,"0,2497752"
25/06/2007 1.00,,,,"0,38927688",,"0,88494255"
25/06/2007 2.00,"0,64455935",,,"0,38496462",,"0,3039813"
25/06/2007 3.00,"0,906745",,,,,0
25/06/2007 4.00,"1,14027464",,,"0,3414648",,"0,221706"
25/06/2007 5.00,"0,5389144",,,"0,4101397",,0
25/06/2007 6.00,"1,01752172",,,"0,41205171",,"1,00860975"
25/06/2007 7.00,"0,57398666",,,"0,45639717",,"0,61299675"
25/06/2007 8.00,"0,91572714",,,"0,48077216",,"0,55106145"
25/06/2007 9.00,,,,"0,56772742",,"1,242774"
25/06/2007 10.00,,,,,,"0,66496545"
25/06/2007 11.00,"0,06757863",,,"0,39941979",,"0,81792225"
25/06/2007 12.00,"0,09024655",,,"0,51066128",,"0,7168833"
25/06/2007 13.00,"0,07014452",,,"0,33345816",,"0,7051878"
25/06/2007 14.00,"0,1321622",,,"0,27501261",,"0,4016133"
25/06/2007 15.00,"0,20872298",,,"0,28871208",,"0,32833845"
25/06/2007 16.00,"0,37552928",,,"0,27825965",,"0,39637575"
25/06/2007 17.00,"0,2805781",,,"0,3154441",,"0,45475155"
25/06/2007 18.00,"0,30538476",,,"0,34969219",,"0,4748373"
25/06/2007 19.00,"0,23224619",,,"0,33937291",,"0,6434559"
25/06/2007 20.00,"0,04319911",,,"0,40613579",,"1,17621135"
25/06/2007 21.00,"0,24422238",,,"0,47178674",,"1,18953405"
25/06/2007 22.00,"0,2185594",,,"0,54135165",,"1,21414545"
25/06/2007 23.00,"0,14798774",,,"0,39430512",,"1,7782245"
26/06/2007 0.00,"0,19246928",,,"0,377848",,"0,71876475"
26/06/2007 1.00,"0,26603601",,,"0,37660174",,"2,116377"
26/06/2007 2.00,"0,20957828",,,"0,25784301",,"0,7401726"
26/06/2007 3.00,"0,21684881",,,"0,28977963",,"1,32123555"
26/06/2007 4.00,"0,40504161",,,"0,36872942",,"0,63954045"
26/06/2007 5.00,"0,30666821",,,"0,32736354",,"0,5667741"
26/06/2007 6.00,,,,"0,37206523",,"0,4120884"
26/06/2007 7.00,,,,"0,55171531",,"0,6046065"
26/06/2007 8.00,"0,01454208",,,"0,57920302",,"1,8300915"
26/06/2007 9.00,"0,00812685",,,"0,52155872",,"0,9486576"
26/06/2007 10.00,"0,02138548",,,"0,46542698",,"0,9138762"
26/06/2007 11.00,"0,13515625",,,"0,39265941",,"1,4873625"
26/06/2007 12.00,"0,09153",,,"0,40102112",,"1,467531"
26/06/2007 13.00,"0,16808976",,,"0,35151661",,"1,2931155"
26/06/2007 14.00,"0,05816833",,,"0,32491774",,"1,2534525"
26/06/2007 15.00,"0,07827137",,,"0,2834187",,"0,81507465"
26/06/2007 16.00,"0,03293351",,,"0,39928664",,"0,77927625"
26/06/2007 17.00,"0,14199964",,,"0,37869246",,"0,95338665"
26/06/2007 18.00,"0,08297601",,,"0,58222814",,"0,678339"
26/06/2007 19.00,"0,16894506",,,"0,65988846",,"1,07644365"
26/06/2007 20.00,"0,00940928",,,"0,65156997",,"2,1056985"
26/06/2007 21.00,"0,05987994",,,"0,50696923",,"1,960776"
26/06/2007 22.00,"0,02352423",,,"0,45977736",,"0,98959185"
26/06/2007 23.00,"0,03763815",,,"0,36921882",,"0,8352621"
27/06/2007 0.00,"0,06501173",,,"0,29987582",,"0,962082"
27/06/2007 1.00,,,,"0,2657165","90,6062367","0,99284625"
27/06/2007 2.00,"0,59073869",,,"0,27772587","86,10964635","0,39647745"
27/06/2007 3.00,"0,63793766",,,,"80,5013223","0,4266315"
27/06/2007 4.00,"0,72930901",,,"0,22456085",,"0,7425117"
27/06/2007 5.00,"0,54127079",,,"0,33300965","68,1266964","0,5657571"
27/06/2007 6.00,"0,65730134",,,"0,45830101","43,1065236",
27/06/2007 7.00,"0,69829763",,,"0,54834797","53,50444365","0,93314835"
27/06/2007 8.00,"0,39059919",,,"0,4399891","83,5998366","1,1181915"
27/06/2007 9.00,"0,81357051",,,"0,38255621","101,20166175","0,94087755"
27/06/2007 10.00,"0,38666543",,,"0,34370386","106,5847902","0,8726877"
27/06/2007 11.00,"1,2937257",,,"0,30649955","86,8838859","0,5680962"
27/06/2007 12.00,"1,13987597",,,"0,35332818","96,65701185","1,5636375"
27/06/2007 13.00,"1,00902164",,,"0,3083263","83,1386325","0,6668469"
27/06/2007 14.00,"1,72532016",,,"0,25864659","64,7601339","1,1299887"
27/06/2007 15.00,"3,20466362",,,"0,2726369","59,89865805","0,17111025"
27/06/2007 16.00,"2,91254664",,,"0,28569163","62,91190605","0,27555615"
27/06/2007 17.00,"5,83416898",,,"0,310688","86,04053955","0,59062275"
27/06/2007 18.00,"4,4682851",,,"0,33474763","105,14274435",0
27/06/2007 19.00,"2,24934568",,,"0,33978288","112,47859875","0,47234565"
27/06/2007 20.00,"1,3179303",,,"0,35996709","99,68677845","0,881739"
27/06/2007 21.00,"1,43880075",,,"0,41459211","87,16707615","0,97393005"
27/06/2007 22.00,"1,07104541",,,"0,52085675","73,65210825","0,62184465"
27/06/2007 23.00,"0,98874977",,,"0,46609858","78,9225591","1,08071505"
28/06/2007 0.00,"1,00902164",,,"0,28154874","83,8967724","0,57780855"
28/06/2007 1.00,"0,53310225",,,"0,21159488","87,7602495","0,26253855"
28/06/2007 2.00,"0,49225749",,,"0,18949515","94,3393605","0,24036795"
28/06/2007 3.00,"0,38681697",,,"0,17693098","96,05148945",0
28/06/2007 4.00,"0,33810572",,,"0,18227808","98,48738445","0,15738075"
28/06/2007 5.00,"0,57243472",,,"0,21765563","93,39494745","0,7633602"
28/06/2007 6.00,"0,46033793",,,"0,24349763","79,15419855","0,4955841"
28/06/2007 7.00,"0,60556451",,,"0,32329773","74,2906479","0,6419304"
28/06/2007 8.00,"0,26397964",,,"0,3416984","89,13626085","0,68642415"
28/06/2007 9.00,"0,53310225",,,"0,32320779","103,31787795","0,42261435"
28/06/2007 10.00,"0,47622144",,,"0,34027227","114,6801012","0,79198875"
28/06/2007 11.00,"0,32373449",,,"0,38634286","121,0461861","0,4537854"
28/06/2007 12.00,"0,49422335",,,"0,3914225","130,6247796","0,44010675"
28/06/2007 13.00,"0,50904918",,,"0,5286987","129,29756595","0,8669925"
28/06/2007 14.00,"0,22616046",,,"0,2933105","122,94863805","0,9678789"
28/06/2007 15.00,"0,20089615",,,"0,26305696","94,6909593","0,63750645"
28/06/2007 16.00,"0,42161057",,,"0,2502697","95,3283219",
28/06/2007 17.00,"0,72946054",,,"0,26234565","107,73875805",
28/06/2007 18.00,"0,70707128",,,"0,25869098","111,4036329",
28/06/2007 19.00,"0,58423396",,,"0,31795062","103,76810955",
28/06/2007 20.00,"0,61691017",,,"0,33336706","96,74363475",
28/06/2007 21.00,"0,5244791",,,"0,42131979","94,01012565",
28/06/2007 22.00,"0,74776552",,,"0,41601824","88,86202815",
28/06/2007 23.00,"0,59406733",,,"0,39155682","87,6007692",
29/06/2007 0.00,"0,64338369",,,"0,47385059","58,80236565",
29/06/2007 1.00,,,,"0,33706378","66,34992945",
29/06/2007 2.00,"0,35338614",,,"0,28159312","85,5621585",
29/06/2007 3.00,"0,30932564",,,,"86,8804545",
29/06/2007 4.00,"0,05263178",,,"0,26486035",,
29/06/2007 5.00,"0,07909819",,,"0,28221917","73,7130555",
29/06/2007 6.00,"0,23278316",,,"0,28617051","106,3636245",
29/06/2007 7.00,"0,34481487",,,"0,35800134","99,4782411",
29/06/2007 8.00,"0,19203096",,,"0,39671354","88,64142105",
29/06/2007 9.00,"0,30361111",,,"0,3896997","99,53112855",
29/06/2007 10.00,"0,42932655",,,"0,33997677","111,74228415",
29/06/2007 11.00,"0,53383856",,,"0,33704742","120,4814814",
29/06/2007 12.00,"0,95925474",,,"0,34663554","125,5937886",
29/06/2007 13.00,"0,68491391",,,,"131,885061",
29/06/2007 14.00,"0,74075738",,,"0,26961061","138,3715641",
29/06/2007 15.00,"0,50045451",,,"0,27081014","133,92824025",
29/06/2007 16.00,"0,24932467",,,"0,27338442","128,4266088",
29/06/2007 17.00,"0,19503924",,,"0,29811214","120,5594859",
29/06/2007 18.00,"0,49188324",,,"0,34641362","114,10779555",
29/06/2007 19.00,"0,17955033",,,"0,33593666","105,1881306",
29/06/2007 20.00,"0,20225689",,,"0,4137605","105,90279945",
29/06/2007 21.00,"0,2210541",,,"0,44381664","96,97728915",
29/06/2007 22.00,"0,41413867",,,"0,40292846","95,4263163",
29/06/2007 23.00,"0,13729398",,,"0,38206331","92,4011382",
30/06/2007 0.00,"0,17669256",,,"0,37025366","90,12230955",
30/06/2007 1.00,"0,14481266",,,"0,38290661","64,0397793",
30/06/2007 2.00,"0,11744418",,,"0,45118672","51,94223895",
30/06/2007 3.00,"0,15082822",,,"0,30024374","68,15779845",
30/06/2007 4.00,"0,0956397",,,"0,28825656","81,5557197",
30/06/2007 5.00,"0,11894832",,,"0,32102013","76,9431999",
30/06/2007 6.00,"0,06090305",,,"0,40541514","61,3398261",
30/06/2007 7.00,"0,06736913",,,"0,3651495","75,87485745",
30/06/2007 8.00,"0,20270844",,,"0,4008868","90,084624",
30/06/2007 9.00,"0,36992765",,,"0,3586671","111,6490578",
30/06/2007 10.00,"0,19413615",,,"0,39831136","121,09827555",
30/06/2007 11.00,"0,27639314",,,"0,35493768","129,55639725",
30/06/2007 12.00,"0,39007747",,,"0,33114202","131,52853455",
30/06/2007 13.00,"0,20736935",,,"0,27271749","134,08696245",
30/06/2007 14.00,"0,2001517",,,"0,24652509","136,0907604",
30/06/2007 15.00,"0,14015175",,,"0,23103157","136,46029425",
30/06/2007 16.00,"0,17473789",,,"0,25118658","137,33957055",
30/06/2007 17.00,"0,06797018",,,"0,27533731","135,6406086",
30/06/2007 18.00,"0,14977562",,,"0,33620413","127,36293465",
30/06/2007 19.00,"0,07939922",,,"0,36883338","119,36884995",
30/06/2007 20.00,"0,09548918",,,"0,49780043","110,8623894",
30/06/2007 21.00,"0,04466156",,,"0,53447096","93,60234765",
30/06/2007 22.00,"0,42601825",,,"0,48665771","99,3446958",
30/06/2007 23.00,"0,08165493",,,"0,481508","81,91535835",
01/07/2007 0.00,"0,00646609",,,"0,55902115","56,90711565",
01/07/2007 1.00,,,,"0,45518128","73,5239694",
01/07/2007 2.00,"1,44205718",,,"0,33735694","88,33004145",
01/07/2007 3.00,"1,08036927",,,,"94,3850859",
01/07/2007 4.00,"1,72064094",,,"0,28969787",,
01/07/2007 5.00,"2,27166476",,,"0,29824997","94,4661228",
01/07/2007 6.00,"2,29659652",,,"0,32386187","89,20612575",
01/07/2007 7.00,"3,25989485",,,"0,31735845","94,6878072",
01/07/2007 8.00,"2,6134805",,,"0,28667042","124,5842388",
01/07/2007 9.00,"3,47524664",,,"0,31045557","130,9708323",
01/07/2007 10.00,"3,40948436",,,"0,31869464","135,2957529",
01/07/2007 11.00,"3,2866328",,,"0,31343864","137,02009125",
01/07/2007 12.00,"2,92313768",,,"0,29504264","137,5052952",
01/07/2007 13.00,"3,70215968",,,"0,28658048","134,50260075",
01/07/2007 14.00,"3,10958327",,,"0,28925286","124,6744128",
01/07/2007 15.00,"3,7621403",,,"0,26707138","134,78640945",
01/07/2007 16.00,"3,91823353",,,"0,27415413","133,87808595",
01/07/2007 17.00,"2,45955551",,,"0,28773914","136,18905405",
01/07/2007 18.00,"1,59706629",,,"0,35597603","117,42396435",
01/07/2007 19.00,"1,58297474",,,"0,35962837","92,6489172",
01/07/2007 20.00,"0,80684407",,,"0,4263527","85,6698087",
01/07/2007 21.00,"1,2646456",,,"0,5393532","74,99550135",
01/07/2007 22.00,"0,94125791",,,"0,60745694","75,2930157",
01/07/2007 23.00,"1,29282871",,,"0,49539085","98,609259",
02/07/2007 0.00,"1,13962681",,,"0,4500923","93,5526123",
02/07/2007 1.00,"1,72280817",,,"0,42105115","94,74009615",
02/07/2007 2.00,"1,59851246",,,"0,34012043","91,7824887",
02/07/2007 3.00,"1,29933344",,,"0,35334803","77,41623435",
02/07/2007 4.00,"1,96525894",,,"0,35945083","72,9448608",
02/07/2007 5.00,"1,36690088",,,"0,41401395","72,7937994",
02/07/2007 6.00,"1,69065063",,,"0,46648402","66,92632485",
02/07/2007 7.00,"0,9394507",,,"0,44621688","75,4163865",
02/07/2007 8.00,"1,31739943",,,"0,37646509",,
02/07/2007 9.00,"1,23682353","36,45793952","27,37989736","0,51320752","116,9722764",
02/07/2007 10.00,"1,08434371","25,42069008","22,05602896","0,33121093","135,9231006",
02/07/2007 11.00,"0,49104421","19,63360144","15,7496698","0,31406235","141,4881132",
02/07/2007 12.00,"0,55391515","8,82331978","13,26425144","0,34515334","143,6694063",
02/07/2007 13.00,"0,55499927","13,05145731","14,18314526","0,30551026","138,15468765",
02/07/2007 14.00,"0,51452979","8,00492642","13,49915976","0,29335138","130,4004618",
02/07/2007 15.00,"0,16223591","14,45218851","13,98067402","0,28230443","125,8871733",
02/07/2007 16.00,"0,34976461","38,71337296","17,75748012","0,28742728","124,25177205",
02/07/2007 17.00,"0,35590729","58,24712976","16,8087419","0,31664597","115,41284475",
02/07/2007 18.00,"0,22655201","69,1313236","20,83213864","0,33820491","109,517121",
02/07/2007 19.00,"0,15103467","57,02276144","20,25848128","0,35913781","111,4364307",
02/07/2007 20.00,"0,08960889","52,57284912","20,51285376","0,39000571","99,94537035",
