,ARPA Puglia,,,,,
,S.Maria Cerrate,,,,,
Parm,SO2,NO2,CO,O3,,BENZENE
14/01/2008 5.00,"1,75961697",,"0,40412955","62,48012544",,
14/01/2008 6.00,"1,2428",,"0,38250265","53,29794582",,
14/01/2008 7.00,"1,16677105",,"0,27875195","48,77942058",,
14/01/2008 8.00,"1,34042394",,"0,24236595","66,19829202",,
14/01/2008 9.00,"1,12561798",,"0,2747649","57,81380274",,
14/01/2008 10.00,"1,22176504",,"0,2230379","42,65619516",,
14/01/2008 11.00,"1,60017002",,"0,3115028","49,46127444",,
14/01/2008 12.00,"1,15809095",,"0,52880565","47,24529354",,
14/01/2008 13.00,"1,57267296",,"0,43411005","52,45361874",,
14/01/2008 14.00,"2,07368398",,"0,44076855","58,12142472",,
14/01/2008 15.00,"2,27772498",,"0,7155921","70,69549032",,
14/01/2008 16.00,"4,49421215",,"1,02163585","76,70152548",,
14/01/2008 17.00,"6,31282616",,"1,00696875","69,37045362",,
14/01/2008 18.00,,,"0,2061628","72,8115858",,
14/01/2008 19.00,"1,07425201","15,93993258","0,59765615","32,37666894",,
14/01/2008 20.00,"0,71139902","14,07831629","0,65265375","23,87500902",,
14/01/2008 21.00,"0,490998","10,97178647","0,42823815","15,87671786",,
14/01/2008 22.00,"0,59579903","8,57007865","0,15574335","14,27599661",,
14/01/2008 23.00,"0,48809901","14,49839625","0,1318866","8,73339566",,
15/01/2008 0.00,"0,70011997","10,5619241","0,2325001","6,78376411",,
15/01/2008 1.00,"0,730066","12,00985583","0,32274635","7,77722477",,
15/01/2008 2.00,"0,70981902","14,35155411","0,30111485","6,98618365",,
15/01/2008 3.00,"1,06091297","16,38554148","0,3222116","8,78932836",,
15/01/2008 4.00,"0,83760297","19,29542967","0,4864615","7,86644869",,
15/01/2008 5.00,"0,73170102","19,67975559","0,70355735","10,8641414",,
15/01/2008 6.00,"0,82231402","20,2875255","0,87115605","8,75070835",,
15/01/2008 7.00,"0,86379999","15,52878924","0,82980435","8,25131461",,
15/01/2008 8.00,"1,09672201","14,01063791","0,64740285","12,19319431",,
15/01/2008 9.00,"1,64175904","19,48183677","0,38345485","13,57684184",,
15/01/2008 10.00,"1,83217001","25,76129193","0,4233587","9,69090071",,
15/01/2008 11.00,"1,00250304","28,69416594","0,49138235","17,28167663",,
15/01/2008 12.00,"0,74156302","10,67045968","0,6243281","44,31151494",,
15/01/2008 13.00,"1,11442006","5,81084915","0,67858165","62,34296202",,
15/01/2008 14.00,"1,01831496","4,36675655","0,6905727","72,2189637",,
15/01/2008 15.00,"1,33709896","4,28503838","1,09048635","75,36448134",,
15/01/2008 16.00,"1,05895197","3,57384545","1,1033468","76,87996938",,
15/01/2008 17.00,"0,976556","3,5444774","1,0794866","77,3500842",,
15/01/2008 18.00,"0,74032801","3,30029162","0,76412555","75,29377086",,"0,57230002"
15/01/2008 19.00,"0,33860701","4,32972906","0,3026363","69,08276556",,"0,55785"
15/01/2008 20.00,"0,140251","3,60065911","0,25310925","62,54538156",,0
15/01/2008 21.00,"0,24914999","5,23883141","0,52524985","59,0682663",,"0,66670001"
15/01/2008 22.00,"0,73280197","5,62060105","0,7148469","53,90387028",,"0,79960001"
15/01/2008 23.00,"0,78890198","11,38803485","0,69404685","41,7932487",,"0,74495"
16/01/2008 0.00,"0,66058397","22,01763168","0,72960945","23,72052114",,"1,17935002"
16/01/2008 1.00,,,"0,54155915","154,03144032",,"1,73199999"
16/01/2008 2.00,"1,73009503",,"0,52074185","14,23737072",,"2,59750009"
16/01/2008 3.00,"2,06173992",,,"21,18226212",,"3,03649998"
16/01/2008 4.00,"1,40061998",,"1,06693665","30,18866616",,"2,73000002"
16/01/2008 5.00,"1,36231196",,"0,95199645","42,8652855",,"1,63849998"
16/01/2008 6.00,"2,43159509",,"0,92706215","39,3016068",,"1,07799995"
16/01/2008 7.00,"1,81614494",,"0,88734","23,89364802",,"1,0036"
16/01/2008 8.00,"1,07107997",,"0,76854845","22,34486484",,"0,95695001"
16/01/2008 9.00,"1,13006794",,"0,54463195","18,35770414",,"0,86484998"
16/01/2008 10.00,"1,04840302",,"0,46647335","9,07964354",,"0,86269999"
16/01/2008 11.00,"1,07103598",,"0,69254265","27,73165356",,"0,93344998"
16/01/2008 12.00,"2,6013279",,"1,05214995","48,86200116",,"0,88150001"
16/01/2008 13.00,"1,66715801",,"1,55780495","60,76488618",,"1,03100002"
16/01/2008 14.00,"1,79884505",,"1,78461945","71,6769612",,"1,05550003"
16/01/2008 15.00,"1,90192199",,"2,0027779","71,27078796",,"0,92629999"
16/01/2008 16.00,"1,94368696",,"2,2616521","71,20286352",,"0,84799999"
16/01/2008 17.00,"2,9826901",,"2,1893332",,,0
16/01/2008 18.00,"1,55710101",,"1,6750233","73,49875668",,"0,72934997"
16/01/2008 19.00,"0,92261702",,"1,2650483","42,77205126",,"0,65570003"
16/01/2008 20.00,"0,60279602",,"0,7755071","30,66009552",,"0,90015"
16/01/2008 21.00,"0,42973599",,"0,8636891","20,27136438",,"0,92344999"
16/01/2008 22.00,"0,467749",,"0,94035845","13,41171011",,"1,78100002"
16/01/2008 23.00,"0,63707799",,"1,0738953","8,08485068",,"2,67149997"
17/01/2008 0.00,"0,57417399",,"1,19550435","9,17286208",,"4,11250019"
17/01/2008 1.00,"0,61811",,"1,1987761","8,6721381",,"5,035501"
17/01/2008 2.00,"0,69229198",,"1,27217255","17,69185039",,"3,94749999"
17/01/2008 3.00,"0,57803601",,"1,153588","44,72834184",,"2,4920001"
17/01/2008 4.00,"1,12468004",,"0,8387962","54,57771918",,"0,67500001"
17/01/2008 5.00,"1,00260198",,"0,78296255","49,07905722",,"0,68629998"
17/01/2008 6.00,"1,57028794",,"0,810175","51,59600892",,"0,5808"
17/01/2008 7.00,"1,79512596",,"1,0420012","59,30133228",,"0,56260002"
17/01/2008 8.00,"2,81095004",,"0,86895035","60,08836896",,"0,38100001"
17/01/2008 9.00,"1,70745099",,"0,7238974","58,30785396",,"0,39545"
17/01/2008 10.00,"1,930282",,"0,8959972","58,39308324",,"0,58279997"
17/01/2008 11.00,"1,51673102",,"0,9727482","62,98084746",,"0,42309999"
17/01/2008 12.00,"1,89800596",,"1,2082199","62,9515548",,"0,50924999"
17/01/2008 13.00,"2,00816202",,"1,3609767","64,85457708",,"0,52904999"
17/01/2008 14.00,"2,09582591",,"1,1300199","70,1947683",,"0,13965"
17/01/2008 15.00,"2,30383396",,"1,08089535","62,86899384",,
17/01/2008 16.00,"2,33979607",,"1,1321313","59,52770784",,0
17/01/2008 17.00,"2,02177501",,"1,15164105","64,07020872",,"0,09475"
17/01/2008 18.00,"1,59693503",,"0,97109105","58,89780774",,0
17/01/2008 19.00,"1,70349097",,"0,9186545","64,78000146",,"0,0821"
17/01/2008 20.00,"1,52611101",,"0,8632751","69,05480706",,"0,25639999"
17/01/2008 21.00,"2,02353001",,"0,8728017","68,98289976",,0
17/01/2008 22.00,"2,26958394",,"0,8391688","67,9907556",,"0,27384999"
17/01/2008 23.00,"2,40273309",,"0,88431665","68,02540452",,"0,30974999"
18/01/2008 0.00,"2,22549605",,"0,8436837","69,78459258",,"0,2097"
18/01/2008 1.00,,,"0,89844095","70,12284138",,"0,43149999"
18/01/2008 2.00,"1,85510194",,"0,9115291","70,94717568",,"0,38865"
18/01/2008 3.00,"1,26558805",,,"71,34002694",,"0,36715001"
18/01/2008 4.00,"1,61262596",,"0,59959965","67,31824086",,"0,35585001"
18/01/2008 5.00,"1,81586206",,"0,59984805","67,66983126",,"0,33684999"
18/01/2008 6.00,"2,04108",,"0,4964734","66,41534808",,"0,31580001"
18/01/2008 7.00,"2,58395004",,"0,43588795","63,56014758",,"0,32644999"
18/01/2008 8.00,"2,1817131",,"0,45173725","60,55579584",,"0,31869999"
18/01/2008 9.00,"2,28429604",,"0,5033021","59,4411444",,"0,1609"
18/01/2008 10.00,"2,54013491",,"0,4606762","53,17541892",,"0,36704999"
18/01/2008 11.00,"2,96367407",,"0,6297676","47,38512528",,"0,34435001"
18/01/2008 12.00,"2,61032391",,"0,62923055","42,57895122",,"0,61479998"
18/01/2008 13.00,"3,22639489",,"0,6998302","51,6719187",,"0,98659998"
18/01/2008 14.00,"3,02990603",,"0,90331005","70,89259284",,"0,73245001"
18/01/2008 15.00,"3,50864506",,"1,2194784","70,27201224",,"0,54640001"
18/01/2008 16.00,"3,5585041",,"1,4727015","68,2730874",,"0,55229998"
18/01/2008 17.00,"3,68568897",,"1,5015872","62,76777426",,"0,49425"
18/01/2008 18.00,"2,44257689",,"1,3140383","65,55373578",,"0,23405001"
18/01/2008 19.00,"1,90772796",,"1,013679","45,76975182",,"0,53084999"
18/01/2008 20.00,"1,44319105",,"0,7451448","22,90817466",,"0,2631"
18/01/2008 21.00,"1,31533802",,"0,64090075","23,3516259",,"0,66439998"
18/01/2008 22.00,"0,44844201",,"0,4910937","14,21473709",,"0,60114998"
18/01/2008 23.00,"0,54110998",,"0,3832076","7,84114673",,"0,71810001"
19/01/2008 0.00,"0,308525",,"0,42632915","6,60797676",,"0,86094999"
19/01/2008 1.00,"0,37958801",,"0,4117621","7,07674172",,"0,93809998"
19/01/2008 2.00,"0,74045002",,"0,52618595","12,22781576",,"1,56949997"
19/01/2008 3.00,"1,24518597",,"0,7764708","20,31664734",,"2,61450005"
19/01/2008 4.00,"1,78724301",,"0,8512507","32,89338126",,"2,18449998"
19/01/2008 5.00,"1,81604505",,"0,7389371","37,82339676",,"1,19649994"
19/01/2008 6.00,"1,15967906",,"0,71381765","39,1258116",,"0,98610002"
19/01/2008 7.00,"0,883255",,"0,73645425","43,54711974",,"0,86739999"
19/01/2008 8.00,"1,54845595",,"0,70715455","40,42958022",,"0,8039"
19/01/2008 9.00,"0,95072597",,"0,708768","38,8221921",,"0,75884998"
19/01/2008 10.00,"0,73088598",,"0,67379995","36,86056488",,"0,81389999"
19/01/2008 11.00,"0,57744801",,"0,68588415","35,79386472",,"0,84539998"
19/01/2008 12.00,"0,77643698",,"0,7449378","39,14447022",,"0,89635003"
19/01/2008 13.00,"0,78148597",,"0,8569202","42,0342804",,"0,82295001"
19/01/2008 14.00,"1,38761497",,"0,90062135","49,62372804",,"0,76955003"
19/01/2008 15.00,"1,99806499",,"0,92855485","52,00618464",,"0,81954998"
19/01/2008 16.00,"2,02140498",,"0,83850525","54,23146542",,"0,84909999"
19/01/2008 17.00,"1,95422602",,"0,93347915","57,17990016",,"0,78324997"
19/01/2008 18.00,"2,06846094",,"0,85315395","60,56378118",,"0,78135002"
19/01/2008 19.00,"1,74587905",,"0,6829045","65,26873566",,"0,76835001"
19/01/2008 20.00,"1,26529706",,"0,50065365","67,12916292",,"0,73110002"
19/01/2008 21.00,"2,0588119",,"0,599311","65,05165998",,"0,56669998"
19/01/2008 22.00,"1,86996996",,"0,4385364","60,2122104",,"0,5309"
19/01/2008 23.00,"1,94929802",,"0,54882255","58,79393946",,"0,5309"
20/01/2008 0.00,"1,73907101",,"0,44660595","67,73773608",,"0,29480001"
20/01/2008 1.00,,,"0,5351042","68,37564114",,"0,60044998"
20/01/2008 2.00,"1,845402",,"0,65530105","63,95833548",,"0,89450002"
20/01/2008 3.00,"1,335132",,,"62,19914742",,"0,96700001"
20/01/2008 4.00,"1,67929196",,"0,61130205","51,62663574",,"0,88779998"
20/01/2008 5.00,"1,33504498",,"0,62843475","47,68741062",,"0,72869998"
20/01/2008 6.00,"1,15009296",,"0,70110785","46,97628372",,"0,79000002"
20/01/2008 7.00,"1,347013",,"0,71199145","37,43719668",,"0,34650001"
20/01/2008 8.00,"1,47170699",,"0,7149711","41,13937296",,"1,00320005"
20/01/2008 9.00,"1,13792205",,"0,7228762","42,1821171",,"0,89029998"
20/01/2008 10.00,"1,37655902",,"0,67540765","45,12919806",,"0,41644999"
20/01/2008 11.00,"1,04199004",,"0,72486225","48,83402304",,"0,78625"
20/01/2008 12.00,"1,15417397",,"0,8250974","52,19926506",,"0,80594999"
20/01/2008 13.00,"3,33384395",,"0,90563305","56,37420486",,"0,9296"
20/01/2008 14.00,"3,32594609",,"0,9282294","59,79140064",,"0,78434998"
20/01/2008 15.00,"3,24506497",,"0,85948815","64,63351854",,"0,77125001"
20/01/2008 16.00,"3,65855408",,"1,08023755","68,38362648",,"0,41865"
20/01/2008 17.00,"3,25551701",,"0,98389285","65,66560902",,"0,81964999"
20/01/2008 18.00,"2,81426191",,"0,8712009","65,68956504",,"0,73229998"
20/01/2008 19.00,"1,93620205",,"0,8332509","58,70737602",,"0,39445001"
20/01/2008 20.00,"1,55419302",,"0,6723038","55,96138044",,"1,62374997"
20/01/2008 21.00,"1,68024004",,"0,5609355","57,27845142",,
20/01/2008 22.00,"1,17608905",,"0,53262825","41,10074118",,"0,7895"
20/01/2008 23.00,"0,96201903",,"0,5599833","34,71517674",,"0,9332"
21/01/2008 0.00,"0,766945",,"0,67954535","39,61988244",,"1,29700005"
21/01/2008 1.00,"1,00594795",,"0,74447895","40,39626546",,"1,35450006"
21/01/2008 2.00,"1,22612",,"0,8077991","43,95329298",,"1,398"
21/01/2008 3.00,"1,73408902",,"0,81032335","47,04685686",,"0,69050002"
21/01/2008 4.00,"1,14318001",,"0,77258035","45,61528356",,"1,08350003"
21/01/2008 5.00,"1,32636297",,"0,84285225","45,81768348",,"1,05400002"
21/01/2008 6.00,"0,553406",,"0,7866092","44,29819296",,"0,99309999"
21/01/2008 7.00,"0,56287199",,"0,6346436","43,18356114",,"1,01170003"
21/01/2008 8.00,"0,96809798",,"0,5871739","42,6109122",,"1,01555002"
21/01/2008 9.00,"1,07218099",,"0,6568248","31,17547368",,"0,45945001"
21/01/2008 10.00,"1,32756305",,"0,6890639","25,82863128",,"1,08800006"
21/01/2008 11.00,"1,29788995",,"0,7398433","31,6508859",,"1,37950003"
21/01/2008 12.00,"1,25804305",,"0,8864315","49,22954262",,"2,22749996"
21/01/2008 13.00,"1,66802001",,"1,0415849","68,47950942",,"1,47650003"
21/01/2008 14.00,"3,85314703",,"1,14392915","59,05229562",,"0,88679999"
21/01/2008 15.00,"7,99702215",,"1,1898268","55,40205348",,"0,97820002"
21/01/2008 16.00,"10,70448017",,"1,3943106","66,96135306",,"1,14450002"
21/01/2008 17.00,"6,67044306",,"1,5896496","78,28758666",,"1,15750003"
21/01/2008 18.00,"4,55366087",,"1,52848225","76,27004244",,"1,051"
21/01/2008 19.00,"2,90048909",,"1,0984064","56,24369262",,"1,16100001"
21/01/2008 20.00,"2,80813289",,"0,79070665","37,23344298",,"1,41299999"
21/01/2008 21.00,"2,232517",,"0,6627427","46,87241544",,"1,17799997"
21/01/2008 22.00,"1,40242803",,"0,6701924","51,54274062",,"1,02075005"
21/01/2008 23.00,"1,52103198",,"0,73309855","39,0818628",,"0,4998"
22/01/2008 0.00,"1,71396995",,"0,749156","46,0241055",,"1,32650006"
22/01/2008 1.00,,,"0,79477305","58,849209",,"1,61199999"
22/01/2008 2.00,"0,82192498",,"0,87935325","58,9684005",,"1,08299994"
22/01/2008 3.00,"0,77907199",,,"60,62772276",,"1,28299999"
22/01/2008 4.00,"0,962075",,"0,7059229","52,03679184",,"1,08700001"
22/01/2008 5.00,"0,58277899",,"0,77407075","49,79020374",,"1,15849996"
22/01/2008 6.00,"0,31724399",,"0,76157255","41,3391438",,"1,3405"
22/01/2008 7.00,"1,17833698",,"0,7704149","35,01879624",,"1,21749997"
22/01/2008 8.00,"1,43418205",,"0,8104418","38,10706272",,"0,67619997"
22/01/2008 9.00,"1,28275001",,"0,83235505","26,37861912",,0
22/01/2008 10.00,"0,55805701",,"0,78435405","15,00577821",,"0,38859999"
22/01/2008 11.00,"0,66385901",,"0,6524226","52,18996518",,"0,82884997"
22/01/2008 12.00,"0,79468203",,"0,38002785","59,8739616",,"0,72310001"
22/01/2008 13.00,"2,63772297","8,14872524","1,24092475","59,86063962",,"0,91839999"
22/01/2008 14.00,"3,22078109","5,45844569","1,71258805","69,16801446",,"1,05200005"
22/01/2008 15.00,"2,11315894","5,48398214","1,74016505","67,83230448",,"0,96754998"
22/01/2008 16.00,"1,79119098","5,25670655","1,89591185","72,2029734",,"0,78560001"
22/01/2008 17.00,"1,62025106","5,52100963","1,8130969","76,02901074",,"0,81400001"
22/01/2008 18.00,"1,88849902","6,73399693","1,7820883","75,83190822",,"0,88510001"
22/01/2008 19.00,"1,39381802","7,7912111","1,53790535","65,78544798",,"1,005"
22/01/2008 20.00,"1,09210801","8,61349025","0,9777231","46,3623543",,"0,76249999"
22/01/2008 21.00,"1,00331497","16,6919846","0,8002298","35,1799353",,"1,29400003"
22/01/2008 22.00,"1,34461904","15,7330903","0,7093959","38,79023112",,"1,77999997"
22/01/2008 23.00,"1,21134996","9,58643374","0,7316392","39,84894594",,"1,63349998"
23/01/2008 0.00,"1,45290995","11,1799116","0,74234685","32,53647384",,"1,61249995"
23/01/2008 1.00,"1,44278204","11,21566565","0,6793786","24,10271874",,"1,65799999"
23/01/2008 2.00,"1,68782604","10,19803148","0,72891025","21,51652806",,"1,84850001"
23/01/2008 3.00,"1,57543194","9,62857002","0,75475075","32,57377146",,"1,97899997"
23/01/2008 4.00,"1,03273797","11,91792195","0,7294887","34,042662",,"1,46650004"
23/01/2008 5.00,"0,79961801","3,35167678","0,7036068","68,6246778",,"0,83254999"
23/01/2008 6.00,"0,85875201","2,88052766","0,67644265","64,54962342",,"0,58985001"
23/01/2008 7.00,"0,849949","2,91627795","0,66292325","65,89996992",,"0,57964998"
23/01/2008 8.00,"0,95987397","3,15504456","0,7265125","67,78168488",,"0,77069998"
23/01/2008 9.00,"0,77218097","3,16398308","0,7867104","66,40469442",,"1,18550003"
23/01/2008 10.00,"0,96208602","2,73113676","0,7446618","65,90263824",,"0,89674997"
23/01/2008 11.00,"0,94311202","2,44512883","0,66623065","67,46207508",,"0,86500001"
23/01/2008 12.00,"0,73258698","2,58302494","0,669415","65,98386504",,"0,81830001"
23/01/2008 13.00,"0,546251","2,40809946","0,75131915","68,56075584",,"0,77569997"
23/01/2008 14.00,"0,73396599","2,15018051","0,81850445","70,7807196",,"0,64915001"
23/01/2008 15.00,"0,75733101","2,29446261","0,94291145","72,59451012",,"0,65904999"
23/01/2008 16.00,"0,72654003","2,22040576","1,0372195","73,94487624",,"0,84530002"
23/01/2008 17.00,"0,91835701","2,2842469","0,91008355","75,93446196",,
23/01/2008 18.00,"1,164608","2,23572839","0,87068225","76,20880842",,"0,75160003"
23/01/2008 19.00,"1,68182099","2,3314901","0,80634895","75,68275698",,"0,91439998"
23/01/2008 20.00,"2,25718689","2,60217916","0,61851945","76,31665956",,"0,68825001"
23/01/2008 21.00,"1,56856298","2,63665225","0,52689895","74,0993445",,"0,68835002"
23/01/2008 22.00,"2,04977202","2,64942048","0,54079095","74,02745682",,"0,75620002"
23/01/2008 23.00,"2,40281796","3,04396023","0,54653865","72,7143687",,"0,79605001"
24/01/2008 0.00,"2,47537208","2,93032337","0,53909585","70,7207805",,"0,71985"
24/01/2008 1.00,,"2,87414167","0,5572463","70,82600256",,"0,84805"
24/01/2008 2.00,"1,19343698",,"0,59222355","69,83519256",,"0,88225001"
24/01/2008 3.00,"0,94718403","3,55086339",,"69,29717292",,"0,73320001"
24/01/2008 4.00,"1,47214901","3,05289874","0,646277","68,9096583",,"0,81234998"
24/01/2008 5.00,"1,57332599","3,05545126","0,66804535","67,67116542",,"0,73425001"
24/01/2008 6.00,"1,52422297","3,09503502","0,65899255","67,43809944",,"0,77345002"
24/01/2008 7.00,"1,577034","3,12440119","0,45982175","65,05699662",,"0,84979999"
24/01/2008 8.00,"1,60382795","3,52277254","0,49617555","62,91294264",,"0,81889999"
24/01/2008 9.00,"1,89883304","3,28911284","0,4238969","63,30712806",,"0,8326"
24/01/2008 10.00,"1,953897","3,5891662","0,4609729","62,8450182",,"0,85290003"
24/01/2008 11.00,"2,07317495","3,77175299","0,5478439","62,04465954",,"0,44915"
24/01/2008 12.00,"3,54268289","3,34401547","0,63133965","63,2272158",,"0,84834999"
24/01/2008 13.00,"4,25160313","3,17419879","1,0646194","67,075875",,"1,03234994"
24/01/2008 14.00,"3,8754611","2,82562315","1,3880247","68,4328923",,"0,94080001"
24/01/2008 15.00,"5,05952215","2,80264109","1,421975","73,6425909",,"0,82419997"
24/01/2008 16.00,"4,82489395","2,8984028","1,1835041","75,099474",,"0,90460002"
24/01/2008 17.00,"4,38357687","2,83328447","1,10556515","77,21957196",,"0,7809"
24/01/2008 18.00,"3,28930807","2,60728608","1,16280525","78,94546488",,"0,74304998"
24/01/2008 19.00,"2,29846597","3,87773041","1,17794845","77,28480846",,"0,86605"
24/01/2008 20.00,"2,1237731","2,76688893","1,024167","80,12804076",,"0,40314999"
24/01/2008 21.00,"2,19214106","3,19207393","0,9184498","78,52330134",,"0,66084999"
24/01/2008 22.00,"2,62703609","2,9839488","0,78256925","77,7416013",,"0,63569999"
24/01/2008 23.00,"2,13416195","5,99726754","0,74726195","66,14102124",,"0,65184999"
25/01/2008 0.00,"2,00067401","8,41813523","0,63162715","58,38376374",,"1,03540003"
25/01/2008 1.00,"1,72272003","5,40609557","0,3724988","69,71001696",,"1,04900002"
25/01/2008 2.00,"1,60724199","2,86392784","0,4617963","76,57368156",,
25/01/2008 3.00,"1,245345","2,72986144","0,58117665","77,06376954",,"0,75054997"
25/01/2008 4.00,"2,02314997","4,48550032","0,74569795","68,1132825",,"0,98175001"
25/01/2008 5.00,"2,1585381","5,60017339","0,68356","71,80480512",,"0,82625002"
25/01/2008 6.00,"1,92555296","11,55658185","0,67014525","40,85970948",,"0,69814998"
25/01/2008 7.00,"1,66237903","10,04736714","0,54039535","37,97388216",,"0,80145001"
25/01/2008 8.00,"1,79073703","10,51340935","0,4722084","41,51756808",,"0,94795001"
25/01/2008 9.00,"1,46744299","13,27902296","0,46726915","37,25608446",,"0,71249998"
25/01/2008 10.00,"1,93335903","13,89701046","0,3918809","42,65219268",,"0,93624997"
25/01/2008 11.00,"1,93919003","11,59615809","0,52290615","49,11900354",,"0,92119998"
25/01/2008 12.00,"2,44501805","13,14367936","0,67652315","49,14831582",,"1,45799994"
25/01/2008 13.00,"2,17438889","13,35435512","0,59261685","48,53572056",,"1,23500001"
25/01/2008 14.00,"4,52040482","15,42664906","0,7989418","51,430887",,"1,09599996"
