Stat,TA-Paolo VI -CISI,,,,,,,
,,,,,
Parm,SO2,NOX,NO2,PM10 biorario,IPA TOT,PM10,PM2.5,CO
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3,mg/m3 293K
,,,,,,
,,,,
,,,,
,,,,
08/10/2014 1.00,"0,7","7,5","6,5",,"2,5","12,3","7,4","0,2"
08/10/2014 2.00,"0,1","7,5","6,6","7,3","2,1","12,3","7,4","0,2"
08/10/2014 3.00,"1,3","4,2","3,2",,"1,9","12,3","7,4","0,2"
08/10/2014 4.00,"3,4","3,8","2,8","8,8","1,5","12,3","7,4","0,1"
08/10/2014 5.00,"2,6","2,7","1,8",,"1,8","12,3","7,4","0,1"
08/10/2014 6.00,"1,9","16,3","13,7","14,2","15,0","12,3","7,4","0,2"
08/10/2014 7.00,"1,0","50,9","33,5",,"31,8","12,3","7,4","0,3"
08/10/2014 8.00,"1,1","24,7","17,3","15,4","11,1","12,3","7,4","0,2"
08/10/2014 9.00,"0,4","39,9","25,4",,"26,9","12,3","7,4","0,2"
08/10/2014 10.00,"1,3","23,2","16,4","11,7","9,6","12,3","7,4","0,4"
08/10/2014 11.00,"5,7","26,2","19,5",,"7,2","12,3","7,4","0,4"
08/10/2014 12.00,"6,6","27,4","19,9","7,1","5,8","12,3","7,4","0,5"
08/10/2014 13.00,"9,3","36,4","26,3",,"7,7","12,3","7,4","0,6"
08/10/2014 14.00,"10,4","24,6","18,7","21,0","5,5","12,3","7,4","0,4"
08/10/2014 15.00,"5,5","30,0","22,5",,"13,0","12,3","7,4","0,2"
08/10/2014 16.00,"7,7","26,1","21,5","13,2","9,8","12,3","7,4","0,3"
08/10/2014 17.00,"7,3","20,7","17,7",,"9,7","12,3","7,4","0,2"
08/10/2014 18.00,"6,5","35,4","30,8","12,7","21,0","12,3","7,4","0,3"
08/10/2014 19.00,"3,3","22,3","19,5",,"10,6","12,3","7,4","0,2"
08/10/2014 20.00,"2,3","19,5","18,1","28,1","7,9","12,3","7,4","0,2"
08/10/2014 21.00,"3,9","25,2","21,8",,"13,1","12,3","7,4","0,2"
08/10/2014 22.00,"4,1","12,7","10,6","19,3","12,5","12,3","7,4","0,2"
08/10/2014 23.00,"3,2","6,8","5,9",,"3,2","12,3","7,4","0,2"
09/10/2014 0.00,"1,4","11,5","10,4","20,5","4,5","12,3","7,4","0,2"
09/10/2014 1.00,,"7,7","6,6",,"2,3","14,0","9,5","0,2"
09/10/2014 2.00,"2,7","7,5","6,5","15,1","1,7","14,0","9,5","0,2"
09/10/2014 3.00,"2,8","6,1","5,2",,"1,8","14,0","9,5",
09/10/2014 4.00,"0,1","3,8","2,7","16,6","1,8","14,0","9,5","0,2"
09/10/2014 5.00,"0,4","3,4","2,5",,"1,8","14,0","9,5","0,2"
09/10/2014 6.00,"1,7","12,2","9,0","14,2","5,1","14,0","9,5","0,2"
09/10/2014 7.00,"1,2","31,0","21,9",,"28,2","14,0","9,5","0,2"
09/10/2014 8.00,"3,3","29,1","19,6","16,1","19,6","14,0","9,5","0,4"
09/10/2014 9.00,"3,9","86,1","43,1",,"55,6","14,0","9,5","0,4"
09/10/2014 10.00,"3,5","48,5","31,9","20,3","16,7","14,0","9,5","0,6"
09/10/2014 11.00,"5,5","34,5","25,3",,"9,7","14,0","9,5","0,5"
09/10/2014 12.00,"8,0","40,1","29,2","25,4","9,4","14,0","9,5","0,6"
09/10/2014 13.00,"5,5","20,7","15,6",,"6,1","14,0","9,5","0,3"
09/10/2014 14.00,"3,7","13,1","9,5","20,5","6,7","14,0","9,5","0,2"
09/10/2014 15.00,"5,0","14,1","9,8",,"8,4","14,0","9,5","0,2"
09/10/2014 16.00,"4,8","11,6","8,5","10,7","6,0","14,0","9,5","0,2"
09/10/2014 17.00,"3,2","11,8","9,6",,"5,9","14,0","9,5","0,2"
09/10/2014 18.00,"2,6","16,6","15,2","16,1","6,3","14,0","9,5","0,2"
09/10/2014 19.00,"3,4","12,6","10,8",,"3,1","14,0","9,5","0,2"
09/10/2014 20.00,"2,8","8,8","7,5","15,1","5,4","14,0","9,5","0,2"
09/10/2014 21.00,"3,6","13,0","10,7",,"13,3","14,0","9,5","0,3"
09/10/2014 22.00,"1,4","13,8","12,3","19,0","10,3","14,0","9,5","0,2"
09/10/2014 23.00,"2,3","5,2","4,3",,"2,4","14,0","9,5","0,2"
10/10/2014 0.00,"1,5","3,5","2,6","16,8","1,8","14,0","9,5","0,2"
10/10/2014 1.00,"1,7","2,8","1,9",,"1,6","11,9","6,7","0,2"
10/10/2014 2.00,"2,0","2,8","1,9","10,5","1,8","11,9","6,7","0,2"
10/10/2014 3.00,"0,5","3,3","2,3",,"2,2","11,9","6,7","0,2"
10/10/2014 4.00,"0,7","4,9","4,0","9,0","2,6","11,9","6,7","0,2"
10/10/2014 5.00,"0,9","3,0","2,0",,"1,6","11,9","6,7","0,1"
10/10/2014 6.00,"2,0","8,5","6,3","17,6","2,5","11,9","6,7","0,1"
10/10/2014 7.00,"0,5","45,3","31,6",,"28,0","11,9","6,7","0,2"
10/10/2014 8.00,"2,3","75,1","33,6","14,2","56,3","11,9","6,7","0,3"
10/10/2014 9.00,"1,9","83,6","39,6",,"53,1","11,9","6,7","0,4"
10/10/2014 10.00,"3,7","30,4","22,4","17,8","10,3","11,9","6,7","0,5"
10/10/2014 11.00,"2,9","22,4","15,9",,"8,1","11,9","6,7","0,2"
10/10/2014 12.00,"3,2","12,2","8,8","10,3","6,8","11,9","6,7","0,2"
10/10/2014 13.00,"3,0","10,5","7,1",,"4,1","11,9","6,7","0,2"
10/10/2014 14.00,"5,0","9,0","6,2","7,1","4,8","11,9","6,7","0,2"
10/10/2014 15.00,"4,6","12,3","8,2",,"8,6","11,9","6,7","0,2"
10/10/2014 16.00,"4,0","11,1","7,5","4,9","7,0","11,9","6,7","0,2"
10/10/2014 17.00,"2,8","18,4","14,7",,"12,3","11,9","6,7","0,2"
10/10/2014 18.00,"2,2","51,3","45,6","17,3","31,4","11,9","6,7","0,3"
10/10/2014 19.00,"0,4","26,7","25,6",,"5,2","11,9","6,7","0,2"
10/10/2014 20.00,"1,3","38,3","35,6","20,0","12,9","11,9","6,7","0,2"
10/10/2014 21.00,"1,0","15,4","14,3",,"5,3","11,9","6,7","0,3"
10/10/2014 22.00,"1,8","9,3","8,2","20,0","3,2","11,9","6,7","0,2"
10/10/2014 23.00,"0,5","5,7","4,7",,"2,0","11,9","6,7","0,2"
11/10/2014 0.00,"2,3","4,9","3,9","17,8","2,0","11,9","6,7","0,2"
11/10/2014 1.00,,"4,7","3,8",,"1,9","9,7","7,7","0,2"
11/10/2014 2.00,"4,8","3,4","2,5","12,9","1,7","9,7","7,7","0,2"
11/10/2014 3.00,"0,6","2,9","2,0",,"1,6","9,7","7,7",
11/10/2014 4.00,"1,4","4,4","3,4","10,3","2,1","9,7","7,7","0,1"
11/10/2014 5.00,"1,6","4,2","3,2",,"3,0","9,7","7,7","0,1"
11/10/2014 6.00,"2,8","13,3","9,6","6,6","3,4","9,7","7,7","0,1"
11/10/2014 7.00,"1,0","6,6","5,2",,"2,7","9,7","7,7","0,1"
11/10/2014 8.00,"1,5","31,0","18,8","10,0","27,7","9,7","7,7","0,2"
11/10/2014 9.00,"3,2","56,4","33,3",,"36,4","9,7","7,7","0,3"
11/10/2014 10.00,"2,6","29,0","20,9","8,5","10,5","9,7","7,7","0,5"
11/10/2014 11.00,"4,1","27,3","19,9",,"6,4","9,7","7,7","0,4"
11/10/2014 12.00,"1,9","10,4","7,4","14,4","3,6","9,7","7,7","0,2"
11/10/2014 13.00,"2,8","10,5","7,4",,"4,3","9,7","7,7","0,2"
11/10/2014 14.00,"3,7","5,6","4,2","8,5","3,0","9,7","7,7","0,1"
11/10/2014 15.00,"1,7","8,0","5,5",,"3,8","9,7","7,7","0,2"
11/10/2014 16.00,"2,2","7,9","5,7","6,8","3,4","9,7","7,7","0,2"
11/10/2014 17.00,"2,6","6,9","5,8",,"4,3","9,7","7,7","0,2"
11/10/2014 18.00,"1,3","14,3","13,1","11,2","10,7","9,7","7,7","0,2"
11/10/2014 19.00,"0,6","19,8","18,5",,"7,8","9,7","7,7","0,2"
11/10/2014 20.00,"0,6","30,4","28,6","13,9","11,4","9,7","7,7","0,2"
11/10/2014 21.00,"1,9","37,6","31,8",,"23,9","9,7","7,7","0,2"
11/10/2014 22.00,"2,2","23,7","21,5","21,0","10,8","9,7","7,7","0,2"
11/10/2014 23.00,"1,8","8,1","7,1",,"2,8","9,7","7,7","0,2"
12/10/2014 0.00,"1,9","5,5","4,6","13,4","2,0","9,7","7,7","0,2"
12/10/2014 1.00,"2,5","13,8","12,3",,"4,6","18,4","11,4","0,2"
12/10/2014 2.00,"2,5","12,9","11,6","6,8","3,8","18,4","11,4","0,2"
12/10/2014 3.00,"1,3","7,7","6,8",,"1,9","18,4","11,4","0,2"
12/10/2014 4.00,"1,1","11,6","10,4","10,7","1,6","18,4","11,4","0,4"
12/10/2014 5.00,"3,0","15,5","14,5",,"1,7","18,4","11,4","0,6"
12/10/2014 6.00,"5,2","10,6","9,5","16,6","2,2","18,4","11,4","0,4"
12/10/2014 7.00,"4,7","12,1","10,1",,"5,7","18,4","11,4","0,2"
12/10/2014 8.00,"1,6","13,8","10,4","9,8","7,2","18,4","11,4","0,2"
12/10/2014 9.00,"2,6","16,8","12,0",,"8,2","18,4","11,4","0,3"
12/10/2014 10.00,"2,9","28,6","20,3","19,8","4,3","18,4","11,4","0,7"
12/10/2014 11.00,"7,8","33,4","23,4",,"6,2","18,4","11,4","0,6"
12/10/2014 12.00,"2,1","11,7","8,7","22,5","17,9","18,4","11,4","0,3"
12/10/2014 13.00,"2,6","8,1","6,2",,"3,0","18,4","11,4","0,3"
12/10/2014 14.00,"3,5","13,3","10,1","33,5","3,7","18,4","11,4","0,3"
12/10/2014 15.00,"4,1","7,3","5,4",,"2,6","18,4","11,4","0,2"
12/10/2014 16.00,"3,9","6,0","4,7","24,7","3,2","18,4","11,4","0,2"
12/10/2014 17.00,"3,3","6,6","5,3",,"4,6","18,4","11,4","0,2"
12/10/2014 18.00,"1,4","16,2","15,3","22,5","8,7","18,4","11,4","0,2"
12/10/2014 19.00,"3,0","8,5","7,6",,"2,4","18,4","11,4","0,2"
12/10/2014 20.00,"4,1","7,6","6,6","22,5","3,0","18,4","11,4","0,2"
12/10/2014 21.00,"3,5","8,3","7,3",,"3,9","18,4","11,4","0,2"
12/10/2014 22.00,"2,6","9,7","8,7","30,5","4,1","18,4","11,4","0,2"
12/10/2014 23.00,"0,5","12,0","10,8",,"6,3","18,4","11,4","0,2"
13/10/2014 0.00,"2,3","5,7","4,8","19,3","2,8","18,4","11,4","0,2"
13/10/2014 1.00,,"8,2","7,1",,"5,1","23,6","13,9","0,2"
13/10/2014 2.00,"4,7","7,2","6,2","26,4","4,3","23,6","13,9","0,2"
13/10/2014 3.00,"4,6","5,9","4,9",,"2,5","23,6","13,9",
13/10/2014 4.00,"3,1","5,6","4,4","25,9","2,9","23,6","13,9","0,2"
13/10/2014 5.00,"4,0","4,9","3,8",,"2,3","23,6","13,9","0,2"
13/10/2014 6.00,"1,4","6,6","5,6","27,6","3,0","23,6","13,9","0,2"
13/10/2014 7.00,"0,6","29,1","15,7",,"30,2","23,6","13,9","0,2"
13/10/2014 8.00,"0,7","17,3","10,5","27,6","21,2","23,6","13,9","0,2"
13/10/2014 9.00,"2,2","50,9","32,2",,"42,3","23,6","13,9","0,4"
13/10/2014 10.00,"4,0","14,4","10,0","26,6","9,8","23,6","13,9","0,2"
13/10/2014 11.00,"3,4","13,0","9,7",,"7,1","23,6","13,9","0,3"
13/10/2014 12.00,"4,3","18,3","13,9","29,3","8,8","23,6","13,9","0,3"
13/10/2014 13.00,"3,1","18,9","14,1",,"8,9","23,6","13,9","0,3"
13/10/2014 14.00,"1,9","14,8","11,0","39,8","9,8","23,6","13,9","0,3"
13/10/2014 15.00,"2,0","16,7","12,5",,"10,9","23,6","13,9","0,2"
13/10/2014 16.00,"2,4","15,6","12,6","27,6","12,0","23,6","13,9","0,2"
13/10/2014 17.00,"1,4","14,9","12,2",,"12,3","23,6","13,9","0,3"
13/10/2014 18.00,"2,7","19,0","17,7","54,2","10,1","23,6","13,9","0,2"
13/10/2014 19.00,"3,3","13,0","11,6",,"4,6","23,6","13,9","0,2"
13/10/2014 20.00,"3,3","20,0","17,8","46,4","11,9","23,6","13,9","0,2"
13/10/2014 21.00,"3,7","28,3","25,0",,"21,8","23,6","13,9","0,3"
13/10/2014 22.00,"2,1","20,0","18,0","39,8","15,8","23,6","13,9","0,3"
13/10/2014 23.00,"3,1","8,1","7,1",,"4,0","23,6","13,9","0,2"
14/10/2014 0.00,"2,1","8,4","7,5","30,0","7,1","23,6","13,9","0,2"
14/10/2014 1.00,"0,8","5,0","4,1",,"3,7","27,5","11,7","0,2"
14/10/2014 2.00,"2,5","4,4","3,5","28,1","3,1","27,5","11,7","0,2"
14/10/2014 3.00,"2,9","5,9","5,0",,"3,0","27,5","11,7","0,2"
14/10/2014 4.00,"3,7","5,2","4,1","40,5","3,3","27,5","11,7","0,2"
14/10/2014 5.00,"1,8","8,1","6,6",,"5,7","27,5","11,7","0,2"
14/10/2014 6.00,"0,9","9,8","8,5","36,1","5,7","27,5","11,7","0,2"
14/10/2014 7.00,"1,4","27,0","22,5",,"24,0","27,5","11,7","0,2"
14/10/2014 8.00,"2,8","68,9","41,1","35,2","64,4","27,5","11,7","0,3"
14/10/2014 9.00,"2,1","17,7","13,0",,"14,3","27,5","11,7","0,2"
14/10/2014 10.00,,"19,0","14,5","33,2","11,4","27,5","11,7","0,3"
14/10/2014 11.00,,"12,8","9,2",,"7,6","27,5","11,7","0,3"
14/10/2014 12.00,,"31,8","27,0",,"6,8","27,5","11,7","0,2"
14/10/2014 13.00,,"10,6","5,7",,"9,5","27,5","11,7","0,3"
14/10/2014 14.00,,,,,"7,1","27,5","11,7",
14/10/2014 15.00,,"8,5","5,2",,"8,1","27,5","11,7",
14/10/2014 16.00,"3,6","12,4","8,0",,"9,6","27,5","11,7",
14/10/2014 17.00,"3,6","12,6","9,6",,"12,3","27,5","11,7",
14/10/2014 18.00,"1,7","16,3","13,3","34,7","14,4","27,5","11,7",
14/10/2014 19.00,"1,4","10,0","8,3",,"5,3","27,5","11,7",
14/10/2014 20.00,"0,6","15,4","13,5","33,2","9,8","27,5","11,7",
14/10/2014 21.00,"0,3","15,4","13,6",,"9,2","27,5","11,7",
14/10/2014 22.00,"0,3","7,0","5,7","37,9","4,0","27,5","11,7",
14/10/2014 23.00,"0,1","7,7","6,6",,"4,7","27,5","11,7",
15/10/2014 0.00,,"4,0","3,1","42,2","2,1","27,5","11,7",
15/10/2014 1.00,,"3,8","2,9",,"3,3","28,4","10,8",
15/10/2014 2.00,"2,5","3,0","2,1","34,4","1,7","28,4","10,8",
15/10/2014 3.00,"0,2","3,0","2,1",,"1,7","28,4","10,8",
15/10/2014 4.00,"0,6","4,4","3,3","28,8","2,6","28,4","10,8","0,2"
15/10/2014 5.00,,"4,2","3,3",,"2,4","28,4","10,8","0,1"
15/10/2014 6.00,,"9,6","8,4","36,4","8,2","28,4","10,8","0,2"
15/10/2014 7.00,"1,6","17,3","14,3",,"13,9","28,4","10,8","0,2"
15/10/2014 8.00,"0,4","19,5","15,2",,"16,5","28,4","10,8","0,2"
15/10/2014 9.00,,"21,3","15,3",,"18,2","28,4","10,8","0,2"
15/10/2014 10.00,"2,0","10,2","7,3",,"11,1","28,4","10,8","0,2"
15/10/2014 11.00,"0,5","8,9","6,0",,"7,5","28,4","10,8","0,2"
15/10/2014 12.00,"0,9","9,3","5,8",,"7,7","28,4","10,8","0,2"
15/10/2014 13.00,"1,0","11,1","6,5",,"11,2","28,4","10,8",
15/10/2014 14.00,"1,9","7,8","4,6",,"6,7","28,4","10,8","0,2"
15/10/2014 15.00,"3,3","7,9","4,4",,"6,2","28,4","10,8","0,1"
15/10/2014 16.00,"0,8","7,4","4,7","37,6","6,5","28,4","10,8","0,2"
15/10/2014 17.00,"1,2","8,3","5,8",,"8,4","28,4","10,8","0,2"
15/10/2014 18.00,"3,0","9,1","6,2","31,5","9,4","28,4","10,8","0,2"
15/10/2014 19.00,"2,3","10,5","8,6",,"9,9","28,4","10,8","0,2"
15/10/2014 20.00,"3,5","9,7","8,2","39,6","11,3","28,4","10,8","0,2"
15/10/2014 21.00,"1,7","13,4","10,7",,"12,1","28,4","10,8","0,2"
15/10/2014 22.00,"4,1","6,9","5,7","42,5","4,7","28,4","10,8","0,2"
15/10/2014 23.00,"1,9","10,1","9,1",,"5,8","28,4","10,8","0,2"
16/10/2014 0.00,"3,2","8,5","7,6","42,2","5,0","28,4","10,8","0,2"
16/10/2014 1.00,"3,0","6,3","5,4",,"2,1","37,0","16,4","0,2"
16/10/2014 2.00,"1,4","5,6","4,6","44,0","1,7","37,0","16,4","0,2"
16/10/2014 3.00,"3,2","5,7","4,8",,"1,6","37,0","16,4","0,2"
16/10/2014 4.00,"2,4","10,0","9,0","47,6","1,8","37,0","16,4","0,3"
16/10/2014 5.00,"3,0","11,6","10,6",,"1,8","37,0","16,4","0,3"
16/10/2014 6.00,"3,3","21,5","15,5","32,0","7,5","37,0","16,4","0,3"
16/10/2014 7.00,"4,6","58,6","22,9",,"30,8","37,0","16,4","0,4"
16/10/2014 8.00,"4,0","49,4","28,8","53,2","36,0","37,0","16,4","0,4"
16/10/2014 9.00,"2,2","46,0","25,1",,"36,0","37,0","16,4","0,4"
16/10/2014 10.00,"2,3","31,2","21,1","39,1","24,5","37,0","16,4","0,3"
16/10/2014 11.00,"4,0","27,4","19,3",,"11,8","37,0","16,4","0,4"
16/10/2014 12.00,"6,0","24,8","16,5","34,9","5,4","37,0","16,4","0,4"
16/10/2014 13.00,"3,8","22,2","15,6",,"8,8","37,0","16,4","0,3"
16/10/2014 14.00,"5,4","25,0","17,4","43,2","13,2","37,0","16,4","0,2"
16/10/2014 15.00,"4,6","16,7","11,8",,"10,3","37,0","16,4","0,2"
16/10/2014 16.00,"5,2","18,4","13,6","37,1","9,1","37,0","16,4","0,2"
16/10/2014 17.00,"3,3","9,6","7,2",,"5,8","37,0","16,4","0,1"
16/10/2014 18.00,"4,1","19,8","17,4","41,8","4,1","37,0","16,4","0,3"
16/10/2014 19.00,"5,7","20,4","18,3",,"2,2","37,0","16,4","0,2"
16/10/2014 20.00,"4,7","8,3","7,1","38,1","2,8","37,0","16,4","0,1"
16/10/2014 21.00,"3,4","18,2","15,6",,"14,3","37,0","16,4","0,2"
16/10/2014 22.00,"1,7","17,7","16,3","33,2","8,6","37,0","16,4","0,2"
16/10/2014 23.00,"2,0","8,8","7,7",,"2,0","37,0","16,4","0,1"
17/10/2014 0.00,"4,1","5,1","4,1","24,4","1,6","37,0","16,4","0,1"
17/10/2014 1.00,,"4,8","3,7",,"1,5","19,4","9,7","0,1"
17/10/2014 2.00,"5,6","4,7","3,8","23,7","1,5","19,4","9,7","0,1"
17/10/2014 3.00,"4,5","6,8","5,9",,"1,7","19,4","9,7",
17/10/2014 4.00,"3,6","6,8","5,8","18,3","1,9","19,4","9,7","0,1"
17/10/2014 5.00,"5,2","4,4","3,4",,"1,6","19,4","9,7","0,1"
17/10/2014 6.00,"5,6","30,6","19,1","14,4","11,5","19,4","9,7","0,1"
17/10/2014 7.00,"4,0","54,4","34,5",,"27,9","19,4","9,7","0,2"
17/10/2014 8.00,"3,6","58,6","38,5","22,2","41,6","19,4","9,7","0,3"
17/10/2014 9.00,"3,1","56,5","30,6",,"39,2","19,4","9,7","0,4"
17/10/2014 10.00,"7,3","41,5","28,2","15,6","12,1","19,4","9,7","0,5"
17/10/2014 11.00,"15,1","34,9","24,1",,"5,4","19,4","9,7","0,6"
17/10/2014 12.00,"20,1","35,4","23,4","20,5","5,2","19,4","9,7","0,6"
17/10/2014 13.00,"6,4","11,0","7,5",,"6,1","19,4","9,7","0,1"
17/10/2014 14.00,"3,1","9,0","5,4","16,6","5,3","19,4","9,7","0,1"
17/10/2014 15.00,"3,5","12,3","8,0",,"7,4","19,4","9,7","0,2"
17/10/2014 16.00,"3,5","13,5","10,0","19,8","13,0","19,4","9,7","0,2"
17/10/2014 17.00,"2,9","19,9","16,4",,"10,8","19,4","9,7","0,2"
17/10/2014 18.00,"6,2","33,5","30,2","27,6","21,2","19,4","9,7","0,3"
17/10/2014 19.00,"2,4","24,6","22,8",,"8,7","19,4","9,7","0,2"
17/10/2014 20.00,"1,3","9,3","8,4","35,9","3,0","19,4","9,7","0,2"
17/10/2014 21.00,"1,1","4,0","3,1",,"1,8","19,4","9,7","0,1"
17/10/2014 22.00,"2,2","5,5","4,5","27,1","1,5","19,4","9,7","0,1"
17/10/2014 23.00,"3,0","3,8","2,8",,"1,5","19,4","9,7","0,1"
18/10/2014 0.00,"1,3","3,3","2,4","31,3","1,5","19,4","9,7","0,1"
18/10/2014 1.00,"3,4","3,1","2,1",,"1,3","12,8","7,3","0,1"
18/10/2014 2.00,"2,1","2,8","1,9","16,8","1,4","12,8","7,3","0,1"
18/10/2014 3.00,"1,9","2,8","1,9",,"1,5","12,8","7,3","0,1"
18/10/2014 4.00,"2,5","3,2","2,2","16,1","1,3","12,8","7,3","0,1"
18/10/2014 5.00,"3,1","3,9","3,0",,"1,7","12,8","7,3","0,1"
18/10/2014 6.00,"1,1","13,1","10,6","16,8","4,8","12,8","7,3","0,1"
18/10/2014 7.00,"1,7","64,6","34,6",,"41,6","12,8","7,3","0,3"
18/10/2014 8.00,"3,3","73,1","33,0","21,0","47,8","12,8","7,3","0,4"
18/10/2014 9.00,"2,4","35,9","19,2",,"20,2","12,8","7,3","0,3"
18/10/2014 10.00,"1,9","4,6","3,5","14,7","1,9","12,8","7,3","0,1"
18/10/2014 11.00,"2,5","3,9","2,8",,"1,8","12,8","7,3","0,1"
18/10/2014 12.00,"1,1","3,6","2,5","10,0","1,7","12,8","7,3","0,1"
18/10/2014 13.00,"2,9","3,4","2,5",,"1,7","12,8","7,3","0,1"
18/10/2014 14.00,"3,8","2,8","1,9","13,9","1,4","12,8","7,3","0,1"
18/10/2014 15.00,"3,6","2,7","1,8",,"1,5","12,8","7,3","0,1"
18/10/2014 16.00,"1,2","2,8","1,9","8,1","1,7","12,8","7,3","0,1"
18/10/2014 17.00,"0,8","2,8","1,9",,"1,5","12,8","7,3","0,1"
18/10/2014 18.00,"4,4","3,1","2,1","8,8","1,8","12,8","7,3","0,1"
18/10/2014 19.00,"4,0","4,4","3,5",,"1,6","12,8","7,3","0,1"
18/10/2014 20.00,"3,3","3,4","2,5","15,6","1,4","12,8","7,3","0,1"
18/10/2014 21.00,"2,9","3,3","2,4",,"1,5","12,8","7,3","0,1"
18/10/2014 22.00,"1,1","3,3","2,4","9,5","1,4","12,8","7,3","0,1"
18/10/2014 23.00,"0,9","3,7","2,8",,"1,4","12,8","7,3","0,1"
19/10/2014 0.00,"2,8","3,7","2,8","14,2","1,5","12,8","7,3","0,1"
19/10/2014 1.00,,"3,7","2,8",,"1,4","10,8","7,0","0,1"
19/10/2014 2.00,"2,6","3,7","2,8","15,6","1,5","10,8","7,0","0,1"
19/10/2014 3.00,"2,1","3,7","2,8",,"1,6","10,8","7,0",
19/10/2014 4.00,"1,7","3,9","2,9","19,5","1,4","10,8","7,0","0,1"
19/10/2014 5.00,"1,4","3,7","2,8",,"1,5","10,8","7,0","0,1"
19/10/2014 6.00,"3,3","3,4","2,5","10,5","1,4","10,8","7,0","0,1"
19/10/2014 7.00,"1,4","3,7","2,8",,"1,5","10,8","7,0","0,1"
19/10/2014 8.00,"3,0","3,6","2,7","14,4","2,0","10,8","7,0","0,1"
19/10/2014 9.00,"1,2","3,6","2,4",,"1,6","10,8","7,0","0,1"
19/10/2014 10.00,"1,2","3,7","2,5","8,8","1,5","10,8","7,0","0,1"
19/10/2014 11.00,"2,4","3,5","2,4",,"1,7","10,8","7,0","0,1"
19/10/2014 12.00,"3,9","3,1","2,1","5,1","1,6","10,8","7,0","0,1"
19/10/2014 13.00,"3,0","2,8","1,8",,"1,5","10,8","7,0","0,1"
19/10/2014 14.00,"2,8","2,8","1,8","5,1","1,4","10,8","7,0","0,1"
19/10/2014 15.00,"4,5","2,8","1,9",,"1,6","10,8","7,0","0,1"
19/10/2014 16.00,"3,9","2,9","1,9","3,7","1,6","10,8","7,0","0,1"
19/10/2014 17.00,"1,6","4,3","3,3",,"2,2","10,8","7,0","0,1"
19/10/2014 18.00,"2,5","6,1","5,2","5,4","2,7","10,8","7,0","0,1"
19/10/2014 19.00,"2,8","10,6","9,7",,"4,0","10,8","7,0","0,2"
19/10/2014 20.00,"2,1","11,5","10,6","15,1","3,0","10,8","7,0","0,2"
19/10/2014 21.00,"1,1","9,0","8,0",,"2,1","10,8","7,0","0,1"
19/10/2014 22.00,"0,9","5,7","4,6","14,2","1,7","10,8","7,0","0,1"
19/10/2014 23.00,"2,4","4,9","3,9",,"2,3","10,8","7,0","0,1"
20/10/2014 0.00,"2,0","6,4","5,3","9,3","1,9","10,8","7,0","0,1"
20/10/2014 1.00,"2,8","5,5","4,3",,"1,8","16,2","10,5","0,1"
20/10/2014 2.00,"2,6","5,4","4,5","10,7","1,8","16,2","10,5","0,1"
20/10/2014 3.00,"3,6","3,0","1,9",,"1,5","16,2","10,5","0,1"
20/10/2014 4.00,"2,7","3,7","2,7","7,6","1,9","16,2","10,5","0,1"
20/10/2014 5.00,"3,1","6,2","5,0",,"2,4","16,2","10,5","0,1"
20/10/2014 6.00,"2,2","13,4","10,0","5,4","2,1","16,2","10,5","0,1"
20/10/2014 7.00,"2,6","15,2","11,8",,"11,4","16,2","10,5","0,2"
20/10/2014 8.00,"4,9","93,2","39,7","17,8","55,1","16,2","10,5","0,4"
20/10/2014 9.00,"5,5","71,0","38,9",,"36,4","16,2","10,5","0,4"
20/10/2014 10.00,"6,1","32,5","22,9","12,0","16,6","16,2","10,5","0,4"
20/10/2014 11.00,"9,9","39,8","27,1",,"8,9","16,2","10,5","0,4"
20/10/2014 12.00,"6,2","35,3","24,2","15,9","8,3","16,2","10,5","0,3"
20/10/2014 13.00,"7,6","30,3","21,4",,"6,5","16,2","10,5","0,3"
20/10/2014 14.00,"11,3","25,4","19,1","21,0","5,8","16,2","10,5","0,3"
20/10/2014 15.00,"5,4","21,1","15,9",,"10,0","16,2","10,5","0,2"
20/10/2014 16.00,"5,7","20,0","15,7","13,9","7,2","16,2","10,5","0,2"
20/10/2014 17.00,"3,9","22,2","19,0",,"10,2","16,2","10,5","0,3"
20/10/2014 18.00,"4,0","45,8","39,0","14,4","24,9","16,2","10,5","0,4"
20/10/2014 19.00,"7,1","45,1","42,5",,"23,9","16,2","10,5","0,3"
20/10/2014 20.00,"4,3","34,5","32,7","26,4","18,7","16,2","10,5","0,3"
20/10/2014 21.00,"3,2","35,5","28,2",,"23,6","16,2","10,5","0,3"
20/10/2014 22.00,"3,1","7,9","6,7","21,2","3,3","16,2","10,5","0,2"
20/10/2014 23.00,"2,7","9,6","8,7",,"3,2","16,2","10,5","0,2"
21/10/2014 0.00,"6,0","5,2","4,2","18,6","2,2","16,2","10,5","0,2"
21/10/2014 1.00,,"5,5","4,5",,"2,5","16,2","10,0","0,1"
21/10/2014 2.00,"4,7","8,1","7,2","18,8","2,8","16,2","10,0","0,2"
21/10/2014 3.00,"4,2","11,6","10,7",,"3,0","16,2","10,0",
21/10/2014 4.00,"4,5","9,6","8,7","15,9","3,1","16,2","10,0","0,2"
21/10/2014 5.00,"5,5","6,1","5,2",,"2,7","16,2","10,0","0,1"
21/10/2014 6.00,"4,4","16,9","12,0","17,8","7,7","16,2","10,0","0,2"
