"NetC","Provincia di TARANTO","","","","","",""
"Stat","Massafra (TA) Via Frappietro","","","","","",""
,SO2,NO2,NOX,O3,BENZENE
16/01/2012 13.00,,"8,03318","10,871889","55,662337","1,233774"
16/01/2012 14.00,,"7,806702","10,234427","58,777649","1,67744"
16/01/2012 15.00,,"9,418657","12,943806","58,764959","1,586978"
16/01/2012 16.00,,"11,781432","15,571477","51,429165","1,660507"
16/01/2012 17.00,,"17,637431","22,230785","46,813235","1,717103"
16/01/2012 18.00,,"28,887375","35,836692","35,101468",
16/01/2012 19.00,,"33,125572","45,172968","20,189061",
16/01/2012 20.00,,"38,696679","60,481815","13,040006",
16/01/2012 21.00,,"38,322903","61,614064","10,799214",
16/01/2012 22.00,,"27,396129","37,982549","17,191211",
16/01/2012 23.00,,"18,564755","23,938909","25,281538",
17/01/2012 0.00,,"14,362892","17,844426","31,80451",
17/01/2012 1.00,,"9,801577","11,927201","39,13807","3,499904"
17/01/2012 2.00,,"9,994265","11,901039","37,648125","1,568468"
17/01/2012 3.00,,"6,900787","8,380401","41,742721","1,437275"
17/01/2012 4.00,,"4,66001","6,103563","45,797618","1,209111"
17/01/2012 5.00,,"3,283617","4,656787","49,079375","1,047052"
17/01/2012 6.00,,"4,644435","6,095133","49,316798","0,968489"
17/01/2012 7.00,,"13,22856","15,646703","41,820468","1,209823"
17/01/2012 8.00,,"13,935898","17,4268","40,965392","1,366238"
17/01/2012 9.00,,"11,718478","15,509871","41,410653","1,677897"
17/01/2012 10.00,,"9,275244","13,48724","27,466562","1,476938"
17/01/2012 11.00,"0,699557",,,"13,877438","1,186992"
17/01/2012 12.00,,,,,"1,61881"
17/01/2012 13.00,"1,132128","13,909289","19,044776","34,084178","1,948928"
17/01/2012 14.00,"1,318108","13,479051","20,112174","37,683616","2,152277"
17/01/2012 15.00,"1,171852","11,035805","15,399628","42,498967","2,078341"
17/01/2012 16.00,"1,318108","14,044268","17,957261","41,234915","2,357559"
17/01/2012 17.00,"1,374083","19,490775","24,370791","35,659986","3,47036"
17/01/2012 18.00,"1,463461","29,325413","36,352892","31,322896","4,027625"
17/01/2012 19.00,"2,667815","43,836919","87,801258","17,721843","5,812816"
17/01/2012 20.00,"3,016301","42,059488","67,55226","10,065812","6,821781"
17/01/2012 21.00,"2,660592","39,790151","57,843753","9,113561","5,28601"
17/01/2012 22.00,"3,19596","39,37743","57,457913","6,075988","4,796477"
17/01/2012 23.00,"2,893517","30,258584","41,011634","9,521668","3,834751"
18/01/2012 0.00,"2,248006","14,688014","21,66206","23,260423","2,950673"
18/01/2012 1.00,"1,426445","5,876765","9,350538","41,542482","1,321693"
18/01/2012 2.00,,"4,467925","7,504944","44,493031","1,006779"
18/01/2012 3.00,"1,497767",,,"43,402201","0,897502"
18/01/2012 4.00,"1,103239","5,060404","7,356441",,"0,892773"
18/01/2012 5.00,"1,30276","6,483521","8,894653","41,215482","0,901621"
18/01/2012 6.00,"1,211576","5,756063","7,775361","49,085281","0,788378"
18/01/2012 7.00,"1,272968","12,930697","15,404816","44,160125","0,964472"
18/01/2012 8.00,"0,979553","15,920344","19,550581","41,428411","1,352254"
18/01/2012 9.00,"1,560965","28,998996","46,848014","28,155195","2,095478"
18/01/2012 10.00,"1,854634","16,091057","24,731853","30,22854","2,756324"
18/01/2012 11.00,"0,86941","11,064357","17,079858","37,315219","1,711611"
18/01/2012 12.00,"0,690653","9,497179","14,182418","39,140304","1,582808"
18/01/2012 13.00,"0,676207","11,872277","16,293244","40,139858","1,601165"
18/01/2012 14.00,"0,808019","12,469953","16,731621","41,05664","2,180346"
18/01/2012 15.00,"0,871215","11,97546","16,082485","43,685252","2,047628"
18/01/2012 16.00,"0,893785","13,61338","17,415126","46,24458","2,201601"
18/01/2012 17.00,"0,915454","25,48501","31,478191","31,686205","3,860735"
18/01/2012 18.00,"1,737014","29,487647","39,350202","18,840548","5,172462"
18/01/2012 19.00,"2,421347","34,610336","49,02433","14,362344","4,956298"
18/01/2012 20.00,"2,898032","34,87381","51,869902","9,214109","5,338996"
18/01/2012 21.00,"2,840252","41,840793","69,256484","5,670416","5,488495"
18/01/2012 22.00,"3,130055","36,870585","54,766675","5,919676","4,879464"
18/01/2012 23.00,"2,118001","24,698488","33,563095","11,273234","4,047965"
19/01/2012 0.00,"1,89952","15,118904","20,503217","22,527022","2,565179"
19/01/2012 1.00,"1,359637","8,255116","12,438634","36,744887","1,572384"
19/01/2012 2.00,"1,114072","6,108434","9,5814","43,144489","1,10258"
19/01/2012 3.00,"1,162824","4,743073","7,824648","48,345972","0,959743"
19/01/2012 4.00,"0,836909","4,506861","7,268246","52,819939","0,889926"
19/01/2012 5.00,"0,905523","4,281031","6,665802","52,196384","0,859212"
19/01/2012 6.00,"0,760169","5,261573","7,441393","51,593932","0,849703"
19/01/2012 7.00,"0,95608","9,797637","12,343956","47,74099","1,102428"
19/01/2012 8.00,"1,038236","18,63419","23,117914","38,204109","1,451259"
19/01/2012 9.00,"1,025597","17,353841","23,117914","38,009779","1,792005"
19/01/2012 10.00,"0,789059","13,35769","19,4572","40,944262","1,784987"
19/01/2012 11.00,"0,762877","9,829433","14,040399","43,021137","1,479735"
19/01/2012 12.00,"0,684333","8,779456","11,938001","46,199812","1,640268"
19/01/2012 13.00,"0,753849","17,889866","26,98809","43,012678","1,835736"
19/01/2012 14.00,"0,682527","19,545286","27,691686","37,959924","2,230586"
19/01/2012 15.00,"0,795378","24,536905","34,167477","37,714898","2,042645"
19/01/2012 16.00,"0,847742","27,949023","37,341838","37,177503","2,511736"
19/01/2012 17.00,"0,970525","42,108797","54,121453","25,520658","2,672422"
19/01/2012 18.00,"3,441526","67,624321","132,068969","7,868115","4,538769"
19/01/2012 19.00,"6,461437","74,310968","201,318297","3,355271","8,042588"
19/01/2012 20.00,"6,125591","76,473864","199,700744","2,518777","8,157406"
19/01/2012 21.00,"5,431327","71,03382","166,794789","1,016466","5,730795"
19/01/2012 22.00,"5,989266","69,012378","172,429509","0,44782","6,626416"
19/01/2012 23.00,"1,902228","49,811021","91,099477","1,521742","5,446493"
20/01/2012 0.00,"0,916356","36,861504","60,647816","3,376394","4,192023"
20/01/2012 1.00,"0,650026","21,649154","29,48801","13,710047","2,41268"
20/01/2012 2.00,"0,650026","13,867759","19,239959","26,896231","1,938351"
20/01/2012 3.00,"0,650026",,,"37,248484","1,478464"
20/01/2012 4.00,"0,650026","10,861886","14,828959",,"1,366594"
20/01/2012 5.00,"0,650026","11,959886","15,730356","30,902949","1,360288"
20/01/2012 6.00,"0,650026","31,394868","49,524317","15,995626","1,678558"
20/01/2012 7.00,"2,489058","61,530799","169,880944","0,913385","4,614688"
20/01/2012 8.00,"7,459949","68,223273","257,313892","0,201942","8,861426"
20/01/2012 9.00,"10,249641","81,312979","343,445294","0,330374","10,87651"
20/01/2012 10.00,"0,650026","76,247387","216,934563","0,039712","7,200563"
20/01/2012 11.00,,"59,541169","96,443018","6,917553","5,36976"
20/01/2012 12.00,,"30,033389","46,961471","18,356393","2,991505"
20/01/2012 13.00,,"23,276038","36,187526","26,714567","1,93947"
20/01/2012 14.00,,"27,131355","41,424071","24,434899","2,277978"
20/01/2012 15.00,,"29,785498","43,065391","22,494922","2,124157"
20/01/2012 16.00,,"34,378028","49,627432","19,351736","2,677303"
20/01/2012 17.00,,"37,430631","54,736199","16,337824","3,090714"
20/01/2012 18.00,,"49,13402","72,011599","7,817719","3,819648"
20/01/2012 19.00,,"43,579276","61,49929","14,271935","4,245619"
20/01/2012 20.00,,"72,964405","247,657149","6,776446","7,960364"
20/01/2012 21.00,,"71,584765","299,344632","4,146982","10,797794"
20/01/2012 22.00,,"55,3393","190,888072","2,905761","7,791745"
20/01/2012 23.00,,"40,821965","104,455082","0,853393","5,942331"
21/01/2012 0.00,,"32,413047","53,520951","3,492152","3,531532"
21/01/2012 1.00,,"8,693147","15,105215","32,316547","1,995456"
21/01/2012 2.00,,"6,135042","10,677344","50,384823","0,86923"
21/01/2012 3.00,,"4,872212","8,209849","49,30076","0,877366"
21/01/2012 4.00,,"6,268073","9,851171","46,651021","0,836432"
21/01/2012 5.00,,"5,839776","8,97701","41,612608","0,896435"
21/01/2012 6.00,,"5,107776","8,006873","51,408038","0,846907"
21/01/2012 7.00,,"8,599052","12,537854","53,964829","0,945301"
21/01/2012 8.00,,"10,7626","15,900908","59,38684","0,878485"
21/01/2012 9.00,,"13,217522","18,751658","52,744749",
21/01/2012 10.00,,"11,658779","16,586359","50,480302",
21/01/2012 11.00,,"21,463557","34,474221","44,841138",
21/01/2012 12.00,,"20,019021","30,312235","33,710693",
21/01/2012 13.00,,"19,410967","27,914779","45,969988",
21/01/2012 14.00,,"14,466727","20,787894","51,720674",
21/01/2012 15.00,,"9,201264","12,57352","56,628095",
21/01/2012 16.00,,"10,312882","13,507342","55,573597",
21/01/2012 17.00,,"16,251945","19,737997","49,497627",
21/01/2012 18.00,,"30,390952","36,89244","30,332618",
21/01/2012 19.00,,"44,498184","66,978355","12,595572",
21/01/2012 20.00,,"31,874436","42,607562","21,204695",
21/01/2012 21.00,,"33,391646","43,981046","24,706141",
21/01/2012 22.00,,"23,902255","31,01065","30,739877",
21/01/2012 23.00,,"43,254181","66,527655","16,919144",
22/01/2012 0.00,,"36,604532","60,263905","9,820779",
22/01/2012 1.00,,"34,784251","57,607718","6,455369",
22/01/2012 2.00,,"23,071606","32,689558","20,343693",
22/01/2012 3.00,,,,"15,793683",
22/01/2012 4.00,,"12,477094","16,64213",,
22/01/2012 5.00,,"14,737979","18,462434","23,420143",
22/01/2012 6.00,,"20,00214","25,400594","18,040386",
22/01/2012 7.00,,"29,582387","53,286846","9,3493",
22/01/2012 8.00,,"37,520169","77,549342","4,719009",
22/01/2012 9.00,,"40,76095","82,701568","4,728303",
22/01/2012 10.00,,"53,571599","89,368675","7,885012",
22/01/2012 11.00,,"34,653165","58,369038","17,27571",
22/01/2012 12.00,,"21,653036","32,846515","31,55272",
22/01/2012 13.00,,"29,834827","46,329231","28,630903",
22/01/2012 14.00,,"25,368836","35,328291","30,25994",
22/01/2012 15.00,,"19,063138","24,377274","37,728403",
22/01/2012 16.00,,"24,969744","32,207754","37,792622",
22/01/2012 17.00,,"39,015334","50,829065","27,130264",
22/01/2012 18.00,,"44,319718","61,783949","11,595156",
22/01/2012 19.00,,"35,424101","49,19295","13,961846",
22/01/2012 20.00,,"36,11003","50,307701","16,518647",
22/01/2012 21.00,,"41,120464","62,029105","9,12201",
22/01/2012 22.00,,"31,434447","42,342979","11,366177",
22/01/2012 23.00,,"25,995724","35,6188","16,372468",
23/01/2012 0.00,,"15,105283","19,746428","20,906423",
23/01/2012 1.00,,"9,857987","12,989201","26,683304",
23/01/2012 2.00,,"10,170775","12,935376","23,558696",
23/01/2012 3.00,,"6,141531","8,194285","25,473358",
23/01/2012 4.00,,"4,542553","6,399273","31,634676",
23/01/2012 5.00,,"3,605489","5,301383","35,318621",
23/01/2012 6.00,,"8,770371","11,491844","32,854776",
23/01/2012 7.00,,"24,908102","35,869119","15,149831",
23/01/2012 8.00,,"41,672706","132,038495","2,16728",
23/01/2012 9.00,,"48,500172","206,585662","0,964926",
23/01/2012 10.00,,"54,743292","106,920528","3,9843","2,70461"
23/01/2012 11.00,,"49,169869","78,153727","16,575247","2,652183"
23/01/2012 12.00,,"27,517465","43,481708","19,502135","2,221128"
23/01/2012 13.00,,"20,410332","31,128028","29,013664","1,916282"
23/01/2012 14.00,,"18,781499","27,28315","31,46145","1,795208"
23/01/2012 15.00,,"20,10078","27,719583","35,796005","1,832227"
23/01/2012 16.00,,"29,278684","41,616669","31,542585","2,168498"
23/01/2012 17.00,,"40,6513","52,914619","20,772917","2,885992"
23/01/2012 18.00,,"62,014262","196,841161","6,659845","5,605958"
23/01/2012 19.00,,"58,628114","183,211933","3,509895","9,391181"
23/01/2012 20.00,,"60,303674","172,201887","3,135585","7,264126"
23/01/2012 21.00,,"54,735798","136,769219","3,911243","7,239006"
23/01/2012 22.00,,"46,38594","97,880708","2,248395","5,33508"
23/01/2012 23.00,,"34,960765","79,22957","1,570749","4,566126"
24/01/2012 0.00,,"24,109248","39,729562","3,309643","3,880109"
24/01/2012 1.00,,"16,089064","26,833754","5,087405","2,152836"
24/01/2012 2.00,,"11,385574","16,181055","7,901066","1,535263"
24/01/2012 3.00,,,,"12,871862","1,456649"
24/01/2012 4.00,,"7,327786","9,854414",,"1,159736"
24/01/2012 5.00,,"8,56336","12,431502","13,929735","1,227163"
24/01/2012 6.00,,"20,586828","35,262116","9,582503","1,403409"
24/01/2012 7.00,,"22,690678","33,233675","10,003288","3,383762"
24/01/2012 8.00,,"27,894493","46,220285","12,441786","2,283775"
24/01/2012 9.00,,"50,788972","151,084537","2,747755","4,722744"
24/01/2012 10.00,,"51,775354","118,073319","3,261482","4,90555"
24/01/2012 11.00,,"58,795548","95,26278","12,236464","4,079797"
24/01/2012 12.00,,"51,520311","74,162293","16,903933","3,258976"
24/01/2012 13.00,,"17,10465","23,270301","33,628738","1,790123"
24/01/2012 14.00,,"11,239568","14,980705","43,397974","1,6272"
24/01/2012 15.00,,"9,09354","11,854348","50,610416","1,722493"
24/01/2012 16.00,,"16,85546","20,424099","46,807329","2,166108"
24/01/2012 17.00,,"18,455735","22,097193","48,796325","2,434749"
24/01/2012 18.00,,"24,704319","29,165705","39,060045","3,24245"
24/01/2012 19.00,,"26,381832","32,050838","34,551425","4,205854"
24/01/2012 20.00,,"27,756274","34,241395","26,990873","4,480088"
24/01/2012 21.00,,"14,176003","18,94361","37,370999","3,471936"
24/01/2012 22.00,,"8,42319","11,874451","53,473084","2,055255"
24/01/2012 23.00,,"5,817711","8,718265","52,896826","1,452632"
25/01/2012 0.00,,"4,846254","7,435556","53,327746","1,105276"
25/01/2012 1.00,,"3,175245","5,077656","54,915407","0,958167"
25/01/2012 2.00,,"2,634681","4,007651","54,534343","0,948759"
25/01/2012 3.00,,"2,062968","3,056969","53,644613","0,943267"
25/01/2012 4.00,,"2,181724","3,134787","53,263549","0,806989"
25/01/2012 5.00,,"2,094766","2,922085","48,99742","0,796514"
25/01/2012 6.00,,"1,954595","2,811192","53,839783","0,76397"
25/01/2012 7.00,,"3,685307","4,889594","55,487433","0,871467"
25/01/2012 8.00,,"5,889744","7,71635","55,446874","1,151549"
25/01/2012 9.00,,"8,421243","11,191593","46,985601","1,501041"
25/01/2012 10.00,,"9,865774","13,417201","37,637988","1,666253"
25/01/2012 11.00,,"6,206424","8,871307","45,683543","2,056018"
25/01/2012 12.00,,"6,153211","8,853149","47,706355","1,980913"
25/01/2012 13.00,,"9,671095","13,866604","45,31431","2,444156"
25/01/2012 14.00,,"9,201913","14,312763","49,777306","2,300607"
25/01/2012 15.00,,"8,972189","13,910052","53,91667","2,13453"
25/01/2012 16.00,,"7,266137","10,692907","56,34251","1,928537"
25/01/2012 17.00,,"7,655499","10,100839","59,367411","2,048034"
25/01/2012 18.00,,"8,915733","11,742807","59,224607","2,08785"
25/01/2012 19.00,,"11,321328","14,926232","54,805564","2,431138"
25/01/2012 20.00,,"11,08577","14,522873","54,084828","2,44019"
25/01/2012 21.00,,"10,199975","13,460652","54,190444","2,144395"
25/01/2012 22.00,,"12,60882","16,005963","46,830153","2,182075"
25/01/2012 23.00,,"8,234999","10,705877","47,247544","2,123293"
26/01/2012 0.00,,"4,366042","6,145067","55,17396","1,466921"
26/01/2012 1.00,,"3,339425","4,781296","56,828353","1,315439"
26/01/2012 2.00,,"2,994192","4,073149","56,086491","1,222281"
26/01/2012 3.00,,,,"55,643741","1,248673"
26/01/2012 4.00,,"2,512032","3,37408",,"1,265402"
26/01/2012 5.00,,"2,378998","3,261243","57,301528","1,244706"
26/01/2012 6.00,,"2,996138","4,042021","58,244466","1,202094"
26/01/2012 7.00,,"3,980574","5,396711","57,033679","1,283403"
26/01/2012 8.00,,"6,283648","7,956291","54,468426","1,361153"
26/01/2012 9.00,,"8,891073","11,545019","49,402981","1,685982"
26/01/2012 10.00,,"9,203861","12,108554","47,581287","1,863246"
26/01/2012 11.00,,"8,525723","11,790149","47,286406","2,245434"
26/01/2012 12.00,,"8,012413","10,947764","50,084855","2,347643"
26/01/2012 13.00,,"9,745074","13,292692","51,092031","2,340422"
26/01/2012 14.00,,"8,248626","12,085857","55,231414","2,448326"
26/01/2012 15.00,,"6,122711","8,635257","60,232639","2,085562"
26/01/2012 16.00,,"6,308307","8,510748","62,309496","1,95442"
26/01/2012 17.00,,"9,394646","11,707141","59,520348","2,078901"
26/01/2012 18.00,,"15,375235","19,328809","51,729133","2,787851"
26/01/2012 19.00,,"14,974839","19,094709","50,598586","2,935672"
26/01/2012 20.00,,"14,845708","18,54544","48,461722","2,650251"
26/01/2012 21.00,,"16,668565","20,26198","44,335025","2,611249"
26/01/2012 22.00,,"11,443981","14,400958","51,33875","2,418528"
26/01/2012 23.00,,"8,28951","10,5029","54,476866","1,993574"
27/01/2012 0.00,,"5,465339","6,929736","53,097922","1,585808"
27/01/2012 1.00,,"3,930606","5,043286","54,99906","1,383832"
27/01/2012 2.00,,"2,899446","3,713238","55,633608","1,134972"
27/01/2012 3.00,,"2,459467","3,19834","59,740035","1,084834"
27/01/2012 4.00,,"2,351096","3,289776","59,67075","1,01522"
27/01/2012 5.00,,"2,707361","3,336467","55,604879","1,011864"
27/01/2012 6.00,,"4,693755","5,803314","51,074295","1,076749"
27/01/2012 7.00,,"9,389455","11,023636","44,901126","1,316201"
27/01/2012 8.00,,"15,996266","19,782736","37,279748","1,586367"
27/01/2012 9.00,,"11,196094","14,705746","45,547505","1,885925"
27/01/2012 10.00,,"9,017615","13,290748","49,40805","1,574774"
27/01/2012 11.00,,"7,515328","10,376445","52,220882","1,622776"
27/01/2012 12.00,,"8,394638","11,349176","55,329409","1,914655"
27/01/2012 13.00,,"10,120159","13,351704","55,425748","2,039797"
27/01/2012 14.00,,"10,087712","13,253782","56,910308","2,018186"
27/01/2012 15.00,,"10,019574","12,384161","57,97917","2,058052"
27/01/2012 16.00,,"12,358337","15,516355","58,363625","2,247214"
27/01/2012 17.00,,"17,728927","20,533045","53,713041","2,575705"
27/01/2012 18.00,,"34,867326","45,001117","33,943908","4,043236"
27/01/2012 19.00,,"35,779082","45,436901","27,458122","4,120833"
27/01/2012 20.00,,"34,379957","42,313782","30,49569","4,030269"
27/01/2012 21.00,,"57,164764","96,623952","13,204772","5,018793"
27/01/2012 22.00,,"50,49047","75,431382","12,097051","5,940856"
27/01/2012 23.00,,"26,092413","32,691527","25,883988","4,533328"
28/01/2012 0.00,,"16,023526","19,602474","38,657832","2,617605"
28/01/2012 1.00,,"8,10067","10,583313","51,58717","1,78392"
28/01/2012 2.00,,"5,650287","7,792224","56,808083","1,426495"
28/01/2012 3.00,,,,"53,267757","1,295302"
28/01/2012 4.00,,"5,726212","7,203397",,"1,19945"
28/01/2012 5.00,,"3,815096","5,28128","62,916176","1,149769"
28/01/2012 6.00,,"7,029275","8,391426","58,621321","1,138531"
28/01/2012 7.00,,"13,862569","15,799744","50,356931","1,445309"
28/01/2012 8.00,,"32,255342","43,116593","33,566215","1,68227"
28/01/2012 9.00,,"41,855074","58,680311","20,565059","5,915482"
28/01/2012 10.00,,"24,147546","33,867235","32,335139","3,57923"
28/01/2012 11.00,,"23,311715","34,576683","41,444469","1,954623"
28/01/2012 12.00,,"19,973592","28,336298","43,070974","2,523126"
28/01/2012 13.00,,"29,155379","43,713232","40,344348","2,646895"
28/01/2012 14.00,,"22,693929","31,93734","43,119151","3,261773"
28/01/2012 15.00,,"21,565428","28,01076","46,541177","2,883042"
28/01/2012 16.00,,"24,817893","32,473617","45,35824","2,754494"
28/01/2012 17.00,,"26,597926","32,53266","39,534058","2,912993"
28/01/2012 18.00,,"28,81535","35,528668","37,490139","3,26635"
28/01/2012 19.00,,"34,613585","46,052296","36,035985","4,160191"
28/01/2012 20.00,,"46,581272","64,985533","19,099103","4,705455"
28/01/2012 21.00,,"49,21075","77,595365","12,533885","4,874989"
28/01/2012 22.00,,"40,341744","51,599448","16,994345","5,206989"
28/01/2012 23.00,,"29,818595","37,878133","21,12272","4,423492"
29/01/2012 0.00,,"18,867807","23,660693","28,780448","2,918129"
