,Foggia,,,,,
,Manfredonia Liceo Scientifico Via dei mandorli,,,,,
Parm,SO2,NO2,CO,O3,BENZENE,PM10



10/04/2010 2.00,"7,50963275",,,"74,8830432","2,045187","23,20000076"
10/04/2010 3.00,"6,92085382","19,27598096",,"92,39525295","1,28086065","23,20000076"
10/04/2010 4.00,"6,99309743","7,48482992",,"96,9131898","1,603809","23,20000076"
10/04/2010 5.00,"5,79928588","4,97474294",,,"2,209941","23,20000076"
10/04/2010 6.00,"7,14480638","8,32065881",,"95,4644208","1,6307595","23,20000076"
10/04/2010 7.00,"6,53074279","18,02744114",,"92,00335515","1,6836435","23,20000076"
10/04/2010 8.00,"6,89015059","19,65495848",,"91,8262989","1,819413","23,20000076"
10/04/2010 9.00,"7,70649344","20,95282408",,"88,02464685","2,040102","23,20000076"
10/04/2010 10.00,"7,27845543","29,62001568",,"74,04109335","1,9582335","23,20000076"
10/04/2010 11.00,"7,34347427","27,92500856",,"76,9332249","2,46114","23,20000076"
10/04/2010 12.00,"7,77693086","36,86733696",,"76,24261575","2,415375","23,20000076"
10/04/2010 13.00,"7,77693086","57,1180364",,"74,23975545","2,8908225","23,20000076"
10/04/2010 14.00,"7,07256378","20,00929032",,"95,03739105","3,189312","23,20000076"
10/04/2010 15.00,"7,12132791","18,6400402",,"97,09698915","2,659455","23,20000076"
10/04/2010 16.00,"6,98767886","21,58489304",,"98,63497455","2,8643805","23,20000076"
10/04/2010 17.00,"7,41932925","38,9906512",,"91,79252355","2,5552125","23,20000076"
10/04/2010 18.00,"7,24955839","51,15821768",,"79,2807015","2,515041","23,20000076"
10/04/2010 19.00,"7,93767076","59,05057128",,"67,7351577","2,9823525","23,20000076"
10/04/2010 20.00,"7,88529526","43,53581936",,"78,3657546","3,0881205","23,20000076"
10/04/2010 21.00,"7,93586457","29,32411456",,"91,3559976","2,948283","23,20000076"
10/04/2010 22.00,"8,20677506","16,85676178",,"98,8038912","2,625894","23,20000076"
10/04/2010 23.00,"7,39223841","14,7334418",,"97,652457","2,3884245","23,20000076"
11/04/2010 0.00,"6,59576164","15,22922722",,"72,2193192","2,804886","23,20000076"
11/04/2010 1.00,"6,95155705","15,0059974",,"62,7780216","1,879416","19,39999962"
11/04/2010 2.00,"7,28206781","12,00921082",,"54,9071082","1,984167","19,39999962"
11/04/2010 3.00,"7,33444433","7,37321118",,"63,530775","1,6226235","19,39999962"
11/04/2010 4.00,"7,20801903","7,13699888",,"80,58349635","1,837719","19,39999962"
11/04/2010 5.00,"7,53491741","12,32329697",,"65,97287445","1,6816095","19,39999962"
11/04/2010 6.00,"7,74080906","22,64396896",,"47,1956751","1,712628","19,39999962"
11/04/2010 7.00,"7,77873705","17,09816325",,"40,4289144","1,9409445","19,39999962"
11/04/2010 8.00,"8,29346618","23,84709496",,"37,1056833","1,9328085","19,39999962"
11/04/2010 9.00,"7,79318557","18,30128542",,"64,9471053","2,0345085","19,39999962"
11/04/2010 10.00,"7,87265294","15,31098817",,"81,7592895","2,0823075","19,39999962"
11/04/2010 11.00,"7,45545004","9,20450949",,"88,51386075","2,089935","19,39999962"
11/04/2010 12.00,"7,61438477","9,48484884",,"88,34089425","1,866195","19,39999962"
11/04/2010 13.00,"7,90696753","10,62047933",,"85,1338719","1,758393","19,39999962"
11/04/2010 14.00,"7,39043222","4,09348875",,"89,151762","1,6531335","19,39999962"
11/04/2010 15.00,"5,87514086","4,45429845",,"87,36378315","1,552959","19,39999962"
11/04/2010 16.00,"7,43558396","6,09610608",,"87,4637925","1,5199065","19,39999962"
11/04/2010 17.00,"6,59756783","10,48810201",,"80,87811795","1,570248","19,39999962"
11/04/2010 18.00,"6,74024784","16,2831025",,"67,12566525","1,582452","19,39999962"
11/04/2010 19.00,"6,05213547","19,59136536",,"58,66283535","1,748223","19,39999962"
11/04/2010 20.00,"6,27428183","33,10870824",,"50,0945697","1,783818","19,39999962"
11/04/2010 21.00,"5,82818292","46,58710368",,"49,0769202","2,037051","19,39999962"
11/04/2010 22.00,"5,84263144","36,78688",,"40,84517115","2,2531635","19,39999962"
11/04/2010 23.00,"6,0828387","21,81722016",,"45,6577296","2,190618","19,39999962"
12/04/2010 0.00,"4,47001908","16,11697456",,"48,73635375","2,052306","19,39999962"
12/04/2010 1.00,,"11,74573913",,"45,614478","1,889586","16,20000076"
12/04/2010 2.00,"5,94377107",,,"38,9423202","1,738053","16,20000076"
12/04/2010 3.00,"6,63549583","24,4609808",,"29,88212745","1,31818455","16,20000076"
12/04/2010 4.00,"6,47475491","12,4699531",,"31,0605939","1,498041","16,20000076"
12/04/2010 5.00,"5,99253521","16,48686434",,,"1,804158","16,20000076"
12/04/2010 6.00,"6,06839018","17,81198933",,"18,40824006","1,75941","16,20000076"
12/04/2010 7.00,"4,8818034","27,5135844",,"31,21195455","1,6460145","16,20000076"
12/04/2010 8.00,"2,34427653","43,46312512",,"36,54075915","1,774665","16,20000076"
12/04/2010 9.00,"2,50862882","41,54357272",,"38,18954685","1,671948","16,20000076"
12/04/2010 10.00,"2,42013151","61,31147304",,"26,9575572","1,864161","16,20000076"
12/04/2010 11.00,"2,05891853","39,12435736",,"46,58346945","2,2551975","16,20000076"
12/04/2010 12.00,"2,43819241","40,51826272",,"49,0647507","2,393001","16,20000076"
12/04/2010 13.00,"2,24133071","35,19567536",,"55,71933255","2,4748695","16,20000076"
12/04/2010 14.00,"2,21604605","21,7120984",,"72,04768935","2,5226685","16,20000076"
12/04/2010 15.00,"1,79703798","25,21893584",,"75,43715445","2,182482","16,20000076"
12/04/2010 16.00,"2,05349996","19,18384168",,"80,6321544","2,282148","16,20000076"
12/04/2010 17.00,"3,03419509","29,37732552",,"75,46687995","2,326896","16,20000076"
12/04/2010 18.00,"2,30273717","43,92776024",,"62,3239197","2,346219","16,20000076"
12/04/2010 19.00,"4,93056652","60,55739936",,"50,46757485","2,641149","16,20000076"
12/04/2010 20.00,"5,05337944","32,170356",,"45,98748315","2,7942075","16,20000076"
12/04/2010 21.00,"5,92751636","21,18126984",,"45,32526285","2,478429","16,20000076"
12/04/2010 22.00,"5,82637673","13,46801519",,"44,0481237","2,4341895","16,20000076"
12/04/2010 23.00,"5,33873845","10,36739362",,"43,46564355","0,8781795","16,20000076"
13/04/2010 0.00,"5,27191341","6,92155281",,"38,6666112","1,762461","16,20000076"
13/04/2010 1.00,"5,43445951","5,57306318",,"36,0150567","1,7141535",32
13/04/2010 2.00,"5,25565972","5,13957263",,"32,31339405","1,572282",32
13/04/2010 3.00,"3,79093767","4,35695662",,"27,254892","1,623132",32
13/04/2010 4.00,"2,72355143","4,81121149",,"35,329854","1,4609205",32
13/04/2010 5.00,"2,691042","9,80153149",,"34,36896225","1,506177",32
13/04/2010 6.00,"3,23647436","12,09486842",,"39,6558918","1,5565185",32
13/04/2010 7.00,"5,32609612","38,10160944",,"26,06561265","1,6297425",32
13/04/2010 8.00,"5,62409746","37,46695928",,"17,77034081","1,8768735",32
13/04/2010 9.00,"5,22495649","33,47860376",,"31,72012095","2,5745355",32
13/04/2010 10.00,"4,54226168","41,59290232",,"35,52310965","2,136717",32
13/04/2010 11.00,"5,26649585","47,60075048",,"33,62702175","2,4219855",32
13/04/2010 12.00,"6,77636863","44,22758096",,"33,3999708","2,688948",32
13/04/2010 13.00,"8,28441996",,,"25,70782935","4,327335",32
13/04/2010 14.00,,,,,,32
13/04/2010 15.00,,,"0,80056237","65,8640871","2,0782395",32
13/04/2010 16.00,,,,,,32
13/04/2010 17.00,"4,23703659","70,5769868","1,07766345",,"4,3522515",32
13/04/2010 18.00,"5,26288347","64,67166008","1,05226761","46,4537346","2,976759",32
13/04/2010 19.00,"4,33637003","55,6397736","1,01952412","46,0617969","4,295808",32
13/04/2010 20.00,"3,61574925","38,08344544","0,73969229","39,0152973","1,604826",32
13/04/2010 21.00,"4,32553389","26,20401736","0,69032192","28,91582925","2,0223045",32
13/04/2010 22.00,"4,61631047","16,27141445","0,62037182","30,12132795","1,4446485",32
13/04/2010 23.00,"3,52544576","17,48363392","0,62037182","27,0305343","1,04125545",32
14/04/2010 0.00,"5,0244824","17,07999542","0,61906935","27,71033055","1,161414",32
14/04/2010 1.00,,"14,88918376","0,60117728","33,28104885","1,38113685","23,70000076"
14/04/2010 2.00,"3,69160423",,"0,58695846","27,380577","1,511262","23,70000076"
14/04/2010 3.00,"3,44959078","25,30071208",,"20,30026215","1,4914305","23,70000076"
14/04/2010 4.00,"3,87762879","15,09943493","0,59240833","21,753081","1,0683585","23,70000076"
14/04/2010 5.00,"3,26176003","11,34989203","0,56882873",,"1,0527984","23,70000076"
14/04/2010 6.00,"4,44473443","20,66860528","0,64055545","11,94284805","0,85544955","23,70000076"
14/04/2010 7.00,"4,99558536","34,37542736","0,76023007","9,16290134","1,4853285","23,70000076"
14/04/2010 8.00,"5,85527377","34,77906968","1,31464309","13,40378256","1,340406","23,70000076"
14/04/2010 9.00,"5,99614657","56,13943656","1,44893147","23,48025225","3,959181","23,70000076"
14/04/2010 10.00,"4,40680745","32,05301656","0,92192858","46,6415838","1,944504","23,70000076"
14/04/2010 11.00,"5,50128454","48,2795296","0,94207143","54,13813545","2,348253","23,70000076"
14/04/2010 12.00,"5,12562203","46,35737688","0,97272141","63,6713427","1,8941625","23,70000076"
14/04/2010 13.00,"5,51934545","62,93900568","1,06802657","61,8766008","2,801835","23,70000076"
14/04/2010 14.00,"4,82220313","32,25211312","0,69865516","78,6117381","2,2216365","23,70000076"
14/04/2010 15.00,"4,24967891","28,24687464","0,67073128","76,5493869","1,80009","23,70000076"
14/04/2010 16.00,"3,90833202","32,7245492","0,75327852","75,7628382","1,2900645","23,70000076"
14/04/2010 17.00,"4,37971559","35,83552616","0,79111539","75,66825525","1,6561845","23,70000076"
14/04/2010 18.00,"4,10519372","43,19186968","0,87627106","70,3421439","1,905858","23,70000076"
14/04/2010 19.00,"5,5265692","61,17260448","0,96881051","62,4442182","2,0792565","23,70000076"
14/04/2010 20.00,"5,86430371","73,52574968","1,16542523","50,72840115","2,639115","23,70000076"
14/04/2010 21.00,"5,10033738","49,95899216","0,87232055","62,42799885","2,9681145","23,70000076"
14/04/2010 22.00,"4,29302447","32,8711996","0,68001283","53,03669595","1,532619","23,70000076"
14/04/2010 23.00,"4,12686599","21,10079376","0,5962004","40,51001115","1,75941","23,70000076"
15/04/2010 0.00,"4,84026404","16,41029066","0,61725195","42,4209618","1,08427455","23,70000076"
15/04/2010 1.00,"4,46279533","13,99884184","0,57842716","35,7596169","1,3057263",29
15/04/2010 2.00,"3,74939831","13,20195083","0,57530729","35,51636655","1,266165",29
15/04/2010 3.00,"3,79996762","11,00984666","0,56440639","34,0932732","1,460412",29
15/04/2010 4.00,"3,92097434","10,08706383","0,53502043","39,6004707","1,3256595",29
15/04/2010 5.00,"3,15881319","19,05925194","0,54916003","29,0280081","0,680373",29
15/04/2010 6.00,"4,35443093","39,7226604","0,61112988","19,85564847","0,89857035",29
15/04/2010 7.00,"4,97752446","61,52821736","0,85312601","16,23779577","1,456344",29
15/04/2010 8.00,"5,09130642","52,65726392","0,83744627","43,28860725","1,607877",29
15/04/2010 9.00,"5,81192821","31,43964696","0,76579877","65,75122995","1,4324445",29
15/04/2010 10.00,"4,9721069","34,18462888","0,86394769","56,56130235","1,5453315",29
15/04/2010 11.00,"4,34901236","36,74535136","0,84475199","55,28282655","1,6948305",29
15/04/2010 12.00,"4,40138887","45,47613608","0,86584431","65,7985314","1,7436465",29
15/04/2010 13.00,"3,77107058","47,52807536","0,95968739","72,6139302","1,7599185",29
15/04/2010 14.00,"4,40680745","22,69197928","0,64087116","86,17181055","1,9012815",29
15/04/2010 15.00,"3,35567489","36,34430936","0,69952309","79,9915599","1,31401485",29
15/04/2010 16.00,"3,84150698","39,21259616","0,77942461","78,8806641","1,4497335",29
15/04/2010 17.00,"4,30747299","32,12882736","0,77606825","82,2093216","1,6399125",29
15/04/2010 18.00,"3,89027111","38,6389388","0,84467277","77,55353025","1,6938135",29
15/04/2010 19.00,"5,03893092","50,04203032","0,89546677","68,36767245","2,006541",29
15/04/2010 20.00,"5,19244707","60,44059528","0,98508323","60,3940365","2,317743",29
15/04/2010 21.00,"5,12742822","57,25042328","0,92864364","62,082006","2,0121345",29
15/04/2010 22.00,"4,07990907","37,83945512","0,73179242","70,78541295","2,6284365",29
15/04/2010 23.00,"4,25870886","26,55704904","0,70876503","69,71912535","1,5616035",29
16/04/2010 0.00,"4,40500024","17,79511593","0,59853157","74,4640932","1,4639715",29
16/04/2010 1.00,,"11,96248154","0,60595611","70,0461657","1,421766","21,39999962"
16/04/2010 2.00,"5,0606042",,"0,57001353","75,4695732","1,17224505","21,39999962"
16/04/2010 3.00,"5,00280911","24,43113448",,"75,79932675","1,155312","21,39999962"
16/04/2010 4.00,"5,64576973","16,24805937","0,57333145","66,14181105","1,3500675","21,39999962"
16/04/2010 5.00,"4,88902715","10,83074197","0,55133276",,"0,87385725","21,39999962"
16/04/2010 6.00,"5,21592553","14,5296704","0,59331819","72,84233775","0,938691","21,39999962"
16/04/2010 7.00,"5,53018158","27,13848824","0,70825243","68,18520975","0,94097925","21,39999962"
16/04/2010 8.00,"5,91126165","47,0582396","1,0413271","62,63611725","1,5727905","21,39999962"
16/04/2010 9.00,"5,78303117","48,2522836","0,94803506","59,09662815","2,5674165","21,39999962"
16/04/2010 10.00,"5,65660587","43,24248032","0,913713","65,3512125","2,092986","21,39999962"
16/04/2010 11.00,"5,65841308","47,98881","0,81698654","65,41742655","2,3548635","21,39999962"
16/04/2010 12.00,"5,60242418","53,7137204","0,94625844","61,0873389","1,9704375","21,39999962"
16/04/2010 13.00,"5,42723576","71,6853732","1,1868321","57,3438012","2,9294685","21,39999962"
16/04/2010 14.00,"5,76316408","29,21769264","0,69419088","80,76460245","2,356389","21,39999962"
16/04/2010 15.00,"4,86554869","32,7452944","0,74846008","79,8888573","1,329219","21,39999962"
16/04/2010 16.00,"3,34483876","31,64600912","0,77211773","78,48874635","0,8781795","21,39999962"
16/04/2010 17.00,"5,51031449","50,55599504","0,96908778","62,20499775","1,4182065","21,39999962"
16/04/2010 18.00,"4,70842016","50,80128552","0,95103727","52,5393624",,"21,39999962"
16/04/2010 19.00,"5,08227647","32,23653032","0,72310269","55,53148335","1,398375","21,39999962"
16/04/2010 20.00,"4,89444573","27,75757472","0,67649686","46,955118","1,30709925","21,39999962"
16/04/2010 21.00,"4,96668832","19,5809832","0,58624664","47,3848809","0,94769145","21,39999962"
16/04/2010 22.00,"4,86013011","12,05462655","0,54722497","54,6881769","0,7694622","21,39999962"
16/04/2010 23.00,"5,12562203","19,90156824","0,58478573","46,6415838","0,70625565","21,39999962"
17/04/2010 0.00,"4,95765736","12,80610182","0,55860003","44,7036009","0,632574","21,39999962"
17/04/2010 1.00,"4,2352304","23,45773528","0,57451626","52,55422515","0,6115221","23,20000076"
17/04/2010 2.00,"2,96014631","14,76458828","0,54900159","49,97022135","1,00555875","23,20000076"
17/04/2010 3.00,"4,63617756","12,30511958","0,54829094","43,0007487","0,5948433","23,20000076"
17/04/2010 4.00,"5,58978185","9,73793454","0,54343406","41,70741015","0,5860971","23,20000076"
17/04/2010 5.00,"5,44349047","9,42125381","0,54260341","42,1939308","0,49248225","23,20000076"
17/04/2010 6.00,"4,32011532","17,24481938","0,60627183","53,88405225","0,47234565","23,20000076"
17/04/2010 7.00,"4,42306114","79,41547448","1,19299379","17,13381212","1,3097943","23,20000076"
17/04/2010 8.00,"5,04976705","64,73395304","1,12126823","32,97968415","2,3558805","23,20000076"
17/04/2010 9.00,"5,04073711","33,89652872","0,73783528","55,6963701","2,4230025","23,20000076"
17/04/2010 10.00,"5,37666543","40,11073904","0,88634249","59,1142041","1,3266765","23,20000076"
17/04/2010 11.00,"5,53921254","33,02563184","0,79834421","68,11897575","1,693305","23,20000076"
17/04/2010 12.00,"5,53379396","43,38266816","0,91272624","66,6067059","2,0416275","23,20000076"
17/04/2010 13.00,"5,12381584","50,35093304","0,99361569","69,78938925","2,1890925","23,20000076"
17/04/2010 14.00,"5,420012","17,3551437","0,64671713","88,90579845",,"23,20000076"
17/04/2010 15.00,"4,7011964","18,38305975","0,62289987","90,0612825","1,1839914","23,20000076"
17/04/2010 16.00,"5,78303117","21,44342416","0,65406246","89,5828815","1,00810125","23,20000076"
17/04/2010 17.00,"6,27066945","33,08404344","0,76098033","84,01082655","1,4090535","23,20000076"
17/04/2010 18.00,"5,90584409","54,6598736","0,91450403","76,29803685","1,9022985","23,20000076"
17/04/2010 19.00,"5,50128454","45,51246408","0,8819982","75,6357966","2,2073985","23,20000076"
17/04/2010 20.00,"5,28275057","44,48455376","0,75154034","55,1057703","1,5361785","23,20000076"
17/04/2010 21.00,"5,99072901","68,47831824","0,92801104","54,1962498","1,6999155","23,20000076"
17/04/2010 22.00,"4,49891612","39,4501048","0,7661541","64,04434785","2,2674015","23,20000076"
17/04/2010 23.00,"3,15339563","25,31887608","0,67961673","52,78532595","1,305828","23,20000076"
18/04/2010 0.00,"3,80177381","26,40259768","0,66247609","34,30951125","1,5493995","23,20000076"
18/04/2010 1.00,,"24,92561592","0,62428273","34,34059335","1,326168","20,10000038"
18/04/2010 2.00,"3,30691076",,"0,62637507","35,66232075","1,1745333","20,10000038"
18/04/2010 3.00,"4,14312071","42,14839568",,"39,047736","0,95989545","20,10000038"
18/04/2010 4.00,"3,34664495","28,6128888","0,58794521","37,60301685","0,80185365","20,10000038"
18/04/2010 5.00,"2,80482396","35,80179848","0,54844938",,"0,70432335","20,10000038"
18/04/2010 6.00,"2,83191481","32,46235664","0,60406066","27,55220685","0,6792543","20,10000038"
18/04/2010 7.00,"4,08713282","34,95686656","0,67388959","26,62916025","1,100394","20,10000038"
18/04/2010 8.00,"3,16423176","33,204748","0,68909634","50,1242952","1,287522","20,10000038"
18/04/2010 9.00,"3,13352853","35,02177896","0,78183383","70,90164165","1,929249","20,10000038"
18/04/2010 10.00,"4,28760691","26,6440068","0,75983397","76,03178415","2,0101005","20,10000038"
18/04/2010 11.00,"5,56449719","32,25211312","0,87101808","76,5831822","1,892637","20,10000038"
18/04/2010 12.00,"5,35679935","39,17106752","0,83104693","82,18093275","1,6582185","20,10000038"
18/04/2010 13.00,"6,46753116","34,77386904","0,74277255","86,4028914","1,608894","20,10000038"
18/04/2010 14.00,"6,77456244","13,42648273","0,59134235","95,19954465","1,1068011","20,10000038"
18/04/2010 15.00,"7,32180099","16,17018552","0,62455883","98,2051917","0,9187578","20,10000038"
18/04/2010 16.00,"5,73246085","20,87366728","0,65919778","94,5468006","1,1604987","20,10000038"
18/04/2010 17.00,"5,26830205","31,69271928","0,71089815","80,02130535","1,0018467","20,10000038"
18/04/2010 18.00,"6,02865701","34,96726784","0,76216514","69,61370955","1,3571865","20,10000038"
18/04/2010 19.00,"5,66021825","41,6422128","0,79557967","68,8325673","1,321083","20,10000038"
18/04/2010 20.00,"4,55309883","35,34104472","0,72448438","57,1113438","1,4731245","20,10000038"
18/04/2010 21.00,"4,75899048","24,20270784","0,61610676","50,45404875","1,0571715","20,10000038"
18/04/2010 22.00,"5,19967082","14,40378432","0,59327742","59,7223599","0,95694615","20,10000038"
18/04/2010 23.00,"4,91973038","10,38816559","0,59556781","55,96124625","0,7198326","20,10000038"
19/04/2010 0.00,"4,94862742","9,80412607","0,58265262","49,26881925","0,71581545","20,10000038"
19/04/2010 1.00,"4,96307594","7,68859558","0,5718321","59,91022905","0,99579555","20,5"
