,SIMAGE Brindisi,,,,,,
24/11/2009 2.00,"1,0",,,"0,1","83,2","2,1","4,0"
24/11/2009 3.00,"1,2","45,4","28,6",,"83,2","2,8","3,4"
24/11/2009 4.00,"1,4","32,5","17,4","0,7","83,2",,"2,3"
24/11/2009 5.00,"1,1","31,2","16,5","0,7","83,2","5,4","2,4"
24/11/2009 6.00,"1,2","36,0","20,2","0,5","83,2","6,1","2,3"
24/11/2009 7.00,"1,5","57,8","28,6","0,5","83,2","4,8","2,4"
24/11/2009 8.00,"1,7","176,7","44,1","1,3","83,2","3,6","2,7"
24/11/2009 9.00,"2,3","273,8","60,5","1,0","83,2","3,8","5,4"
24/11/2009 10.00,"1,0","204,9","83,5","0,6","83,2","4,2","4,5"
24/11/2009 11.00,"1,0","67,8","39,2","0,1","83,2","10,7","2,0"
24/11/2009 12.00,"1,4","45,3","27,3","0,1","83,2","20,5","1,7"
24/11/2009 13.00,"1,2","53,6","33,3","0,0","83,2","30,3","1,5"
24/11/2009 14.00,"1,5","69,9","48,2","0,3","83,2","24,7","1,9"
24/11/2009 15.00,"1,1","50,3","34,2","0,2","83,2","39,9","2,5"
24/11/2009 16.00,"1,2","43,3","29,2","0,2","83,2","35,7","2,4"
24/11/2009 17.00,"1,1","43,7","28,3","0,3","83,2","29,3","2,8"
24/11/2009 18.00,"1,1","53,9","33,7","0,4","83,2","19,7","3,2"
24/11/2009 19.00,"1,1","56,0","35,7","0,8","83,2","9,8","4,2"
24/11/2009 20.00,"1,1","86,6","52,8","0,8","83,2","6,6","4,7"
24/11/2009 21.00,"1,5","98,8","50,2","1,2","83,2","7,3","5,9"
24/11/2009 22.00,"1,2","67,2","34,9","1,0","83,2","9,2","5,9"
24/11/2009 23.00,"1,2","38,2","22,3","0,3","83,2","16,5","3,3"
25/11/2009 0.00,"1,0","38,0","24,1","0,3","83,2","18,7","1,5"
25/11/2009 1.00,"0,9","31,7","20,6","0,4","70,7","17,9","1,3"
25/11/2009 2.00,"0,9","22,3","13,0","0,1","70,7","43,4","1,0"
25/11/2009 3.00,"1,0","18,9","10,4",,"70,7","48,9","0,5"
25/11/2009 4.00,"0,9","21,9","14,0",,"70,7","33,9","0,5"
25/11/2009 5.00,"0,8","19,3","11,5",,"70,7","43,7","0,7"
25/11/2009 6.00,"0,9","21,5","13,4",,"70,7","53,4","0,5"
25/11/2009 7.00,"0,9","23,6","14,5",,"70,7","49,7","0,8"
25/11/2009 8.00,"1,0","39,0","22,3",,"70,7","36,0","0,7"
25/11/2009 9.00,"1,1","47,1","27,7",,"70,7","29,9","0,8"
25/11/2009 10.00,"0,7","48,4","28,8",,"70,7","37,1","0,9"
25/11/2009 11.00,"0,6","28,6","17,8",,"70,7","55,2","0,8"
25/11/2009 12.00,"0,7","22,3","12,8",,"70,7","67,2","0,6"
25/11/2009 13.00,"0,4","18,7","10,9",,"70,7","74,4","0,7"
25/11/2009 14.00,"0,7","18,0","10,3",,"70,7","77,6","0,8"
25/11/2009 15.00,"0,7","18,6","10,9",,"70,7","76,5","0,9"
25/11/2009 16.00,"0,8","26,6","16,8",,"70,7",,"1,1"
25/11/2009 17.00,"0,5","24,8","16,0","0,6","70,7","63,1","1,4"
25/11/2009 18.00,"0,7","36,7","24,4","0,7","70,7","37,3","1,8"
25/11/2009 19.00,"0,8","52,9","36,5","1,3","70,7","18,7","3,6"
25/11/2009 20.00,"1,4","86,8","47,0","1,6","70,7","10,1","6,5"
25/11/2009 21.00,"1,7","188,4","64,5","2,6","70,7","16,6","11,2"
25/11/2009 22.00,"1,6","116,4","45,7","2,4","70,7","10,7","17,1"
25/11/2009 23.00,"0,9","57,7","27,7","1,5","70,7","6,3","10,2"
26/11/2009 0.00,"1,2","49,2","25,9","1,5","70,7","6,7","6,1"
26/11/2009 1.00,,"46,7","24,8","1,2","71,5","5,9","5,3"
26/11/2009 2.00,"2,6",,,"1,2","71,5","8,1","3,5"
26/11/2009 3.00,"2,2","43,4","29,0",,"71,5","6,1","13,0"
26/11/2009 4.00,"2,6","32,2","18,9","0,5","71,5",,"2,5"
26/11/2009 5.00,"2,7","26,0","14,6","0,4","71,5","8,2","2,1"
26/11/2009 6.00,"2,5","35,0","21,0","0,5","71,5","6,4","1,8"
26/11/2009 7.00,"2,8","44,9","23,9","0,6","71,5","6,5","2,5"
26/11/2009 8.00,"2,8","90,2","38,4","0,8","71,5","5,1","2,9"
26/11/2009 9.00,"2,1","98,0","40,7","0,8","71,5","9,5","4,8"
26/11/2009 10.00,"6,2","63,1","32,8","0,6","71,5","14,5","3,9"
26/11/2009 11.00,"3,7","67,2","33,5","0,4","71,5","19,8","3,5"
26/11/2009 12.00,"6,4","61,5","33,5","0,3","71,5","32,0","2,2"
26/11/2009 13.00,"5,7","50,4","31,1","0,5","71,5","41,5","2,5"
26/11/2009 14.00,"8,0","52,8","34,3","0,6","71,5","40,6","4,4"
26/11/2009 15.00,"5,8","52,5","34,6","0,5","71,5","39,3","3,1"
26/11/2009 16.00,"5,4","59,5","40,4","0,4","71,5","34,5","2,7"
26/11/2009 17.00,"9,6","69,9","45,8","1,2","71,5","14,9","3,2"
26/11/2009 18.00,"14,9","111,0","60,3","2,0","71,5","8,1","9,4"
26/11/2009 19.00,"11,8","122,9","59,5","1,7","71,5","6,0","11,5"
26/11/2009 20.00,"10,3","124,7","55,2","1,6","71,5","5,6","7,9"
26/11/2009 21.00,"11,0","122,7","53,2","1,5","71,5","5,6","6,4"
26/11/2009 22.00,"11,8","108,8","47,9","1,3","71,5","4,7","5,4"
26/11/2009 23.00,"9,7","110,6","39,8","1,4","71,5","4,2","5,8"
27/11/2009 0.00,"5,2","86,6","33,1","0,7","71,5","7,1","4,3"
27/11/2009 1.00,"4,5","64,5","28,6","0,6","70,4","5,3","2,3"
27/11/2009 2.00,"4,6","51,5","22,5","0,7","70,4","3,1","2,2"
27/11/2009 3.00,"5,4","45,7","15,1","0,8","70,4","2,2","2,3"
27/11/2009 4.00,"5,1","50,8","12,6","0,9","70,4","3,3","2,7"
27/11/2009 5.00,"3,4","47,9","19,5","0,6","70,4","11,1","1,8"
27/11/2009 6.00,"4,3","44,3","23,4","0,6","70,4","13,2","1,2"
27/11/2009 7.00,"5,5","51,3","26,3","1,0","70,4","8,0","1,8"
27/11/2009 8.00,"9,4","73,8","36,7","0,8","70,4","10,1","3,0"
27/11/2009 9.00,"7,8","81,6","40,2","1,1","70,4","8,0","2,1"
27/11/2009 10.00,"8,0","96,4","43,2","1,0","70,4","6,2","5,3"
27/11/2009 11.00,"9,2","88,8","42,0","1,1","70,4","8,7","4,7"
27/11/2009 12.00,"7,0","76,1","42,9","0,7","70,4","16,9","2,8"
27/11/2009 13.00,"6,1","64,7","41,2","0,6","70,4","26,6","3,5"
27/11/2009 14.00,"5,3","64,8","42,7","0,6","70,4","36,0","2,2"
27/11/2009 15.00,"5,3","65,7","44,1","0,6","70,4","46,1","2,4"
27/11/2009 16.00,"7,6","67,5","46,8","0,9","70,4","34,2","2,1"
27/11/2009 17.00,"7,3","69,8","47,5","0,8","70,4","32,4","3,6"
27/11/2009 18.00,"12,0","88,9","56,0","1,7","70,4","10,7","5,5"
27/11/2009 19.00,"11,9","114,6","60,6","1,9","70,4","6,3","8,1"
27/11/2009 20.00,"13,9","116,0","58,0","2,1","70,4","11,5","10,4"
27/11/2009 21.00,"11,6","107,5","53,4","1,9","70,4","8,5","8,6"
27/11/2009 22.00,"11,3","103,6","48,9","1,9","70,4","8,9","7,9"
27/11/2009 23.00,"5,7","89,2","42,6","1,4","70,4","8,6","4,2"
28/11/2009 0.00,"2,3","74,6","37,4","1,1","70,4","13,5","2,9"
28/11/2009 1.00,,"60,0","32,4","0,9","70,0","13,9","1,8"
28/11/2009 2.00,"2,0",,,"0,8","70,0","19,9","1,3"
28/11/2009 3.00,"1,8",,,,"70,0","21,7","1,5"
28/11/2009 4.00,"1,5",,,"0,4","70,0",,"0,9"
28/11/2009 5.00,"1,4",,,"0,3","70,0","24,3","0,9"
28/11/2009 6.00,"1,5",,,"0,2","70,0","25,5","1,4"
28/11/2009 7.00,"7,8",,,"0,4","70,0","23,1","1,4"
28/11/2009 8.00,"4,0",,,"0,2","70,0","18,9","1,6"
28/11/2009 9.00,"4,3",,,"0,1","70,0","19,1","1,6"
28/11/2009 10.00,"2,7",,,"0,0","70,0","25,7","1,4"
28/11/2009 11.00,"2,4",,,"0,1","70,0","38,2","1,4"
28/11/2009 12.00,"2,1",,,"0,1","70,0","45,5","1,6"
28/11/2009 13.00,"1,5",,,"0,1","70,0","51,9","1,6"
28/11/2009 14.00,"5,1",,,"0,2","70,0","46,4","2,0"
28/11/2009 15.00,"6,8",,,"0,3","70,0","46,8","3,1"
28/11/2009 16.00,"7,6",,,"0,8","70,0","32,3","2,7"
28/11/2009 17.00,"10,8",,,"1,0","70,0","18,1","5,9"
28/11/2009 18.00,"7,9",,,"1,0","70,0","13,7","7,1"
28/11/2009 19.00,"5,7",,,"0,5","70,0","19,2","3,4"
28/11/2009 20.00,"11,9",,,"1,4","70,0","8,3","5,9"
28/11/2009 21.00,"13,3",,,"1,0","70,0","15,0","5,3"
28/11/2009 22.00,"13,3",,,"1,6","70,0","8,6","6,8"
28/11/2009 23.00,"12,3",,,"1,7","70,0","7,3","8,3"
29/11/2009 0.00,"9,7",,,"1,5","70,0","6,2","6,7"
29/11/2009 1.00,"8,0",,,"1,3","56,3","4,3","4,7"
29/11/2009 2.00,"6,3",,,"0,9","56,3","3,3","3,5"
29/11/2009 3.00,"6,3",,,"0,9","56,3","4,4","2,5"
29/11/2009 4.00,"5,7",,,"0,9","56,3","4,4","2,7"
29/11/2009 5.00,"5,5",,,"0,8","56,3","5,0","2,1"
29/11/2009 6.00,"5,5",,,"0,8","56,3","5,0","2,0"
29/11/2009 7.00,"12,2",,,"1,1","56,3","1,8","2,1"
29/11/2009 8.00,"40,3",,,"1,7","56,3","1,6","4,0"
29/11/2009 9.00,"10,8",,,"1,6","56,3","1,2","5,5"
29/11/2009 10.00,"10,8",,,"1,2","56,3","2,3","5,3"
29/11/2009 11.00,"8,1",,,"0,9","56,3","7,6","3,2"
29/11/2009 12.00,"7,0",,,"1,2","56,3","14,8","3,1"
29/11/2009 13.00,"8,2",,,"1,4","56,3","20,6","3,8"
29/11/2009 14.00,"8,0",,,"1,3","56,3","32,3","3,7"
29/11/2009 15.00,"7,9",,,"1,3","56,3","35,3","4,0"
29/11/2009 16.00,"10,6",,,"1,6","56,3","20,9","4,6"
29/11/2009 17.00,"10,5",,,"1,7","56,3","10,8","4,4"
29/11/2009 18.00,"8,6",,,"1,5","56,3","11,3","4,6"
29/11/2009 19.00,"8,1",,,"1,6","56,3","13,6","5,0"
29/11/2009 20.00,"7,6",,,"1,8","56,3","12,9","3,9"
29/11/2009 21.00,"7,0",,,"1,5","56,3","18,0","4,1"
29/11/2009 22.00,"5,3",,,"1,1","56,3","27,1","2,2"
29/11/2009 23.00,"5,7",,,"1,3","56,3","21,8","1,6"
30/11/2009 0.00,"4,6",,,"1,1","56,3","37,7","1,9"
30/11/2009 1.00,,,,"1,1","31,3","39,2","0,9"
30/11/2009 2.00,"1,0",,,"1,0","31,3","35,9","0,7"
30/11/2009 3.00,"0,9","26,7","17,4",,"31,3","47,2","0,5"
30/11/2009 4.00,"0,9","21,1","12,1","0,3","31,3",,"0,4"
30/11/2009 5.00,"0,8","21,7","12,6","0,3","31,3","48,9","0,3"
30/11/2009 6.00,"1,0","19,2","10,1","0,3","31,3","56,9","0,3"
30/11/2009 7.00,"1,3","22,6","12,6","0,4","31,3","57,9","0,6"
30/11/2009 8.00,"3,1","29,4","17,9","0,4","31,3","56,5","0,6"
30/11/2009 9.00,"1,2","33,1","21,0","0,4","31,3","60,7","0,8"
30/11/2009 10.00,"2,9","40,5","23,5","0,5","31,3","63,6","0,8"
30/11/2009 11.00,"1,9","35,7","21,5","0,4","31,3","64,6","0,8"
30/11/2009 12.00,"1,1","31,5","18,6","0,4","31,3","66,6","0,8"
30/11/2009 13.00,"1,3","28,4","16,2","0,5","31,3","67,1","0,7"
30/11/2009 14.00,"2,5","25,3","14,5","0,5","31,3","64,5","0,9"
30/11/2009 15.00,"1,1","25,3","15,0","0,4","31,3","63,9","0,7"
30/11/2009 16.00,"1,8","26,8","16,0","0,5","31,3","61,6","0,7"
30/11/2009 17.00,"3,2","28,7","17,7","0,5","31,3","61,3","1,1"
30/11/2009 18.00,"1,7","33,1","20,8","0,5","31,3","61,7","1,5"
30/11/2009 19.00,"1,0","28,0","17,0","0,5","31,3","65,9","1,5"
30/11/2009 20.00,"1,1","28,6","16,7","0,6","31,3","64,5","1,2"
30/11/2009 21.00,"1,0","28,8","17,4","0,6","31,3","63,7","1,0"
30/11/2009 22.00,"0,9","22,6","12,6","0,5","31,3","70,9","0,9"
30/11/2009 23.00,"0,7","20,0","10,7","0,6","31,3","72,7","0,6"
01/12/2009 0.00,"0,8","15,4","7,5","0,6","31,3","73,0","0,4"
01/12/2009 1.00,"0,5","14,0","6,4","0,6","74,0","75,9","0,3"
01/12/2009 2.00,"0,6","13,2","5,7","0,4","74,0","76,3","0,2"
01/12/2009 3.00,"0,4","12,8","5,5","0,4","74,0","76,4","0,0"
01/12/2009 4.00,"0,4","13,3","5,8","0,4","74,0","74,7","0,1"
01/12/2009 5.00,"0,5","13,7","6,5","0,5","74,0","75,5","0,0"
01/12/2009 6.00,"1,0","13,8","6,4","0,5","74,0","75,0","0,0"
01/12/2009 7.00,"1,4","17,3","9,2","0,6","74,0","72,6","0,3"
01/12/2009 8.00,"1,2","23,4","13,8","0,6","74,0","70,1","0,4"
01/12/2009 9.00,"2,1","26,6","16,1","0,6","74,0","66,5","0,5"
01/12/2009 10.00,"1,8","27,9","17,0","0,6","74,0","69,1","0,7"
01/12/2009 11.00,"0,2","27,8","16,6","0,5","74,0","69,9","0,6"
01/12/2009 12.00,"0,9","26,6","15,5","0,6","74,0","70,3","0,6"
01/12/2009 13.00,"3,3","42,2","28,9","1,1","74,0","46,4","2,4"
01/12/2009 14.00,,"54,2","33,6",,"74,0","22,0","6,6"
01/12/2009 15.00,"1,5","49,7","30,8","1,2","74,0","20,7","5,4"
01/12/2009 16.00,"1,5","68,0","37,8","1,4","74,0","15,2","5,2"
01/12/2009 17.00,"2,1","71,7","33,3","1,1","74,0","9,1","7,0"
01/12/2009 18.00,"1,0","50,0","22,4","0,9","74,0","5,4","3,1"
01/12/2009 19.00,"3,1","48,6","23,2","1,2","74,0","9,9","3,0"
01/12/2009 20.00,"12,6","154,6","42,3","2,5","74,0","8,9","9,2"
01/12/2009 21.00,"17,7","224,2","40,7","3,7","74,0","14,4","14,0"
01/12/2009 22.00,"7,2","135,0","32,4","1,9","74,0","6,7","14,2"
01/12/2009 23.00,"9,5","126,5","29,0","2,3","74,0","6,8","8,0"
02/12/2009 0.00,"6,3","98,0","24,9","2,1","74,0","4,3","9,9"
02/12/2009 1.00,,"74,1","20,1","1,7","18,9","3,1","7,7"
02/12/2009 2.00,"2,1",,,"0,9","18,9","6,4","4,2"
02/12/2009 3.00,"1,2","46,3","24,2",,"18,9","22,3","1,3"
02/12/2009 4.00,"0,7","33,7","16,3","0,2","18,9",,"0,7"
02/12/2009 5.00,"0,9","29,2","14,1","0,2","18,9","34,5","0,8"
02/12/2009 6.00,"0,7","32,1","17,7","0,3","18,9","19,1","0,4"
02/12/2009 7.00,"2,5","55,3","28,0","0,4","18,9","6,6","0,7"
02/12/2009 8.00,"7,3","48,8","28,1","0,5","18,9","17,0","1,0"
02/12/2009 9.00,"1,1","43,9","26,0","0,3","18,9","36,9","1,5"
02/12/2009 10.00,"1,3","41,8","24,3","0,4","18,9","40,5","0,7"
02/12/2009 11.00,"1,9","47,1","29,1","0,4","18,9","37,4","0,9"
02/12/2009 12.00,"1,6","51,5","33,6","0,5","18,9","29,2","2,1"
02/12/2009 13.00,"1,6","46,4","28,2","0,4","18,9","38,5","1,4"
02/12/2009 14.00,"1,3","26,7","14,6","0,4","18,9","70,3","1,3"
02/12/2009 15.00,"1,2","22,3","11,0","0,3","18,9","76,2","0,8"
02/12/2009 16.00,"1,1","24,7","13,4","0,3","18,9","74,4","1,0"
02/12/2009 17.00,"1,0","29,5","16,1","0,3","18,9","69,4","1,2"
02/12/2009 18.00,"0,9","25,6","15,6","0,4","18,9","71,9","1,1"
02/12/2009 19.00,"1,1","26,7","16,0","0,4","18,9","67,6","1,2"
02/12/2009 20.00,"1,1","27,6","17,1","0,4","18,9","68,3","1,1"
02/12/2009 21.00,"0,8","22,0","11,9","0,2","18,9","74,2","0,8"
02/12/2009 22.00,"1,1","20,7","10,9","0,2","18,9","77,0","0,6"
02/12/2009 23.00,"0,6","18,1","9,2","0,3","18,9","73,4","0,6"
03/12/2009 0.00,"0,8","15,7","7,8","0,4","18,9","73,6","0,4"
03/12/2009 1.00,"0,6","15,8","8,0","0,4","67,8","66,8","0,3"
03/12/2009 2.00,"0,5","15,2","7,5","0,5","67,8","66,2","0,4"
03/12/2009 3.00,"0,6","15,6","8,2","0,6","67,8","67,0","0,3"
03/12/2009 4.00,"0,4","16,9","9,5","0,7","67,8","61,3","0,3"
03/12/2009 5.00,"0,8","17,5","9,9","0,7","67,8","58,2","0,4"
03/12/2009 6.00,"0,8","18,3","10,5","0,7","67,8","59,9","0,4"
03/12/2009 7.00,"1,1","19,4","11,5","0,8","67,8","59,2","0,4"
03/12/2009 8.00,"1,6","24,6","15,4","0,8","67,8","57,2","0,6"
03/12/2009 9.00,"1,3","28,7","18,0","0,9","67,8","53,2","0,6"
03/12/2009 10.00,"1,4","28,3","16,4","0,8","67,8","58,4","0,7"
03/12/2009 11.00,"3,8","26,1","15,0","0,9","67,8","63,2","0,7"
03/12/2009 12.00,"2,1","25,2","14,5",,"67,8",,"0,8"
03/12/2009 13.00,"1,5","28,5","16,4",,"67,8",,"1,0"
03/12/2009 14.00,"1,1","25,8","15,5","0,1","67,8","70,4","1,3"
03/12/2009 15.00,"1,1","24,9","15,2","0,0","67,8","74,6","0,8"
03/12/2009 16.00,"1,0","26,0","16,4","0,0","67,8","71,6","0,9"
03/12/2009 17.00,"2,2","44,0","28,1","0,2","67,8","50,6","1,4"
03/12/2009 18.00,"3,2","54,8","39,1","0,4","67,8","33,2","3,2"
03/12/2009 19.00,"9,1","66,5","42,0","1,4","67,8","25,3","3,4"
03/12/2009 20.00,"20,4","116,9","56,4","2,8","67,8","16,4","13,6"
03/12/2009 21.00,"20,2","117,5","45,6","2,9","67,8","7,5","17,9"
03/12/2009 22.00,"17,4","91,5","34,1","2,2","67,8","4,0","13,7"
03/12/2009 23.00,"13,9","65,2","26,1","2,1","67,8","4,6","10,5"
04/12/2009 0.00,"8,7","57,1","23,1","1,7","67,8","2,2","8,6"
04/12/2009 1.00,,"45,0","19,6","1,4","42,8","2,4","5,1"
04/12/2009 2.00,"2,8",,,"1,0","42,8","4,2","4,0"
04/12/2009 3.00,"2,1","47,0","26,0",,"42,8","3,1","3,2"
04/12/2009 4.00,"2,6","45,6","22,9","1,0","42,8",,"3,1"
04/12/2009 5.00,"2,2","42,1","23,0","0,8","42,8","6,9","3,4"
04/12/2009 6.00,"1,4","47,1","23,5","0,6","42,8","11,8","2,6"
04/12/2009 7.00,"12,7","68,2","34,4","1,0","42,8","13,1","3,4"
04/12/2009 8.00,"5,2","104,4","46,4","1,0","42,8","8,6","2,9"
04/12/2009 9.00,"0,7","83,3","41,7","0,8","42,8","15,1","3,4"
04/12/2009 10.00,"2,8","63,6","36,9","0,6","42,8",,"2,8"
04/12/2009 11.00,"1,9","68,8","42,0","0,6","42,8",,"1,8"
04/12/2009 12.00,"3,7","60,5","37,4","0,5","42,8","34,9","1,7"
04/12/2009 13.00,"0,5","52,1","30,9","0,6","42,8","45,2","2,1"
04/12/2009 14.00,"1,0","75,8","39,4","0,6","42,8","51,2","1,9"
04/12/2009 15.00,"1,6","51,5","34,6","0,5","42,8","54,2","2,0"
04/12/2009 16.00,"1,8","61,3","42,2","0,7","42,8","46,2","3,2"
04/12/2009 17.00,"6,5","77,5","47,5","0,8","42,8","41,5","2,3"
04/12/2009 18.00,"3,1","75,2","47,6","1,0","42,8","36,4","3,4"
04/12/2009 19.00,"1,9","56,8","35,3","0,7","42,8","46,2","2,7"
04/12/2009 20.00,"2,0","60,6","36,6","0,8","42,8","45,0","2,4"
04/12/2009 21.00,"1,5","48,2","29,3","0,8","42,8","47,7","1,8"
04/12/2009 22.00,"1,3","46,0","28,0","0,9","42,8","40,2","1,9"
04/12/2009 23.00,"0,9","30,3","17,3","0,6","42,8","48,9","1,5"
05/12/2009 0.00,"0,4","30,7","16,7","0,7","42,8","48,1","0,9"
05/12/2009 1.00,"0,4","25,0","13,6","0,8","18,3","49,3","0,6"
05/12/2009 2.00,"0,4","20,6","10,6","0,8","18,3","57,1","0,5"
05/12/2009 3.00,"0,3","18,7","9,5","0,8","18,3","55,9","0,3"
05/12/2009 4.00,"0,2","16,4","7,5","0,7","18,3","62,9","0,6"
05/12/2009 5.00,"0,2","16,5","7,4","0,7","18,3","56,2","0,3"
05/12/2009 6.00,"0,1","15,1","6,7","0,7","18,3","43,1","0,2"
05/12/2009 7.00,"0,4","27,0","16,5","0,9","18,3","35,6","0,5"
05/12/2009 8.00,"1,1","19,7","10,4","0,9","18,3","40,5","0,4"
05/12/2009 9.00,"0,6","18,3","9,4","0,9","18,3","70,1","0,8"
05/12/2009 10.00,"0,4","15,6","7,3","0,8","18,3","77,5","0,4"
05/12/2009 11.00,"0,4","14,8","7,0","0,9","18,3","75,1","0,4"
05/12/2009 12.00,"0,3","17,8","8,8","0,9","18,3","73,8","0,5"
05/12/2009 13.00,"0,2","21,4","10,7","0,9","18,3","71,1","0,5"
05/12/2009 14.00,"0,2","19,2","9,9","1,0","18,3","69,1","0,8"
05/12/2009 15.00,"0,4","18,0","9,3","1,0","18,3","68,1","0,8"
05/12/2009 16.00,"0,3","18,8","9,8","1,1","18,3","62,6","1,1"
05/12/2009 17.00,"2,3","18,3","9,9","1,1","18,3","66,5","1,1"
05/12/2009 18.00,"0,8","19,1","10,6","1,4","18,3","72,5","0,9"
05/12/2009 19.00,"0,4","25,6","16,1","1,4","18,3","63,9","1,3"
05/12/2009 20.00,"0,1","26,5","17,0","1,5","18,3","61,9","1,3"
05/12/2009 21.00,"0,8","28,3","18,0","1,6","18,3","58,2","1,4"
05/12/2009 22.00,"0,6","29,4","19,4","1,7","18,3","56,6","1,3"
05/12/2009 23.00,"0,3","26,4","16,7","1,8","18,3","60,3","1,9"
06/12/2009 0.00,"0,3","20,5","11,7","1,6","18,3","67,1","1,4"
06/12/2009 1.00,,"18,1","10,3","1,6","54,2","59,2","0,7"
06/12/2009 2.00,"1,4",,,"1,7","54,2","42,6","0,7"
06/12/2009 3.00,"1,3","28,8","20,5",,"54,2","45,0","0,6"
06/12/2009 4.00,"1,3","22,0","14,2","0,2","54,2",,"0,7"
06/12/2009 5.00,"1,3","20,2","12,6","0,2","54,2","35,5","0,7"
06/12/2009 6.00,"1,2","18,7","11,1","0,4","54,2","30,7","0,7"
06/12/2009 7.00,"2,6","20,2","11,5","0,4","54,2","30,6","0,9"
06/12/2009 8.00,"5,1","27,4","14,4","0,4","54,2","33,1","0,9"
06/12/2009 9.00,"1,8","25,2","14,0","0,4","54,2","33,7","0,9"
06/12/2009 10.00,"4,5","25,9","13,7","0,5","54,2","35,7","1,0"
06/12/2009 11.00,"1,8","25,2","13,2","0,3","54,2","45,4","1,0"
06/12/2009 12.00,"2,3","24,7","13,4","0,3","54,2","54,9","1,2"
06/12/2009 13.00,"2,8","27,9","16,1","0,4","54,2","52,6","1,1"
06/12/2009 14.00,"2,5","28,1","16,6","0,4","54,2","54,9","1,5"
06/12/2009 15.00,"1,8","26,5","16,3","0,3","54,2","50,1","1,3"
06/12/2009 16.00,"1,4","30,3","18,7","0,3","54,2","46,6","1,5"
06/12/2009 17.00,"2,3","33,6","20,9","0,5","54,2","33,7","1,8"
06/12/2009 18.00,"7,8","53,5","32,6","1,2","54,2","13,7","5,3"
06/12/2009 19.00,"8,4","53,4","30,8","1,2","54,2","16,1","6,4"
06/12/2009 20.00,"13,1","54,9","32,4","1,4","54,2","14,0","7,0"
06/12/2009 21.00,"13,8","58,3","33,2","1,6","54,2","11,8","8,9"
06/12/2009 22.00,"10,5","60,5","30,8","1,3","54,2","9,4","10,1"
06/12/2009 23.00,"9,0","50,9","27,2","1,3","54,2","9,0","7,8"
07/12/2009 0.00,"5,1","45,3","24,0","1,0","54,2","7,0","5,7"
07/12/2009 1.00,"3,1","33,2","16,9","0,5","109,8","11,0","2,9"
07/12/2009 2.00,"2,9","32,0","17,0","0,5","109,8","9,1","2,0"
07/12/2009 3.00,"2,2","25,4","12,2","0,3","109,8","14,8","2,6"
07/12/2009 4.00,"1,2","21,9","10,5","0,1","109,8","19,3","1,2"
07/12/2009 5.00,"0,7","22,4","11,6","0,0","109,8","22,3","1,0"
07/12/2009 6.00,"0,8","24,6","14,0","0,1","109,8","19,5","0,9"
07/12/2009 7.00,"1,1","40,2","24,5","0,1","109,8","9,0","0,9"
07/12/2009 8.00,"4,1","60,4","33,3","0,2","109,8","6,4","2,1"
07/12/2009 9.00,"5,5","62,3","32,8","0,3","109,8","12,6","2,6"
07/12/2009 10.00,"1,9","55,8","28,8","0,1","109,8","25,6","3,2"
07/12/2009 11.00,"2,3","47,8","23,0","0,1","109,8","37,9","1,6"
07/12/2009 12.00,"2,3","40,4","23,7","0,1","109,8","42,3","1,4"
07/12/2009 13.00,"2,8","36,0","21,9","0,1","109,8","46,6","1,5"
07/12/2009 14.00,"2,5","33,8","21,4","0,1","109,8","53,1","1,7"
07/12/2009 15.00,"2,9","29,1","18,1","0,1","109,8","57,8","1,7"
07/12/2009 16.00,"3,2","28,2","17,2","0,1","109,8","58,2","1,2"
07/12/2009 17.00,"4,9","57,9","34,3","0,6","109,8","21,9","1,6"
07/12/2009 18.00,"9,4","81,3","41,9","1,5","109,8","9,9","5,8"
07/12/2009 19.00,"22,4","210,3","60,8","2,7","109,8","15,5","12,5"
07/12/2009 20.00,"30,8","167,1","50,5","3,5","109,8","16,8","21,0"
07/12/2009 21.00,"36,1","200,3","41,1","3,9","109,8","9,6","30,2"
07/12/2009 22.00,"41,0","201,9","38,7","4,4","109,8","11,6","26,5"
07/12/2009 23.00,"22,8","110,3","28,8","2,7","109,8",,"22,9"
08/12/2009 0.00,"12,9","69,9","20,4","1,7","109,8",,"12,0"
08/12/2009 1.00,,"48,9","16,2","1,0","60,3","0,0","6,1"
08/12/2009 2.00,"2,4",,,"0,7","60,3","0,4","3,5"
08/12/2009 3.00,"1,6","43,9","22,5",,"60,3","2,4","3,0"
08/12/2009 4.00,"2,3","38,3","18,0","0,8","60,3",,"3,4"
08/12/2009 5.00,"1,5","37,0","17,9","0,8","60,3","8,6","3,5"
08/12/2009 6.00,"1,5","42,6","19,4","0,7","60,3","7,6","3,1"
08/12/2009 7.00,"1,0","41,5","20,8","0,5","60,3","8,6","2,6"
08/12/2009 8.00,"2,3","46,5","23,3","0,6","60,3","8,4","2,6"
08/12/2009 9.00,"6,1","74,2","29,7","0,8","60,3","5,0","3,9"
08/12/2009 10.00,"3,3","116,2","52,5","0,5","60,3","6,7","3,4"
08/12/2009 11.00,"2,6","115,0","68,1","0,3","60,3","15,1","3,0"
08/12/2009 12.00,"5,9","73,3","39,9","0,4","60,3","26,9","2,7"
08/12/2009 13.00,"1,9","48,7","27,2","0,4","60,3","39,6","2,6"
08/12/2009 14.00,"1,6","39,3","22,2","0,4","60,3","52,4","2,7"
08/12/2009 15.00,"1,6","30,2","17,3","0,4","60,3","54,0","1,9"
