,Provincia di TARANTO,,,,,,,,,
,TA V. Machiavelli,,,,,,,,,
Parm,SO2,NOX,NO2,CO,O3,CH4,NMHC,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug-C/m3,ug-C/m3,ug/m3,ug/m3 293K,ug/m3
,,,,,,,,,,
,,,,,,,,,,
,,,,,,
,,,,,,,
13/08/2009 8.00,"3,319554","59,387158","48,872669","0,94433",,"884,989484","214,906366","18,4","1,022848","10,9"
13/08/2009 9.00,"4,000442","38,470855","30,143061","0,871759",,"841,767081","186,322833","18,4","3,775612","10,9"
13/08/2009 10.00,"4,038369","26,756585","19,76138","0,875192",,"824,028087","133,727564","18,4","1,367865","10,9"
13/08/2009 11.00,"4,417644","23,933058","18,145546","0,905066",,"817,16713","136,747656","18,4","0,782327","10,9"
13/08/2009 12.00,"4,231618","16,838621","11,900188","0,923021",,"810,804487","111,593031","18,4","0,663338","10,9"
13/08/2009 13.00,"3,96432","18,085014","12,797017","0,961141",,"808,472082","151,576033","18,4","0,577758","10,9"
13/08/2009 14.00,"3,978768","23,39611","17,75748","0,993184",,"813,48579","165,354517","18,4","0,778463","10,9"
13/08/2009 15.00,"3,780101","16,279626","11,209714","0,993184",,"814,239871","165,736567","18,4","0,292489","10,9"
13/08/2009 16.00,"3,814416","18,973442","14,054654","0,981858",,"813,469102","166,450886","18,4","0,438886","10,9"
13/08/2009 17.00,"3,599494","21,818997","16,8957","1,019979",,"816,585494","155,968388","18,4","0,535857","10,9"
13/08/2009 18.00,"3,706053","24,11594","19,089094","1,006916",,"816,070492","152,270464","18,4","0,594792","10,9"
13/08/2009 19.00,"3,81261","28,119706","23,421387","1,060112",,"809,392328","166,955899","18,4","0,927046","10,9"
13/08/2009 20.00,"3,391797","31,507388","26,990537","1,043538",,"803,687704","197,263808","18,4","1,390747","10,9"
13/08/2009 21.00,"3,778295","23,598439","19,252615","1,02507",,"801,707606","204,231026","18,4","1,205145","10,9"
13/08/2009 22.00,"3,937229","28,729272","24,218271","1,064847",,"805,800589","202,117946","18,4","0,848178","10,9"
13/08/2009 23.00,"3,588658","32,295953","27,360432","1,030515",,"813,342714","204,955439","18,4","0,986236","10,9"
14/08/2009 0.00,"3,982381","24,010876","19,355156","0,986397",,"834,73314","187,528961","18,4","0,582741","10,9"
14/08/2009 1.00,,"28,327216","23,425289","1,034343",,"838,331219","186,731455","22,700001","0,51511",16
14/08/2009 2.00,,,,"0,95893",,"813,180018","185,987288","22,700001","1,149108",16
14/08/2009 3.00,,"29,447802","25,15016",,,"819,874871","182,266052","22,700001","0,768598",16
14/08/2009 4.00,,"15,976133","11,824907","0,959167",,"808,990494","185,944087","22,700001","0,90513",16
14/08/2009 5.00,,"22,289789","18,144244","0,978387",,"819,87828","185,940678","22,700001","0,733308",16
14/08/2009 6.00,,"26,56852","21,853567","0,996617",,"826,004776","184,837625","22,700001","0,875332",16
14/08/2009 7.00,,"27,24424","21,76529","1,014652",,"841,038959","187,389414","22,700001","0,878535",16
14/08/2009 8.00,,"19,520755","14,244148","0,998354",,"833,361176","192,562542","22,700001","0,904062",16
14/08/2009 9.00,,"24,009594","17,944377","1,027477",,"857,877805","206,580089","22,700001","0,451548",16
14/08/2009 10.00,,"31,952252","23,474598","1,034896",,"854,525205","228,996991","22,700001","2,766748",16
14/08/2009 11.00,,"12,832268","8,268744","0,978663",,"813,997323","235,362879","22,700001","0,887282",16
14/08/2009 12.00,,"11,195485","6,205126","1,012047",,"805,089635","236,874824","22,700001","0,596725",16
14/08/2009 13.00,,"25,453116","18,459631","1,000682",,"811,737952","223,754","22,700001","0,551265",16
14/08/2009 14.00,,"22,956446","16,990439","1,048274",,"821,94804","195,868412","22,700001","0,362408",16
14/08/2009 15.00,,"14,212248","9,736636","1,047208",,"828,76934","173,474688","22,700001","0,771547",16
14/08/2009 16.00,,"18,991599","13,987165","1,071438",,"841,006121","191,492671","22,700001","0,616658",16
14/08/2009 17.00,,"15,583151","11,526394","1,085802",,"833,048526","206,496977","22,700001","0,584267",16
14/08/2009 18.00,,"14,934664","10,591927","1,045669",,"828,526792","204,383897","22,700001","0,625709",16
14/08/2009 19.00,,"14,22392","9,352466","1,065676",,"821,190549","215,178611","22,700001","0,645287",16
14/08/2009 20.00,,"41,015515","34,058743","1,152572",,"816,701654","215,29836","22,700001","0,621489",16
14/08/2009 21.00,,"19,998048","15,72891","1,056876",,"804,438435","197,027825","22,700001","1,005762",16
14/08/2009 22.00,,"16,240716","11,922251","1,034106",,"804,318866","200,602861","22,700001","0,682763",16
14/08/2009 23.00,,"15,576665","11,412185","1,014415",,"801,634154","196,346733","22,700001","2,550127",16
15/08/2009 0.00,,"12,326448","8,395936","0,974716",,"802,255447","195,243755","22,700001","0,579182",16
15/08/2009 1.00,,"11,134527","7,190212","0,936793",,"800,634056","180,508479",23,"0,346136","13,8"
15/08/2009 2.00,,"28,354443","22,730927","0,968403",,"851,741021","190,701894",23,"0,402173","13,8"
15/08/2009 3.00,,"21,525889","17,055337","0,940818",,"963,118047","179,973468",23,"0,860128","13,8"
15/08/2009 4.00,,"19,571346","14,820401","0,931821",,"955,004635","145,356347",23,"2,751493","13,8"
15/08/2009 5.00,,"16,638888","11,978052","0,894725",,"844,859966","118,012072",23,"1,771105","13,8"
15/08/2009 6.00,,"18,654386","14,309033","0,894884",,"827,334152","108,051156",23,"0,697408","13,8"
15/08/2009 7.00,,"23,104302","17,936585","0,921758",,"818,695449","133,906903",23,"0,375883","13,8"
15/08/2009 8.00,,"23,847457","18,43108","0,91714",,"814,176647","143,429289",23,"1,096377","13,8"
15/08/2009 9.00,,"48,854409","39,416356","0,963746",,"826,639347","168,534134",23,"0,595708","13,8"
15/08/2009 10.00,,"31,829044","25,398051","0,920417",,"826,370302","149,130713",23,"0,922368","13,8"
15/08/2009 11.00,,"16,528644","11,531591","0,938174",,"824,047706","138,395604",23,"0,786294","13,8"
15/08/2009 12.00,,"14,153883","9,558827","0,960944",,"821,29684","137,162992",23,"0,831194","13,8"
15/08/2009 13.00,,"14,549461","9,776871","1,004708",,"823,001073","160,108221",23,"0,648185","13,8"
15/08/2009 14.00,,"18,227681","13,490077","1,029055",,"824,818954","156,134507",23,"0,468125","13,8"
15/08/2009 15.00,,"12,061863","7,662638","1,00826",,"824,011459","124,092226",23,"0,356916","13,8"
15/08/2009 16.00,,"17,876201","12,963146","1,023649",,"828,626264","136,790857",23,"0,37029","13,8"
15/08/2009 17.00,,"25,856473","20,603711","1,033555",,"827,981942","159,108123",23,"0,389664","13,8"
15/08/2009 18.00,,"26,805857","20,795791","1,218277",,"828,686078","117,387422",23,"2,195347","13,8"
15/08/2009 19.00,,"40,561569","34,080806","1,312789",,"816,901075","68,433657",23,"0,74002","13,8"
15/08/2009 20.00,,"36,600612","29,00613","1,042078",,"814,246749","87,229079",23,"0,648236","13,8"
15/08/2009 21.00,,"25,019934","20,567365","1,04409",,"807,867418","127,504453",23,"0,813905","13,8"
15/08/2009 22.00,,"19,868337","15,606908","0,978387",,"918,015018","157,759262",23,"0,964268","13,8"
15/08/2009 23.00,,"22,521964","17,971626","1,058494",,"847,428579","176,358612",23,"0,646202","13,8"
16/08/2009 0.00,,"39,67444","34,032795","1,354342",,"819,505935","173,836834",23,"0,616963","13,8"
16/08/2009 1.00,,"23,943441","18,81654","0,948277",,"868,031069","185,658294","21,700001","0,345627","9,9"
16/08/2009 2.00,,,,"0,921877",,"859,2268","178,282349","21,700001","0,806227","9,9"
16/08/2009 3.00,,"24,36754","20,007971",,,"872,702757","183,495358","21,700001","0,295693","9,9"
16/08/2009 4.00,,"22,545309","18,01965","0,907591",,"853,525107","181,611532","21,700001","0,523297","9,9"
16/08/2009 5.00,,"27,739677","22,733507","0,891608",,"872,34405","169,152122","21,700001","0,695933","9,9"
16/08/2009 6.00,,"30,696795","24,436316","0,981544",,"877,523862","174,783742","21,700001","0,724002","9,9"
16/08/2009 7.00,,"28,870646","22,601121","0,970218",,"838,155304","173,205598","21,700001","1,407528","9,9"
16/08/2009 8.00,,"46,091876","34,97505","1,226406",,"825,74554","105,765264","21,700001","0,854534","9,9"
16/08/2009 9.00,,"43,141238","32,050933","0,993145",,"812,146604","113,925413","21,700001","0,900147","9,9"
16/08/2009 10.00,,"42,0492","32,477939","0,982017",,"805,947135","148,565841","21,700001","0,721816","9,9"
16/08/2009 11.00,,"25,305262","18,82174","1,020374",,"804,096356","130,002963","21,700001","1,081529","9,9"
16/08/2009 12.00,,"18,835963","13,626359","0,975229",,"798,833282","92,664702","21,700001","0,936504","9,9"
16/08/2009 13.00,,"19,917628","14,521888","1,058771",,"805,116073","105,974577","21,700001","0,699442","9,9"
16/08/2009 14.00,,"13,916537","9,377127","1,016783",,"806,063235","90,830694","21,700001","0,645032","9,9"
16/08/2009 15.00,,"18,165427","13,007271","1,053128",,"807,309289","164,171701","21,700001","0,578876","9,9"
16/08/2009 16.00,,"11,793389","7,151275","1,068321",,"812,412659","124,896319","21,700001","0,480685","9,9"
16/08/2009 17.00,,"10,72987","6,264828","1,092314",,"819,602416","59,127321","21,700001","0,495737","9,9"
16/08/2009 18.00,,"14,103302","9,174659","1,093497",,"818,413185","56,791607","21,700001","0,616963","9,9"
16/08/2009 19.00,,"22,12379","17,683501","1,103482",,"812,638578","53,027192","21,700001","0,890587","9,9"
16/08/2009 20.00,,"41,700317","35,832943","1,112597",,"804,029723","61,738805","21,700001","0,905333","9,9"
16/08/2009 21.00,,"46,659949","40,857012","1,194678",,"806,76103","166,467469","21,700001","0,546129","9,9"
16/08/2009 22.00,,"66,24296","57,057043","1,109478",,"898,232763","93,857485","21,700001","3,253891","9,9"
16/08/2009 23.00,,"78,925065","63,971446","1,107818",,"1113,415202","84,210325","21,700001","1,922638","9,9"
17/08/2009 0.00,,"27,530867","21,945705","0,919707",,"957,034678","50,943989","21,700001","2,267656","9,9"
17/08/2009 1.00,,"32,004125","26,671252","0,936714",,"896,767608","75,148458","29,1","0,79087","12,9"
17/08/2009 2.00,,"45,041328","39,692813","1,007983",,"909,675687","114,181195","29,1","2,065476","12,9"
17/08/2009 3.00,,"28,969209","24,224771","0,935096",,"873,570067","105,359939","29,1","2,311641","12,9"
17/08/2009 4.00,,"13,009951","8,761935","0,904908",,"884,006074","147,612323","29,1","2,748087","12,9"
17/08/2009 5.00,,"23,85654","19,200704","0,94508",,"926,215161","143,213284","29,1","0,611929","12,9"
17/08/2009 6.00,,"58,026635","48,43528","1,063861",,"863,306505","158,569943","29,1","2,396408","12,9"
17/08/2009 7.00,,"62,802106","47,386606","1,030713",,"837,802997","153,586128","29,1","1,134616","12,9"
17/08/2009 8.00,,"58,580103","43,031012","1,10711",,"815,927954","163,664684","29,1",,"12,9"
17/08/2009 9.00,,"70,316762","51,201044","1,146654",,"821,077321","180,023339","29,1","3,370846","12,9"
17/08/2009 10.00,,"41,176333","30,655728","0,983555",,"804,621168","167,995863","29,1","1,596181","12,9"
17/08/2009 11.00,,"21,734698","15,666607","0,993382",,"798,564297","161,231267","29,1","1,011","12,9"
17/08/2009 12.00,,"19,489628","13,850881","0,996184",,"801,793858","111,576335","29,1","0,669491","12,9"
17/08/2009 13.00,,"19,096654","13,543296","0,997526",,"804,528097","101,951091","29,1","0,617217","12,9"
17/08/2009 14.00,,"11,105994","6,648999","1,005418",,"805,561511","101,492583","29,1","0,470312","12,9"
17/08/2009 15.00,,"18,759441","13,439463","1,04409",,"807,003578","124,783367","29,1","0,407512","12,9"
17/08/2009 16.00,,"16,539021","11,569227","1,106757",,"810,914247","159,968674","29,1","0,346848","12,9"
17/08/2009 17.00,,"9,635223","5,390064","1,098548",,"803,873906","184,990466","29,1","0,522433","12,9"
17/08/2009 18.00,,"31,729182","25,104731","1,09626",,"801,56453","192,499348","29,1","1,750054","12,9"
17/08/2009 19.00,,"24,796842","19,795126","1,092235",,"792,66372","201,147755","29,1","0,460803","12,9"
17/08/2009 20.00,,"53,987861","45,668214","1,305449",,"794,750108","242,011196","29,1","0,470057","12,9"
17/08/2009 21.00,,"49,91666","41,090618","1,158098",,"846,149147","217,428098","29,1","2,209941","12,9"
17/08/2009 22.00,,"60,955209","53,702036","1,26721",,"920,194537","143,824648","29,1","2,865398","12,9"
17/08/2009 23.00,,"49,266868","41,799263","1,120174",,"854,468859","130,537944","29,1","3,659674","12,9"
18/08/2009 0.00,,"29,122264","23,573238","1,026647",,"842,720643","172,514442","29,1","2,443851","12,9"
18/08/2009 1.00,,"20,510348","15,360312","1,024478",,"815,565837","201,024852","30,700001","0,901316",16
18/08/2009 2.00,,,,"1,022702",,"871,450303","187,146807","30,700001","0,662321",16
18/08/2009 3.00,,"26,930366","21,818519",,,"854,910828","203,775913","30,700001","0,68261",16
18/08/2009 4.00,,"26,219637","20,498571","0,942751",,"887,19891","175,860223","30,700001","0,523857",16
18/08/2009 5.00,,"45,34612","37,509786","0,982648",,"942,176409","147,113919","30,700001","0,264979",16
18/08/2009 6.00,,"75,438515","62,105776","1,068794",,"1003,147136","152,150805","30,700001","1,100648",16
18/08/2009 7.00,,"123,151631","87,241649","1,090656",,"1000,333524","203,015043","30,700001","0,713934",16
18/08/2009 8.00,,"68,593093","56,696228","0,995829",,"885,750503","300,514069","30,700001","1,71517",16
18/08/2009 9.00,,"42,006389","33,979566","0,971124",,"852,276121","250,018587","30,700001","3,567636",16
18/08/2009 10.00,,"54,047517","41,905685","1,054627",,"854,070017","235,56888","30,700001","2,643691",16
18/08/2009 11.00,,"26,1431","20,569965","1,085763",,"817,552275","257,886221","30,700001","1,97298",16
18/08/2009 12.00,,"26,3169","20,733497","1,109322",,"814,651992","226,937041","30,700001","1,816362",16
18/08/2009 13.00,,"25,429771","19,629012","1,098864",,"809,186506","244,94179","30,700001","1,039628",16
18/08/2009 14.00,,"33,284228","27,378597","1,14393",,"1051,821747","1099,018102","30,700001","0,907672",16
18/08/2009 15.00,"1,898178","30,410149","23,802966","1,208765",,"972,068862","725,944405","30,700001","0,633438",16
18/08/2009 16.00,"2,160058","32,607209","26,17157","1,207108",,"882,716893","447,980146","30,700001","0,660084",16
18/08/2009 17.00,"0,910259","16,541614","11,551059","1,153519",,"842,478095","356,132779","30,700001","0,840856",16
18/08/2009 18.00,"0,570718","28,569753","23,558955","1,150639",,"822,47973","301,032301","30,700001","0,528687",16
18/08/2009 19.00,"0,55627","54,860728","48,964806","1,161727",,"815,638811","275,289656","30,700001","0,604657",16
18/08/2009 20.00,"0,6249","55,706348","48,302892","1,285678",,"809,103185","292,367131","30,700001","0,787972",16
18/08/2009 21.00,"0,724233","46,918051","41,589","1,233628",,"837,686838","226,096394","30,700001","1,078528",16
18/08/2009 22.00,"0,774803","66,66838","57,275085","1,210227",,"841,743574","217,590779","30,700001","3,096765",16
18/08/2009 23.00,"1,141435","32,53201","26,942526","1,153677",,"856,286262","224,68108","30,700001","1,922638",16
19/08/2009 0.00,"0,610451","30,982125","26,318239","1,095628",,"870,925012","227,92389","30,700001","0,6102",16
19/08/2009 1.00,"0,771191","37,989679","32,901046","1,064572",,"887,507612","226,575029",42,"1,208704",24
19/08/2009 2.00,"0,597809","24,087413","19,431732","1,033712",,"889,404927","232,741376",42,"1,175652",24
19/08/2009 3.00,"0,650184","22,217171","17,279861","1,005655",,"900,326029","232,990698",42,"2,133158",24
19/08/2009 4.00,"0,718816","28,379088","22,775055","0,965639",,"875,566793","216,251907",42,"2,616334",24
19/08/2009 5.00,"0,720622","42,923346","34,452001","0,976018",,"883,962948","193,602416",42,"0,452819",24
19/08/2009 6.00,"1,21729","70,744764","57,561906","1,032055",,"871,622807","271,498616",42,"1,253961",24
19/08/2009 7.00,"1,237157","110,99506","80,993697","1,224393",,"857,635257","231,256288",42,"1,475667",24
19/08/2009 8.00,"0,908452","44,263144","35,677193","1,062401",,"831,420735","288,200755",42,"0,742918",24
19/08/2009 9.00,"0,834404","44,558853","35,85629","1,118161",,"821,157233","267,727374",42,"1,303794",24
19/08/2009 10.00,"1,022234","36,516311","29,100869","1,198151",,"819,931216","272,561728",42,"2,388933",24
19/08/2009 11.00,"0,899422","39,0973","31,838088","1,135367",,"818,821359","240,629004",42,"2,916756",24
19/08/2009 12.00,"2,149221","31,036598","25,103431","1,164688",,"817,951118","226,129711",42,"0,943217",24
19/08/2009 13.00,"2,772314","17,475436","12,636081","1,140418",,"815,479106","206,267858",42,"1,208704",24
19/08/2009 14.00,"2,741612","12,566388","7,85602","1,12712",,"817,532656","197,090945",42,"1,024017",24
19/08/2009 15.00,"2,580871","13,541713","8,903402","1,132013",,"818,097185","184,751253",42,"0,928928",24
19/08/2009 16.00,"2,095039","15,318568","10,388166","1,145272",,"820,639299","182,036753",42,"0,656473",24
19/08/2009 17.00,"2,503211","16,313347","11,772989","1,136708",,"823,144149","172,989563",42,"0,646456",24
19/08/2009 18.00,"2,037245","22,289789","17,416142","1,159795",,"824,559778","182,983661",42,"0,787005",24
19/08/2009 19.00,"1,184781","32,52941","27,727728","1,206477",,"825,669097","200,861977",42,"0,876501",24
19/08/2009 20.00,"1,11615","30,733085","25,792611","1,204701",,"830,011985","205,098321",42,"1,047815",24
19/08/2009 21.00,"1,240769","46,02962","39,644784","1,252373",,"852,142855","192,565832",42,"0,52528",24
19/08/2009 22.00,"2,160058","61,956467","54,278293","1,258055",,"886,973051","190,057348",42,"1,484159",24
19/08/2009 23.00,"2,178119","25,386981","21,070928","1,159201",,"874,307519","182,392305",42,"3,087103",24
20/08/2009 0.00,"1,323848","18,501344","14,402482","1,094168",,"821,94463","181,033366",42,"0,998491",24
20/08/2009 1.00,,"30,844631","26,136542","1,102653",,"841,195254","185,831128",,"0,835821",
20/08/2009 2.00,"0,868719",,,"1,061099",,"838,075452","195,479663",,"1,220908",
20/08/2009 3.00,"0,977083","59,044737","53,616379",,,"851,139826","203,397048",,"0,358798",
20/08/2009 4.00,"0,977083","42,010292","37,050334","1,16958",,"847,176221","222,28557",,"1,931791",
