Stat,Mesagne(RRQA),,,
,,,,,,,,,
Parm,SO2,NO2,NOX,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3
Field,Aver,Aver,Aver,Aver
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,
05/12/2014 12.00,"2,6","14,4","18,2","34,5"
05/12/2014 13.00,"2,5","12,5","15,9","34,5"
05/12/2014 14.00,"2,7","13,2","16,4","34,5"
05/12/2014 15.00,"2,3","9,0","11,5","34,5"
05/12/2014 16.00,"2,4","9,3","11,6","34,5"
05/12/2014 17.00,"1,8","13,8","16,2","34,5"
05/12/2014 18.00,"2,4","24,8","27,9","34,5"
05/12/2014 19.00,"2,4","30,7","35,1","34,5"
05/12/2014 20.00,"2,5","28,8","34,1","34,5"
05/12/2014 21.00,"2,3","26,7","31,2","34,5"
05/12/2014 22.00,"2,1","23,9","27,8","34,5"
05/12/2014 23.00,"2,5","18,7","21,7","34,5"
06/12/2014 0.00,"2,1","14,1","17,4","34,5"
06/12/2014 1.00,,"12,7","15,8","24,5"
06/12/2014 2.00,"2,3",,,"24,5"
06/12/2014 3.00,"2,4","11,4","15,1","24,5"
06/12/2014 4.00,"2,7","9,9","13,6","24,5"
06/12/2014 5.00,"2,9","10,8","14,5","24,5"
06/12/2014 6.00,"2,9","12,0","16,0","24,5"
06/12/2014 7.00,"2,6","18,1","25,0","24,5"
06/12/2014 8.00,"3,1","25,5","40,9","24,5"
06/12/2014 9.00,"3,4","27,7","48,0","24,5"
06/12/2014 10.00,"3,1","21,5","32,7","24,5"
06/12/2014 11.00,"3,4","9,0","13,0","24,5"
06/12/2014 12.00,"2,7","9,5","13,3","24,5"
06/12/2014 13.00,"2,7","8,7","11,1","24,5"
06/12/2014 14.00,"2,2","12,8","15,6","24,5"
06/12/2014 15.00,"2,7","9,8","11,4","24,5"
06/12/2014 16.00,"2,0","8,9","10,5","24,5"
06/12/2014 17.00,"3,1","17,2","18,7","24,5"
06/12/2014 18.00,"3,5","27,5","29,8","24,5"
06/12/2014 19.00,"3,8","36,3","41,0","24,5"
06/12/2014 20.00,"3,0","25,8","30,3","24,5"
06/12/2014 21.00,"3,5","32,0","38,0","24,5"
06/12/2014 22.00,"3,8","45,5","52,6","24,5"
06/12/2014 23.00,"2,8","27,4","31,1","24,5"
07/12/2014 0.00,"3,7","28,5","32,7","24,5"
07/12/2014 1.00,"3,6","22,7","26,8","32,9"
07/12/2014 2.00,"4,0","19,5","23,8","32,9"
07/12/2014 3.00,"3,7","12,1","16,1","32,9"
07/12/2014 4.00,"4,2","9,7","14,0","32,9"
07/12/2014 5.00,"3,5","8,6","12,3","32,9"
07/12/2014 6.00,"3,7","8,2","12,3","32,9"
07/12/2014 7.00,"4,1","11,2","15,8","32,9"
07/12/2014 8.00,"4,0","10,1","14,4","32,9"
07/12/2014 9.00,"4,4","18,5","26,2","32,9"
07/12/2014 10.00,"4,3","13,2","20,7","32,9"
07/12/2014 11.00,"3,7","7,7","12,3","32,9"
07/12/2014 12.00,"3,8","8,2","11,7","32,9"
07/12/2014 13.00,"3,7","8,3","9,8","32,9"
07/12/2014 14.00,"3,5","6,5","6,9","32,9"
07/12/2014 15.00,"4,0","5,7","6,6","32,9"
07/12/2014 16.00,"4,2","13,2","16,0","32,9"
07/12/2014 17.00,"4,3","12,3","14,8","32,9"
07/12/2014 18.00,"4,6","35,2","40,5","32,9"
07/12/2014 19.00,"4,8","48,9","62,5","32,9"
07/12/2014 20.00,"5,2","58,3","92,7","32,9"
07/12/2014 21.00,"5,3","52,9","102,8","32,9"
07/12/2014 22.00,"5,2","47,4","84,5","32,9"
07/12/2014 23.00,"4,9","39,1","60,5","32,9"
08/12/2014 0.00,"4,6","23,5","30,7","32,9"
08/12/2014 1.00,,"21,8","27,6","11,0"
08/12/2014 2.00,"5,2",,,"11,0"
08/12/2014 3.00,"5,1","11,1","15,6","11,0"
08/12/2014 4.00,"4,5","6,8","11,8","11,0"
08/12/2014 5.00,"4,8","7,1","12,4","11,0"
08/12/2014 6.00,"5,2","8,4","14,0","11,0"
08/12/2014 7.00,"4,8","8,0","13,8","11,0"
08/12/2014 8.00,"5,1","6,4","11,4","11,0"
08/12/2014 9.00,"4,8","6,6","11,9","11,0"
08/12/2014 10.00,"5,0","6,5","11,4","11,0"
08/12/2014 11.00,"4,9","7,0","11,7","11,0"
08/12/2014 12.00,"4,2","6,8","11,4","11,0"
08/12/2014 13.00,"4,3","5,9","9,3","11,0"
08/12/2014 14.00,"4,2","4,5","6,9","11,0"
08/12/2014 15.00,"3,5","3,8","5,4","11,0"
08/12/2014 16.00,"3,8","4,7","6,4","11,0"
08/12/2014 17.00,"4,6","6,3","8,3","11,0"
08/12/2014 18.00,"4,3","8,0","10,8","11,0"
08/12/2014 19.00,"4,7","7,6","10,9","11,0"
08/12/2014 20.00,"4,2","6,4","9,8","11,0"
08/12/2014 21.00,"4,9","7,3","10,6","11,0"
08/12/2014 22.00,"4,6","7,9","11,3","11,0"
08/12/2014 23.00,"4,8","10,7","14,0","11,0"
09/12/2014 0.00,"4,7","10,2","14,2","11,0"
09/12/2014 1.00,"5,0","8,1","12,0","10,1"
09/12/2014 2.00,"4,6","6,9","10,6","10,1"
09/12/2014 3.00,"5,4","6,6","10,1","10,1"
09/12/2014 4.00,"5,2","6,6","10,0","10,1"
09/12/2014 5.00,"4,3","6,6","9,5","10,1"
09/12/2014 6.00,"5,4","7,6","10,1","10,1"
09/12/2014 7.00,"5,2","9,7","12,5","10,1"
09/12/2014 8.00,"5,6","13,4","17,6","10,1"
09/12/2014 9.00,"5,9","17,4","25,1","10,1"
09/12/2014 10.00,"5,5","16,9","24,8","10,1"
09/12/2014 11.00,"5,8","13,2","21,4","10,1"
09/12/2014 12.00,"5,8","12,2","19,1","10,1"
09/12/2014 13.00,"6,7","11,2","16,5","10,1"
09/12/2014 14.00,"6,6","8,6","12,0","10,1"
09/12/2014 15.00,"7,4","8,7","11,9","10,1"
09/12/2014 16.00,"7,4","8,9","11,9","10,1"
09/12/2014 17.00,"7,2","13,3","16,9","10,1"
09/12/2014 18.00,"5,9","18,5","23,4","10,1"
09/12/2014 19.00,"6,4","24,4","30,0","10,1"
09/12/2014 20.00,"6,1","30,5","37,4","10,1"
09/12/2014 21.00,"6,1","21,6","28,6","10,1"
09/12/2014 22.00,"6,4","17,1","21,7","10,1"
09/12/2014 23.00,"6,2","18,7","22,0","10,1"
10/12/2014 0.00,"5,9","18,5","23,4","10,1"
10/12/2014 1.00,,"7,4","11,4","11,2"
10/12/2014 2.00,"5,7",,,"11,2"
10/12/2014 3.00,"6,0","6,6","11,3","11,2"
10/12/2014 4.00,"5,7","8,8","13,5","11,2"
10/12/2014 5.00,"5,5","7,9","12,7","11,2"
10/12/2014 6.00,"5,8","12,8","18,4","11,2"
10/12/2014 7.00,"5,6","14,6","22,0","11,2"
10/12/2014 8.00,"5,9","16,9","25,2","11,2"
10/12/2014 9.00,"6,1","23,9","39,1","11,2"
10/12/2014 10.00,"6,0","19,4","29,9","11,2"
10/12/2014 11.00,"6,3","12,7","19,7","11,2"
10/12/2014 12.00,"6,6","9,2","15,8","11,2"
10/12/2014 13.00,"7,5","8,7","12,7","11,2"
10/12/2014 14.00,"6,8","9,6","13,4","11,2"
10/12/2014 15.00,"7,4","8,8","12,1","11,2"
10/12/2014 16.00,"6,2","10,0","13,6","11,2"
10/12/2014 17.00,"6,1","12,2","16,9","11,2"
10/12/2014 18.00,"6,1","14,9","18,7","11,2"
10/12/2014 19.00,"5,6","20,9","27,5","11,2"
10/12/2014 20.00,"5,8","24,6","34,1","11,2"
10/12/2014 21.00,"5,5","18,2","25,0","11,2"
10/12/2014 22.00,"5,6","16,8","21,2","11,2"
10/12/2014 23.00,"5,8","14,0","18,0","11,2"
11/12/2014 0.00,"5,5","11,6","14,8","11,2"
11/12/2014 1.00,"5,7","10,4","14,0","15,4"
11/12/2014 2.00,"6,3","10,3","13,9","15,4"
11/12/2014 3.00,"5,5","9,2","13,1","15,4"
11/12/2014 4.00,"5,9","8,4","12,1","15,4"
11/12/2014 5.00,"5,8","6,9","10,3","15,4"
11/12/2014 6.00,"6,0","6,6","9,9","15,4"
11/12/2014 7.00,"6,0","11,0","15,1","15,4"
11/12/2014 8.00,"6,7","62,0","220,9","15,4"
11/12/2014 9.00,"8,7","159,6","744,8","15,4"
11/12/2014 10.00,"5,9","30,0","57,0","15,4"
11/12/2014 11.00,"6,1","15,0","23,8","15,4"
11/12/2014 12.00,"5,9","15,7","23,4","15,4"
11/12/2014 13.00,"6,0","16,0","20,7","15,4"
11/12/2014 14.00,"5,8","14,8","18,7","15,4"
11/12/2014 15.00,"5,5","10,9","14,2","15,4"
11/12/2014 16.00,"5,5","14,7","29,4","15,4"
11/12/2014 17.00,"5,1","14,8","21,4","15,4"
11/12/2014 18.00,"5,1","15,2","19,9","15,4"
11/12/2014 19.00,"5,3","18,2","23,1","15,4"
11/12/2014 20.00,"5,5","17,4","22,2","15,4"
11/12/2014 21.00,"5,2","17,6","23,0","15,4"
11/12/2014 22.00,"5,5","14,5","19,0","15,4"
11/12/2014 23.00,,,,"15,4"
12/12/2014 0.00,,,,"15,4"
12/12/2014 1.00,,,,
12/12/2014 2.00,,,,
12/12/2014 3.00,,,,
12/12/2014 4.00,,,,
12/12/2014 5.00,,,,
12/12/2014 6.00,,,,
12/12/2014 7.00,,,,
12/12/2014 8.00,,,,
12/12/2014 9.00,,,,
12/12/2014 10.00,,,,
12/12/2014 11.00,,,,
12/12/2014 12.00,,"6,6","8,4",
12/12/2014 13.00,"4,1","6,9","7,2",
12/12/2014 14.00,"3,4","7,0","6,9",
12/12/2014 15.00,"3,2","6,6","7,3",
12/12/2014 16.00,"2,5","7,5","7,8",
12/12/2014 17.00,"2,4","11,1","12,3",
12/12/2014 18.00,"3,1","15,7","17,1",
12/12/2014 19.00,"3,7","24,7","25,6",
12/12/2014 20.00,"3,5","20,4","20,6",
12/12/2014 21.00,"3,6","26,4","26,1",
12/12/2014 22.00,"3,9","36,9","39,1",
12/12/2014 23.00,"4,3","14,5","14,0",
13/12/2014 0.00,"3,2","20,6","20,1",
13/12/2014 1.00,"3,3","17,3","16,8","98,2"
13/12/2014 2.00,"3,4","15,7","15,2","98,2"
13/12/2014 3.00,"4,0","13,2","12,7","98,2"
13/12/2014 4.00,"3,5","12,4","11,9","98,2"
13/12/2014 5.00,"4,1","12,9","12,6","98,2"
13/12/2014 6.00,"4,5","14,3","13,8","98,2"
13/12/2014 7.00,"3,9","23,9","28,3","98,2"
13/12/2014 8.00,"4,0","30,4","46,0","98,2"
13/12/2014 9.00,"4,1","48,6","121,0","98,2"
13/12/2014 10.00,"4,2","46,7","88,0","98,2"
13/12/2014 11.00,"4,3","29,0","38,8","98,2"
13/12/2014 12.00,"4,1","17,2","22,2","98,2"
13/12/2014 13.00,"4,5","14,6","17,9","98,2"
13/12/2014 14.00,"3,9","14,0","15,8","98,2"
13/12/2014 15.00,"3,6","10,2","11,2","98,2"
13/12/2014 16.00,"3,0","11,6","12,9","98,2"
13/12/2014 17.00,"3,6","17,7","19,1","98,2"
13/12/2014 18.00,"3,6","36,6","39,0","98,2"
13/12/2014 19.00,"4,0","61,9","72,5","98,2"
13/12/2014 20.00,"4,2","59,7","127,7","98,2"
13/12/2014 21.00,"4,7","55,6","167,4","98,2"
13/12/2014 22.00,"5,1","58,0","163,3","98,2"
13/12/2014 23.00,"5,2","49,9","150,3","98,2"
14/12/2014 0.00,"4,5","44,1","88,5","98,2"
14/12/2014 1.00,,"43,5","70,7","81,7"
14/12/2014 2.00,"4,4",,,"81,7"
14/12/2014 3.00,"4,2","30,4","34,1","81,7"
14/12/2014 4.00,"3,6","22,9","24,4","81,7"
14/12/2014 5.00,"3,6","17,3","17,9","81,7"
14/12/2014 6.00,"4,3","14,3","14,3","81,7"
14/12/2014 7.00,"4,0","18,6","19,9","81,7"
14/12/2014 8.00,"4,2","26,9","37,8","81,7"
14/12/2014 9.00,"4,4","30,1","50,4","81,7"
14/12/2014 10.00,"4,0","33,5","52,8","81,7"
14/12/2014 11.00,"4,0","29,2","37,1","81,7"
14/12/2014 12.00,"3,7","10,6","13,0","81,7"
14/12/2014 13.00,"3,4","11,9","13,8","81,7"
14/12/2014 14.00,"3,2","11,6","12,5","81,7"
14/12/2014 15.00,"3,1","10,8","11,6","81,7"
14/12/2014 16.00,"3,0","8,5","9,8","81,7"
14/12/2014 17.00,"3,0","8,7","10,0","81,7"
14/12/2014 18.00,"3,1","34,3","38,7","81,7"
14/12/2014 19.00,"3,6","48,3","53,6","81,7"
14/12/2014 20.00,"3,6","55,3","64,6","81,7"
14/12/2014 21.00,"4,3","59,4","72,4","81,7"
14/12/2014 22.00,"3,9","61,1","106,5","81,7"
14/12/2014 23.00,"4,0","57,3","96,7","81,7"
15/12/2014 0.00,"4,2","48,3","77,9","81,7"
15/12/2014 1.00,"3,5","37,6","56,6","81,2"
15/12/2014 2.00,"1,6","27,5","41,5","81,2"
15/12/2014 3.00,"2,7","20,1","33,8","81,2"
15/12/2014 4.00,"2,2","16,7","29,8","81,2"
15/12/2014 5.00,"2,6","18,4","25,3","81,2"
15/12/2014 6.00,"3,4","25,5","31,9","81,2"
15/12/2014 7.00,"3,3","31,0","42,5","81,2"
15/12/2014 8.00,"3,4","34,5","57,9","81,2"
15/12/2014 9.00,"3,9","47,0","124,3","81,2"
15/12/2014 10.00,"4,4","56,6","136,0","81,2"
15/12/2014 11.00,"4,4","43,6","66,8","81,2"
15/12/2014 12.00,"3,2","14,9","20,0","81,2"
15/12/2014 13.00,"3,2","13,8","16,6","81,2"
15/12/2014 14.00,"2,6","15,1","17,0","81,2"
15/12/2014 15.00,"2,7","16,4","18,7","81,2"
15/12/2014 16.00,"2,5","19,4","21,7","81,2"
15/12/2014 17.00,"2,8","26,2","29,1","81,2"
15/12/2014 18.00,"2,5","34,5","38,0","81,2"
15/12/2014 19.00,"3,3","50,6","61,2","81,2"
15/12/2014 20.00,"3,0","52,8","67,8","81,2"
15/12/2014 21.00,"3,4","55,7","74,1","81,2"
15/12/2014 22.00,"3,3","68,5","103,4","81,2"
15/12/2014 23.00,"4,0","52,7","67,2","81,2"
16/12/2014 0.00,"4,0","28,2","32,9","81,2"
16/12/2014 1.00,,"13,1","15,9","27,7"
16/12/2014 2.00,"3,0",,,"27,7"
16/12/2014 3.00,"3,2","5,8","9,4","27,7"
16/12/2014 4.00,"2,7","5,6","9,0","27,7"
16/12/2014 5.00,"2,7","5,4","9,0","27,7"
16/12/2014 6.00,"2,6","6,9","10,8","27,7"
16/12/2014 7.00,"2,2","11,9","15,9","27,7"
16/12/2014 8.00,"2,3","18,2","22,7","27,7"
16/12/2014 9.00,"2,3","29,2","38,0","27,7"
16/12/2014 10.00,"2,8","28,1","36,3","27,7"
16/12/2014 11.00,"2,4","16,9","21,1","27,7"
16/12/2014 12.00,"2,1","13,4","16,4","27,7"
16/12/2014 13.00,"1,8","12,0","15,7","27,7"
16/12/2014 14.00,"1,5","11,0","13,8","27,7"
16/12/2014 15.00,"1,6","10,2","12,7","27,7"
16/12/2014 16.00,"1,9","11,0","13,7","27,7"
16/12/2014 17.00,"1,3","10,9","13,9","27,7"
16/12/2014 18.00,"2,0","19,0","22,6","27,7"
16/12/2014 19.00,"1,8","20,6","24,2","27,7"
16/12/2014 20.00,"1,9","36,2","41,7","27,7"
16/12/2014 21.00,"2,1","30,9","36,3","27,7"
16/12/2014 22.00,"1,9","31,5","36,3","27,7"
16/12/2014 23.00,"2,4","42,2","48,8","27,7"
17/12/2014 0.00,"2,6","29,0","34,4","27,7"
17/12/2014 1.00,"2,2","15,5","18,9","56,1"
17/12/2014 2.00,"2,3","14,9","18,8","56,1"
17/12/2014 3.00,"2,6","12,0","16,9","56,1"
17/12/2014 4.00,"1,8","10,8","15,3","56,1"
17/12/2014 5.00,"2,4","6,8","11,6","56,1"
17/12/2014 6.00,"1,7","9,0","13,5","56,1"
17/12/2014 7.00,"1,7","23,0","32,1","56,1"
17/12/2014 8.00,"2,0","37,2","62,8","56,1"
17/12/2014 9.00,"2,4","45,1","82,2","56,1"
17/12/2014 10.00,"2,4","56,3","93,1","56,1"
17/12/2014 11.00,"2,3","29,1","42,7","56,1"
17/12/2014 12.00,"1,2","11,6","15,9","56,1"
17/12/2014 13.00,"1,2","12,3","15,8","56,1"
17/12/2014 14.00,"1,2","13,9","16,8","56,1"
17/12/2014 15.00,"1,3","12,2","15,0","56,1"
17/12/2014 16.00,"1,6","14,7","17,1","56,1"
17/12/2014 17.00,"1,0","32,3","35,6","56,1"
17/12/2014 18.00,"0,9","55,1","60,0","56,1"
17/12/2014 19.00,"0,8","52,4","59,3","56,1"
17/12/2014 20.00,"1,8","64,1","90,1","56,1"
17/12/2014 21.00,"2,2","71,0","115,7","56,1"
17/12/2014 22.00,"3,3","62,5","114,2","56,1"
17/12/2014 23.00,"3,6","68,1","147,2","56,1"
18/12/2014 0.00,"2,6","35,3","58,6","56,1"
18/12/2014 1.00,,"27,4","38,5","34,1"
18/12/2014 2.00,"3,1",,,"34,1"
18/12/2014 3.00,"3,2","23,7","30,6","34,1"
18/12/2014 4.00,"3,3","16,9","22,3","34,1"
18/12/2014 5.00,"2,9","11,9","17,3","34,1"
18/12/2014 6.00,"2,2","14,5","20,3","34,1"
18/12/2014 7.00,"2,3","22,6","33,1","34,1"
18/12/2014 8.00,"2,7","35,0","60,9","34,1"
18/12/2014 9.00,"2,8","42,4","81,3","34,1"
18/12/2014 10.00,"2,9","30,4","52,9","34,1"
18/12/2014 11.00,"1,9","18,2","28,9","34,1"
18/12/2014 12.00,"2,0","11,3","16,6","34,1"
18/12/2014 13.00,"2,0","12,1","15,7","34,1"
18/12/2014 14.00,"2,8","12,8","17,1","34,1"
18/12/2014 15.00,"2,9","13,5","17,9","34,1"
18/12/2014 16.00,"1,7","9,6","12,5","34,1"
18/12/2014 17.00,"2,4","11,9","14,9","34,1"
18/12/2014 18.00,"2,6","30,6","35,3","34,1"
18/12/2014 19.00,"2,8","55,9","70,7","34,1"
18/12/2014 20.00,"1,8","57,3","76,5","34,1"
18/12/2014 21.00,"1,8","41,8","56,6","34,1"
18/12/2014 22.00,"2,8","24,6","30,1","34,1"
18/12/2014 23.00,"3,0","18,5","24,0","34,1"
19/12/2014 0.00,"3,2","13,5","16,6","34,1"
19/12/2014 1.00,"2,8","8,7","12,2","25,1"
19/12/2014 2.00,"2,6","8,1","11,7","25,1"
19/12/2014 3.00,"3,1","7,5","11,1","25,1"
19/12/2014 4.00,"2,5","6,6","10,3","25,1"
19/12/2014 5.00,"2,6","6,3","10,3","25,1"
19/12/2014 6.00,"2,6","8,3","13,0","25,1"
19/12/2014 7.00,"2,8","12,0","17,7","25,1"
19/12/2014 8.00,"3,0","21,4","28,6","25,1"
19/12/2014 9.00,"3,1","38,0","59,0","25,1"
19/12/2014 10.00,"3,7","19,3","29,8","25,1"
19/12/2014 11.00,"2,5","12,3","19,5","25,1"
19/12/2014 12.00,"1,2","10,4","15,8","25,1"
19/12/2014 13.00,"1,5","10,7","14,8","25,1"
19/12/2014 14.00,"2,5","10,4","13,1","25,1"
19/12/2014 15.00,"2,5","10,7","13,4","25,1"
19/12/2014 16.00,"2,3","12,3","15,8","25,1"
19/12/2014 17.00,"2,2","20,5","24,0","25,1"
19/12/2014 18.00,"2,4","37,8","43,5","25,1"
19/12/2014 19.00,"2,9","53,2","65,0","25,1"
19/12/2014 20.00,"3,4","47,4","60,4","25,1"
19/12/2014 21.00,"2,6","51,4","75,6","25,1"
19/12/2014 22.00,"3,2","48,7","72,4","25,1"
19/12/2014 23.00,"3,2","43,1","58,0","25,1"
20/12/2014 0.00,"3,7","37,3","52,9","25,1"
20/12/2014 1.00,,"36,8","51,1","67,9"
20/12/2014 2.00,"3,5",,,"67,9"
20/12/2014 3.00,"3,4","15,6","20,3","67,9"
20/12/2014 4.00,"3,6","12,4","16,7","67,9"
20/12/2014 5.00,"3,4","13,0","17,4","67,9"
20/12/2014 6.00,"2,8","17,1","22,4","67,9"
20/12/2014 7.00,"3,6","19,9","24,7","67,9"
20/12/2014 8.00,"3,6","28,6","43,1","67,9"
20/12/2014 9.00,"3,9","35,3","78,0","67,9"
20/12/2014 10.00,"3,5","34,7","66,5","67,9"
20/12/2014 11.00,"3,5","34,3","56,6","67,9"
20/12/2014 12.00,"2,8","18,9","26,0","67,9"
20/12/2014 13.00,"2,5","14,4","18,2","67,9"
20/12/2014 14.00,"2,3","12,0","12,8","67,9"
20/12/2014 15.00,"2,8","8,3","9,1","67,9"
20/12/2014 16.00,"2,4","10,2","11,8","67,9"
20/12/2014 17.00,"2,2","17,2","19,0","67,9"
20/12/2014 18.00,"2,6","45,3","54,9","67,9"
20/12/2014 19.00,"2,1","63,1","126,4","67,9"
20/12/2014 20.00,"3,8","61,9","182,2","67,9"
20/12/2014 21.00,"3,9","73,4","176,3","67,9"
20/12/2014 22.00,"4,2","72,9","140,7","67,9"
20/12/2014 23.00,"3,8","63,3","119,8","67,9"
21/12/2014 0.00,"3,4","53,0","71,7","67,9"
21/12/2014 1.00,"3,0","43,8","54,6","22,3"
21/12/2014 2.00,"3,1","32,8","38,8","22,3"
21/12/2014 3.00,"2,7","18,6","23,4","22,3"
21/12/2014 4.00,"2,9","13,4","18,4","22,3"
21/12/2014 5.00,"2,9","15,2","20,8","22,3"
21/12/2014 6.00,"3,7","16,9","22,3","22,3"
21/12/2014 7.00,"3,2","17,0","22,2","22,3"
21/12/2014 8.00,"3,6","15,6","19,5","22,3"
21/12/2014 9.00,"3,5","16,6","21,8","22,3"
21/12/2014 10.00,"2,0","13,1","17,8","22,3"
21/12/2014 11.00,"2,7","10,5","14,8","22,3"
21/12/2014 12.00,"3,2","9,8","14,0","22,3"
21/12/2014 13.00,"2,9","7,8","11,2","22,3"
21/12/2014 14.00,"2,1","6,2","8,5","22,3"
21/12/2014 15.00,"2,5","4,9","6,7","22,3"
21/12/2014 16.00,"2,0","5,0","7,0","22,3"
21/12/2014 17.00,"2,7","7,0","9,0","22,3"
21/12/2014 18.00,"2,7","20,6","24,9","22,3"
21/12/2014 19.00,"2,6","23,6","27,4","22,3"
21/12/2014 20.00,"2,8","10,7","14,2","22,3"
21/12/2014 21.00,"1,8","7,4","10,8","22,3"
21/12/2014 22.00,"2,1","7,1","10,5","22,3"
21/12/2014 23.00,"2,4","6,3","9,9","22,3"
22/12/2014 0.00,"2,6","7,2","10,5","22,3"
22/12/2014 1.00,,"6,2","9,2","59,4"
22/12/2014 2.00,"2,7",,,"59,4"
22/12/2014 3.00,"2,5","8,4","11,0","59,4"
22/12/2014 4.00,"2,3","6,7","8,6","59,4"
22/12/2014 5.00,"3,4","5,5","6,9","59,4"
22/12/2014 6.00,"3,4","7,5","7,9","59,4"
22/12/2014 7.00,"3,0","18,2","18,6","59,4"
22/12/2014 8.00,"3,4","32,7","37,3","59,4"
22/12/2014 9.00,"3,8","45,5","63,9","59,4"
22/12/2014 10.00,"3,5","35,0","50,4","59,4"
22/12/2014 11.00,"4,9","16,4","19,3","59,4"
22/12/2014 12.00,"6,3","11,2","12,6","59,4"
22/12/2014 13.00,"6,6","9,8","13,1","59,4"
22/12/2014 14.00,"5,5","10,1","13,0","59,4"
22/12/2014 15.00,"5,2","11,5","15,4","59,4"
22/12/2014 16.00,"5,4","9,6","12,1","59,4"
22/12/2014 17.00,"4,9","25,1","29,1","59,4"
22/12/2014 18.00,"4,9","68,7","99,1","59,4"
22/12/2014 19.00,"5,3","78,8","125,0","59,4"
22/12/2014 20.00,"4,7","77,4","127,6","59,4"
22/12/2014 21.00,"5,4","76,0","173,3","59,4"
22/12/2014 22.00,"5,3","64,5","137,3","59,4"
22/12/2014 23.00,"5,8","55,0","163,5","59,4"
23/12/2014 0.00,"5,0","56,4","106,3","59,4"
23/12/2014 1.00,"4,0","39,2","53,3","49,0"
23/12/2014 2.00,"3,5","26,1","29,3","49,0"
23/12/2014 3.00,"3,9","16,2","15,7","49,0"
23/12/2014 4.00,"4,1","10,5","10,1","49,0"
23/12/2014 5.00,"4,3","7,4","7,0","49,0"
23/12/2014 6.00,"3,7","9,0","8,5","49,0"
23/12/2014 7.00,"3,9","26,4","27,3","49,0"
23/12/2014 8.00,"3,8","38,0","39,3","49,0"
23/12/2014 9.00,"3,8","50,1","70,2","49,0"
23/12/2014 10.00,"4,7","50,7","80,5","49,0"
23/12/2014 11.00,"4,5","22,6","26,2","49,0"
23/12/2014 12.00,"4,2","14,7","15,8","49,0"
23/12/2014 13.00,"4,7","15,2","18,8","49,0"
23/12/2014 14.00,"5,0","12,8","15,0","49,0"
23/12/2014 15.00,"4,5","12,6","15,1","49,0"
23/12/2014 16.00,"4,4","17,0","20,7","49,0"
23/12/2014 17.00,"4,3","20,3","22,6","49,0"
23/12/2014 18.00,"4,6","61,8","75,1","49,0"
23/12/2014 19.00,"4,5","62,2","76,5","49,0"
23/12/2014 20.00,"4,3","54,2","68,9","49,0"
23/12/2014 21.00,"4,8","65,8","99,8","49,0"
23/12/2014 22.00,"4,6","63,7","95,7","49,0"
23/12/2014 23.00,"4,8","56,0","80,6","49,0"
24/12/2014 0.00,"4,4","38,0","46,1","49,0"
24/12/2014 1.00,,"30,1","33,6","52,0"
24/12/2014 2.00,"4,0",,,"52,0"
24/12/2014 3.00,"4,4","18,8","20,9","52,0"
24/12/2014 4.00,"4,1","13,9","14,5","52,0"
24/12/2014 5.00,"4,3","11,1","10,7","52,0"
24/12/2014 6.00,"4,0","12,7","12,2","52,0"
24/12/2014 7.00,"4,5","22,7","25,2","52,0"
24/12/2014 8.00,"4,7","32,3","37,8","52,0"
24/12/2014 9.00,"4,1","35,2","45,7","52,0"
24/12/2014 10.00,"4,2","27,6","38,5","52,0"
24/12/2014 11.00,"3,7","16,7","19,2","52,0"
24/12/2014 12.00,"2,6","13,4","16,5","52,0"
24/12/2014 13.00,"1,6","12,9","16,6","52,0"
24/12/2014 14.00,"1,8","9,8","11,6","52,0"
24/12/2014 15.00,"1,8","9,8","11,5","52,0"
24/12/2014 16.00,"1,4","10,3","11,7","52,0"
24/12/2014 17.00,"2,6","13,9","15,4","52,0"
24/12/2014 18.00,"1,9","45,3","53,7","52,0"
24/12/2014 19.00,"2,9","77,4","137,4","52,0"
24/12/2014 20.00,"2,3","65,0","87,6","52,0"
24/12/2014 21.00,"3,7","64,9","95,8","52,0"
24/12/2014 22.00,"4,8","60,7","91,3","52,0"
24/12/2014 23.00,"4,5","50,2","68,1","52,0"
25/12/2014 0.00,"4,2","38,2","46,3","52,0"
25/12/2014 1.00,"4,6","29,2","32,6","57,3"
25/12/2014 2.00,"4,3","35,7","41,2","57,3"
25/12/2014 3.00,"4,6","37,2","41,2","57,3"
25/12/2014 4.00,"3,6","20,7","22,5","57,3"
25/12/2014 5.00,"4,7","20,7","23,8","57,3"
25/12/2014 6.00,"4,4","12,9","16,8","57,3"
25/12/2014 7.00,"4,5","15,0","20,1","57,3"
25/12/2014 8.00,"4,3","22,0","29,6","57,3"
25/12/2014 9.00,"4,3","17,6","24,4","57,3"
25/12/2014 10.00,"4,5","22,9","30,7","57,3"
25/12/2014 11.00,"4,4","29,3","40,2","57,3"
25/12/2014 12.00,"4,0","30,4","42,3","57,3"
25/12/2014 13.00,"4,3","31,6","45,1","57,3"
25/12/2014 14.00,"4,1","18,2","25,6","57,3"
25/12/2014 15.00,"3,6","8,9","12,3","57,3"
25/12/2014 16.00,"3,5","7,7","10,4","57,3"
25/12/2014 17.00,"3,3","24,5","27,7","57,3"
25/12/2014 18.00,"3,9","39,2","46,6","57,3"
25/12/2014 19.00,"4,4","42,7","60,4","57,3"
