Stat,Italgreen,,,,
,,,,,,,,,
Parm,NO2,NOX,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,,Aver
,,,,,,,
,,,,,,
,,,,,,,
18/07/2014 6.00,"13,1","21,4","18,9","0,1","13,9"
18/07/2014 7.00,"17,3","26,7","18,9",,"13,9"
18/07/2014 8.00,"16,9","26,9","18,9","0,1","13,9"
18/07/2014 9.00,"8,1","16,5","18,9",,"13,9"
18/07/2014 10.00,"6,7","14,8","18,9",,"13,9"
18/07/2014 11.00,"7,5","16,0","18,9","0,1","13,9"
18/07/2014 12.00,"5,6","13,8","18,9",,"13,9"
18/07/2014 13.00,"4,5","12,8","18,9",,"13,9"
18/07/2014 14.00,"5,2","13,9","18,9","0,1","13,9"
18/07/2014 15.00,"4,8","13,5","18,9","0,1","13,9"
18/07/2014 16.00,"6,8","16,3","18,9","0,1","13,9"
18/07/2014 17.00,"6,6","15,9","18,9",,"13,9"
18/07/2014 18.00,"6,8","15,6","18,9",,"13,9"
18/07/2014 19.00,"7,9","16,4","18,9",,"13,9"
18/07/2014 20.00,"14,2","22,6","18,9",,"13,9"
18/07/2014 21.00,"13,3","21,8","18,9",,"13,9"
18/07/2014 22.00,"11,2","19,5","18,9",,"13,9"
18/07/2014 23.00,"8,4","16,6","18,9","0,1","13,9"
19/07/2014 0.00,"10,0","18,0","18,9","0,1","13,9"
19/07/2014 1.00,"10,7","18,9","17,7",,"14,3"
19/07/2014 2.00,,,"17,7",,"14,3"
19/07/2014 3.00,"9,5","17,8","17,7",,"14,3"
19/07/2014 4.00,"8,4","16,5","17,7","0,1","14,3"
19/07/2014 5.00,"9,9","18,2","17,7","0,1","14,3"
19/07/2014 6.00,"12,8","21,6","17,7",,"14,3"
19/07/2014 7.00,"10,7","19,3","17,7","0,1","14,3"
19/07/2014 8.00,"10,9","19,8","17,7","0,1","14,3"
19/07/2014 9.00,"5,8","14,0","17,7","0,1","14,3"
19/07/2014 10.00,"6,1","14,4","17,7",,"14,3"
19/07/2014 11.00,"4,8","13,0","17,7","0,1","14,3"
19/07/2014 12.00,"4,6","12,6","17,7",,"14,3"
19/07/2014 13.00,"4,4","12,4","17,7","0,1","14,3"
19/07/2014 14.00,"5,1","13,2","17,7","0,1","14,3"
19/07/2014 15.00,"4,9","13,1","17,7",,"14,3"
19/07/2014 16.00,"4,3","12,9","17,7",,"14,3"
19/07/2014 17.00,"4,9","13,5","17,7",,"14,3"
19/07/2014 18.00,"4,4","13,1","17,7",,"14,3"
19/07/2014 19.00,"6,4","15,8","17,7",,"14,3"
19/07/2014 20.00,"9,9","18,7","17,7",,"14,3"
19/07/2014 21.00,"13,9","22,6","17,7",,"14,3"
19/07/2014 22.00,"10,7","19,0","17,7","0,1","14,3"
19/07/2014 23.00,"9,9","18,3","17,7",,"14,3"
20/07/2014 0.00,"11,4","20,1","17,7","0,1","14,3"
20/07/2014 1.00,"12,8","21,7","19,4","0,1","16,1"
20/07/2014 2.00,"13,0","21,8","19,4","0,1","16,1"
20/07/2014 3.00,"9,5","18,0","19,4",,"16,1"
20/07/2014 4.00,"9,0","17,7","19,4",,"16,1"
20/07/2014 5.00,"8,8","17,4","19,4",,"16,1"
20/07/2014 6.00,"9,8","18,5","19,4","0,1","16,1"
20/07/2014 7.00,"8,7","17,3","19,4","0,1","16,1"
20/07/2014 8.00,"6,4","14,7","19,4","0,1","16,1"
20/07/2014 9.00,"5,3","13,6","19,4",,"16,1"
20/07/2014 10.00,"11,3","20,7","19,4","0,1","16,1"
20/07/2014 11.00,"6,3","14,7","19,4","0,1","16,1"
20/07/2014 12.00,"6,4","15,1","19,4",,"16,1"
20/07/2014 13.00,"5,4","13,9","19,4",,"16,1"
20/07/2014 14.00,"4,9","13,9","19,4",,"16,1"
20/07/2014 15.00,"4,6","13,5","19,4","0,1","16,1"
20/07/2014 16.00,"6,3","15,4","19,4",,"16,1"
20/07/2014 17.00,"9,7","19,5","19,4",,"16,1"
20/07/2014 18.00,"7,5","17,4","19,4",,"16,1"
20/07/2014 19.00,"7,5","17,7","19,4","0,1","16,1"
20/07/2014 20.00,"10,5","19,7","19,4",,"16,1"
20/07/2014 21.00,"32,8","42,0","19,4",,"16,1"
20/07/2014 22.00,"55,0","67,7","19,4","0,5","16,1"
20/07/2014 23.00,"36,0","48,4","19,4","0,3","16,1"
21/07/2014 0.00,"30,7","42,4","19,4","0,3","16,1"
21/07/2014 1.00,"28,2","39,4","24,4","0,4","14,8"
21/07/2014 2.00,,,"24,4","0,6","14,8"
21/07/2014 3.00,"24,0","34,6","24,4","0,6","14,8"
21/07/2014 4.00,"20,6","30,9","24,4","0,3","14,8"
21/07/2014 5.00,"27,7","38,2","24,4","0,2","14,8"
21/07/2014 6.00,"36,9","49,2","24,4","0,1","14,8"
21/07/2014 7.00,"44,3","61,8","24,4","0,4","14,8"
21/07/2014 8.00,"23,1","36,7","24,4","0,9","14,8"
21/07/2014 9.00,"13,8","24,6","24,4","0,4","14,8"
21/07/2014 10.00,"14,4","24,9","24,4","0,1","14,8"
21/07/2014 11.00,"10,6","20,2","24,4","0,2","14,8"
21/07/2014 12.00,"8,1","16,9","24,4",,"14,8"
21/07/2014 13.00,"6,0","15,6","24,4",,"14,8"
21/07/2014 14.00,"6,6","16,2","24,4",,"14,8"
21/07/2014 15.00,"7,3","17,1","24,4",,"14,8"
21/07/2014 16.00,"8,6","18,2","24,4",,"14,8"
21/07/2014 17.00,"10,4","20,4","24,4",,"14,8"
21/07/2014 18.00,"12,9","22,4","24,4","0,1","14,8"
21/07/2014 19.00,"24,4","35,3","24,4",,"14,8"
21/07/2014 20.00,"29,1","42,4","24,4","0,1","14,8"
21/07/2014 21.00,"18,4","29,2","24,4","0,3","14,8"
21/07/2014 22.00,"17,3","27,7","24,4","0,1","14,8"
21/07/2014 23.00,"13,2","22,1","24,4","0,1","14,8"
22/07/2014 0.00,"14,7","24,9","24,4",,"14,8"
22/07/2014 1.00,"12,2","22,6","10,8","0,1","4,5"
22/07/2014 2.00,"12,6","23,0","10,8",,"4,5"
22/07/2014 3.00,"12,5","22,8","10,8",,"4,5"
22/07/2014 4.00,"15,3","26,3","10,8","0,1","4,5"
22/07/2014 5.00,"20,5","32,1","10,8",,"4,5"
22/07/2014 6.00,"30,1","49,8","10,8","0,2","4,5"
22/07/2014 7.00,"33,6","56,4","10,8","0,3","4,5"
22/07/2014 8.00,"16,9","33,9","10,8",,"4,5"
22/07/2014 9.00,"9,2","22,2","10,8","0,1","4,5"
22/07/2014 10.00,"9,0","21,0","10,8","0,1","4,5"
22/07/2014 11.00,"6,8","18,0","10,8","0,1","4,5"
22/07/2014 12.00,"5,0","14,7","10,8","0,1","4,5"
22/07/2014 13.00,"4,3","13,9","10,8",,"4,5"
22/07/2014 14.00,"4,5","14,2","10,8",,"4,5"
22/07/2014 15.00,"9,2","19,2","10,8",,"4,5"
22/07/2014 16.00,"21,5","32,8","10,8","0,1","4,5"
22/07/2014 17.00,"21,7","32,4","10,8","0,1","4,5"
22/07/2014 18.00,"23,0","34,5","10,8","0,1","4,5"
22/07/2014 19.00,"29,2","42,1","10,8","0,1","4,5"
22/07/2014 20.00,"31,1","47,8","10,8","0,2","4,5"
22/07/2014 21.00,"22,3","34,7","10,8","0,3","4,5"
22/07/2014 22.00,"19,8","31,5","10,8","0,1","4,5"
22/07/2014 23.00,"14,0","25,6","10,8",,"4,5"
23/07/2014 0.00,"9,1","18,7","10,8","0,1","4,5"
23/07/2014 1.00,"9,3","19,1","8,6",,"4,9"
23/07/2014 2.00,,,"8,6",,"4,9"
23/07/2014 3.00,"16,3","27,5","8,6","0,1","4,9"
23/07/2014 4.00,"13,4","24,3","8,6",,"4,9"
23/07/2014 5.00,"13,8","25,0","8,6",,"4,9"
23/07/2014 6.00,"16,3","28,5","8,6",,"4,9"
23/07/2014 7.00,"15,7","28,3","8,6",,"4,9"
23/07/2014 8.00,"12,4","24,3","8,6","0,1","4,9"
23/07/2014 9.00,"10,1","20,5","8,6","0,1","4,9"
23/07/2014 10.00,"7,3","16,6","8,6",,"4,9"
23/07/2014 11.00,"6,0","14,8","8,6",,"4,9"
23/07/2014 12.00,"4,6","12,7","8,6",,"4,9"
23/07/2014 13.00,"5,5","13,9","8,6",,"4,9"
23/07/2014 14.00,"5,2","13,2","8,6",,"4,9"
23/07/2014 15.00,"4,2","12,3","8,6",,"4,9"
23/07/2014 16.00,"4,9","13,1","8,6",,"4,9"
23/07/2014 17.00,"4,6","13,0","8,6",,"4,9"
23/07/2014 18.00,"5,8","15,9","8,6",,"4,9"
23/07/2014 19.00,"6,0","15,1","8,6",,"4,9"
23/07/2014 20.00,"6,8","15,6","8,6",,"4,9"
23/07/2014 21.00,"9,9","18,9","8,6",,"4,9"
23/07/2014 22.00,"12,3","21,5","8,6","0,2","4,9"
23/07/2014 23.00,"19,9","30,0","8,6",,"4,9"
24/07/2014 0.00,"14,5","24,3","8,6","0,1","4,9"
24/07/2014 1.00,"11,3","21,5","12,0",,"7,3"
24/07/2014 2.00,"10,8","20,3","12,0",,"7,3"
24/07/2014 3.00,"14,5","24,2","12,0",,"7,3"
24/07/2014 4.00,"15,8","25,8","12,0","0,1","7,3"
24/07/2014 5.00,"16,3","26,5","12,0","0,3","7,3"
24/07/2014 6.00,"19,2","30,5","12,0","0,4","7,3"
24/07/2014 7.00,"15,1","26,0","12,0","0,1","7,3"
24/07/2014 8.00,"13,2","26,4","12,0",,"7,3"
24/07/2014 9.00,"10,2","21,0","12,0","0,3","7,3"
24/07/2014 10.00,"11,8","23,4","12,0","0,1","7,3"
24/07/2014 11.00,"5,9","14,6","12,0",,"7,3"
24/07/2014 12.00,"6,9","17,7","12,0","0,1","7,3"
24/07/2014 13.00,"5,0","14,5","12,0",,"7,3"
24/07/2014 14.00,"4,6","14,2","12,0",,"7,3"
24/07/2014 15.00,"3,7","12,7","12,0","0,1","7,3"
24/07/2014 16.00,"4,3","13,8","12,0","0,1","7,3"
24/07/2014 17.00,"5,3","15,5","12,0","0,1","7,3"
24/07/2014 18.00,"6,1","16,4","12,0","0,1","7,3"
24/07/2014 19.00,"8,3","17,7","12,0",,"7,3"
24/07/2014 20.00,"15,4","24,5","12,0","0,1","7,3"
24/07/2014 21.00,"27,2","38,0","12,0","0,1","7,3"
24/07/2014 22.00,"14,3","24,3","12,0",,"7,3"
24/07/2014 23.00,"15,4","25,7","12,0",,"7,3"
25/07/2014 0.00,"17,3","28,2","12,0",,"7,3"
25/07/2014 1.00,"21,8","33,8","17,0","0,1","11,2"
25/07/2014 2.00,,,"17,0","0,1","11,2"
25/07/2014 3.00,"23,2","35,1","17,0",,"11,2"
25/07/2014 4.00,"29,6","41,9","17,0","0,1","11,2"
25/07/2014 5.00,"24,7","36,6","17,0","0,2","11,2"
25/07/2014 6.00,"22,8","35,2","17,0","0,2","11,2"
25/07/2014 7.00,"15,5","27,1","17,0",,"11,2"
25/07/2014 8.00,"13,7","24,9","17,0","0,1","11,2"
25/07/2014 9.00,"9,0","18,7","17,0","0,1","11,2"
25/07/2014 10.00,"6,5","16,1","17,0",,"11,2"
25/07/2014 11.00,"6,2","15,9","17,0","0,1","11,2"
25/07/2014 12.00,"5,2","15,1","17,0",,"11,2"
25/07/2014 13.00,"5,4","16,2","17,0","0,1","11,2"
25/07/2014 14.00,"5,6","16,7","17,0","0,1","11,2"
25/07/2014 15.00,"5,7","16,7","17,0",,"11,2"
25/07/2014 16.00,"5,2","16,2","17,0",,"11,2"
25/07/2014 17.00,"6,6","17,9","17,0",,"11,2"
25/07/2014 18.00,"7,7","20,9","17,0","0,1","11,2"
25/07/2014 19.00,"6,9","18,6","17,0","0,1","11,2"
25/07/2014 20.00,"7,5","17,2","17,0",,"11,2"
25/07/2014 21.00,"18,0","27,7","17,0","0,1","11,2"
25/07/2014 22.00,"24,2","35,2","17,0","0,3","11,2"
25/07/2014 23.00,"16,2","26,9","17,0","0,3","11,2"
26/07/2014 0.00,"13,9","24,4","17,0","0,2","11,2"
26/07/2014 1.00,"14,2","24,5","15,1","0,1","10,4"
26/07/2014 2.00,"20,4","30,9","15,1","0,1","10,4"
26/07/2014 3.00,"27,3","38,2","15,1","0,2","10,4"
26/07/2014 4.00,"34,8","47,4","15,1","0,3","10,4"
26/07/2014 5.00,"36,5","49,1","15,1","0,1","10,4"
26/07/2014 6.00,"38,2","53,5","15,1","0,2","10,4"
26/07/2014 7.00,"24,4","37,4","15,1","0,3","10,4"
26/07/2014 8.00,"10,5","20,7","15,1","0,2","10,4"
26/07/2014 9.00,"10,1","23,0","15,1","0,1","10,4"
26/07/2014 10.00,"5,9","16,3","15,1",,"10,4"
26/07/2014 11.00,"5,6","15,5","15,1",,"10,4"
26/07/2014 12.00,"5,4","14,6","15,1","0,1","10,4"
26/07/2014 13.00,"5,5","14,5","15,1",,"10,4"
26/07/2014 14.00,"4,6","13,8","15,1","0,1","10,4"
26/07/2014 15.00,"6,1","15,1","15,1","0,1","10,4"
26/07/2014 16.00,"8,0","17,5","15,1",,"10,4"
26/07/2014 17.00,"7,4","17,7","15,1","0,1","10,4"
26/07/2014 18.00,"10,0","19,4","15,1",,"10,4"
26/07/2014 19.00,"17,4","27,2","15,1","0,2","10,4"
26/07/2014 20.00,"14,4","24,2","15,1","0,1","10,4"
26/07/2014 21.00,"8,8","18,3","15,1",,"10,4"
26/07/2014 22.00,"29,1","41,8","15,1","0,1","10,4"
26/07/2014 23.00,"36,8","52,6","15,1","0,6","10,4"
27/07/2014 0.00,"34,3","50,6","15,1","0,6","10,4"
27/07/2014 1.00,"26,5","39,9","15,1","0,2","9,2"
27/07/2014 2.00,,,"15,1","0,1","9,2"
27/07/2014 3.00,"8,9","17,8","15,1","0,1","9,2"
27/07/2014 4.00,"6,5","15,2","15,1","0,2","9,2"
27/07/2014 5.00,"7,4","16,3","15,1","0,1","9,2"
27/07/2014 6.00,"9,1","19,2","15,1","0,1","9,2"
27/07/2014 7.00,"10,8","22,2","15,1","0,1","9,2"
27/07/2014 8.00,"8,5","19,6","15,1","0,1","9,2"
27/07/2014 9.00,"7,0","18,3","15,1","0,1","9,2"
27/07/2014 10.00,"5,9","16,8","15,1",,"9,2"
27/07/2014 11.00,"5,8","16,5","15,1","0,1","9,2"
27/07/2014 12.00,"8,5","19,5","15,1","0,1","9,2"
27/07/2014 13.00,"5,6","14,9","15,1","0,1","9,2"
27/07/2014 14.00,"5,6","14,9","15,1",,"9,2"
27/07/2014 15.00,"10,8","20,5","15,1","0,1","9,2"
27/07/2014 16.00,"10,3","20,3","15,1",,"9,2"
27/07/2014 17.00,"6,9","15,6","15,1",,"9,2"
27/07/2014 18.00,"12,6","22,2","15,1",,"9,2"
27/07/2014 19.00,"19,2","30,2","15,1",,"9,2"
27/07/2014 20.00,"14,4","24,4","15,1","0,1","9,2"
27/07/2014 21.00,"18,1","28,4","15,1","0,1","9,2"
27/07/2014 22.00,"22,6","33,2","15,1",,"9,2"
27/07/2014 23.00,"16,2","26,4","15,1","0,1","9,2"
28/07/2014 0.00,"12,9","22,3","15,1","0,1","9,2"
28/07/2014 1.00,"16,2","25,9","11,1",,"6,5"
28/07/2014 2.00,"18,4","28,5","11,1",,"6,5"
28/07/2014 3.00,"18,1","28,0","11,1",,"6,5"
28/07/2014 4.00,"23,6","33,9","11,1","0,1","6,5"
28/07/2014 5.00,"25,9","36,8","11,1","0,1","6,5"
28/07/2014 6.00,"36,2","51,1","11,1","0,1","6,5"
28/07/2014 7.00,"22,6","35,2","11,1",,"6,5"
28/07/2014 8.00,"10,5","20,5","11,1","0,1","6,5"
28/07/2014 9.00,"7,6","18,3","11,1",,"6,5"
28/07/2014 10.00,"6,8","18,2","11,1","0,1","6,5"
28/07/2014 11.00,"6,0","16,4","11,1",,"6,5"
28/07/2014 12.00,"5,7","15,5","11,1",,"6,5"
28/07/2014 13.00,"4,5","13,6","11,1","0,1","6,5"
28/07/2014 14.00,"5,5","15,1","11,1","0,1","6,5"
28/07/2014 15.00,"4,3","13,6","11,1",,"6,5"
28/07/2014 16.00,"5,6","15,6","11,1",,"6,5"
28/07/2014 17.00,"8,7","19,2","11,1",,"6,5"
28/07/2014 18.00,"7,5","17,2","11,1",,"6,5"
28/07/2014 19.00,"10,6","19,8","11,1","0,5","6,5"
28/07/2014 20.00,"12,8","21,7","11,1","0,2","6,5"
28/07/2014 21.00,"13,9","23,1","11,1","0,1","6,5"
28/07/2014 22.00,"13,5","22,6","11,1","0,1","6,5"
28/07/2014 23.00,"15,1","24,6","11,1","0,1","6,5"
29/07/2014 0.00,"16,7","26,7","11,1","0,1","6,5"
29/07/2014 1.00,"17,4","28,7","14,2","0,1","9,6"
29/07/2014 2.00,,,"14,2","0,1","9,6"
29/07/2014 3.00,"14,1","24,9","14,2","0,1","9,6"
29/07/2014 4.00,"20,5","31,3","14,2",,"9,6"
29/07/2014 5.00,"28,2","41,4","14,2","0,2","9,6"
29/07/2014 6.00,"33,1","50,6","14,2","0,2","9,6"
29/07/2014 7.00,"27,2","43,7","14,2","0,1","9,6"
29/07/2014 8.00,"15,5","30,4","14,2",,"9,6"
29/07/2014 9.00,"8,1","19,7","14,2","0,3","9,6"
29/07/2014 10.00,"7,0","17,9","14,2",,"9,6"
29/07/2014 11.00,"7,7","18,3","14,2","0,1","9,6"
29/07/2014 12.00,"9,2","20,3","14,2","0,1","9,6"
29/07/2014 13.00,"10,1","20,8","14,2","0,1","9,6"
29/07/2014 14.00,"6,5","16,3","14,2","0,1","9,6"
29/07/2014 15.00,"9,7","20,1","14,2",,"9,6"
29/07/2014 16.00,"7,1","16,8","14,2","0,1","9,6"
29/07/2014 17.00,"10,4","20,6","14,2","0,1","9,6"
29/07/2014 18.00,"10,3","20,3","14,2",,"9,6"
29/07/2014 19.00,"16,8","28,0","14,2","0,4","9,6"
29/07/2014 20.00,"21,4","33,3","14,2","0,2","9,6"
29/07/2014 21.00,"16,7","27,2","14,2","0,1","9,6"
29/07/2014 22.00,"13,7","23,5","14,2","0,3","9,6"
29/07/2014 23.00,"8,3","17,5","14,2","0,1","9,6"
30/07/2014 0.00,"8,5","17,5","14,2",,"9,6"
30/07/2014 1.00,"7,3","15,9","19,3",,"10,4"
30/07/2014 2.00,"5,5","13,5","19,3",,"10,4"
30/07/2014 3.00,"4,5","12,6","19,3",,"10,4"
30/07/2014 4.00,"5,4","13,6","19,3",,"10,4"
30/07/2014 5.00,"7,0","15,9","19,3",,"10,4"
30/07/2014 6.00,"9,3","18,6","19,3",,"10,4"
30/07/2014 7.00,"11,4","21,3","19,3","0,1","10,4"
30/07/2014 8.00,"12,3","21,7","19,3","0,2","10,4"
30/07/2014 9.00,"17,1","27,3","19,3","0,2","10,4"
30/07/2014 10.00,"19,1","30,8","19,3","0,4","10,4"
30/07/2014 11.00,"19,1","31,7","19,3","0,3","10,4"
30/07/2014 12.00,"15,4","28,2","19,3","0,1","10,4"
30/07/2014 13.00,"19,4","35,2","19,3","0,4","10,4"
30/07/2014 14.00,"14,5","29,6","19,3","0,1","10,4"
30/07/2014 15.00,"8,5","19,3","19,3","0,1","10,4"
30/07/2014 16.00,"7,4","19,3","19,3",,"10,4"
30/07/2014 17.00,"6,7","18,3","19,3","0,1","10,4"
30/07/2014 18.00,"8,6","20,8","19,3",,"10,4"
30/07/2014 19.00,"11,1","22,7","19,3","0,1","10,4"
30/07/2014 20.00,"14,2","27,0","19,3",,"10,4"
30/07/2014 21.00,"21,9","32,7","19,3",,"10,4"
30/07/2014 22.00,"12,6","22,7","19,3","0,1","10,4"
30/07/2014 23.00,"15,8","26,9","19,3",,"10,4"
31/07/2014 0.00,"15,2","25,6","19,3","0,1","10,4"
31/07/2014 1.00,"10,6","19,8","8,6","0,1","4,4"
31/07/2014 2.00,,,"8,6",,"4,4"
31/07/2014 3.00,"15,9","25,0","8,6",,"4,4"
31/07/2014 4.00,"17,2","26,8","8,6",,"4,4"
31/07/2014 5.00,"18,6","28,0","8,6","0,1","4,4"
31/07/2014 6.00,"22,9","36,8","8,6","0,1","4,4"
31/07/2014 7.00,"22,5","34,9","8,6",,"4,4"
31/07/2014 8.00,"11,0","21,1","8,6","0,1","4,4"
31/07/2014 9.00,"7,5","16,9","8,6",,"4,4"
31/07/2014 10.00,"6,0","15,6","8,6","0,1","4,4"
31/07/2014 11.00,"5,2","14,7","8,6",,"4,4"
31/07/2014 12.00,"5,8","16,5","8,6",,"4,4"
31/07/2014 13.00,"4,7","14,6","8,6","0,1","4,4"
31/07/2014 14.00,"4,8","14,7","8,6",,"4,4"
31/07/2014 15.00,"4,9","15,3","8,6",,"4,4"
31/07/2014 16.00,"5,2","15,9","8,6",,"4,4"
31/07/2014 17.00,"5,3","15,6","8,6",,"4,4"
31/07/2014 18.00,"6,4","16,0","8,6",,"4,4"
31/07/2014 19.00,"6,8","15,2","8,6",,"4,4"
31/07/2014 20.00,"6,3","14,5","8,6",,"4,4"
31/07/2014 21.00,"4,8","13,0","8,6",,"4,4"
31/07/2014 22.00,"8,5","16,9","8,6",,"4,4"
31/07/2014 23.00,"10,4","19,5","8,6",,"4,4"
01/08/2014 0.00,"15,3","25,3","8,6","0,1","4,4"
01/08/2014 1.00,"12,8","23,0","10,3",,"6,0"
01/08/2014 2.00,"15,6","25,6","10,3",,"6,0"
01/08/2014 3.00,"17,9","28,6","10,3",,"6,0"
01/08/2014 4.00,"14,4","25,0","10,3",,"6,0"
01/08/2014 5.00,"11,3","21,4","10,3",,"6,0"
01/08/2014 6.00,"13,5","23,7","10,3",,"6,0"
01/08/2014 7.00,"17,5","28,8","10,3","0,1","6,0"
01/08/2014 8.00,"9,6","18,7","10,3","0,1","6,0"
01/08/2014 9.00,"19,6","29,4","10,3",,"6,0"
01/08/2014 10.00,"16,8","27,5","10,3","0,1","6,0"
01/08/2014 11.00,"13,6","23,5","10,3",,"6,0"
01/08/2014 12.00,"12,3","22,7","10,3","0,1","6,0"
01/08/2014 13.00,"8,7","18,6","10,3",,"6,0"
01/08/2014 14.00,"7,7","16,8","10,3",,"6,0"
01/08/2014 15.00,"5,4","14,2","10,3",,"6,0"
01/08/2014 16.00,"4,7","13,6","10,3",,"6,0"
01/08/2014 17.00,"4,3","14,0","10,3",,"6,0"
01/08/2014 18.00,"5,1","15,8","10,3",,"6,0"
01/08/2014 19.00,"6,5","17,1","10,3",,"6,0"
01/08/2014 20.00,"11,8","21,7","10,3",,"6,0"
01/08/2014 21.00,"43,7","57,0","10,3","0,1","6,0"
01/08/2014 22.00,"33,1","45,7","10,3","0,4","6,0"
01/08/2014 23.00,"22,0","33,5","10,3","0,1","6,0"
02/08/2014 0.00,"17,5","28,4","10,3","0,1","6,0"
02/08/2014 1.00,"21,5","32,4","15,2","0,1","10,4"
02/08/2014 2.00,,,"15,2","0,1","10,4"
02/08/2014 3.00,"17,1","27,2","15,2",,"10,4"
02/08/2014 4.00,"22,2","32,5","15,2","0,1","10,4"
02/08/2014 5.00,"34,8","47,4","15,2",,"10,4"
02/08/2014 6.00,"38,2","55,0","15,2","0,2","10,4"
02/08/2014 7.00,"21,4","33,9","15,2","0,2","10,4"
02/08/2014 8.00,"16,1","28,6","15,2","0,1","10,4"
02/08/2014 9.00,"8,8","20,0","15,2",,"10,4"
02/08/2014 10.00,"8,9","20,9","15,2","0,1","10,4"
02/08/2014 11.00,"10,7","22,5","15,2","0,1","10,4"
02/08/2014 12.00,"7,2","17,9","15,2","0,2","10,4"
02/08/2014 13.00,"6,2","16,4","15,2","0,1","10,4"
02/08/2014 14.00,"4,1","13,3","15,2",,"10,4"
02/08/2014 15.00,"4,0","13,3","15,2","0,1","10,4"
02/08/2014 16.00,"4,3","14,0","15,2",,"10,4"
02/08/2014 17.00,"8,3","18,9","15,2","0,1","10,4"
02/08/2014 18.00,"9,8","20,3","15,2","0,1","10,4"
02/08/2014 19.00,"12,6","23,4","15,2","0,3","10,4"
02/08/2014 20.00,"20,8","31,2","15,2","0,2","10,4"
02/08/2014 21.00,"35,2","46,7","15,2","0,1","10,4"
02/08/2014 22.00,"46,0","60,0","15,2","0,2","10,4"
02/08/2014 23.00,"44,2","60,7","15,2","0,4","10,4"
03/08/2014 0.00,"42,3","59,3","15,2","0,5","10,4"
03/08/2014 1.00,"37,6","54,7","15,0","0,3","9,4"
03/08/2014 2.00,"30,7","46,0","15,0","0,2","9,4"
03/08/2014 3.00,"21,6","34,3","15,0","0,3","9,4"
03/08/2014 4.00,"21,1","33,0","15,0","0,2","9,4"
03/08/2014 5.00,"15,3","26,0","15,0",,"9,4"
03/08/2014 6.00,"20,0","31,3","15,0","0,1","9,4"
03/08/2014 7.00,"15,7","26,7","15,0","0,1","9,4"
03/08/2014 8.00,"11,6","23,2","15,0","0,1","9,4"
03/08/2014 9.00,"10,1","21,8","15,0","0,1","9,4"
03/08/2014 10.00,"9,0","20,2","15,0","0,2","9,4"
03/08/2014 11.00,"8,1","18,8","15,0","0,2","9,4"
03/08/2014 12.00,"7,7","17,7","15,0","0,3","9,4"
03/08/2014 13.00,"8,3","18,0","15,0","0,1","9,4"
03/08/2014 14.00,"5,8","14,9","15,0","0,2","9,4"
03/08/2014 15.00,"5,8","15,0","15,0","0,1","9,4"
03/08/2014 16.00,"5,5","14,9","15,0","0,1","9,4"
03/08/2014 17.00,"4,8","14,8","15,0","0,1","9,4"
03/08/2014 18.00,"9,1","20,8","15,0",,"9,4"
03/08/2014 19.00,"17,6","30,2","15,0",,"9,4"
03/08/2014 20.00,"21,6","32,8","15,0","0,1","9,4"
03/08/2014 21.00,"35,6","48,4","15,0","0,1","9,4"
03/08/2014 22.00,"29,4","41,8","15,0","0,3","9,4"
03/08/2014 23.00,"20,1","32,0","15,0","0,2","9,4"
04/08/2014 0.00,"23,7","36,3","15,0",,"9,4"
04/08/2014 1.00,"34,7","50,7","12,9",,"8,9"
04/08/2014 2.00,,,"12,9","0,1","8,9"
04/08/2014 3.00,"17,7","30,9","12,9","0,1","8,9"
04/08/2014 4.00,"14,4","26,9","12,9","0,1","8,9"
04/08/2014 5.00,"13,2","25,0","12,9","0,1","8,9"
04/08/2014 6.00,"18,0","29,7","12,9","0,1","8,9"
04/08/2014 7.00,"21,1","33,6","12,9","0,1","8,9"
04/08/2014 8.00,"11,5","21,9","12,9",,"8,9"
04/08/2014 9.00,"5,8","15,1","12,9",,"8,9"
04/08/2014 10.00,"5,0","14,7","12,9",,"8,9"
04/08/2014 11.00,"5,6","15,8","12,9",,"8,9"
04/08/2014 12.00,"4,3","14,3","12,9","0,1","8,9"
04/08/2014 13.00,"4,1","13,6","12,9",,"8,9"
04/08/2014 14.00,"4,1","13,3","12,9",,"8,9"
04/08/2014 15.00,"4,4","13,4","12,9",,"8,9"
04/08/2014 16.00,"3,9","13,1","12,9",,"8,9"
04/08/2014 17.00,"4,4","13,8","12,9",,"8,9"
04/08/2014 18.00,"4,2","13,9","12,9",,"8,9"
04/08/2014 19.00,"6,3","16,2","12,9",,"8,9"
04/08/2014 20.00,"21,7","31,9","12,9",,"8,9"
04/08/2014 21.00,"15,7","26,1","12,9",,"8,9"
04/08/2014 22.00,"12,6","22,1","12,9",,"8,9"
04/08/2014 23.00,"12,6","21,4","12,9",,"8,9"
05/08/2014 0.00,"11,4","20,4","12,9",,"8,9"
05/08/2014 1.00,"9,2","17,7","16,2","0,1","9,4"
05/08/2014 2.00,"10,0","18,9","16,2",,"9,4"
05/08/2014 3.00,"15,6","25,5","16,2",,"9,4"
05/08/2014 4.00,"14,6","24,4","16,2",,"9,4"
05/08/2014 5.00,"11,2","20,5","16,2",,"9,4"
05/08/2014 6.00,"14,4","24,7","16,2","0,1","9,4"
