TARANTO -  v.Alto Adige,,,,,
,,,,,,
,SO2,NO2,PM10,PM2.5,BENZENE
20/03/2011 12.00,"0,397811","14,746422","18,5","8,7","1,564496"
20/03/2011 13.00,"0,563642","16,297374","18,5","8,7","1,597042"
20/03/2011 14.00,"0,49101","14,050758","18,5","8,7","1,486248"
20/03/2011 15.00,"0,484133","8,353106","18,5","8,7","1,417383"
20/03/2011 16.00,"0,459235","8,068367","18,5","8,7","1,424746"
20/03/2011 17.00,"0,379407","8,835914","18,5","8,7","1,484658"
20/03/2011 18.00,"0,415102","12,741207","18,5","8,7","1,542765"
20/03/2011 19.00,"0,511771","18,91648","18,5","8,7","1,705679"
20/03/2011 20.00,"0,52166","17,155266","18,5","8,7","1,785716"
20/03/2011 21.00,"0,668956","17,386289","18,5","8,7","1,820182"
20/03/2011 22.00,"0,438221","16,812628","18,5","8,7","1,628903"
20/03/2011 23.00,"0,505811","27,939271","18,5","8,7","1,956854"
21/03/2011 0.00,"0,942525","49,936907","18,5","8,7","3,197404"
21/03/2011 1.00,,"58,796179","16,5",10,"3,736851"
21/03/2011 2.00,,,"16,5",10,
21/03/2011 3.00,"2,629595","50,495229","16,5",10,"3,673795"
21/03/2011 4.00,"2,187473","11,47708","16,5",10,
21/03/2011 5.00,"2,444012","9,116253","16,5",10,"1,594427"
21/03/2011 6.00,"2,48485","10,016977","16,5",10,"1,918606"
21/03/2011 7.00,"2,56217","12,902145","16,5",10,"1,612855"
21/03/2011 8.00,"3,12382","40,448167","16,5",10,"2,852338"
21/03/2011 9.00,"3,024574","44,060146","16,5",10,"3,476634"
21/03/2011 10.00,"2,891175","45,189295","16,5",10,"2,608982"
21/03/2011 11.00,"2,806744","51,995328","16,5",10,"2,402881"
21/03/2011 12.00,"2,428148","43,787591","16,5",10,"2,645928"
21/03/2011 13.00,"2,484424","41,522806","16,5",10,"2,443142"
21/03/2011 14.00,"2,436014","48,452143","16,5",10,"2,514439"
21/03/2011 15.00,"2,023397","30,272849","16,5",10,"2,405713"
21/03/2011 16.00,"1,607403","20,124794","16,5",10,"1,712421"
21/03/2011 17.00,"1,175087","38,544197","16,5",10,"2,236148"
21/03/2011 18.00,"1,268138","67,47507","16,5",10,"3,75383"
21/03/2011 19.00,"1,488459","67,253123","16,5",10,"3,723853"
21/03/2011 20.00,"1,479412","64,157691","16,5",10,"4,079265"
21/03/2011 21.00,"1,532935","54,581995","16,5",10,"3,285727"
21/03/2011 22.00,"1,799503","21,008654","16,5",10,"1,825531"
21/03/2011 23.00,"1,645292","13,926164","16,5",10,"1,460104"
22/03/2011 0.00,"1,823299","15,933974","16,5",10,"1,573223"
22/03/2011 1.00,"1,48092","10,32457","19,4","12,3","1,544704"
22/03/2011 2.00,"1,541981","5,687277","19,4","12,3","1,237068"
22/03/2011 3.00,"1,653551","5,078574","19,4","12,3","1,213485"
22/03/2011 4.00,"1,322874","4,038978","19,4","12,3","1,14298"
22/03/2011 5.00,"1,63641","5,887149","19,4","12,3","1,116448"
22/03/2011 6.00,"1,439164","11,013741","19,4","12,3","1,159441"
22/03/2011 7.00,"1,021334","20,389548","19,4","12,3","1,421924"
22/03/2011 8.00,"1,736343","46,357374","19,4","12,3","1,935193"
22/03/2011 9.00,"1,208125","48,997256","19,4","12,3","2,30662"
22/03/2011 10.00,,,"19,4","12,3",
22/03/2011 11.00,"1,27548","30,864689","19,4","12,3","1,625629"
22/03/2011 12.00,"1,669743","29,538258","19,4","12,3","1,522632"
22/03/2011 13.00,"1,621628","29,156679","19,4","12,3","1,833773"
22/03/2011 14.00,"1,423758","29,849741","19,4","12,3","1,672176"
22/03/2011 15.00,"1,09672","22,720544","19,4","12,3","1,648721"
22/03/2011 16.00,"1,706682","20,466123","19,4","12,3","1,264123"
22/03/2011 17.00,"2,181869","25,812076","19,4","12,3","1,459139"
22/03/2011 18.00,"2,236473","40,304098","19,4","12,3","1,737225"
22/03/2011 19.00,"2,200945","45,831746","19,4","12,3","2,140984"
22/03/2011 20.00,"2,332835","36,889399","19,4","12,3","2,162794"
22/03/2011 21.00,"2,529033","37,583763","19,4","12,3","2,342392"
22/03/2011 22.00,"2,345093","22,45707","19,4","12,3","3,253186"
22/03/2011 23.00,"1,980296","15,484908","19,4","12,3","2,860759"
23/03/2011 0.00,"2,547781","14,102676","19,4","12,3","1,757965"
23/03/2011 1.00,,"21,625121",29,"17,200001","2,355957"
23/03/2011 2.00,"0,722893",,29,"17,200001","3,592025"
23/03/2011 3.00,"0,765715","33,763683",29,"17,200001","2,964908"
23/03/2011 4.00,"0,826079","14,389501",29,"17,200001",
23/03/2011 5.00,"0,826079","6,78268",29,"17,200001","1,299917"
23/03/2011 6.00,"0,570893","7,850828",29,"17,200001","1,188489"
23/03/2011 7.00,"0,758214","17,580968",29,"17,200001","1,461179"
23/03/2011 8.00,"0,72845","40,234024",29,"17,200001","1,669519"
23/03/2011 9.00,"0,557598","47,368423",29,"17,200001","2,171001"
23/03/2011 10.00,"0,553431","47,193206",29,"17,200001","2,303723"
23/03/2011 11.00,"0,402423","32,33127",29,"17,200001","1,729237"
23/03/2011 12.00,"0,416115","38,254761",29,"17,200001","1,654553"
23/03/2011 13.00,"0,331185","30,581751",29,"17,200001","1,620663"
23/03/2011 14.00,"0,371666","33,272241",29,"17,200001","1,813474"
23/03/2011 15.00,"0,850684","23,751035",29,"17,200001","1,537378"
23/03/2011 16.00,"0,979071","21,513517",29,"17,200001","1,205029"
23/03/2011 17.00,"1,117379","21,687433",29,"17,200001","1,18001"
23/03/2011 18.00,"0,89553","31,65119",29,"17,200001","1,358154"
23/03/2011 19.00,"0,736783","40,583155",29,"17,200001","1,706615"
23/03/2011 20.00,"0,770913","37,679821",29,"17,200001","1,602479"
23/03/2011 21.00,"0,686976","49,883696",29,"17,200001","1,755132"
23/03/2011 22.00,"0,673879","33,46172",29,"17,200001","2,42385"
23/03/2011 23.00,"0,542318","25,713416",29,"17,200001","1,982015"
24/03/2011 0.00,"0,550653","47,877188",29,"17,200001","3,356526"
24/03/2011 1.00,"0,316105","33,281322","31,200001","20,1","3,293633"
24/03/2011 2.00,"0,193671","33,542195","31,200001","20,1","1,644249"
24/03/2011 3.00,"0,356783","23,591403","31,200001","20,1","1,874048"
24/03/2011 4.00,"0,457786","9,166871","31,200001","20,1","1,951443"
24/03/2011 5.00,"0,611969","22,912624","31,200001","20,1","1,694115"
24/03/2011 6.00,"0,614747","29,40587","31,200001","20,1","2,947624"
24/03/2011 7.00,"1,186631","64,609368","31,200001","20,1","3,637755"
24/03/2011 8.00,"1,303113","80,051439","31,200001","20,1","4,493327"
24/03/2011 9.00,"1,391216","65,619093","31,200001","20,1","3,991535"
24/03/2011 10.00,"1,039791","42,946577","31,200001","20,1","1,845056"
24/03/2011 11.00,"2,870339","44,727261","31,200001","20,1","2,975091"
24/03/2011 12.00,"2,957054","41,703205","31,200001","20,1","1,705526"
24/03/2011 13.00,"1,93294","33,644716","31,200001","20,1","1,47031"
24/03/2011 14.00,"1,641243","40,219743","31,200001","20,1","1,716664"
24/03/2011 15.00,"1,210642","34,759605","31,200001","20,1","1,475543"
24/03/2011 16.00,"0,962799","22,072893","31,200001","20,1","1,035197"
24/03/2011 17.00,"1,080668","25,082667","31,200001","20,1","1,154706"
24/03/2011 18.00,"0,854994","35,460504","31,200001","20,1","1,35741"
24/03/2011 19.00,"0,708606","54,910361","31,200001","20,1","1,539248"
24/03/2011 20.00,"0,421076","54,69232","31,200001","20,1","1,746663"
24/03/2011 21.00,"0,628042","79,800951","31,200001","20,1","2,082558"
24/03/2011 22.00,"0,845921","81,418103","31,200001","20,1","2,416686"
24/03/2011 23.00,"0,616335","51,977163","31,200001","20,1","2,273617"
25/03/2011 0.00,"0,487352","55,835731","31,200001","20,1","2,044615"
25/03/2011 1.00,,"30,080769","25,6","17,6","1,778188"
25/03/2011 2.00,"1,421504",,"25,6","17,6","1,424426"
25/03/2011 3.00,"1,363532","48,438092","25,6","17,6","1,164172"
25/03/2011 4.00,"1,248407","42,430011","25,6","17,6",
25/03/2011 5.00,"1,109956","24,990508","25,6","17,6","0,844908"
25/03/2011 6.00,"1,422032","42,683103","25,6","17,6","1,64011"
25/03/2011 7.00,"1,501771","43,019255","25,6","17,6","2,310718"
25/03/2011 8.00,"1,486266","31,413682","25,6","17,6","1,654861"
25/03/2011 9.00,"1,188802","42,091284","25,6","17,6","2,226303"
25/03/2011 10.00,"1,208538","35,690176","25,6","17,6","1,54308"
25/03/2011 11.00,"1,425339","33,51623","25,6","17,6","1,363361"
25/03/2011 12.00,"1,315956","27,688856","25,6","17,6","1,231569"
25/03/2011 13.00,"1,159279","31,64731","25,6","17,6","1,132203"
25/03/2011 14.00,"1,117823","31,770595","25,6","17,6","1,425859"
25/03/2011 15.00,"0,999241","17,521268","25,6","17,6","0,841247"
25/03/2011 16.00,"1,118055","17,272078","25,6","17,6","0,814144"
25/03/2011 17.00,"0,940595","20,885349","25,6","17,6","0,861297"
25/03/2011 18.00,"1,053657","35,32936","25,6","17,6","1,28889"
25/03/2011 19.00,"1,237927","62,500314","25,6","17,6","1,935959"
25/03/2011 20.00,"1,446398","72,86901","25,6","17,6","2,190388"
25/03/2011 21.00,"1,5465","79,825618","25,6","17,6","2,34157"
25/03/2011 22.00,"1,550666","79,654282","25,6","17,6","2,335965"
25/03/2011 23.00,"1,774971","58,068089","25,6","17,6","1,995834"
26/03/2011 0.00,"1,182487","54,502819","25,6","17,6","1,742959"
26/03/2011 1.00,"0,814276","37,505906","27,5","19,200001","1,504329"
26/03/2011 2.00,"0,745645","48,602696","27,5","19,200001","1,50277"
26/03/2011 3.00,"0,733315","37,426729","27,5","19,200001","1,59918"
26/03/2011 4.00,"1,114749","24,123531","27,5","19,200001","1,119678"
26/03/2011 5.00,"1,401966","20,224734","27,5","19,200001","1,159327"
26/03/2011 6.00,"1,369502","24,294846","27,5","19,200001","1,17567"
26/03/2011 7.00,"1,662306","63,089536","27,5","19,200001","1,436859"
26/03/2011 8.00,"1,42362","65,91761","27,5","19,200001","2,282745"
26/03/2011 9.00,"0,765845","60,682002","27,5","19,200001","2,517837"
26/03/2011 10.00,"0,598797","30,182009","27,5","19,200001","1,613051"
26/03/2011 11.00,"0,512183","29,21249","27,5","19,200001","1,313721"
26/03/2011 12.00,"0,546068","26,328621","27,5","19,200001","1,385421"
26/03/2011 13.00,"0,511059","23,513546","27,5","19,200001","1,225746"
26/03/2011 14.00,"0,527125","24,046956","27,5","19,200001","1,145074"
26/03/2011 15.00,"0,851434","13,728892","27,5","19,200001","0,823741"
26/03/2011 16.00,"0,790639","10,432291","27,5","19,200001","0,734711"
26/03/2011 17.00,"0,938049","12,869696","27,5","19,200001","0,73119"
26/03/2011 18.00,"0,88684","21,469388","27,5","19,200001","1,066997"
26/03/2011 19.00,"1,174751","36,716786","27,5","19,200001","1,319362"
26/03/2011 20.00,"1,449439","52,082305","27,5","19,200001","1,504902"
26/03/2011 21.00,"1,526829","67,587977","27,5","19,200001","1,858518"
26/03/2011 22.00,"1,172603","66,789769","27,5","19,200001","1,821554"
26/03/2011 23.00,"1,163577","51,297084","27,5","19,200001","1,564055"
27/03/2011 0.00,"1,071706","43,463124","27,5","19,200001","1,394827"
27/03/2011 1.00,,"51,970683","26,200001","16,5","1,392955"
27/03/2011 2.00,"0,485574",,"26,200001","16,5","1,439198"
27/03/2011 3.00,"0,803293","42,618269","26,200001","16,5","1,282694"
27/03/2011 4.00,"0,641167","30,214437","26,200001","16,5",
27/03/2011 5.00,"0,681555","36,641511","26,200001","16,5","1,288458"
27/03/2011 6.00,"0,702127","53,211454","26,200001","16,5","1,724799"
27/03/2011 7.00,"0,749887","49,334703","26,200001","16,5","1,632001"
27/03/2011 8.00,"0,547587","33,80955","26,200001","16,5","1,399385"
27/03/2011 9.00,"0,376952","39,801835","26,200001","16,5","1,827853"
27/03/2011 10.00,"0,172347","18,956719","26,200001","16,5","3,153298"
27/03/2011 11.00,"0,121986","26,383132","26,200001","16,5","1,306126"
27/03/2011 12.00,"0,239857","21,932724","26,200001","16,5","1,200472"
27/03/2011 13.00,"0,14868","20,037835","26,200001","16,5","1,050273"
27/03/2011 14.00,"0,092394","9,129234","26,200001","16,5","0,784016"
27/03/2011 15.00,"0,025543","6,700914","26,200001","16,5","0,568767"
27/03/2011 16.00,"0,013496","8,388146","26,200001","16,5","0,546058"
27/03/2011 17.00,"0,028966","11,199339","26,200001","16,5","0,558032"
27/03/2011 18.00,"0,037689","19,569301","26,200001","16,5","0,723887"
27/03/2011 19.00,"0,082553","26,854249","26,200001","16,5","0,844098"
27/03/2011 20.00,"0,139135","47,378806","26,200001","16,5","1,280644"
27/03/2011 21.00,"0,207567","50,228929","26,200001","16,5","1,557854"
27/03/2011 22.00,"0,281397","60,452276","26,200001","16,5","1,578741"
27/03/2011 23.00,"0,27952","55,493103","26,200001","16,5","1,691228"
28/03/2011 0.00,"0,269679","37,14249","26,200001","16,5","1,199689"
28/03/2011 1.00,"0,247955","18,472611","29,29999","17,79999","0,984506"
28/03/2011 2.00,"0,447786","11,262934","29,29999","17,79999","0,879595"
28/03/2011 3.00,"0,666742","6,320638","29,29999","17,79999","0,664502"
28/03/2011 4.00,"0,906304","6,769701","29,29999","17,79999","0,630017"
28/03/2011 5.00,"0,530142","22,664714","29,29999","17,79999","0,668125"
28/03/2011 6.00,"0,526686","43,370986","29,29999","17,79999","0,955145"
28/03/2011 7.00,"0,707328","70,59385","29,29999","17,79999","1,95876"
28/03/2011 8.00,"0,543209","57,259502","29,29999","17,79999","2,218187"
28/03/2011 9.00,"0,377741","35,851108","29,29999","17,79999","1,73232"
28/03/2011 10.00,"0,366452","25,853586","29,29999","17,79999","1,259363"
28/03/2011 11.00,"0,292688","20,117012","29,29999","17,79999","1,195251"
28/03/2011 12.00,"0,111618","17,884678","29,29999","17,79999","0,879055"
28/03/2011 13.00,"0,190319","16,69323","29,29999","17,79999","1,028678"
28/03/2011 14.00,"0,142756","15,33825","29,29999","17,79999","0,841403"
28/03/2011 15.00,"0,204242","13,124075","29,29999","17,79999","0,799196"
28/03/2011 16.00,"0,234031","26,716681","29,29999","17,79999","0,782595"
28/03/2011 17.00,"0,298645","27,806885","29,29999","17,79999","1,249431"
28/03/2011 18.00,"0,224584","39,110053","29,29999","17,79999","1,237107"
28/03/2011 19.00,"0,304866","34,117154","29,29999","17,79999","2,964605"
28/03/2011 20.00,"0,127812","45,265871","29,29999","17,79999","1,389137"
28/03/2011 21.00,"0,134559","35,62008","29,29999","17,79999","1,453418"
28/03/2011 22.00,"0,087424","11,771698","29,29999","17,79999","0,855475"
28/03/2011 23.00,"0,074126","9,878104","29,29999","17,79999","0,647783"
29/03/2011 0.00,"0,083376","7,861213","29,29999","17,79999","0,542498"
29/03/2011 1.00,,"7,081191","16,1","9,1","0,475311"
29/03/2011 2.00,"0,623716",,"16,1","9,1","0,439701"
29/03/2011 3.00,"0,486865","9,61223","16,1","9,1","0,420518"
29/03/2011 4.00,"0,750752","10,604905","16,1","9,1","0,460668"
29/03/2011 5.00,"0,711614","16,353185","16,1","9,1","0,558001"
29/03/2011 6.00,"0,917718","29,653781","16,1","9,1","0,578641"
29/03/2011 7.00,"0,939857","44,393713","16,1","9,1","1,262645"
29/03/2011 8.00,"0,985848","51,90059","16,1","9,1","1,990021"
29/03/2011 9.00,"0,951981","42,435215","16,1","9,1","1,639388"
29/03/2011 10.00,"0,565865","43,098428","16,1","9,1","1,430334"
29/03/2011 11.00,"0,484907","30,348333","16,1","9,1","1,148286"
29/03/2011 12.00,"0,428418","21,23318","16,1","9,1","0,747475"
29/03/2011 13.00,"0,459782","30,128778","16,1","9,1","1,341787"
29/03/2011 14.00,"0,576803","21,274708","16,1","9,1","0,949605"
29/03/2011 15.00,"0,51592","17,365529","16,1","9,1","0,730627"
29/03/2011 16.00,"0,920222","37,408564","16,1","9,1","1,400394"
29/03/2011 17.00,"0,959361","42,999788","16,1","9,1","1,073726"
29/03/2011 18.00,"0,775659","51,525512","16,1","9,1","1,850999"
29/03/2011 19.00,"0,455696","46,995945","16,1","9,1","1,756126"
29/03/2011 20.00,"0,684467","59,683939","16,1","9,1","1,707898"
29/03/2011 21.00,"0,58036","40,755771","16,1","9,1","1,883397"
29/03/2011 22.00,"0,426441","33,906891","16,1","9,1","1,255141"
29/03/2011 23.00,"0,548338","41,208721","16,1","9,1","1,278668"
30/03/2011 0.00,"0,944602","25,632959","16,1","9,1","1,073177"
30/03/2011 1.00,"0,850115","20,830837","16,35",,"0,887787"
30/03/2011 2.00,"0,997314","12,307712","16,35",,"2,388589"
30/03/2011 3.00,"1,178116","8,868361","16,35",,"1,729635"
30/03/2011 4.00,"1,221341","13,696444","16,35",,"1,614865"
30/03/2011 5.00,"1,205922","18,409017","16,35",,"2,141643"
30/03/2011 6.00,"1,524435","41,596782","16,35",,"2,179551"
30/03/2011 7.00,"2,121796","78,26686","16,35",,"5,129279"
30/03/2011 8.00,"1,63289","88,961321","16,35",,"8,950312"
30/03/2011 9.00,"0,959756","77,562135","16,35",,"4,646284"
30/03/2011 10.00,"0,719126","50,463855","16,35",,"2,749149"
30/03/2011 11.00,"0,441201","34,188527","16,35",,"2,054093"
30/03/2011 12.00,"0,675242","26,845168","16,35",,"1,516979"
30/03/2011 13.00,"0,713986","28,009365","16,35",,"1,519582"
30/03/2011 14.00,"0,799511","19,866521","16,35",,"0,98557"
30/03/2011 15.00,"0,331559","19,237052","16,35",,"0,951289"
30/03/2011 16.00,"0,352644","31,878334","16,35",,"1,174512"
30/03/2011 17.00,"0,557299","28,416888","16,35",,"1,320837"
30/03/2011 18.00,"0,313505","40,106836","16,35",,"1,537382"
30/03/2011 19.00,"0,560066","73,580241","16,35",,"2,201474"
30/03/2011 20.00,"0,356598","62,142099","16,35",,"2,39665"
30/03/2011 21.00,"0,386907","44,994615","16,35",,"1,642841"
30/03/2011 22.00,"0,84458","42,380702","16,35",,"1,606893"
30/03/2011 23.00,"0,824418","43,082845","16,35",,"1,865565"
31/03/2011 0.00,"0,600391","13,157826","16,35",,"1,947832"
31/03/2011 1.00,,"11,961189","18,79999","14,2","1,374265"
31/03/2011 2.00,"0,674626",,"18,79999","14,2","0,908056"
31/03/2011 3.00,"0,777951","21,211765","18,79999","14,2","0,629213"
31/03/2011 4.00,"0,804533","26,024919","18,79999","14,2",
31/03/2011 5.00,"0,816421","9,41736","18,79999","14,2","2,561668"
31/03/2011 6.00,"0,80565","19,824992","18,79999","14,2","3,655337"
31/03/2011 7.00,"1,02225","41,560456","18,79999","14,2","2,859318"
31/03/2011 8.00,"0,778985","53,352905","18,79999","14,2","1,881406"
31/03/2011 9.00,"0,490732","31,810842","18,79999","14,2","1,848343"
31/03/2011 10.00,"1,29669","24,74715","18,79999","14,2","1,07335"
31/03/2011 11.00,,,"18,79999","14,2",
31/03/2011 12.00,,,"18,79999","14,2","1,117391"
31/03/2011 13.00,"0,579325","28,52073","18,79999","14,2","1,289152"
31/03/2011 14.00,"0,52622","18,519332","18,79999","14,2","0,848205"
31/03/2011 15.00,"0,671957","19,000844","18,79999","14,2","0,94682"
31/03/2011 16.00,"0,874721","19,629012","18,79999","14,2","0,858564"
31/03/2011 17.00,"1,126365","25,749764","18,79999","14,2","0,955962"
31/03/2011 18.00,"0,927825","29,778367","18,79999","14,2","1,232013"
31/03/2011 19.00,"0,663508","37,941975","18,79999","14,2","1,858081"
31/03/2011 20.00,"0,483375","32,156071","18,79999","14,2","2,72434"
31/03/2011 21.00,"0,471305","19,383703","18,79999","14,2","1,294904"
31/03/2011 22.00,"0,577515","12,921613","18,79999","14,2","1,100654"
31/03/2011 23.00,"0,77002","10,652928","18,79999","14,2","0,964737"
01/04/2011 0.00,"0,781486","9,448509","18,79999","14,2","1,017136"
01/04/2011 1.00,"1,168004","5,878063",,,"0,729289"
01/04/2011 2.00,"1,293223","4,795638",,,"0,501223"
01/04/2011 3.00,"1,293223","2,920213",,,"0,818285"
01/04/2011 4.00,"1,04701","2,947468",,,"0,951279"
01/04/2011 5.00,"1,319775","4,202511",,,"0,985522"
01/04/2011 6.00,"1,582282","13,126677",,,"0,55369"
01/04/2011 7.00,"1,25611","30,169026",,,"0,877356"
01/04/2011 8.00,"1,391587","44,920642",,,"1,655845"
01/04/2011 9.00,"1,394891","40,912115",,,"2,451485"
01/04/2011 10.00,"1,45133","30,492192",,,"1,631272"
01/04/2011 11.00,"1,351759","28,4766",,,"1,450991"
01/04/2011 12.00,"1,601593","30,010675",,,"1,41997"
01/04/2011 13.00,"1,900911","30,964609",,,"1,573126"
01/04/2011 14.00,"2,024018","21,560247",,,"1,146871"
01/04/2011 15.00,"2,145616","23,370777",,,"1,128887"
01/04/2011 16.00,"2,751795","30,33256",,,"1,104381"
01/04/2011 17.00,"2,496833","32,53895",,,"1,376015"
01/04/2011 18.00,"2,608775","41,932931",,,"1,956387"
01/04/2011 19.00,"3,519402","41,090618",,,"2,200625"
01/04/2011 20.00,"2,898438","43,869365",,,"2,516251"
01/04/2011 21.00,"2,354415","27,878279",,,"1,91027"
01/04/2011 22.00,"1,75095","19,976843",,,"1,089994"
01/04/2011 23.00,"1,241627","17,089077",,,"1,009081"
02/04/2011 0.00,"1,171324","8,839807",,,"1,438375"
02/04/2011 1.00,,"6,741148","22,700001","16,6","0,967249"
02/04/2011 2.00,"1,125519",,"22,700001","16,6","1,047722"
02/04/2011 3.00,"0,869425","11,588706","22,700001","16,6","1,104811"
02/04/2011 4.00,"1,128384","8,210338","22,700001","16,6",
02/04/2011 5.00,"1,486786","9,348573","22,700001","16,6","0,929334"
02/04/2011 6.00,"1,4992","14,388209","22,700001","16,6","0,774035"
02/04/2011 7.00,"1,683862","21,704316","22,700001","16,6","0,842474"
02/04/2011 8.00,"1,50111","33,413709","22,700001","16,6","1,35891"
02/04/2011 9.00,"1,288457","31,770595","22,700001","16,6","1,467987"
02/04/2011 10.00,"1,555363","26,631023","22,700001","16,6","1,549865"
